defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,0,Aaron Ross,0.000,0,1.000,7
,,0,0,,0,0,Bryan Kehl,0.000,0,0.000,5
,,0,0,,0,0,Mathias Kiwanuka,0.000,0,2.000,4
,,0,0,,0,0,Fred Robbins,0.000,0,0.000,4
,,0,0,,0,0,Justin Tuck,1.000,0,2.000,4
,,0,0,,0,0,James Butler,0.000,0,2.000,3
,,0,0,,0,0,Kenny Phillips,0.000,0,0.000,3
,,0,0,,0,0,Kevin Dockery,0.000,0,1.000,2
,,0,0,,0,0,Renaldo Wynn,0.000,0,1.000,2
,,0,0,,0,0,Danny Clark,0.000,0,3.000,1
,,0,0,,0,0,Michael Johnson,0.000,0,2.000,1
,,0,0,,0,0,RW McQuarters,0.000,0,1.000,1
,,0,0,,0,0,Antonio Pierce,0.000,0,2.000,1
,,0,0,,0,0,Corey Webster,0.000,0,0.000,1
,,0,0,,0,0,Gerris Wilkinson,0.000,0,3.000,0
,,0,0,,0,0,London Fletcher,0.000,0,5.000,12
,,0,0,,0,1,Fred Smoot,0.000,0,1.000,7
,,0,0,,0,0,Rocky McIntosh,0.000,0,2.000,6
,,0,0,,0,0,LaRon Landry,0.500,0,1.000,5
,,0,0,,0,0,Carlos Rogers,0.000,0,0.000,5
,,0,0,,0,0,Reed Doughty,0.000,0,2.000,4
,,0,0,,0,0,Andre Carter,0.500,0,0.000,3
,,0,0,,0,0,Jason Taylor,0.000,0,0.000,2
,,0,0,,0,0,HB Blades,0.000,0,1.000,1
,,0,0,,0,0,Demetric Evans,0.000,0,1.000,1
,,0,0,,0,0,Kedric Golston,0.000,0,0.000,1
,,0,0,,0,0,Cornelius Griffin,0.000,0,1.000,1
,,0,0,,0,0,Anthony Montgomery,0.000,0,1.000,1
,,0,0,,0,0,Marcus Washington,0.000,0,4.000,1
,,0,0,,0,0,Chris Wilson,1.000,0,0.000,1
,,0,0,,0,0,Lorenzo Alexander,0.000,0,2.000,0
,,0,0,,0,0,Chris Horton,0.000,0,1.000,0
,,0,0,,0,0,Jarret Johnson,1.000,0,1.000,5
,,1,0,,0,0,Ray Lewis,0.000,0,1.000,5
,,0,0,,0,0,Terrell Suggs,0.000,0,0.000,5
,,0,0,,0,0,Dawan Landry,0.000,0,0.000,4
,,0,0,,0,1,Chris McAlister,0.000,0,1.000,3
,,0,0,,0,0,Bart Scott,0.000,0,0.000,3
,,0,0,,0,0,Justin Bannan,1.000,0,1.000,2
,,0,0,,0,0,Marques Douglas,0.000,0,0.000,2
