average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
8.000,,0,1,8,Michael Williams
22.000,,0,1,22,Dri Archer
24.000,,0,2,25,Marc Mariani
15.000,,0,1,15,Jacquizz Rodgers
35.000,,0,3,46,Ty Montgomery
0.000,,0,1,0,Aaron Ripkowski
0.000,,0,1,0,Marcus Thigpen
26.000,,0,2,30,Tyler Varga
5.000,,0,1,5,Donte Moncrief
10.000,,0,1,10,Nick Boyle
27.000,,0,3,32,Bobby Rainey
17.000,,0,1,17,Bishop Sankey
43.000,,0,1,43,David Johnson
10.000,,0,1,10,Tyeler Davison
24.000,,0,1,24,Jacoby Jones
35.000,,0,3,48,Ameer Abdullah
23.000,,0,3,32,Lance Dunbar
13.000,,0,2,20,Tyler Patmon
40.000,,0,1,40,Corey Grant
13.000,,0,1,13,Kellen Davis
27.000,,0,1,27,Shaun Draughn
30.000,,0,2,33,Taiwan Jones
8.000,,0,1,8,Lee Smith
7.000,,0,2,8,Brandon Tate
21.000,,0,3,22,Isaiah Pead
28.000,,0,2,35,Tyler Lockett
36.000,,0,1,36,Chris Thompson
27.000,,0,2,29,LaMichael James
30.000,,0,1,30,Knile Davis
19.000,,0,3,26,Eric Weems
21.000,,0,1,21,Cordarrelle Patterson
21.000,,0,1,21,Knile Davis
21.000,,0,1,21,Andre Caldwell
28.000,,0,3,31,Marc Mariani
108.000,,1,1,108,David Johnson
9.000,,0,1,9,Kerwynn Williams
22.000,,0,2,29,Adam Jones
29.000,,0,1,29,Brandon Tate
23.000,,0,3,26,Branden Oliver
22.000,,0,2,25,Percy Harvin
31.000,,0,1,31,Shaun Draughn
21.000,,0,1,21,Josh Huff
31.000,,0,1,31,Lance Dunbar
38.000,,0,2,41,Dwayne Harris
10.000,,0,1,10,Terron Ward
21.000,,0,1,21,Eric Weems
23.000,,0,2,24,Corey Grant
28.000,,0,2,32,Raheem Mostert
19.000,,0,1,19,Ty Montgomery
19.000,,0,4,26,Tyler Lockett
33.000,,0,1,33,Fozzy Whittaker
27.000,,0,1,27,Chandler Worthy
29.000,,0,1,29,Michael Campanaro
23.000,,0,1,23,Rashad Ross
28.000,,0,1,28,Benny Cunningham
23.000,,0,1,23,Marcus Murphy
37.000,,0,1,37,Bobby Rainey
23.000,,0,2,26,DeAndrew White
11.000,,0,1,11,Tony Jerod Eddie
31.000,,0,2,33,Cordarrelle Patterson
28.000,,0,3,32,Ameer Abdullah
24.000,,0,4,27,Tyler Varga
13.000,,0,1,13,Dwayne Harris
4.000,,0,1,4,Shane Vereen
39.000,,1,4,101,Rashad Ross
19.000,,0,1,19,Shaun Draughn
30.000,,0,2,35,Taiwan Jones
24.000,,0,1,24,Patrick Peterson
23.000,,0,4,30,DeAndrew White
28.000,,0,1,28,Lance Dunbar
23.000,,0,1,23,Eric Weems
22.000,,0,2,31,Damien Williams
18.000,,0,1,18,Jarvis Landry
0.000,,0,1,0,Kelvin Sheppard
20.000,,0,4,31,Zac Stacy
10.000,,0,1,10,Kenjon Barner
15.000,,0,1,15,Joe Webb
24.000,,0,3,35,Marcus Murphy
14.000,,0,1,14,Khiry Robinson
20.000,,0,2,24,Corey Grant
0.000,,0,1,0,Abry Jones
24.000,,0,2,26,Benny Cunningham
22.000,,0,1,22,Jordan Todman
26.000,,0,1,26,Michael Campanaro
32.000,,0,1,32,Adam Jones
105.000,,1,1,105,Tyler Lockett
27.000,,0,1,27,Marc Mariani
23.000,,0,2,23,Quintin Demps
27.000,,0,1,27,Bobby Rainey
26.000,,0,2,32,Cordarrelle Patterson
19.000,,0,1,19,Branden Oliver
32.000,,0,2,36,Ty Montgomery
31.000,,0,3,54,Knile Davis
19.000,,0,1,19,DeAnthony Thomas
31.000,,0,1,31,Dri Archer
24.000,,0,1,24,Michael Campanaro
21.000,,0,1,21,Marc Mariani
19.000,,0,3,37,Roy Helu
23.000,,0,2,25,Adam Jones
6.000,,0,1,6,Giovani Bernard
21.000,,0,4,25,Knile Davis
23.000,,0,1,23,DeAnthony Thomas
19.000,,0,2,20,Percy Harvin
14.000,,0,2,15,Marcus Thigpen
25.000,,0,1,25,Shane Vereen
27.000,,0,2,29,Andre Caldwell
17.000,,0,2,20,Cordarrelle Patterson
30.000,,0,3,38,Bobby Rainey
26.000,,0,1,26,Fozzy Whittaker
19.000,,0,1,19,David Johnson
24.000,,0,5,39,Benny Cunningham
26.000,,0,4,30,Branden Oliver
5.000,,0,1,5,John Phillips
36.000,,0,3,38,Justin Gilbert
30.000,,0,2,32,Griff Whalen
12.000,,0,1,12,Phillip Dorsett
24.000,,0,5,32,Jarvis Landry
19.000,,0,1,19,Damien Williams
22.000,,0,2,28,Zac Stacy
29.000,,0,1,29,Eric Weems
0.000,,0,0,0,Roddy White
23.000,,0,3,25,Keith Mumphery
20.000,,0,1,20,Bruce Ellington
22.000,,0,1,22,Rashad Ross
34.000,,0,1,34,Marcus Murphy
17.000,,0,1,17,Lance Dunbar
23.000,,0,1,23,Darren McFadden
15.000,,0,2,19,Tyler Lockett
16.000,,0,1,16,Will Tukuafu
27.000,,0,2,31,Ameer Abdullah
37.000,,0,2,50,Griff Whalen
21.000,,0,4,26,Brandon Tate
21.000,,0,1,21,Tyler Lockett
31.000,,0,3,42,Corey Grant
11.000,,0,1,11,Anthony Sherman
19.000,,0,1,19,DeAnthony Thomas
21.000,,0,1,21,Lucky Whitehead
40.000,,0,1,40,Josh Huff
22.000,,0,3,28,Marcus Murphy
19.000,,0,1,19,Khiry Robinson
26.000,,0,2,27,Rashad Ross
22.000,,0,2,24,Shane Vereen
22.000,,0,1,22,Bruce Ellington
3.000,,0,1,3,Bruce Miller
26.000,,0,2,34,TJ Jones
41.000,,0,1,41,Ameer Abdullah
35.000,,0,1,35,David Johnson
0.000,,0,0,0,Patrick Peterson
25.000,,0,1,25,Benny Cunningham
27.000,,0,1,27,Roy Helu
18.000,,0,1,18,Marcel Reece
27.000,,0,2,31,Omar Bolden
27.000,,0,5,46,Jeremy Ross
7.000,,0,1,7,Kyle Juszczyk
15.000,,0,1,15,Justin Gilbert
16.000,,0,2,25,Bishop Sankey
20.000,,0,1,20,Dexter McCluster
24.000,,0,1,24,Percy Harvin
30.000,,0,1,30,Jacoby Jones
31.000,,0,2,32,Dri Archer
19.000,,0,1,19,Patrick DiMarco
16.000,,0,2,19,Marquise Goodwin
19.000,,0,2,20,Denarius Moore
34.000,,0,2,49,Adam Jones
7.000,,0,1,7,Cedric Peerman
8.000,,0,1,8,Brandon Tate
14.000,,0,2,19,Shaun Draughn
28.000,,0,2,30,Justin Gilbert
19.000,,0,5,27,Omar Bolden
15.000,,0,1,15,Kapri Bibbs
19.000,,0,1,19,Griff Whalen
5.000,,0,1,5,Rob Gronkowski
0.000,,0,1,0,Josh Kline
41.000,,0,1,41,Jeremy Ross
26.000,,0,3,28,Bryan Walters
14.000,,0,1,14,Keith Mumphery
23.000,,0,2,25,Zac Stacy
0.000,,0,1,0,Kellen Davis
0.000,,0,1,0,Trevor Reilly
19.000,,0,5,25,Rashad Ross
23.000,,0,2,26,TJ Jones
22.000,,0,1,22,Ameer Abdullah
25.000,,0,2,38,Marc Mariani
30.000,,0,1,30,Jared Abbrederis
29.000,,0,1,29,Ty Montgomery
0.000,,0,1,0,JC Tretter
18.000,,0,3,21,Jacoby Jones
13.000,,0,2,14,Tyler Lockett
22.000,,0,4,35,Dri Archer
22.000,,0,6,32,David Johnson
26.000,,0,3,34,Bishop Sankey
22.000,,0,2,31,Damien Williams
25.000,,0,2,33,Cordarrelle Patterson
19.000,,0,1,19,Knile Davis
20.000,,0,1,20,DeAnthony Thomas
12.000,,0,1,12,Riley Cooper
21.000,,0,1,21,Josh Huff
24.000,,0,2,26,Dwayne Harris
6.000,,0,1,6,Mark Herzlich
24.000,,0,1,24,Shane Vereen
24.000,,0,3,25,Bruce Ellington
31.000,,0,1,31,Quinton Patton
20.000,,0,1,20,Tyler Lockett
21.000,,0,4,22,Jacoby Jones
32.000,,0,1,32,Taiwan Jones
23.000,,0,2,28,Knile Davis
30.000,,0,1,30,DeAnthony Thomas
29.000,,0,4,38,Dri Archer
22.000,,0,4,30,Griff Whalen
32.000,,0,2,34,Damien Williams
29.000,,0,3,41,Keith Mumphery
49.000,,1,3,100,Dwayne Harris
22.000,,0,2,24,Lucky Whitehead
22.000,,0,1,22,Devin Street
19.000,,0,1,19,Nick Marshall
1.000,,0,1,1,Bryan Walters
23.000,,0,3,28,Dan Herron
17.000,,0,1,17,Anthony Dixon
26.000,,0,3,31,Ameer Abdullah
6.000,,0,1,6,TJ Jones
26.000,,0,4,30,Cordarrelle Patterson
0.000,,0,1,0,Ed Dickson
27.000,,0,1,27,Fozzy Whittaker
27.000,,0,3,29,Danny Amendola
29.000,,0,2,30,Chris Owusu
28.000,,0,1,28,Stedman Bailey
27.000,,0,1,21,Benny Cunningham
21.000,,0,1,21,Justin Gilbert
24.000,,0,2,30,Rashad Ross
15.000,,0,1,15,Bobby Rainey
27.000,,0,1,27,Bishop Sankey
28.000,,0,1,28,Eric Weems
0.000,,0,0,0,Patrick Peterson
28.000,,0,1,28,Jeremy Ross
17.000,,0,1,17,Patrick Chung
34.000,,0,2,50,Jarvis Landry
26.000,,0,3,27,Marc Mariani
21.000,,0,2,26,Cordarrelle Patterson
12.000,,0,1,12,Marcus Sherels
13.000,,0,1,13,Emmanuel Sanders
22.000,,0,1,22,Jared Abbrederis
23.000,,0,1,23,Micah Hyde
23.000,,0,2,25,Justin Gilbert
21.000,,0,3,24,David Johnson
50.000,,0,1,50,Knile Davis
27.000,,0,1,27,DeAnthony Thomas
25.000,,0,6,32,Ameer Abdullah
18.000,,0,1,18,Tyler Lockett
29.000,,0,2,31,Eric Weems
25.000,,0,4,41,Taiwan Jones
17.000,,0,1,17,Jeff Cumberland
21.000,,0,1,21,Zac Stacy
6.000,,0,1,6,Tavon Austin
13.000,,0,1,13,Benny Cunningham
24.000,,0,2,30,Bruce Ellington
33.000,,0,1,33,Raheem Mostert
3.000,,0,1,3,Michael Hoomanawanui
23.000,,0,1,23,Marcus Murphy
29.000,,0,3,33,Dwayne Harris
41.000,,0,2,46,Shane Vereen
17.000,,0,2,19,Dri Archer
26.000,,0,2,27,Brandon Tate
29.000,,0,1,29,Keith Mumphery
30.000,,0,2,32,Dexter McCluster
18.000,,0,2,23,Bishop Sankey
18.000,,0,2,21,Fozzy Whittaker
31.000,,0,4,45,Quan Bray
23.000,,0,1,23,Zurlon Tipton
13.000,,0,1,13,Adam Jones
13.000,,0,1,13,Justin Gilbert
29.000,,0,1,29,Marlon Moore
8.000,,0,2,17,Denarius Moore
15.000,,0,1,15,Anthony Dixon
12.000,,0,3,19,DaWilliams
14.000,,0,1,14,Jarvis Landry
21.000,,0,4,26,Bobby Rainey
27.000,,0,2,28,Dwayne Harris
23.000,,0,1,23,Quan Bray
10.000,,0,1,10,Jack Doyle
34.000,,0,2,41,Omar Bolden
79.000,,0,1,79,Lucky Whitehead
32.000,,0,2,34,Bruce Ellington
15.000,,0,1,15,Pierre Thomas
28.000,,0,4,50,Eric Weems
32.000,,0,3,54,Antonio Cromartie
17.000,,0,1,17,Jeff Cumberland
29.000,,0,4,33,Nick Marshall
8.000,,0,1,8,Ted Ginn
25.000,,0,1,25,Joe Webb
23.000,,0,3,30,Micah Hyde
18.000,,0,1,18,Danny Amendola
0.000,,0,1,0,Devin McCourty
15.000,,0,2,26,Andre Roberts
