longest punt return, name, punt return yards, punt returns
0,Dee Frieson,-7,2
50,JJ Worton,73,3
11,Jamill Smith,21,2
0,Demarius Reed,-4,1
17,Leon Brooks,17,1
19,Cody Wilson,18,2
34,N Williams,66,3
21,T Mack,21,1
0,A Clark,-1,2
25,J Singletary,26,2
0,C Sharpe,0,1
16,D Carey,42,3
20,D Carter,37,5
7,D Hilliard,7,1
8,Marcus Sullivan,8,1
9,AJ Barker,9,1
40,Troy Stoudermire,4,2
4,Geoff Norwood,8,2
4,Charles Henderson,4,2
30,C Jacobs,40,2
15,Zac Stacy,15,1
16,Ace Sanders,15,3
2,Keith Reaser,2,1
0,Travis Jones,-5,1
9,Dominique Williams,9,1
7,Marshyl Rothman,7,1
15,Nick Hill,15,1
17,Chris Potter,17,1
1,Rashard Smith,-3,2
5,Devrin Young,5,1
45,Matt Brown,84,4
2,Poppy Livers,2,1
19,Christion Jones,56,4
3,Jeremy Gallon,3,1
17,Keante Minor,17,1
5,Nate Holmes,12,4
17,Allen Bonner,17,1
20,Richard Morrison,23,2
0,Bernard Reedy,0,1
5,Q Bray,5,1
1,S Rositano,1,1
9,P Dorsett,17,2
8,M Lewis,8,1
20,K Allen,39,3
22,K Wooten,22,1
17,J Crowder,21,2
6,R Leonard,6,1
43,Justin Hardy,43,1
11,Troy Washington,11,1
32,Andre Debose,45,3
47,Rashad Greene,63,4
4,Tyler Hunter,4,1
2,Patrick Robertson,2,1
10,Isaiah Burse,20,2
0,Kela Marciel,0,1
30,Damian Swann,30,1
0,Chris Conley,9,1
33,Cordero Dixon,33,1
4,D Peace,4,1
39,A Erickson,52,3
1,Tommy Davis,1,1
19,Jamie Wilson,31,3
33,D Patterson,30,2
6,J Ford,6,0
1,D Wright,1,2
89,Tramaine Thompson,89,1
43,Tyler Lockett,44,2
0,Julian Burton,0,1
27,Javone Lawson,27,1
12,Harry Peoples,20,3
70,Odell Beckham Jr,75,4
23,S Diggs,50,3
9,B Webb,12,2
0,Keiwone Malone,-3,1
0,Jason McNair,0,1
18,Korvic Neat,20,3
72,Marcus Murphy,180,5
35,J Banks,21,2
11,Davonte Neal,11,1
28,Roy Smith,127,6
70,Giovani Bernard,100,2
33,Erik Highsmith,33,1
21,A Abdullah,41,3
5,Perez Ashford,5,1
11,Micah Hyde,21,2
10,Corey Brown,10,2
0,Devin Smith,-2,1
23,Caleb Muncrief,74,4
19,Charlie Moore,46,3
25,Ashton Lampkin,33,2
6,DeAnthony Thomas,6,1
12,Cameron Saddler,22,2
7,Nyeem Wartman,7,1
0,Gerald Hodges,-1,2
25,R Allen,25,1
0,F Williams,0,1
0,J Johnson,-3,1
0,Z Foster,11,1
37,TJ Glover,37,2
0,Kenny Harrison,-7,2
39,Terrence Mitchell,69,4
0,Andre Davis,-2,1
0,Tommy Hudson,-1,2
0,R Desir,0,1
82,V Mark,134,2
14,Quandre Diggs,14,1
3,Blair Burns,3,1
3,Derrick Strozier,3,1
11,Mason Robinson,10,3
19,Austin Zouzalik,37,2
2,K Brackett,2,1
0,J Williams,-8,2
3,J Albert,4,2
34,N Robey,34,2
39,S Harding,39,1
27,M Edwards,50,4
24,N Jeffery,24,0
17,R Spencer,17,1
26,J Brown,30,3
7,Khalek Shepherd,9,2
17,Ben Edwards,17,1
12,Michael Campanaro,17,2
11,Lovell Jackson,11,1
0,Kevin Fogg,-11,2
15,J Abbrederis,18,4
