average punt yards, longest punt, name, punts, punts inside the twenty
33.500,59,Hunter Smith,4,1
42.600,61,Steve Weatherford,5,2
37.800,52,Chris Kluwe,5,5
42.800,53,Michael Koenen,5,2
43.000,57,Donnie Jones,5,2
51.000,58,Jason Baker,3,1
42.000,50,Brian Moorman,6,3
11.700,56,Todd Sauerbrun,3,1
48.700,59,Matt Turk,3,1
42.000,53,Dustin Colquitt,4,0
40.000,64,Derrick Frost,5,0
36.600,50,Brandon Fields,7,1
35.800,58,Ben Graham,5,2
33.000,53,Chris Hanson,1,0
39.100,56,Jon Ryan,7,1
35.700,50,Sav Rocca,7,2
35.600,43,Paul Ernster,7,2
37.200,45,Daniel Sepulveda,6,4
36.800,49,Adam Podlesh,5,0
29.000,36,Craig Hentrich,3,1
40.700,54,Mike Scifres,6,1
37.500,46,Brad Maynard,6,1
43.700,52,Shane Lechler,3,1
44.000,45,Nick Harris,3,1
36.300,54,Ryan Plackemeier,6,3
35.000,57,Josh Bidwell,6,0
47.500,64,Mat McBriar,2,2
37.000,47,Jeff Feagles,2,0
27.000,54,Kyle Larson,7,0
38.800,51,Sam Koch,5,2
38.200,51,Andy Lee,6,0
34.100,46,Mike Barr,7,3
32.800,43,Adam Podlesh,4,1
37.200,47,Michael Koenen,5,1
41.000,41,Daniel Sepulveda,1,1
40.500,46,Brian Moorman,4,1
39.500,45,Dave Zastudil,2,1
35.300,50,Kyle Larson,3,2
41.000,52,Jeff Feagles,3,1
35.300,41,Jon Ryan,3,0
35.700,52,Jason Baker,6,2
35.600,47,Matt Turk,5,3
37.700,51,Craig Hentrich,3,3
29.300,59,Hunter Smith,3,0
38.000,53,Josh Bidwell,5,1
38.000,52,Steve Weatherford,4,0
37.000,49,Donnie Jones,4,1
41.800,71,Andy Lee,8,4
32.700,53,Brandon Fields,3,0
34.300,49,Mat McBriar,4,2
39.000,50,Nick Harris,3,2
42.800,61,Chris Kluwe,4,1
33.300,50,Mike Barr,4,3
33.200,54,Ryan Plackemeier,5,2
39.300,60,Dirk Johnson,4,1
26.500,28,Robbie Gould,2,1
22.900,52,Dustin Colquitt,8,1
39.800,62,Sam Koch,6,1
35.400,46,Ben Graham,5,1
49.000,53,Todd Sauerbrun,2,1
46.500,51,Shane Lechler,4,3
34.000,34,Chris Hanson,1,0
39.000,61,Mike Scifres,5,1
39.800,56,Sav Rocca,5,2
38.600,55,Derrick Frost,5,2
27.000,57,Sam Koch,3,2
19.500,55,Mike Barr,4,1
29.500,30,Chris Hanson,2,0
38.700,75,Brian Moorman,7,2
41.700,50,Sav Rocca,3,0
37.400,52,Nick Harris,5,0
36.700,46,Matt Turk,3,2
22.300,63,Hunter Smith,3,0
44.700,59,Ben Graham,3,1
29.000,31,Brandon Fields,2,1
37.700,65,Dustin Colquitt,6,0
41.700,70,Chris Kluwe,6,3
43.000,54,Jon Ryan,3,3
37.800,61,Mike Scifres,5,1
42.000,47,Daniel Sepulveda,2,1
46.000,66,Andy Lee,5,2
46.000,57,Josh Bidwell,3,1
32.700,59,Donnie Jones,3,1
38.800,50,Ryan Plackemeier,5,3
38.300,44,Kyle Larson,4,2
41.000,69,Shane Lechler,3,1
46.400,53,Scott Player,5,2
43.000,65,Todd Sauerbrun,2,0
33.000,44,Adam Podlesh,2,0
36.500,55,Michael Koenen,4,1
43.500,48,Jason Baker,4,0
42.100,58,Derrick Frost,7,3
32.000,48,Jeff Feagles,5,1
35.800,44,Brad Maynard,4,0
38.500,49,Mat McBriar,4,0
39.000,54,Steve Weatherford,3,2
37.000,52,Josh Miller,3,1
40.000,53,Scott Player,3,3
24.400,48,Nick Harris,5,0
41.200,53,Brad Maynard,5,2
29.200,46,Chris Kluwe,5,3
44.300,58,Jon Ryan,4,1
43.700,51,Michael Koenen,3,0
43.500,57,Matt Turk,2,1
37.000,49,Brian Moorman,3,1
38.500,53,Ben Graham,4,2
40.300,55,Brandon Fields,4,1
44.300,49,Shane Lechler,3,1
29.600,58,Mat McBriar,5,1
44.600,66,Donnie Jones,8,4
44.100,71,Andy Lee,10,2
27.900,53,Ryan Plackemeier,8,2
37.500,64,Jason Baker,8,4
26.600,45,Josh Bidwell,5,2
30.000,35,Hunter Smith,2,2
45.000,65,Todd Sauerbrun,2,0
33.800,42,Mike Scifres,4,0
39.000,61,Dustin Colquitt,4,1
34.400,49,Mike Barr,5,2
34.100,59,Daniel Sepulveda,7,2
33.800,46,Jeff Feagles,6,2
36.500,52,Sav Rocca,8,1
38.000,49,Kyle Larson,4,1
38.000,38,Chris Hanson,1,0
46.800,60,Donnie Jones,4,0
33.300,61,Mike Barr,4,0
44.000,49,Craig Hentrich,3,1
32.700,51,Michael Koenen,6,2
36.000,43,Steve Weatherford,2,1
47.000,57,Jason Baker,4,1
30.700,45,Chris Hanson,6,1
34.400,57,Scott Player,5,1
38.500,52,Derrick Frost,4,3
33.300,58,Nick Harris,6,2
39.100,55,Dustin Colquitt,7,2
45.000,56,Adam Podlesh,4,3
47.000,47,Matt Turk,1,1
30.000,35,Brandon Fields,2,2
38.800,60,Jeff Feagles,5,1
41.300,54,Ben Graham,4,2
40.300,56,Daniel Sepulveda,6,3
40.200,57,Ryan Plackemeier,9,2
33.000,33,Hunter Smith,1,0
36.400,53,Josh Bidwell,5,0
48.700,74,Andy Lee,7,3
34.600,47,Sam Koch,7,3
41.000,53,Todd Sauerbrun,3,1
24.300,60,Mike Scifres,2,0
40.000,64,Jon Ryan,5,0
36.600,56,Brad Maynard,7,2
41.600,59,Brian Moorman,5,2
46.500,58,Mat McBriar,2,1
44.600,56,Dustin Colquitt,7,4
39.000,48,Kyle Larson,6,2
44.500,56,Matt Turk,2,1
29.500,37,Dave Zastudil,2,0
43.000,52,Brandon Fields,3,0
38.000,50,Brad Maynard,6,4
25.900,54,Chris Kluwe,9,3
26.700,43,Ben Graham,3,1
39.500,64,Sav Rocca,2,1
42.400,64,Sam Koch,5,1
44.000,48,Donnie Jones,2,1
35.000,56,Josh Bidwell,6,1
34.200,49,Craig Hentrich,5,2
39.100,55,Jon Ryan,8,2
34.900,56,Derrick Frost,8,1
38.700,52,Mike Barr,7,2
35.300,56,Jason Baker,7,3
42.400,63,Mat McBriar,5,0
41.500,49,Chris Hanson,2,1
35.500,41,Mike Scifres,4,4
35.800,62,Shane Lechler,4,0
40.500,55,Ryan Plackemeier,4,2
32.700,54,Steve Weatherford,6,2
39.700,55,Michael Koenen,7,3
37.800,48,Jeff Feagles,4,3
32.700,58,Derrick Frost,6,2
30.800,55,Mike Barr,5,0
31.400,45,Steve Weatherford,5,1
35.000,51,Michael Koenen,6,3
45.600,53,Brian Moorman,5,1
34.700,61,Sam Koch,6,2
50.500,60,Mat McBriar,4,3
43.300,59,Chris Kluwe,7,3
45.800,51,Brandon Fields,4,0
47.300,58,Chris Hanson,3,2
27.000,43,Jeff Feagles,3,1
45.400,56,Andy Lee,5,2
42.000,48,Nick Harris,2,0
13.500,47,Josh Bidwell,1,0
40.600,53,Matt Turk,5,0
36.500,47,Craig Hentrich,4,2
45.400,66,Shane Lechler,9,3
43.000,55,Dustin Colquitt,8,2
30.500,49,Kyle Larson,2,1
38.000,58,Ben Graham,2,0
28.000,43,Sav Rocca,4,1
39.000,42,Brad Maynard,2,1
41.800,62,Ryan Plackemeier,5,3
42.500,80,Donnie Jones,6,0
46.300,64,Todd Sauerbrun,3,1
38.000,46,Daniel Sepulveda,2,1
47.000,47,Adam Podlesh,1,0
37.300,44,Hunter Smith,3,2
28.000,49,Donnie Jones,2,0
45.000,54,Dave Zastudil,3,0
44.000,54,Brad Maynard,5,3
31.400,52,Nick Harris,5,2
38.500,54,Jason Baker,6,2
36.300,55,Hunter Smith,4,1
34.500,52,Brandon Fields,4,0
31.800,47,Jeff Feagles,4,2
40.500,62,Craig Hentrich,8,1
44.000,70,Shane Lechler,6,1
38.200,58,Chris Kluwe,6,1
42.300,65,Sav Rocca,4,1
34.000,48,Kyle Larson,2,0
37.000,37,Daniel Sepulveda,1,1
32.000,62,Ben Graham,6,2
29.300,43,Brian Moorman,6,3
50.200,63,Mike Scifres,5,5
34.000,54,Matt Turk,4,1
39.500,58,Josh Bidwell,6,4
37.300,76,Adam Podlesh,8,1
40.400,59,Andy Lee,7,3
34.000,45,Steve Weatherford,4,2
43.000,47,Chris Hanson,2,2
37.000,45,Derrick Frost,5,1
37.300,54,Todd Sauerbrun,4,1
35.800,61,Jon Ryan,4,1
41.700,57,Josh Bidwell,6,2
39.300,50,Mike Barr,7,1
