assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, position, rebounds, steals, three pointers attempted, three pointers made, turnovers
5,1,5,19,10,5,10,9,31.550,Kawhi Leonard,1,5,30,F,6,2,5,1,6
0,0,2,3,1,2,2,1,17.483,Patrick Patterson,1,-2,4,F,3,0,3,1,0
0,0,0,4,4,2,0,0,9.633,Ivica Zubac,1,-5,8,C,1,0,0,0,0
2,0,3,8,3,1,0,0,26.433,Landry Shamet,0,-1,8,G,3,0,4,2,0
6,1,8,7,1,4,0,0,31.367,Patrick Beverley,2,13,2,G,10,0,5,0,2
4,1,5,11,7,3,8,3,38.367,Montrezl Harrell,2,15,17,,7,1,0,0,3
7,0,4,14,8,0,4,4,36.733,Lou Williams,1,13,21,,5,1,4,1,2
0,0,5,8,4,3,0,0,19.267,Jamychal Green,1,5,12,,6,0,7,4,1
0,2,2,7,4,5,0,0,29.167,Maurice Harkless,2,7,10,,4,4,3,2,0
5,2,7,21,8,3,14,9,37.367,Anthony Davis,3,3,25,F,10,1,2,0,3
8,1,8,19,7,3,4,3,36.000,Lebron James,1,-8,18,F,9,1,5,1,5
0,2,1,3,2,0,0,0,17.333,Javale McGee,1,0,4,C,2,0,0,0,1
0,1,6,14,10,3,1,1,32.333,Danny Green,1,7,28,G,7,2,9,7,0
0,0,3,7,3,3,0,0,24.033,Avery Bradley,0,-1,8,G,3,0,5,2,2
3,0,3,3,0,5,0,0,27.383,Kentavious Caldwell Pope,0,-8,0,,3,0,2,0,1
1,1,3,3,1,4,1,1,19.033,Dwight Howard,3,-1,3,,6,0,0,0,0
1,0,0,6,2,1,1,1,16.233,Troy Daniels,0,-13,6,,0,0,5,1,1
2,0,1,7,2,0,0,0,16.933,Quinn Cook,0,-9,4,,1,0,3,0,1
0,0,0,2,2,2,0,0,13.350,Jared Dudley,0,-20,6,,0,0,2,2,0
0,2,4,12,5,3,1,0,35.800,Og Anunoby,3,12,11,F,7,0,4,1,1
5,1,12,26,11,6,11,10,38.150,Pascal Siakam,6,5,34,F,18,0,5,2,4
1,0,3,9,2,5,1,1,31.917,Marc Gasol,1,-2,6,C,4,0,4,1,0
6,0,4,15,4,4,13,11,44.983,Kyle Lowry,1,-1,22,G,5,2,11,3,4
7,0,5,18,12,0,6,5,44.350,Fred Vanvleet,0,18,34,G,5,2,7,5,2
0,0,3,10,4,2,6,5,26.000,Serge Ibaka,2,6,13,,5,1,1,0,3
2,0,7,7,2,2,0,0,28.633,Norman Powell,1,2,5,,8,0,5,1,2
2,0,3,6,2,2,0,0,15.167,Terence Davis,2,0,5,,5,2,3,1,0
6,2,2,15,6,2,2,0,41.083,Jrue Holiday,2,-14,13,F,4,0,6,1,5
5,2,5,19,8,4,4,4,35.100,Brandon Ingram,0,-19,22,F,5,1,5,2,2
2,1,6,6,3,5,0,0,20.767,Derrick Favors,1,-12,6,C,7,0,0,0,1
1,0,2,9,6,3,0,0,27.050,JJ Redick,0,-14,16,G,2,0,6,4,3
5,0,5,7,2,2,2,2,24.833,Lonzo Ball,0,-7,8,G,5,0,3,2,1
1,1,6,9,4,4,4,4,28.167,Josh Hart,4,-1,15,,10,0,5,3,1
0,1,0,3,3,3,3,2,12.483,Jahlil Okafor,2,-7,8,,2,0,0,0,1
2,0,2,7,2,0,0,0,12.100,Etwaun Moore,1,-1,5,,3,0,3,1,0
2,0,3,10,1,2,0,0,11.917,Nickeil Alexander Walker,1,6,3,,4,2,7,1,1
3,2,3,4,0,5,3,3,18.033,Kenrich Williams,3,11,3,,6,1,2,0,1
1,0,0,6,3,3,2,2,13.850,Frank Jackson,0,7,9,,0,0,3,1,1
2,0,3,7,5,1,0,0,19.617,Nicolo Melli,2,11,14,,5,0,5,4,2
7,1,5,21,10,2,9,6,36.967,Justise Winslow,2,22,27,F,7,1,2,1,3
3,0,7,7,3,3,10,8,24.050,Bam Adebayo,4,10,14,F,11,1,0,0,5
0,0,3,2,0,4,0,0,18.683,Meyers Leonard,0,-6,0,C,3,1,2,0,0
1,0,8,14,6,2,1,1,33.900,Tyler Herro,0,10,14,G,8,2,2,1,1
3,0,2,18,10,5,3,3,26.517,Kendrick Nunn,0,27,24,G,2,2,2,1,1
3,2,3,9,4,1,10,9,25.117,Goran Dragic,0,0,19,,3,1,4,2,4
0,0,0,3,2,5,0,0,15.900,Derrick Jones Jr,1,4,4,,1,0,0,0,1
0,2,7,3,1,4,4,4,22.217,Kelly Olynyk,1,21,7,,8,1,1,1,2
1,0,1,5,1,2,0,0,22.933,Duncan Robinson,0,-3,3,,1,0,5,1,1
0,3,3,3,3,5,2,2,11.383,Chris Silva,3,18,8,,6,0,0,0,2
0,0,1,0,0,0,0,0,1.167,Kz Okpala,0,-4,0,,1,0,0,0,1
0,0,0,0,0,0,0,0,1.167,Daryl Macon,0,-4,0,,0,0,0,0,0
2,0,3,11,3,1,6,5,30.283,Jae Crowder,2,-9,13,F,5,1,9,2,1
0,2,2,12,5,5,9,7,29.933,Jaren Jackson Jr,1,-11,17,F,3,1,6,0,3
1,1,1,7,3,5,2,1,16.150,Jonas Valanciunas,0,-19,7,C,1,1,2,0,3
1,1,5,7,3,5,0,0,18.167,Dillon Brooks,0,-16,7,G,5,1,2,1,2
4,1,4,12,6,4,4,2,25.150,Ja Morant,0,-29,14,G,4,1,1,0,6
1,1,5,6,3,1,1,1,23.050,Brandon Clarke,2,6,8,,7,0,1,1,0
7,0,1,12,6,4,5,3,24.050,Tyus Jones,0,6,15,,1,2,1,0,2
2,0,2,8,4,1,1,1,24.100,Marko Guduric,0,6,9,,2,0,3,0,3
2,0,1,6,2,3,0,0,20.800,Grayson Allen,0,-17,5,,1,0,5,1,2
0,0,5,4,2,2,0,0,20.833,Kyle Anderson,3,-7,4,,8,1,1,0,1
0,1,2,4,1,0,0,0,4.733,Bruno Caboclo,1,-3,2,,3,0,1,0,1
2,0,0,0,0,0,2,0,2.750,Deanthony Melton,0,-2,0,,0,1,0,0,0
3,3,5,7,4,0,0,0,31.700,Miles Bridges,0,2,8,F,5,0,2,0,3
1,1,3,17,9,2,2,2,37.617,PJ Washington,1,8,27,F,4,1,11,7,4
1,0,8,11,6,4,4,3,35.100,Cody Zeller,4,3,15,C,12,0,2,0,1
3,0,4,21,8,2,6,4,33.100,Dwayne Bacon,1,-3,22,G,5,2,8,2,2
6,0,3,10,2,1,1,1,30.400,Terry Rozier,1,-18,7,G,4,0,6,2,4
8,0,3,9,7,3,3,3,27.317,Devonte Graham,1,14,23,,4,0,7,6,1
1,0,2,9,6,1,0,0,16.883,Marvin Williams,0,1,17,,2,0,7,5,0
2,0,3,0,0,2,0,0,11.200,Nicolas Batum,1,1,0,,4,0,0,0,2
3,0,1,4,3,3,0,0,16.683,Malik Monk,0,-3,7,,1,0,1,1,2
1,1,2,10,3,2,2,2,27.717,Otto Porter Jr,0,14,9,F,2,2,5,1,0
2,0,12,25,13,1,10,8,34.367,Lauri Markkanen,5,-8,35,F,17,1,7,1,1
0,1,4,11,5,4,2,2,29.417,Wendell Carter Jr,5,2,12,C,9,0,0,0,1
7,1,3,17,7,3,1,1,30.000,Zach Lavine,3,-8,16,G,6,2,4,1,5
3,1,0,5,1,2,0,0,24.367,Tomas Satoransky,0,4,2,G,0,0,0,0,0
0,0,2,3,0,1,0,0,6.817,Luke Kornet,2,-8,0,,4,0,1,0,1
7,0,3,13,6,2,5,4,27.150,Coby White,0,6,17,,3,0,4,1,1
2,0,2,11,7,1,0,0,25.400,Thaddeus Young,1,12,17,,3,1,5,3,1
2,0,1,7,5,3,2,1,23.833,Kris Dunn,1,-8,11,,2,4,2,0,0
1,0,0,3,2,1,0,0,10.933,Ryan Arcidiacono,3,-11,6,,3,1,2,2,0
0,0,3,14,6,2,3,3,23.900,Bojan Bogdanovic,0,2,16,F,3,1,5,1,0
0,0,5,6,6,4,0,0,30.117,Royce ONeale,0,-2,14,F,5,1,2,2,1
0,1,11,6,3,5,3,1,37.917,Rudy Gobert,3,13,7,C,14,0,0,0,4
3,0,7,22,14,4,4,3,36.400,Donovan Mitchell,5,9,32,G,12,1,3,1,1
5,0,0,16,1,5,4,3,26.717,Mike Conley,0,1,5,G,0,1,6,0,2
1,0,4,8,3,2,0,0,32.650,Joe Ingles,0,8,7,,4,0,4,1,1
5,1,2,11,6,2,0,0,22.983,Emmanuel Mudiay,0,4,12,,2,0,1,0,0
1,1,2,4,1,2,4,2,16.567,Jeff Green,0,-4,5,,2,0,3,1,1
0,2,3,3,0,5,2,2,10.083,Ed Davis,3,-8,2,,6,0,0,0,1
0,0,1,0,0,0,0,0,2.667,Georges Niang,0,2,0,,1,0,0,0,0
1,0,1,0,0,2,2,2,23.850,Terrance Ferguson,1,-9,2,F,2,0,0,0,1
2,0,7,13,7,2,5,5,28.350,Danilo Gallinari,0,7,21,F,7,1,5,2,1
2,0,8,8,1,4,6,1,27.700,Steven Adams,3,-1,3,C,11,1,0,0,2
1,0,2,23,10,2,6,3,36.767,Shai Gilgeous Alexander,0,-12,26,G,2,1,7,3,1
3,0,7,15,7,4,4,4,30.117,Chris Paul,1,4,22,G,8,1,7,4,1
4,0,5,8,1,2,0,0,30.667,Dennis Schroder,1,-3,3,,6,0,3,1,2
0,1,3,3,0,2,0,0,19.250,Darius Bazley,0,-6,0,,3,0,1,0,1
0,1,2,1,1,0,0,0,4.700,Nerlens Noel,0,-5,2,,2,0,0,0,0
0,0,2,8,5,3,4,2,23.000,Hamidou Diallo,1,-1,12,,3,1,1,0,3
2,2,4,4,0,2,4,4,15.600,Mike Muscala,0,1,4,,4,0,3,0,1
2,2,7,3,1,4,2,1,23.983,Jonathan Isaac,1,0,3,F,8,1,1,0,2
3,1,2,8,2,4,6,4,28.883,Aaron Gordon,0,1,9,F,2,2,2,1,1
3,0,8,16,8,0,5,4,34.217,Nikola Vucevic,1,2,21,C,9,1,5,1,1
4,1,2,13,7,3,2,0,28.100,Evan Fournier,1,-10,16,G,3,1,4,2,3
5,0,3,9,4,0,0,0,24.567,DJ Augustin,0,6,9,G,3,0,2,1,0
6,0,0,12,6,1,0,0,23.433,Markelle Fultz,0,3,12,,0,2,3,0,3
0,0,5,5,1,2,4,2,29.100,Al Farouq Aminu,2,14,5,,7,1,2,1,1
