field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
2,2,4,4,35,Steven Hauschka
1,1,1,1,23,Mason Crosby
2,2,2,2,41,Robbie Gould
3,3,2,2,50,Dan Carpenter
1,1,4,4,21,Brandon McManus
1,1,3,3,25,Adam Vinatieri
0,0,2,2,0,Patrick Murray
2,3,2,2,33,Graham Gano
1,2,1,1,35,Cairo Santos
4,4,2,2,47,Ryan Succop
1,1,2,2,29,Dan Bailey
0,1,4,4,0,Phil Dawson
4,4,3,3,38,Caleb Sturgis
2,2,2,2,47,Stephen Gostkowski
2,2,4,4,51,Cody Parkey
1,3,2,2,49,Josh Scobee
3,3,4,4,52,Matt Bryant
2,2,4,4,50,Shayne Graham
2,2,1,1,45,Nick Folk
0,0,2,2,0,Sebastian Janikowski
2,3,0,0,56,Greg Zuerlein
2,2,4,4,52,Blair Walsh
1,2,1,1,38,Justin Tucker
5,6,0,0,49,Mike Nugent
3,3,3,3,41,Shaun Suisham
2,2,3,3,39,Billy Cundiff
1,1,2,2,42,Randy Bullock
0,0,0,1,0,Kai Forbath
2,2,0,0,44,Chandler Catanzaro
1,1,2,2,36,Nick Novak
2,3,3,3,28,Nate Freese
0,0,2,2,0,Josh Brown
4,4,2,2,30,Justin Tucker
2,2,0,0,43,Shaun Suisham
1,4,3,3,31,Mike Nugent
1,1,1,1,46,Matt Bryant
5,6,2,2,38,Dan Carpenter
1,1,1,1,34,Caleb Sturgis
1,1,3,3,20,Brandon McManus
1,2,2,2,45,Cairo Santos
2,2,2,2,32,Billy Cundiff
1,1,3,3,27,Shayne Graham
1,2,2,2,36,Patrick Murray
4,4,1,1,46,Greg Zuerlein
3,3,3,3,50,Nick Novak
0,0,3,3,0,Steven Hauschka
2,2,2,2,27,Phil Dawson
0,0,4,4,0,Robbie Gould
0,0,2,2,0,Josh Brown
4,4,1,1,49,Chandler Catanzaro
3,3,2,2,55,Mason Crosby
1,1,3,3,52,Nick Folk
3,3,1,1,53,Graham Gano
0,2,1,1,0,Nate Freese
0,0,2,2,0,Sebastian Janikowski
3,4,3,3,46,Randy Bullock
2,2,5,5,42,Kai Forbath
1,1,1,1,36,Josh Scobee
1,1,1,1,47,Ryan Succop
4,4,2,2,51,Dan Bailey
0,1,1,1,0,Blair Walsh
3,3,3,3,48,Stephen Gostkowski
2,2,3,3,46,Adam Vinatieri
3,4,3,3,36,Cody Parkey
0,1,8,8,0,Matt Bryant
0,0,2,2,0,Patrick Murray
1,1,4,4,29,Mike Nugent
0,2,1,1,0,Ryan Succop
1,1,1,1,45,Dan Carpenter
2,2,2,2,37,Nick Novak
0,2,3,3,0,Billy Cundiff
3,3,2,2,38,Justin Tucker
3,3,2,2,51,Chandler Catanzaro
0,1,2,2,0,Phil Dawson
2,3,1,1,51,Caleb Sturgis
0,0,4,4,0,Cairo Santos
3,3,4,4,51,Cody Parkey
2,3,4,4,49,Kai Forbath
3,3,3,3,39,Josh Brown
1,1,2,2,27,Randy Bullock
1,1,2,2,41,Josh Scobee
3,3,5,5,48,Adam Vinatieri
1,2,2,2,30,Nate Freese
0,0,1,1,0,Mason Crosby
2,2,1,1,40,Graham Gano
3,3,4,4,45,Shaun Suisham
3,3,1,1,36,Stephen Gostkowski
3,3,0,0,49,Sebastian Janikowski
1,1,4,4,28,Greg Zuerlein
2,2,4,4,40,Dan Bailey
0,0,2,3,0,Shayne Graham
3,3,0,0,40,Blair Walsh
2,3,2,2,28,Steven Hauschka
1,1,1,1,24,Brandon McManus
4,4,1,1,43,Nick Folk
2,2,3,3,45,Robbie Gould
0,0,2,2,0,Kai Forbath
1,1,6,6,29,Josh Brown
1,1,2,2,23,Robbie Gould
1,2,5,5,53,Mason Crosby
4,4,3,3,37,Nick Novak
0,0,2,2,0,Josh Scobee
2,2,5,5,31,Adam Vinatieri
1,1,2,2,36,Ryan Succop
1,1,5,5,51,Dan Bailey
1,2,2,2,30,Shayne Graham
4,4,2,2,51,Phil Dawson
0,0,3,3,0,Cody Parkey
1,1,2,2,27,Nick Folk
1,2,3,3,51,Alex Henery
0,0,2,2,0,Sebastian Janikowski
1,1,5,5,41,Caleb Sturgis
1,2,5,5,30,Justin Tucker
1,1,1,1,37,Graham Gano
1,2,3,3,25,Shaun Suisham
2,2,3,3,50,Patrick Murray
3,3,2,2,55,Randy Bullock
1,1,2,2,31,Dan Carpenter
4,5,3,3,55,Blair Walsh
0,0,4,4,0,Matt Bryant
2,2,5,5,31,Cairo Santos
0,0,2,2,0,Stephen Gostkowski
0,0,6,6,0,Mason Crosby
1,1,1,1,26,Blair Walsh
2,3,5,5,44,Brandon McManus
2,2,2,2,48,Chandler Catanzaro
1,1,4,4,34,Nick Novak
2,2,2,2,38,Adam Vinatieri
2,2,1,1,52,Justin Tucker
2,3,2,2,49,Dan Bailey
1,1,2,2,29,Randy Bullock
2,2,4,4,27,Cody Parkey
0,0,4,4,0,Greg Zuerlein
5,5,1,1,55,Phil Dawson
1,1,2,2,42,Cairo Santos
3,3,3,3,50,Josh Brown
2,2,2,2,20,Matt Bryant
3,3,0,0,43,Josh Scobee
1,1,2,2,24,Shaun Suisham
0,3,2,2,0,Alex Henery
3,4,0,0,58,Dan Carpenter
1,1,4,4,44,Graham Gano
1,2,3,3,45,Robbie Gould
5,5,4,4,48,Stephen Gostkowski
1,2,2,2,23,Mike Nugent
3,3,2,2,44,Shayne Graham
1,1,4,4,55,Patrick Murray
0,0,4,4,0,Ryan Succop
2,2,3,3,42,Billy Cundiff
1,1,2,2,27,Kai Forbath
2,2,3,3,43,Steven Hauschka
0,1,4,4,0,Randy Bullock
2,2,3,3,34,Adam Vinatieri
3,4,4,4,44,Mike Nugent
3,4,4,4,44,Graham Gano
0,0,2,2,0,Dan Carpenter
3,4,4,4,53,Stephen Gostkowski
1,1,4,4,40,Billy Cundiff
1,1,1,1,20,Shaun Suisham
1,2,2,2,47,Patrick Murray
2,3,6,6,49,Justin Tucker
3,3,3,3,49,Chandler Catanzaro
2,2,2,2,43,Kai Forbath
1,1,3,3,48,Caleb Sturgis
2,2,3,3,43,Mason Crosby
2,2,3,3,45,Cody Parkey
2,2,1,1,54,Matt Bryant
2,2,1,2,28,Robbie Gould
1,1,2,2,30,Nick Folk
1,1,4,4,37,Brandon McManus
0,1,4,4,0,Sebastian Janikowski
1,1,4,4,30,Nick Novak
3,3,2,2,48,Steven Hauschka
3,3,3,3,56,Dan Bailey
3,3,1,1,42,Ryan Succop
0,1,2,2,0,Josh Scobee
1,1,0,0,40,Blair Walsh
1,3,2,2,52,Matt Prater
1,1,2,2,38,Greg Zuerlein
1,1,4,4,54,Phil Dawson
2,2,3,3,39,Stephen Gostkowski
4,5,1,1,47,Nick Folk
0,0,2,2,0,Robbie Gould
2,4,3,3,33,Caleb Sturgis
1,1,2,2,31,Dan Carpenter
3,3,1,1,55,Blair Walsh
0,0,6,6,0,Brandon McManus
1,2,2,2,22,Phil Dawson
2,2,2,2,48,Nick Novak
3,3,2,2,48,Cairo Santos
2,2,3,3,50,Adam Vinatieri
1,1,4,4,49,Dan Bailey
0,0,3,3,0,Josh Brown
1,1,3,3,30,Josh Scobee
2,2,0,0,40,Billy Cundiff
1,1,3,3,21,Matt Prater
3,3,2,2,48,Shayne Graham
1,1,5,5,34,Mason Crosby
1,1,2,2,33,Graham Gano
2,2,1,1,53,Sebastian Janikowski
1,1,3,3,41,Chandler Catanzaro
0,1,4,4,0,Greg Zuerlein
2,2,2,2,35,Steven Hauschka
2,2,3,3,38,Justin Tucker
0,1,1,1,0,Matt Bryant
4,4,1,1,31,Kai Forbath
1,1,2,2,36,Ryan Succop
3,3,3,3,44,Shaun Suisham
3,3,2,2,39,Randy Bullock
0,1,5,5,0,Brandon McManus
