field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
0,0,3,3,0,Nick Novak
2,2,3,3,33,Mike Nugent
3,3,1,1,53,Justin Tucker
3,3,2,2,52,Billy Cundiff
2,2,1,1,46,Sebastian Janikowski
2,2,1,1,54,Patrick Murray
2,3,1,1,46,Blair Walsh
1,1,3,3,28,Chandler Catanzaro
2,2,2,2,54,Cody Parkey
2,2,4,4,53,Cairo Santos
0,1,1,1,0,Greg Zuerlein
0,0,3,3,0,Matt Bryant
3,3,1,1,48,Matt Prater
2,3,1,1,40,Josh Scobee
2,2,3,3,43,Caleb Sturgis
1,1,2,2,55,Nick Folk
3,3,4,5,53,Dan Carpenter
3,3,0,0,46,Graham Gano
2,2,1,1,58,Steven Hauschka
3,3,6,6,39,Stephen Gostkowski
0,0,1,1,0,Robbie Gould
3,3,5,5,37,Shayne Graham
3,3,2,2,49,Mason Crosby
0,0,7,7,0,Shaun Suisham
2,2,4,4,31,Adam Vinatieri
1,1,1,1,35,Ryan Succop
3,3,3,3,49,Randy Bullock
1,1,2,2,21,Dan Bailey
2,2,2,2,44,Kai Forbath
1,1,1,1,31,Graham Gano
0,0,4,4,0,Shayne Graham
1,1,4,4,31,Mike Nugent
1,1,2,2,25,Josh Scobee
3,3,1,1,49,Billy Cundiff
1,3,2,2,40,Patrick Murray
1,1,3,3,19,Cairo Santos
1,1,1,1,39,Nick Folk
1,2,2,2,52,Dan Bailey
0,0,4,4,0,Chandler Catanzaro
3,4,4,4,26,Caleb Sturgis
1,2,1,1,34,Phil Dawson
2,2,1,1,39,Greg Zuerlein
3,3,4,4,49,Stephen Gostkowski
0,1,3,3,0,Brandon McManus
3,4,3,3,40,Steven Hauschka
1,2,3,3,48,Sebastian Janikowski
0,0,5,5,0,Shaun Suisham
1,1,2,2,46,Justin Tucker
0,1,3,3,0,Randy Bullock
1,1,4,4,45,Cody Parkey
0,0,3,3,0,Blair Walsh
2,2,2,2,36,Kai Forbath
1,1,3,3,38,Josh Brown
4,4,4,4,48,Adam Vinatieri
1,1,0,0,43,Mike Nugent
1,2,3,3,32,Billy Cundiff
2,2,1,1,26,Dan Carpenter
1,1,2,2,36,Cairo Santos
1,1,2,2,51,Patrick Murray
4,4,1,1,44,Matt Bryant
1,2,4,4,43,Chandler Catanzaro
0,0,2,2,0,Greg Zuerlein
0,0,1,1,0,Josh Scobee
1,2,4,4,54,Dan Bailey
2,3,2,2,30,Nick Folk
2,3,1,1,53,Shaun Suisham
2,3,2,2,50,Matt Prater
3,3,1,1,50,Caleb Sturgis
2,2,7,7,52,Mason Crosby
0,0,2,2,0,Robbie Gould
1,1,2,2,41,Sebastian Janikowski
2,2,5,5,28,Brandon McManus
0,0,3,3,0,Justin Tucker
0,0,1,1,0,Ryan Succop
1,1,3,3,40,Shayne Graham
2,2,3,3,45,Phil Dawson
1,1,5,5,28,Steven Hauschka
1,1,2,2,41,Josh Brown
1,1,6,6,39,Cody Parkey
0,0,3,3,0,Graham Gano
2,2,2,2,38,Caleb Sturgis
3,4,0,0,46,Dan Carpenter
0,1,3,3,0,Robbie Gould
2,3,1,1,50,Blair Walsh
0,1,1,1,0,Billy Cundiff
3,4,2,2,50,Randy Bullock
0,0,2,2,0,Chandler Catanzaro
2,2,0,0,50,Matt Prater
2,3,1,1,52,Nick Novak
2,2,0,0,42,Sebastian Janikowski
1,1,3,3,23,Cairo Santos
2,2,2,2,27,Steven Hauschka
2,2,2,2,53,Adam Vinatieri
0,0,6,6,0,Stephen Gostkowski
1,1,1,1,43,Josh Brown
3,3,1,1,44,Phil Dawson
2,3,5,6,33,Mason Crosby
2,2,2,2,33,Cody Parkey
1,3,2,2,23,Graham Gano
4,4,1,1,44,Matt Bryant
5,5,1,1,55,Greg Zuerlein
0,0,1,1,0,Brandon McManus
0,2,1,1,0,Kai Forbath
2,2,3,3,38,Patrick Murray
1,1,1,1,31,Shayne Graham
2,2,3,3,42,Mike Nugent
1,1,3,3,20,Ryan Succop
2,2,3,3,49,Shaun Suisham
1,1,3,3,40,Sebastian Janikowski
2,2,2,2,25,Cairo Santos
0,1,3,3,0,Robbie Gould
2,2,1,1,39,Patrick Murray
1,2,4,4,38,Brandon McManus
0,0,4,4,0,Caleb Sturgis
2,2,3,3,48,Nick Novak
1,2,3,3,22,Greg Zuerlein
3,3,2,2,46,Adam Vinatieri
1,1,0,0,28,Josh Scobee
5,6,4,4,50,Cody Parkey
1,1,3,3,20,Ryan Succop
1,1,3,3,53,Matt Bryant
4,5,2,2,37,Billy Cundiff
1,1,2,2,41,Phil Dawson
2,2,1,1,46,Kai Forbath
0,0,4,4,0,Josh Brown
1,1,4,4,38,Dan Bailey
2,2,4,4,43,Stephen Gostkowski
3,4,0,0,49,Matt Prater
4,5,1,1,52,Steven Hauschka
1,2,0,0,23,Chandler Catanzaro
2,2,1,1,36,Randy Bullock
2,2,2,2,49,Mike Nugent
2,2,1,1,51,Blair Walsh
1,1,3,3,48,Mason Crosby
1,1,5,5,53,Dan Carpenter
1,1,0,0,27,Nick Folk
2,2,3,3,34,Shayne Graham
2,2,4,4,55,Justin Tucker
1,1,1,1,28,Dan Bailey
4,4,3,3,31,Cody Parkey
1,1,0,0,40,Phil Dawson
4,4,1,1,46,Steven Hauschka
2,2,4,4,46,Matt Prater
1,1,2,2,35,Robbie Gould
4,5,2,2,49,Dan Carpenter
1,2,1,1,22,Billy Cundiff
2,2,1,1,42,Patrick Murray
0,0,2,2,0,Mike Nugent
1,1,1,1,39,Cairo Santos
5,5,2,2,37,Connor Barth
0,0,7,7,0,Adam Vinatieri
2,2,3,3,29,Kai Forbath
5,5,2,2,45,Matt Bryant
1,1,1,1,44,Chandler Catanzaro
2,2,1,1,43,Josh Scobee
1,2,3,3,33,Josh Brown
4,5,2,2,35,Mason Crosby
0,1,3,3,0,Stephen Gostkowski
1,1,7,7,38,Greg Zuerlein
4,4,3,3,33,Justin Tucker
2,2,4,4,52,Nick Novak
3,4,1,1,49,Shaun Suisham
0,0,5,5,0,Shayne Graham
1,2,6,6,37,Randy Bullock
0,0,3,3,0,Ryan Succop
1,1,4,4,39,Blair Walsh
2,2,1,1,35,Graham Gano
2,4,1,1,45,Nick Folk
3,4,1,1,44,Caleb Sturgis
0,0,2,3,0,Jay Feely
2,2,5,5,35,Dan Bailey
0,0,3,3,0,Mike Nugent
2,2,4,4,44,Shaun Suisham
1,1,3,3,50,Connor Barth
1,1,2,2,44,Dan Carpenter
1,2,3,3,39,Billy Cundiff
2,2,1,1,51,Adam Vinatieri
3,5,0,0,44,Chandler Catanzaro
0,0,2,2,0,Cairo Santos
0,0,2,2,0,Nick Novak
3,3,2,2,38,Stephen Gostkowski
2,2,1,1,46,Caleb Sturgis
0,0,4,4,0,Justin Tucker
0,0,2,2,0,Cody Parkey
1,1,3,3,44,Steven Hauschka
2,2,1,1,37,Josh Scobee
2,2,3,3,44,Randy Bullock
2,2,4,4,46,Matt Prater
1,1,2,2,54,Patrick Murray
1,1,3,3,57,Sebastian Janikowski
2,3,1,1,52,Phil Dawson
1,3,1,2,34,Greg Zuerlein
1,2,1,1,37,Shayne Graham
2,2,5,5,41,Graham Gano
0,1,1,1,0,Ryan Succop
5,5,3,3,52,Josh Brown
1,3,3,3,20,Blair Walsh
5,5,1,1,44,Nick Folk
3,3,4,5,53,Mason Crosby
1,2,4,4,50,Matt Bryant
2,2,0,0,24,Greg Zuerlein
4,4,0,0,51,Chandler Catanzaro
4,4,1,1,51,Dan Carpenter
2,3,1,1,45,Mason Crosby
3,3,3,3,44,Mike Nugent
1,3,1,1,30,Nick Novak
5,5,1,1,49,Connor Barth
1,3,4,4,41,Cairo Santos
2,2,1,1,53,Sebastian Janikowski
1,1,2,2,29,Adam Vinatieri
1,1,1,1,53,Randy Bullock
2,2,3,3,47,Cody Parkey
1,1,5,5,49,Dan Bailey
2,2,2,2,28,Matt Bryant
2,2,3,3,38,Shaun Suisham
1,1,3,3,32,Josh Brown
2,2,1,1,38,Kai Forbath
3,3,1,1,33,Matt Prater
0,3,2,2,0,Blair Walsh
4,5,1,1,49,Graham Gano
1,1,2,2,48,Patrick Murray
2,2,5,5,36,Stephen Gostkowski
2,3,1,1,53,Caleb Sturgis
2,4,2,2,33,Justin Tucker
4,5,0,0,53,Josh Scobee
1,1,2,2,38,Steven Hauschka
0,0,1,1,0,Phil Dawson
3,3,0,0,51,Ryan Succop
1,2,1,1,51,Nick Folk
0,0,1,1,0,Jay Feely
1,2,4,4,25,Shayne Graham
0,0,3,3,0,Josh Scobee
2,2,1,1,50,Ryan Succop
0,1,5,5,0,Phil Dawson
1,1,5,5,40,Nick Novak
2,2,3,3,26,Kai Forbath
1,3,3,3,22,Cody Parkey
0,0,2,2,0,Jay Feely
2,3,2,2,39,Matt Prater
1,1,0,0,43,Patrick Murray
2,3,2,2,42,Mason Crosby
2,2,0,0,32,Chandler Catanzaro
0,3,5,5,0,Steven Hauschka
0,1,6,6,0,Dan Bailey
0,0,1,1,0,Adam Vinatieri
0,1,5,5,0,Caleb Sturgis
2,2,3,3,33,Blair Walsh
3,4,1,1,37,Nick Folk
1,1,2,2,24,Stephen Gostkowski
1,2,2,2,23,Graham Gano
2,2,1,1,43,Garrett Hartley
4,5,2,2,49,Sebastian Janikowski
1,1,3,3,54,Dan Carpenter
2,2,3,3,51,Greg Zuerlein
3,4,4,4,52,Josh Brown
0,0,2,2,0,Shayne Graham
3,3,3,3,50,Matt Bryant
2,2,2,2,23,Shaun Suisham
4,4,0,0,43,Cairo Santos
6,6,1,1,39,Randy Bullock
0,0,1,1,0,Justin Tucker
3,3,4,4,49,Mike Nugent
0,1,4,4,0,Connor Barth
4,4,5,5,49,Connor Barth
0,0,2,2,0,Sebastian Janikowski
2,2,2,2,39,Patrick Murray
0,0,3,3,0,Shayne Graham
4,5,1,1,43,Cairo Santos
0,1,1,1,0,Nick Novak
1,2,3,3,37,Caleb Sturgis
3,4,4,4,39,Nick Folk
1,1,0,0,21,Matt Bryant
2,2,4,4,48,Graham Gano
2,2,2,2,53,Phil Dawson
1,1,2,2,36,Chandler Catanzaro
4,4,2,2,53,Josh Brown
2,2,4,4,39,Cody Parkey
0,1,4,4,0,Mason Crosby
0,0,2,2,0,Matt Prater
3,3,0,0,44,Stephen Gostkowski
1,1,2,2,48,Dan Carpenter
2,2,2,2,28,Justin Tucker
1,1,1,1,38,Garrett Hartley
1,1,2,2,25,Kai Forbath
3,3,5,5,36,Dan Bailey
2,2,2,2,45,Steven Hauschka
2,2,0,0,52,Greg Zuerlein
2,2,3,3,29,Shaun Suisham
1,2,2,2,39,Mike Nugent
0,0,3,3,0,Randy Bullock
1,2,2,2,53,Josh Scobee
1,1,1,1,31,Ryan Succop
2,3,3,3,26,Adam Vinatieri
2,2,1,1,44,Blair Walsh
3,4,0,0,48,Jay Feely
2,3,3,3,47,Graham Gano
0,0,2,2,0,Chandler Catanzaro
3,3,0,0,47,Shaun Suisham
3,3,3,3,52,Justin Tucker
4,4,2,2,53,Adam Vinatieri
1,1,1,1,57,Mike Nugent
1,2,3,3,51,Dan Bailey
2,2,2,2,39,Matt Prater
0,0,5,5,0,Stephen Gostkowski
1,1,4,4,25,Justin Tucker
1,1,4,4,37,Steven Hauschka
1,1,2,2,35,Graham Gano
2,2,2,2,40,Mason Crosby
0,1,3,3,0,Dan Bailey
2,2,1,1,45,Connor Barth
1,2,3,3,30,Adam Vinatieri
0,0,2,2,0,Steven Hauschka
5,5,1,1,48,Mason Crosby
1,1,6,6,21,Stephen Gostkowski
0,1,1,1,0,Adam Vinatieri
1,1,3,3,27,Steven Hauschka
0,0,4,4,0,Stephen Gostkowski
