average punt yards, longest punt, name, punts, punts inside the twenty
40.200,49,Matt Bosher,6,3
50.600,67,Britton Colquitt,5,3
33.000,44,Brad Nortman,3,1
38.000,41,Steve Weatherford,2,2
36.300,55,Adam Podlesh,4,2
36.700,56,Johnny Hekker,6,1
35.400,52,Reggie Hodges,8,3
34.800,66,Brian Moorman,6,1
40.800,54,Chris Jones,4,1
31.000,56,Michael Koenen,8,3
42.500,62,Brandon Fields,4,0
42.500,61,Robert Malone,6,4
34.300,53,Chris Kluwe,4,1
48.700,53,Andy Lee,3,1
45.800,70,Thomas Morstead,6,1
41.200,55,Dustin Colquitt,5,4
38.000,58,Sav Rocca,7,2
41.500,56,Kevin Huber,4,3
41.000,41,Brett Kern,1,0
36.000,46,Jason Hanson,3,1
-25.000,38,Ben Graham,1,0
42.000,63,Pat McAfee,6,2
45.300,66,Bryan Anger,6,1
41.200,58,Dave Zastudil,6,2
39.600,62,Chas Henry,5,1
38.000,64,Mike Scifres,4,0
42.400,53,Matt Bosher,5,2
42.500,56,Britton Colquitt,8,3
44.400,66,Dwight Jones,5,1
44.300,60,Shane Lechler,3,1
34.300,44,Drew Butler,3,1
35.000,52,Sam Koch,3,2
38.300,56,Zoltan Mesko,4,2
49.500,73,Jon Ryan,6,3
43.700,55,Tim Masthay,6,3
32.600,55,Sam Koch,7,3
41.400,52,Reggie Hodges,7,2
42.400,59,Matt Bosher,5,2
42.300,49,Brad Nortman,6,2
39.000,54,Shawn Powell,5,2
39.700,49,Zoltan Mesko,3,3
24.200,51,Nick Harris,5,4
37.300,52,Chris Kluwe,6,2
51.300,60,Dustin Colquitt,4,3
42.000,66,Mike Scifres,5,0
38.800,48,Johnny Hekker,4,1
39.500,62,Jon Ryan,4,0
32.900,54,Robert Malone,7,2
41.000,61,Andy Lee,4,2
41.700,61,Dwight Jones,6,4
41.700,60,Brett Kern,7,2
47.300,68,Dave Zastudil,9,3
40.600,48,Brandon Fields,5,1
40.300,61,Bryan Anger,6,0
47.700,58,Kevin Huber,3,2
43.400,68,Shane Lechler,7,1
39.000,47,Tim Masthay,2,1
36.000,48,Thomas Morstead,3,1
43.300,64,Michael Koenen,6,3
40.700,61,Sav Rocca,6,1
38.300,56,Mat McBriar,4,2
35.800,60,Steve Weatherford,5,2
34.300,41,Brian Moorman,3,2
40.000,52,Adam Podlesh,3,2
46.000,68,Johnny Hekker,7,3
40.600,51,Dave Zastudil,7,3
38.000,55,Kevin Huber,6,2
36.600,59,Brandon Fields,5,0
40.800,47,Pat McAfee,5,2
43.300,58,Tim Masthay,7,4
45.200,58,Dustin Colquitt,5,3
39.800,56,Sam Koch,5,2
37.700,52,Chris Kluwe,3,1
42.800,53,Brett Kern,6,3
42.000,56,Sav Rocca,6,3
38.500,63,Matt Bosher,6,1
34.000,57,Steve Weatherford,2,0
45.300,55,Reggie Hodges,3,1
43.000,57,Drew Butler,4,1
37.300,56,Mat McBriar,4,1
39.900,63,Brad Nortman,7,2
36.300,54,Jon Ryan,3,2
47.200,65,Bryan Anger,6,2
34.000,43,Adam Podlesh,3,1
43.000,50,Zoltan Mesko,3,1
37.300,51,Britton Colquitt,3,2
42.000,58,Andy Lee,2,1
41.200,59,Shawn Powell,6,2
47.800,61,Thomas Morstead,4,2
45.000,61,Mike Scifres,4,3
40.300,61,Robert Malone,6,2
40.200,48,Dwight Jones,6,4
44.800,61,Brett Kern,5,2
28.500,46,Drew Butler,3,2
52.800,57,Matt Bosher,4,2
36.200,57,Shane Lechler,5,1
37.000,57,Reggie Hodges,8,1
36.300,65,Kevin Huber,7,2
50.300,63,Brandon Fields,6,2
38.300,56,Johnny Hekker,3,2
48.000,57,Robert Malone,5,1
37.000,55,Pat McAfee,3,2
38.200,64,Mat McBriar,5,0
41.000,56,Nick Harris,7,1
41.700,52,Sam Koch,3,0
32.000,32,Chris Jones,1,1
31.700,54,Michael Koenen,2,1
42.500,62,Dustin Colquitt,6,3
43.000,66,Jon Ryan,4,0
34.700,48,Zoltan Mesko,3,2
41.800,61,Dave Zastudil,5,1
37.000,62,Shawn Powell,8,2
49.300,58,Andy Lee,4,1
39.300,59,Steve Weatherford,4,2
39.000,43,Sav Rocca,3,1
50.000,56,Chris Kluwe,2,2
45.800,55,Dwight Jones,4,0
30.400,55,Tim Masthay,4,3
42.000,51,Mike Scifres,4,3
41.800,56,Britton Colquitt,5,2
44.600,66,Andy Lee,5,4
31.000,64,Jon Ryan,4,1
22.000,22,Shawn Powell,1,0
34.700,57,Brett Kern,3,2
38.000,59,Pat McAfee,5,1
39.800,53,Reggie Hodges,5,2
35.700,44,Steve Weatherford,3,1
33.000,33,Sav Rocca,1,0
37.000,54,Michael Koenen,3,0
47.500,57,Thomas Morstead,4,2
38.500,55,Brad Nortman,6,2
48.300,59,Brian Moorman,4,2
47.800,62,Dwight Jones,5,2
48.800,57,Sam Koch,5,1
42.000,55,Johnny Hekker,2,1
38.700,42,Tim Masthay,3,2
39.000,51,Chris Kluwe,7,1
39.000,52,Dave Zastudil,6,5
41.200,54,Zoltan Mesko,6,4
43.000,60,Robert Malone,3,0
33.300,49,Shane Lechler,6,1
39.200,55,Bryan Anger,9,2
46.800,61,Kevin Huber,6,1
44.500,55,Drew Butler,2,1
26.000,26,Ben Roethlisberger,1,1
39.600,53,Adam Podlesh,8,2
39.300,58,Nick Harris,8,3
37.700,55,Chris Kluwe,6,0
41.700,57,Michael Koenen,6,0
44.800,49,Adam Podlesh,4,3
22.000,36,Brad Nortman,3,0
32.200,51,Reggie Hodges,9,3
45.300,60,Mike Scifres,6,3
36.800,47,Nick Harris,4,0
46.300,64,Jon Ryan,3,3
41.000,65,Tim Masthay,5,1
30.500,57,Bryan Anger,5,0
39.000,61,Brett Kern,3,1
24.000,48,Pat McAfee,2,0
44.800,50,Johnny Hekker,4,1
46.500,62,Zoltan Mesko,2,1
35.400,59,Robert Malone,6,1
46.700,58,Brandon Fields,6,4
44.300,56,Mat McBriar,3,2
22.500,52,Matt Bosher,1,0
39.300,58,Drew Butler,3,2
31.500,52,Sav Rocca,4,0
39.600,57,Dustin Colquitt,5,2
29.500,54,Shane Lechler,6,1
41.000,50,Brian Moorman,4,3
46.500,59,Steve Weatherford,6,2
42.600,55,Britton Colquitt,5,3
46.300,63,Thomas Morstead,8,4
36.000,54,Dave Zastudil,7,1
45.800,55,Andy Lee,5,3
34.500,38,Mike Scifres,2,2
41.000,43,Dustin Colquitt,1,0
46.000,60,Kevin Huber,4,2
47.000,49,Britton Colquitt,3,1
40.800,44,Reggie Hodges,4,1
34.100,54,Sam Koch,7,1
36.000,46,Tim Masthay,6,3
37.300,65,Dave Zastudil,8,4
30.000,59,Brett Kern,6,1
31.700,43,Adam Podlesh,3,1
43.500,59,Pat McAfee,2,1
46.000,60,Brandon Fields,4,2
43.000,51,Sav Rocca,3,2
33.000,49,Brad Nortman,5,3
50.500,73,Bryan Anger,4,3
43.500,50,Nick Harris,2,1
42.000,58,Dwight Jones,5,0
42.600,57,Shawn Powell,5,2
43.000,58,Shane Lechler,4,1
38.500,47,Michael Koenen,4,2
48.500,55,Jon Ryan,4,2
41.300,57,Chris Kluwe,3,0
32.200,55,Steve Weatherford,5,1
36.300,53,Drew Butler,4,2
21.500,47,Matt Bosher,2,1
44.000,53,Brian Moorman,4,3
43.000,66,Thomas Morstead,3,0
38.300,55,Mat McBriar,4,1
44.800,57,Bryan Anger,5,1
45.000,57,Pat McAfee,3,2
41.300,57,Kevin Huber,4,2
27.300,68,Steve Weatherford,4,0
39.200,67,Brandon Fields,6,1
48.000,71,Brett Kern,4,3
35.000,57,Chris Kluwe,5,2
37.000,42,Nick Harris,6,0
34.500,44,Zoltan Mesko,2,1
45.000,50,Shawn Powell,2,0
48.200,57,Thomas Morstead,5,1
46.000,52,Matt Bosher,3,1
41.000,52,Michael Koenen,3,1
29.000,57,Mike Scifres,2,0
36.200,59,Brad Nortman,9,1
46.300,60,Britton Colquitt,6,3
52.500,58,Sam Koch,4,1
47.600,60,Shane Lechler,5,1
41.500,50,Jon Ryan,6,2
40.100,56,Robert Malone,7,4
31.000,63,Mat McBriar,7,0
40.600,53,Brian Moorman,7,3
36.200,49,Andy Lee,6,3
31.000,45,Johnny Hekker,4,1
38.800,43,Adam Podlesh,5,2
38.300,59,Dwight Jones,8,1
36.500,58,Drew Butler,6,0
39.100,57,Dustin Colquitt,8,5
40.900,56,Shawn Powell,7,5
33.500,65,Brandon Fields,6,2
47.000,53,Matt Bosher,4,2
42.900,62,Dave Zastudil,8,3
37.300,53,Brian Moorman,7,3
35.200,52,Reggie Hodges,5,2
39.300,44,Nick Harris,3,0
44.000,56,Tim Masthay,4,2
44.600,68,Dustin Colquitt,7,4
48.700,69,Kevin Huber,6,3
44.400,57,Johnny Hekker,5,1
35.700,58,Robert Malone,3,2
53.500,61,Zoltan Mesko,2,1
7.300,57,Pat McAfee,3,1
39.800,57,Sav Rocca,5,3
36.400,53,Mat McBriar,5,1
39.800,55,Brad Nortman,6,1
39.300,58,Michael Koenen,6,1
33.300,55,Dwight Jones,3,2
33.200,62,Bryan Anger,5,1
38.300,53,Shane Lechler,3,0
43.000,50,Thomas Morstead,4,1
44.400,58,Britton Colquitt,5,1
41.100,66,Mike Scifres,9,3
35.400,51,Drew Butler,8,4
42.500,54,Sam Koch,8,4
47.300,54,Andy Lee,4,4
43.000,53,Adam Podlesh,5,1
36.100,43,Nick Harris,8,4
42.300,53,Dwight Jones,6,3
52.300,64,Brian Moorman,3,1
41.800,58,Sav Rocca,5,2
41.500,57,Robert Malone,4,0
34.700,43,Zoltan Mesko,3,0
43.300,50,Adam Podlesh,4,2
39.000,53,Chris Kluwe,4,0
37.400,45,Kevin Huber,5,0
42.000,57,Shane Lechler,6,3
37.800,49,Reggie Hodges,10,5
38.700,55,Drew Butler,6,1
46.400,59,Pat McAfee,5,2
29.000,57,Shawn Powell,7,3
38.700,58,Dustin Colquitt,6,4
36.500,51,Britton Colquitt,4,0
35.000,57,Brandon Fields,5,2
40.000,55,Jon Ryan,7,6
45.000,58,Michael Koenen,2,0
45.000,45,Matt Bosher,1,1
47.000,65,Bryan Anger,5,4
49.000,57,Brett Kern,4,1
45.900,63,Mike Scifres,9,4
42.400,58,Sam Koch,8,3
45.200,54,Dave Zastudil,6,1
33.500,48,Johnny Hekker,6,1
47.800,56,Thomas Morstead,5,2
41.000,59,Andy Lee,4,2
38.300,48,Steve Weatherford,3,1
38.500,49,Tim Masthay,4,0
41.000,41,Mat McBriar,2,1
31.200,44,Brad Nortman,5,0
42.800,57,Matt Bosher,6,1
37.000,52,Thomas Morstead,4,1
39.300,61,Shawn Powell,4,1
39.200,52,Bryan Anger,5,3
41.200,45,Adam Podlesh,5,3
39.600,44,Jon Ryan,5,3
38.900,56,Nick Harris,7,3
45.100,61,Pat McAfee,8,1
41.300,44,Tim Masthay,4,1
44.800,58,Chris Kluwe,5,1
39.300,70,Brett Kern,6,2
40.300,64,Dwight Jones,10,5
38.700,55,Dustin Colquitt,3,2
39.500,51,Brad Nortman,4,1
42.400,63,Johnny Hekker,9,3
45.000,61,Andy Lee,6,4
42.800,60,Brandon Fields,5,2
34.700,54,Zoltan Mesko,3,0
42.300,60,Robert Malone,6,2
41.100,57,Dave Zastudil,10,3
41.800,55,Britton Colquitt,5,3
32.400,63,Michael Koenen,5,1
35.000,55,Mike Scifres,5,1
38.000,45,Kevin Huber,3,3
33.200,51,Shane Lechler,5,2
34.500,43,Reggie Hodges,2,1
48.800,57,Sam Koch,5,2
38.500,46,Drew Butler,4,1
17.300,63,Brian Moorman,3,0
39.000,43,Mat McBriar,2,1
38.300,51,Sav Rocca,3,1
42.300,54,Steve Weatherford,3,1
43.400,58,Shane Lechler,5,3
40.500,53,Britton Colquitt,2,2
35.900,55,Shawn Powell,7,3
32.300,50,Johnny Hekker,8,2
44.000,50,Kevin Huber,3,1
33.600,49,Brian Moorman,5,1
39.800,53,Reggie Hodges,5,1
27.400,57,Dustin Colquitt,7,4
34.900,61,Michael Koenen,10,2
40.000,66,Mat McBriar,7,0
39.000,57,Sav Rocca,5,1
30.200,59,Sam Koch,5,2
34.000,58,Brad Nortman,2,1
42.000,52,Matt Bosher,4,1
43.100,55,Bryan Anger,8,5
40.100,59,Robert Malone,7,1
49.800,54,Pat McAfee,4,2
47.000,57,Brett Kern,3,1
37.400,56,Chris Kluwe,7,2
37.500,48,Adam Podlesh,6,4
42.400,79,Drew Butler,7,2
37.400,43,Mike Scifres,7,5
40.800,55,Andy Lee,4,1
36.700,55,Brandon Fields,3,1
38.300,51,Jon Ryan,3,2
40.200,59,Dave Zastudil,6,2
37.000,56,Steve Weatherford,3,3
45.800,55,Thomas Morstead,4,0
37.700,53,Tim Masthay,3,1
28.500,39,Nick Harris,2,0
43.800,55,Zoltan Mesko,5,2
42.100,59,Dwight Jones,7,1
30.900,53,Mat McBriar,6,3
33.600,49,Kevin Huber,5,0
40.000,61,Matt Bosher,2,0
50.000,58,Steve Weatherford,2,0
40.200,47,Adam Podlesh,6,3
33.200,51,Tim Masthay,5,1
35.700,58,Reggie Hodges,6,0
39.600,57,Sav Rocca,5,1
37.300,55,Johnny Hekker,4,1
41.500,50,Chris Kluwe,4,2
54.000,63,Brandon Fields,1,1
47.400,53,Bryan Anger,5,2
41.800,60,Thomas Morstead,5,0
39.300,58,Michael Koenen,4,0
45.700,57,Sam Koch,7,2
36.500,49,Britton Colquitt,8,2
36.300,52,Dwight Jones,3,1
38.300,63,Pat McAfee,5,3
42.000,55,Dave Zastudil,9,6
40.300,51,Nick Harris,8,2
39.800,64,Mike Scifres,6,1
28.800,44,Brad Nortman,4,1
43.500,60,Shawn Powell,4,1
39.500,44,Jon Ryan,2,1
36.200,60,Brian Moorman,6,0
30.000,54,Drew Butler,6,2
40.300,64,Shane Lechler,4,0
51.900,71,Dustin Colquitt,7,4
42.600,49,Zoltan Mesko,5,1
54.000,64,Andy Lee,5,3
36.400,55,Brett Kern,10,4
41.800,53,Robert Malone,6,3
36.500,45,Nick Harris,2,1
41.800,47,Matt Bosher,4,2
46.200,63,Brian Moorman,6,2
40.800,63,Thomas Morstead,5,2
35.700,53,Tim Masthay,3,0
34.400,54,Brett Kern,8,2
39.300,53,Dustin Colquitt,3,1
42.300,60,Pat McAfee,7,3
35.800,49,Brandon Fields,4,2
15.000,35,Nate Kaeding,1,0
36.300,60,Shawn Powell,4,0
33.500,50,Mat McBriar,2,0
38.000,53,Sav Rocca,2,1
39.900,58,Drew Butler,7,2
48.300,64,Kevin Huber,6,4
25.000,25,Michael Koenen,1,1
46.900,57,Johnny Hekker,7,2
48.300,55,Brad Nortman,4,1
41.000,61,Shane Lechler,5,4
45.800,65,Bryan Anger,4,2
40.600,56,Zoltan Mesko,5,1
52.500,60,Sam Koch,2,1
45.000,60,Steve Weatherford,8,3
43.300,65,Dwight Jones,7,2
41.500,51,Chris Kluwe,4,1
45.300,56,Britton Colquitt,3,0
41.800,45,Reggie Hodges,4,2
41.000,41,Jon Ryan,1,0
46.000,58,Andy Lee,3,1
42.500,60,Dave Zastudil,8,6
40.300,64,Adam Podlesh,9,3
26.500,59,Robert Malone,6,2
38.800,56,Mike Scifres,6,2
35.700,60,Matt Bosher,6,3
41.800,56,Michael Koenen,5,2
39.200,51,Shawn Powell,5,2
33.000,61,Robert Malone,4,1
43.400,58,Kevin Huber,7,4
35.700,43,Sam Koch,7,1
42.600,49,Nick Harris,5,2
39.800,54,Adam Podlesh,5,4
35.800,55,Brett Kern,4,1
14.400,54,Bryan Anger,5,1
37.400,53,Pat McAfee,5,2
41.000,55,Dwight Jones,2,0
35.700,56,Chris Kluwe,3,0
30.700,59,Tim Masthay,3,1
32.800,56,Zoltan Mesko,5,4
43.400,57,Brandon Fields,5,3
29.800,61,Thomas Morstead,6,2
41.000,54,Brad Nortman,2,0
47.000,53,Steve Weatherford,2,2
35.300,49,Mat McBriar,4,1
40.700,60,Drew Butler,6,1
35.000,48,Reggie Hodges,3,2
25.800,58,Sav Rocca,5,2
32.000,50,Brian Moorman,4,2
37.700,58,Mike Scifres,5,0
43.700,58,Shane Lechler,6,1
42.000,56,Andy Lee,4,1
42.800,70,Dave Zastudil,6,2
31.000,52,Jon Ryan,5,2
40.200,57,Johnny Hekker,5,0
41.000,53,Britton Colquitt,3,1
45.800,59,Dustin Colquitt,8,3
38.000,48,Dwight Jones,3,1
43.800,53,Kevin Huber,5,3
34.600,46,Tim Masthay,8,3
46.200,56,Chris Kluwe,5,1
33.300,60,Sam Koch,4,1
34.300,53,Pat McAfee,4,0
43.500,53,Sav Rocca,4,0
30.700,40,Jon Ryan,3,1
44.400,59,Britton Colquitt,5,3
37.000,58,Sam Koch,8,6
37.700,52,Andy Lee,3,2
47.000,52,Tim Masthay,4,2
30.000,42,Matt Bosher,2,0
30.000,50,Jon Ryan,3,1
49.400,64,Zoltan Mesko,5,2
32.400,43,Dwight Jones,5,2
35.000,48,Matt Bosher,2,1
48.300,62,Andy Lee,3,1
33.600,51,Zoltan Mesko,5,4
36.700,59,Sam Koch,7,1
37.000,55,Andy Lee,3,0
23.000,56,Sam Koch,3,0
