average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
67.000,,1,2,108,Randall Cobb
38.000,,0,2,57,Darren Sproles
7.000,,0,1,7,Jed Collins
17.000,,0,3,23,Devin Hester
16.000,,0,2,20,Eric Weems
30.000,,0,3,51,Josh Cribbs
23.000,,0,4,35,Brandon Tate
23.000,,0,4,35,Dexter McCluster
18.000,,0,3,22,Javier Arenas
21.000,,0,1,21,Brad Smith
26.000,,0,4,29,Jerious Norwood
10.000,,0,1,10,Eugene Sims
18.000,,0,2,18,Dion Lewis
78.000,,0,1,78,Sammie Stroughter
26.000,,0,1,26,Deji Karim
37.000,,0,1,37,Lardarius Webb
34.000,,0,3,41,Antonio Brown
46.000,,0,1,46,Danieal Manning
24.000,,0,1,24,Joe Lefeged
24.000,,0,2,24,Brandon Banks
21.000,,0,1,21,Devin Thomas
0.000,,0,1,0,DJ Ware
44.000,,1,4,102,Ted Ginn
26.000,,0,4,28,Leon Washington
10.000,,0,1,10,Dominique Byrd
26.000,,0,2,27,Richard Goodman
24.000,,0,1,24,Jacob Hester
13.000,,0,1,13,Kory Sperry
20.000,,0,1,20,Lorenzo Booker
7.000,,0,1,7,Everson Griffen
103.000,,1,1,103,Percy Harvin
30.000,,0,2,33,LaRod Stephens Howling
24.000,,0,2,31,Mike Goodson
17.000,,0,3,22,Antonio Cromartie
27.000,,0,1,27,Joe McKnight
14.000,,0,1,14,DeMarco Murray
16.000,,0,1,16,John Phillips
21.000,,0,6,26,E Gates
32.000,,0,2,37,Julian Edelman
11.000,,0,1,11,Rob Gronkowski
22.000,,0,1,22,Matthew Slater
23.000,,0,3,35,Dexter McCluster
15.000,,0,4,18,Nick Miller
15.000,,0,1,15,Lorenzo Booker
2.000,,0,1,2,Percy Harvin
23.000,,0,3,30,Preston Parker
21.000,,0,1,21,Micheal Spurlock
24.000,,0,1,24,Darren Sproles
23.000,,0,2,29,Devin Hester
30.000,,0,1,30,Johnny Knox
41.000,,0,3,77,David Reed
15.000,,0,1,15,Vonta Leach
0.000,,0,0,2,Bryan Mattison
22.000,,0,3,32,Joe Lefeged
40.000,,0,2,52,Josh Cribbs
42.000,,0,2,46,Antonio Cromartie
15.000,,0,1,15,Jeremy Kerley
18.000,,0,5,26,Deji Karim
13.000,,0,1,13,Montell Owens
23.000,,0,1,23,Antonio Brown
19.000,,0,2,21,Leon Washington
26.000,,0,4,31,Brandon Banks
31.000,,0,2,32,AJ Jefferson
21.000,,0,5,24,Mike Goodson
24.000,,0,2,30,Randall Cobb
5.000,,0,1,5,Donald Driver
43.000,,0,1,43,Kendall Hunter
26.000,,0,1,26,Bryan McCann
19.000,,0,2,20,Julian Edelman
21.000,,0,3,27,Richard Goodman
25.000,,0,3,39,E Gates
38.000,,0,2,43,Danieal Manning
23.000,,0,1,23,Cassius Vaughn
26.000,,0,3,36,Eric Weems
22.000,,0,5,30,Dion Lewis
25.000,,0,2,27,Devin Thomas
22.000,,0,4,32,Quinn Porter
25.000,,0,4,33,Darren Sproles
27.000,,0,3,38,Danieal Manning
22.000,,0,2,25,Dion Lewis
33.000,,0,1,33,Devin Thomas
4.000,,0,1,4,Armanti Edwards
30.000,,0,2,37,Deji Karim
16.000,,0,1,16,CJ Spiller
21.000,,0,3,29,Julian Edelman
10.000,,0,1,10,Rob Ninkovich
23.000,,0,1,23,Buster Skrine
20.000,,0,3,27,E Gates
25.000,,0,2,25,Brandon Tate
4.000,,0,1,4,Nate Clements
29.000,,0,2,32,Ted Ginn
19.000,,0,1,19,Quan Cosby
37.000,,0,3,68,Lorenzo Booker
23.000,,0,2,25,Percy Harvin
24.000,,0,3,27,Stefan Logan
6.000,,0,1,6,Andre Fluellen
15.000,,0,1,15,Maurice Morris
25.000,,0,2,31,Jerious Norwood
30.000,,0,2,37,LaQuan Williams
17.000,,0,3,28,Taiwan Jones
14.000,,0,2,29,Antonio Cromartie
11.000,,0,1,11,John Conner
50.000,,0,1,50,Joe McKnight
20.000,,0,1,20,Richard Goodman
24.000,,0,1,24,Jacob Hester
29.000,,0,3,35,Javier Arenas
29.000,,0,1,29,Dexter McCluster
14.000,,0,2,29,Leon Washington
29.000,,0,3,51,AJ Jefferson
24.000,,0,1,24,Preston Parker
19.000,,0,3,25,Eric Weems
20.000,,0,2,27,Johnny Knox
24.000,,0,1,24,Devin Hester
25.000,,0,3,28,Joe Lefeged
20.000,,0,5,23,Brandon Banks
28.000,,0,2,32,Dwayne Harris
38.000,,0,1,38,Sean Lissemore
25.000,,0,3,28,Stefan Logan
36.000,,0,2,73,Devin Hester
20.000,,0,1,20,Kahlil Bell
32.000,,0,1,32,Johnny Knox
23.000,,0,4,30,Mike Goodson
25.000,,0,2,28,Jordan Pugh
22.000,,0,3,28,Brandon Tate
23.000,,0,1,23,Brad Smith
14.000,,0,2,27,Josh Cribbs
8.000,,0,1,8,Owen Marecic
24.000,,0,2,24,Marc Mariani
18.000,,0,2,21,Javier Arenas
30.000,,0,1,30,Lorenzo Booker
25.000,,0,1,25,Percy Harvin
19.000,,0,1,19,Austin Pettis
13.000,,0,1,13,Quinn Porter
17.000,,0,2,20,Brandon Banks
21.000,,0,3,30,Deji Karim
24.000,,0,2,27,Darren Sproles
17.000,,0,2,21,Danieal Manning
22.000,,0,2,25,Antonio Brown
18.000,,0,1,18,Isaac Redman
20.000,,0,2,21,Dion Lewis
24.000,,0,3,30,Ted Ginn
16.000,,0,1,16,Kendall Hunter
26.000,,0,2,29,AJ Jefferson
21.000,,0,1,21,Andre Roberts
25.000,,0,4,36,Devin Thomas
17.000,,0,1,17,DJ Ware
23.000,,0,4,36,Leon Washington
19.000,,0,1,19,Eric Weems
21.000,,0,1,21,Richard Goodman
22.000,,0,3,28,E Gates
22.000,,0,2,27,Jacoby Ford
1.000,,0,1,1,Rock Cartwright
16.000,,0,1,16,Taiwan Jones
23.000,,0,2,26,Julian Edelman
29.000,,0,2,30,Randall Cobb
28.000,,0,4,37,Quan Cosby
31.000,,0,1,31,Cassius Vaughn
16.000,,0,3,19,LaQuan Williams
67.000,,1,2,107,Joe McKnight
24.000,,0,1,24,Preston Parker
18.000,,0,2,28,Joe Lefeged
41.000,,0,2,52,Antonio Brown
31.000,,0,3,42,Marc Mariani
27.000,,0,3,37,Devin Thomas
23.000,,0,3,28,Leon Washington
29.000,,0,2,33,Deji Karim
25.000,,0,3,37,Brandon Tate
18.000,,0,2,21,Kealoha Pilares
22.000,,0,4,36,Danieal Manning
31.000,,0,3,45,Jacoby Ford
19.000,,0,2,25,Brad Smith
20.000,,0,3,22,Dion Lewis
16.000,,0,1,16,Riley Cooper
18.000,,0,1,18,Joe Lefeged
21.000,,0,2,28,Lorenzo Booker
23.000,,0,5,31,LaRod Stephens Howling
22.000,,0,1,22,Kendall Hunter
21.000,,0,4,39,Preston Parker
23.000,,0,3,32,Stevan Ridley
39.000,,0,5,88,Joe McKnight
28.000,,0,1,28,Quan Cosby
28.000,,0,1,28,Eric Weems
22.000,,0,3,23,Randall Cobb
21.000,,0,4,33,Devin Hester
26.000,,0,4,31,Ted Ginn
16.000,,0,1,16,Randall Cobb
11.000,,0,1,11,Tom Crabtree
20.000,,0,2,26,Quinn Porter
22.000,,0,1,22,Eric Weems
22.000,,0,4,23,Kealoha Pilares
27.000,,0,2,31,Brandon Tate
9.000,,0,3,15,Joe Lefeged
22.000,,0,4,28,Devin Thomas
21.000,,0,1,21,Brad Smith
34.000,,0,1,34,Antonio Brown
29.000,,0,3,33,Deji Karim
29.000,,0,5,47,Brandon Banks
26.000,,0,2,27,Bryan McCann
14.000,,0,1,14,Vonta Leach
26.000,,0,1,26,Danieal Manning
69.000,,1,2,101,Jacoby Ford
13.000,,0,1,13,Taiwan Jones
17.000,,0,3,21,Josh Cribbs
30.000,,0,1,30,Mike Adams
20.000,,0,4,22,Stevan Ridley
22.000,,0,1,22,Matthew Slater
18.000,,0,1,18,Dwayne Harris
22.000,,0,1,22,DeMarco Murray
15.000,,0,2,21,Preston Parker
0.000,,0,1,0,Tim Crowder
23.000,,0,3,24,Darren Sproles
53.000,,1,2,98,Devin Hester
0.000,,0,1,0,Kyle Adams
24.000,,0,1,24,Sam Hurd
24.000,,0,4,30,Lorenzo Booker
24.000,,0,2,25,Percy Harvin
16.000,,0,1,16,Josh Baker
0.000,,0,1,0,Garrett McIntyre
31.000,,0,1,31,Joe McKnight
21.000,,0,4,22,E Gates
26.000,,0,3,34,Joe McKnight
23.000,,0,6,31,Richard Goodman
14.000,,0,2,18,Preston Parker
14.000,,0,1,14,Devin Hester
29.000,,0,1,29,Johnny Knox
15.000,,0,1,15,Kealoha Pilares
25.000,,0,1,25,Brandon Banks
0.000,,0,1,0,Logan Paulsen
28.000,,0,5,32,Stefan Logan
27.000,,0,3,37,Eric Weems
23.000,,0,1,23,Josh Cribbs
20.000,,0,3,21,Leon Washington
20.000,,0,5,29,Marc Mariani
6.000,,0,1,6,Jacoby Ford
28.000,,0,1,28,Javier Arenas
21.000,,0,5,31,LaRod Stephens Howling
22.000,,0,3,30,Antonio Brown
27.000,,0,2,28,Percy Harvin
21.000,,0,1,21,Lorenzo Booker
23.000,,0,3,31,Randall Cobb
22.000,,0,5,29,Quinn Porter
28.000,,0,2,29,Darren Sproles
18.000,,0,1,18,Joe Lefeged
24.000,,0,1,24,Deji Karim
26.000,,0,2,33,David Reed
21.000,,0,4,27,David Reed
29.000,,0,4,35,LaRod Stephens Howling
20.000,,0,3,27,Kealoha Pilares
78.000,,0,1,78,Marcus Sherels
19.000,,0,3,24,Deji Karim
0.000,,0,1,0,Zach Potter
26.000,,0,3,40,Devin Thomas
28.000,,0,3,42,Steve Slaton
14.000,,0,1,14,Lex Hilliard
24.000,,0,5,36,Darren Sproles
16.000,,0,4,21,Joe Lefeged
26.000,,0,1,26,Quan Cosby
21.000,,0,1,21,Cassius Vaughn
21.000,,0,3,26,Brandon Banks
28.000,,0,5,43,Leon Washington
11.000,,0,1,11,Justin Forsett
28.000,,0,4,45,Brandon Tate
16.000,,0,2,22,Ted Ginn
25.000,,0,4,31,Josh Cribbs
27.000,,0,3,34,Antonio Brown
18.000,,0,4,21,Danny Woodhead
25.000,,0,1,25,Ronnie Brown
16.000,,0,3,19,Kevin Ogletree
27.000,,0,5,33,Dexter McCluster
12.000,,0,1,12,Curtis Brinkley
24.000,,0,1,24,Richard Goodman
17.000,,0,3,21,Dexter McCluster
12.000,,0,1,12,Terrance Copper
15.000,,0,3,19,Joe Lefeged
