deflections, interceptions, name, sacks, tackles
1,0,C Cox,0.000,1
0,0,E Boulay,0.000,3
0,0,S Emry,0.000,2
1,0,R Guzman,0.000,2
0,0,J Hecht,0.000,2
0,0,M Estelle,0.000,7
1,0,D Anderson,0.000,6
0,0,B Parker,0.000,4
1,0,J Bowman,1.000,3
0,0,D Ferri,1.000,2
0,0,A Stewart,0.000,2
0,0,E Taylor,0.000,3
1,0,A McKenzie,0.000,5
0,0,J Yurichuk,0.000,1
0,0,S Elimimian,0.000,7
0,0,K Williams,0.000,3
0,0,D Marsh,0.000,3
0,0,A Reddick,0.000,5
0,0,B Johnson,1.000,2
0,0,A Leonard,0.000,2
0,0,D Sanchez,0.000,4
0,0,J Arakgi,0.000,1
0,0,A Hunt,0.000,2
0,0,D Hyland,0.000,1
0,0,R Phillips,0.000,2
0,0,K Banks,0.000,1
0,0,A Smith,1.000,5
1,0,R Williams,0.000,7
0,0,J Johnson,2.000,7
0,0,M Carter,0.000,1
0,0,J Dennis,0.000,2
0,0,C Thomas,0.000,2
1,0,M Knowlton,0.000,1
0,0,S Baggs,1.000,4
0,0,J Hickman,0.000,3
0,0,E Steele,1.000,3
0,0,A Kelly,0.000,1
1,1,M Young,0.000,1
0,0,M Mann,0.000,1
0,0,D Brown,1.000,5
0,0,D Smith,0.000,2
0,0,D Beasley,0.000,3
0,0,J Vega,0.000,4
1,0,O Willis,1.000,4
0,0,J Hefney,0.000,5
0,1,J Lobendahn,0.000,4
0,0,M Bowman,0.000,5
0,1,A Suber,0.000,6
0,0,C Watson,0.000,1
1,0,B Stewart,0.000,1
0,2,I Logan,0.000,3
0,0,J Johnson,0.000,1
0,0,L Majors,0.000,1
0,0,D Claybrooks,0.000,5
0,1,G Tisdale,0.000,3
0,0,R McCune,0.000,2
0,0,C Mace,1.000,2
0,0,C Hughes,0.000,2
1,0,B Smith,0.000,5
0,0,K Raymond,0.000,4
0,0,K McCartney,0.000,4
0,0,J Simpson,0.000,3
0,0,M Jackson,0.000,1
1,0,B Isaac,0.000,1
0,0,S Myddelton,0.000,1
0,0,J Phillips,0.000,2
0,0,M Collins,0.000,1
0,0,G Fassitt,0.000,1
0,0,A Davis,0.000,1
0,0,J Younger,0.000,4
0,0,E McCollough,0.000,5
0,0,B Parker,0.000,2
0,0,R Flemons,0.000,3
0,0,W Pile,0.000,5
0,0,K Eiben,0.000,6
0,0,S Smalls,0.000,5
0,0,C Wroten,2.000,5
0,0,A Buzbee,0.000,1
0,0,K Huntley,1.000,1
0,0,J Unertl,0.000,1
0,0,J Pottinger,0.000,2
0,0,L Shell,0.000,1
0,0,B Rideau,0.000,1
0,1,T Black,0.000,2
0,0,K Shologan,0.000,3
0,0,T Jackson,0.000,3
0,0,D Romero,0.000,2
0,0,N Graham,0.000,2
0,0,S Lucas,0.000,7
0,0,K Stewart,0.000,7
0,0,L Mullinder,0.000,6
0,0,J Eubanks,0.000,3
0,0,M McCullough,0.000,1
0,0,W Dressler,0.000,1
0,0,C Getzlaf,0.000,1
0,0,C Best,0.000,1
0,0,E Hill,0.000,1
1,0,J Patrick,0.000,1
0,0,M Murphy,0.000,1
0,0,B Simpson,1.000,7
0,0,D Munoz,0.000,5
1,0,J Bradley,0.000,2
1,1,W Brown,0.000,3
0,0,D Alexander,0.000,1
0,0,E Legare,1.000,2
0,1,T Hill,0.000,3
0,0,R Davis,1.000,4
1,1,R Williams,0.000,3
0,0,C Thompson,0.000,3
0,0,J Sherritt,0.000,11
0,0,T Laurent,0.000,1
0,0,D Oramasionwu,0.000,2
0,0,I Logan,0.000,3
0,0,O Willis,2.000,2
0,0,D Smith,0.000,2
0,0,A Suber,0.000,1
0,0,M Johnson,0.000,1
0,0,M Bowman,0.000,1
0,0,J Lobendahn,2.000,7
0,0,J Hefney,1.000,8
0,0,P Labbe,0.000,1
1,0,D Beasley,0.000,4
1,1,J Johnson,0.000,4
0,0,F Kashama,0.000,3
0,0,D Brown,2.000,3
0,0,C Watson,0.000,1
0,0,S McHenry,0.000,1
0,0,S Watt,0.000,1
0,0,C Van Zeyl,0.000,1
0,1,D Webb,0.000,0
1,0,S Smalls,0.000,4
0,0,K Huntley,0.000,2
0,0,C Wroten,0.000,2
1,0,A Cannon,0.000,2
0,0,A Buzbee,1.000,2
1,0,K Eiben,0.000,1
0,0,C Lemon,0.000,1
0,0,D Picard,0.000,1
1,0,L Shell,0.000,6
0,0,W Pile,0.000,6
0,0,J Younger,0.000,5
0,0,R Foley,0.000,5
0,0,R Flemons,0.000,4
1,0,E Kuale,0.000,4
0,0,D Sanchez,0.000,1
0,0,A Leonard,0.000,2
0,1,R Phillips,0.000,2
1,0,A Hunt,1.000,2
0,0,K Mitchell,0.000,1
0,0,K Williams,0.000,1
0,0,A Larose,0.000,3
0,0,B Johnson,0.000,1
0,0,G Simon,0.000,1
1,0,S Elimimian,0.000,5
0,0,E Taylor,1.000,8
0,1,D Marsh,0.000,2
0,0,J Yurichuk,0.000,3
0,1,S Franks,0.000,3
0,0,J Hameister Ries,0.000,1
0,0,T Brown,0.000,1
