longest punt, name, punt yards, punts
45,Jimmy Howell,121,3
44,Scott Demler,162,5
55,Kiel Rasp,234,5
50,Dan Wagner,175,4
63,Austin McCoy,268,6
55,Jay Karutz,130,3
40,Ryan Epperson,79,2
41,Matt Stone,148,4
55,Corey Smith,100,2
52,Kase Whitehead,224,5
48,Nick Ferrara,48,1
41,Dalton Botts,77,2
57,Quinn Sharp,162,3
54,Kyle Dugandzic,240,5
48,Josh Hubner,144,4
73,Trey Barrow,232,4
42,Josh Bleser,105,3
35,Chris Philpott,66,2
51,Josh Brisk,290,7
51,David Baska,215,5
55,Anson Kelton,201,4
17,Casey Pachall,17,1
44,Zack Campbell,219,6
52,Brandon McManus,118,3
46,Neely Sullivent,46,1
44,Ryan Wilbourn,44,1
51,Tom Hornsey,350,8
41,Dylan Breeding,41,1
48,Ben Skaer,331,9
39,Kolin Walk,39,1
59,Brian Stahovich,240,5
58,Steven Clark,274,6
49,Baker Swedenburg,240,6
53,Brian Schmiedebusch,119,3
34,Jacob Schum,101,3
44,Peter Fardon,77,2
52,David Bohner,119,3
46,Ryan Quigley,264,7
47,Dawson Zimmerman,166,4
43,Darragh ONeill,79,2
59,Bryan Anger,204,4
50,Pete Kontodiakos,50,1
47,Alex King,147,4
55,David Green,107,2
52,Ben Ryan,273,6
42,Scott Demler,189,5
48,Jay Karutz,233,7
32,David Lerner,58,2
47,Trey Ragland,247,6
45,Shawn Powell,89,2
53,Drew Butler,177,4
59,Joey Scribner Howard,269,6
60,Bobby Cowan,287,6
38,Justin DuVernois,70,2
43,Adam Pines,150,4
51,Jimmy Howell,181,4
55,Kirby Van Der Kamp,103,2
59,Eric Guthrie,187,4
56,Ron Doherty,56,1
34,Ryan Neir,64,2
55,Matt Rinehart,386,9
55,Brett Baer,348,8
53,Ryan Tydlacka,148,3
41,Richie Hogan,167,5
47,Conner Fryoux,92,2
42,Aaron Munoz,42,1
53,DJ Howard,123,3
48,Ryan Allen,187,5
36,Mike Sadler,36,1
56,Mickey Groody,363,9
47,Matt Wile,193,5
52,Ben Turk,134,4
64,Dan Orseske,184,4
44,Jake Capraro,186,5
49,Tyler Campbell,211,5
51,Kase Whitehead,340,8
45,Peter Boehme,187,5
54,Nate Toulson,95,2
44,Josh Davis,44,1
55,Sean Poole,104,2
46,Thomas Hibbard,115,3
53,Justin Doerner,179,5
57,Brett Maher,254,5
43,Andrew Shapiro,253,7
42,Brandon Williams,56,2
65,Will Atterberry,315,6
63,Richie Leone,115,2
44,Ben Buchanan,234,6
47,Vince Penza,281,7
34,Paul Hershey,93,3
55,Jackson Rice,167,4
62,Jake Hurst,201,5
45,Matt Yoklic,45,1
34,Tino Sunseri,34,1
49,Anthony Fera,141,3
45,Alex Butterworth,118,3
44,Cody Mandell,223,6
65,Kyle Martens,351,7
56,Cody Webster,247,5
38,Carson Wiggs,72,2
50,Justin Brockhaus Kann,183,4
56,Scott Kovanda,335,8
45,Scott Secor,45,1
48,Matt Stone,145,4
58,Ian Campbell,168,4
39,Shane Raupers,177,5
35,Matt Darr,35,1
51,Patrick ODonnell,126,3
50,Justin Tucker,209,5
49,Riley Stephenson,192,5
55,Jonathan Ginsburgh,321,7
47,Cole Way,268,7
37,Jeff Locke,134,4
42,Harrison Waid,190,5
38,Kyle Negrete,159,5
44,Nick Marsh,286,7
62,Tyler Bennett,163,3
67,Richard Kent,325,8
50,Cole Wagner,286,7
44,Alex Wulfeck,184,5
47,Wil Baumann,167,4
41,Kiel Rasp,73,3
48,Alex Dunnachie,84,2
26,Dan Wagner,26,1
51,Chase Lansford,288,7
57,Brad Nortman,183,4
41,Johnny Hekker,186,6
55,Hendrix Brakefield,264,6
54,Pablo Beltran,187,5
51,Ben Armer,100,2
60,Corey Smith,75,2
29,Austin McCoy,64,3
47,Baker Swedenburg,221,6
41,DJ Howard,149,4
48,Cole Wagner,241,6
53,Kirby Van Der Kamp,332,8
48,Vince Penza,297,8
52,Brad Elkin,102,3
35,Cody Mandell,35,1
54,Will Atterberry,443,10
53,Dylan Breeding,216,5
51,Will Goggans,241,6
50,Chris Boldt,149,4
65,Brandon Williams,269,7
62,Kyle Dugandzic,250,5
47,David Green,86,2
46,Scott Kovanda,198,5
50,Jacob Schum,313,7
18,Peter Fardon,18,1
50,Ryan Quigley,251,6
44,Alex King,170,4
61,Brian Schmiedebusch,176,3
50,Austin McCoy,290,7
65,Riley Stephenson,279,6
57,Sean Sellwood,99,2
47,Nick Marsh,47,1
50,Bryan Anger,98,2
53,Patrick ODonnell,123,3
45,Zack Campbell,161,4
44,AJ Fox,79,2
56,Dawson Zimmerman,138,3
51,Steven Clark,248,6
56,Darragh ONeill,295,6
58,Pete Kontodiakos,313,7
52,Josh Brisk,144,3
28,Wesley Carroll,28,1
63,David Bohner,226,5
50,David Lerner,154,4
52,Matt Darr,132,3
39,Michael Palardy,39,1
69,Shawn Powell,201,4
51,Tress Way,185,4
54,Andrew Shapiro,310,7
50,Drew Butler,132,3
37,Sean Poole,37,1
51,Ron Doherty,330,7
48,Justin DuVernois,208,5
42,Josh Hubner,217,6
43,Adam Pines,174,5
50,Eric Guthrie,273,6
40,Matt Yoklic,99,3
51,Tino Sunseri,94,2
33,Ryan Doerr,119,4
48,Matt Rinehart,229,6
45,Ryan Tydlacka,241,6
43,Chris Philpott,142,4
41,Josh Bleser,99,3
51,Brett Baer,229,6
11,Chris Masson,11,1
57,Ryan Allen,282,6
56,Richie Leone,333,7
41,Nick Ferrara,81,2
40,Corey Smith,79,2
40,Tom Hornsey,143,4
58,Dalton Botts,191,4
60,Ben Buchanan,279,6
41,Matt Wile,105,3
53,Jay Karutz,218,5
57,Dan Orseske,138,3
48,Zac Murphy,152,4
47,Christian Brinser,47,1
37,Trey Barrow,37,1
56,Thomas Hibbard,294,7
47,Jimmy Howell,153,4
42,Wil Baumann,105,3
48,Brett Maher,163,4
52,Kiel Rasp,203,5
49,Jake Capraro,300,7
43,Ian Campbell,123,3
51,Ben Skaer,197,5
38,Ryan Erxleben,38,1
50,Ben Turk,166,4
55,Mike Sadler,238,6
40,Paul Hershey,60,2
49,Kase Whitehead,183,4
53,Jackson Rice,98,2
51,Cody Webster,51,1
31,Kriss Proctor,31,1
29,Pablo Beltran,29,1
54,Brian Stahovich,199,5
48,Dan Wagner,245,6
44,Justin Brockhaus Kann,44,1
47,Harrison Waid,235,6
49,Jake Hurst,259,6
47,Peter Boehme,47,1
33,Matt Stone,33,1
44,Anson Kelton,84,2
54,Aaron Munoz,184,4
48,Conner Fryoux,48,1
53,Brandon McManus,203,5
55,Anthony Fera,216,5
46,Cole Way,185,5
55,Quinn Sharp,181,4
68,Drew Kaser,91,2
40,Ryan Epperson,40,1
52,Bobby Cowan,425,10
52,Trey Ragland,171,4
44,Jonathan Ginsburgh,88,2
70,Jeff Locke,195,4
51,Justin Tucker,139,3
63,Chase Lansford,162,4
39,Alex Dunnachie,168,5
44,Kyle Negrete,83,2
33,Shane Raupers,93,3
48,Jonathan Fisher,87,2
64,Richard Kent,207,4
62,Tyler Campbell,267,6
41,Scott Demler,99,3
44,Ryan Wilbourn,160,4
36,Neely Sullivent,67,2
37,Alex Wulfeck,70,2
36,Brad Nortman,36,1
44,Ryan Neir,314,9
58,Hendrix Brakefield,159,4
38,Ben Armer,65,2
46,Richie Hogan,121,3
76,Patrick ODonnell,179,3
52,Wil Baumann,255,6
67,Riley Stephenson,272,6
52,David Bohner,166,4
15,Tucker Tipton,15,1
48,AJ Fox,159,4
44,Cody Mandell,225,6
54,Dylan Breeding,357,8
53,Kyle Dugandzic,222,5
61,Jackson Rice,156,3
51,Steven Clark,139,3
46,Mickey Groody,160,4
49,Josh Hubner,224,5
57,Kyle Negrete,95,2
40,Scott Kovanda,74,2
44,Chris Boldt,118,3
39,Robert Griffin III,39,1
48,Kyle Martens,221,5
52,Ryan Quigley,188,5
55,Brad Elkin,162,4
41,Cole Way,193,5
45,Jacob Schum,203,5
41,Peter Fardon,108,3
62,Cole Wagner,354,8
43,Spencer Benton,66,2
43,Dawson Zimmerman,43,1
55,Shawn Powell,214,5
42,Alex King,42,1
49,Jonathan Ginsburgh,260,6
48,Trey Ragland,171,4
50,Josh Brisk,230,6
51,Brett Baer,327,8
48,Sean Poole,92,3
41,Thomas Hibbard,154,4
46,Richie Leone,75,2
52,Bobby Cowan,373,8
48,Andrew Shapiro,69,2
50,Ryan Lankford,71,2
30,Justin DuVernois,30,1
48,Ben Armer,170,4
50,Eric Guthrie,96,2
47,Aaron Munoz,131,3
44,Conner Fryoux,82,2
48,Matt Rinehart,298,7
52,Ryan Tydlacka,257,6
43,David Lerner,180,5
54,Nick Ferrara,283,6
57,Brandon McManus,191,4
46,Mike Sadler,87,2
48,Richie Hogan,266,7
50,Tom Hornsey,475,12
48,Matt Stone,127,3
42,Dalton Botts,156,4
52,Ryan Doerr,157,4
51,Zac Murphy,123,3
24,Zac Dysert,24,1
47,Brian Schmiedebusch,204,5
51,Matt Wile,196,4
52,Brian Stahovich,229,6
48,Dan Orseske,48,1
57,Tyler Campbell,457,9
59,Drew Butler,221,4
45,Kase Whitehead,280,8
51,Scott Demler,76,2
37,Danny Coale,62,2
53,Baker Swedenburg,313,7
72,Ryan Allen,316,7
38,Ryan Neir,38,1
51,Ben Skaer,265,6
23,James Aho,23,1
47,Will Atterberry,208,5
57,Adam Pines,299,7
45,Ben Buchanan,157,4
51,Darragh ONeill,231,6
52,Tress Way,182,5
63,Trey Barrow,377,8
62,Johnny Hekker,159,3
56,Jeff Locke,201,4
52,Matt Yoklic,131,3
46,Mark Myers,46,1
33,Tino Sunseri,33,1
47,Ben Turk,149,4
57,Anthony Fera,155,3
50,Jay Karutz,202,5
42,Justin Doerner,104,3
50,Paul Hershey,161,4
56,Joey Scribner Howard,139,3
58,Richard Kent,372,9
46,Justin Brockhaus Kann,146,4
49,Ian Campbell,183,4
51,Harrison Waid,81,2
50,Jake Capraro,193,5
47,Jonathan Fisher,157,4
38,Vince Penza,180,5
38,Anson Kelton,53,2
46,Will Goggans,243,6
46,Nate Toulson,252,6
52,Ryan Epperson,123,3
54,Quinn Sharp,180,4
44,Ryan Erxleben,124,3
41,Jake Hurst,75,2
66,Chase Lansford,237,5
60,Tyler Bennett,319,7
59,Pete Kontodiakos,366,9
50,Jimmy Howell,158,4
60,Peter Boehme,154,3
50,Danny Hrapmann,50,1
41,Will Mahan,78,2
58,Bryan Anger,149,3
58,Corey Smith,232,6
60,Brad Wing,292,6
59,Austin McCoy,264,6
61,Brett Maher,159,3
50,Matt Yoklic,87,2
43,Justin Brockhaus Kann,209,6
58,Ian Campbell,253,5
45,Richie Leone,169,4
51,Riley Stephenson,179,4
67,Tyler Bennett,233,5
56,Dylan Breeding,339,7
50,Ryan Epperson,214,6
64,Chris Boldt,110,2
53,Jonathan Ginsburgh,222,5
54,Josh Hubner,219,5
65,Johnny Hekker,307,7
45,Ryan Quigley,156,4
44,Alex Wulfeck,189,5
61,Brad Elkin,225,5
61,Jake Hurst,410,9
57,Richie Hogan,145,4
41,Ryan Neir,102,3
57,Darragh ONeill,147,3
41,Dan Wagner,121,3
54,Cole Wagner,287,7
65,Ben Armer,246,6
59,Pete Kontodiakos,211,5
72,Harrison Waid,293,5
46,Ben Ryan,75,2
44,Thomas Hibbard,147,4
62,Jay Karutz,203,6
45,Zack Campbell,162,5
40,Josh Brisk,148,4
57,Alex King,240,5
50,David Lerner,303,7
49,Cody Mandell,199,5
42,Andrew Shapiro,155,4
54,Tyler Campbell,238,6
44,Drew Butler,171,4
58,Baker Swedenburg,296,7
47,Justin DuVernois,117,3
27,Ryan Lankford,27,1
65,Brandon Williams,204,6
47,Adam Pines,353,10
49,Anthony Fera,273,7
43,Kirby Van Der Kamp,119,3
37,Justin Tucker,127,4
50,Ron Doherty,118,3
52,Ryan Erxleben,186,5
49,Ryan Doerr,132,3
40,Spencer Roth,54,2
43,Brett Baer,160,4
57,Mickey Groody,313,7
67,Chris Philpott,254,6
45,Kase Whitehead,185,5
50,Brad Wing,335,8
64,Ryan Tydlacka,424,10
60,Ryan Allen,257,6
53,Alex Dunnachie,189,5
15,Bryant Moniz,15,1
52,Nick Ferrara,157,4
40,RJ Peppers,138,4
42,Dalton Botts,117,3
42,Kory Kowalski,218,6
61,Anthony Kokal,226,7
39,Zac Murphy,138,4
59,Patrick ODonnell,297,7
47,Will Hagerup,75,2
64,Dan Orseske,363,10
39,Nate Toulson,108,3
35,Josh Davis,65,2
62,Tom Hornsey,210,5
45,Pablo Beltran,111,3
65,David Baska,113,2
42,Jr,42,1
38,J Ellis Flint,106,3
37,Sean Poole,62,2
56,Ben Skaer,260,6
44,Jake Capraro,120,3
47,Ben Buchanan,406,10
51,Mike Sadler,245,6
42,Paul Hershey,164,5
68,Matt Rinehart,252,5
58,Tress Way,182,4
56,Scott Kovanda,424,10
40,Scott Secor,40,1
61,Cody Webster,232,5
37,Carson Wiggs,66,2
46,Ben Turk,88,2
59,Joey Scribner Howard,291,7
46,Steven Clark,265,7
54,Peter Boehme,123,3
54,Kyle Martens,397,9
38,David Green,73,2
51,Jeff Locke,138,3
52,Shane Raupers,186,5
51,Justin Doerner,163,4
50,Anson Kelton,233,6
48,Matt Stone,215,6
65,Brandon McManus,118,2
40,Vince Penza,219,6
29,Matt Darr,29,1
53,Jacob Schum,142,3
32,Peter Fardon,58,2
51,Cole Way,117,3
56,Will Atterberry,186,4
51,Will Goggans,256,6
54,Trey Ragland,302,7
53,Kyle Dugandzic,83,2
41,Sean Sellwood,75,2
62,Nick Marsh,62,1
46,Kiel Rasp,86,2
38,Will Mahan,38,1
48,Jimmy Howell,245,6
27,Robert Randolph,27,1
76,Bobby Cowan,461,9
44,Scott Demler,235,8
50,Dawson Zimmerman,331,8
42,Brad Nortman,83,2
47,Brett Maher,127,3
56,Hendrix Brakefield,228,5
41,Ryan Wilbourn,77,2
32,Neely Sullivent,32,1
14,Corey Smith,14,1
52,Brian Schmiedebusch,220,5
50,Nate Toulson,215,5
53,Hendrix Brakefield,345,8
54,Jackson Rice,221,5
59,Bryan Anger,268,6
54,Andrew Shapiro,310,7
52,Brad Elkin,235,5
58,Zack Campbell,283,6
45,Josh Brisk,137,4
50,Cody Mandell,118,3
54,Richard Kent,206,5
59,Dylan Breeding,311,7
54,Steven Clark,360,9
47,Scott Kovanda,161,4
33,Keith Wenning,33,1
24,Scott Secor,24,1
47,Brandon McManus,47,1
58,Spencer Roth,172,4
67,Kirby Van Der Kamp,341,8
48,Jacob Schum,250,6
50,Paul Hershey,153,4
42,Harrison Waid,81,2
46,David Bohner,234,7
53,Kase Whitehead,332,8
58,Dawson Zimmerman,146,3
48,Ryan Quigley,198,5
47,Sean Poole,114,3
42,Chandler Anderson,77,2
53,Nick Ferrara,181,4
47,Richie Leone,88,2
58,Ben Ryan,213,5
55,Bobby Cowan,550,11
61,Ryan Allen,480,10
50,Adam Pines,303,7
49,Justin DuVernois,226,6
48,Ryan Doerr,214,5
67,Trey Barrow,238,5
53,Brett Baer,230,6
53,Will Goggans,141,4
45,Aaron Munoz,168,4
64,Ryan Wilbourn,189,4
45,Neely Sullivent,78,2
45,Brad Wing,117,3
42,David Lerner,224,6
54,Zac Murphy,86,2
40,Chris Boldt,75,2
55,Pablo Beltran,143,3
58,Peter Boehme,132,3
52,Thomas Hibbard,245,6
53,Josh Bleser,161,4
42,Chris Philpott,84,2
43,Wil Baumann,112,3
44,Richie Hogan,114,3
53,Brett Maher,177,4
55,Ben Buchanan,260,6
36,Jake Hurst,70,2
58,Chase Lansford,390,9
52,Ryan Neir,109,3
65,Matt Rinehart,269,6
47,Brandon Williams,140,3
38,Will Hagerup,38,1
38,Ben Turk,75,2
54,David Baska,120,3
58,Will Atterberry,320,7
63,Mickey Groody,265,6
60,Quinn Sharp,115,2
49,Michael Reichenstein,49,1
59,Ron Doherty,185,4
63,Johnny Hekker,185,4
41,Kyle Dugandzic,71,2
58,Anthony Fera,219,5
49,Eric Guthrie,158,4
66,Cody Webster,136,3
38,Carson Wiggs,38,1
55,Dan Orseske,213,5
25,David Schwerman,25,1
61,Kyle Martens,310,7
58,Tom Hornsey,471,10
58,Justin Doerner,349,9
58,Matt Yoklic,390,9
49,Joey Scribner Howard,200,5
53,Ryan Tydlacka,398,9
49,Brian Stahovich,179,4
57,Anson Kelton,153,4
48,David Green,88,2
53,Darragh ONeill,346,8
49,Matt Darr,169,4
55,Drew Butler,166,4
54,Justin Tucker,223,5
38,Tress Way,94,3
48,Jonathan Ginsburgh,162,4
48,Jonathan Fisher,188,5
21,Shane Raupers,21,1
46,Vince Penza,131,4
60,Jay Karutz,389,8
43,Ryan Erxleben,124,3
68,Ryan Epperson,228,5
46,Trey Ragland,230,6
41,Baker Swedenburg,197,6
46,Jeff Locke,167,4
40,Dan Wagner,77,2
40,Nick Marsh,96,3
46,Sean Sellwood,90,2
49,Josh Hubner,254,6
47,Tyler Bennett,122,3
49,Austin McCoy,266,7
52,Michael Branthover,84,2
46,Dalton Botts,83,2
45,Alex Wulfeck,260,7
60,Shawn Powell,139,3
40,Ben Armer,75,2
57,Brian Schmiedebusch,216,5
47,Michael Molinari,215,5
63,Cole Wagner,397,9
38,David Baska,76,2
49,Jr,49,1
56,Brian Stahovich,85,2
61,Bryan Anger,171,4
54,Kyle Negrete,210,5
51,Harrison Waid,86,2
45,Alex Dunnachie,162,4
50,Steven Clark,353,9
67,Kyle Christy,323,7
59,Brian Schmiedebusch,213,5
46,Bill Claus,237,6
59,Patrick ODonnell,245,6
41,Chris Philpott,183,5
28,Josh Bleser,28,1
38,Richie Hogan,97,3
44,Jay Karutz,93,3
50,Cole Wagner,267,6
55,Justin Brockhaus Kann,134,3
59,Pete Kontodiakos,388,8
55,Brad Elkin,55,1
60,Alex King,266,5
45,Shawn Powell,78,2
51,Mickey Groody,328,8
47,Hendrix Brakefield,217,6
46,Andrew Shapiro,131,3
54,Tyler Bennett,219,5
66,Justin DuVernois,230,6
54,Ben Buchanan,273,7
46,Eric Guthrie,120,3
50,Brandon Williams,139,4
57,Ron Doherty,441,11
57,Tress Way,137,3
50,Matt Rinehart,358,9
55,Zac Murphy,391,11
43,Brett Baer,217,6
55,Will Atterberry,298,7
45,Nick Ferrara,189,5
45,Dawson Zimmerman,173,4
45,Mike Sadler,205,5
42,Will Hagerup,223,7
51,Tom Hornsey,296,7
51,Ben Ryan,174,4
43,Tyler Campbell,278,7
44,Cody Mandell,44,1
57,Trey Barrow,124,3
56,Kirby Van Der Kamp,245,6
49,Kase Whitehead,281,7
55,Kyle Martens,245,6
53,Baker Swedenburg,225,5
60,Joey Scribner Howard,230,6
47,Thomas Hibbard,136,4
42,Dalton Botts,171,5
48,Ben Skaer,216,5
66,Ben Armer,241,5
53,Jake Capraro,410,9
60,Bobby Cowan,392,8
54,Paul Hershey,278,6
67,Scott Kovanda,327,7
53,Jackson Rice,231,5
52,Josh Hubner,344,8
42,Johnny Hekker,42,1
36,Riley Stephenson,36,1
51,Matt Yoklic,291,8
14,Tino Sunseri,14,1
55,Nick Marsh,238,6
69,Anthony Fera,267,6
54,Cody Webster,137,3
38,Carson Wiggs,38,1
38,Justin Doerner,74,2
50,Pablo Beltran,73,2
33,Matt Stone,33,1
24,JJ McDermott,24,1
51,David Bohner,123,3
62,Brandon McManus,178,3
48,Jacob Schum,260,7
41,Matt Darr,147,4
42,Michael Palardy,42,1
53,Brad Wing,180,4
48,Justin Tucker,288,7
60,Quinn Sharp,278,6
42,Jonathan Ginsburgh,206,6
58,Ian Campbell,91,2
44,Cole Way,117,3
52,Trey Ragland,411,10
59,Will Goggans,294,7
40,Aaron Munoz,189,5
45,Spencer Roth,131,3
49,Ryan Erxleben,92,2
46,Ryan Doerr,206,5
43,Richard Kent,70,3
38,Ryan Fowler,62,2
47,Drew Butler,92,2
40,Jimmy Howell,79,2
40,Sean Poole,137,4
49,Alex Wulfeck,301,7
58,Michael Branthover,295,7
51,Will Mahan,88,2
44,Darragh ONeill,243,6
51,Dan Wagner,296,7
46,David Green,112,3
52,Brad Nortman,263,6
45,Adam Pines,307,9
55,Austin McCoy,270,6
52,Chase Lansford,374,9
41,Neely Sullivent,114,3
36,Ryan Aplin,36,1
43,Jack Griffin,139,4
64,Kyle Dugandzic,120,2
53,Jeff Locke,300,6
39,Trey Ragland,73,2
46,David Bohner,88,2
52,Josh Bleser,118,3
38,Justin Doerner,94,3
57,Jonathan Fisher,176,4
47,Michael Molinari,134,3
44,Zack Campbell,271,7
41,Paul Hershey,70,2
41,Cody Mandell,81,2
46,Michael Palardy,200,5
61,Scott Kovanda,232,5
51,Richie Hogan,168,4
47,Brad Elkin,47,1
40,David Baska,116,3
68,Brian Schmiedebusch,332,7
64,Brandon McManus,416,9
44,Jacob Schum,107,3
52,Ryan Neir,331,8
50,Riley Stephenson,87,2
62,Bryan Anger,231,5
55,Sean Sellwood,273,6
55,Dawson Zimmerman,241,6
49,Thomas Hibbard,201,5
55,Darragh ONeill,518,12
61,Jackson Rice,216,4
44,Alex King,192,5
45,Alex Wulfeck,267,7
62,Jay Karutz,251,6
53,Ben Armer,259,6
51,Mickey Groody,265,6
48,Nate Toulson,161,4
58,Shawn Powell,161,3
45,Nick Ferrara,344,10
52,Alex Dunnachie,203,5
50,Jake Capraro,256,7
49,Richie Leone,89,2
43,Kase Whitehead,192,5
38,Eric Guthrie,38,1
51,Adam Pines,131,3
53,Kirby Van Der Kamp,377,9
55,Ryan Epperson,233,5
50,Ron Doherty,324,8
41,Ryan Doerr,119,3
55,Ryan Tydlacka,225,5
56,Brad Wing,205,4
52,Steven Clark,246,7
49,Mike Sadler,266,7
46,Brad Nortman,83,2
58,Dalton Botts,186,4
52,Sean Poole,112,3
39,Chandler Anderson,73,2
40,Dan Orseske,199,6
28,Brett Maher,49,2
45,Tyler Campbell,226,6
52,Dylan Breeding,175,4
49,Trey Barrow,184,5
55,Quinn Sharp,265,6
38,Pablo Beltran,74,2
50,Ben Ryan,80,2
47,Jake Hurst,127,3
54,Andrew Shapiro,162,4
46,Brandon Williams,188,5
43,Anthony Fera,82,2
54,Alex Butterworth,76,2
48,Ben Turk,168,4
22,Kyle Negrete,44,2
61,Will Atterberry,338,8
46,Aaron Munoz,268,7
56,Tress Way,295,7
52,Ryan Erxleben,261,7
53,Cody Webster,256,6
38,Carson Wiggs,74,2
44,Justin DuVernois,280,8
55,Kyle Martens,276,6
42,Cole Way,114,3
42,Kevin Fitzpatrick,42,1
53,Justin Brockhaus Kann,208,5
64,Patrick ODonnell,214,4
42,Peter Boehme,83,2
55,Danny Hrapmann,55,1
50,Matt Stone,201,5
41,David Green,41,1
45,Will Mahan,122,3
38,Kiel Rasp,38,1
33,Anson Kelton,94,3
54,Ben Skaer,281,7
50,Jonathan Ginsburgh,155,4
66,Tom Hornsey,293,7
36,Bill Claus,118,4
46,Zac Murphy,233,6
36,Zac Dysert,36,1
58,Ian Campbell,164,3
64,Pete Kontodiakos,257,5
53,Tyler Bennett,363,8
66,Ryan Allen,418,8
46,Richard Kent,91,2
30,Ryan Fowler,30,1
65,Chris Boldt,210,5
49,Jimmy Howell,299,8
49,Wil Baumann,309,9
40,Michael Branthover,155,5
49,Ryan Quigley,282,7
37,Dan Wagner,71,2
40,Johnny Hekker,40,1
46,Hendrix Brakefield,164,4
51,Brett Baer,147,4
52,Josh Brisk,188,5
12,Wesley Carroll,12,1
63,Will Goggans,359,8
28,Michael Taylor,28,1
53,Matt Yoklic,264,6
50,Cole Wagner,344,8
46,Richie Leone,131,3
49,Kyle Martens,336,8
58,Dalton Botts,129,3
39,Jimmy Howell,112,3
53,Anson Kelton,274,7
35,Riley Stephenson,58,2
45,Zack Campbell,305,8
55,Richie Hogan,335,8
31,Ryan Wilbourn,31,1
47,Will Atterberry,272,7
39,Steven Clark,107,3
48,Tyler Campbell,199,5
47,Josh Hubner,200,5
43,Darragh ONeill,188,5
55,David Bohner,170,4
64,Tom Hornsey,395,10
45,Alex King,126,3
75,Michael Branthover,222,6
51,Phil McNaughton,125,3
24,Ben Ryan,35,2
54,Jonathan Ginsburgh,256,6
49,Shawn Powell,124,3
62,Wil Baumann,284,7
46,Drew Butler,205,6
48,Kyle Christy,196,5
46,Sean Poole,132,3
54,Dawson Zimmerman,115,3
54,Bobby Cowan,209,5
50,Alex Dunnachie,176,5
53,Adam Pines,190,5
37,Brandon Williams,37,1
