name, receiving touchdowns, receiving yards, receptions
D Jackson,0,3,1
C Williams,2,117,3
K Mahekau,0,27,1
M Fells,0,9,2
T Snead,0,54,3
D Farrier,0,32,2
B Proehl,0,19,2
C Johnson,0,17,2
L Henley,0,11,1
J Hatfield,0,5,1
J Spielman,0,76,4
K Noa,1,51,3
W Robinson,0,48,3
J Stoll,0,38,2
M Williams,0,26,1
M Washington,1,18,3
D Chase,0,13,1
K Rafdal,0,9,1
J McQuitty,0,8,1
D Crawford,0,71,5
C Tucker,0,50,5
S Tears,0,32,3
T Richie,0,31,3
C Lersch,0,26,1
M Brinkman,0,25,3
M Jones,0,18,2
J Nettles,0,10,1
D Robinson,0,8,2
T Harbison,0,3,1
R Valentine,0,3,1
M Love,0,-1,1
K Fossum,0,77,5
E Cooks,0,65,6
B Putman,0,57,4
J Kincaide,0,51,5
D Christian,0,33,3
M Stovall,0,11,1
T Taua,0,9,3
H Ikahihifo,0,0,1
K Moore,0,-3,3
R Shaheed,1,30,3
D Cooley,0,21,1
J Davis,0,6,1
K Smith,0,6,2
September,8,2019,14
J Jefferson,1,61,2
B Skowronek,0,57,4
K McGowan,0,31,2
M Washington,0,9,2
B Holman,0,4,1
J Moten IV,0,3,1
N Bean,0,27,2
R Grimes,0,27,4
T Collins,0,21,4
S Jenkins,0,16,1
C Williams,0,15,2
M Stevenson,0,13,1
G Fauolo Sr,0,6,1
T Jackson,0,-5,1
C Claypool,1,96,4
J McKinley,2,85,2
B Lenzy,1,74,2
A Davis,1,59,1
C Finke,1,57,2
T Tremble,0,29,1
L Keys III,0,20,2
T Jones Jr,0,6,1
B Wright,0,5,1
K Williams,0,3,1
A Molina,0,79,2
J Griffin IV,0,27,3
E Lilly,0,24,1
J Jones Jr,0,8,1
B Carroll,0,7,1
J Jones,0,6,1
D Vigilant,0,0,1
J Johnson III,2,76,8
J Breeland,2,49,5
J Delgado,0,35,3
D Davis,0,30,3
J Redd,1,23,3
T Dye,0,22,2
C Verdell,0,21,1
D Felix,0,19,1
R Bay,0,19,2
S Webb,0,18,1
B Addison,0,4,1
S Dollars,0,-3,1
September,10,2019,14
S Akem,0,85,6
J Louie McGee,0,64,6
S Toure,0,26,3
M Knight,0,24,4
M Roberts,0,16,1
C Bingham,0,12,2
G Sulser,0,6,1
M Rensvold,0,1,1
C Flemings,2,142,5
I Hodgins,2,81,7
N Togiai,0,22,3
L Musgrave,0,18,2
J Irish,0,18,2
K Taylor,0,7,1
A Pierce,0,3,1
J Koski,0,61,2
D Hernandez,0,22,1
Q Harrison,0,21,1
X Moore,1,8,1
K Hamler,0,68,3
R Slade,0,42,2
J Shorter,0,29,2
J Dotson,0,21,2
J Brown,0,16,1
P Freiermuth,0,16,1
N Cain,0,13,1
D Ford,0,9,1
C Sullivan Brown,0,8,1
T Mack,0,125,12
A Davis,0,94,7
M Ffrench,0,43,8
N Griffin Stewart,0,39,2
T Tipton,0,28,2
D Butler Jenkins,0,27,1
A Mathews,0,17,2
W Gragg,0,-1,1
B Hopkins,0,77,4
A Anderson Jr,1,59,2
R Moore,0,25,3
K Doerue,0,9,1
M Wright,0,6,1
A Horvath,0,6,1
D Bell,0,-1,1
J Reagor,0,29,3
A Davis,1,22,1
D Anderson,0,13,2
P Wells,0,6,1
S Olonilua,0,5,1
A Trammell,0,97,6
B Rozner,0,41,1
A Pitre III,0,26,2
C Montgomery,0,8,1
A Walter,2,7,2
J Smith,2,75,6
D Duvernay,0,60,6
M Epps,0,53,4
K Lewis,0,37,1
R Johnson,1,30,3
B Eagles,0,28,1
K Ingram,0,19,2
J Burt,0,18,1
J Pouncey,0,8,1
D Young,0,7,2
M Washington,0,3,1
K Baker,1,84,2
J Tolbert,0,37,4
J Miller,0,15,1
T Hamilton,0,6,1
D Flenord,0,5,1
D Coxie,0,81,3
J Magnifico,0,58,1
A Gibson,1,26,2
K Watkins,1,18,1
K Jones,1,17,2
K Gainwell,0,9,2
K Wilson,0,6,1
T Taylor,0,3,1
T Samuel,0,0,1
S Smith,1,90,6
B Edwards,0,79,9
K Markway,1,46,5
J Vann,0,23,4
N Muse,0,21,4
R Dowdle,0,21,3
T Feaster,0,17,2
O Smith,0,14,2
D Joyner,0,13,1
D Smith,2,136,8
H Ruggs III,1,122,6
N Harris,2,87,5
J Jeudy,0,68,6
B Robinson Jr,0,37,2
S Bolden,0,14,1
M Tennison,0,12,1
J Waddle,0,12,1
M Forristall,0,7,1
J Ford,1,100,4
E McDoom,0,35,1
M Wilcox,2,30,2
K Joiner Jr,0,21,3
J Mathis,0,20,1
X Weaver,0,18,2
T Horne,1,9,2
K Purlett,0,7,2
J Phillips,0,1,1
D Burroughs,1,108,6
W Vereen,0,76,4
S Davis,0,35,1
D Dubose,0,22,1
T Dubose,0,17,1
Y Washington,0,9,1
D James,0,8,1
T Thomas,0,7,1
D Hamilton,0,5,1
L Morris,0,-4,1
R Roberson Jr,0,68,4
M Gailliard,0,61,5
K Granson,1,58,1
J Proche,1,33,3
U Bentley IV,0,30,1
J Bell,0,-1,1
C Twyford,1,53,3
H White,0,42,6
T Graham Jr,0,33,2
A Taylor,1,27,4
M Hilts,0,15,2
J Haydel,0,14,2
M Hays,0,14,2
H Hebert,0,12,1
J Sheread,0,8,2
J Hopkins,0,7,1
M Neal,0,67,2
L Benson,0,26,2
S Riley,0,22,4
A Hackett,0,18,2
T Jackson,0,16,2
A Adams,0,14,2
T Harris,0,9,1
T Higgins,0,150,7
A Rodgers,2,121,4
J Ross,0,64,5
T Etienne,0,32,3
T Chase,0,11,1
D Allen,0,10,1
F Ladson Jr,1,7,1
D Rencher,0,-4,1
J Blue,1,132,5
I Wright,1,58,5
K Yeboah,1,44,4
T Williams,0,18,1
B Mack,0,17,3
J Barbon,0,8,2
D Demus,0,42,3
C Okonkwo,0,37,4
C Carriere,0,35,3
B Cobbs,0,22,1
D Turner,0,19,1
T Mabry,1,17,1
D Jones,0,11,2
J Leake,0,-4,1
M Callaway,1,59,2
C Tillman,1,38,2
P Fant,0,19,1
J Palmer,0,18,1
J Jennings,1,12,1
B Johnson,0,9,1
D Wood Anderson,0,6,1
E Gray,0,4,1
C James,0,18,2
L Tucker,0,15,1
D Williams,0,11,1
A Manning,0,9,1
J Tyus,0,8,1
K McKinnon,0,7,1
B Nunnelly,0,7,1
G Upshaw,0,1,1
T Spears,1,88,1
D Mooney,0,51,5
W Wallace,0,22,2
J Toles,0,19,1
J Vallien,0,17,2
K Ledee,0,17,1
A Jones,0,15,3
J McCleskey,0,13,2
D Daniels,0,46,2
T Currie,0,33,2
A Baker,0,17,3
L Thomas,0,15,3
D Frost,1,11,1
D Vick,0,5,2
M Chio,0,1,1
K Stokes,1,109,7
S Crawford Jr,0,55,3
J Santana,0,25,1
S Brooks,0,16,2
K Johnson,0,15,2
C Montgomery,0,11,2
D Carter,0,7,2
T Wallace,1,118,5
D Stoner,0,32,4
L Wolf,0,17,2
B Johnson,0,2,1
D McKinley Lewis,1,90,3
D Rosi,1,84,5
B Mitchell,0,66,1
D Phillips,1,41,3
J Stuart,0,27,2
S Seymour,0,25,3
N Kovacs,0,9,1
D Maddox,1,4,2
R Gilliam,0,2,1
J Bell,0,38,3
J McCray,0,35,5
L Brooks,0,34,4
R Castille,0,29,7
D Green,0,24,3
E Downing,0,13,1
S Turner,0,12,2
D McMillian,0,8,2
C Thomas,0,3,1
T Terrell,0,2,1
K Geiger,1,118,6
L Whittemore,0,110,5
T Eafford,1,110,7
K McClain,2,104,4
R Todd,0,24,3
D Billingsley,0,20,2
B Smith,0,10,1
B Clark,0,8,1
Q Watkins,2,209,7
J Adams,0,180,11
J Mitchell,1,68,3
C Cavallo,0,28,1
D Harris,0,18,4
T Jones,0,11,3
J Ausbon,1,109,4
K Rogers,0,83,6
A Smith,1,66,6
C Buckley,0,60,4
J Wydermyer,1,25,1
I Spiller,0,21,2
R Renick,0,19,1
J Preston,0,18,1
G Beal,0,9,1
M Sikes,0,16,1
K Allen,0,14,2
C Green,0,12,1
M Wanza,0,11,3
K Banks,0,11,2
C Robinson,0,11,1
D Asiasi,0,71,3
D Felton,0,44,4
K Phillips,1,20,2
M Martinez,0,18,1
J Erwin,1,15,2
J Wilson,0,11,1
C Cota,0,11,1
G Dulcich,0,11,1
C Rambo,2,116,5
L Morris,0,43,2
G Calcaterra,0,40,2
C Lamb,1,39,1
D Stoops,0,17,1
N Basquine,0,17,2
T Bridges,0,13,1
J Haselwood,0,9,1
J Hall,0,8,1
B Thompson,2,105,2
B Kuithe,1,80,3
B Covey,0,42,4
J Dixon,0,37,3
S Enis,0,18,3
D Vickers,0,11,2
D Banton,0,10,1
T Perriman,0,9,2
C Fotheringham,0,8,1
A Campbell,0,33,4
M Dean,0,28,4
T Conner,0,15,1
N Shubert,0,4,1
C Strickland II,0,38,4
L Watson,0,37,1
S McCormick,0,26,3
G Sharp,0,23,3
R Wisdom,0,22,1
B Moorhead,0,20,4
J Cephus,0,16,2
S Jones,0,13,3
B Brady,0,7,1
T Ogle Kellogg,0,6,1
D Boston,0,1,1
C Harrison,0,12,1
K Cline,0,6,1
T Jana,0,85,7
J Reed,1,83,8
H Dubois,0,75,7
T Cowley,0,21,3
B Kemp,0,20,2
L Atkins,0,11,3
T Terry,0,78,4
T McKitty,0,70,4
K Helton,1,34,5
T Harrison,0,18,1
K Laborn,0,11,2
G Nabers,1,10,1
C Akers,1,9,3
O Wilson,0,4,2
T Robinson,0,31,4
T Turner,1,29,4
K Smith,0,22,2
K King,0,16,2
D Keene,0,14,2
J Mitchell,0,10,2
D McClease,0,1,1
T Gordon,0,33,4
W Anderson Jr,0,19,2
R Miller,0,8,1
D Wynn,0,5,1
A Armstrong,0,3,1
H Bryant,1,115,5
A Fuller,1,55,5
A Baccellia,0,39,4
P Nacua,1,28,1
S Ahmed,0,13,2
C McClatcher,0,12,1
A Osborne,0,-2,1
C Byrd II,1,72,6
J Ward,0,66,6
J Smart,0,54,6
J Phillips,0,24,2
M Stovall,0,21,4
J Sharsh,0,17,2
J Simon,1,77,1
L Jackson,0,40,4
J Pearson,1,37,5
J Sloan,0,35,6
G Walker,0,21,2
Q Jernighan,0,20,5
X Lane,0,12,1
K Fourtenbary,1,3,1
C Atwell,3,141,4
M Ford,0,23,1
S Dawkins,0,21,3
D Peete,0,11,1
T Jackson,0,9,1
S Moore,0,97,6
D Bussell,1,65,3
G Ricci,0,30,1
J Hall,0,23,2
D Eskridge,0,20,1
C Crooms,0,6,1
K Mixon Jr,0,5,1
A Mussat,0,-2,1
D Gentry,0,44,1
M Marshall,0,23,2
A Payne,1,20,1
C McCoy,0,13,2
S Pinckney,0,11,1
T Barnett,0,10,2
D Coates,0,3,1
R Carter,0,2,1
S James,1,155,9
S Ryan,0,38,4
A Jennings,1,28,3
T Simmons,0,16,3
G Campbell,1,13,1
W Wright,0,13,4
K McKoy,0,9,3
E Emezie,0,103,12
C Angeline,1,74,4
T Hines,0,19,2
D Carter,0,16,2
T Thomas,1,8,1
J Houston,0,3,1
R Person Jr,0,2,2
J Marcotte,0,23,1
T Swen,0,22,1
J Okwoli,0,6,1
D Crow,0,-1,1
J Cotton,0,91,6
C Haywood,0,35,4
C Whitney,0,32,2
H Hatten,0,26,1
A Carter,0,22,2
N Romano,0,4,1
J McCleskey,2,120,4
D Mooney,1,48,1
J Toles,0,18,2
M Stevenson,1,95,2
K Corbin,1,48,3
T Bradley,0,31,3
J Singleton,0,18,1
C Trahan,0,13,2
K Porter,0,11,1
C McGowan,0,8,1
B Smith,0,6,1
T Mark,0,0,1
S Creamer,0,-1,1
C Thomas,1,119,5
J Hightower,0,48,5
J Bates,1,43,3
A Butler,0,24,2
G Collingham,0,14,2
K Shakir,0,9,2
R Mahone,0,3,1
G Sanders,1,86,5
B Waters,0,19,2
B Peterson,0,8,1
G Hebert,0,78,5
M Stanley,0,54,3
C Powell,0,52,6
A Hardy,0,49,5
S Harris,0,24,3
J Dancy,0,23,4
I Graham,0,10,1
A Maloney,0,113,5
S Thornton,1,97,7
T Gaiter IV,0,87,7
M Alexander,0,36,4
A Jones,1,24,3
N Maxwell,0,19,2
C Gaskin,0,18,1
M Pittman Jr,1,232,10
A St Brown,1,68,5
T Vaughns,1,49,4
J Falo,0,12,1
S Carr,0,7,2
V Malepeai,0,0,1
J Dixon,0,38,1
D Vickers,0,38,3
B Thompson,0,28,3
D Brumfield,0,28,4
C Fotheringham,1,23,3
B Kuithe,0,20,2
D Simpkins,0,20,2
D Henry Cole,0,8,1
B Covey,0,7,3
N Stewart,0,89,4
J Knight,0,39,1
M Wolfley,1,33,2
M Mathison,0,23,5
B Lee,0,11,2
A Williams,0,8,2
L Whittemore,0,64,7
K Geiger,0,55,7
K McClain,1,30,5
S Letton,0,21,2
B Clark,1,18,2
T Eafford,0,12,1
A Lewis,1,8,1
R Todd,0,7,1
R Rials,0,3,1
T Woolfolk,0,-3,2
O Bayless,1,141,3
K Merritt,2,131,10
J Adams Jr,1,46,3
L Bonner,0,37,1
B Bowling,0,2,1
A Cox,1,142,7
L Lenoir,0,69,5
S Bonansinga,1,45,2
D Davis,0,23,4
N Kilby,0,16,1
J Williams Jr,0,2,1
H Ruggs III,2,148,4
J Jeudy,2,96,6
J Waddle,0,43,3
D Smith,0,26,2
S Bolden,0,20,1
N Harris,1,5,1
B Robinson Jr,0,3,1
M Forristall,0,1,1
J Metchie,0,-4,1
D Harris,1,50,3
J Mitchell,0,27,2
T Jones,0,25,1
Q Watkins,0,24,3
K Perkins,0,22,2
J Adams,0,17,5
S Anderson,0,9,1
M Woods,1,115,4
T Knox,1,83,8
T Morris,1,60,4
D Whaley,0,40,4
C OGrady,0,33,4
D Warren,0,15,1
R Boyd,0,10,3
T Walker,0,161,12
I Holiness,1,64,4
B Gaither,0,50,1
J Blackwell,1,49,4
I Hamilton,0,46,5
D Deese,0,22,3
A Crump,0,5,1
B Foley,0,3,1
B Humphreys,0,2,1
A Hobbs IV,1,80,1
M Bailey,2,121,6
J Johnson,0,33,1
W Wolfolk,0,32,2
A Howell,0,18,2
D White,0,10,1
D Velez,0,7,1
I Akojie,0,5,1
D Goodwin,0,4,1
B Aiyuk,1,122,9
J Kerley,0,59,2
F Darby,1,49,2
K Williams,0,32,3
C Hodges,0,28,2
R Newsome,0,25,2
R Pearsall,0,19,1
G Porter,0,11,1
E Benjamin,0,0,2
T Brown,3,150,9
K Nixon,0,98,6
D Stanley,0,42,3
L Shenault Jr,0,23,1
A Fontenot,0,22,3
B Bisharat,0,2,1
A Nunn,0,23,3
C Todd,0,22,2
K Marks,0,9,3
D McDuffie,0,8,1
J Blue,0,87,8
B Mack,2,72,4
I Wright,1,49,7
J Gardner,0,32,4
K Yeboah,0,12,1
J Barbon,0,6,1
M Bushman,1,89,6
A Hifo,0,87,6
D Milne,0,29,4
M Simon,0,22,2
T Williams,0,17,2
G Romney,0,16,3
T Shumway,0,11,2
E Esukpa,0,6,1
A Fuller,1,91,8
A Baccellia,1,72,4
H Bryant,0,49,4
C Otton,0,36,3
K Pleasant,0,18,1
R Newton,1,16,2
S McGrew,0,8,2
J Ngata,1,62,3
T Higgins,1,58,1
W Swinney,0,24,2
L Price,0,19,1
D Overton,0,18,1
D Swinney,0,11,1
W Brown,0,8,1
C Groomes,0,8,1
L Dixon,0,7,1
F Ladson Jr,0,6,1
B Spector,0,5,1
J Chalk,0,3,1
C Powell,1,2,1
A Rodgers,0,0,1
C Dollar,0,15,1
I Finger,0,14,2
N Henderson,0,11,1
T Ringwood,0,10,1
B LeMay,0,7,2
M Elder,0,6,1
T Snead,0,67,5
B Proehl,0,51,4
C Johnson,0,46,5
A Watley,1,20,1
H Howe,0,14,1
J Johnson,0,6,1
D Farrier,0,6,2
T Williams,0,0,1
K Everson,0,42,5
Z Burdick,0,31,4
J Lowery,0,23,1
O Wright,0,23,2
T Klaus,0,19,1
Q Williams,2,115,8
A Jackson III,1,48,1
H Beydoun,1,45,3
D Drummond,0,35,6
M Sexton,0,16,2
B Turner,0,9,2
L Latu,0,4,1
T Odukoya,0,4,1
B Cannon,0,4,1
W Parker,0,-1,1
T James,1,118,2
E Walker,0,39,6
A Gilmore,0,29,3
J Pierre,0,23,3
A Anderson,0,21,2
K Huston,0,1,1
D Antoine,4,173,11
J Mitchell,0,71,4
J Raine,1,41,5
T Harrison,0,40,2
H Bryant,0,39,2
D Cousart,0,15,1
L McCammon III,0,7,1
W Wright,0,1,1
J DeCambre,1,124,8
N Ellison,0,44,3
J Lorick,0,36,8
J Stewart,0,8,1
D McKenzie,0,5,1
I Ogwuegbu,0,1,1
F Swain,1,67,3
K Pitts,1,62,4
T Grimes,0,60,2
T Cleveland,0,43,3
V Jefferson,0,31,4
J Copeland,0,22,2
M Davis,0,17,3
J Hammond,0,10,1
L Perine,0,1,1
D Pierce,0,0,1
J Jennings,0,73,7
M Callaway,0,27,1
J Palmer,0,24,2
B Johnson,0,22,1
A Pope,0,5,1
T Jordan,0,2,1
B Maurer,0,-2,1
K Helton,1,96,7
T Terry,1,73,2
T Harrison,0,54,4
G Nabers,0,45,3
D Matthews,0,44,3
O Wilson,0,24,2
C Akers,0,21,3
T McKitty,0,17,1
W Thompson,0,8,1
D Fitzpatrick,1,133,7
C Atwell,1,69,5
M Ford,0,48,1
J Davis,0,18,1
H Hall,0,10,1
I Martin,0,8,1
L Cager,1,82,5
D Robertson,0,48,4
D Blaylock,0,19,2
B Herrien,0,12,1
T Simmons,0,9,1
E Wolf,0,8,1
C Woerner,0,8,2
D Swift,0,2,3
M Landers,0,-1,1
C Kmet,1,108,9
C Claypool,1,66,6
L Keys III,0,35,3
T Jones Jr,0,24,4
C Finke,0,22,4
T Tremble,0,20,1
A Davis,0,0,2
R Smalling,0,41,5
J Imatorbhebhe,1,26,1
R Bonner,0,8,1
D Brown,0,3,1
T Sidney,0,0,1
J Spielman,0,159,7
W Robinson,2,79,8
J Stoll,1,45,3
M Williams,0,20,1
W Mazour,0,10,1
D Mills,0,9,1
K Noa,0,5,1
T Fryfogle,0,47,5
W Philyor,1,47,4
P Hendershot,1,43,5
M Marshall,0,35,2
N Westbrook,1,32,2
D Hale,0,25,1
S Scott III,0,11,2
M Bjorson,0,6,1
D Ellis,0,5,1
C Gest,0,1,1
C Ross,0,30,3
J Rose,0,28,5
A Thompkins,0,16,3
M Drayton,0,8,1
J Medlock,0,6,1
A Brown,0,4,1
K Mensah,0,2,1
T Milton,1,142,3
D Jones,1,100,2
C Kolar,0,79,5
L Pettway,0,50,4
S Shaw Jr,2,21,2
C Allen,0,19,2
S Croney Jr,0,15,1
D Soehner,0,14,1
J Lang,0,4,2
J Hodoh,1,46,3
J Pederson,1,40,3
Z Jackson,0,34,4
B Batiste,0,27,2
M McCray,0,14,3
C Whitfield,0,11,3
P Carter Jr,0,10,1
I Phillips,0,9,1
X Brown,0,6,1
A Parchment,2,132,5
D Charlot,0,52,4
S Robinson Jr,0,48,5
K Lassiter II,1,45,3
P Williams Jr,0,-2,2
T Simmons,0,46,4
K McKoy,0,44,5
S James,0,41,6
W Wright,0,27,3
S Ryan,0,20,3
A Jennings,0,18,3
I Esdale,0,6,1
M Carrigan,1,94,6
K Abram,1,73,4
K Price,1,64,5
I McKoy,0,52,5
A Dixon,0,29,3
X Williams,0,21,2
J Bronczek,0,15,1
K Orr,1,13,2
J Shaw,0,7,1
J Bangda,0,4,1
A Dulka,1,3,1
R Marlow III,0,69,6
Q Morris,0,47,4
A Clair,0,23,4
R Rahmaan,0,20,1
A Dorris,0,18,2
J Ortega Jones,0,14,1
D Jones,0,11,3
B Denley,1,3,1
J Rogers,0,1,1
A Gandy Golden,2,181,4
D Stubbs,0,66,2
K Shaa,0,49,3
D King,0,23,1
J Bonds,2,144,8
K Catlett,0,46,1
A Dana,1,43,4
J Stanley,0,33,2
R Bell,0,10,2
M Paul,0,7,1
W Robinson,0,5,1
C Lewis,0,4,1
Z Simon,1,74,5
B Dingle,1,65,4
S Palmer,0,32,2
S Emilus,0,20,3
J Johnson Jr,0,9,5
M Hill,0,7,1
B Ally,0,7,1
J Johnson,0,6,1
J Miller,0,62,4
A Bedgood,1,54,5
T Holmes,0,47,3
J Heiligh,1,42,4
T Marable,0,41,3
R White,1,24,1
I Likely,0,14,1
S Bell,0,12,1
F Payton,0,11,1
J Williams,0,-5,1
B Jordan,0,70,3
W Mallory,0,59,2
B Hightower,0,37,3
J Thomas,0,29,3
M Harley,0,24,2
D Dallas,0,19,1
C Harris,0,6,2
K Osborn,1,6,1
K Pimpleton,0,73,11
T Scott,0,69,3
J Sullivan,0,39,3
K Lewis,0,22,4
T Poljan,0,13,1
B Raimann,0,1,1
E Moore,0,102,11
B Sanders,0,73,5
D Gregory,0,63,2
J Mingo,0,30,1
J Ealy,0,30,3
D Drummond,0,22,3
S Phillips,0,10,1
T Knight,0,8,1
O Cooley,0,7,1
D Jackson,0,3,1
J Tonges,1,88,3
N Remigio,0,72,3
J Duncan,1,63,5
J Hawkins,0,40,2
K Crawford,0,39,3
C Brown Jr,1,23,2
T Clark,1,17,2
M Dancy,0,16,3
G Reinwald,0,15,1
J Nance,0,60,4
J Johnson,0,52,4
D Parker Jr,0,46,4
T Badie,1,42,3
A Okwuegbunam,1,19,3
J Knox,0,8,1
B Edwards,1,113,6
K Markway,0,52,3
S Smith,0,32,3
C Dawkins,0,30,2
C Smith,0,16,1
N Muse,0,9,1
J Vann,0,8,1
T Feaster,0,5,1
R Hilinski,0,-10,1
D Thomas,0,46,2
O Mitchell,0,36,4
M Dear,0,28,2
F Green,0,20,3
A Williams,0,20,1
I Zuber,0,16,3
J Payton,0,14,2
L Bowden Jr,0,129,7
J Ali,0,61,5
K Upshaw,0,19,1
A Wagner,0,15,1
C Thomas Jr,0,8,1
D Newsome,1,88,6
B Corrales,0,84,6
D Brown,0,51,4
R Groves,0,37,4
C Tucker,1,34,3
M Carter,1,11,1
J Williams,0,11,2
A Williams,0,7,1
T Hennigan,0,90,6
M Williams,0,78,6
C Sutton,0,58,7
J Virgil,0,-2,1
T Thomas,0,51,4
E Emezie,0,47,4
R Person Jr,0,24,3
T Hines,0,22,2
K Lesane,0,18,2
J Houston,0,15,1
D Carter,0,5,1
Z Knight,0,3,2
J Hall,0,73,8
R Miller,0,70,8
A Davis,0,61,5
Y Tyler,0,58,3
H Littles,0,28,2
N Givan,0,23,3
W Fletcher,0,19,4
D Plitt,0,2,1
C Huntley,0,-1,1
J Kress,2,122,3
M Williams,0,73,2
C Patterson III,1,72,2
A Umeh,0,42,3
E Lilly,0,38,3
A Somoye,0,5,1
B Carroll,0,5,1
J Griffin IV,0,-2,1
N Mitchell,0,105,4
T Nicholson,2,61,7
R Downs III,0,45,3
I Lottie,0,35,4
O Clark,0,33,5
C Gibson,0,19,1
J Wyatt,0,14,1
J Huntley,1,14,3
T Abraham,0,9,2
B Skowronek,0,31,3
R Chiaokhiao Bowman,0,28,3
R Lees,0,21,5
K McGowan,0,14,2
I Bowser,0,13,3
M Washington,0,9,1
C Mangieri,0,8,1
D Anderson,0,2,1
D Stewart Jr,0,77,5
C White,1,70,4
M Seybert,2,28,4
C Hayes,0,18,1
J Barnett,0,15,1
C Heyward,0,11,2
E Collins,0,9,1
D Torrey,1,60,3
M Lawrence,0,58,5
J Darden,1,27,4
J Shorter,1,20,1
G White,0,13,1
D Simpson,0,12,1
D Hair Griffin,0,11,1
K Smith,0,10,1
S Jones,0,41,6
T Woolen,0,25,1
Z Franklin,0,17,3
B Brady,0,12,1
C Strickland II,0,10,2
K Johnson Jr,0,8,1
B Moorhead,0,8,1
D Griffin,0,6,1
S McCormick,0,1,1
K Hill,1,78,2
J Williams,1,74,2
G Wilson,1,54,4
B Victor,1,42,3
C Olave,2,30,3
J Ruckert,0,24,1
M Teague III,0,17,1
R Berry,0,16,1
E Gardiner,0,10,1
J Hausmann,0,9,1
J Dobbins,0,9,1
M Crowley,1,7,1
D McCall,0,4,1
J Sorenson,0,42,4
L Mayock,0,10,1
M Thomas,0,4,1
J Maye,0,4,1
S Hooks,1,96,3
R Luehrman,0,69,4
I Cox,0,36,2
T Tupa,0,31,3
C Odom,0,26,3
A Burton,0,10,1
D Tuggle,0,5,1
J Buckner,0,4,1
J Bradley,1,75,5
J Bell,0,59,5
P LeBlanc,0,18,2
B Smith Jr,0,16,1
J Williams,0,13,2
T Ragas,0,8,1
C Gossett,0,8,2
J Jackson,0,5,1
N Ralston,1,2,1
T Mack,0,87,6
M Ffrench,1,50,7
D Butler Jenkins,1,25,4
A Mathews,0,24,1
W Gragg,0,20,2
N Griffin Stewart,0,14,1
A Davis,0,13,2
V Carter,0,8,3
K Pickett,1,3,1
V Davis,0,-1,1
G Davis,2,151,10
T Nixon,0,136,7
J Harris,0,43,2
J Hescock,0,7,3
M Williams,0,6,1
G McCrae,0,-5,2
B Rozner,0,100,7
A Trammell,0,27,2
A Pitre III,0,16,2
A Walter,0,14,2
J Myers,0,13,3
J Bradley,0,8,1
C Montgomery,0,0,1
D Mims,0,102,6
C Platt,1,85,5
T Thornton,0,70,3
R Sneed,0,24,3
C Henle,0,11,1
J Hasty,0,6,1
T Ebner,0,5,1
R Blackshear,1,130,9
I Washington,0,52,3
B Melton,0,42,2
A Young,0,35,3
D Robinson,0,20,1
M Alaimo,0,19,2
M Jabbie,0,6,2
R Battle,0,0,1
H Long,0,38,3
B Glines,0,31,2
K Idrizi,0,29,2
Z Flowers,0,29,3
J Burt,0,24,2
A Dillon,0,8,1
K Smith,1,102,7
I Richardson,1,65,3
C Bell,0,31,3
E Kothe,0,30,2
J Matthews,0,20,1
E Dedeaux,0,18,2
C Jasmin,0,15,2
S Scarver,0,90,5
S Mariner,0,74,7
J Warren,0,40,3
C Terrell,0,33,4
C Repp,0,23,3
J Nathan,0,20,4
T Compton,0,14,1
D Thompkins,0,2,2
G Bright,0,-3,1
M Wilson,0,61,5
O St Brown,0,28,3
C Wedington,0,21,5
T Fisk,0,8,1
A Jones,0,4,1
J Symonds,0,-2,1
J Breeland,2,78,5
J Redd,1,54,3
B Addison,0,42,4
J Johnson III,0,41,3
T Dye,0,24,1
S Webb,0,12,2
J Delgado,0,8,1
T Jackson,2,141,6
A Hackett,2,48,6
T Harris,0,38,4
S Riley,0,31,4
A Adams,0,26,2
N Johnson,0,4,3
C Jordan,0,2,1
M Neal,0,-3,1
G Ricci,1,105,8
J Hall,1,93,4
D Eskridge,0,53,2
D Bussell,0,39,1
K Mixon Jr,0,21,1
T Arnett,0,20,2
S Moore,0,17,2
L Bellamy,0,8,3
D Thomas,0,70,4
D Anderson,0,32,2
P Wells,2,25,2
A Lynn,0,24,2
T Hunt,0,19,2
J Stephens Jr,0,11,1
S Olonilua,1,5,1
J Reagor,0,2,2
R Roberson Jr,0,122,4
K Granson,0,83,4
J Proche,1,66,10
X Jones,1,14,4
M Gailliard,0,3,1
D Duvernay,1,108,12
B Eagles,1,73,1
C Brewer,1,29,2
K Ingram,0,26,1
J Smith,1,24,2
R Johnson,0,15,1
M Epps,0,6,1
T Wallace,0,83,5
B Johnson,0,55,1
D Stoner,0,55,6
L Wolf,0,29,2
J Woods,0,22,2
C Hubbard,0,14,2
J McCray,0,10,1
K Johnson,0,95,7
K Stokes,1,93,4
S Crawford Jr,1,88,5
J Johnson,0,44,4
S Brooks,0,18,2
J Santana,0,16,3
A Eberhardt,1,53,1
A Conway,0,51,3
R Ismail Jr,0,43,2
R Weber,0,34,1
J Okwoli,0,20,2
G Gentry,0,13,1
J Ausbon,0,111,8
Q Davis,1,82,5
K Rogers,0,45,4
C Buckley,0,22,2
J Kibodi,0,21,4
J Wydermyer,0,20,3
I Spiller,0,19,3
A Smith,1,15,1
G Beal,0,0,1
S Williams,1,47,4
A Schwartz,0,30,2
