longest punt return, name, punt return yards, punt returns
0,T Zenon,-2,1
0,K Jarrett,-1,1
1,T Watts,1,1
24,J West,24,1
15,J Coleman,15,1
71,J Falslev,107,6
0,K Griswould,-6,1
8,B Natson,8,2
3,C Jones,4,3
4,J Scott,4,1
6,T Labhart,6,1
0,R Nelson,0,1
18,M Lee,23,2
4,B Reedy,4,1
34,S Evans,53,2
48,D Deayon,48,1
39,S Williams Rhodes,47,2
21,B Douglas,21,1
0,J Sims,-3,1
5,I Davis,7,2
22,A Neutz,24,2
35,J Worton,35,1
13,E Dunston,13,1
0,V Hampton,0,1
18,A Humphries,20,2
16,D Rodriguez,18,2
0,J Crump,0,1
17,T Simmons,17,1
21,J Crowder,31,2
0,O Beckham Jr,-4,1
14,S Harding,14,1
14,D Adams,16,2
8,D Epps,14,4
12,R Alderman,27,5
50,V Bentley,59,2
88,R Ceaser,97,3
10,K Jackson,13,1
1,D Boutte,1,2
2,D Banks,4,2
1,J Noble,1,1
12,K Martin Manley,14,2
13,M Murphy,10,2
0,J McKissic,-1,1
41,R Switzer,41,1
67,R Smith,87,2
2,T Davis,2,1
21,R Uzoma,21,0
0,J Huber,-2,1
6,D Johnson,6,1
21,T Vizzi,26,3
2,T Foley,2,1
1,T Jones,1,1
1,J Saunders,1,1
6,P Brown,6,1
3,J Abbrederis,3,1
75,B Addison,142,2
0,C Delaney,-2,1
6,B Cooks,6,1
2,R Reynolds,2,1
4,K Weatherspoon,1,2
8,D Terrell,7,2
8,B Knauf,13,2
12,T Lewis,12,1
10,B Callahan,23,3
47,R Lohnes,70,5
2,F Whitfield,2,1
29,K Durden,29,1
25,S Coley,25,1
6,P Dorsett,6,2
0,C Elder,0,1
51,C Echols Luper,51,1
25,B Carter,29,2
10,A Montes,10,1
18,J Carter,30,2
2,T Glover,3,2
15,A Erickson,39,3
15,J Claiborne,28,3
1,M Ambles,1,1
1,D Payne,1,1
0,J Krause,-9,3
0,K Williams,0,1
2,L Brooks,2,1
6,K Whitfield,10,3
2,A Andrews,2,1
0,S Lynch,0,1
2,D Chance,2,1
3,E Calhoun,3,1
0,J Ziccardi,0,1
0,R Carswell,-1,1
0,J Thompson,-4,2
36,J Stewart,36,3
0,Q Bundrage,0,1
0,J Shipley,2,1
2,R Ceaser,2,1
0,T Caldwell,0,1
25,A Andrews,25,1
12,D Duclos,12,1
10,G Norwood,22,4
0,S Evans,0,1
6,T Vizzi,6,1
9,J Huber,15,2
6,B Natson,3,4
0,J Falslev,-1,1
0,T Williams,-2,2
0,I Davis,-17,1
14,D Patterson,26,3
14,T Carrie,22,2
37,D Hart,37,1
5,J Scott,5,1
0,L Norwood,-7,1
28,S Evans,28,1
0,S Williams,0,1
7,J Hopgood,7,1
6,D Reed,6,1
13,C Harper,18,2
8,L Brooks,21,4
5,N Spruce,5,1
0,B Addison,-3,1
31,T Burton,34,2
17,L Purifoy,17,2
0,J Herndon,-1,1
28,J Wilson,36,2
10,K Shaw,14,3
23,S Harding,64,4
1,D King Jr,1,1
11,T Crawley,20,2
14,I Burse,10,4
6,S Wynn,6,2
3,J Della Valle,3,1
30,M Kings Jr,53,3
19,C Embree,33,3
23,S Foster,25,3
0,C Thompson,-2,1
4,E Calhoun,4,1
0,T Lewis,-10,1
21,D Surgent,20,2
8,K Malone,10,4
3,J Worton,3,1
12,P Dorsett,19,2
20,D Smelter,20,1
15,F McRae,15,1
11,D Frazier,11,1
54,T Davis,80,6
9,D Dileo,13,2
18,M Jones,18,1
29,D Smith,55,2
1,T Shuler,1,1
0,J Lewis,0,1
2,D Webster,2,1
2,S Lynch,2,1
1,S Gagliano,1,1
0,J Westerkamp,0,1
8,T Foley,15,2
0,B Roby,9,1
27,T Jones,27,1
0,J Saunders,0,1
11,B Carter,15,3
0,J Stewart,-2,1
0,T Zimmerman,-1,1
7,V Hampton,0,2
9,K Durden,9,1
4,S Washington,4,1
3,J Revies,3,1
5,S Miller,5,2
8,J Taylor,8,1
29,B Sanders,29,1
3,K Whitfield,3,1
8,K Williams,8,2
5,J Ross,5,1
2,M Hall,2,1
8,R Desir,15,2
25,A Humphries,40,4
3,K De La Cruz,3,1
2,E Rogers,2,1
15,D Swafford,15,1
0,R Davis,0,2
0,D Swann,-2,2
4,D Boutte,4,2
10,B Chancellor,10,2
0,T Watts,0,1
0,B Callahan,0,1
0,B Reedy,-16,3
6,D Chance,8,2
14,W Van Hooser,16,3
9,T Glover,14,2
2,J Jones,2,1
0,D Banks,-18,2
9,M Murphy,18,2
12,E Gaines,12,1
36,T Smith,36,2
0,A Harris,-5,1
5,J Smith,5,1
0,K Fuller,-2,1
0,K Jarrett,-7,2
13,R Switzer,18,3
10,B Cherry,10,1
5,T Vizzi,5,1
1,S Cravens,1,1
21,J Jackson,21,1
8,S Washington,6,2
1,A McClung,1,1
19,J McKissic,48,5
1,D Epps,1,1
36,P Cooper,42,3
16,Q Bray,15,3
0,T Reed,-4,1
18,R Nelson,31,3
4,E Calhoun,4,1
10,J Falslev,9,2
8,D Smelter,8,1
11,A Humphries,19,3
12,S Evans,22,3
4,L McCombs,7,5
4,K Durden,6,2
5,T Crawley,5,1
8,J Crowder,8,2
7,M McCaffrey,7,1
13,R Lohnes,22,4
77,D Smith,77,1
0,A Wilson,-5,1
17,R Davis,24,3
7,D Payne,10,2
0,K Malone,-2,1
0,W Hiebert,14,1
30,C Jones,52,3
0,M Roberson,-1,1
0,W Likely,0,1
0,T Smith,0,1
30,T Dudley Giles,64,3
7,M Kings Jr,15,4
10,S Wynn,10,1
17,D Harris,18,2
1,J Lewis,1,1
24,B Cherry,25,3
3,R Desir,3,1
10,T Lewis,10,1
4,T Williams,4,3
55,B Chancellor,55,3
23,M Trice,23,1
2,T Carrie,2,2
12,J Della Valle,26,3
7,J Westerkamp,12,4
28,C Echols Luper,52,3
3,B Carter,3,1
0,C Embree,0,1
85,D Johnson,124,5
6,D Boutte,9,4
13,J Hardy,27,4
36,A Erickson,65,6
2,R Ceaser,2,1
0,S Foster,4,1
0,K Ward,0,1
0,C Thompson,-2,2
38,J West,46,4
12,S Evans,17,3
7,B Treggs,5,2
3,K Whitely,3,1
16,S Harding,13,2
26,G Norwood,26,2
10,B Sanders,10,1
1,K Whitfield,1,1
4,J Jones,8,2
3,T Watts,3,2
0,K Harrison,-1,1
0,C Adams,-3,1
6,M Hull,6,1
5,B Callahan,5,1
0,D Centers,4,1
0,B Natson,-6,2
14,K Jarrett,41,6
4,W Byrn,4,1
10,K Weatherspoon,19,3
0,B Addison,-1,2
26,L Brooks,26,1
7,K Doe,9,2
0,R Zamort,-2,1
1,A Neutz,1,1
9,J Claiborne,10,2
0,B Burns,-5,1
6,T Foley,6,1
4,D Gamblin,4,1
0,A Andrews,-1,1
3,R Switzer,3,1
0,D Crawford,0,1
0,J Godfrey,0,1
8,N Phillips,8,1
2,J Jackson,5,3
14,G Norwood,18,5
17,R Nelson,67,7
0,D Randall,-3,1
2,K Williams,1,2
52,L Norwood,55,2
38,J West,38,1
9,S Williams Rhodes,9,1
4,J Huber,4,1
15,T Dudley Giles,15,1
0,B Treggs,-1,2
0,B Cooks,-1,1
3,A McClung,1,3
19,L McCombs,19,1
45,A Humphries,45,1
24,K Shaw,24,1
5,T Lewis,10,3
66,J Hardy,105,4
28,B Allen,45,2
13,J Jones,13,1
79,T Carrie,116,2
3,I Burse,3,2
23,D Smelter,46,4
0,C Milton,22,1
0,D Andrews,0,1
43,B Estime,44,2
14,D Payne,9,3
3,J Falslev,-4,3
15,M Osei,15,1
4,M Barr,3,1
16,K Doe,18,2
0,J Ford,12,1
0,M Dimon,14,1
2,J Saunders,1,2
12,A Guillot,17,2
0,C Harris,-4,1
5,M Kings Jr,4,2
40,F Williams,40,1
9,K Malone,16,2
4,R Ball,13,1
0,J Taylor,-3,1
12,D Frazier,13,1
12,A Pratt,12,1
5,T Williams,4,2
0,K Neat,3,1
21,O Beckham Jr,21,1
0,M Murphy,-7,2
21,M Roberson,36,3
6,J Matthews,6,2
0,D Johnson,0,1
17,B Callahan,17,1
65,B Natson,102,5
13,T Jones,16,2
10,D Engel,8,2
5,T Jones,5,1
48,N Agholor,100,4
0,P Brown,-1,1
95,J Stewart,124,2
8,B Addison,8,1
5,L Brooks,10,2
56,K Weatherspoon,56,1
12,E Calhoun,12,1
5,B Sanders,4,2
0,K Whitfield,-3,1
2,S Evans,-4,3
10,R Alderman,10,2
4,R Anderson,4,2
5,S Williams,13,5
16,J Carter,16,2
8,P Cooper,8,2
33,B Reedy,33,1
5,S Lynch,5,1
2,D Harris,1,2
10,C Davis,10,1
14,A Wilson,14,1
0,J Krause,0,2
15,R Davis,15,1
0,D Swann,0,1
6,T Smith,-5,2
23,M Campanaro,24,2
27,W Likely,39,3
30,D Chance,38,2
2,J Smith,2,1
7,J Thompson,14,2
11,J Davis,9,2
26,T Simmons,33,2
5,J Hansley,5,1
0,D Surgent,-2,1
0,J Lewis,-1,1
7,D Robinson,13,2
3,C Brown,20,1
13,K Griswould,13,1
37,D Smith,40,2
40,S Williams Rhodes,46,3
0,B Douglas,0,1
14,G Brown,16,2
0,A Carlisle,0,1
0,T Williams,0,1
17,C Jones,19,2
70,C Davis,71,4
7,M Davis,2,2
0,Q Bray,-3,1
26,J Worton,33,2
26,J Godfrey,26,2
0,L McCombs,0,1
0,T Taylor,1,1
23,K Shaw,42,5
16,S Harding,29,5
8,A Sims Jr,8,1
10,K Martin Manley,10,1
13,J Coleman,13,2
7,J West,7,1
8,J Stewart,15,3
24,C Embree,24,1
12,L Norwood,38,6
4,T Lockett,4,1
3,J Thompson,3,1
10,E Calhoun,10,2
11,A Wilson,12,2
0,A Humphries,-2,1
22,T Dudley Giles,29,2
36,D Chance,36,1
25,S Coley,37,2
1,M Campanaro,1,1
11,D Engel,9,2
19,J Westerkamp,17,3
4,J Holder,4,1
18,D Epps,18,1
0,P Cooper,-8,2
4,S Lynch,2,2
6,R Switzer,-2,2
15,D Dudeck,15,1
11,S Evans,13,2
8,K Whitely,5,3
41,A Sebastiano,41,1
0,V Walker,0,1
8,T Carrie,13,4
1,F McRae,1,1
32,T Jacobson,32,1
24,J Davis,25,2
7,B Addison,8,2
41,B Cooks,74,3
21,B Sanders,21,1
23,B Callahan,26,2
8,J Jones,8,1
8,J Grant,8,1
23,T Vizzi,23,1
0,C Dunkley,-1,1
7,D Ogburn Jr,8,2
1,J Claiborne,1,1
0,C Harris,0,1
9,J Taylor,9,1
9,R Alderman,9,1
0,C Echols Luper,-3,1
2,D Johnson,-7,3
5,D Boutte,5,1
8,T Watts,16,4
20,T Labhart,20,1
17,A Erickson,30,3
18,T Glover,18,2
40,G Norwood,67,3
3,K Jarrett,3,2
18,M Hall,33,2
0,A Andrews,0,1
32,J Craig,32,1
35,S Washington,35,1
0,A McClung,-5,1
1,D Payne,2,1
41,C Dunkley,41,1
65,B Chancellor,84,3
11,B Callahan,14,2
32,B Holmes,33,2
11,K Edenfield,11,1
10,R Nelson,32,5
0,K Kohl,-1,1
11,R Reynolds,18,3
3,N Agholor,4,2
0,G Brown,0,1
0,S Williams,0,1
11,T Williams,11,1
6,E Calhoun,6,1
12,C Davis,12,1
9,D Dudeck,9,1
10,W Byrn,16,2
0,K Fuller,-3,1
5,B Treggs,1,5
19,N Phillips,27,3
17,S Williams Rhodes,30,2
6,R Lohnes,6,4
11,D Monroe,11,1
3,D Boutte,0,2
22,C Taylor,24,3
11,J Hardy,17,2
2,M Roberson,2,1
1,R Davis,1,1
0,S Dawson,0,1
8,S Coley,8,1
5,I Burse,5,1
6,A Wilson,6,1
0,A Andrews,-3,1
25,D Smelter,49,2
0,D Epps,0,1
40,A Erickson,40,1
0,S Wynn,0,1
7,D Engel,12,2
10,K Martin Manley,10,2
0,K Doe,-1,2
18,D Robinson,17,4
0,J Forrest,-9,1
10,M Everett,10,1
0,M Cyrus,-6,1
6,D Surgent,5,2
12,A Sebastiano,5,2
12,M Kings Jr,21,3
5,J Gallon,5,1
2,M Murphy,3,2
14,D Young,19,2
55,D Smith,67,3
10,J Richard,10,1
23,R Smith,18,2
16,R Switzer,22,2
1,J Westerkamp,0,2
5,T Jones,5,1
4,P Brown,2,3
9,J Grant,9,1
16,T Glover,12,2
7,J McKissic,7,2
0,J Lewis,-3,2
0,T Vizzi,0,1
0,D Gamblin,0,1
10,R Desir,9,2
10,J Crump,12,2
4,M Campanaro,4,1
6,C Echols Luper,7,5
2,J Thompson,2,2
14,D Johnson,25,3
2,C Embree,2,1
4,T Watts,2,2
0,K Harrison,-7,2
29,B Reedy,29,1
4,C Jones,4,1
12,F Raven,12,1
0,T Labhart,1,1
0,L Gonzalez,-13,1
13,J Jones,22,3
4,J Davis,4,1
2,M Awe,2,1
46,J Stewart,63,4
0,D Branson,23,1
9,J Nelson,9,1
21,K Griswould,28,3
0,S Evans,-2,1
0,N Spruce,0,1
2,T Crawley,2,1
19,B Natson,19,3
6,T Smith,2,2
26,A Humphries,31,2
7,D Rodriguez,10,2
21,T Carrie,21,2
0,F McRae,-1,1
49,R Moore,49,1
8,R Burbrink,12,2
42,J Smith,42,1
1,L Norwood,1,1
1,J Saunders,1,1
67,D Surgent,67,1
28,B Holmes,28,1
25,B Addison,25,1
0,L McCombs,-3,3
7,C Gaines,35,1
13,E Rogers,13,2
12,M Harris,12,1
0,D Gamblin,-1,1
8,O Beckham Jr,8,1
12,S Williams,12,1
0,W McNeal,0,1
6,S Evans,12,2
93,N Agholor,168,2
14,J Shaw,14,1
0,S Vainuku,3,1
17,J Worton,17,2
0,D Payne,0,1
0,K Acker,0,1
18,J Hansley,18,2
12,J Huber,20,2
3,J Crowder,5,4
73,R Smith,93,4
15,J Hardy,29,3
25,III,25,1
0,M Roberson,-1,2
0,S Wiggins,-1,1
0,R Davis,-2,1
47,D Epps,47,1
7,S Wynn,7,1
4,J Coleman,4,1
0,A Gary,-8,2
21,D Robinson,21,1
10,L Copelin,10,1
0,E Gaines,0,1
8,J McKissic,10,2
0,B Mays,6,1
4,T Taylor,4,2
12,D Bertucci,12,0
0,N Bekkers,6,1
2,E Johnson,2,1
19,W Likely,17,2
5,R Desir,9,2
6,K Malone,15,3
23,S Coley,39,2
7,W Byrn,5,2
16,J Gallon,15,2
17,J Westerkamp,15,2
10,T Newby,10,1
0,J Baltazar,0,1
2,V Walker,2,1
0,J Della Valle,0,1
3,J Holder,3,1
31,J Herndon,31,1
0,J Nelson,-5,1
9,K Griswould,9,1
5,D King Jr,10,2
85,R Switzer,111,4
0,T Smith,-2,1
12,J Matthews,39,4
0,D Dudeck,1,1
15,B Chancellor,26,2
1,R Rollins,14,2
0,C Harris,-4,1
10,J Jones,13,2
9,D Glidden,9,3
0,J Stewart,0,1
0,C Embree,-1,1
0,K Weatherspoon,-6,2
13,T Jones,14,2
7,K Martin Manley,11,2
8,T Vizzi,8,2
85,C Davis,127,2
0,S Moeller,7,1
1,D Harris,1,1
16,J Lewis,36,4
7,T Thompson,11,2
0,K Whitely,-1,1
14,B Natson,12,2
31,G Norwood,31,3
4,R Nelson,4,1
0,A Darby,2,2
5,J Monroe,5,1
7,D Monroe,8,2
19,J Crump,25,2
10,K Shaw,14,2
8,J Wilson,6,2
26,K Doe,28,2
10,S Ridley,10,1
0,J Snow,15,1
1,J Thompson,1,1
13,D Johnson,20,4
0,J Claiborne,0,1
4,R Burbrink,4,1
0,D Bass,-4,1
1,B Reedy,1,1
9,E Calhoun,16,3
