completions, interceptions thrown, name, passes, passing touchdowns, passing yards
14,2,B LaRussa,20,1,161
4,0,J Hoy,6,0,26
13,1,W Brunson,29,0,160
0,0,N Sussman,2,0,0
17,0,J Herbert,21,1,281
6,0,T Alie,6,0,74
18,2,P Tyler,34,1,197
6,0,A Zwahlen,13,0,57
1,0,M Hill,1,0,12
18,1,J Luton,25,1,235
11,2,J Eason,18,2,164
4,0,J Kraght,9,0,59
1,0,D Alexander,1,0,1
17,0,M Browne,24,1,140
18,1,H Wells,32,2,311
18,1,T McSorley,25,2,280
3,0,T Stevens,6,0,42
12,1,T Woodson,23,0,71
1,0,K Nelson,2,0,11
1,0,N Johns,2,0,4
0,0,R Kelley,2,0,0
18,2,D Blough,26,2,175
15,1,E Sindelar,31,2,118
30,0,L Jackson,46,2,378
16,1,C Chapman,21,2,220
1,0,R Agnew,2,0,17
19,2,J Maier,24,2,258
19,1,Q Flowers,32,2,186
17,2,J Carbone,34,0,137
11,0,M Aaron,17,3,183
4,0,J Love,9,0,28
4,0,K Jenkins,10,0,37
15,0,K Griggs,26,2,222
7,0,K Howard,14,0,87
11,0,S Johnson,20,1,176
9,0,B Hicks,19,2,112
3,0,R Peavey,3,1,110
0,0,D Gillins,1,0,0
13,1,J Blumrick,27,1,134
3,0,F Sawyer,4,0,10
18,1,K Hill,23,4,206
5,0,S Robinson,7,2,94
5,0,B Lyles,9,0,40
1,0,J Williams,1,0,4
0,0,C Jacquemin,1,0,0
34,1,S Buechele,52,2,375
0,0,L Humphrey,1,0,0
9,1,T Pigrome,12,2,175
3,0,K Hill,3,0,44
10,0,J Banks,15,3,185
15,1,D Kincade,26,0,148
0,0,G Hickbottom,1,0,0
18,1,D Williams,28,0,135
21,0,B Zappe,34,0,199
26,0,N Shimonek,30,3,384
3,0,M Carter,3,1,49
2,0,J Duffey,2,0,16
22,1,G Gubrud,34,1,207
1,1,E Barriere,2,0,13
11,0,A Erdely,20,2,152
1,0,T Johnston III,2,0,13
7,1,A Glass,17,1,101
6,0,D May,12,0,37
11,0,A Rogers,19,1,220
15,1,C Newton,26,1,140
23,2,S Darnold,33,0,289
11,1,J Wassink,22,0,67
1,0,K Watson,1,1,27
27,0,K Benkert,39,3,262
6,1,T McKee,12,0,63
1,0,B Battle,1,0,9
33,0,L Falk,39,3,311
7,0,T Hilinski,9,0,50
5,1,C Murray,12,0,28
20,0,M White,31,1,264
29,0,T Boyle,46,2,320
0,0,A Scott,1,0,0
0,0,L Scott,1,0,0
35,0,J Rosen,59,4,491
6,0,N Starkel,13,0,62
3,0,K Mond,17,0,27
15,0,J Jackson,26,1,235
0,0,C Phillips,1,0,0
31,1,W Grier,53,3,371
5,0,T Marshall,9,0,120
0,0,M Jordan,1,0,0
20,0,Q Dormady,37,2,221
24,1,K Myers,26,2,323
3,0,J Love,6,0,18
17,2,T Gueller,30,1,190
0,0,G Amos,1,0,0
21,0,A McGough,33,0,328
22,0,L Footman,34,1,191
11,0,D Blough,13,3,235
4,0,E Sindelar,10,1,60
16,0,N Rourke,23,1,224
1,0,Q Maxwell,6,0,12
13,1,D Davis,23,1,126
1,0,C Garvin,1,0,8
25,0,M Rudolph,38,3,335
1,0,K Wudtee,3,0,7
15,0,T Woodson,21,1,166
1,0,R Kelley,2,0,25
1,0,K Nelson,3,0,6
12,2,B Duncan,23,0,105
1,0,L Patterson,1,0,15
1,0,J Gillan,1,0,7
14,0,J Hurts,18,1,128
6,0,T Tagovailoa,9,1,64
21,1,C Virgil,34,1,180
5,0,M McMaryion,7,0,36
12,0,T Lamb,15,5,327
3,0,Z Thomas,5,0,13
1,0,J Huesman,2,0,5
3,0,T Bell,13,0,21
2,0,D Gibbons,5,0,16
9,0,A Allen,23,1,138
21,1,K Hill,31,0,166
2,0,A Bradshaw,8,0,17
9,0,T Jackson,16,1,193
17,0,B Dawkins,29,0,178
5,1,K Tate,8,0,41
25,2,K Allen,32,1,225
20,0,M Wilkins,33,2,298
9,0,C Chapman,18,1,73
23,0,R Neal,34,2,217
0,0,J Milas,1,0,0
15,0,A Erdely,24,0,168
10,1,A Solomon,26,1,121
1,0,Z Smith,1,0,16
15,0,D Sturm,20,2,155
11,3,A Brown,29,1,119
7,0,D Wade,12,0,44
13,0,J Wolford,19,1,151
20,1,J Morgan,49,2,311
19,0,C Streveler,34,1,306
21,3,T Mangum,39,1,170
27,0,T Huntley,36,0,300
1,0,D Simpkins,1,0,14
20,0,R Bowers,28,0,200
25,0,S Cantwell,44,1,431
0,0,K Smith,1,0,0
19,0,K Bryant,29,0,181
1,0,Z Cooper,2,0,4
13,0,J Stidham,24,0,79
19,0,S Montez,31,1,299
4,0,S Noyer,5,0,40
6,1,D Williams,16,0,95
2,0,W Jones III,2,0,32
25,1,N Stevens,40,3,342
25,1,D Sealey,38,0,263
1,0,L Anthony,5,0,13
0,1,D Qualls,1,0,0
29,1,D Jones,45,2,305
11,2,C Thorson,29,0,120
3,0,M Alviti,4,1,49
11,1,S Werts,22,0,93
13,0,T Knight,22,2,129
5,0,T Marshall,7,3,112
8,2,B Horn,14,1,73
22,1,M Linehan,34,1,261
10,1,A Rogers,16,1,193
14,1,C Crouch,25,0,107
28,1,M White,43,0,238
25,1,J Park,46,4,347
27,0,N Stanley,41,5,333
32,2,P Bender,62,0,323
28,0,S Morris,37,5,467
16,0,J Ertz,21,0,178
1,0,S Thompson,2,0,11
8,1,H Klugh,19,0,33
2,1,B Barden,6,0,25
8,0,N Holley,16,2,105
9,1,C Newton,22,1,225
1,0,K Johnson,1,0,1
15,0,S Johnson,22,1,224
1,0,D Barker,2,0,5
24,1,T Boyle,35,1,202
7,0,A Scott,8,0,54
8,0,D Etling,14,1,227
1,0,M Brennan,4,0,5
15,2,N Tiano,32,0,174
10,1,J Smith,23,0,140
3,0,W Elliott,6,1,23
12,1,N Fitzgerald,18,3,124
1,0,K Thompson,2,0,8
13,0,K Hill,16,2,163
1,0,M Bortenschlager,2,0,4
21,2,R Stover,36,2,210
21,0,A Ford,32,1,236
1,0,R Comis,4,0,17
10,0,B LaRussa,22,1,129
3,0,J Hoy,7,0,40
13,1,B Lewerke,21,1,161
11,1,J Wassink,26,0,79
1,0,J Bogan,1,0,0
11,0,G Ragland,22,3,145
7,1,J Oatsvall,12,0,75
4,0,J Craig,6,0,35
17,0,W Speight,29,2,221
15,2,H Moore,40,1,132
32,1,S Patterson,43,5,489
9,1,T Cook,15,0,92
1,0,K Akin,2,0,23
14,2,D Lock,32,1,245
18,0,J Bentley,28,1,187
4,1,Z Abey,12,1,132
5,0,J Brantley,8,0,58
3,0,J Banks,5,0,13
17,0,B Harris,23,1,216
12,0,C Surratt,14,2,168
0,0,A Proehl,1,0,0
25,0,L Jackson,39,3,393
29,0,R Finley,36,3,341
26,1,C Litton,43,2,350
19,1,T Gangi,37,2,277
19,0,L Woodside,27,2,232
23,1,D Santacaterina,34,3,252
1,0,M Childers,1,0,17
14,2,M Kimble,29,0,127
0,0,S Gilkey Jr,3,0,0
10,0,T Tuioti,19,2,151
10,2,L Jordan,19,0,103
34,1,T Rogers,57,4,401
20,0,B Wimbush,40,0,210
16,1,J Fromm,29,1,141
19,1,J Barrett,35,0,183
27,0,B Mayfield,35,3,386
25,1,J Herbert,33,3,365
19,4,T Lee,41,3,252
16,0,J Luton,28,1,135
1,0,T Hernandez,1,0,10
7,0,C Rhoda,8,1,158
15,1,T McSorley,28,3,164
19,2,M Browne,32,0,138
5,0,B Dinucci,9,0,49
17,2,K Bolin,37,0,198
19,0,B Roback,36,1,260
15,0,K Griggs,23,2,209
5,0,K Howard,9,0,71
5,0,D Lee,10,0,56
5,2,G McDaniel,16,0,22
20,1,B Hicks,39,4,312
1,0,D Gillins,1,1,76
1,0,R Peavey,1,0,6
32,2,M Fine,47,3,424
26,1,E Dungey,42,0,180
1,0,Z Mahoney,2,0,2
22,1,B Stockstill,36,3,269
20,0,L Marchi,34,0,274
27,0,Z Bednarczyk,41,1,382
13,1,Q Dormady,18,2,194
4,0,J Guarantano,12,1,41
8,0,C Sparks,17,1,70
1,0,I Harker,2,0,23
15,0,S Ehlinger,27,1,222
12,1,M Aaron,23,0,104
3,0,S Allen,6,0,25
14,0,C President,20,1,243
21,1,J Davis,32,2,309
0,0,J Bradley,1,0,0
0,1,M Jacquet,1,0,0
32,1,B Silvers,40,0,345
1,0,K Barker,2,0,9
9,0,K Jones,17,0,59
6,0,D Pearson Jr,11,0,21
12,0,K Mond,21,1,105
12,0,J Hubenak,15,0,93
13,1,C Fourcade,25,1,264
22,0,J Rosen,25,5,329
1,0,C Wilson,1,0,39
1,0,D Modster,3,0,5
23,1,D Brown,38,2,227
1,0,C Brownholtz,1,0,7
21,2,S Darnold,26,4,316
15,0,K Chryst,28,2,172
18,0,R Metz,33,1,203
10,0,S Glaesmann,18,1,131
15,0,K Shurmur,18,4,202
3,0,D Wallace,7,0,19
1,0,S Stankavage,1,0,6
3,1,D May,8,0,29
5,1,A Glass,13,0,15
39,0,K Benkert,66,1,259
16,0,P Ramsey,20,2,173
3,1,R Lagow,10,0,24
16,0,J Jackson,28,2,222
8,1,J Walker,17,0,116
22,1,J Browning,26,2,259
2,0,K Carta Samuels,2,0,34
17,2,R Phillips,28,0,123
2,0,G Jensen,3,0,9
25,1,T Hilinski,33,3,240
24,1,L Falk,34,0,193
12,1,M Cozart,20,2,161
7,0,B Rypien,8,0,76
16,1,A Hornibrook,28,1,201
1,0,J Coan,1,0,6
9,0,D Parr,19,1,142
19,0,W Grier,25,5,352
5,0,C Chugunov,9,0,51
16,2,T Sirk,34,1,191
7,0,G Minshew,13,1,137
22,0,J Allen,32,2,328
2,1,T Maxwell,7,0,22
15,0,M Cozart,19,2,137
7,1,C Gerhart,13,1,67
1,0,L Jordan,2,0,12
15,1,Q Flowers,27,4,280
2,0,B Kean,4,0,24
12,2,J George Jr,22,1,211
8,1,C Crouch,18,0,76
22,0,L Marchi,37,3,248
2,0,T Centeio,2,0,20
23,0,A Ford,37,2,377
11,1,Z Greenlee,17,1,104
6,0,M Torrez,21,0,59
1,0,K Johnson,1,0,38
18,0,B Dawkins,21,3,155
1,0,R Rodriguez,1,0,10
1,0,D Tate,1,0,10
25,1,T Woodson,40,2,240
2,1,K Nelson,4,0,53
24,0,J Park,33,2,317
24,0,J Hansen,31,5,336
2,0,L Bonner,3,1,20
13,3,B Duncan,23,0,140
2,0,L Patterson,3,0,84
12,0,J Hurts,17,2,248
1,0,T Tagovailoa,4,0,0
21,2,N Stevens,38,2,247
32,1,J Stidham,37,0,364
20,0,K Riley,32,1,146
23,2,R Neal,31,3,238
19,1,A Sale,34,0,239
0,1,L Ward,1,0,0
24,2,A Brown,40,2,215
0,0,D Wade,1,0,0
11,1,B Wimbush,24,0,96
0,0,I Book,3,0,0
9,0,T Jackson,16,1,184
6,0,G Breneman,23,0,56
11,2,B Hoge,20,0,111
18,0,A Hornibrook,19,4,256
24,2,R Bowers,47,1,236
25,3,S Patterson,43,2,361
13,2,H Klugh,29,3,170
16,0,L Raynard,26,1,259
29,1,S Montez,41,4,357
19,1,J Knipp,34,3,202
1,0,C Regan,3,0,0
20,1,D Jones,35,0,193
12,3,Z Smith,34,3,263
11,1,G Minshew,30,2,241
24,0,J Jackson,31,5,372
1,0,A Bush,2,0,16
15,1,D Parr,26,1,165
4,0,J Driskel,6,0,15
9,1,L Brihm Jr,19,0,56
0,0,J Dunham,2,0,0
0,0,A Cruz,1,0,0
18,1,F Franks,28,2,212
21,3,Q Dormady,39,1,259
8,0,J Fromm,13,3,165
1,0,B Ramsey,2,0,10
26,0,D Hodges,35,2,227
31,0,K Allen,33,2,309
3,0,K Postma,5,0,45
6,0,J Tyner,16,0,84
5,1,S Glaesmann,9,0,29
16,0,N Stanley,27,2,197
16,1,M Fine,26,0,167
2,0,Q Shanbour,2,1,26
4,0,G Smith,9,0,60
7,0,C Evans,18,0,52
17,1,K Griggs,32,3,250
21,1,L Jackson,42,3,317
22,0,K Bryant,32,1,316
1,0,H Johnson,1,0,0
23,1,R Ferguson,38,6,398
0,1,R Patterson,1,0,0
34,2,J Rosen,56,4,463
16,1,G Ragland,31,1,221
24,2,H Moore,43,1,222
14,0,W Speight,23,0,169
1,0,A Worthman,7,1,64
0,1,N Romine,2,0,0
11,0,C Rhoda,18,0,122
19,2,J Urzua,34,0,135
6,0,K Banks,8,0,49
12,2,D Lock,28,0,133
22,0,D Blough,28,1,187
4,1,E Sindelar,6,1,85
23,1,C Litton,43,1,223
3,0,D Crum,5,0,62
4,1,G Bollas,12,0,55
15,0,N Fitzgerald,23,2,180
13,0,D Etling,29,0,137
22,0,R Finley,27,1,231
2,0,J McClendon,3,0,17
9,1,P Blazejowski,17,1,180
2,0,H Roberts,2,0,16
25,3,T Lee,47,0,299
15,0,D Santacaterina,22,0,128
0,0,C Blake,1,0,0
19,1,K Cureton,33,3,205
19,0,T Gueller,38,2,269
32,0,T Rodgers,45,3,331
25,0,B Silvers,41,1,286
23,0,C Thorson,30,2,370
1,0,T Green,1,0,5
15,0,J Morgan,26,0,166
12,0,J Doege,18,0,90
25,0,J Barrett,33,2,270
4,0,D Haskins,4,0,46
2,0,A Bradshaw,7,0,19
0,0,K Hopkins Jr,1,0,0
11,0,N Rourke,16,2,152
5,1,Q Maxwell,6,1,102
30,1,P Bender,47,2,343
17,0,B Mayfield,27,4,331
3,0,K Murray,3,1,103
5,1,J Brantley,9,0,43
1,0,K McClain,3,0,11
9,0,S Williams,20,2,139
4,1,B LaRussa,6,0,68
1,0,J Hoy,6,0,7
16,0,C Surratt,24,1,257
0,0,B Harris,2,0,0
13,2,B Dinucci,25,1,228
7,0,M Browne,10,0,60
23,1,M Rudolph,32,5,497
3,0,T Cornelius,5,0,75
18,0,T McSorley,23,4,309
2,0,T Stevens,4,1,43
1,0,B Fessler,2,0,8
16,3,C Manning,29,0,133
2,0,A Winchester,3,0,37
11,0,K Bolin,17,1,140
2,0,J Lewis,2,1,12
6,2,D Harris,11,0,41
2,1,E Staley,12,0,24
9,0,D Davis,12,2,255
0,0,E Orth,1,0,0
11,1,A Glass,18,0,73
7,0,D May,10,0,27
24,2,J Bentley,36,2,304
16,1,S Johnson,25,0,169
0,0,B Snell Jr,1,0,0
21,0,C Chapman,29,1,187
9,2,C Keller,20,0,72
1,0,R Burns,1,0,8
19,1,E Dungey,35,2,279
22,2,S Morris,45,2,279
24,0,K Hill,30,4,365
17,2,B Hicks,37,2,305
1,0,T Quinn,1,0,34
22,1,L Woodside,33,6,458
12,0,C President,20,0,125
21,1,K Mond,34,3,301
27,3,J Davis,43,2,197
1,0,D Hoggins,1,0,19
23,1,D Williams,35,1,260
17,0,T Lamb,28,1,167
37,0,N Shimonek,50,6,543
27,0,M Wilkins,41,3,326
7,0,A Erdely,14,0,102
1,0,C Lisa,1,0,3
7,3,T Keane,16,0,75
2,0,D Demos,7,0,25
28,2,S Darnold,49,3,397
21,2,S Ehlinger,40,2,298
30,1,T Huntley,43,4,341
0,0,T Williams,1,0,0
13,0,J Love,25,1,183
2,0,M Aaron,5,0,35
2,2,S Allen,5,0,15
19,0,D Sturm,22,4,292
5,2,B Rivers,8,0,43
6,1,G McDaniel,13,0,45
3,2,D Lee,13,0,20
14,0,K Shurmur,23,1,205
10,2,J Ertz,28,0,76
30,1,K Benkert,40,3,455
18,1,B Shirreffs,26,2,227
12,0,J Wolford,22,2,242
4,0,K Hinton,5,0,55
6,0,J Love,13,1,171
9,1,K Myers,23,0,54
0,0,E Allen,1,0,0
19,0,J Browning,22,4,255
5,0,K Carta Samuels,5,0,37
1,0,D Pettis,1,0,36
11,1,C Virgil,20,1,98
10,0,M McMaryion,16,0,96
37,0,L Falk,49,6,396
5,0,T Hilinski,9,0,35
22,0,J Luton,35,0,179
2,0,D Garretson,2,1,20
25,0,M White,35,0,226
22,1,J Smith,39,1,306
21,0,J Wassink,31,1,212
16,1,M Linehan,26,3,229
19,1,W Grier,27,3,304
5,0,C Chugunov,7,1,30
7,1,J McDaniels,12,1,114
3,0,K Black,4,1,26
9,1,J Allen,24,0,64
1,0,A Conway,1,0,2
18,1,J Herbert,29,1,251
0,0,T Alie,1,0,0
8,0,Q Flowers,20,0,96
4,1,F Nutile,12,0,57
3,3,L Marchi,13,0,32
24,3,B Dawkins,42,1,248
9,0,T Williams,18,0,131
8,0,T Huntley,9,1,98
0,0,D Carrington II,1,0,0
24,1,B Rypien,42,0,285
4,0,M Cozart,11,1,68
19,0,K Benkert,29,3,273
1,0,T Williams,1,0,31
1,1,A Worthman,5,0,2
10,0,C Chapman,16,1,180
26,0,T Lamb,50,2,372
14,0,J Wolford,27,2,176
12,1,A Allen,25,2,229
1,0,C Kelley,2,1,2
14,1,K Mond,27,2,216
24,0,M Wilkins,39,1,347
19,0,J Herbert,35,3,281
33,0,Z Smith,50,4,463
13,0,B Mayfield,19,3,283
11,0,T Jackson,18,0,145
7,0,D Anderson,9,1,109
17,1,J Driskel,29,0,150
22,4,R Bowers,50,1,303
0,0,V Wharton III,1,0,0
26,1,S Darnold,38,2,223
16,2,H Klugh,29,0,179
26,0,C Manning,37,1,250
17,2,K Bryant,26,0,140
14,1,A Brown,30,0,133
1,1,D Wade,2,0,8
15,2,S Morris,33,1,195
4,0,T Poljan,5,0,24
1,0,J Ward,1,0,9
11,0,G Ragland,19,2,217
21,3,S Montez,27,0,171
1,0,S Noyer,3,0,20
11,1,J Browning,21,1,160
28,1,B Roback,47,1,271
1,0,I Holder,1,0,34
0,0,I Oraha,1,0,0
19,0,N Rourke,32,2,197
22,0,J Blackman,38,1,278
22,0,R Finley,32,2,230
1,0,J Samuels,1,0,25
9,0,J Fromm,12,2,201
14,2,N Fitzgerald,29,0,83
1,0,K Thompson,4,0,20
4,0,T Marshall,7,0,48
12,0,B Dinucci,19,1,110
10,0,M Browne,15,0,88
24,2,K Allen,39,1,217
8,0,K Postma,13,1,100
29,1,N Shimonek,45,2,321
8,0,R Lagow,13,1,130
3,0,P Ramsey,8,1,55
0,0,M Fiacable,1,0,0
6,0,S Werts,14,2,129
1,0,K Brown,2,0,4
13,0,N Stanley,22,2,191
31,1,T McSorley,48,1,284
17,2,P Bender,32,1,197
0,0,S Sims Jr,1,0,0
25,1,W Grier,39,2,347
17,0,S Johnson,25,3,196
1,0,L Bowden Jr,1,0,24
7,0,F Franks,12,1,85
9,1,L Del Rio,14,1,74
1,0,K Toney,1,0,50
22,0,A Nunez,37,2,287
2,0,J Davis,6,0,8
28,0,C Evans,34,1,343
18,2,L Jackson,22,2,299
5,0,J Pass,8,0,75
2,1,G Bollas,4,0,11
0,0,D Crum,1,0,0
10,0,D Etling,17,2,188
4,1,M Brennan,6,0,75
32,1,E Dungey,53,1,265
2,0,D Butler,2,1,43
15,2,M Bortenschlager,26,1,132
2,0,K Hill,2,0,23
18,0,M Milton,30,1,178
31,1,B Lewerke,51,2,340
1,0,T Jackson,1,0,5
14,0,B Wimbush,20,1,173
22,0,R Ferguson,36,2,288
30,1,S Straub,48,4,290
0,0,C Iwema,1,0,0
27,1,M Rosier,36,3,333
28,0,L Woodside,48,3,342
1,0,M Julian,2,0,2
23,1,D Lock,39,2,216
13,0,J Stidham,17,1,218
3,0,M Willis,4,0,1
24,1,J Urzua,32,2,290
21,0,J Doege,35,1,283
2,0,Z Abey,3,1,53
28,0,H Moore,46,3,381
17,1,C Surratt,32,1,259
18,0,D Jones,34,1,202
13,2,T Lee,26,2,109
15,2,K Bolin,29,0,126
26,1,T Rodgers,43,2,283
6,3,R Metz,18,0,54
4,2,M Torrez,16,0,38
15,0,M Fine,29,3,261
17,1,A Erdely,36,4,321
15,1,D Haskins,23,2,228
12,0,J Barrett,17,5,209
4,0,J Burrow,4,0,37
11,2,A Rogers,19,0,88
0,0,K Palandech,1,0,0
22,2,M Rudolph,41,2,398
0,1,J McCleskey,1,0,0
22,1,K Hill,33,1,228
7,0,E Sindelar,16,1,103
5,0,D Blough,13,0,32
1,0,J Anthrop,1,0,24
18,1,J OKorn,26,1,270
2,0,W Speight,4,0,10
1,0,B Peters,1,0,4
15,1,J Tyner,26,0,131
1,0,P Smith,1,0,17
17,1,A McGough,28,1,172
11,1,D Davis,25,0,106
23,0,M Linehan,38,1,273
22,1,J Bentley,34,1,295
23,1,J Smith,33,1,281
8,1,J Love,20,0,54
0,0,S Allen,2,0,0
18,1,K Myers,24,2,181
10,1,J Love,17,1,90
16,0,B Hicks,32,2,266
16,0,J Hansen,26,2,234
7,1,L Bonner,17,0,50
13,0,K Costello,19,2,123
2,0,R Burns,2,0,13
1,0,K Chryst,3,0,12
40,2,J Rosen,60,3,480
17,0,Q Dormady,27,1,187
11,0,A Ford,17,1,129
2,0,R Comis,5,0,8
10,0,J Banks,22,0,103
0,1,A Bradshaw,3,0,0
0,1,K Hopkins Jr,2,0,0
13,1,C President,27,0,131
9,1,C Gerhart,14,0,108
