kickoff return yards, kickoff returns, longest kickoff return, name
5,1,5,Brannon Bryan
5,2,4,Chip Reeves
3,1,3,Donnie Crosby
113,6,24,Tyron Carrier
51,2,26,Marlon McClure
3,1,3,Donavon Kemp
89,4,32,Taveon Rogers
81,4,23,Kerwynn Williams
110,5,30,Jalan Saunders
103,5,27,Dyrell Roberts
19,1,19,David Wilson
29,1,29,Michael Bowman
41,2,23,Kevin Smith
24,1,24,Sean Parker
75,2,39,Brandon Kinnie
37,2,20,Niles Paul
93,4,31,James White
21,1,21,Kyle Zuleger
120,2,97,Omar Bolden
120,2,95,Kyle Middlebrooks
21,1,21,LeQuan Lewis
92,4,30,Willie McNeal
72,2,46,Donald Campbell
87,1,87,Tandon Doss
133,6,31,Ansel Ponder
125,3,98,Eric Page
22,1,22,Isaiah Ballard
57,4,19,Tavon Austin
93,4,31,Torrey Smith
8,1,8,Matt Furstenburg
65,3,31,Ghaali Muhammad
59,3,28,Zach Bolger
11,1,11,Robert Herron
18,1,18,Titus Young
53,3,23,Cameron Saddler
47,2,26,Ray Graham
16,1,16,Henry Hynoski
17,1,17,Lamar Miller
104,5,28,Darryl Fields
172,5,83,Jeremy Kerley
62,3,25,Maudrecus Humphrey
24,1,24,Ross Rasner
117,4,39,Trent Richardson
6,1,6,Michael Williams
86,3,34,William Wright
71,3,29,Jeremy Ross
76,3,28,Demond Washington
38,2,21,Onterio McCalebb
66,3,25,Chris Culliver
57,3,23,Bryce Sherman
58,2,33,LeQuan Lewis
49,2,25,Kyle Middlebrooks
35,2,21,Omar Bolden
49,2,39,Cliff Harris
23,1,23,Scott Grady
10,1,10,Kenjon Barner
93,4,30,Chris Fox
27,1,27,DeLeon Gause
22,1,22,Dyrell Roberts
127,5,45,Titus Young
125,5,40,Jordan Poyer
19,1,19,James Rodgers
72,3,39,McKay Jacobson
31,0,31,Cody Hoffman
32,2,21,Rishard Matthews
73,4,23,DJ Woods
12,1,12,Darrin Williams
34,1,34,Cameron Kenney
33,1,33,DeMarco Murray
18,1,18,Mossis Madu
80,2,40,Robbie Frey
52,2,33,Mike Lang
89,4,28,Terrell Jackson
23,1,23,Ed Young
107,4,35,Tony Drake
47,2,25,Kama Bailey
46,2,29,Justin Veltung
38,1,38,Shiloh Keo
71,3,32,Josh Snead
33,2,19,Juwan Thompson
26,1,26,Joshua Jackson
23,1,23,Malcolm Brown
46,2,27,Willie Floyd
25,1,25,Jeff Blanchard
38,2,20,Ira Smith
34,1,34,Jamaal Jackson
39,2,22,Jeffery Demps
80,4,24,Derrick Locke
22,1,22,Jerell Priester
22,1,22,Lamarcus Joyner
40,2,20,Michael Campanaro
27,2,14,Devin Brown
138,6,34,Daniel McKayhan
35,1,35,BJ Bostic
88,5,23,TJ Graham
35,2,19,Allen Sampson
103,4,42,Tyron Carrier
79,4,23,Derrick Strozier
52,2,41,Tandon Doss
12,1,12,Nick Turner
112,5,30,Jalil Carter
16,1,16,Derrell Johnson Koulianos
35,2,18,David Brown
35,2,19,Otis Brown
33,2,19,Eric Williams
14,1,14,David Sims
117,2,96,DJ Beshears
50,2,33,Bradley McDougald
219,6,54,Taveon Rogers
20,1,20,Robert Clay
33,1,33,William Powell
16,1,16,Aubrey Quarles
0,1,0,Jay Hanley
44,2,23,Quincy McDuffie
16,1,16,Kyhmest Williams
40,2,27,Marlin Miller
24,1,24,Orkeys Auriene
19,1,19,Javone Lawson
14,1,14,Kevis Streeter
44,2,24,Eric Russell
84,4,27,Luther Ambrose
25,1,25,Morris Claiborne
24,1,24,Ron Brooks
12,1,12,Craig Loston
61,3,23,Brandon Hogan
30,2,22,Eddie Davis
47,2,27,Lyle Fitte
40,2,26,Phillip Livas
14,1,14,Chandler Spence
53,1,53,Jeremy Hester
20,1,20,Mookie Asaad
34,3,18,Torrey Smith
13,1,13,Tony Logan
76,2,57,TY Hilton
23,3,13,Junior Mertile
22,1,22,Jerimiah Harden
17,1,17,Wayne Times
41,2,23,Keshawn Martin
49,3,28,Darryl Stonum
1,1,1,Kevin Leach
126,7,27,Tyrone Pronty
16,1,16,Eugene Cooper
3,1,3,Zach Akenberger
123,5,57,Ryan Collado
38,2,22,Jasmin Hopkins
37,2,19,Tommy Davis
105,5,23,Jesse Grandy
0,1,0,Brandon Bolden
134,5,38,Jalan Saunders
11,1,11,Vince Pascoe
42,3,22,Marcus Murphy
15,1,15,Gahn McGaffie
154,7,35,DeMarco Paine
53,2,33,Andre Booker
15,1,15,Tron Martinez
84,4,32,Julian Posey
23,1,23,Kenny Jackson
16,1,16,Leon Berry
71,3,39,Brandon Boykin
15,1,15,Brandon Kinnie
71,3,29,Stephen Simmons
49,3,20,Jahleel Addae
47,2,26,Taylor Bradley
95,5,24,Cierre Wood
16,1,16,Jonas Gray
62,3,27,Chris Owusu
86,3,32,Jamal Berry
26,1,26,Jordan Hall
143,7,25,Cory Welch
25,2,13,Brandon Pratt
48,3,18,Chaz Powell
67,3,25,James Nixon
20,1,20,Matt Brown
99,5,33,OJ Ross
96,3,50,Eric Page
40,2,25,Alex Francis
25,1,25,Andy Erickson
66,3,28,Terrance Williams
70,2,46,Joe Lefeged
18,1,18,Mason Robinson
21,1,21,Jheranie Boyd
33,2,17,Davon Brown
195,8,29,Kerwynn Williams
18,1,18,Kayvon Webster
0,1,0,Andreas Shields
0,1,0,BJ Daniels
80,4,25,Willie McNeal
17,1,17,Donald Campbell
56,3,26,David Oku
8,1,8,Channing Fugate
37,2,20,Pat Shed
27,2,18,Daniel Borne
16,1,16,Frantrell Forrest
123,5,32,DJ Monroe
45,1,45,Josh Smith
26,1,26,Marco Nelson
16,1,16,Damaris Johnson
61,3,26,Jerrel Jernigan
20,1,20,Shawn Southward
0,1,0,DJ Taylor
27,2,21,Roderick Hall
19,1,19,Schederick Austin
19,2,10,Dwayne Frampton
10,1,10,Jermaine Robertson
58,2,37,Marcus Sullivan
74,3,29,Emmanuel McPhearson
25,1,25,Dante Caro
26,1,26,Shaky Smithson
86,2,71,Brandon Driver
82,4,27,Ronnie Yell
10,1,10,Dominique Hunsucker
82,2,42,Marlon McClure
51,2,33,Delmon Robinson
15,1,15,Billy Foster
104,2,87,Raynard Horne
60,3,23,Isiah Barton
18,1,18,Carl Winston
10,1,10,Robert Woods
-1,1,0,Michael Morgan
43,2,27,James White
68,2,43,Ghaali Muhammad
29,2,16,Zach Bolger
24,1,24,Cody Getz
20,1,20,Jonathan Warzeka
83,3,45,Justin Gilbert
39,2,21,Victor Johnson
22,1,22,Joseph Randle
47,1,47,Cyrus Gray
87,2,67,Kerwynn Williams
64,3,34,JD Falslev
38,2,21,McKay Jacobson
19,1,19,JJ Di Luigi
53,2,27,Alexander Teich
176,9,29,Jalil Carter
81,3,33,Jasmin Hopkins
78,4,30,Roderick Hall
66,3,23,Victor Anderson
6,1,6,Blayne Donnell
58,3,23,Trent Richardson
49,2,28,Mike Gillislee
45,2,23,Andre Debose
23,1,23,Solomon Patton
64,3,29,Joshua Jackson
42,2,26,Malcolm Brown
132,5,51,James Nixon
27,1,27,Demond Washington
6,1,6,Philip Lutzenkirchen
47,3,19,Luther Ambrose
43,2,29,Jyruss Edwards
34,2,20,Centarius Donald
29,0,29,Isaiah Newsome
25,1,25,Rodney Lovett
9,1,9,Tavarese Maye
10,1,10,Lanear Sampson
70,3,30,DJ Beshears
31,3,11,Bradley McDougald
22,1,22,Jr
13,2,12,Christian Matthews
77,4,24,DeLeon Gause
22,1,22,Bobby Swigert
111,4,43,Bennett Jackson
47,1,47,Jerry Gates
43,3,22,Tyrone Pronty
4,1,4,Eric Jordan
28,1,28,Domonic Cook
15,1,15,Jake Reeder
73,2,50,Marcus Gilchrist
13,1,13,Chad Diehl
9,1,9,Jamie Harper
36,2,24,Storm Johnson
24,1,24,Eduardo Clements
16,1,16,Lamar Miller
70,4,24,Zurlon Tipton
17,1,17,Kito Poblah
3,1,3,Kyle Zelinsky
22,1,22,Eric Williams
22,1,22,Toney Clemons
18,1,18,Travon Patterson
16,1,16,Arthur Jaffee
10,1,10,Brian Lockridge
97,2,72,Brandon Boykin
14,1,14,Carlton Thomas
67,3,27,Mike Lang
54,1,54,Nick Williams
162,4,72,Warren Norman
24,1,24,Eric Samuels
123,5,29,Tony Drake
69,3,33,Cory Welch
33,2,19,Brandon Pratt
8,1,8,Tim Fort
84,4,25,Julian Posey
84,3,54,Jalen Saunders
40,2,20,Allen Sampson
12,1,12,Dustin Blount
80,5,23,Phillip Livas
41,1,41,Lyle Fitte
8,1,8,Chandler Spence
57,3,29,Darius Milliness
6,1,6,Jack Ramsey
42,2,26,Jordan Hall
31,1,31,Jamal Berry
111,5,36,Tandon Doss
19,1,19,Nick Turner
15,1,15,Charles Love lll
83,4,28,Darryl Stonum
60,3,25,Stephfon Green
47,2,30,Chaz Powell
60,3,30,David Sims
42,1,42,Jeremy Reeves
23,1,23,Shontrell Johnson
111,5,26,Eric Stephens
64,3,24,Patrick Peterson
60,2,34,Eric Gordon
19,1,19,Denarius Moore
55,3,24,Torrey Smith
19,1,19,Trenton Hughes
31,2,19,Juwan Thompson
29,2,18,Josh Snead
71,3,29,Keshawn Martin
27,1,27,LeVeon Bell
131,7,24,James White
99,6,19,Delmon Robinson
11,1,11,Marcus Hightower
26,1,26,Damaris Johnson
48,3,20,DeMarco Paine
92,4,39,Dri Archer
12,1,12,Quinton Rainey
27,1,14,Troy Stoudermire Jr
21,1,21,Ryan Collado
16,1,16,DeLeon Eskridge
14,2,13,Duane Bennett
47,2,27,Stephen Simmons
39,2,23,Jesse Grandy
64,3,27,Randall Cobb
38,1,38,Derrick Locke
153,3,97,Leon Berry
7,1,7,Adrian Marcus
55,2,35,DaNorris Searcy
64,3,22,Dwayne Harris
43,2,22,Jonathan Williams
28,1,28,Michael Bowman
7,1,7,Michael Dobson
57,3,25,TJ Graham
14,1,14,Curtis Underwood
14,1,14,Taylor Gentry
173,5,92,David Wilson
38,2,19,Dyrell Roberts
136,6,28,Taveon Rogers
19,2,14,Victor Johnson
16,1,16,Jeremy Avery
100,1,100,Myles Daughtry
52,2,34,Kasey Carrier
49,2,25,Emmanuel McPhearson
40,1,40,Marlon McClure
35,1,35,Donavon Kemp
98,3,49,Brelan Chancellor
9,1,9,Draylen Ross
0,1,0,James Hamilton
47,3,17,Marlin Miller
9,1,9,Andrew Joseph
51,2,39,Mossis Madu
14,1,14,DeMarco Murray
3,1,3,Trey Millard
49,3,24,DJ Monroe
23,1,23,Malcolm Williams
12,1,12,Marquise Goodwin
39,2,24,Kenjon Barner
32,2,22,Cliff Harris
69,4,22,Chris Owusu
31,2,16,Usua Amanam
16,1,16,Richard Sherman
92,3,47,Jordan Poyer
35,2,21,Markus Wheaton
41,2,22,LeQuan Lewis
36,2,24,Omar Bolden
24,1,24,Kyle Middlebrooks
6,1,6,Christopher Coyle
78,2,54,Ray Graham
14,1,14,Cameron Saddler
10,1,10,Marco Pecora
65,3,29,TY Hilton
39,3,16,Wayne Times
127,6,33,Andy Erickson
79,4,23,Darryl Fields
