assists, faceoffs lost, faceoffs won, goals, minutes, minutes even, minutes power play, minutes short handed, name, number, penalty minutes, plus minus, points, position, power play goals, shifts, short handed goals, shots on goal
0,,,0,28.417,17.467,10.317,0.633,Dion Phaneuf,3,2.000,-1,0,D,0,26,0,2
0,,,0,16.283,13.417,0.250,2.617,Cory Sarich,6,0.000,1,0,D,0,24,0,1
0,5,1,0,10.800,9.900,0.083,0.817,Stephane Yelle,7,0.000,0,0,C,0,16,0,0
0,,,0,15.283,12.067,2.350,0.867,Anders Eriksson,8,0.000,-1,0,D,0,20,0,0
0,3,1,0,18.733,14.083,4.650,0.000,Owen Nolan,11,0.000,-1,0,RW,0,22,0,4
1,3,0,0,20.233,12.500,7.733,0.000,Jarome Iginla,12,0.000,0,1,RW,0,20,0,3
0,,,0,7.767,7.683,0.083,0.000,Eric Godard,17,0.000,0,0,RW,0,15,0,0
0,3,5,0,16.367,9.133,4.867,2.367,Matthew Lombardi,18,0.000,0,0,C,0,20,0,1
0,,,0,17.550,10.417,7.133,0.000,Kristian Huselius,20,2.000,-1,0,RW,0,17,0,2
0,7,3,0,19.400,12.200,7.200,0.000,Daymond Langkow,22,0.000,0,0,C,0,19,0,2
0,,,0,12.800,9.883,2.467,0.450,Eric Nystrom,23,0.000,0,0,LW,0,17,0,2
0,10,9,0,14.950,12.000,1.217,1.733,Craig Conroy,24,0.000,-1,0,C,0,20,0,3
0,,,0,11.550,8.250,2.083,1.217,David Moss,25,0.000,0,0,LW,0,17,0,3
0,,,0,11.150,9.117,0.683,1.350,Marcus Nilson,26,0.000,0,0,LW,0,18,0,1
0,,,0,19.450,15.150,1.883,2.417,Robyn Regehr,28,0.000,1,0,D,0,27,0,1
0,,,0,24.850,17.617,6.550,0.683,Adrian Aucoin,33,0.000,-1,0,D,0,26,0,1
0,,,1,20.150,13.050,7.100,0.000,Alex Tanguay,40,0.000,0,1,LW,0,21,0,1
0,,,0,10.517,9.617,0.183,0.717,Rhett Warrener,44,0.000,-1,0,D,0,16,0,0
0,,,0,19.200,14.850,0.000,4.350,Andreas Lilja,3,2.000,1,0,D,0,24,0,0
2,,,0,29.250,16.700,3.483,9.067,Nicklas Lidstrom,5,0.000,1,2,D,0,31,0,2
0,1,0,1,18.467,13.583,0.933,3.950,Daniel Cleary,11,0.000,1,1,RW,0,28,0,1
2,1,0,0,21.717,14.533,3.033,4.150,Pavel Datsyuk,13,0.000,0,2,C,0,24,0,6
0,,,0,9.483,9.483,0.000,0.000,Derek Meech,14,0.000,0,0,D,0,16,0,1
0,,,0,8.933,6.233,0.000,2.700,Dallas Drake,17,0.000,0,0,RW,0,17,0,1
0,,,0,15.350,12.500,0.000,2.850,Kirk Maltby,18,2.000,1,0,LW,0,24,0,3
1,,,0,16.133,15.650,0.483,0.000,Brett Lebda,22,0.000,0,1,D,0,20,0,0
0,,,0,17.267,9.583,0.017,7.667,Chris Chelios,24,0.000,0,0,D,0,22,0,0
0,,,1,8.967,7.950,0.933,0.083,Jiri Hudler,26,2.000,0,1,C,1,15,0,1
1,,,0,28.483,19.267,3.567,5.650,Brian Rafalski,28,0.000,0,1,D,0,30,0,1
1,4,10,0,18.133,14.967,0.000,3.167,Kris Draper,33,4.000,1,1,C,0,27,0,1
1,,,0,9.833,9.367,0.383,0.083,Mikael Samuelsson,37,0.000,0,1,RW,0,14,0,2
0,6,15,2,20.233,13.467,2.583,4.183,Henrik Zetterberg,40,0.000,0,2,LW,1,27,0,5
0,6,3,0,15.267,9.500,1.383,4.383,Valtteri Filppula,51,0.000,0,0,C,0,21,0,2
0,1,2,0,6.900,6.817,0.000,0.083,Thomas Kopecky,82,2.000,0,0,RW,0,12,0,0
0,0,1,0,6.233,5.667,0.000,0.567,Johan Franzen,93,0.000,0,0,C,0,10,0,0
0,,,0,16.267,13.233,3.033,0.000,Tomas Holmstrom,96,0.000,0,0,LW,0,17,0,0
0,,,0,14.733,10.933,1.100,2.700,Glen Wesley,2,0.000,0,0,D,0,17,0,0
0,,,0,16.567,14.800,1.667,0.100,Dennis Seidenberg,4,0.000,0,0,D,0,23,0,0
0,,,0,12.267,9.550,2.617,0.100,Frantisek Kaberle,5,0.000,0,0,D,0,16,0,2
0,,,0,15.633,14.917,0.717,0.000,Bret Hedican,6,2.000,1,0,D,0,24,0,2
0,,,0,12.700,11.367,0.000,1.333,Niclas Wallin,7,0.000,-2,0,D,0,19,0,1
2,4,4,1,18.583,9.000,9.350,0.233,Matt Cullen,8,0.000,1,3,C,1,22,0,3
0,,,0,24.700,14.933,7.467,2.300,Justin Williams,11,0.000,-1,0,RW,0,32,0,3
0,12,14,0,22.583,15.767,6.717,0.100,Eric Staal,12,2.000,0,0,C,0,27,0,3
0,,,0,22.817,15.300,7.283,0.233,Ray Whitney,13,0.000,-1,0,LW,0,28,0,3
1,16,14,0,25.833,16.667,6.900,2.267,Rod Brindamour,17,0.000,-1,1,C,0,30,0,5
1,1,3,0,7.867,6.600,0.217,1.050,Trevor Letowski,19,0.000,0,1,RW,0,15,0,0
0,1,0,0,22.900,16.450,6.450,0.000,Erik Cole,26,2.000,-1,0,LW,0,27,0,5
0,,,1,7.067,6.100,0.217,0.750,Craig Adams,27,0.000,0,1,RW,0,10,0,1
1,,,0,15.317,12.617,0.000,2.700,Tim Gleason,42,0.000,1,1,D,0,19,0,2
0,,,0,14.833,8.617,4.883,1.333,David Tanabe,45,0.000,-2,0,D,0,17,0,0
0,,,0,9.400,1.750,7.650,0.000,Jeffrey Hamilton,51,0.000,0,0,C,0,10,0,0
0,,,1,9.583,8.467,0.217,0.900,Chad Larose,59,0.000,1,1,RW,0,17,0,3
0,0,1,0,22.683,16.733,5.517,0.433,Cory Stillman,61,0.000,-1,0,LW,0,24,0,3
1,,,1,22.183,14.217,3.350,4.617,Dion Phaneuf,3,4.000,-1,2,D,0,30,0,3
0,,,0,21.750,14.383,0.100,7.267,Cory Sarich,6,2.000,0,0,D,0,30,0,1
1,2,0,0,7.783,7.783,0.000,0.000,Stephane Yelle,7,0.000,2,1,C,0,15,0,0
