assists, ats margin, ats streak, attendance, blocks, coach, conference, date, day, defensive rebounds, dpa, dps, field goals attempted, field goals made, fouls, free throws attempted, free throws made, full name, game number, half scores, line, losses, margin, margin at the half, matchup losses, matchup wins, minutes, month, offensive rebounds, officials, opponents, ou margin, ou streak, overtime, points, rank, rebounds, rest, rival, school name, season, site, site streak, start time, steals, streak, subconference, team, three pointers attempted, three pointers made, time of game, total, tournament, turnovers, venuecap, wins
17,3.000,-1,6604,4,Aaron Mckie,AAC,20200220,Thursday,33,22.000,25.000,67,30,20,35,27,,26,[36, 33, 24],-1.000,12,4,3,1,0,,2,5,,['DREX', 'MORGS', 'LASAL', 'USC', 'MARY', 'TXAM', 'DAV', 'MISSO', 'STJOE', 'MIAFL', 'RIDER', 'CFLR', 'TLSA', 'HOU', 'TLANE', 'WIST', 'SMU', 'CIN', 'PENN', 'UCONN', 'ECAR', 'MEM', 'SMU', 'TLANE', 'VILLA'],47.000,-1,1,93,,38,3,,Temple,2019,home,1,,11,-1,,TEMP,17,6,,135.000,,17,,13
14,-3.000,-1,6604,3,Dan Hurley,AAC,20200220,Thursday,33,25.000,22.000,82,32,23,20,18,,26,[33, 36, 20],1.000,11,-4,-3,0,1,,2,9,,['SACHT', 'STJOE', 'FLA', 'BUF', 'XAVER', 'MIAFL', 'MAINE', 'IONA', 'IND', 'STPET', 'NH', 'NJIT', 'CIN', 'SOFLA', 'TLANE', 'WIST', 'VILLA', 'HOU', 'TLSA', 'TEMP', 'MEM', 'TLSA', 'CIN', 'SMU', 'MEM'],47.000,-1,1,89,,42,3,,Connecticut,2019,away,1,,7,1,,UCONN,24,7,,135.000,,18,,14
12,0.000,2,10098,6,Gregg Marshall,AAC,20200220,Thursday,28,-2.500,-2.500,54,19,15,26,21,,26,[34, 31],-10.000,6,10,5,0,1,,2,3,,['NEBO', 'TXSOU', 'TNMA', 'GARDW', 'ORROB', 'SOCAR', 'WVA', 'CENAR', 'OKLST', 'OKL', 'VCU', 'ABCH', 'ECAR', 'OLMIS', 'MEM', 'UCONN', 'TEMP', 'HOU', 'SOFLA', 'CFLR', 'TLSA', 'CIN', 'HOU', 'CFLR', 'TLANE'],-5.000,1,0,65,,31,3,,Wichita St.,2019,home,1,,9,2,,WIST,22,6,,125.000,,11,,19
9,0.000,-1,10098,0,Brian Gregory,AAC,20200220,Thursday,28,-2.500,-2.500,58,21,20,16,9,,26,[29, 26],10.000,14,-10,-5,1,0,,2,8,,['ARKPB', 'BC', 'INDPU', 'WOFF', 'LOCHI', 'NMEXS', 'NEB', 'FURM', 'DART', 'DREX', 'UTST', 'FSU', 'FLATL', 'SMU', 'UCONN', 'ECAR', 'MEM', 'CFLR', 'WIST', 'HOU', 'TLANE', 'CFLR', 'MEM', 'HOU', 'TLSA'],-5.000,-2,0,55,,36,4,,South Florida,2019,away,2,,7,-2,,SOFLA,19,4,,125.000,,14,,11
10,5.500,-4,975,2,Tony Pujol,ASUN,20200220,Thursday,29,-15.250,-9.750,49,23,19,27,13,,25,[33, 32],-13.500,16,19,13,0,1,,2,12,,['SOCAR', 'IND', 'SAM', 'SDS', 'LOUTE', 'MSVAS', 'MORST', 'TROY', 'UAB', 'ABAM', 'FSU', 'JCKSN', 'NFLA', 'LIB', 'LIPSC', 'STET', 'FLOGC', 'KENST', 'NJIT', 'JCKSN', 'LIPSC', 'LIB', 'STET', 'NFLA'],-25.000,-1,0,65,,41,4,,North Alabama,2019,home,-2,,6,-5,,NORAL,14,6,,136.000,,14,,8
5,-5.500,-2,975,3,Amir Abdur Rahim,ASUN,20200220,Thursday,19,-9.750,-15.250,46,16,22,17,11,,26,[20, 26],13.500,24,-19,-13,1,0,,2,1,,['CRE', 'DRAKE', 'MER', 'MONNJ', 'IONA', 'ELCOL', 'NCGRE', 'FLINT', 'GARDW', 'MURST', 'BELM', 'WOFF', 'IOWA', 'NFLA', 'STET', 'LIPSC', 'FLOGC', 'NJIT', 'NORAL', 'JCKSN', 'LIB', 'NFLA', 'LIPSC', 'FLOGC', 'STET'],-25.000,-1,0,46,,20,4,,Kennesaw St.,2019,away,-1,,4,-16,,KENST,15,3,,136.000,,12,,1
17,-5.500,-1,5613,3,Ritchie Mckay,ASUN,20200220,Thursday,21,15.250,9.750,48,27,11,33,24,,28,[40, 42],-10.500,3,5,9,1,0,,2,6,,['RAD', 'MDESH', 'SCST', 'ECAR', 'NAVY', 'MORGS', 'RICE', 'KC', 'KCU', 'TB', 'GC', 'VANDY', 'TWSN', 'AKR', 'LSU', 'FLOGC', 'NJIT', 'NORAL', 'JCKSN', 'LIPSC', 'NFLA', 'STET', 'KENST', 'FLOGC', 'JCKSN', 'NORAL', 'NJIT'],25.000,-1,0,82,,27,4,,Liberty,2019,home,1,,7,5,,LIB,13,4,,134.000,,6,,24
19,5.500,6,5613,3,Matthew Driscoll,ASUN,20200220,Thursday,19,9.750,15.250,59,28,22,6,4,,29,[31, 46],10.500,10,-5,-9,0,1,,2,9,,['FLA', 'FNU', 'GASO', 'SOMIS', 'TB', 'IOWA', 'CRE', 'LIU', 'TENST', 'HIGHP', 'AUPEA', 'SOMIS', 'FSU', 'SYR', 'DAYT', 'KENST', 'NORAL', 'FLOGC', 'NJIT', 'JCKSN', 'LIB', 'LIPSC', 'STET', 'KENST', 'NJIT', 'FLOGC', 'JCKSN', 'NORAL'],25.000,-1,0,77,,28,4,,North Florida,2019,away,2,,3,6,,NFLA,41,17,,134.000,,10,,18
10,-14.500,,2613,4,Pat Skerry,CAA,20200220,Thursday,28,-7.000,-21.500,62,17,17,13,11,,28,[23, 28],-4.500,11,-10,-9,0,1,,2,11,,['GW', 'BRYNT', 'KST', 'FLA', 'XAVER', 'BUF', 'STJOE', 'MORGS', 'VERM', 'MDBA', 'LIB', 'TLANE', 'NE', 'HOF', 'CHARL', 'NCWIL', 'DREX', 'DELA', 'JMAD', 'ELCOL', 'WMMRY', 'NCWIL', 'CHARL', 'DELA', 'DREX', 'REG', 'JMAD'],-28.500,,0,51,,39,4,,Towson,2019,home,-1,,3,3,,TWSN,17,6,,140.500,,8,,16
11,14.500,1,2613,4,Dane Fischer,CAA,20200220,Thursday,29,-21.500,-7.000,54,21,13,15,11,,29,[32, 29],4.500,10,10,9,1,0,,2,6,,['HIGHP', 'AMERU', 'WOFF', 'HAMP', 'OKL', 'STAN', 'MORST', 'BUF', 'OLDOM', 'FAIRF', 'GG', 'STJOE', 'STFRP', 'ELCOL', 'HOF', 'NE', 'NCWIL', 'CHARL', 'DELA', 'DREX', 'JMAD', 'TWSN', 'NE', 'HOF', 'CHARL', 'NCWIL', 'DREX', 'DELA'],-28.500,2,0,61,,35,4,,William & Mary,2019,away,2,,4,2,,WMMRY,25,8,,140.500,,7,,18
15,-6.000,2,1508,3,Dennis Felton,HRZ,20200220,Thursday,25,3.750,-2.250,51,23,16,20,9,,28,[26, 33],8.000,17,-14,-3,1,0,,2,7,,['MIN', 'EFS', 'MSU', 'SOCAR', 'FLINT', 'NCWIL', 'EKY', 'RMORR', 'TOL', 'KST', 'BGRN', 'DEP', 'ETENS', 'ILLCH', 'INDPU', 'YOUST', 'DET', 'OAK', 'WGHST', 'NK', 'WIGB', 'WIMIL', 'INDPU', 'ILLCH', 'YOUST', 'OAK', 'DET'],1.500,-1,0,59,,32,4,,Cleveland St.,2019,home,-3,,2,1,,CLEST,13,4,,130.500,,13,,10
16,6.000,-2,1508,0,Darrin Horn,HRZ,20200220,Thursday,21,-2.250,3.750,73,28,19,11,6,,28,[29, 44],-8.000,8,14,3,0,1,,2,18,,['CINCLE', 'MISSO', 'CCAR', 'COPST', 'BALLST', 'TXSOU', 'MID', 'ARK', 'MIAOH', 'EKY', 'ILLST', 'NCGRE', 'WIMIL', 'WIGB', 'DET', 'OAK', 'ILLCH', 'INDPU', 'YOUST', 'CLEST', 'WGHST', 'WIGB', 'WIMIL', 'OAK', 'DET', 'INDPU', 'ILLCH'],1.500,-1,0,73,,39,3,,Northern Kentucky,2019,away,4,,10,-1,,NK,38,11,,130.500,,5,,19
23,-2.500,-1,852,4,Zach Spiker,CAA,20200220,Thursday,18,6.250,3.750,61,32,18,6,4,,28,[35, 39],4.500,14,-7,1,1,0,,2,11,,['TEMP', 'NIA', 'ABCH', 'RUTG', 'SFAUS', 'BRYNT', 'Rose', 'MDBA', 'PRINC', 'LASAL', 'SOFLA', 'QUINN', 'NORST', 'CHARL', 'NCWIL', 'DELA', 'TWSN', 'JMAD', 'ELCOL', 'WMMRY', 'NE', 'HOF', 'DELA', 'JMAD', 'TWSN', 'WMMRY', 'ELCOL'],10.000,3,0,74,,29,4,,Drexel,2019,home,-2,,2,-3,,DREX,20,6,,145.000,,16,,13
13,2.500,6,852,4,Joe Mihalich,CAA,20200220,Thursday,15,3.750,6.250,54,28,12,24,21,,28,[34, 47],-4.500,7,7,-1,0,1,,2,8,,['SJST', 'MONNJ', 'BUCK', 'NYCT', 'UCLA', 'CSFUL', 'SD', 'HCROS', 'CAN', 'STBON', 'STO', 'PRINC', 'MAN', 'JMAD', 'TWSN', 'WMMRY', 'ELCOL', 'NE', 'NCWIL', 'CHARL', 'DELA', 'DREX', 'ELCOL', 'WMMRY', 'NE', 'CHARL', 'NCWIL'],10.000,-4,0,81,,23,4,,Hofstra,2019,away,3,,10,6,,HOF,10,4,,145.000,,11,,20
12,-10.500,-1,2078,3,Louis Rowe,CAA,20200220,Thursday,22,-3.750,-14.250,54,21,19,24,14,,26,[34, 28],-2.500,16,-8,0,1,0,,2,8,,['CHAR', 'VIRG', 'SHEN', 'GMASN', 'OLDOM', 'NH', 'COPST', 'ECAR', 'RAD', 'CHASO', 'FORD', 'HOF', 'NE', 'NCWIL', 'CHARL', 'DELA', 'DREX', 'TWSN', 'WMMRY', 'ELCOL', 'CHARL', 'NCWIL', 'DREX', 'DELA', 'TWSN'],-18.000,-1,0,62,,30,4,,James Madison,2019,home,1,,7,-3,,JMAD,24,6,,150.000,,8,,9
15,10.500,1,2078,3,Matt Matheny,CAA,20200220,Thursday,24,-14.250,-3.750,52,25,18,14,9,,29,[34, 36],2.500,18,8,0,0,1,,2,5,,['MARSH', 'MILL', 'GATEC', 'MICH', 'NOCAR', 'MAN', 'FURM', 'TXARL', 'KENST', 'HIGHP', 'NCWes', 'CAMP', 'WINTH', 'WMMRY', 'NE', 'HOF', 'CHARL', 'NCWIL', 'DREX', 'DELA', 'TWSN', 'JMAD', 'HOF', 'NE', 'NCWIL', 'CHARL', 'DELA', 'DREX'],-18.000,3,0,70,,29,4,,Elon University,2019,away,2,,2,1,,ELCOL,25,11,,150.000,,11,,10
13,23.000,-1,2561,5,Martin Ingelsby,CAA,20200220,Thursday,27,-25.500,-2.500,50,27,8,13,10,,28,[43, 27],1.000,8,22,22,0,1,,2,4,,['BRDVA', 'OAK', 'SOILL', 'TXSA', 'LAFA', 'STFRP', 'STO', 'MDESH', 'COLU', 'GW', 'VILLA', 'DELST', 'LIU', 'NCWIL', 'CHARL', 'DREX', 'JMAD', 'TWSN', 'WMMRY', 'ELCOL', 'HOF', 'NE', 'DREX', 'TWSN', 'JMAD', 'ELCOL', 'WMMRY'],-28.000,6,0,70,,31,4,,Delaware,2019,home,-2,,7,-1,,DELA,18,6,,146.000,,13,,19
9,-23.000,1,2561,1,Bill Coen,CAA,20200220,Thursday,18,-2.500,-25.500,54,20,12,6,2,,27,[21, 27],-1.000,13,-22,-22,1,0,,2,8,,['BU', 'HARV', 'MASS', 'OLDOM', 'HCROS', 'SALAB', 'DRAKE', 'WEBST', 'MAINE', 'DAV', 'EMICH', 'DET', 'TWSN', 'JMAD', 'ELCOL', 'WMMRY', 'HOF', 'CHARL', 'NCWIL', 'DREX', 'DELA', 'WMMRY', 'ELCOL', 'HOF', 'NCWIL', 'CHARL'],-28.000,-3,0,48,,26,4,,Northeastern,2019,away,2,,10,2,,NE,21,6,,146.000,,14,,13
8,-24.000,1,1893,6,Will Brown,AE,20200220,Thursday,24,4.500,-19.500,52,16,11,17,13,,27,[22, 28],-5.000,12,-19,-13,0,1,,2,7,,['LEHI', 'CAN', 'MAN', 'SPB', 'QUINN', 'SACHT', 'PRES', 'AMERU', 'YALE', 'BUCK', 'BC', 'NIA', 'STJ', 'MONNJ', 'COLU', 'BING', 'MAINE', 'NH', 'STO', 'UMASS', 'HART', 'MDBA', 'VERM', 'BING', 'HART', 'MAINE'],-15.000,,0,50,,31,3,,Albany,2019,home,-2,,8,1,,ALBNY,28,5,,134.000,,17,,14
14,24.000,4,1893,2,Ryan Odom,AE,20200220,Thursday,29,-19.500,4.500,61,28,16,9,8,,27,[35, 34],5.000,14,19,13,1,0,,2,9,,['VALLFO', 'FLOGC', 'STMMD', 'GEOCRT', 'LSU', 'EMICH', 'NICST', 'DREX', 'AMERU', 'STFRP', 'TWSN', 'COPST', 'GT', 'GMASN', 'PSYNL', 'UMASS', 'BING', 'VERM', 'NH', 'HART', 'MAINE', 'ALBNY', 'STO', 'HART', 'UMASS', 'NH'],-15.000,-9,0,69,,38,4,,MD Baltimore County,2019,away,1,,9,3,,MDBA,16,5,,134.000,,12,,12
9,-16.000,-3,715,1,Barclay Radebaugh,BIGS,20200220,Thursday,24,0.000,-16.000,50,14,5,23,20,,28,[21, 30],-1.000,14,-15,-20,0,1,,2,5,,['COLINT', 'NCATT', 'FURM', 'DAYT', 'MCHST', 'SUTAH', 'DELST', 'MISSO', 'NCCEN', 'JMAD', 'EKY', 'PIEDI', 'SCSPAR', 'HAMP', 'LONGW', 'NCASH', 'CAMP', 'HIGHP', 'PRES', 'GARDW', 'WINTH', 'RAD', 'LONGW', 'HAMP', 'SCSPAR', 'HIGHP', 'NCASH'],-16.000,1,0,51,,29,4,,Charleston Southern,2019,home,-1,,4,-1,,CHASO,18,3,,133.000,,10,,13
18,16.000,-1,715,4,Kevin McGeehan,BIGS,20200220,Thursday,30,-16.000,0.000,54,28,14,6,4,,28,[41, 25],1.000,14,15,20,1,0,,2,1,,['CCAR', 'CentP', 'NCWIL', 'CITDL', 'JCKSN', 'GASOU', 'FLOGC', 'NDAKOT', 'ECAR', 'ELCOL', 'JWNC', 'OHIO', 'GARDW', 'WINTH', 'NCASH', 'RAD', 'CHASO', 'LONGW', 'PRES', 'HAMP', 'HIGHP', 'SCSPAR', 'WINTH', 'PRES', 'LONGW', 'HAMP', 'RAD'],-16.000,1,0,66,,31,4,,Campbell,2019,away,2,,8,-1,,CAMP,17,6,,133.000,,8,,13
17,15.500,2,13555,5,Sean Miller,P12,20200220,Thursday,22,-0.250,15.250,64,28,19,28,23,,26,[40, 49],-10.500,7,26,10,1,0,,2,10,,['NOAR', 'ILL', 'SJST', 'NMEXS', 'SDS', 'LBST', 'PEP', 'PENN', 'WFRST', 'BAY', 'NEBO', 'GONZ', 'STJ', 'ARZST', 'ORE', 'ORST', 'UTAH', 'COL', 'ARZST', 'WGTON', 'WAST', 'USC', 'UCLA', 'CAL', 'STAN'],15.000,-3,0,89,21,32,4,,Arizona,2019,home,-2,,7,2,POWER6,ARZ,21,10,,137.000,,8,14545,18
14,-15.500,-1,13555,5,Wayne Tinkle,P12,20200220,Thursday,23,15.250,-0.250,53,22,18,15,13,,26,[30, 33],10.500,10,-26,-10,0,1,,2,9,,['CSNOR', 'IAST', 'OKL', 'WYOM', 'UCSB', 'GRAMB', 'SJST', 'PORST', 'ARKPB', 'TXSA', 'TXAM', 'NDAKOT', 'UTAH', 'COL', 'ARZST', 'ARZ', 'WGTON', 'WAST', 'UCLA', 'USC', 'STAN', 'CAL', 'ORE', 'UTAH', 'COL'],15.000,-3,0,63,,32,4,,Oregon St.,2019,away,3,,3,-1,POWER6,ORST,22,6,,137.000,,20,9604,15
15,-9.000,-1,15838,6,Fred Hoiberg,B10,20200220,Thursday,17,4.750,-4.250,66,23,15,16,11,,26,[36, 29],12.000,18,-21,-3,0,0,,2,7,,['UCRIV', 'SUTAH', 'SDS', 'SOU', 'WAST', 'GMASN', 'SOFLA', 'GATEC', 'CRE', 'IND', 'PURD', 'NDAKOT', 'TXCC', 'RUTG', 'IOWA', 'NWEST', 'OHIOS', 'IND', 'WISC', 'RUTG', 'MICH', 'PENST', 'IOWA', 'MARY', 'WISC'],0.500,1,0,65,,24,4,,Nebraska,2019,home,1,,11,-10,POWER6,NEB,32,8,,150.500,,10,15147,7
20,9.000,-5,15838,2,Tom Izzo,B10,20200220,Thursday,34,-4.250,4.750,62,32,15,14,9,,27,[39, 47],-12.000,9,21,3,0,0,,2,13,,['KENTY', 'BING', 'SETHA', 'CHASO', 'VTECH', 'GEOR', 'UCLA', 'DUKE', 'RUTG', 'OAK', 'NWEST', 'EMICH', 'WMICH', 'ILL', 'MICH', 'MIN', 'PURD', 'WISC', 'IND', 'MIN', 'NWEST', 'WISC', 'PENST', 'MICH', 'ILL', 'MARY'],0.500,-2,0,86,25,47,4,,Michigan St,2019,away,1,,5,-1,POWER6,MCHST,27,13,,150.500,,20,14797,17
22,-5.000,1,1823,0,Shantay Legans,BIGSKY,20200220,Thursday,17,12.000,7.000,59,30,15,6,6,,26,[39, 38],-6.000,8,1,13,0,1,,2,9,,['PBC', 'SEA', 'STL', 'BC', 'HIGHP', 'BELM', 'WGTON', 'NDAKOT', 'MULTN', 'NEBO', 'GONZ', 'WEBST', 'IDST', 'PORST', 'MONT', 'IDAHO', 'MONST', 'SUTAH', 'NOCOL', 'SACST', 'NOAR', 'MONT', 'MONST', 'IDAHO', 'PORST'],19.000,1,0,77,,26,4,,Eastern Washington,2019,home,-1,,5,1,,EWAS,25,11,,134.000,,13,6000,17
21,5.000,-1,1823,3,Brian Katz,BIGSKY,20200220,Thursday,16,7.000,12.000,57,29,10,13,10,,25,[26, 50],6.000,11,-1,-13,1,0,,2,8,,['SIMPU', 'UCRIV', 'UCDAV', 'PEP', 'COL', 'UCMER', 'CSFUL', 'SCLAR', 'CALPO', 'MONST', 'MONT', 'IDST', 'NOAR', 'WEBST', 'NOCOL', 'SUTAH', 'PORST', 'NOAR', 'EWAS', 'IDAHO', 'WEBST', 'IDST', 'SUTAH', 'NOCOL'],19.000,2,0,76,,24,4,,Sacramento State,2019,away,2,,8,-1,,SACST,21,8,,134.000,,10,1012,13
17,7.000,-1,12951,1,Bobby Hurley,P12,20200220,Thursday,24,-0.250,6.750,60,29,16,21,11,,26,[34, 43],2.000,8,5,11,1,0,,2,8,,['COL', 'CCONS', 'RIDER', 'STJ', 'VIRG', 'PRINC', 'SF', 'LOULA', 'PVAM', 'GEOR', 'STM', 'CRE', 'TXSOU', 'ARZ', 'ORST', 'ORE', 'COL', 'UTAH', 'ARZ', 'WAST', 'WGTON', 'UCLA', 'USC', 'STAN', 'CAL'],6.500,2,0,77,,32,3,,Arizona State,2019,home,-2,,9,5,POWER6,ARZST,21,8,,142.500,,11,10754,17
14,-7.000,2,12951,5,Dana Altman,P12,20200220,Thursday,27,6.750,-0.250,62,26,20,19,12,,27,[23, 49],-2.000,6,-5,-11,0,1,,2,12,,['FRSNO', 'BOIST', 'MEM', 'TXARL', 'HOU', 'SETHA', 'GONZ', 'NOCAR', 'HAW', 'MICH', 'MONT', 'TXSOU', 'ALAST', 'COL', 'UTAH', 'ARZ', 'ARZST', 'WAST', 'WGTON', 'USC', 'UCLA', 'CAL', 'STAN', 'ORST', 'COL', 'UTAH'],6.500,1,0,72,16,39,3,,Oregon,2019,away,2,,6,2,POWER6,ORE,28,8,,142.500,,15,12369,20
16,-5.500,1,10027,3,Tad Boyle,P12,20200220,Thursday,22,2.250,-3.250,57,27,12,8,5,,27,[26, 44],-9.500,6,4,-3,0,1,,2,8,,['ARZST', 'SD', 'UCIRV', 'WYOM', 'CLEM', 'SACST', 'LOMAR', 'KAN', 'NIOWA', 'COLST', 'PVAM', 'DAYT', 'IONA', 'ORE', 'ORST', 'UTAH', 'ARZST', 'ARZ', 'WAST', 'WGTON', 'UCLA', 'USC', 'CAL', 'STAN', 'ORE', 'ORST'],-1.000,-2,0,70,17,30,4,,Colorado,2019,home,-2,,3,1,POWER6,COL,26,11,,137.000,,15,,20
9,5.500,4,10027,2,Andy Enfield,P12,20200220,Thursday,21,-3.250,2.250,61,28,16,10,8,,27,[29, 37],9.500,7,-4,3,1,0,,2,9,,['FAMU', 'POR', 'SDS', 'NEV', 'PEP', 'TEMP', 'FAIRF', 'MARQ', 'HARV', 'TCU', 'LBST', 'LSU', 'FLOGC', 'WAST', 'WGTON', 'UCLA', 'CAL', 'STAN', 'ORE', 'ORST', 'UTAH', 'COL', 'ARZ', 'ARZST', 'WGTON', 'WAST'],-1.000,-3,0,66,,30,4,,Southern California,2019,away,2,,10,2,POWER6,USC,11,2,,137.000,,9,10258,19
10,-10.000,-8,8622,8,Mike Hopkins,P12,20200220,Thursday,29,7.250,-2.750,62,22,17,21,16,,27,[37, 27],-2.000,14,-8,2,1,0,,2,7,,['BAY', 'MSTM', 'TENN', 'MAINE', 'MONT', 'SD', 'SDAK', 'EWAS', 'GONZ', 'SEA', 'BALLST', 'HAW', 'HOU', 'UCLA', 'USC', 'STAN', 'CAL', 'ORST', 'ORE', 'UTAH', 'COL', 'ARZ', 'ARZST', 'WAST', 'USC', 'UCLA'],4.500,-2,0,64,,36,4,,Washington,2019,home,-3,,5,-8,POWER6,WGTON,24,4,,131.500,,11,10000,12
11,10.000,-2,8622,4,Jerod Haase,P12,20200220,Thursday,28,-2.750,7.250,55,26,16,19,13,,26,[35, 37],2.000,9,8,-2,0,1,,2,4,,['MONT', 'CSFUL', 'LBST', 'SCLAR', 'MDESH', 'WMMRY', 'OKL', 'BUT', 'NCWIL', 'SJST', 'SF', 'SD', 'KAN', 'CAL', 'WGTON', 'WAST', 'UCLA', 'USC', 'CAL', 'ORST', 'ORE', 'UTAH', 'COL', 'ARZST', 'ARZ'],4.500,-1,0,72,,32,4,,Stanford,2019,away,2,,4,-4,POWER6,STAN,18,7,,131.500,,10,7329,16
15,5.000,1,1242,6,Barret Peery,BIGSKY,20200220,Thursday,17,3.750,8.750,56,29,18,23,20,,28,[36, 51],-5.000,14,10,-3,0,1,,2,8,,['PUGET', 'IND', 'HAW', 'POR', 'SJST', 'GRAMB', 'UCSB', 'ORST', 'CSNOR', 'PBC', 'PEP', 'LOMAR', 'NOCOL', 'SUTAH', 'IDAHO', 'EWAS', 'MONST', 'MONT', 'IDST', 'WEBST', 'SACST', 'NOAR', 'MONT', 'SUTAH', 'NOCOL', 'EWAS', 'IDAHO'],12.500,3,0,87,,25,2,,Portland St.,2019,home,2,,12,1,,PORST,21,9,,151.500,,15,3094,13
12,-5.000,,1242,0,Danny Sprinkle,BIGSKY,20200220,Thursday,18,8.750,3.750,60,29,18,15,14,,26,[39, 38],5.000,11,-10,3,1,0,,2,8,,['UTST', 'ROCKM', 'APPST', 'NCGRE', 'TNTCH', 'GC', 'COLC', 'WIGB', 'SDS', 'NODAK', 'CALSB', 'SACST', 'NOAR', 'NOCOL', 'SUTAH', 'IDAHO', 'PORST', 'EWAS', 'WEBST', 'IDST', 'MONT', 'IDAHO', 'EWAS', 'IDST', 'WEBST'],12.500,,0,77,,26,4,,Montana St.,2019,away,2,,6,2,,MONST,17,5,,151.500,,16,7250,14
15,-12.000,4,1588,1,John Smith,BIGW,20200220,Thursday,16,4.250,-7.750,45,19,29,22,16,,26,[32, 30],3.000,18,-15,-2,1,0,,2,3,,['SCLAR', 'NODAK', 'SIMPU', 'STM', 'CRE', 'IOWA', 'TENST', 'LIU', 'SIENA', 'FRSNO', 'SACST', 'CALSB', 'SDST', 'VANG', 'UCSB', 'CSNOR', 'HAW', 'UCRIV', 'UCIRV', 'CSFUL', 'UCDAV', 'LBST', 'HAW', 'CSNOR', 'CSFUL'],-3.500,4,0,62,,19,4,,Cal Poly SLO,2019,home,-2,,6,-2,,CALPO,24,8,,142.500,,14,3032,7
11,12.000,5,1588,0,Jim Les,BIGW,20200220,Thursday,23,-7.750,4.250,42,23,20,35,26,,28,[34, 43],-3.000,15,15,2,0,1,,2,3,,['LOCHI', 'WLJ', 'IDAHO', 'ARKST', 'VMI', 'SACST', 'POR', 'CAL', 'UTAH', 'NOAR', 'NOILL', 'SD', 'LOMAR', 'SF', 'NM', 'HOLYN', 'UCRIV', 'LBST', 'CSNOR', 'CSFUL', 'HAW', 'UCIRV', 'CALPO', 'UCIRV', 'CSFUL', 'UCSB', 'CSNOR'],-3.500,4,0,77,,26,4,,UC Davis,2019,away,2,,2,3,,UCDAV,12,5,,142.500,,11,7600,12
13,-5.000,-2,789,5,Dedrique Taylor,BIGW,20200220,Thursday,21,5.500,0.500,61,28,20,8,5,,27,[29, 37],4.000,16,-9,-5,0,0,,2,8,,['BYU', 'STAN', 'WYOM', 'COLST', 'HOF', 'SEMST', 'DENV', 'SCLAR', 'PAC', 'SACST', 'SD', 'SF', 'LOMAR', 'UCLA', 'STK', 'HAW', 'UCRIV', 'UCIRV', 'LBST', 'UCDAV', 'CSNOR', 'CALPO', 'UCIRV', 'UCRIV', 'UCDAV', 'CALPO'],6.000,2,0,66,,29,4,,Cal St. Fullerton,2019,home,3,,2,1,,CSFUL,14,5,,135.000,,10,4000,10
17,5.000,-1,789,7,Joe Pasternak,BIGW,20200220,Thursday,22,0.500,5.500,57,26,13,23,17,,26,[34, 41],-4.000,9,9,5,0,0,,2,7,,['JCKST', 'UCLA', 'RICE', 'ORST', 'MENCO', 'PORST', 'GRAMB', 'CALSB', 'TXARL', 'SUTAH', 'IDST', 'SOU', 'MW', 'LOULA', 'WMONT', 'CALPO', 'LBST', 'HAW', 'CSNOR', 'UCRIV', 'CSNOR', 'LBST', 'HAW', 'UCIRV', 'UCDAV'],6.000,1,0,75,,29,6,,UC Santa Barbara,2019,away,-1,,6,-1,,UCSB,16,6,,135.000,,5,5600,16
12,-14.500,-2,9815,0,Larry Krytkowski,P12,20200220,Thursday,14,3.750,-10.750,48,21,17,20,13,,26,[21, 37],-3.500,11,-11,-12,1,0,,2,6,,['NEV', 'MSVAS', 'MIN', 'CCAR', 'OHIO', 'TLANE', 'UCDAV', 'BYU', 'CENAR', 'WEBST', 'KENTY', 'SDST', 'ORST', 'ORE', 'COL', 'ARZ', 'ARZST', 'WGTON', 'WAST', 'USC', 'UCLA', 'STAN', 'CAL', 'ORST', 'ORE'],-7.000,1,0,58,,20,3,,Utah,2019,home,-2,,11,-2,POWER6,UTAH,12,3,,134.000,,14,15000,14
9,14.500,1,9815,4,Mick Cronin,P12,20200220,Thursday,19,-10.750,3.750,48,24,18,19,15,,27,[33, 36],3.500,11,11,12,0,1,,2,11,,['LBST', 'UCSB', 'UNLV', 'SUTAH', 'HOF', 'BYU', 'CHAMIN', 'MCHST', 'SJST', 'DENV', 'NOTRE', 'NOCAR', 'CSFUL', 'WGTON', 'WAST', 'USC', 'STAN', 'CAL', 'ORST', 'ORE', 'COL', 'UTAH', 'ARZST', 'ARZ', 'WAST', 'WGTON'],-7.000,-1,0,69,,30,4,,UCLA,2019,away,2,,8,3,POWER6,UCLA,15,6,,134.000,,18,13800,15
18,6.000,-3,3765,4,Greg Lansing,MISSV,20200220,Thursday,24,-5.750,0.250,55,24,12,11,8,,26,[40, 27],3.000,11,3,17,1,0,,2,5,,['DAYT', 'LOUVI', 'BALLST', 'DUQ', 'LOMAR', 'AIRFC', 'UMSL', 'NODAK', 'WGHST', 'TENST', 'CHIST', 'SOILL', 'DRAKE', 'NIOWA', 'ILLST', 'EVANS', 'VAL', 'LOCHI', 'BRAD', 'DRAKE', 'MSU', 'LOCHI', 'ILLST', 'BRAD', 'MSU'],-5.500,-2,0,67,,29,3,,Indiana St.,2019,home,1,,5,-3,,INDST,26,11,,136.500,,6,,14
