defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,0,Gary Brackett,0.000,0,1.000,8
,,1,0,,0,0,Marlin Jackson,0.000,0,4.000,8
,,0,0,,0,0,Rob Morris,0.000,0,0.000,7
,,0,0,,0,0,Kelvin Hayden,0.000,0,3.000,6
,,0,0,,0,1,Freddy Keiaho,0.000,0,0.000,6
,,0,0,,0,0,Bob Sanders,0.000,0,4.000,5
,,1,0,,0,0,Robert Mathis,1.000,0,1.000,4
,,0,0,,0,0,Antoine Bethea,0.000,0,2.000,3
,,0,0,,0,0,Ed Johnson,0.000,0,0.000,3
,,0,0,,0,0,Raheem Brock,0.000,0,1.000,2
,,0,0,,0,0,Keyunta Dawson,0.000,0,0.000,1
,,0,0,,0,0,Dwight Freeney,0.000,0,0.000,1
,,0,0,,1,1,Matt Giordano,0.000,0,0.000,1
,,0,0,,0,0,Dante Hughes,0.000,0,0.000,1
,,0,0,,0,0,Darrell Reid,0.000,0,1.000,0
,,0,0,,0,0,Scott Fujita,0.000,0,1.000,8
,,0,0,,0,0,Charles Grant,0.000,0,0.000,5
,,0,0,,0,0,Roman Harper,0.000,0,3.000,5
,,0,0,,0,0,Mark Simoneau,0.000,0,3.000,5
,,1,1,,0,0,Jason David,0.000,0,0.000,4
,,0,0,,0,0,Josh Bullocks,0.000,0,1.000,3
,,0,0,,0,0,Jason Craft,0.000,0,0.000,2
,,0,0,,0,0,Antwan Lake,0.000,0,0.000,2
,,0,0,,0,0,Mike McKenzie,0.000,0,1.000,2
,,0,0,,0,0,Scott Shanle,0.000,0,1.000,2
,,0,0,,0,0,Will Smith,0.000,0,0.000,2
,,0,0,,0,0,Hollis Thomas,0.000,0,1.000,2
,,0,0,,0,0,Brian Young,0.000,0,0.000,1
,,0,0,,0,0,Cedric Griffin,0.000,0,1.000,7
,,0,0,,0,0,EJ Henderson,1.000,0,1.000,6
,,0,0,,0,0,Darren Sharper,0.000,0,2.000,5
,,0,0,,1,1,Antoine Winfield,0.000,0,0.000,5
,,1,0,,0,0,Chad Greenway,0.000,0,6.000,4
,,0,0,,0,0,Dwight Smith,0.000,0,0.000,4
,,0,0,,1,1,Kevin Williams,1.000,0,1.000,4
,,0,0,,0,0,Ray Edwards,0.000,0,0.000,3
,,0,0,,0,0,Spencer Johnson,1.000,0,0.000,3
,,0,0,,0,0,Ben Leber,0.000,0,0.000,3
,,0,0,,0,0,Marcus McCauley,0.000,0,0.000,3
,,0,0,,0,0,Pat Williams,0.000,0,0.000,3
,,0,0,,0,0,Heath Farwell,0.000,0,0.000,2
,,0,0,,0,0,Brian Robison,2.000,0,0.000,2
,,0,0,,0,0,Kenechi Udeze,1.000,0,2.000,1
,,0,0,,0,0,Lawyer Milloy,0.000,0,1.000,5
,,0,0,,0,0,Michael Boley,0.000,0,1.000,4
,,0,0,,0,0,Lewis Sanders,0.000,0,0.000,4
,,0,0,,0,0,Jimmy Williams,0.000,0,1.000,4
,,0,0,,0,0,Keith Brooking,0.000,0,5.000,3
,,0,0,,0,0,Stephen Nicholas,0.000,0,2.000,3
,,0,0,,0,0,Jonathan Babineaux,0.000,0,0.000,2
,,0,0,,0,0,Grady Jackson,0.000,0,1.000,2
,,0,0,,0,0,John Abraham,0.000,0,1.000,1
,,0,0,,0,0,Jamaal Anderson,0.000,0,1.000,1
,,0,0,,0,0,Chauncey Davis,0.000,0,0.000,1
,,0,0,,0,1,DeAngelo Hall,0.000,0,0.000,1
,,0,0,,0,0,Trey Lewis,0.000,0,0.000,1
,,0,0,,0,0,Montavious Stanley,0.000,0,0.000,1
,,0,0,,0,0,Demorrio Williams,0.000,0,1.000,1
,,0,0,,0,0,Oshiomogho Atogwe,0.000,0,0.000,10
,,1,0,,0,0,Brandon Chillar,0.000,0,2.000,7
,,0,0,,0,0,Tye Hill,0.000,0,0.000,7
,,0,0,,0,0,Will Witherspoon,0.000,0,0.000,6
,,0,0,,0,0,Ron Bartell,0.000,0,0.000,4
,,1,0,,0,0,Corey Chavous,0.000,0,3.000,4
,,0,0,,0,0,Leonard Little,0.000,0,1.000,4
,,0,0,,0,0,Chris Draft,0.000,0,1.000,2
,,0,0,,0,0,Trevor Johnson,0.000,0,0.000,2
,,0,0,,0,0,Pisa Tinoisamoa,0.000,0,1.000,2
,,0,0,,0,0,Lenny Walls,0.000,0,0.000,2
,,0,0,,0,0,Adam Carriker,0.000,0,1.000,1
,,0,0,,0,0,James Hall,0.000,0,4.000,1
,,0,0,,0,0,Clifton Ryan,0.000,0,0.000,1
,,0,0,,0,0,Chris Gamble,0.000,0,0.000,6
,,0,0,,0,0,Dan Morgan,0.000,0,2.000,5
,,1,0,,0,0,Chris Harris,0.000,0,1.000,4
,,0,0,,0,0,Ken Lucas,0.000,0,0.000,4
,,0,0,,0,0,Richard Marshall,0.000,0,0.000,4
,,0,0,,0,0,Jon Beason,0.000,0,0.000,3
,,1,0,,0,0,Deke Cooper,0.000,0,1.000,3
,,0,0,,0,0,Tanard Davis,0.000,0,0.000,3
,,0,0,,0,0,Kindal Moorehead,1.000,0,0.000,3
,,0,0,,0,0,Julius Peppers,0.000,0,1.000,3
,,0,0,,0,0,Maake Kemoeatu,0.000,0,0.000,2
,,0,0,,0,0,Kris Jenkins,0.000,0,0.000,1
,,0,0,,0,0,Damione Lewis,0.000,0,0.000,1
,,0,0,,0,0,Mike Rucker,0.000,0,1.000,0
,,0,0,,0,1,Jim Leonhard,0.000,0,5.000,8
,,0,0,,0,0,Paul Posluszny,0.000,0,1.000,8
,,0,0,,0,0,Donte Whitner,0.000,0,3.000,6
,,0,0,,0,0,Angelo Crowell,0.000,0,5.000,5
,,0,0,,0,0,Terrence McGee,0.000,0,0.000,5
,,0,0,,0,0,Ashton Youboty,0.000,0,0.000,4
,,0,0,,0,0,Chris Kelsay,0.000,0,2.000,3
,,0,0,,0,0,Aaron Schobel,0.000,0,0.000,3
,,0,0,,0,0,Mario Haggan,0.000,0,1.000,2
,,0,0,,0,0,Jason Webster,0.000,0,1.000,2
,,0,0,,0,0,John DiGiorgio,0.000,0,0.000,1
,,0,0,,0,0,John McCargo,1.000,0,0.000,1
,,0,0,,0,0,Ko Simpson,0.000,0,0.000,1
,,0,0,,0,0,Kiwaukee Thomas,0.000,0,2.000,1
,,0,0,,0,0,Larry Tripplett,0.000,0,0.000,1
,,0,0,,0,0,Jason Jefferson,0.000,0,1.000,0
,,0,0,,0,0,Kyle Williams,0.000,0,1.000,0
,,0,0,,0,0,Coy Wire,0.000,0,1.000,0
,,0,0,,0,0,DJ Williams,1.000,0,2.000,7
