assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, position, rebounds, steals, three pointers attempted, three pointers made, turnovers
0,0,2,9,4,4,2,1,28.800,Tony Snell,0,-1,11,F,2,0,5,2,1
1,0,7,11,6,5,4,4,25.233,Nikola Mirotic,2,9,19,F,9,1,4,3,4
0,6,2,7,1,1,0,0,31.550,Pau Gasol,0,-8,2,C,2,1,1,0,0
2,1,4,14,6,1,5,5,36.633,Jimmy Butler,1,3,17,G,5,2,2,0,0
5,0,1,22,8,0,4,2,32.467,Derrick Rose,0,-1,18,G,1,1,2,0,2
0,0,2,9,3,1,0,0,15.533,Aaron Brooks,0,3,6,,2,0,1,0,2
0,0,4,4,3,0,2,1,16.200,Doug McDermott,0,-2,8,,4,0,2,1,0
4,0,7,0,0,1,2,0,17.117,Joakim Noah,2,1,0,,9,1,0,0,1
1,0,3,8,5,3,0,0,14.367,Etwaun Moore,0,4,11,,3,0,2,1,0
0,3,8,3,1,6,4,3,22.100,Taj Gibson,2,2,5,,10,0,0,0,3
,,,,,,,,0,Cameron Bairstow,,,,,,,,,
,,,,,,,,0,Kirk Hinrich,,,,,,,,,
,,,,,,,,0,Bobby Portis,,,,,,,,,
5,0,10,22,12,3,3,0,36.067,Lebron James,0,1,25,F,10,1,5,1,1
4,2,4,17,6,0,3,3,34.817,Kevin Love,4,1,18,F,8,0,7,3,2
2,2,3,6,2,2,2,1,20.900,Timofey Mozgov,2,-1,5,C,5,0,0,0,3
3,0,4,10,3,4,4,2,30.450,JR Smith,1,0,8,G,5,1,2,0,0
7,1,4,15,7,2,3,2,37.150,Maurice Williams,0,5,19,G,4,1,7,3,1
1,0,0,7,4,3,0,0,16.950,Richard Jefferson,0,-5,10,,0,1,4,2,1
0,0,10,4,1,4,0,0,24.917,Tristan T Thompson,2,-6,2,,12,1,0,0,1
4,0,3,8,3,1,0,0,20.200,Matthew Dellavedova,1,1,6,,4,0,2,0,1
0,1,0,2,0,1,0,0,3.817,James Jones,0,-7,0,,0,0,2,0,0
0,0,0,2,0,0,0,0,3.183,Jared Cunningham,0,-8,0,,0,0,0,0,0
0,1,1,1,0,1,2,2,11.550,Anderson Varejao,1,9,2,,2,0,0,0,0
,,,,,,,,0,Joe Harris,,,,,,,,,
,,,,,,,,0,Sasha Kaun,,,,,,,,,
1,0,7,3,0,3,0,0,20.833,Kent Bazemore,0,-17,0,F,7,0,1,0,4
3,0,7,15,7,4,4,3,36.000,Paul Millsap,1,-22,19,F,8,0,6,2,2
4,3,3,11,6,1,3,2,30.233,Al Horford,1,-5,15,C,4,2,3,1,1
1,0,2,9,3,4,0,0,28.700,Kyle Korver,0,-9,7,G,2,1,5,1,1
