interception touchdowns, interception yards, interceptions, name
0,1,1,Trey Lewis
0,0,1,BJ Hill
0,45,2,Mike Mickens
0,15,1,James Smith
0,0,1,Chris Singleton
0,50,1,Brian Lainhart
0,0,1,Fritz Jacques
0,31,1,Greg James
0,100,3,Craig Steltz
0,22,1,Curtis Taylor
0,0,1,Jonathan Zenon
0,0,1,Danny McCray
0,68,1,Brandon McKinney
0,0,2,Sean Smith
0,29,1,Ketric Buffin
0,11,1,Matt Wimsatt
0,4,1,Carson Bird
0,74,1,Reggie Corner
0,2,1,Davanzo Tate
0,0,1,Matt Hewitt
0,49,1,Tray Blackmon
0,19,1,Chris Evans
0,0,1,Marcus Watts
0,-8,1,Reggie Walker
0,18,1,David Smith
0,6,1,Robert James
0,42,2,DeJuan Tribble
0,0,1,Tyronne Pruitt
0,0,1,Razzie Smith
0,21,1,Alphonso Smith
0,0,1,Marcus Williams
0,3,1,Mike Pagnotta
0,0,1,Terrence Wheatley
0,9,1,Charles Robinson
0,36,1,Darius Butler
0,24,1,Robert Vaughn
0,7,1,Scott Lutrus
0,5,1,Corey Small
0,0,1,Taviuos Polo
0,41,1,Kelin Johnson
0,0,1,Calvin Roberts
0,0,1,Cornelius Brown
0,0,1,William Moore
0,44,1,Joe Kleinsmith
0,0,1,Chris Phillips
0,28,1,Mike Humpal
0,25,2,Charles Godfrey
0,22,1,Ashton Cobb
0,0,1,Jordan Nevels
0,40,3,Tony Moss
0,0,1,Weldon Brown
0,0,1,Anthony Crosby
0,28,1,Kevin Barnes
0,10,1,Chris L Rucker
0,99,2,Dustin Mouzon
0,34,1,Marcus Tillman
0,0,1,Ashlee Palmer
0,35,1,Tavares Gooden
0,13,1,Spencer Adkins
0,19,1,Maurice Kitchens
0,0,1,Brandent Englemon
0,0,1,Morgan Trent
0,43,1,PJ Mahone
0,6,1,Kenny Lewis
0,45,1,Deunta Williams
0,6,1,Lawrence Young
0,5,1,Joe Burnett
0,0,1,Kevin Dixon
