completions, interceptions thrown, name, passes, passing touchdowns, passing yards
2,0,Max Jenkins,5,1,20
22,1,Andrew Manley,41,2,362
16,1,Tyler Tettleton,28,2,153
1,0,Philip Bates,2,0,58
20,0,Tarean Austin,31,1,179
22,0,Pete Thomas,26,1,178
24,2,Tommy Rees,34,2,296
7,1,Dayne Crist,15,0,95
18,0,BJ Daniels,30,1,128
12,0,Joe Bauserman,16,3,163
8,0,Braxton Miller,12,1,130
6,1,Clayton Moore,16,0,54
1,0,Patrick Nicely,3,0,1
35,0,Landry Jones,47,1,375
4,0,Drew Allen,7,0,42
18,1,GJ Kinne,33,2,271
24,3,Brandon Weeden,39,3,388
4,0,Clint Chelf,4,1,70
13,1,Blaine Gautier,26,0,106
6,0,Chris Masson,10,0,63
1,0,Brad McGuire,1,0,43
8,0,Sean Mannion,12,0,143
11,1,Ryan Katz,22,0,87
16,0,Tino Sunseri,28,1,179
32,1,Chazz Anderson,49,0,276
6,0,Matt McGloin,8,0,77
6,0,Rob Bolden,12,0,37
19,1,Caleb TerBush,33,2,220
0,0,Sean Robinson,2,0,0
27,1,Logan Kilgore,45,2,330
7,0,Stephen Garcia,15,1,110
3,0,Connor Shaw,9,0,21
0,0,Ace Sanders,1,0,0
37,1,Dominique Davis,56,4,260
15,0,Ryan Lindley,27,4,203
0,0,Adam Dingwell,1,0,0
21,1,Austin Davis,37,0,226
0,0,Arsenio Favor,1,0,0
20,0,Nick Isham,36,0,176
17,0,Andrew Luck,26,2,171
2,0,Brett Nottingham,2,1,46
3,0,Robbie Picazo,3,0,15
14,0,Matt Faulkner,26,0,184
3,0,Dasmen Stewart,7,0,26
17,0,Tyler Bray,24,3,293
1,0,Matt Simms,1,0,18
13,0,Garrett Gilbert,23,1,239
1,0,John Harris,1,1,36
1,0,David Ash,1,0,2
0,0,Case McCoy,2,0,0
14,0,Taylor McHargue,29,0,79
1,0,Sam McGuffie,1,0,15
14,0,Ryan Griffin,24,3,267
0,0,DJ Ponder,1,0,0
24,0,Seth Doege,34,3,331
2,0,Jacob Karam,4,1,22
34,0,Matt Barkley,45,3,304
7,1,Max Shortell,13,1,98
7,0,MarQueis Gray,12,0,94
24,2,Nick Lamaison,38,3,365
13,0,Larry Smith,27,2,125
3,0,Jordan Rodgers,4,1,52
21,0,Michael Rocco,29,0,174
3,0,David Watford,5,0,46
2,0,Ross Metheny,2,0,36
9,0,Logan Thomas,19,2,149
6,0,Mark Leal,9,2,113
17,0,Keith Price,25,3,102
14,0,Marshall Lobbestael,19,2,230
6,0,Connor Halliday,13,1,67
1,0,Jeff Tuel,2,0,4
0,0,David Gilbertson,1,0,0
27,1,Brett Smith,41,3,294
12,1,Alex Gillett,21,2,115
21,0,Ryan Tannehill,26,2,246
21,0,JJ McDermott,34,1,254
2,2,Kyle Padron,4,0,14
26,0,Geno Smith,35,2,249
15,0,Rakeem Cato,21,0,115
31,1,Danny OBrien,44,1,348
19,2,Stephen Morris,28,0,195
42,1,Brandon Weeden,53,2,397
37,0,Nick Foles,51,1,398
24,0,Brock Osweiler,32,3,353
1,0,Jamal Miles,1,1,35
26,0,James Franklin,42,2,319
30,1,Will Stein,43,2,349
2,0,Teddy Bridgewater,2,0,14
14,0,Wesley Carroll,21,2,248
9,0,Jr,15,0,83
2,0,Connor Dietz,5,0,52
1,0,Jonathan Warzeka,1,1,32
20,0,Casey Pachall,25,2,206
12,1,Clayton Moore,26,0,192
4,0,Patrick Nicely,8,0,35
7,0,Mike Gerardi,17,1,93
1,0,Chester Stewart,2,0,18
19,1,Ryan Aplin,21,3,274
10,0,Andre Smith,12,1,101
13,0,Taylor Reed,29,0,87
18,1,Tyler Wilson,26,1,259
8,0,Brandon Mitchell,13,1,114
15,0,Tarean Austin,28,0,162
7,0,BR Holbrook,10,0,40
2,0,Trent Steelman,4,0,43
0,0,Max Jenkins,3,0,0
8,0,Ryan Lindley,18,1,146
16,1,Barrett Trotter,23,2,146
20,1,Chris Relf,33,1,195
1,0,Chad Bumphis,1,0,3
16,1,Matt Schilz,23,5,258
3,0,Trent Hurley,4,0,46
15,1,Chazz Anderson,22,2,164
2,0,Alex Zordich,2,0,13
20,0,Jeff Godfrey,25,0,187
10,2,Chase Rettig,23,0,70
1,0,Mike Marscovetra,1,0,14
18,0,Tajh Boyd,29,3,261
28,0,Tyler Hansen,49,3,474
18,1,Zach Maynard,35,4,243
1,0,Keenan Allen,1,0,27
28,3,Pete Thomas,42,1,259
19,0,Sean Renfree,27,0,179
7,0,Anthony Boone,9,0,70
1,0,Brandon Connette,2,0,35
1,0,Alex King,1,0,21
20,1,Andrew Luck,28,4,290
1,0,Brett Nottingham,2,0,9
20,1,Dominique Davis,38,0,127
8,1,Logan Thomas,20,0,91
7,1,Alex Gillett,19,1,61
12,0,John Brantley,19,0,195
1,0,Jeff Driskel,1,0,17
15,0,Bryan Ellis,28,0,141
0,0,Jonathan Perry,1,0,0
24,1,EJ Manuel,35,4,329
6,0,Clint Trickett,7,2,148
19,1,Aaron Murray,29,4,248
11,2,Stephen Garcia,25,1,142
27,0,Brian Reader,39,4,299
1,0,Taylor Davis,1,0,8
6,0,Nathan Scheelhaase,8,0,102
9,0,Reilley OToole,9,1,50
1,0,Miles Osei,1,0,3
16,1,Edward Wright Baker,30,1,171
0,0,Teddy Schell,1,0,0
15,2,Michael Rocco,29,0,191
1,0,David Watford,1,0,7
25,0,Steele Jantz,37,4,279
0,0,Darius Reynolds,1,0,0
16,0,James Vandenberg,28,2,207
0,0,Marvin McNutt,1,0,0
21,0,Jordan Webb,30,3,281
27,0,Chandler Harnish,33,2,315
15,1,Spencer Keith,33,1,114
2,0,Blaine Gautier,2,0,28
5,1,Chris Masson,13,0,18
9,1,Morgan Newton,18,1,114
24,2,Ryan Radcliff,45,1,295
15,1,Kolton Browning,31,1,161
4,0,Cody Wells,5,1,44
0,0,Ian McCoig,1,0,0
9,0,Jarrett Lee,10,1,133
8,0,Zach Mettenberger,11,1,92
22,1,Nick Isham,37,2,318
1,0,Ray Holley,1,0,3
16,0,Kirk Cousins,20,2,183
6,0,Andrew Maxwell,10,0,63
0,0,Peter Badovinac,1,0,0
4,0,Graham Wilbert,10,0,15
2,0,David Kooi,3,0,11
11,3,Denard Robinson,24,4,338
27,2,Tommy Rees,39,3,315
16,2,MarQueis Gray,32,2,211
2,0,Max Shortell,7,0,27
20,2,Andrew Manley,31,3,288
11,0,Zack Stoudt,18,1,118
1,0,Randall Mackey,1,0,18
27,2,Rakeem Cato,42,3,275
25,3,Austin Davis,49,2,309
17,1,Logan Kilgore,29,0,117
5,0,Jeff Murphy,6,1,54
1,0,Andrew Banks,1,0,27
5,0,Tevin Washington,8,2,202
1,0,Synjyn Days,2,0,12
20,3,Bryn Renner,26,1,273
25,0,Chas Dodd,47,2,243
10,2,Taylor Martinez,21,1,219
20,0,Derek Carr,41,1,254
10,0,Kain Colter,13,0,104
2,0,Trevor Siemian,3,1,13
21,1,Derek Thompson,33,1,172
0,0,Andrew McNulty,1,0,0
26,0,Case Keenum,41,5,458
13,1,Cotton Turner,18,0,105
16,0,Joe Bauserman,30,1,189
14,0,Austin Dantin,26,1,155
7,1,Terrance Owens,16,1,137
15,0,Tyler Tettleton,25,2,153
2,1,Kyle Snyder,5,0,19
13,0,Darron Thomas,19,6,295
2,0,Bryan Bennett,7,0,36
21,2,Tyler Lantrip,35,1,219
2,1,Cody Fajardo,4,0,14
21,2,Tino Sunseri,35,0,224
5,0,Trey Anderson,7,0,33
11,1,Rob Bolden,29,0,144
1,0,Matt McGloin,10,0,0
19,0,AJ McCarron,31,1,163
19,0,Taylor McHargue,29,2,230
1,0,Turner Petersen,1,0,12
18,0,Caleb TerBush,31,1,183
28,1,BJ Daniels,39,1,359
3,1,Bobby Eveld,11,0,13
24,0,Keith Wenning,35,0,148
18,1,JJ McDermott,31,0,244
15,0,Nick Lamaison,26,0,142
8,1,Jay Hall,20,0,130
1,0,Carson Meger,1,0,4
29,1,Ryan Nassib,37,3,318
34,0,Tyler Bray,41,4,405
21,0,Zach Collaros,34,2,230
7,0,Case McCoy,8,0,57
2,0,David Ash,3,0,35
1,0,Jaxon Shipley,1,0,23
2,2,Garrett Gilbert,8,0,8
22,2,Jake Heaps,38,1,192
18,1,Ryan Griffin,39,0,170
1,0,DJ Ponder,3,0,6
21,1,GJ Kinne,29,3,241
1,0,Kalen Henderson,3,0,5
12,0,Richard Brehaut,23,1,145
15,1,Dasmen Stewart,31,0,111
1,1,Blake Jurich,3,0,4
20,1,Matt Barkley,32,1,264
23,0,Jordan Wynn,46,1,238
10,0,Chuckie Keeton,15,2,166
2,0,Adam Kennedy,2,0,29
12,2,Larry Smith,24,1,140
1,0,Jordan Rodgers,2,0,1
0,0,Zac Stacy,1,0,0
10,3,Johnny McEntee,27,0,99
1,0,Michael Nebrich,2,0,5
22,1,Tanner Price,35,1,297
1,0,Michael Campanaro,1,1,40
24,1,Mike Glennon,41,3,315
18,1,Keith Price,25,4,315
0,0,Jesse Callier,1,0,0
31,1,Bryant Moniz,45,1,333
24,0,Marshall Lobbestael,32,5,361
5,0,Connor Halliday,6,2,110
11,0,Caleb Herring,20,0,60
17,0,Russell Wilson,21,3,189
0,0,Joe Brennan,1,0,0
25,0,Sean Mannion,38,0,244
2,0,Ryan Katz,3,0,17
12,1,Brandon Doughty,21,0,102
7,1,Kawaun Jakes,12,0,51
3,0,Kriss Proctor,7,2,100
12,1,Alex Carder,18,2,143
5,1,Tyler VanTubbergen,7,0,43
20,0,Geno Smith,34,4,371
5,0,Paul Millard,6,1,60
16,2,Brett Smith,31,1,236
11,1,Chris Relf,17,0,96
4,1,Tyler Russell,8,0,45
21,1,Jarrett Lee,27,1,213
13,1,Johnny McEntee,30,0,188
1,0,Scott McCummings,3,1,39
1,0,Michael Nebrich,3,0,4
18,3,Steele Jantz,29,1,200
1,0,Josh Lenz,1,1,40
17,1,Terrance Owens,31,0,201
3,0,Austin Dantin,8,1,50
0,0,Eric Page,1,0,0
32,1,Kellen Moore,42,5,455
1,0,Joe Southwick,1,0,10
15,0,AJ McCarron,21,0,190
6,0,Phillip Sims,8,0,49
11,0,Derek Thompson,22,0,80
2,0,Brent Osborn,6,0,21
0,0,Andrew McNulty,3,0,0
23,1,Tyler Wilson,36,2,303
36,1,Corey Robinson,63,3,373
1,0,Trent Steelman,7,0,6
5,0,Trevor Siemian,7,1,105
12,0,Kain Colter,23,1,89
24,0,Nick Foles,33,1,239
4,0,Bryson Beirne,6,0,43
20,0,Andrew Luck,31,2,325
24,0,Keith Wenning,36,2,226
13,0,Chazz Anderson,23,1,149
1,0,Terrell Jackson,1,1,27
19,0,Robert Griffin III,21,3,265
1,0,Bryce Petty,2,0,14
17,0,Chase Rettig,33,1,247
41,1,Sean Renfree,52,2,368
2,0,Anthony Boone,2,0,16
34,2,Matt Schilz,55,4,437
25,0,Brett Smith,38,1,267
0,0,Trey Norman,1,0,0
27,1,Jake Heaps,50,1,305
3,0,Riley Nelson,6,0,38
16,1,Jordan Wynn,30,2,239
0,0,Jon Hays,1,0,0
15,1,Zach Maynard,25,3,215
4,0,Allan Bridgford,10,0,76
1,0,Brock Mansion,2,0,5
10,0,Zach Collaros,16,1,157
3,0,Munchie Legaux,4,0,21
0,0,Jordan Luallen,1,0,0
16,3,Clayton Moore,30,2,213
1,1,Patrick Nicely,6,0,7
30,0,Tajh Boyd,42,4,386
12,1,Barrett Trotter,25,1,198
17,0,Tyler Hansen,32,2,215
18,0,Pete Thomas,28,0,157
1,0,Charles Lovett,1,1,23
15,0,Wesley Carroll,29,0,127
17,0,Jeff Godfrey,27,0,181
14,0,John Brantley,23,2,213
26,2,Tyler Bray,48,3,288
7,1,Clint Trickett,15,1,134
13,2,EJ Manuel,19,0,85
18,2,Landry Jones,27,1,199
11,0,Derek Carr,17,2,235
18,0,Aaron Murray,26,3,188
6,0,Hutson Mason,9,1,68
1,0,Parker Welch,1,0,20
4,0,Tevin Washington,7,2,164
11,0,Jordan Webb,19,0,148
6,0,Quinn Mecham,8,1,63
11,1,Nathan Scheelhaase,15,1,135
25,2,Brock Osweiler,45,1,256
21,0,Edward Wright Baker,27,2,273
4,0,Dusty Kiel,6,0,27
31,1,James Vandenberg,48,3,399
23,2,Tino Sunseri,33,2,255
1,0,Ronald Jones,1,1,30
9,0,Collin Klein,18,1,74
4,0,Sammuel Lamur,6,0,42
11,2,Spencer Keith,23,0,81
27,0,Morgan Newton,41,2,255
10,0,Teddy Bridgewater,18,2,106
2,0,Will Stein,4,1,40
3,0,Blaine Gautier,4,1,78
4,1,Chris Masson,11,0,60
20,2,Nick Isham,31,1,199
1,0,Taylor Burch,1,0,12
25,2,Case Keenum,40,3,351
34,3,Danny OBrien,52,1,289
36,1,Geno Smith,49,1,388
20,0,Taylor Reed,30,3,332
16,2,Jacory Harris,23,2,123
2,1,Braxton Miller,4,0,22
2,0,Joe Bauserman,14,0,13
7,1,Denard Robinson,18,2,95
3,0,Alex Gillett,5,0,29
0,1,Tyler Benz,1,0,0
11,0,MarQueis Gray,21,1,163
27,1,Zac Dysert,47,2,325
18,0,James Franklin,25,3,246
2,0,Jimmy Costello,2,1,70
15,0,Bryn Renner,21,2,143
1,0,Reggie Wilkins,1,0,36
0,0,AJ Blue,1,0,0
22,2,Michael Rocco,37,1,287
1,0,David Watford,4,0,11
17,0,Mike Glennon,20,4,274
2,0,Tyler Brosius,2,0,23
10,0,Taylor Martinez,21,2,155
21,2,Keith Price,37,4,274
20,0,Andrew Manley,37,1,242
9,1,Jay Hall,28,0,124
8,1,Tarean Austin,24,0,187
2,0,BR Holbrook,5,0,41
40,0,Seth Doege,44,5,401
1,0,Austin Zouzalik,1,1,26
4,0,Jacob Karam,5,0,19
18,1,Tommy Rees,26,1,161
34,1,Kirk Cousins,53,1,329
0,0,Brad Sonntag,1,0,0
20,0,Tyler Tettleton,29,3,285
1,0,Kyle Snyder,1,0,3
9,4,Rakeem Cato,21,1,116
2,0,AJ Graham,8,0,43
11,0,Darron Thomas,15,3,206
5,0,Bryan Bennett,6,2,59
14,0,Caleb TerBush,17,0,143
7,0,Robert Marve,8,1,91
18,1,Stephen Garcia,25,0,204
5,1,Kriss Proctor,9,0,61
21,1,Ryan Lindley,37,2,273
20,2,Marshall Lobbestael,42,3,368
21,0,BJ Daniels,31,4,382
9,2,Bobby Eveld,12,0,95
10,1,Matt Faulkner,19,0,131
3,0,Dasmen Stewart,14,0,21
11,2,Tyler Lantrip,21,0,112
16,0,Austin Davis,23,2,143
19,1,JJ McDermott,35,0,278
7,1,Kyle Padron,16,0,138
15,0,Casey Pachall,23,1,204
24,0,Kolton Browning,37,1,194
5,0,Cody Wells,5,1,38
9,2,Mike Gerardi,22,0,95
3,0,Chester Stewart,6,0,28
13,0,Matt McGloin,19,0,124
9,1,Rob Bolden,17,0,92
6,3,Kalen Henderson,20,2,104
2,0,GJ Kinne,5,0,13
0,1,Genesis Cole,1,0,0
29,2,Brandon Weeden,39,3,369
0,0,Clint Chelf,1,0,0
26,1,Ryan Tannehill,39,2,337
4,0,Jameill Showers,4,0,40
17,0,Brian Reader,29,0,131
10,2,Bryan Ellis,25,0,145
0,0,Jonathan Perry,2,0,0
0,1,Joe Bento,1,0,0
22,0,Ryan Griffin,26,3,281
8,0,Richard Brehaut,19,0,150
3,3,Kevin Prince,7,0,26
12,0,Case McCoy,15,2,168
3,0,David Ash,3,0,31
1,0,Jaxon Shipley,1,1,5
17,1,Caleb Herring,29,2,178
1,0,Sean Reilly,1,0,1
20,0,Bryant Moniz,36,2,233
5,0,David Graves,5,0,51
26,0,Matt Barkley,39,5,324
1,0,Marc Tyler,1,0,2
25,0,Ryan Nassib,37,1,230
1,0,Alec Lemon,1,1,28
13,0,Larry Smith,20,0,103
1,0,Jordan Rodgers,1,0,3
0,1,Zac Stacy,1,0,0
13,5,Zack Stoudt,26,1,139
2,0,Randall Mackey,4,0,10
21,2,Logan Thomas,33,2,292
16,2,Ryan Aplin,36,0,205
21,0,Tanner Price,32,2,281
3,0,Ted Stachitas,3,0,18
1,0,Brendan Cross,1,0,9
23,1,Russell Wilson,32,3,347
1,0,Joe Brennan,2,0,8
14,0,Chandler Harnish,24,0,164
3,0,Jordan Lynch,3,0,9
22,1,Kawaun Jakes,30,2,237
1,0,Brandon Doughty,1,0,4
28,1,Alex Carder,37,3,355
20,0,Ryan Radcliff,36,0,215
25,1,Zach Collaros,34,2,263
25,2,Mike Glennon,36,2,334
3,0,Tyler Brosius,4,0,14
16,1,Jake Heaps,34,0,133
0,0,Riley Nelson,1,0,0
17,1,Jeff Godfrey,25,0,272
4,0,Blake Bortles,5,0,46
11,0,Jr,13,3,178
2,0,Connor Dietz,2,0,19
13,0,Clayton Moore,28,3,223
1,0,Patrick Nicely,1,0,17
19,1,Ryan Aplin,28,1,220
4,0,Andre Smith,4,0,51
15,0,AJ McCarron,20,2,200
22,1,Tyler Wilson,35,2,185
2,1,Brandon Mitchell,5,0,24
34,0,Nick Foles,57,3,398
11,0,Darron Thomas,20,2,101
16,1,Barrett Trotter,28,2,178
0,0,Kiehl Frazier,1,0,0
20,3,Graham Wilbert,31,1,191
1,0,David Kooi,1,0,8
25,0,Brock Osweiler,32,2,223
21,2,Matt Barkley,33,1,227
24,0,Keith Wenning,30,3,324
2,0,Kelly Page,2,0,59
0,1,Trent Steelman,3,0,0
0,0,Max Jenkins,1,0,0
29,0,Robert Griffin III,33,5,338
2,0,Bryce Petty,2,0,29
23,1,Taylor McHargue,38,3,260
0,0,Turner Petersen,1,0,0
14,0,Chase Rettig,22,3,196
23,0,Kellen Moore,29,4,279
5,0,Joe Southwick,7,1,48
0,0,Mitch Burroughs,1,0,0
14,4,GJ Kinne,24,1,123
1,0,Kalen Henderson,2,1,13
18,1,Chazz Anderson,39,0,193
0,0,Terrell Jackson,1,0,0
12,0,Johnny McEntee,21,2,213
0,0,Michael Nebrich,1,0,0
22,0,Tajh Boyd,35,3,344
24,1,Clint Trickett,38,3,336
21,1,Sean Renfree,30,1,278
3,0,Anthony Boone,5,0,55
0,0,Jamison Crowder,1,0,0
14,1,Ryan Griffin,29,1,188
4,0,DJ Ponder,7,0,75
0,0,Orleans Darkwa,1,0,0
35,3,Dominique Davis,42,3,361
22,1,Bryan Ellis,32,0,177
9,0,Jonathan Perry,16,0,106
17,1,Jake Medlock,27,0,216
1,0,Wesley Carroll,3,0,8
14,0,Blaine Gautier,26,3,221
1,0,Chris Masson,3,0,11
0,0,Brad McGuire,1,0,0
10,1,Tevin Washington,14,1,184
17,2,Bryn Renner,25,2,204
29,0,Case Keenum,34,2,415
10,0,Cotton Turner,14,1,128
1,0,Crawford Jones,2,0,18
22,0,Brian Reader,38,2,235
1,0,Taylor Davis,3,0,4
0,0,Kama Bailey,1,0,0
24,2,Derek Carr,37,5,371
14,1,Nathan Scheelhaase,20,1,133
3,0,Reilley OToole,6,0,34
30,1,Alex Carder,48,2,306
21,0,James Vandenberg,32,3,270
1,0,AJ Derby,1,0,3
13,0,Cody Wells,17,0,162
16,0,Kolton Browning,27,0,131
10,0,Spencer Keith,19,1,94
16,2,Morgan Newton,33,1,124
6,0,Maxwell Smith,11,0,41
8,0,John Brantley,14,1,115
0,0,Trey Burton,1,0,0
0,1,Jeff Driskel,3,0,0
17,1,Danny OBrien,33,0,153
4,0,CJ Brown,4,1,42
9,0,Chester Stewart,9,0,140
13,1,Kirk Cousins,22,1,213
7,0,Andrew Maxwell,8,1,71
11,2,Ryan Radcliff,29,1,87
1,2,AJ Westendorp,4,0,4
17,0,Taylor Reed,32,0,153
28,1,JJ McDermott,44,3,357
21,1,Jacory Harris,31,2,272
12,0,Collin Klein,18,2,133
25,2,Zac Dysert,40,0,265
19,1,Matt Schilz,24,3,183
8,2,Denard Robinson,17,0,93
23,0,Ryan Lindley,48,1,253
4,1,Max Shortell,8,1,71
5,1,MarQueis Gray,12,0,53
3,1,Randall Mackey,7,1,78
9,1,Zack Stoudt,23,0,71
17,1,Aaron Murray,26,2,268
17,1,Rakeem Cato,33,1,245
22,1,Logan Thomas,33,0,229
14,1,Chris Relf,29,1,164
29,2,Nick Isham,40,1,233
1,0,Brock Waters,1,0,19
18,0,Chandler Harnish,21,2,187
19,0,BR Holbrook,30,2,289
13,0,Tarean Austin,22,2,145
10,1,Derek Thompson,20,3,201
23,1,Edward Wright Baker,40,0,209
7,0,Dusty Kiel,12,2,145
5,0,Braxton Miller,13,2,83
2,0,Joe Bauserman,2,0,27
22,0,Tyler Hansen,39,2,238
35,2,Landry Jones,48,3,448
16,0,James Franklin,33,1,291
24,1,Sean Mannion,40,1,287
7,0,Richard Brehaut,11,1,146
0,0,Josh Smith,1,0,0
22,0,Tino Sunseri,30,1,165
0,0,Trey Anderson,2,0,0
24,1,Tommy Rees,41,1,216
14,0,Matt McGloin,17,3,220
7,1,Rob Bolden,13,1,115
1,0,Garrett Venuto,1,0,17
1,0,Shane McGregor,4,0,12
18,1,Alex Gillett,31,0,202
21,1,Chas Dodd,32,3,232
1,0,Gary Nova,3,0,19
23,0,Tyler Tettleton,36,3,339
16,4,Stephen Garcia,30,1,228
1,0,Connor Shaw,2,0,8
12,1,Larry Smith,16,0,44
4,0,Jordan Rodgers,7,0,29
15,0,BJ Daniels,24,2,202
26,3,Carson Meger,40,2,240
1,0,Tate Smith,2,0,4
24,0,Matt Faulkner,38,2,236
17,1,Matt Christian,28,1,238
16,0,Ryan Nassib,24,2,213
0,0,Van Chew,1,0,0
22,1,Austin Dantin,32,1,258
6,0,Terrance Owens,10,0,42
14,1,Casey Pachall,20,3,214
24,1,Corey Robinson,38,3,348
1,0,Chandler Worthy,1,0,6
28,1,Logan Kilgore,48,5,415
28,3,Ryan Tannehill,47,2,309
47,0,Brandon Weeden,60,2,438
26,0,Seth Doege,38,3,222
11,0,Tyler Lantrip,18,1,191
4,0,Cody Fajardo,6,1,59
23,3,Caleb Herring,41,1,223
5,0,Sean Reilly,6,0,48
1,0,Mike Clausen,1,1,23
0,0,Chase Lansford,1,0,0
9,0,Chuckie Keeton,15,0,86
16,0,Pete Thomas,28,1,108
16,3,Michael Rocco,24,0,140
10,0,David Watford,20,1,81
27,0,Austin Davis,41,3,313
0,0,Quentin Pierce,1,0,0
19,0,Keith Price,25,3,292
23,0,Zach Maynard,43,1,349
38,2,Geno Smith,65,2,463
16,0,Jarrett Lee,28,3,180
17,1,Brett Smith,33,2,166
1,0,Austin McCoy,1,0,2
12,0,Taylor Martinez,21,1,157
22,0,Tino Sunseri,33,1,216
18,0,BJ Daniels,36,0,223
19,1,Nick Lamaison,29,3,267
30,0,Case Keenum,46,2,471
10,0,Riley Nelson,14,2,144
11,0,Jake Heaps,25,0,107
13,0,Chuckie Keeton,25,2,122
0,0,Josh Thompson,1,0,0
30,0,Tyler Wilson,51,3,510
25,1,Ryan Tannehill,35,0,247
3,0,Trent Steelman,3,1,70
10,1,Ryan Griffin,19,0,74
0,1,DJ Ponder,1,0,0
24,3,Brock Osweiler,37,2,258
40,4,Sean Mannion,66,1,341
23,1,Chase Rettig,47,1,188
19,1,Tanner Price,29,1,252
1,0,Michael Campanaro,1,0,36
19,2,Kellen Moore,33,2,142
2,0,Joe Southwick,2,0,18
4,0,Mason Magleby,4,1,73
5,1,Tyler Lantrip,16,0,50
17,0,Ryan Radcliff,28,4,387
27,2,Chandler Harnish,50,2,370
15,1,Tyler Hansen,23,2,175
32,1,Marshall Lobbestael,49,3,376
22,0,Johnny McEntee,39,4,300
37,0,Alex Carder,51,5,479
28,2,Pete Thomas,43,3,387
25,1,Matt Faulkner,38,2,313
40,2,Dominique Davis,56,2,414
13,0,Bryn Renner,20,4,230
4,0,Alex Gillett,9,0,94
14,0,Clayton Moore,28,1,155
