longest reception, name, receiving touchdowns, receiving yards, receptions
37,W Dressler,1,74,4
23,D Adams,1,46,3
11,N Demski,0,32,4
20,D Wolitarsky,1,20,1
3,A Harris,0,6,3
0,A Bowman,0,0,0
101,D Walker,1,176,8
46,D Williams,0,74,4
27,K Stafford,0,69,5
19,V Hazelton,0,37,4
23,N Behar,0,29,3
7,C McCarty,0,11,2
9,J Smith,0,9,1
10,C Gable,0,3,5
0,N Adjei,0,0,0
34,C Holley,0,47,2
16,D Carter,0,36,3
17,J Stanford,0,32,2
13,N Roosevelt,1,30,3
9,J Williams Lambert,0,23,3
12,S Moore,0,12,1
7,J Messam,0,10,2
7,T Mason,0,7,1
6,D Bailey,0,6,1
46,J Wilder Jr,0,68,4
16,A Edwards,0,55,5
40,S Green,0,51,5
16,J Ralph,0,25,2
16,B Tyms,0,23,2
10,D Cross,1,10,4
3,S Gingras Gagnon,0,3,1
0,M Williams,0,0,0
42,K Jorden,1,77,4
27,M Michel,0,67,5
38,R Begelton,0,60,2
42,J Brescacin,0,47,2
10,D Daniels,0,20,2
13,E Rogers,0,13,1
13,R Sindani,0,13,1
76,M Jones,0,120,5
26,J Saunders,0,118,7
25,L Tasker,0,71,6
14,B Banks,0,19,4
9,B Wilkerson,0,9,1
5,N Whitlock,0,7,2
35,S Johnson,1,46,2
18,E Arceneaux,0,41,4
12,B Burnham,0,38,6
11,C Watson,1,19,2
11,C Rainey,0,18,2
13,R Collins Jr,0,17,2
4,J Johnson,0,4,2
56,C Williams,0,98,6
54,E Jackson,0,73,3
17,B Cunningham,0,41,4
13,T Sutton,0,31,5
14,E Lewis,1,23,2
8,P Lavoie,0,16,2
23,G Ellingson,0,104,8
56,D Spencer,1,82,6
19,B Sinopoli,0,74,6
42,N Thomas,0,42,1
20,W Powell,1,24,2
10,J Beaulieu,0,18,2
1,D Rhymes,0,1,1
46,C Holley,0,71,3
24,S Evans,0,56,4
0,J Williams Lambert,1,32,1
18,S Moore,0,30,3
20,J Stanford,0,30,2
11,N Roosevelt,0,26,3
0,D Bailey,0,6,1
14,E Lewis,0,34,4
12,T Sutton,0,28,3
9,B Cunningham,1,25,3
10,E Jackson,0,23,3
8,C Williams,0,22,5
26,A Harris,1,68,6
53,R Simonise,0,64,2
39,D Adams,0,51,2
16,D Wolitarsky,2,46,4
9,A Bowman,0,38,5
12,W Dressler,0,24,2
23,K Lafrance,0,23,1
10,N Demski,1,22,3
7,D Petermann,0,7,1
88,D Williams,1,105,4
14,D Walker,1,56,6
55,K Stafford,0,55,1
20,M Shuler,0,42,3
7,C Gable,0,14,3
6,N Adjei,0,7,2
7,N Behar,0,7,1
31,B Banks,1,117,6
45,L Tasker,2,103,5
28,T Toliver,0,76,4
23,J Saunders,0,33,3
3,N Whitlock,0,3,1
12,B Tyms,0,32,5
11,J Wilder Jr,0,30,4
8,J Ralph,0,21,3
11,S Green,0,20,2
7,A Edwards,0,13,2
8,D Cross,0,12,2
6,M Williams,0,6,1
5,M Jackson,0,5,1
59,E Rogers,2,131,5
39,D Daniels,1,76,4
11,R Begelton,0,46,4
31,J Brescacin,0,40,2
14,K Jorden,0,39,5
14,R Sindani,0,14,1
7,D Jackson,0,7,1
5,W Langlais,0,5,1
1,T Williams,0,1,1
35,D Daniels,0,91,5
32,K Jorden,1,76,5
15,E Rogers,1,57,5
10,R Begelton,0,20,3
7,J Brescacin,0,7,1
0,L Durant,0,0,0
0,D Jackson,0,0,0
56,G Ellingson,1,97,6
14,B Sinopoli,0,40,4
6,D Spencer,0,11,3
6,A Hartley,0,11,2
9,J Beaulieu,0,9,1
6,W Powell,0,8,2
0,B Gillanders,0,0,0
37,B Banks,0,111,11
23,J Saunders,0,97,7
0,T Toliver,1,84,6
19,L Tasker,0,56,5
12,M Jones,0,21,2
15,W Dressler,0,55,6
14,A Bowman,0,32,3
12,N Demski,0,25,3
7,A Harris,0,17,3
10,D Adams,0,10,1
7,M Couture,0,7,1
64,D Williams,1,129,6
22,K Stafford,1,72,6
25,D Walker,0,67,5
18,N Behar,0,26,2
14,N Adjei,1,25,2
7,C Gable,0,7,1
37,E Arceneaux,0,65,3
46,C Watson,0,58,3
34,R Collins Jr,0,37,2
9,J Johnson,0,14,2
11,S Johnson,0,11,1
8,C Rainey,0,8,1
6,B Burnham,0,6,1
35,S Evans,0,77,3
28,N Roosevelt,1,73,6
16,T Mason,0,25,2
11,J Williams Lambert,0,19,2
9,D Carter,0,9,1
8,C Holley,0,8,1
7,J Stanford,0,7,1
2,M Thigpen,0,1,2
79,C Williams,1,130,3
48,B Cunningham,0,70,4
12,E Jackson,0,18,2
11,T Sutton,0,18,4
16,P Lavoie,0,16,1
5,S Logan,0,3,2
13,M Thigpen,0,47,4
37,N Roosevelt,0,37,2
29,J Stanford,0,33,2
8,S Evans,0,11,2
6,J Messam,0,9,2
6,S Moore,0,6,1
5,J Williams Lambert,0,5,1
0,C Holley,0,0,9
30,B Banks,0,113,7
26,T Toliver,0,70,3
18,J Saunders,0,67,5
19,L Tasker,0,49,4
8,M Jones,0,22,3
12,M Timmis,0,12,1
17,B Cunningham,0,68,6
65,E Lewis,0,65,1
24,T Sutton,0,54,3
33,C Williams,0,33,1
14,C Harper,0,27,4
10,P Lavoie,0,20,2
13,R Stone,0,13,1
37,B Sinopoli,1,148,11
11,N Thomas,1,56,6
47,J Beaulieu,1,50,2
15,G Ellingson,0,49,5
11,D Spencer,0,29,3
10,R Harris,0,10,1
50,L Noel,0,81,2
30,A Edwards,0,49,3
16,S Green,0,34,3
17,J Wilder Jr,0,27,3
9,M Williams,0,17,2
5,D Cross,1,7,2
2,B Burks,0,2,1
22,D Williams,0,125,8
50,K Stafford,0,98,7
24,D Walker,1,51,4
25,N Adjei,0,25,1
17,C Gable,0,23,3
12,C McCarty,0,21,2
16,N Behar,0,18,2
9,B Mitchell,0,9,1
37,D Adams,1,66,3
12,W Dressler,0,35,5
21,D Wolitarsky,0,28,2
19,D Petermann,0,24,1
11,A Harris,0,22,4
14,K Lafrance,0,14,1
7,N Demski,0,12,2
6,M Miller,0,6,1
43,B Burnham,0,58,3
15,S Johnson,0,27,3
12,R Collins Jr,0,25,4
12,C Rainey,0,24,3
6,C Watson,0,14,3
9,J Johnson,0,13,2
7,E Arceneaux,0,12,2
15,B Sinopoli,0,37,4
19,J Feoli Gudino,0,30,2
12,D Spencer,0,26,4
14,G Ellingson,0,26,3
11,A Hartley,0,11,1
5,N Thomas,0,5,1
3,J Beaulieu,0,3,1
0,B Gillanders,0,0,0
0,T Harris,0,0,0
0,K Jorden,0,79,6
0,R Begelton,0,59,4
0,J Brescacin,1,36,4
0,D Daniels,0,33,4
0,D Jackson,0,24,3
1,L Durant,1,19,3
0,R Morris,0,0,0
43,D Williams,1,123,9
17,K Stafford,0,37,3
13,D Walker,0,36,4
30,J Robinson,1,30,1
12,A Dupuis,0,12,1
9,B Mitchell,0,9,1
6,C Gable,0,6,1
5,C McCarty,0,5,1
31,S Green,0,131,10
23,J Wilder Jr,0,62,6
15,D Cross,0,46,5
37,A Edwards,0,46,2
8,M Jackson,0,8,1
3,R Smith,0,3,1
0,J Ralph,0,0,1
33,C Rainey,0,71,6
38,B Burnham,0,71,3
19,E Arceneaux,0,63,7
20,S Johnson,1,51,4
12,R Collins Jr,0,30,3
13,C Watson,0,25,2
9,J Johnson,0,13,2
2,R Lumbala,0,2,1
28,D Adams,0,72,4
42,D Wolitarsky,0,42,1
10,N Demski,0,32,6
13,A Harris,0,29,4
25,A Bowman,0,25,1
14,W Dressler,0,14,1
23,J Saunders,0,67,5
8,R Lawrence,0,38,6
14,B Banks,0,25,3
16,T Toliver,0,23,3
15,M Jones,0,20,2
11,S Thomas Erlington,0,11,1
18,J Williams Lambert,0,57,6
24,N Roosevelt,1,43,4
18,S Evans,0,41,4
37,C Holley,0,33,2
6,M Thigpen,0,6,1
29,B Sinopoli,1,171,11
25,W Powell,0,61,7
18,R Harris,0,56,4
23,D Spencer,0,38,4
11,G Ellingson,0,37,4
78,E Arceneaux,1,152,5
39,R Collins Jr,1,81,6
42,B Burnham,0,61,2
7,S Johnson,0,27,5
4,B Rutley,0,4,1
23,R Smith,0,50,4
27,J Wilder Jr,0,42,6
14,A Edwards,0,29,3
7,L Noel,0,16,3
6,S Green,0,9,3
5,M Williams,0,5,1
0,B Burks,0,0,1
0,D Cross,0,0,0
23,D Adams,1,82,6
24,W Dressler,0,72,5
15,N Demski,0,62,5
11,A Harris,1,16,2
13,D Wolitarsky,0,13,1
0,A Bowman,0,0,0
40,E Rogers,1,113,9
30,K Jorden,1,86,6
20,D Daniels,0,48,3
13,M Michel,0,29,3
4,D Jackson,0,8,3
8,W Langlais,0,8,1
23,T Sutton,0,52,6
20,B Cunningham,1,47,4
14,P Lavoie,0,19,2
12,C Harper,0,18,2
9,E Lewis,0,18,2
11,W Stanback,0,11,1
8,R Stone,0,8,1
4,E Jackson,0,4,1
45,T Sutton,0,82,4
23,E Lewis,0,54,3
18,B Cunningham,0,32,2
17,C Harper,0,17,1
10,E Jackson,0,13,2
13,G Johnson,0,13,1
6,W Stanback,0,6,2
61,D Williams,2,116,4
37,K Stafford,0,105,5
36,D Walker,1,77,4
25,N Behar,0,37,2
20,N Adjei,0,33,3
17,C Gable,1,22,2
12,J Robinson,0,18,2
7,C McCarty,0,7,1
0,S Giguere,0,0,1
42,N Demski,1,82,5
51,K Thompkins,0,81,3
13,A Harris,0,50,5
13,W Dressler,0,35,4
10,C Streveler,0,10,1
6,D Adams,0,8,2
8,D Wolitarsky,1,8,1
46,R Smith,0,62,4
19,J Wilder Jr,0,51,4
31,A Edwards,0,51,3
11,S Green,0,40,5
13,M Williams,0,24,3
8,M Jackson,0,8,1
50,J Saunders,1,154,8
24,B Banks,0,113,9
17,M Jones,0,36,4
14,C Williams,0,22,2
12,R Lawrence,0,18,2
9,S Thomas Erlington,0,9,1
30,B Sinopoli,0,82,9
50,W Powell,0,61,3
45,R Harris,0,61,3
19,G Ellingson,0,34,3
8,D Spencer,0,18,4
11,J Beaulieu,0,17,2
17,C Holley,0,34,2
14,N Roosevelt,0,28,3
16,M Thigpen,0,28,3
11,J Williams Lambert,0,19,5
11,S Evans,0,11,1
10,J Stanford,0,10,1
7,D Carter,0,7,1
9,J Messam,0,6,2
4,D Bailey,0,4,1
16,D Daniels,1,61,6
41,M Michel,1,41,1
14,K Jorden,0,38,6
21,L Durant,0,21,1
15,E Rogers,1,15,1
9,R Morris,0,11,3
48,S Green,2,134,9
14,L Noel,0,47,4
20,J Wilder Jr,1,42,4
16,M Williams,0,34,3
23,A Edwards,1,30,3
8,R Smith,0,8,1
7,D Cross,0,7,1
43,D Spencer,1,145,8
27,B Sinopoli,1,89,7
40,R Harris,0,73,5
17,B Gillanders,0,39,3
13,G Ellingson,0,26,2
9,W Powell,0,9,2
61,D Walker,1,154,6
11,K Stafford,0,54,3
24,D Williams,0,41,2
6,N Behar,0,6,1
2,C Gable,0,2,1
32,J Williams Lambert,0,86,4
41,D Carter,1,59,3
13,T Mason,0,47,7
28,M Thigpen,0,31,2
14,N Roosevelt,0,19,2
7,S Evans,0,13,3
6,J Stanford,0,6,1
31,E Lewis,0,76,4
10,E Jackson,0,15,3
11,B Cunningham,0,9,3
8,T Sutton,0,8,1
48,J Saunders,1,150,7
41,B Banks,1,114,5
19,L Tasker,0,49,3
9,T Toliver,0,18,2
8,C Williams,0,15,2
6,M Jones,0,6,1
62,K Jorden,1,185,5
35,L Durant,0,53,5
30,J Brescacin,0,39,2
20,D Daniels,0,39,2
22,M Michel,0,30,2
16,R Morris,0,24,3
27,B Burnham,1,76,7
36,K Elliott,0,62,4
48,E Arceneaux,0,53,3
13,J Johnson,0,46,6
16,R Collins Jr,0,33,3
7,T Van,0,7,1
4,C Watson,0,4,1
36,K Elliott,1,79,5
39,E Arceneaux,0,39,1
28,C Rainey,0,36,2
19,T Van,0,34,3
12,R Collins Jr,0,31,4
20,B Burnham,0,20,1
51,D Walker,1,117,5
16,D Williams,0,46,4
13,K Stafford,0,36,4
32,S Giguere,0,32,1
15,C Gable,0,30,5
13,N Adjei,0,22,3
10,N Behar,1,19,4
16,A Sewell,0,16,1
27,A Harris,0,46,4
34,N Demski,1,45,2
18,K Thompkins,0,29,2
15,D Petermann,0,29,2
12,D Adams,0,21,2
10,W Dressler,1,10,1
0,D Wolitarsky,0,0,0
37,B Banks,1,106,6
22,C Williams,0,44,3
15,T Toliver,0,34,3
26,J Saunders,0,26,1
10,A Green,0,19,2
18,L Tasker,0,18,1
4,M Jones,0,4,1
22,G Ellingson,0,110,11
27,B Sinopoli,0,83,8
17,D Rhymes,0,77,7
19,D Spencer,0,74,6
19,R Harris,1,70,6
22,J Beaulieu,0,52,4
20,W Powell,0,21,2
27,E Jackson,0,61,5
15,A Bowman,0,40,4
12,T Sutton,0,25,3
11,B Cunningham,0,22,2
16,W Stanback,0,16,1
4,T Graham,0,4,1
72,D Adams,2,162,8
17,K Thompkins,0,65,6
22,D Wolitarsky,0,57,5
13,R Lankford,0,18,2
8,N Demski,0,14,3
5,A Harris,0,11,3
26,G Ellingson,0,100,8
59,D Rhymes,1,81,5
23,B Sinopoli,0,51,3
18,W Powell,0,46,4
25,R Harris,0,30,2
12,D Spencer,0,27,6
26,J Beaulieu,0,26,1
30,A Coombs,1,56,3
29,J Wilder Jr,0,49,4
23,M Alford,0,47,4
20,A Edwards,0,37,2
16,S Green,0,28,2
12,R Smith,0,24,2
19,D Cross,0,19,1
44,B Burnham,1,91,4
35,E Arceneaux,0,90,5
21,J Johnson,0,57,5
8,K Elliott,0,28,4
13,O Foster III,0,13,1
7,S Johnson,0,10,2
9,C Watson,0,9,1
40,B Mitchell,1,128,7
34,D Walker,0,82,5
21,D Williams,1,72,7
22,K Stafford,0,55,4
14,S Cooper,1,41,5
9,N Adjei,0,17,2
