longest reception, name, receiving touchdowns, receiving yards, receptions
32,G Simon,0,38,2
15,S McHenry,0,29,2
14,J Sanders,0,14,1
9,C Getzlaf,0,9,1
8,D Clark,1,8,1
31,B Grant,0,80,6
14,G Ellingson,0,42,4
14,S Giguere,0,29,4
10,L Lamar,0,16,2
5,C Walker,0,5,1
4,J Delahunt,0,4,1
3,J Hilton,0,3,1
20,J Richardson,0,70,5
24,S Green,1,40,5
16,B Whitaker,0,40,3
9,A Bruce,0,16,2
13,S Lumbala,0,13,1
9,P Lavoie,0,9,1
8,B London,0,8,1
6,N Devine,0,6,1
44,F Stamps,0,103,6
31,C Koch,1,58,4
26,M Henry,0,37,2
20,J White IV,0,20,1
19,C McCarty,1,19,1
11,H Charles,0,11,1
8,S Chambers,0,8,1
7,N Coehoorn,0,7,1
40,R Kohlert,0,79,5
16,I Anderson,0,32,2
11,T Edwards,0,29,4
11,C Denmark,0,21,2
7,J Etienne,2,18,3
8,C Simpson,0,15,3
38,J Cornish,0,87,6
55,T Hawthorne,0,65,3
20,N Lewis,0,64,5
18,M McDaniel,1,47,5
25,A Parker,1,46,3
27,G Carr,1,40,2
10,J Arthur,0,12,2
8,B Sinopoli,0,8,1
7,L Taylor,0,7,1
0,R Cote,0,0,1
39,G Ellingson,1,114,5
51,B Grant,0,87,5
19,S Giguere,0,66,5
30,O Jones,0,57,4
20,D Stala,0,33,2
9,C Gable,0,21,4
17,L Lamar,1,17,1
45,G Simon,1,125,5
24,W Dressler,1,59,3
18,C Getzlaf,1,35,2
19,K Sheets,0,29,2
14,R Bagg,0,21,2
22,J Barnes,1,56,3
34,S Watt,0,49,2
19,C Owens,0,47,4
13,C Steele,0,35,5
23,J Chiles,1,30,2
17,A Durie,0,20,2
11,A Robinson,1,12,2
4,M Bradwell,0,4,1
40,N Moore,0,116,6
17,C Taylor,0,55,6
10,A Harris,0,35,6
12,M Iannuzzi,0,20,2
10,S Gore,0,10,1
0,R Lumbala,0,0,1
35,C Koch,0,112,8
37,F Stamps,0,86,4
40,M Henry,1,47,2
13,C McCarty,1,31,4
17,N Coehoorn,0,22,2
10,S Chambers,0,16,2
25,S Giguere,0,90,6
24,B Grant,0,67,4
17,G Ellingson,2,44,3
20,C Gable,0,36,4
11,O Jones,0,30,3
25,D Stala,0,25,1
19,J Delahunt,0,19,1
20,E Arceneaux,0,72,7
18,C Taylor,1,58,6
20,S Gore,1,44,4
16,K Williams,1,38,3
16,M Iannuzzi,0,32,3
12,A Harris,0,25,4
13,C Matthews,0,51,7
22,T Edwards,0,32,2
13,R Kohlert,0,20,2
7,C Simpson,0,7,1
2,C Denmark,0,2,1
48,B London,1,64,3
23,S Green,0,59,4
32,A Bruce,0,51,3
29,T Sutton,0,44,2
7,J Messam,0,17,4
6,D Moore,0,6,1
19,J Chiles,2,49,4
19,C Owens,0,43,4
20,J Barnes,1,34,2
19,A Durie,0,34,4
12,C Steele,0,19,5
12,M Bradwell,0,17,2
25,N Lewis,1,96,7
14,M Price,0,46,5
9,M McDaniel,0,27,4
23,B Sinopoli,0,23,1
17,J Cornish,0,20,3
6,G Carr,0,6,1
42,W Dressler,0,68,4
44,T Smith,0,66,4
20,C Getzlaf,2,43,3
20,G Simon,0,31,2
18,R Bagg,0,27,2
23,J Sanders,1,23,1
7,K Sheets,0,15,3
5,N Hughes,0,5,1
60,T Edwards,0,172,8
9,R Kohlert,1,31,5
19,M Pontbriand,0,19,1
11,C Matthews,0,11,1
10,C Denmark,0,10,2
7,C Simpson,0,7,3
40,S Giguere,0,85,4
23,G Ellingson,0,76,5
42,C Gable,0,72,3
25,O Jones,1,41,3
9,A Fantuz,0,29,4
10,B Grant,0,28,3
10,C Walker,0,10,1
1,J Delahunt,1,1,1
32,C Getzlaf,0,95,5
65,T Smith,1,84,4
21,W Dressler,1,51,5
10,G Simon,0,14,2
3,K Sheets,0,6,2
74,S Green,0,146,7
19,B London,0,28,2
19,J Messam,0,26,3
19,T Sutton,0,19,1
8,E Deslauriers,0,8,1
6,D Moore,0,6,1
40,A Harris,1,61,3
37,E Arceneaux,0,56,3
28,C Taylor,0,54,3
13,N Moore,0,31,3
8,M Iannuzzi,0,18,3
3,S Gore,0,3,1
20,M McDaniel,1,75,7
19,M Price,0,55,6
15,J Arthur,0,35,3
22,R Cote,0,22,1
19,N Lewis,0,19,1
8,J Cornish,0,10,3
5,L Taylor,0,5,1
49,J Chiles,1,135,5
20,C Owens,1,102,9
15,A Durie,0,74,8
45,A Robinson,1,45,1
27,Q Porter,0,33,2
21,M Bradwell,0,32,2
13,J Barnes,1,28,3
9,D Inman,0,9,1
45,F Stamps,1,172,6
31,M Henry,0,96,5
51,N Coehoorn,0,92,6
16,C Koch,1,68,7
15,H Charles,0,47,6
22,S Chambers,1,35,4
1,J White IV,0,1,1
86,A Bruce,0,167,7
57,E Deslauriers,0,101,4
52,D Carter,0,52,1
5,J Messam,0,5,1
4,P Lavoie,0,4,1
3,S Green,1,3,1
22,E Arceneaux,0,61,4
29,S Gore,2,39,2
38,N Moore,0,38,1
19,C Taylor,0,33,3
17,A Harris,0,32,4
12,A McKenzie,0,12,1
3,M Iannuzzi,0,3,1
39,J Barnes,1,105,5
37,C Owens,0,76,6
14,A Durie,0,59,5
17,J Chiles,0,21,2
11,D Inman,0,11,1
8,A Robinson,0,8,1
29,M McDaniel,1,106,7
19,J Arthur,0,42,4
32,A Parker,0,32,1
30,T Hawthorne,1,30,1
13,G Carr,0,20,2
8,B Sinopoli,0,8,1
8,R Cote,0,8,1
6,J Williams,0,6,1
22,B Grant,0,70,7
27,A Fantuz,0,68,5
22,G Ellingson,0,67,4
35,T Moore,0,67,3
17,C Gable,1,43,5
29,D LeFevour,1,29,1
18,J Delahunt,0,18,1
7,O Jones,0,7,1
13,T Edwards,0,33,5
14,C Denmark,0,31,4
19,J Etienne,0,26,2
25,M Pontbriand,0,25,1
10,K Poblah,0,18,2
6,D Pierce,0,8,4
33,F Stamps,2,111,8
41,M Henry,0,80,3
35,C Koch,1,79,5
24,S Chambers,0,31,2
2,H Charles,0,2,1
34,C Getzlaf,0,90,5
37,W Dressler,0,89,5
22,T Smith,0,80,6
24,K Sheets,0,45,4
11,G Simon,0,11,1
7,E Riley,0,7,1
7,S McHenry,0,7,1
5,N Hughes,0,5,1
80,E Arceneaux,1,113,4
56,M Iannuzzi,1,66,4
17,S Gore,1,58,5
22,A Harris,0,48,4
24,C Taylor,0,42,5
13,N Moore,0,32,4
31,G Ellingson,1,94,8
34,B Grant,1,77,4
17,A Fantuz,0,68,5
34,O Jones,0,58,5
12,C Gable,0,19,2
9,J Delahunt,0,15,2
10,T Moore,0,13,2
8,D Stala,0,8,1
43,C Getzlaf,0,112,7
36,T Smith,2,88,7
40,W Dressler,0,48,2
21,G Simon,2,44,5
7,K Sheets,0,11,2
7,R Bagg,0,7,1
42,C Watson,0,74,3
14,A Kelly,0,37,4
19,J Etienne,0,27,2
17,C Denmark,0,25,2
9,C Simpson,0,24,3
7,T Edwards,0,10,2
66,M Price,3,165,5
24,B Sinopoli,0,80,5
25,M McDaniel,0,59,4
17,J Arthur,0,17,1
8,J Cornish,0,9,2
7,R Cote,0,7,1
35,C Koch,1,77,6
0,N Coehoorn,0,43,1
33,F Stamps,1,40,2
33,M Carter,1,33,1
8,S Chambers,0,23,3
18,J White IV,1,18,1
9,M Henry,0,12,2
34,J Chiles,1,90,4
56,D Inman,0,76,4
17,C Owens,0,35,4
8,A Durie,0,32,6
11,C Steele,0,15,2
8,J Barnes,0,8,1
55,S Green,0,143,8
47,D Carter,0,76,4
28,A Bruce,1,40,2
22,J Messam,0,36,3
14,P Lavoie,0,14,1
23,M Henry,0,73,4
19,A Bowman,0,48,5
27,F Stamps,0,41,2
11,S Chambers,0,27,3
5,N Coehoorn,0,5,1
0,C McCarty,0,0,1
16,J Cornish,1,46,6
15,M Price,0,43,5
22,J Arthur,0,41,3
13,B Sinopoli,0,32,4
13,M McDaniel,0,13,1
37,A Fantuz,1,112,6
35,G Ellingson,2,111,7
32,C Gable,1,108,6
15,B Grant,0,27,3
11,D Stala,0,11,1
8,O Jones,0,8,1
27,N Moore,1,138,11
25,C Taylor,1,91,7
14,A Harris,0,33,3
15,S Gore,0,32,3
19,E Arceneaux,0,19,1
45,D Carter,1,82,3
34,J Messam,0,67,3
22,A Bruce,0,37,2
12,S Green,0,37,4
2,B London,0,2,1
17,D Inman,1,91,9
19,A Durie,0,81,8
54,J Chiles,1,62,4
40,S Watt,0,54,3
11,J Barnes,0,30,3
9,J Norwood,0,18,3
45,A Kelly,0,78,3
17,C Denmark,0,45,4
6,T Edwards,0,6,1
19,K Sheets,0,57,6
12,T Smith,0,35,5
17,W Dressler,0,17,1
13,C Getzlaf,0,13,1
4,G Simon,0,4,1
3,R Bagg,0,3,1
80,M Price,1,108,5
22,M McDaniel,1,65,5
32,B Sinopoli,0,37,2
31,M Walter,0,31,1
10,K Stafford,0,19,2
13,A Parker,0,13,1
8,L Taylor,0,8,2
6,J Arthur,0,6,1
4,J Cornish,0,1,2
40,C Gable,0,108,6
37,A Fantuz,1,96,6
43,B Grant,0,87,5
28,G Ellingson,0,57,3
12,O Jones,1,38,4
11,D Stala,0,11,1
11,T Moore,0,11,1
32,A Bowman,1,88,7
25,F Stamps,2,56,4
23,H Charles,0,31,2
8,N Coehoorn,0,14,2
7,M Henry,0,7,1
24,T Edwards,0,66,5
13,R Kohlert,0,54,6
26,A Kelly,0,48,3
14,C Denmark,0,42,5
4,M Pontbriand,0,4,1
0,C Getzlaf,0,0,0
0,N Hughes,0,0,0
0,S McHenry,0,0,0
0,K Sheets,0,0,0
0,T Smith,0,0,0
0,R Bagg,0,0,0
0,K Johnson,0,0,0
0,G Simon,0,0,0
0,J Barnes,0,0,0
0,A Durie,0,0,0
0,D Inman,0,0,0
0,S Watt,0,0,0
0,J Chiles,0,0,0
0,J Norwood,0,0,0
58,C Taylor,0,117,5
14,S Gore,1,36,3
10,N Moore,0,25,3
19,A Harris,0,25,4
9,E Arceneaux,0,16,6
14,M Iannuzzi,1,14,1
11,S Haidara,0,11,1
14,D Carter,0,55,6
15,S Green,1,48,5
35,B London,1,41,2
28,A Bruce,0,40,4
15,J Messam,0,26,4
13,E Deslauriers,0,13,1
6,A Lavarias,0,6,1
26,C Denmark,0,74,6
41,A Kelly,0,73,3
22,R Kohlert,0,62,4
12,T Edwards,1,34,4
10,W Ford,0,10,1
51,F Stamps,0,157,8
30,S Chambers,0,77,7
20,A Bowman,1,63,4
19,M Henry,0,56,4
23,C McCarty,0,47,5
7,N Coehoorn,0,14,2
4,H Charles,0,4,1
26,O Jones,0,73,3
25,A Fantuz,0,60,5
12,B Grant,0,30,3
12,D Stala,0,13,2
10,M Beswick,1,10,1
0,C Gable,0,0,1
0,G Ellingson,0,0,1
37,D Carter,1,112,9
33,S Green,1,63,4
31,E Deslauriers,0,38,2
11,A Bruce,0,38,4
9,J Messam,0,20,4
10,P Lavoie,0,10,1
7,T Carrier,0,7,1
6,B London,0,6,1
23,M McDaniel,1,87,6
17,J Arthur,1,68,7
20,A Parker,0,27,2
13,B Sinopoli,0,25,3
13,J Cornish,0,23,2
12,L Taylor,0,18,2
10,K Stafford,0,10,1
4,A Arnett,0,4,1
29,J Norwood,0,67,4
14,A Durie,1,64,9
35,D Inman,1,63,2
35,J Chiles,1,62,5
34,M Bradwell,1,41,2
16,J Barnes,0,28,2
5,S Watt,0,5,1
32,T Smith,0,104,10
37,C Garrett,1,64,7
14,G Simon,0,60,5
16,W Dressler,1,47,6
13,C Getzlaf,0,29,3
13,R Bagg,0,22,4
20,S Gore,1,74,6
22,C Taylor,0,55,4
43,N Moore,1,52,3
18,E Jackson,0,32,4
7,A Harris,0,11,3
38,C Denmark,2,118,6
23,R Kohlert,0,39,2
9,T Edwards,0,37,5
13,A Kelly,0,21,3
10,A Foster,0,10,1
4,J Etienne,0,4,1
25,N Moore,1,71,4
30,C Taylor,0,44,3
9,S Gore,0,25,4
11,S Haidara,0,18,2
11,E Jackson,0,17,2
9,T Brown,0,15,2
9,A Harris,0,9,2
3,E Arceneaux,0,3,1
33,A Fantuz,0,90,7
22,B Grant,0,56,4
28,L Tasker,0,53,4
13,C Gable,0,36,4
22,D Stala,0,22,1
5,K Lawrence,0,9,2
2,O Jones,0,2,1
52,J Arthur,2,103,4
42,M Price,1,53,2
14,M McDaniel,0,29,3
13,B Sinopoli,0,22,2
9,J Cornish,0,15,2
9,K Stafford,0,8,3
8,M Walter,0,8,1
35,F Stamps,1,60,3
17,M Henry,0,59,4
38,N Coehoorn,0,51,3
20,A Bowman,0,47,4
17,J White IV,0,30,2
17,S Chambers,1,23,2
7,C McCarty,0,7,1
16,J Barnes,0,38,4
15,D Inman,1,38,3
13,A Durie,0,26,4
10,S Watt,0,20,2
7,J Chiles,0,18,3
12,C Kackert,0,12,1
46,D Carter,1,152,6
54,J Messam,0,55,2
19,S Green,0,54,5
29,E Deslauriers,0,30,2
12,A Bruce,0,16,5
8,B London,0,11,2
72,C Getzlaf,0,124,6
26,W Dressler,1,92,6
17,T Smith,0,56,5
22,G Simon,0,47,3
8,R Bagg,0,9,2
8,C Garrett,0,8,1
3,S McHenry,0,3,1
40,A Durie,0,84,5
26,J Barnes,0,63,3
17,D Inman,0,59,5
27,C Owens,0,52,6
10,A Robinson,0,10,1
9,S Watt,0,9,1
37,B Grant,1,93,5
34,D Collins,0,55,4
18,A Fantuz,0,43,5
24,L Tasker,1,36,2
27,O Jones,0,35,2
12,C Gable,0,12,1
33,N Moore,1,92,5
41,K Williams,0,74,4
20,S Gore,0,44,3
17,E Arceneaux,0,42,3
20,P Jackson,0,28,2
6,A Harris,0,6,2
45,W Dressler,1,73,5
25,C Getzlaf,0,70,5
21,K Sheets,0,41,6
25,T Smith,0,36,3
13,G Simon,0,13,1
1,N Hughes,0,1,1
45,A Bowman,0,111,7
31,S Chambers,2,87,5
35,N Coehoorn,0,58,2
23,F Stamps,1,48,4
12,M Henry,0,42,4
14,C McCarty,0,19,2
13,H Charles,0,19,2
62,A Bruce,2,101,4
54,B London,0,66,3
28,D Carter,0,32,3
22,S Green,2,30,3
18,E Deslauriers,0,29,2
4,T Sutton,0,4,1
36,M McDaniel,1,123,5
35,J West,0,120,8
24,M Price,1,46,4
14,B Sinopoli,0,38,4
20,J Cornish,0,24,2
10,J Arthur,0,10,1
16,C Denmark,0,52,6
19,C Watson,0,49,4
12,A Kelly,0,20,2
16,W Miles,0,16,1
5,W Ford,0,5,1
5,C Volny,0,5,1
25,M McDaniel,1,87,6
22,M Price,0,68,5
26,B Sinopoli,0,40,3
25,J Cornish,0,35,3
11,A Parker,0,22,3
6,C Smith,1,6,1
1,J Arthur,0,1,1
44,N Moore,1,109,6
39,S Gore,0,81,4
27,C Taylor,1,43,3
20,E Arceneaux,0,37,4
12,A Harris,0,28,4
2,M Iannuzzi,0,3,2
20,C Getzlaf,0,51,4
20,W Dressler,1,49,4
29,J Sanders,0,29,1
7,R Bagg,0,17,3
5,T Smith,0,9,2
8,K Sheets,0,8,1
7,G Simon,0,7,1
59,M Carter,0,71,2
40,A Bowman,0,51,3
10,N Coehoorn,0,41,6
22,F Stamps,0,41,2
21,S Chambers,0,29,2
7,H Charles,0,11,2
40,D Carter,0,82,6
12,S Green,1,54,7
22,J Messam,0,49,5
25,E Deslauriers,0,25,1
12,A Bruce,0,24,3
40,C Denmark,1,102,5
26,T Edwards,0,43,3
23,C Watson,0,42,3
17,W Ford,1,20,2
7,A Foster,0,10,2
6,A Kelly,0,6,1
39,L Tasker,0,113,7
27,D Collins,0,68,5
19,C Gable,0,46,5
44,B Banks,0,44,1
14,O Jones,0,36,4
26,A Fantuz,0,33,2
10,B Grant,0,31,4
10,D Diedrick,0,10,1
15,C Owens,0,68,7
26,D Inman,0,67,6
32,S Watt,1,55,3
37,J Barnes,1,49,2
12,A Durie,0,44,5
13,J Norwood,0,21,2
48,F Stamps,0,132,7
15,A Bowman,1,54,6
15,S Chambers,0,27,3
17,J Miles,0,17,1
15,H Charles,0,15,1
11,M Carter,0,11,1
9,J Howard,0,9,1
32,M McDaniel,1,77,4
25,J Fuller,0,75,4
18,M Price,0,38,3
8,J Arthur,0,15,2
14,A Parker,0,14,1
12,J Cornish,0,12,1
6,B Sinopoli,0,6,1
40,M Sims Walker,0,137,8
22,C Watson,0,77,6
36,C Denmark,0,64,5
27,R Kohlert,1,55,5
20,T Edwards,0,30,2
8,A Foster,0,15,2
4,M Pontbriand,0,7,2
21,C Owens,0,71,8
25,J Norwood,0,57,4
31,J Barnes,0,45,2
26,A Durie,1,39,3
8,D Inman,1,24,4
11,R Bryant,0,11,1
45,W Dressler,1,107,3
13,T Smith,0,31,3
23,G Simon,0,21,2
14,C Getzlaf,0,14,1
7,J Sanders,0,7,1
5,K Sheets,0,7,3
23,N Moore,1,73,5
17,A Harris,0,28,2
11,E Arceneaux,0,17,2
13,C Taylor,0,15,2
7,S Gore,1,14,2
64,S Green,2,86,5
32,D Carter,0,52,2
15,T Sutton,0,37,4
26,A Bruce,1,27,2
12,J Bowman,0,23,2
13,E Deslauriers,0,22,2
40,A Fantuz,0,77,4
13,C Gable,0,39,6
10,S Giguere,0,28,3
13,B Grant,0,23,2
11,D Collins,0,17,2
7,B Banks,0,11,2
6,C Walker,0,9,2
69,D Inman,1,152,4
17,C Owens,0,105,11
31,R Bryant,2,80,7
29,A Durie,0,60,6
23,C Kackert,0,55,7
27,S Watt,0,27,1
11,J Barnes,0,21,2
5,A Robinson,0,5,1
39,W Miles,1,100,6
45,C Denmark,0,68,3
20,C Watson,0,39,3
19,A Kelly,0,33,2
11,R Kohlert,1,26,3
17,C Fitzgerald,0,17,1
46,E Arceneaux,2,92,3
20,A Harris,2,36,4
20,S Gore,0,25,2
20,C Taylor,0,24,2
8,M Iannuzzi,0,17,3
7,S Logan,0,7,1
71,A Bowman,2,199,6
24,S Chambers,0,70,6
34,C Mitchell,0,51,4
11,N Coehoorn,0,29,4
15,C McCarty,0,26,2
9,H Charles,0,13,2
15,A Fantuz,0,65,6
22,S Giguere,0,28,2
12,C Gable,1,25,3
16,B Banks,0,19,2
17,B Grant,0,17,1
10,O Jones,0,12,2
9,C Walker,0,9,1
63,D Carter,1,121,6
55,S Green,1,113,6
20,T Sutton,0,49,5
13,A Bruce,0,22,3
10,B Bowling,0,19,2
16,J Messam,0,16,1
37,J Fuller,0,113,6
63,M McDaniel,0,82,5
15,M Price,0,45,5
27,J Arthur,0,34,2
11,A Parker,1,15,2
8,J Cornish,0,12,2
28,T Smith,1,53,3
22,C Getzlaf,0,49,3
14,W Dressler,0,48,5
17,R Bagg,0,36,3
10,G Simon,0,18,2
40,J Chiles,0,78,4
34,J Norwood,0,62,4
24,A Robinson,0,38,3
11,D Adams,1,24,3
8,T Guy,0,8,1
71,D Carter,1,93,3
37,A Bruce,1,77,6
14,S Green,0,14,1
9,E Deslauriers,0,9,1
3,T Sutton,0,3,1
3,B Bowling,1,1,2
0,J Messam,0,0,1
36,N Moore,0,66,4
45,E Arceneaux,0,45,1
15,S Gore,0,31,3
21,C Taylor,0,21,1
11,M Iannuzzi,0,11,1
10,S Logan,0,10,1
7,A Harris,0,7,1
21,J Fuller,0,66,5
16,R Cote,0,18,2
9,A Parker,0,17,3
6,M McDaniel,0,6,1
5,M Price,0,5,1
5,M Walter,0,5,1
5,J Arthur,0,5,1
21,C Denmark,0,54,4
18,W Miles,0,42,4
10,R Kohlert,0,31,5
14,C Watson,0,20,2
9,M Fannin,0,12,2
5,A Kelly,0,5,1
3,C Volny,0,3,1
17,O Jones,2,77,8
28,J Delahunt,0,28,1
13,S Giguere,0,24,3
18,C Walker,0,23,5
21,D Stala,0,21,1
14,B Banks,0,21,4
12,D Collins,0,21,3
3,T Moore,0,3,1
17,T Smith,0,106,9
26,G Simon,0,58,3
20,R Bagg,0,48,4
11,J Sanders,0,33,4
11,C Garrett,0,28,3
18,E Riley,1,23,2
8,A Anthony,0,13,2
12,D Clark,0,12,1
3,W Dressler,0,3,1
21,A Bowman,0,36,2
29,N Coehoorn,0,29,1
14,C Mitchell,0,18,2
7,S Chambers,0,12,2
12,J White IV,1,12,1
5,J Miles,0,5,1
20,S Giguere,0,55,5
12,A Fantuz,0,45,6
20,B Grant,0,44,5
17,C Gable,1,38,4
10,G Ellingson,0,32,4
18,B Banks,0,18,1
8,O Jones,0,8,1
19,S Green,0,33,3
29,D Carter,1,32,2
26,B Bowling,0,27,2
15,A Bruce,0,26,2
14,T Sutton,0,24,5
53,T Smith,0,126,4
61,K Sheets,0,63,2
14,W Dressler,2,43,6
14,E Riley,0,19,3
9,N Hughes,0,9,1
6,G Simon,0,6,1
3,R Bagg,0,4,2
23,E Arceneaux,0,53,5
19,N Moore,0,52,5
18,C Taylor,0,29,2
22,P Jackson,0,29,3
13,A Harris,0,21,2
11,S Gore,0,18,2
5,M Iannuzzi,0,9,1
59,A Durie,0,115,3
23,C Owens,0,96,7
29,S Watt,2,50,3
16,D Inman,0,33,4
16,J Chiles,0,21,2
7,J Norwood,0,14,3
18,A Fantuz,2,114,11
47,B Grant,0,78,3
49,S Giguere,0,76,3
14,G Ellingson,1,53,5
15,C Gable,0,33,4
11,L Tasker,0,21,2
47,J West,1,101,3
57,M Price,0,76,4
46,J Fuller,0,46,1
28,B Sinopoli,0,28,1
9,J Arthur,0,15,2
9,J Cornish,0,9,1
6,M Walter,0,6,1
37,W Dressler,1,116,5
16,T Smith,0,60,7
20,C Getzlaf,1,35,3
18,G Simon,0,30,2
15,S McHenry,0,19,2
9,N Hughes,0,9,1
5,R Bagg,1,8,2
2,J Sanders,0,3,2
30,W Dressler,1,81,5
38,C Getzlaf,0,78,3
42,G Simon,2,67,3
11,R Bagg,0,11,1
5,N Hughes,0,7,2
5,T Smith,0,5,1
16,A Fantuz,0,76,7
48,B Grant,0,72,3
25,L Tasker,0,52,3
20,S Giguere,0,37,3
23,G Ellingson,0,29,2
4,C Gable,0,6,2
