fumbles, fumbles lost, longest rush, name, rushes, rushing conversions, rushing touchdowns, rushing yards
,,19,Stephen Davis,26,0,1,110
,,9,KiJana Carter,4,0,0,15
,,3,Donnell Bennett,2,0,0,3
,,4,Tony Banks,3,0,0,2
,,13,Bob Christian,6,0,0,40
,,7,Maurice Smith,12,0,1,7
,,4,Chris Chandler,3,0,0,3
,,54,Deuce McAllister,1,0,1,54
,,18,Ricky Williams,15,0,1,41
,,16,Aaron Brooks,5,0,0,19
,,14,Travis Henry,27,0,1,101
,,3,Sammy Morris,2,0,0,4
,,1,Eric Moulds,1,0,0,1
,,-1,Larry Centers,2,0,0,-2
,,2,Alex Van Pelt,3,0,0,-2
,,10,Richard Huntley,22,0,1,67
,,8,Chris Weinke,3,0,1,11
,,0,Nick Goings,2,0,0,0
,,9,Corey Dillon,24,0,1,62
,,1,Curtis Keaton,1,0,0,1
,,-1,Jon Kitna,1,0,0,-1
,,-2,Brandon Bennett,1,0,0,-2
,,7,Stacey Mack,14,0,0,23
,,13,Mark Brunell,5,0,0,21
,,8,Elvis Joseph,6,0,0,18
,,44,Emmitt Smith,22,0,1,62
,,10,Troy Hambrick,4,0,0,16
,,6,Michael Wiley,4,0,0,15
,,11,Quincy Carter,6,0,0,11
,,30,Tiki Barber,18,0,0,110
,,5,Ron Dayne,4,0,0,10
,,5,Rodney Williams,1,0,0,5
,,0,Kerry Collins,1,0,0,0
,,57,Terrell Davis,19,0,0,109
,,27,Kevin Kasper,1,0,0,27
,,9,Brian Griese,2,0,0,18
,,8,KaRon Coleman,2,0,0,8
,,3,Mike Anderson,2,0,0,5
,,-1,Gus Frerotte,2,0,0,-2
,,10,Shaun Alexander,12,0,0,28
,,7,Ricky Watters,6,0,0,23
,,10,Matt Hasselbeck,2,0,0,17
,,2,Mack Strong,1,0,0,2
,,29,Ahman Green,29,0,1,125
,,17,Dorsey Levens,5,0,0,26
,,8,Donald Driver,1,0,0,8
,,8,Brett Favre,1,0,0,8
,,19,Anthony Thomas,15,0,1,54
,,0,Leon Johnson,2,0,0,-1
,,3,Jim Miller,2,0,0,-3
,,31,Michael Bennett,16,0,2,113
,,16,Todd Bouman,4,0,0,27
,,7,Doug Chapman,4,0,0,9
,,-1,Travis Prentice,1,0,0,-1
,,23,Eddie George,21,0,1,96
,,43,Skip Hicks,4,0,0,64
,,9,Steve McNair,4,0,0,22
,,18,Antowain Smith,21,0,2,76
,,7,David Patten,1,0,0,7
,,2,Marc Edwards,4,0,0,3
,,0,Kevin Faulk,2,0,0,0
,,-2,Troy Brown,1,0,0,-2
,,0,Tom Brady,4,0,0,-3
,,7,James Jackson,16,0,0,34
,,9,Tim Couch,1,0,0,9
,,4,Jamel White,2,0,0,7
,,11,Donovan McNabb,7,0,0,39
,,6,Duce Staley,15,0,0,21
,,4,Correll Buckhalter,1,0,0,4
,,-1,Koy Detmer,1,0,0,-1
,,13,LaDainian Tomlinson,19,0,0,51
,,11,Doug Flutie,8,0,0,45
,,6,Chris Fuamatu Maafala,21,0,1,50
,,21,Kordell Stewart,7,0,0,36
,,19,Amos Zereoue,7,0,0,30
,,10,Hines Ward,3,0,0,14
,,4,Troy Edwards,1,0,0,4
,,11,Curtis Martin,18,0,0,58
,,3,Richie Anderson,1,0,0,3
,,18,Charlie Garner,10,0,0,36
,,9,Rich Gannon,9,0,1,26
,,6,Tyrone Wheatley,6,0,1,16
,,1,Terry Kirby,1,0,0,1
,,20,Priest Holmes,28,0,1,168
,,16,Mike Cloud,1,0,0,16
,,8,Tony Richardson,5,0,0,12
,,7,Trent Green,1,0,0,7
,,1,Derrick Alexander,1,0,0,1
,,15,Marshall Faulk,25,0,1,88
,,23,Kurt Warner,4,0,0,19
,,8,Isaac Bruce,1,0,0,8
,,11,Garrison Hearst,11,0,1,39
,,9,Kevan Barlow,5,0,0,20
,,7,Fred Beasley,2,0,0,8
,,3,Terry Jackson,3,0,0,6
,,2,Terrell Owens,1,0,0,2
,,1,Jeff Garcia,1,0,1,1
,,24,Mike Alstott,12,0,1,66
,,8,Brad Johnson,4,0,0,12
,,2,Warrick Dunn,6,0,0,3
,,19,James Stewart,15,0,0,78
,,10,Lamont Warren,2,0,0,10
,,6,Desmond Howard,1,0,0,6
,,3,Cory Schlesinger,3,0,0,6
,,4,Mike McMahon,2,0,0,3
,,-1,Aveion Cason,1,0,0,-1
,,17,Lamar Smith,28,0,0,107
,,17,Travis Minor,4,0,0,28
,,18,Rob Konrad,3,0,1,19
,,18,James McKnight,1,0,0,18
,,9,Jay Fiedler,1,0,1,9
,,2,Ray Lucas,1,0,1,2
,,17,Dominic Rhodes,17,0,0,79
,,5,Peyton Manning,1,0,0,5
,,29,Tiki Barber,16,0,0,85
,,11,Rodney Williams,1,0,0,11
,,6,Ron Dayne,4,0,0,9
,,2,Kerry Collins,2,0,0,2
,,0,Greg Comella,1,0,0,0
,,-2,Amani Toomer,1,0,0,-2
,,12,Thomas Jones,14,0,0,37
,,15,Jake Plummer,3,0,0,27
,,8,Michael Pittman,12,0,0,24
,,0,Scott Player,1,0,0,0
,,9,LaDainian Tomlinson,17,0,0,46
,,7,Doug Flutie,4,0,0,16
,,6,Curtis Conway,1,0,0,6
,,9,Charlie Garner,19,0,0,68
,,7,Rich Gannon,3,0,0,11
,,4,Zack Crockett,3,0,0,8
,,4,Terry Kirby,2,0,0,4
,,17,Obafemi Ayanbadejo,3,0,0,22
,,16,Travis Taylor,1,0,0,16
,,12,Moe Williams,4,0,0,15
,,4,Terry Allen,3,0,0,3
,,2,Elvis Grbac,2,0,1,2
,,16,Amos Zereoue,16,0,0,73
,,13,Kordell Stewart,10,0,0,55
,,5,Chris Fuamatu Maafala,9,0,0,15
,,4,Dan Kreider,2,0,1,6
,,6,Hines Ward,1,0,0,6
,,3,Jon Witman,1,0,0,3
,,14,Travis Henry,12,0,0,54
,,6,Shawn Bryson,14,0,0,38
,,4,Alex Van Pelt,2,0,0,6
,,38,Antowain Smith,20,0,0,95
,,12,Tom Brady,3,0,0,13
,,7,Kevin Faulk,2,0,0,10
,,9,Troy Brown,1,0,0,9
,,2,Marc Edwards,1,0,0,2
,,25,Anthony Thomas,31,0,1,173
,,13,Marty Booker,1,0,0,13
,,9,Leon Johnson,3,0,0,11
,,6,James Allen,2,0,0,9
,,1,Jim Miller,3,0,0,1
,,12,Warrick Dunn,10,0,0,27
,,9,Mike Alstott,7,0,0,23
,,11,Brad Johnson,1,0,0,11
,,7,Jamel White,9,0,0,33
,,5,Tim Couch,2,0,0,7
,,4,James Jackson,2,0,0,6
,,1,Benjamin Gay,2,0,0,1
,,17,Stacey Mack,28,0,0,115
,,10,Mark Brunell,5,0,0,13
,,17,James Stewart,20,0,0,91
,,22,Mike McMahon,12,0,1,74
,,1,Aveion Cason,1,0,0,1
,,1,Cory Schlesinger,2,0,1,1
,,14,Michael Bennett,10,0,0,40
,,21,Todd Bouman,3,0,0,31
,,7,Doug Chapman,3,0,0,9
,,0,Travis Prentice,1,0,0,0
,,35,Dominic Rhodes,29,0,2,177
,,13,Peyton Manning,4,0,0,10
,,14,Maurice Smith,11,0,0,49
,,8,Bob Christian,7,0,1,17
,,0,Chris Chandler,1,0,0,0
,,14,Priest Holmes,29,0,1,121
,,14,Eddie Kennison,1,0,0,14
,,2,Tony Richardson,2,0,0,3
,,-1,Trent Green,1,0,0,-1
,,16,Terrell Davis,21,0,0,70
,,4,Gus Frerotte,4,0,1,12
,,8,Mike Anderson,1,0,0,8
,,4,Jarious Jackson,5,0,0,7
,,5,Scottie Montgomery,1,0,0,5
,,-4,Kevin Kasper,2,0,0,-8
,,19,Curtis Martin,24,0,0,78
,,19,Laveranues Coles,1,0,0,19
,,16,LaMont Jordan,2,0,0,17
,,0,Vinny Testaverde,2,0,0,-1
,,20,Corey Dillon,22,0,2,85
,,6,Akili Smith,5,0,0,20
,,6,Brandon Bennett,3,0,0,9
,,4,Jon Kitna,1,0,0,4
,,2,Peter Warrick,1,0,0,2
,,0,Lorenzo Neal,1,0,0,0
,,18,Ricky Watters,28,0,1,104
,,9,Shaun Alexander,7,0,1,27
,,17,Matt Hasselbeck,3,0,0,19
,,6,Mack Strong,4,0,0,12
,,7,Heath Evans,2,0,0,11
,,13,Quincy Carter,6,0,0,40
,,18,Emmitt Smith,12,0,0,39
,,11,Raghib Ismail,2,0,0,20
,,3,Troy Hambrick,1,0,0,3
,,23,Garrison Hearst,26,0,0,103
,,11,Kevan Barlow,14,0,2,39
,,9,Terry Jackson,2,0,0,17
,,2,Fred Beasley,3,0,0,1
,,1,Tim Rattay,2,0,0,0
,,2,Jeff Garcia,3,0,0,-8
,,21,Jay Fiedler,4,0,0,33
,,6,Lamar Smith,9,0,0,22
,,7,Travis Minor,2,0,0,12
,,51,Skip Hicks,17,0,1,142
,,6,Eddie George,15,0,0,26
,,0,Steve McNair,2,0,0,-1
,,14,Brett Favre,5,0,0,20
,,5,Ahman Green,10,0,0,11
,,26,Stephen Davis,24,0,0,111
,,16,Rod Gardner,1,0,0,16
,,11,Tony Banks,3,0,0,15
,,15,KiJana Carter,1,0,0,15
,,7,Duce Staley,15,0,0,36
,,15,Donovan McNabb,7,0,0,25
,,2,Correll Buckhalter,1,0,0,2
,,16,Ricky Williams,14,0,0,57
,,3,Aaron Brooks,3,0,0,6
,,6,Deuce McAllister,1,0,0,6
,,-1,John Carney,1,0,0,-1
,,15,Marshall Faulk,22,0,0,54
,,2,Kurt Warner,3,0,0,2
,,44,Antowain Smith,26,0,1,156
,,8,JR Redmond,11,0,0,35
,,4,Troy Brown,2,0,0,7
,,2,Marc Edwards,2,0,0,3
,,-1,Tom Brady,3,0,0,-5
,,8,Lamar Smith,12,0,0,33
,,6,Jay Fiedler,3,0,0,13
,,6,Travis Minor,3,0,0,7
,,5,Dedric Ward,1,0,0,5
,,15,Charlie Garner,10,0,0,54
,,6,Rich Gannon,2,0,0,11
,,3,Zack Crockett,5,0,0,6
,,4,Tyrone Wheatley,4,0,0,6
,,13,Skip Hicks,16,0,0,64
,,5,Eddie George,11,0,0,23
,,6,Steve McNair,6,0,0,16
,,11,Garrison Hearst,17,0,0,72
,,13,Kevan Barlow,6,0,0,25
,,9,Jeff Garcia,6,0,0,19
,,1,Fred Beasley,1,0,0,1
,,10,Duce Staley,15,0,0,35
,,10,Donovan McNabb,5,0,0,31
,,11,Correll Buckhalter,2,0,0,13
,,27,Michael Pittman,14,0,1,58
,,8,Thomas Jones,4,0,0,18
,,0,Jake Plummer,1,0,0,0
,,-1,David Boston,1,0,0,-1
,,15,Emmitt Smith,26,0,0,128
,,12,Troy Hambrick,4,0,0,27
,,9,Michael Wiley,3,0,0,13
,,6,Quincy Carter,5,0,0,12
,,-2,Raghib Ismail,1,0,0,-2
,,-4,Reggie Swinton,1,0,0,-4
,,8,Rodney Thomas,13,0,0,41
,,5,Maurice Smith,14,0,1,23
,,3,Bob Christian,1,0,0,3
,,0,Chris Chandler,1,0,0,0
,,68,Shawn Bryson,16,0,2,130
,,50,Larry Centers,1,0,0,50
,,6,Eric Moulds,1,0,0,6
,,2,Sammy Morris,2,0,0,2
,,2,Alex Van Pelt,1,0,0,2
,,22,Terry Allen,22,0,1,91
,,16,Moe Williams,6,0,0,49
,,9,Travis Taylor,1,0,0,9
,,7,Obafemi Ayanbadejo,1,0,0,7
,,4,Jermaine Lewis,1,0,0,4
,,0,Sam Gash,2,0,0,-1
,,-1,Elvis Grbac,2,0,0,-2
,,19,Corey Dillon,24,0,0,127
,,9,Brandon Bennett,5,0,0,22
,,1,Jon Kitna,1,0,0,1
,,15,Richard Huntley,19,0,1,74
,,23,Chris Weinke,1,0,0,23
,,0,Todd Sauerbrun,1,0,0,0
,,70,Marshall Faulk,30,0,2,202
,,9,Kurt Warner,3,0,0,13
,,43,Ahman Green,21,0,0,150
,,40,Dorsey Levens,9,0,0,72
,,1,Brett Favre,2,0,0,1
,,-1,Doug Pederson,1,0,0,-1
,,51,Jamel White,21,0,0,131
,,15,Tim Couch,5,0,0,37
,,46,Dominic Rhodes,17,0,1,126
,,7,Peyton Manning,1,0,0,7
,,0,Kevin McDougal,0,1,0,0
,,29,Curtis Martin,23,0,0,122
,,13,LaMont Jordan,2,0,0,13
,,12,Vinny Testaverde,3,0,0,11
,,9,Richie Anderson,2,0,0,10
,,10,Laveranues Coles,1,0,0,10
,,14,Priest Holmes,23,0,0,80
,,13,Trent Green,5,0,0,36
,,4,Tony Richardson,3,0,1,5
,,-1,Eddie Kennison,1,0,0,-1
,,34,LaDainian Tomlinson,27,0,0,145
,,10,Doug Flutie,2,0,0,20
,,11,Michael Bennett,11,0,0,17
,,11,Spergon Wynn,1,0,0,11
,,2,Jimmy Kleinsasser,1,0,0,2
,,-2,Travis Prentice,1,0,0,-2
,,20,Stacey Mack,27,0,2,111
,,27,Elvis Joseph,8,0,0,86
,,18,Damon Gibson,1,0,0,18
,,-1,Jonathan Quinn,1,0,0,-1
,,13,Tiki Barber,12,0,0,47
,,31,Ron Dayne,7,0,1,42
,,0,Kerry Collins,2,0,0,-1
,,29,Shaun Alexander,28,0,1,96
,,2,Koren Robinson,1,0,0,2
,,0,Matt Hasselbeck,1,0,0,0
,,25,Chris Fuamatu Maafala,26,0,0,126
,,30,Amos Zereoue,2,0,0,34
,,19,Kordell Stewart,4,0,1,22
,,9,RJ Bowers,7,0,0,17
,,8,Dan Kreider,2,0,0,12
,,5,Tommy Maddox,2,0,1,4
,,34,Lamont Warren,9,0,0,48
,,22,Mike McMahon,2,0,0,21
,,6,Aveion Cason,2,0,0,2
,,3,Cory Schlesinger,3,0,0,2
,,2,James Stewart,2,0,0,1
,,15,Mike Alstott,24,0,1,101
,,6,Warrick Dunn,10,0,0,32
,,9,Reidel Anthony,1,0,0,9
,,9,Brad Johnson,1,0,0,9
,,3,Rabih Abdullah,3,0,0,6
,,0,Shaun King,0,1,0,0
,,9,Ricky Williams,10,0,0,26
,,8,Aaron Brooks,3,0,0,15
,,9,Stephen Davis,22,0,1,57
,,10,KiJana Carter,5,0,0,28
,,4,Tony Banks,1,0,0,4
,,16,Anthony Thomas,24,0,0,82
,,32,Leon Johnson,2,0,1,34
,,8,James Allen,2,0,0,6
,,2,Jim Miller,3,0,0,0
,,-10,Brad Maynard,1,0,0,-10
,,32,Mike Alstott,14,0,1,80
,,15,Warrick Dunn,13,0,0,47
,,1,Brad Johnson,3,0,1,-1
,,-3,Reidel Anthony,1,0,0,-3
,,22,Terry Allen,20,0,0,74
,,9,Moe Williams,5,0,0,15
,,1,Elvis Grbac,1,0,0,1
,,18,Richard Huntley,12,0,0,62
,,9,Chris Weinke,5,0,0,19
,,8,Chris Hetherington,1,0,0,8
,,3,Nick Goings,1,0,0,3
,,3,Brad Hoover,1,0,0,3
,,39,Michael Pittman,12,0,0,89
,,13,Thomas Jones,16,0,0,69
,,1,Dennis McKinley,1,0,0,1
,,5,Jake Plummer,4,0,0,-1
,,30,Corey Dillon,21,0,0,91
,,36,Brandon Bennett,6,0,0,44
,,7,Jon Kitna,2,0,0,6
,,13,Chris Fuamatu Maafala,25,0,0,55
,,14,Hines Ward,1,0,0,14
,,4,Jon Witman,1,0,0,4
,,0,Josh Miller,1,0,0,0
,,22,Emmitt Smith,26,0,0,126
,,10,Quincy Carter,10,0,1,30
,,19,Michael Wiley,4,0,0,24
,,10,Troy Hambrick,4,0,0,6
,,11,Garrison Hearst,11,0,0,35
,,7,Kevan Barlow,5,0,0,15
,,6,Jeff Garcia,1,0,1,6
,,0,Terry Jackson,1,0,0,0
,,34,Terrell Davis,18,0,0,89
,,5,Brian Griese,2,0,1,10
,,4,Mike Anderson,5,0,0,7
,,9,Charlie Garner,9,0,0,23
,,9,Tyrone Wheatley,5,0,0,17
,,6,Tim Brown,1,0,0,6
,,5,Zack Crockett,1,0,0,5
,,9,Lamont Warren,6,0,0,19
,,9,Ty Detmer,2,0,0,18
,,7,Aveion Cason,2,0,0,10
,,6,Brock Olivo,1,0,0,6
,,5,Cory Schlesinger,2,0,0,6
,,5,Desmond Howard,1,0,0,5
,,13,Anthony Thomas,25,0,0,76
,,11,James Allen,1,0,0,11
,,-1,Jim Miller,4,0,0,-4
,,31,Donald Driver,1,0,1,31
,,6,Ahman Green,16,0,1,31
,,-1,Brett Favre,2,0,0,-2
,,-4,Dorsey Levens,1,0,0,-4
,,23,Michael Bennett,25,0,0,104
,,14,Spergon Wynn,5,0,0,33
,,14,Harold Morrow,3,0,0,24
,,11,Randy Moss,1,0,0,11
,,9,Jimmy Kleinsasser,2,0,0,10
,,4,Doug Chapman,5,0,0,9
,,4,Cris Carter,1,0,0,4
,,6,Travis Prentice,2,0,0,4
,,54,Stacey Mack,16,0,1,125
,,11,Elvis Joseph,6,0,0,29
,,18,Mark Brunell,3,0,1,27
,,1,Damon Gibson,1,0,0,1
,,12,Priest Holmes,27,0,1,91
,,9,Tony Gonzalez,1,0,0,9
,,8,Trent Green,2,0,0,2
,,-10,Dan Stryzinski,1,0,0,-10
,,11,Travis Minor,9,0,0,33
,,13,Jay Fiedler,4,0,0,13
,,4,Lamar Smith,7,0,0,4
,,30,Michael Vick,5,0,0,63
,,16,Maurice Smith,15,0,1,38
,,14,Bob Christian,10,0,0,33
,,5,Rodney Thomas,7,0,0,18
,,9,Ricky Williams,17,0,0,74
,,11,Aaron Brooks,5,0,0,24
,,2,Deuce McAllister,1,0,0,2
,,25,Stephen Davis,21,0,1,111
,,17,KiJana Carter,15,0,2,51
,,7,Tony Banks,5,0,1,9
,,3,Donnell Bennett,2,0,0,2
,,0,Michael Westbrook,1,0,0,0
,,47,Curtis Martin,20,0,0,123
,,20,Laveranues Coles,1,0,0,20
,,4,LaMont Jordan,1,0,0,4
,,1,Richie Anderson,1,0,0,1
,,15,Shawn Bryson,28,0,0,107
,,10,Sammy Morris,5,0,0,28
,,28,Peerless Price,1,0,0,28
,,15,Alex Van Pelt,2,0,0,17
,,5,Larry Centers,3,0,1,12
,,0,Brian Moorman,1,0,0,0
,,18,Donovan McNabb,7,0,0,48
,,23,Correll Buckhalter,7,0,0,39
,,8,Duce Staley,8,0,0,23
,,10,James Thrash,1,0,0,10
,,23,Tiki Barber,16,1,0,71
,,30,Ron Dayne,8,0,1,59
,,0,Kerry Collins,2,0,0,-1
,,9,LaDainian Tomlinson,14,0,0,38
,,11,Doug Flutie,2,0,0,14
,,8,Shaun Alexander,23,0,0,59
,,2,Trent Dilfer,2,0,0,2
,,12,Marshall Faulk,25,0,3,118
,,4,Ernie Conwell,2,0,0,7
,,0,James Hodgins,1,0,0,0
,,-1,Kurt Warner,1,0,0,-1
,,18,Dominic Rhodes,20,0,1,83
,,1,Peyton Manning,1,0,1,1
,,-1,Kevin McDougal,1,0,0,-1
,,20,Eddie George,26,0,2,130
,,9,Steve McNair,5,0,0,34
,,17,Mike Green,4,0,1,24
,,40,Benjamin Gay,7,0,0,46
,,9,Jamel White,21,0,2,42
,,-1,Tim Couch,1,0,0,-1
,,25,Richard Huntley,21,0,0,168
,,16,Nick Goings,4,0,0,25
,,0,Chris Weinke,1,0,0,0
,,32,Antowain Smith,21,0,1,81
,,6,JR Redmond,8,0,0,15
,,4,Troy Brown,1,0,0,4
,,2,Marc Edwards,3,0,0,3
,,2,Tom Brady,1,0,0,2
,,-1,Kevin Faulk,2,0,0,-3
,,34,Anthony Thomas,33,0,1,160
,,3,Leon Johnson,6,0,1,10
,,-1,Jim Miller,1,0,0,-1
,,20,Stacey Mack,11,0,0,66
,,9,Elvis Joseph,4,0,0,19
,,6,Mark Brunell,1,0,0,6
,,29,James Stewart,13,0,0,69
,,20,Cory Schlesinger,5,0,0,26
,,19,Aveion Cason,5,0,0,19
,,6,Johnnie Morton,1,0,0,6
,,4,Ty Detmer,4,0,0,4
,,28,Emmitt Smith,18,0,1,77
,,7,Quincy Carter,4,0,0,15
,,7,Troy Hambrick,2,0,0,9
,,4,Michael Wiley,3,0,0,5
,,16,Dominic Rhodes,31,0,0,141
,,5,Kevin McDougal,2,0,0,8
,,3,Peyton Manning,2,0,0,2
,,13,Terrell Davis,18,0,0,82
,,7,Mike Anderson,5,0,0,20
,,12,Brian Griese,2,0,0,13
,,25,Lamar Smith,30,0,1,158
,,18,Jay Fiedler,7,0,1,24
,,16,Dedric Ward,1,0,0,16
,,2,Travis Minor,3,0,0,3
,,2,Ray Lucas,2,0,0,1
,,6,Shawn Bryson,12,0,0,16
,,10,Travis Brown,1,0,0,10
,,9,Sammy Morris,2,0,0,9
,,7,Larry Centers,2,0,0,4
,,14,Ricky Williams,11,0,0,33
,,5,Aaron Brooks,4,0,0,6
,,2,Fred McAfee,1,0,0,2
,,-1,Jeff Blake,1,0,0,-1
,,16,Kevan Barlow,16,0,0,63
,,10,Garrison Hearst,15,0,0,57
,,12,Terry Jackson,4,0,1,18
,,3,Jeff Garcia,3,0,0,3
,,-1,Tim Rattay,3,0,0,-3
,,61,Ron Dayne,10,1,1,81
,,16,Tiki Barber,9,0,1,65
,,0,Kerry Collins,2,0,0,0
,,25,Ahman Green,23,0,2,101
,,4,Brett Favre,3,0,0,4
,,25,Chris Fuamatu Maafala,17,0,1,98
,,21,RJ Bowers,11,0,1,67
,,16,Kordell Stewart,4,0,0,38
,,8,Tommy Maddox,1,0,0,8
,,8,Tee Martin,1,0,0,8
,,1,Dan Kreider,1,0,0,1
,,1,Jon Witman,1,0,0,1
,,8,Jamel White,11,0,1,30
,,23,Quincy Morgan,1,0,0,23
,,14,Benjamin Gay,6,0,0,16
,,-1,Tim Couch,1,0,0,-1
,,11,Charlie Garner,19,0,0,84
,,13,Tyrone Wheatley,8,0,1,28
,,4,Rich Gannon,1,0,0,4
,,2,Terry Kirby,1,0,0,2
,,1,Zack Crockett,1,0,0,1
,,14,Curtis Martin,16,0,0,50
,,46,LaMont Jordan,1,0,1,46
,,4,Richie Anderson,2,0,0,-1
,,1,Vinny Testaverde,3,0,0,-1
,,44,Shaun Alexander,20,0,1,127
,,8,Jay Graham,8,0,0,18
,,3,Mack Strong,2,0,0,5
,,2,Trent Dilfer,3,0,0,0
,,22,Priest Holmes,23,0,0,117
,,6,Trent Green,3,0,0,8
,,1,Tony Richardson,2,0,1,1
,,53,Marshall Faulk,20,0,1,168
,,6,Kurt Warner,2,0,0,7
,,3,Trung Canidate,3,0,0,5
,,5,Az Zahir Hakim,2,0,0,5
,,5,Ricky Proehl,1,0,0,5
,,2,Torry Holt,1,0,0,2
,,20,Michael Vick,6,0,0,47
,,21,Rodney Thomas,5,0,0,24
,,8,Maurice Smith,8,0,0,14
,,8,Quentin McCord,2,0,0,11
,,13,Aaron Stecker,12,0,1,35
,,12,Rabih Abdullah,8,0,0,34
,,5,Mike Alstott,3,0,0,11
,,0,Shaun King,2,0,0,-9
,,18,Correll Buckhalter,20,0,0,89
,,14,Koy Detmer,2,0,0,13
,,6,Rod Smart,2,0,0,6
,,3,Cecil Martin,1,0,0,3
,,9,Eddie George,21,0,0,50
,,6,Steve McNair,2,0,1,7
,,34,Corey Dillon,22,0,2,87
,,13,Brandon Bennett,3,0,0,13
,,2,Jon Kitna,2,0,0,0
,,13,Stephen Davis,38,1,1,148
,,11,KiJana Carter,3,0,0,24
,,5,Tony Banks,5,0,0,8
,,0,Kent Graham,3,0,0,-2
,,11,Thomas Jones,7,0,1,26
,,5,Michael Pittman,8,0,0,19
,,0,Jake Plummer,2,0,0,0
,,23,Terry Allen,23,0,0,133
,,11,Moe Williams,7,0,0,49
,,7,Jason Brookins,7,0,0,15
,,8,Obafemi Ayanbadejo,1,0,0,8
,,4,Jermaine Lewis,2,0,0,8
,,0,Kyle Richardson,1,0,0,0
,,-1,Travis Taylor,1,0,0,-1
,,17,Michael Bennett,13,0,0,52
,,5,Harold Morrow,5,0,0,17
,,13,Spergon Wynn,2,0,0,17
,,0,Doug Chapman,1,0,0,0
,,39,Donovan McNabb,4,0,0,57
,,25,Correll Buckhalter,9,0,1,55
,,10,Duce Staley,15,0,0,34
,,2,James Thrash,1,0,0,2
,,15,Mike Alstott,12,0,0,32
,,9,Warrick Dunn,11,0,0,29
,,2,Brad Johnson,1,0,0,2
,,80,Charlie Garner,15,1,1,158
,,16,Tyrone Wheatley,11,0,0,37
,,9,Rich Gannon,1,0,0,9
,,6,Tim Brown,1,0,0,6
,,3,Zack Crockett,2,0,1,5
,,0,Terry Kirby,1,0,0,0
,,22,Curtis Martin,16,0,0,106
,,10,LaMont Jordan,5,0,0,31
,,7,Laveranues Coles,1,0,0,7
,,1,Vinny Testaverde,1,0,0,1
,,13,Ahman Green,21,0,1,86
,,9,Donald Driver,1,0,0,9
,,7,William Henderson,1,0,0,7
,,6,Brett Favre,4,0,0,3
,,1,Dorsey Levens,1,0,0,1
,,11,Garrison Hearst,13,0,1,42
,,7,Kevan Barlow,5,0,0,17
,,9,Tai Streets,1,0,0,9
,,3,Jeff Garcia,2,0,0,3
,,8,Jay Fiedler,3,0,0,16
,,5,Travis Minor,5,0,0,14
,,10,Ray Lucas,1,0,0,10
,,3,Lamar Smith,6,0,0,6
,,13,Terry Allen,25,0,1,109
,,18,Jason Brookins,10,0,0,65
,,9,Moe Williams,6,0,0,24
,,15,Travis Taylor,1,0,0,15
,,5,Obafemi Ayanbadejo,2,0,0,8
,,5,Jermaine Lewis,2,0,0,4
,,4,Elvis Grbac,2,0,0,3
,,-1,Chris Redman,2,0,0,-2
,,47,Ahmad Merritt,1,0,1,47
,,6,Anthony Thomas,15,0,0,36
,,15,Dez White,1,0,0,15
,,4,James Allen,2,0,0,7
,,3,Leon Johnson,3,0,0,7
,,-1,Shane Matthews,1,0,0,-1
,,13,Duce Staley,18,0,0,66
,,14,Donovan McNabb,8,0,1,37
,,2,Correll Buckhalter,3,0,0,5
,,-1,Jamie Reader,1,0,0,-1
,,-20,Sean Landeta,1,0,0,-20
,,12,Antowain Smith,20,0,0,65
,,6,Tom Brady,5,0,1,16
,,-1,Kevin Faulk,1,0,0,-1
,,0,JR Redmond,3,0,0,-3
,,-9,Troy Brown,1,0,0,-9
,,12,Charlie Garner,17,0,0,64
,,2,Tyrone Wheatley,4,0,0,5
,,2,Zack Crockett,3,0,0,3
,,3,Terry Kirby,1,0,0,3
,,5,Rich Gannon,5,0,0,2
,,12,Amos Zereoue,24,0,2,63
,,8,Chris Fuamatu Maafala,12,0,0,30
,,11,Kordell Stewart,10,0,0,30
,,23,Troy Edwards,1,0,0,23
,,6,Hines Ward,1,0,0,6
,,2,Jon Witman,1,0,0,2
,,6,Terry Allen,4,0,0,11
,,3,Jason Brookins,4,0,0,6
,,3,Moe Williams,3,0,0,5
,,38,Marshall Faulk,16,0,1,82
,,9,Az Zahir Hakim,1,0,0,9
,,0,Ernie Conwell,1,0,0,0
,,3,Kurt Warner,4,0,0,0
,,49,Ahman Green,16,0,0,94
,,16,Donald Driver,1,0,0,16
,,6,Dorsey Levens,1,0,0,6
,,4,Brett Favre,3,0,0,3
,,-1,Doug Pederson,1,0,0,-1
,,34,Kordell Stewart,8,0,0,41
,,11,Amos Zereoue,4,0,1,11
,,4,Jerome Bettis,9,0,1,8
,,-2,Hines Ward,1,0,0,-2
,,19,Antowain Smith,15,0,0,47
,,7,JR Redmond,3,0,0,13
,,2,Tom Brady,2,0,0,3
,,3,Marc Edwards,1,0,0,3
,,4,Drew Bledsoe,4,0,0,1
,,31,Marshall Faulk,31,0,2,159
,,3,Kurt Warner,2,0,0,2
,,31,Correll Buckhalter,6,0,0,50
,,20,Duce Staley,11,0,1,39
,,10,Donovan McNabb,4,0,1,26
,,-5,James Thrash,1,0,0,-5
,,17,Antowain Smith,18,0,0,92
,,22,David Patten,1,0,0,22
,,8,Kevin Faulk,2,0,0,15
,,3,Marc Edwards,2,0,0,5
,,3,Tom Brady,1,0,0,3
