average punt yards, longest punt, name, punts, punts inside the twenty
21.000,41,Brandon McManus,1,0
49.200,57,Sam Koch,6,2
37.400,51,Andy Lee,5,2
31.800,58,Brett Kern,6,3
41.600,65,Colton Schmidt,7,1
48.000,58,Mike Scifres,5,0
39.600,56,Jordan Berry,8,6
33.500,57,Brandon Fields,4,1
28.000,47,Matt Bosher,3,0
41.200,53,Colton Schmidt,5,0
40.300,52,Kevin Huber,3,3
40.400,60,Andy Lee,7,2
37.900,57,Britton Colquitt,7,0
46.500,56,Pat McAfee,6,3
44.800,57,Ryan Allen,5,2
30.800,52,Bradley Pinion,4,1
51.700,62,Sam Koch,3,2
37.800,55,Bryan Anger,5,2
30.700,43,Shane Lechler,3,1
16.000,36,Nick Novak,1,0
24.500,49,Ryan Quigley,1,1
42.300,53,Tress Way,6,1
48.500,60,Sam Martin,4,0
44.400,52,PO Donnell,5,2
42.300,50,Tim Masthay,4,2
26.300,44,Mike Scifres,3,0
44.700,68,Jon Ryan,7,2
43.000,59,Brad Nortman,5,1
39.000,79,Jordan Berry,5,1
33.700,48,Drew Butler,3,1
39.700,61,Brett Kern,3,2
39.000,47,Matt Darr,3,1
34.300,50,Jeff Locke,4,0
39.300,55,Dustin Colquitt,6,3
49.000,57,Donnie Jones,4,1
39.300,51,Brad Wing,8,2
42.100,54,Bradley Pinion,9,2
39.500,53,Jon Ryan,4,1
32.200,46,Mike Scifres,5,0
28.000,44,Marquette King,4,2
54.000,57,Dustin Colquitt,3,0
33.000,48,Jordan Berry,2,1
45.300,61,Pat McAfee,10,1
42.900,58,Thomas Morstead,10,5
41.000,55,Matt Darr,5,2
45.600,55,Shane Lechler,8,2
37.600,53,Brad Wing,5,1
33.000,34,Chris Jones,2,0
38.700,56,Bryan Anger,6,0
49.300,57,Colton Schmidt,3,1
45.500,53,Sam Martin,6,1
40.500,50,Jeff Locke,2,1
38.800,45,Brad Nortman,4,3
45.600,54,Donnie Jones,5,3
42.700,47,Ryan Allen,3,3
30.800,50,Steve Weatherford,4,0
48.000,56,Johnny Hekker,5,3
38.400,53,Andy Lee,5,2
42.800,52,Tress Way,4,1
42.500,49,Jacob Schum,2,0
41.900,54,Brett Kern,7,5
43.500,53,Matt Bosher,4,2
34.000,55,Drew Butler,3,0
42.200,51,Sam Koch,6,2
42.500,57,Ryan Allen,6,4
45.200,70,Matt Darr,6,1
28.800,53,PO Donnell,5,1
32.800,37,Jeff Locke,4,3
37.000,46,Britton Colquitt,3,2
43.800,49,Tim Masthay,5,1
41.500,56,Andy Lee,6,2
40.500,50,Drew Butler,2,0
40.500,46,Dustin Colquitt,4,3
40.200,53,Sam Martin,6,0
44.000,53,Chris Jones,4,1
46.300,55,Jon Ryan,4,0
34.700,53,Jacob Schum,3,2
41.700,52,Marquette King,3,1
44.000,52,Ryan Quigley,4,1
49.800,60,Johnny Hekker,8,4
43.800,60,Bradley Pinion,9,3
47.000,48,Phil Dawson,1,0
62.000,62,Sam Koch,2,1
40.000,54,Mike Scifres,4,1
41.000,48,Thomas Morstead,2,0
40.500,62,Brad Wing,4,1
29.200,46,Jordan Berry,6,3
34.000,42,Kevin Huber,4,3
40.500,60,Shane Lechler,8,2
45.900,60,Brett Kern,7,3
39.600,59,Brad Nortman,7,1
39.000,53,Pat McAfee,6,2
26.300,43,Kevin Huber,2,1
40.800,56,Andy Lee,6,1
44.000,58,Colton Schmidt,3,1
31.300,48,Matt Darr,3,2
32.500,49,Jacob Schum,2,1
63.000,64,Brad Wing,1,1
28.600,52,Pat McAfee,5,1
42.600,53,Britton Colquitt,5,2
43.800,55,Chris Jones,4,2
47.200,59,Donnie Jones,5,4
33.000,58,Bradley Pinion,5,0
41.000,57,Matt Bosher,7,5
36.800,52,Ryan Quigley,9,5
32.200,50,Bryan Anger,5,3
45.200,60,Brad Nortman,6,0
40.300,56,Tim Masthay,8,2
30.000,48,Ryan Allen,2,1
47.500,55,Tress Way,4,1
42.800,49,Thomas Morstead,4,2
46.400,56,Brett Kern,5,2
41.400,51,Jordan Berry,5,3
39.300,50,Marquette King,7,3
35.900,61,Jeff Locke,8,1
41.500,63,Johnny Hekker,8,2
34.300,49,Mike Scifres,4,1
42.500,44,PO Donnell,2,1
49.000,68,Ryan Quigley,5,1
41.600,57,Colton Schmidt,8,2
45.200,51,Britton Colquitt,6,0
43.000,59,Dustin Colquitt,5,4
36.000,49,Jacob Schum,4,1
41.500,53,Chris Jones,6,4
32.100,52,Donnie Jones,6,3
42.000,64,Matt Darr,8,1
20.000,53,Brad Wing,4,1
39.800,57,Ryan Allen,4,1
37.000,55,Tim Masthay,9,3
41.400,56,Sam Martin,7,4
40.300,50,Marquette King,6,2
40.300,53,Jeff Locke,3,0
47.800,60,Johnny Hekker,6,3
42.800,52,PO Donnell,4,2
36.000,45,Sam Koch,5,3
41.400,56,Bryan Anger,7,0
38.500,56,Tress Way,2,1
40.800,54,Thomas Morstead,4,0
35.000,57,Jon Ryan,5,2
44.700,46,Drew Butler,3,1
42.000,42,Jordan Berry,1,0
40.000,46,Andy Lee,4,3
39.600,56,Brett Kern,5,0
47.300,63,Brad Nortman,4,2
39.700,59,Kevin Huber,7,1
38.900,64,Shane Lechler,8,3
44.300,59,Bryan Anger,4,3
30.000,56,Brett Kern,5,2
34.300,41,PO Donnell,4,2
39.000,46,Britton Colquitt,7,3
45.000,55,Drew Butler,4,3
44.000,57,Kevin Huber,5,0
44.700,57,Mike Scifres,6,2
40.600,43,Dustin Colquitt,5,4
38.100,50,Matt Darr,7,5
44.700,54,Chris Jones,3,0
40.000,51,Donnie Jones,6,2
38.300,51,Jacob Schum,4,2
47.200,60,Matt Bosher,5,3
47.800,60,Pat McAfee,5,2
44.400,57,Sam Martin,5,1
39.000,66,Marquette King,5,3
46.000,56,Brad Nortman,4,1
53.000,57,Tress Way,5,3
46.300,56,Sam Koch,7,2
42.800,63,Johnny Hekker,8,4
37.000,43,Jon Ryan,4,3
43.600,52,Bradley Pinion,7,2
42.300,63,Shane Lechler,8,1
40.000,51,Ryan Quigley,8,3
36.000,48,Jeff Locke,6,1
38.000,50,Tim Masthay,4,2
40.000,52,Ryan Allen,7,3
40.700,59,Colton Schmidt,7,2
47.000,50,Chris Jones,3,0
36.000,58,Brad Nortman,2,1
45.300,47,Sam Martin,4,0
46.300,60,Donnie Jones,6,2
34.200,45,Tim Masthay,5,2
37.800,46,PO Donnell,8,4
42.800,53,Kevin Huber,4,1
37.800,56,Johnny Hekker,5,1
38.300,59,Britton Colquitt,8,0
40.600,58,Ryan Allen,10,5
37.300,41,Dustin Colquitt,3,0
33.000,44,Colton Schmidt,3,1
49.700,57,Pat McAfee,3,2
40.700,54,Jacob Schum,3,0
47.500,53,Matt Bosher,2,0
39.000,52,Jeff Locke,2,1
37.800,46,Bradley Pinion,4,2
35.800,58,Drew Butler,4,0
30.300,51,Bryan Anger,3,1
36.500,54,Mike Scifres,5,1
37.400,57,Ryan Quigley,5,1
33.000,55,Matt Darr,8,2
42.300,60,Tress Way,6,3
41.000,61,Brad Wing,7,3
36.300,63,Jon Ryan,6,3
39.500,43,Jordan Berry,2,1
29.300,51,Shane Lechler,4,0
41.700,53,Thomas Morstead,6,2
39.700,60,Brett Kern,6,1
41.000,59,Marquette King,4,3
28.500,61,Andy Lee,6,1
39.800,46,Sam Koch,4,1
45.700,56,Sam Martin,6,2
44.300,62,Tim Masthay,6,1
42.800,54,PO Donnell,6,3
37.900,62,Bradley Pinion,9,3
45.300,64,Colton Schmidt,6,2
38.400,57,Shane Lechler,7,4
33.700,45,Andy Lee,3,1
27.000,27,Kevin Huber,1,0
29.700,41,Jacob Schum,3,1
33.000,61,Matt Bosher,4,0
42.800,51,Mike Scifres,4,2
31.800,47,Britton Colquitt,5,2
38.300,59,Matt Darr,9,2
46.400,67,Sam Koch,5,2
42.400,49,Brad Wing,5,4
25.600,55,Ryan Quigley,5,1
26.900,55,Ryan Allen,6,1
40.600,64,Donnie Jones,7,2
32.300,52,Marquette King,4,3
45.800,55,Dustin Colquitt,5,2
48.300,68,Johnny Hekker,8,5
33.000,57,Drew Butler,6,2
40.800,49,Thomas Morstead,5,2
35.700,45,Brad Nortman,3,1
37.000,37,Jordan Berry,1,0
27.400,55,Pat McAfee,5,2
38.300,51,Brett Kern,3,1
43.000,58,Bryan Anger,3,0
36.400,47,Jeff Locke,7,2
27.000,40,Jon Ryan,2,0
33.700,53,Tress Way,6,1
41.500,50,Chris Jones,4,2
37.700,49,Drew Butler,3,1
43.500,49,Jeff Locke,2,0
40.200,54,PO Donnell,5,3
34.000,64,Tress Way,4,1
46.500,48,Kevin Huber,2,0
49.000,53,Jordan Berry,2,1
37.300,50,Britton Colquitt,4,0
44.300,55,Marquette King,10,5
27.700,51,Andy Lee,3,2
36.400,44,Bradley Pinion,7,3
39.800,52,Jacob Schum,5,1
33.800,53,Thomas Morstead,4,2
33.500,48,Dustin Colquitt,4,2
39.600,56,Mike Scifres,5,2
43.300,63,Donnie Jones,7,1
35.400,54,Colton Schmidt,7,2
44.200,53,Bryan Anger,5,1
34.600,63,Pat McAfee,7,1
38.700,51,Ryan Quigley,3,2
42.800,55,Brett Kern,6,1
44.700,53,Tim Masthay,6,0
44.600,55,Chris Jones,7,3
46.500,65,Brad Nortman,4,0
37.600,61,Matt Bosher,5,3
45.500,61,Johnny Hekker,6,4
41.000,59,Sam Martin,7,2
41.200,56,Sam Koch,5,3
35.700,63,Jon Ryan,3,0
38.700,58,Shane Lechler,7,1
40.300,54,Ryan Allen,6,3
37.500,68,Matt Darr,6,4
37.500,54,Brad Wing,4,0
44.000,49,Johnny Hekker,5,3
40.700,52,Jacob Schum,3,1
47.800,52,Chris Jones,4,1
36.000,57,Ryan Quigley,5,2
31.300,45,Mike Scifres,3,0
40.300,53,Matt Darr,8,1
38.100,55,Pat McAfee,7,5
33.500,59,Shane Lechler,4,1
47.000,53,Donnie Jones,3,2
36.000,45,Drew Butler,4,2
40.700,53,Bradley Pinion,7,3
41.600,62,Kevin Huber,8,0
35.900,58,Brad Wing,7,2
40.900,59,Brad Nortman,7,1
38.800,60,Bryan Anger,6,1
39.800,59,Matt Bosher,5,3
39.500,56,Ryan Allen,4,0
47.200,61,Brett Kern,5,1
38.600,60,Marquette King,5,2
48.500,57,Tim Masthay,4,0
41.400,50,Sam Koch,5,2
41.000,57,Dustin Colquitt,5,3
40.000,57,Tress Way,3,1
33.800,47,Colton Schmidt,4,0
44.000,64,Jon Ryan,1,0
41.300,47,Andy Lee,3,1
38.000,44,Jordan Berry,6,4
39.200,52,Britton Colquitt,6,1
36.300,53,Jeff Locke,3,0
40.300,45,PO Donnell,4,3
37.800,47,Thomas Morstead,4,0
40.300,49,Sam Martin,3,1
49.800,65,Marquette King,8,6
41.000,52,Mike Scifres,5,1
42.100,56,Donnie Jones,7,3
47.100,57,Tress Way,7,1
37.000,49,Colton Schmidt,3,1
34.500,45,Chris Jones,4,3
37.000,60,Jacob Schum,4,0
35.400,48,PO Donnell,4,2
43.000,54,Drew Butler,4,3
43.200,49,Tim Masthay,6,2
29.400,47,Dustin Colquitt,5,1
39.300,49,Andy Lee,3,0
40.700,59,Matt Darr,3,1
44.000,63,Pat McAfee,5,1
25.000,25,Matt Bosher,1,1
36.700,63,Brad Nortman,3,2
40.000,57,Ryan Quigley,5,2
44.000,52,Ryan Allen,4,2
43.700,52,Sam Martin,3,2
41.700,47,Bradley Pinion,3,1
32.300,44,Sam Koch,6,2
44.000,46,Jordan Berry,3,1
37.500,52,Thomas Morstead,2,0
49.700,53,Bryan Anger,3,2
35.600,45,Jon Ryan,5,2
36.700,50,Johnny Hekker,6,2
43.300,60,Brett Kern,9,7
47.000,56,Shane Lechler,6,1
37.500,52,Jeff Locke,4,2
40.000,48,Brad Wing,6,2
41.800,54,Britton Colquitt,5,3
35.400,56,Kevin Huber,5,1
51.000,55,PO Donnell,2,1
44.700,58,Sam Martin,3,0
41.100,53,Kevin Huber,7,3
42.500,48,Sam Koch,4,3
44.400,51,Colton Schmidt,5,2
36.300,50,Ryan Quigley,4,0
44.700,53,Britton Colquitt,3,1
43.100,56,Mike Scifres,7,1
46.000,53,Andy Lee,3,1
41.300,57,Jordan Berry,3,1
24.200,56,Drew Butler,6,0
46.500,46,Jon Ryan,2,2
35.600,41,Dustin Colquitt,5,4
35.600,57,Marquette King,6,1
41.400,58,Pat McAfee,5,2
47.000,52,Brett Kern,6,2
45.000,51,Chris Jones,5,1
48.500,58,Tress Way,4,3
39.200,56,Matt Darr,5,2
42.600,61,Ryan Allen,7,2
37.000,45,Matt Bosher,2,2
52.500,55,Thomas Morstead,2,1
33.800,61,Bradley Pinion,5,3
47.800,68,Johnny Hekker,5,1
35.700,42,Brad Wing,3,3
33.000,43,Donnie Jones,3,0
39.300,51,Tim Masthay,4,0
36.000,52,Jeff Locke,5,3
38.000,51,Brad Nortman,2,2
35.500,41,Jacob Schum,4,1
35.000,52,Shane Lechler,4,0
46.600,60,Bryan Anger,5,3
38.800,53,Shane Lechler,5,1
45.300,56,Dustin Colquitt,4,3
41.200,51,Kevin Huber,6,3
37.000,47,Jordan Berry,7,3
32.400,47,Jeff Locke,5,1
34.000,41,Jon Ryan,5,2
44.800,60,Tress Way,5,3
44.000,55,Tim Masthay,4,1
26.300,43,Ryan Allen,3,0
28.300,42,Dustin Colquitt,3,2
49.000,55,Drew Butler,3,2
32.800,37,Tim Masthay,4,0
36.000,46,Brad Nortman,5,2
36.300,42,Jon Ryan,3,2
40.300,57,Britton Colquitt,6,3
29.300,52,Jordan Berry,6,1
41.700,54,Britton Colquitt,9,4
43.300,55,Ryan Allen,6,1
39.000,44,Brad Nortman,3,0
39.300,52,Drew Butler,4,1
45.600,54,Britton Colquitt,8,2
33.400,61,Brad Nortman,7,1
