longest punt return, name, punt return yards, punt returns
19,DJ Woods,18,2
13,Mardy Gilyard,13,1
85,Jerrard Tarrant,85,1
15,Jacoby Ford,15,1
0,DaJuane Collins,0,1
15,Jason Espinoza,15,1
20,Diamond Weaver,20,1
8,Jeremy Bruce,8,3
46,Javier Arenas,101,4
3,Ty Hilton,3,1
7,Damion Hunter,8,3
9,Leon Wright,9,1
7,Johnny Williams,7,1
9,Demond Washington,7,3
27,Patrick Hanrahan,27,1
10,Robert Elliott,10,1
15,Briggs Orsbon,16,2
0,Robert Eddins,14,1
7,Clyde Lee,7,1
6,Rich Gunnell,6,2
32,Chris Potter,41,2
2,Austin Pettis,2,1
0,Kyle Wilson,0,2
8,Dustin Woods,11,2
10,Brett Hamlin,10,1
17,Aaron Smith,17,1
12,SydQuan Thompson,21,2
17,Jeremy Ross,17,1
52,Mardy Gilyard,53,1
27,DJ Woods,27,1
4,Jasper Howard,8,4
14,DaNorris Searcy,24,3
5,Gerard Thomas,5,1
3,Brandon James,5,3
0,Frankie Hammond Jr,0,2
0,Cornelius Williams,0,1
12,Greg Reid,16,3
3,Bert Reed,3,1
0,Mister Alexander,0,1
3,Prince Miller,3,1
5,Akeem Auguste,5,1
5,Jarred Fayson,5,1
14,Ray Fisher,14,1
12,Brandon West,23,2
0,Robert Arnheim,-1,3
3,Josh Lenz,3,2
2,Paul Chaney,2,1
0,Orkeys Auriene,0,1
12,Tysyn Hartman,18,2
8,Darrell McNeal,13,3
19,Trindon Holliday,30,4
10,Chad Jones,10,1
1,Alex Washington,1,1
10,Anthony Wiseman,18,4
3,Kenny Tate,3,1
22,Blair White,27,1
18,Antonio Brown,24,3
5,Ray Herring,5,1
1,Brayden Burnett,1,1
1,Carl Gettis,1,1
0,Willie Geter,-1,1
8,Patrick Honeycutt,1,3
3,DA Griffin,0,3
3,Mario Washington,2,2
85,Phillip Livas,85,1
57,TJ Graham,74,3
10,Niles Paul,17,3
14,Rex Burkhead,14,1
14,Daylan Walker,14,1
7,Tommy Davis,5,2
16,Marcus Anderson,39,4
7,Roland Bruno,7,1
3,Frankie Solomon,-3,2
24,Damaris Johnson,35,3
17,George Clinkscale,17,1
0,Brendan Smith,0,1
2,Marvon Sanders,2,1
2,Royce Hill,2,1
30,Riley Dunlop,30,1
4,LaVon Brazill,4,1
3,Ryan Clark,3,1
8,Ray Small,14,3
22,Ryan Broyles,50,3
0,Marcus Trice,20,1
12,Dominique Franks,16,3
82,Desmond Bryant,82,1
31,Tyron Carrier,31,1
28,Walter Thurmond III,60,6
3,Aaron Valentin,3,3
10,Graham Zug,10,1
0,Evan Royster,-1,1
14,Donte Davis,14,1
11,Mohamed Sanu,21,4
28,Vincent Brown,28,1
16,Luke Matthews,31,2
2,Andre Watson,2,1
1,Freddie Parham,-4,2
6,Rocky Ross,6,1
6,NuKeese Richardson,6,1
17,Terrance Austin,32,2
5,Austin Zouzalik,6,2
4,Kevin Gaddis,4,1
14,Jim Mitchell,27,2
59,Emmanuel Sanders,68,3
0,Taylor Kavanaugh,0,1
4,Jeff Moturi,4,1
49,Daymond Patterson,69,6
34,Ras I Dowling,34,0
3,Chase Minnifield,4,2
18,Jeremy Kerley,16,2
64,Jayron Hosley,88,3
12,Troy Evans,14,3
0,Devin Brown,-1,2
8,Doug Baldwin,8,1
14,Johri Fogerson,14,1
3,Brandon Jones,3,1
9,Ryan Henry,6,3
34,Devon Wylie,37,4
23,Jake Gaebler,23,1
0,Faron Hornes,-2,1
0,Theo Wilson,-5,1
35,Jock Sanders,58,3
0,Brandon Hogan,-3,1
38,Travis Simmons,58,2
16,David Leonard,23,2
0,Luke Ruff,14,1
21,Jordan Shipley,60,6
14,Travis Benjamin,14,1
0,Chastin West,0,1
25,Kyle Wilson,42,3
0,Jalil Carter,38,1
13,Jeremy Bruce,23,2
36,Javier Arenas,90,4
9,Jerell Norton,9,1
0,Prince Miller,0,1
0,Damion Hunter,0,1
7,Jelani Alford,7,1
6,Charlie Todd,6,1
9,Briggs Orsbon,4,2
17,Anthony Gulley,24,2
0,Brandon Hogan,0,1
23,Clint Floyd,23,2
9,Kyle Williams,9,1
7,Darrell McNeal,15,4
19,Krys Buerck,25,3
56,Jasper Howard,74,3
77,CJ Spiller,119,3
8,Jacoby Ford,8,1
8,Rich Gunnell,8,1
55,Antonio Brown,113,3
11,Jason Espinoza,5,2
14,David Leonard,25,3
19,Brandon Wimberly,19,1
7,Vai Taua,8,2
42,Preston King,45,2
24,Paul Chaney,24,2
4,David Douglas,4,1
23,Daymond Patterson,43,4
10,Chase Knighton,10,1
7,Leneric Muldrow,10,2
0,Alan Vanderink,-1,1
0,Chris Gilbert,-2,1
1,Josh Lenz,-7,4
0,Randall Cobb,0,1
0,Trent Guy,1,1
10,Trindon Holliday,13,2
2,Chad Jones,2,1
0,Louis Lee,0,1
6,Phillip Livas,6,1
17,Tony Logan,17,1
8,Kenny Tate,12,2
15,Patrick Honeycutt,15,2
0,Greg Mathews,-2,1
6,Marvon Sanders,6,1
8,Bryant Allen,8,2
0,SydQuan Thompson,10,2
3,Marshay Green,-5,2
19,Carl Gettis,20,2
10,Andre Booker,10,1
2,Troy Evans,2,1
0,Willie Geter,-1,1
14,DaNorris Searcy,44,4
4,Travis Simmons,4,1
0,Donyae Coleman,0,1
11,Ian Clark,11,1
30,Reggie Rembert,30,1
14,Wright Jr,21,2
23,Golden Tate,23,2
9,Melvin Payne,9,1
6,LaVon Brazill,6,1
2,Riley Dunlop,3,2
32,Ryan Broyles,36,3
1,Dominique Franks,1,1
36,Perrish Cox,36,1
8,Lucien Antoine,8,1
21,Andrew Sendejo,29,2
78,Walter Thurmond III,96,4
18,Luke Matthews,28,4
12,James Rodgers,23,2
0,Taylor Kavanaugh,-1,1
6,Mardy Gilyard,6,1
11,Mario Washington,11,1
1,Graham Zug,2,2
11,Delano Green,14,2
62,Aaron Valentin,56,3
20,Waynelle Gravesande,25,2
2,Tommy Davis,4,2
0,Mohamed Sanu,-6,2
2,Ty Hilton,2,1
0,Akeem Auguste,-8,2
0,Avery Holley,-2,1
21,Faron Hornes,20,2
22,Tracey Lampley,37,2
0,Freddie Parham,0,1
3,Chase Minnifield,3,2
48,Richard Sherman,72,4
0,Mike Jones,-2,1
0,Brendan Smith,0,1
21,Jeremy Kerley,51,4
20,Curtis Clay,20,1
46,Jordan Shipley,44,2
3,DaJuane Collins,3,1
8,Ray Small,5,4
0,Cornelius Williams,-3,2
0,Jim Mitchell,0,1
28,Dustin Harris,28,1
2,Kejon Murphy,2,2
14,Terrance Austin,18,2
11,Tysyn Hartman,11,1
4,Ryan Henry,4,1
0,Alex Washington,0,1
35,Leon Berry,53,4
6,Jayron Hosley,6,1
55,Niles Paul,86,6
0,Devin Brown,0,1
29,Damian Williams,42,3
21,Jeffrey Solomon,21,1
0,Emmanuel Sanders,0,1
25,Chris Borland,25,1
7,David Gilreath,7,2
40,Jordan White,40,1
8,Dustin Woods,8,1
13,Akeem Auguste,13,1
36,Marshay Green,36,1
0,Vai Taua,8,1
9,Carl Gettis,9,1
11,Reggie Rembert,16,2
13,Wright Jr,13,1
33,Vincent Brown,33,1
0,Preston King,-1,1
5,Daylan Walker,5,1
2,Brandon Thompkins,0,1
2,Taylor Clements,0,1
15,Cornelius Williams,15,1
9,Tebiarus Gill,9,1
0,Justin Bray,-13,1
18,Javier Arenas,59,4
0,Lorenzo Washington,16,1
3,Jerell Norton,3,1
1,Anthony Gulley,1,2
25,Terrance Williams,25,1
6,Krys Buerck,6,1
0,Rich Gunnell,-3,1
0,Devin Brown,0,1
8,Willie Geter,8,1
8,Freddie Barnes,8,1
0,Matt Marshall,22,1
0,McKay Jacobson,0,1
5,Gerard Thomas,2,2
1,Devon Wylie,0,2
0,Chastin West,-6,1
0,Jacoby Ford,0,1
4,Jeremy Kerley,8,2
25,Antonio Brown,31,3
25,Jasper Howard,46,4
9,Robert McClain III,9,1
48,Johnny Williams,71,5
0,Walt Canty,-8,1
6,Taviuos Polo,13,3
31,Ty Hilton,31,1
25,Jason Frierson,25,1
20,Rockey Vann,20,1
15,DaJuane Collins,16,2
4,Eric Page,4,1
3,Jermaine Robinson,3,1
63,Greg Reid,78,3
2,Faron Hornes,2,1
20,Prince Miller,36,3
21,Kyle Williams,29,2
11,Jerrard Tarrant,15,3
22,DaNorris Searcy,23,2
8,Tyron Carrier,8,2
44,Josh Lenz,44,2
6,Michael OConnell,6,1
3,Damion Hunter,3,1
0,Daymond Patterson,0,1
50,Tracey Lampley,53,2
24,Tysyn Hartman,52,3
26,Brandon Banks,29,2
33,Derek McBryde,33,1
7,Eugene Harris II,7,1
23,Chris Rainey,23,1
3,Brandon James,-2,3
9,Anthony Wiseman,9,2
6,Curtis Johnson,6,2
52,Andre Booker,95,3
23,DeQuan Bembry,23,1
6,Greg Mathews,6,1
11,Ray Fisher,11,1
6,Leon Berry,6,1
93,Chad Jones,93,2
5,Trindon Holliday,5,1
9,TJ Graham,18,4
7,Aaron Smith,7,1
33,Rex Burkhead,59,2
9,Niles Paul,8,2
0,Louis Lee,0,1
0,Jordan Delegal,14,1
34,Shiloh Keo,34,1
7,Ian Clark,7,1
29,Donte Savage,29,1
19,Marcus Anderson,25,4
7,Brendan Smith,8,2
22,Bryant Allen,22,1
0,Darius Carey,-3,2
11,Desmond Gee,2,2
1,Patrick Honeycutt,1,1
7,Ray Small,14,3
8,Josh Cooper,19,3
7,SydQuan Thompson,7,1
11,Drew Astorino,11,1
8,Evan Royster,8,1
53,Adrian Clayborn,53,1
31,Aaron Valentin,49,2
16,Golden Tate,16,1
47,Andrew Sendejo,65,3
20,Alex Washington,35,5
12,Kevin Jurovich,12,3
0,Richard Sherman,0,1
14,Mike Jones,14,1
18,Delano Green,18,1
21,NuKeese Richardson,21,1
6,Riley Dunlop,14,3
52,Jordan Shipley,73,3
9,Damaris Johnson,14,2
33,Dustin Harris,40,3
27,Damian Williams,80,6
3,Jeffrey Solomon,3,2
10,Luke Matthews,17,3
0,Andrew Robinson,0,1
17,Kejon Murphy,23,3
0,Chris Randle,0,1
24,Jacob Sykes,24,1
1,Graig Cooper,1,1
0,Travis Benjamin,-10,1
3,David Gilreath,3,1
1,Keshawn Martin,1,1
9,Ryan Wolfe,14,2
5,Tyrone Duplessis,5,1
8,Ryan Henry,8,1
11,Jim Mitchell,11,1
9,Tracey Lampley,29,5
3,Freddie Parham,3,1
12,Jock Sanders,12,1
7,Jason Espinoza,12,4
9,ONeill Chambers,9,1
3,Kejon Murphy,3,1
11,Cameron Saddler,11,1
10,Jerell Norton,10,3
14,Lionel Smith,14,1
1,Dustin Harris,1,1
15,Josh Jones,27,3
0,Dean Lisante,15,1
6,Christopher Swain,6,0
0,Antuan Aaron,4,1
0,Mario Hill,-5,0
4,DJ Banks,4,1
14,Kyle Williams,14,1
33,James Rodgers,60,3
0,Briggs Orsbon,-1,2
6,Eric Page,12,2
0,Lester Richmond,0,1
2,Krys Buerck,2,2
17,Leneric Muldrow,26,2
0,Rich Gunnell,0,1
10,Greg Reid,10,3
16,Chris Potter,46,4
54,Freddie Barnes,71,2
72,LaVon Brazill,72,1
1,Riley Dunlop,1,1
4,Naaman Roosevelt,4,2
0,Antonio Brown,0,1
3,SydQuan Thompson,1,2
66,Damian Williams,66,1
2,Jonathan Davis,2,1
16,Johnny Williams,16,1
5,Jayron Hosley,7,2
0,Marvon Sanders,0,1
0,Neal Howey,0,1
0,Delano Green,0,1
0,Joe Jones,-8,1
7,Taviuos Polo,13,3
15,Trindon Holliday,28,2
16,Chad Jones,16,1
41,Dion Morton,52,2
4,Jarred Fayson,4,1
0,Evan Royster,0,1
10,Ray Small,10,1
5,DeVier Posey,5,1
3,Paul Chaney,4,3
17,Randall Cobb,58,4
0,Darrell McNeal,-5,2
43,Tony Logan,52,4
0,Anthony Wiseman,-2,1
10,Jacoby Ford,10,1
0,Andre Ellington,3,1
7,Keshawn Martin,7,2
0,Greg Mathews,-1,1
0,Travis Benjamin,-3,2
51,Dominique Franks,51,1
36,Eugene Harris II,36,2
4,Jordan Gafford,4,1
14,Mardy Gilyard,23,2
2,David Gilreath,2,1
10,Andre Booker,9,2
12,Mario Washington,18,2
1,Reggie Rembert,3,3
28,DaNorris Searcy,36,2
2,Brennan Williams,2,1
12,Chase Minnifield,11,3
7,Antoine Thompson,7,2
29,Tommy Davis,35,2
8,Jordan White,10,2
31,Kenjon Barner,40,2
2,Andre Crenshaw,3,2
0,Scott Grady,-2,1
9,Waynelle Gravesande,9,1
0,Aaron Valentin,-1,1
0,Cortez Smith,-5,1
8,Andrew Sendejo,15,2
25,Damaris Johnson,47,3
35,Stephon Gilmore,42,2
3,Preston King,5,2
15,Marcus Anderson,22,3
8,Richard Sherman,11,4
9,Terrance Austin,8,2
71,Jeremy Kerley,123,4
9,NuKeese Richardson,9,1
7,Philip Pierre Louis,9,2
17,Austin Zouzalik,52,5
24,Jamar Wall,24,1
26,Alex Washington,26,1
11,Marshay Green,9,2
23,Devin Brown,40,2
16,Cornelius Williams,40,5
27,Carl Gettis,63,4
0,Rex Burkhead,0,1
0,Niles Paul,-1,2
0,Mathew May,-4,1
0,Kaelin Burnett,24,1
6,Antoine Thompson,9,3
0,Jonathon Amaya,0,1
3,Phillip Livas,3,1
25,Jeremy Kerley,24,4
0,Jeremy Bruce,-1,1
15,Melvin Payne,15,1
0,Riley Dunlop,-2,1
6,Michael Smith,6,1
15,Philip Pierre Louis,15,1
19,Josh Jones,28,4
4,Jamie Graham,-6,2
0,Alex Washington,-7,2
75,Antonio Brown,75,1
31,Luke Matthews,31,1
32,Greg Salas,44,2
0,Ryan Henry,0,1
9,Jarred Fayson,20,3
13,Keshawn Martin,17,2
20,Colin Sandeman,41,4
9,Paul Chaney,9,1
7,Junior Hemingway,20,3
5,Greg Mathews,5,2
12,Joel Zitek,12,1
7,Leneric Muldrow,7,1
15,Freddie Barnes,19,1
0,Willie Geter,-1,2
33,Andrew Joseph,33,0
0,Richie Falgout,7,1
10,Andrew Robinson,10,1
39,Tracey Lampley,57,3
14,Chris Hobbs,15,2
61,Thearon Collier,62,5
33,Travis Benjamin,52,2
2,Waynelle Gravesande,2,2
21,Marshay Green,23,2
9,Dexter McCluster,9,1
0,Cory Reamer,3,1
2,Javier Arenas,2,2
6,Leon Berry,6,1
8,DaNorris Searcy,6,2
11,TJ Graham,13,2
4,Johnny Williams,4,1
56,Marcus Anderson,91,4
15,Kejon Murphy,18,3
8,Josh Flores,13,2
15,Brendan Smith,27,2
0,Andrew Brewer,0,1
8,Eugene Harris II,7,2
7,Ray Small,13,3
7,David Gilreath,7,1
51,Dominique Franks,100,4
23,James Rodgers,23,1
0,Tyler Gaffney,-4,0
1,Richard Sherman,-8,3
4,Aaron Smith,5,2
4,Jasper Howard,4,1
20,Justin Brown,24,3
0,Andrew Dailey,14,1
2,Evan Royster,-1,2
20,Andrew Sendejo,21,2
13,Mario Washington,13,1
10,Randall Cobb,19,2
4,Kevin Jurovich,4,1
1,Shiloh Keo,1,1
37,Emmanuel Sanders,37,1
6,Donte Davis,6,1
49,Brandon Hogan,49,1
11,Jock Sanders,19,2
30,Joe Jones,30,1
3,Delano Green,3,1
0,Briggs Orsbon,0,1
0,Dennis Rogan,-4,1
12,Prince Miller,20,2
11,Zach Renner,11,1
74,Jordan Shipley,88,3
22,Marquise Goodwin,22,1
12,Jason Espinoza,16,2
1,DJ Banks,0,2
5,DeQuan Bembry,5,1
33,Jordan White,33,1
11,Dustin Harris,27,3
4,Bradley Stephens,4,1
13,Perrish Cox,13,2
3,Jamar Wall,3,2
45,Terrance Austin,53,4
4,Kenjon Barner,6,2
15,ONeill Chambers,31,4
23,Chase Minnifield,33,5
4,Jayron Hosley,-8,3
6,Rich Gunnell,6,1
1,David Douglas,-5,2
19,Gino Simone,27,3
11,Kyle Williams,32,4
0,Terell Carr,-2,1
6,Bobby Rainey,6,1
21,Jason Frierson,57,5
14,David Leonard,28,3
3,Ty Kirk,3,2
10,Darrell McNeal,21,4
0,Damaris Johnson,0,1
0,AJ Whitmore,-3,1
10,Kyle Wilson,17,5
13,Faron Hornes,26,5
8,Mohamed Sanu,8,1
4,Devin McCourty,4,1
5,Aaron Smith,8,2
6,Reggie Rembert,10,3
5,Wright Jr,5,1
42,David Leonard,42,1
33,Julio Jones,75,5
7,Stephon Gilmore,7,1
7,Drew Terrell,10,2
6,Randall Cobb,2,2
9,Kyle Williams,10,2
8,Devin Aguilar,8,1
3,Johri Fogerson,3,1
9,Briggs Orsbon,9,1
5,Willie Geter,6,2
12,Clem Johnson,22,2
1,Rashard Smith,1,1
7,Brett Hamlin,7,1
7,Andre Jones,14,2
0,Jeremy Bruce,0,1
2,Rocky Ross,2,1
13,Thearon Collier,19,2
5,Crezdon Butler,5,2
0,Michael Wade,0,1
6,Devin Brown,6,1
0,Matt Hartford,-5,1
5,Jason Espinoza,5,3
7,Daymond Patterson,0,2
37,Travis Simmons,34,2
0,Andrew Sendejo,-1,1
9,Jacory Stone,12,2
22,Leneric Muldrow,22,1
32,Jason Frierson,72,3
4,Cornelius Williams,8,5
16,Brandon James,34,4
1,Marlon Moore,1,1
0,Seyi Ajirotutu,0,1
0,Devon Wylie,0,1
3,Michael Avila,6,3
0,Ronnie Yell,-5,1
12,Jerrard Tarrant,12,1
0,Jayron Hosley,-3,1
8,Greg Salas,16,2
0,Ray Fisher,0,1
0,Zac Sandvig,10,1
2,Josh Lenz,-3,2
24,Brandon Banks,53,5
5,Phillip Livas,5,1
9,Marcus Anderson,9,1
11,Chase Minnifield,19,3
8,Keshawn Martin,8,1
10,Hunter Bates,10,2
26,Martavious Odoms,48,4
0,Brandon Smith,23,1
0,Terrence Robinson,11,1
19,Dexter McCluster,19,1
11,Chad Bumphis,11,1
3,Leon Berry,3,1
18,Niles Paul,64,5
9,Austin Zouzalik,9,1
2,Golden Tate,2,1
4,Damian Williams,4,1
19,LaVon Brazill,44,6
11,Chad Clemens,11,1
6,Mitchell Anderson,6,2
0,Perrish Cox,0,1
60,Jasper Simmons,60,0
9,Carl Gettis,9,3
10,Drew Astorino,10,1
5,Waynelle Gravesande,5,1
0,Ray Small,0,2
17,ONeill Chambers,24,2
14,Spencer Hafoka,14,1
50,Tracey Lampley,53,2
0,Emmanuel Sanders,-1,1
11,Mario Washington,11,2
69,Jeremy Kerley,103,3
7,Curtis Clay,7,1
13,Josh Jones,18,3
3,Jordan Shipley,-3,2
30,Dominique Franks,19,2
0,DJ Banks,0,1
27,Tyron Carrier,27,1
19,EJ Smith,19,1
41,Eric Page,41,1
3,Tommy Davis,3,2
22,Terrance Austin,43,4
7,Shane Vereen,10,2
12,Luke Matthews,15,2
2,Stanley Morrison,2,1
0,Vai Taua,-2,1
0,Jonathon Amaya,-2,1
11,Alex Washington,13,4
55,Prince Miller,95,2
0,Logan Gray,-2,1
0,David Gilreath,0,1
10,Colin Sandeman,10,1
2,Bobby Rainey,2,2
25,Orkeys Auriene,48,3
0,Jordan White,-1,1
16,Brandon Hogan,16,1
0,Jock Sanders,-2,1
18,Ashton Hall,18,1
0,Andre Booker,-1,1
22,Jeff Moturi,42,3
15,DaNorris Searcy,19,2
20,Greg Reid,17,2
11,Steve Beauharnais,29,1
11,Daylan Walker,20,5
6,Jason Frierson,-1,3
24,Javier Arenas,33,2
23,Dennis Rogan,23,1
16,Terrance Austin,16,1
0,Krys Buerck,0,1
2,Perrish Cox,2,1
4,Willie Geter,6,2
0,Antonio Brown,1,1
6,ONeill Chambers,10,3
0,Jeremy Kerley,0,1
76,Jeremy Ross,92,3
0,Jeffrey Solomon,8,2
8,Mardy Gilyard,9,2
9,Preston King,9,1
11,Tony Logan,10,3
1,Jacory Stone,1,1
14,Robert Eddins,14,1
7,Charlie Todd,14,3
15,Kyle Wilson,15,1
16,Tyron Carrier,16,1
15,Emmanuel Sanders,15,2
6,Daymond Patterson,6,1
22,Ryan Broyles,22,1
6,Brandon Banks,10,3
0,Jason Espinoza,-3,3
73,Randall Cobb,84,2
9,Avery Holley,10,3
0,Philip Pierre Louis,0,1
10,Keshawn Martin,24,3
17,Colin Sandeman,34,3
12,Jamal Rogers,12,1
6,Mitchell Anderson,6,2
42,Tommy Davis,46,3
44,Perez Ashford,44,1
19,Junior Hemingway,19,1
8,Brandon Graham,8,1
10,Graham Zug,19,2
0,Drew Astorino,0,1
5,Marshay Green,5,1
5,Carl Gettis,7,2
0,Curtis Brown,5,1
22,DeQuan Bembry,25,2
15,Jim Mitchell,14,2
0,Chad Bumphis,0,1
7,Chris Rainey,7,1
6,Patrick Honeycutt,6,2
12,Jake Gaebler,12,1
10,Mario Washington,13,2
13,Devin Brown,13,1
7,Niles Paul,11,3
6,Josh Lenz,8,2
88,Chastin West,88,1
44,Marlon Moore,59,2
0,Bryant Williams,0,1
6,Ryan Wolfe,6,1
0,Ricky Weina,23,1
0,Andrew Brewer,0,1
35,Ray Fisher,35,1
8,Golden Tate,8,1
18,Ray Small,26,3
87,LaVon Brazill,85,3
31,Leneric Muldrow,48,2
8,Aaron Smith,8,1
9,Waynelle Gravesande,11,2
15,Jack Ramsey,15,2
38,AJ Guyton,42,2
18,Jonathan Davis,18,1
19,Stephon Gilmore,32,2
15,Alex Washington,22,3
7,Tracey Lampley,7,2
22,Drew Terrell,40,3
0,Terell Carr,-4,1
17,Donte Davis,36,3
0,Mike Jones,-3,1
0,Jeremy Bruce,0,1
25,Eric Page,26,2
12,Delano Green,22,2
9,Cornelius Williams,17,2
3,Jamaal Jackson,3,1
14,Austin Zouzalik,31,3
3,Dustin Harris,4,2
63,Damian Williams,68,2
12,Luke Matthews,11,3
35,Jon Davis,35,1
1,Wright Jr,1,1
0,Reggie Rembert,-1,1
18,Stanley Morrison,27,4
0,Lyle Fitte,0,1
12,Chase Minnifield,8,2
2,Jerrard Tarrant,0,2
14,Devin Aguilar,21,3
33,Rory Cavaille,33,1
10,Kenjon Barner,12,2
9,Robert Arnheim,9,1
17,Naaman Roosevelt,16,2
12,Robert McClain III,24,3
1,Nick Williams,1,1
3,Chris Hobbs,0,2
4,Travis Simmons,4,1
17,Jayron Hosley,31,4
9,DaNorris Searcy,9,1
13,Faron Hornes,13,2
28,Jock Sanders,28,1
1,Seth Armbrust,36,1
11,Reggie Fish,11,2
2,Philip Pierre Louis,1,2
29,Marshay Green,43,3
17,Kyle Williams,26,2
13,Jeremy Ross,23,3
10,LaVon Brazill,18,2
0,Kevin Culver,2,1
62,Chance Casey,62,0
30,Krys Buerck,45,4
0,Ernest Smith,-6,0
25,Justin Blatchford,25,0
17,Niles Paul,17,1
0,Martin,9,1
0,DeLeon Gause,0,1
21,Antonio Brown,22,2
17,Kyle Wilson,17,1
9,Chris Potter,9,1
4,Ronnie Yell,4,1
1,Tanner Burns,1,1
12,Jaron Brown,11,2
2,Crezdon Butler,2,1
1,Jacoby Ford,1,1
0,Marcus Gilchrist,0,1
5,Scotty McKnight,8,2
5,Jason Espinoza,5,2
15,Carl Gettis,26,3
16,Robert McClain III,16,4
13,Mohamed Sanu,21,2
15,Taviuos Polo,17,2
29,Neal,47,1
14,Jason Frierson,14,1
7,Louis Lee,7,1
5,Orkeys Auriene,5,1
20,Brandon James,31,2
17,Greg Reid,31,3
25,Clem Johnson,25,1
10,Chastin West,10,2
3,Marlon Moore,3,1
14,Shiloh Keo,46,5
26,Brandon Graham,26,1
12,Junior Hemingway,13,2
5,Amari Spievey,8,3
0,Keenan Davis,0,1
7,Zach Gonosz,7,1
2,Leneric Muldrow,2,1
46,Randall Cobb,46,1
15,Gene McCaskill,15,1
5,Scott Radcliff,8,3
0,Daylan Walker,-1,1
50,Trindon Holliday,105,3
0,Daniel Graff,13,1
5,Stefoin Francois,5,0
