average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
22.000,,0,4,27,Chad Morton
25.000,,0,2,29,Albert Johnson
20.000,,0,2,21,LaMont Jordan
20.000,,0,1,20,Sammy Morris
21.000,,0,4,30,Kevin Faulk
22.000,,0,2,28,Bethel Johnson
28.000,,0,2,43,Rod Smart
38.000,,0,1,38,Steve Smith
13.000,,0,1,13,Al Wallace
16.000,,0,4,25,Jermaine Lewis
25.000,,0,1,25,LaBrandon Toefield
19.000,,0,7,24,Brandon Bennett
32.000,,0,2,34,Chris Cole
11.000,,0,1,11,DO Neal
16.000,,0,1,16,Andre King
20.000,,0,1,20,Quincy Morgan
0.000,,0,1,0,Jamel White
24.000,,0,2,35,Brad Pyatt
6.000,,0,1,6,Brian Allen
21.000,,0,3,25,Reggie Swinton
15.000,,0,2,17,Aveion Cason
23.000,,0,3,24,Allen Rossum
23.000,,0,5,33,Eddie Drummond
27.000,,0,5,37,Kevin Kasper
16.000,,0,1,16,Damien Anderson
22.000,,0,6,46,Antonio Chatman
9.000,,0,1,9,Nicolas Luchey
23.000,,0,2,28,John Avery
24.000,,0,3,25,Dante Hall
25.000,,0,4,32,Tim Dwight
1.000,,0,1,1,Lorenzo Neal
21.000,,0,5,33,Charlie Rogers
23.000,,0,1,23,Travis Minor
17.000,,0,3,22,JJ Moses
0.000,,0,0,3,Tony Hollings
15.000,,0,3,23,Brian Mitchell
22.000,,0,6,41,Arlen Harris
14.000,,0,2,16,Ike Taylor
23.000,,0,5,29,Chester Taylor
23.000,,0,2,31,Maurice Morris
19.000,,0,1,19,Kerry Carter
24.000,,0,4,37,Michael L Lewis
16.000,,0,1,16,Fred McAfee
18.000,,0,2,19,Arland Bruce
18.000,,0,9,24,Ahmad Merritt
33.000,,0,2,39,Jake Schifino
17.000,,0,1,17,Erron Kinney
23.000,,0,5,33,Ronney Jenkins
13.000,,0,2,24,Sean Morey
34.000,,0,2,47,Brian Westbrook
18.000,,0,1,18,Aaron Stecker
30.000,,0,5,52,Josh Scobey
14.000,,0,1,14,Anton Palepoi
23.000,,0,5,52,Allen Rossum
12.000,,0,1,12,Brian Kozlowski
18.000,,0,4,20,Chad Morton
16.000,,0,1,16,Ladell Betts
0.000,,0,0,0,Pat Johnson
20.000,,0,2,25,Lamont Brightful
23.000,,0,1,23,Chester Taylor
22.000,,0,6,28,Andre Davis
25.000,,0,2,29,Antonio Chatman
23.000,,0,5,38,Eddie Drummond
38.000,,0,1,38,Brad Pyatt
18.000,,0,4,27,Jake Schifino
20.000,,0,1,20,Robert Holcombe
9.000,,0,1,9,Erron Kinney
9.000,,0,1,9,Shad Meier
28.000,,0,3,35,LaBrandon Toefield
23.000,,0,2,26,Jermaine Lewis
7.000,,0,1,7,Rashean Mathis
