longest rush, name, rushes, rushing touchdowns, rushing yards
0,B Randall,1,0,13
0,G Walls,1,0,9
0,R Williams,2,0,9
0,S LeFors,1,0,6
0,B Ralph,1,0,1
0,J Robertson,24,1,101
0,K Joseph,5,0,36
0,B Crawford,1,0,3
37,M Mallett,7,0,77
20,B Pierce,4,0,29
8,J Jackson,2,1,9
28,J Reynolds,17,2,131
13,J Cornish,6,0,33
10,H Burris,4,0,21
10,R Cote,4,0,20
9,B Nealy,3,0,14
18,D Durant,4,1,38
17,W Cates,8,0,31
13,W Dressler,1,0,13
5,S Foord,1,0,5
1,C Szarka,1,1,1
0,S Jyles,1,0,0
37,C McCarty,9,2,76
18,A Whitlock,13,1,63
1,R Ray,1,0,1
0,M Bertrand,1,0,0
11,C McCarty,8,0,32
7,A Whitlock,10,0,30
1,R Ray,3,1,3
16,A Cobourne,11,1,58
11,A McPherson,5,0,26
4,A Calvillo,1,0,4
25,D Cobb,17,2,167
19,Q Porter,5,0,51
2,A Tafralis,1,0,2
39,M Mallett,11,0,85
17,B Pierce,2,0,23
6,B Miles,1,0,6
2,R Grice Mullen,1,1,2
1,J Jackson,2,0,1
0,J Robertson,15,0,86
0,K Joseph,10,0,84
0,J Payton,2,0,12
0,F Reid,8,0,26
0,M Bishop,5,0,25
24,J Reynolds,14,0,112
18,H Burris,4,1,38
4,J Cornish,2,0,6
37,W Cates,16,0,98
16,S Jyles,2,0,18
16,D Durant,1,0,16
0,A Cobourne,15,2,54
11,K Carter,1,0,11
2,D Diedrick,1,0,2
0,A McPherson,5,0,2
0,A Calvillo,2,0,0
0,K Joseph,4,0,23
0,J Robertson,6,0,20
0,C Pickett,2,0,4
18,M Mallett,17,1,99
22,B Pierce,4,0,33
4,R Lumbala,1,0,4
1,J Jackson,2,0,2
21,S Jyles,3,0,44
14,W Cates,11,0,38
1,C Szarka,1,1,1
40,D Cobb,12,1,75
9,Q Porter,3,1,17
1,A Tafralis,1,0,1
14,C McCarty,9,0,49
9,A Whitlock,12,0,42
6,M Bertrand,3,0,12
2,R Ray,2,0,4
14,J Reynolds,8,1,51
5,H Burris,7,0,13
7,J Cornish,1,0,7
35,F Reid,17,2,167
19,Y Bernard,6,0,54
4,M Bishop,3,0,11
34,A Whitlock,9,0,106
27,R Ray,5,1,52
11,C McCarty,3,1,16
11,J Reynolds,7,0,33
7,H Burris,3,0,14
12,J Cornish,1,1,12
8,C Pickett,3,0,16
3,J Robertson,8,0,8
20,M Mallett,12,0,54
11,T Lulay,3,0,26
6,J Jackson,2,0,7
1,R Lumbala,1,1,1
27,F Reid,10,0,49
25,M Renaud,10,0,25
6,Y Bernard,5,0,13
8,M Bishop,1,0,8
13,A Cobourne,11,0,49
36,A McPherson,3,0,36
3,D Diedrick,4,0,9
3,A Calvillo,1,0,3
0,W Cates,19,0,117
0,D Durant,5,0,49
0,W Dressler,3,1,25
0,S Foord,4,0,21
0,S Jyles,1,1,2
0,D Cobb,5,1,29
0,Q Porter,1,0,2
0,A Cobourne,19,0,101
0,A Calvillo,2,0,12
0,B Bratton,1,0,4
0,C Leak,1,0,2
0,D Durant,3,0,40
0,W Cates,8,0,33
0,H Charles,6,1,24
0,M Mallett,7,0,43
0,J Jackson,6,0,40
0,T Lulay,1,0,4
0,F Reid,26,2,260
0,Y Bernard,11,0,112
0,B Ralph,2,0,13
0,M Bishop,3,0,8
0,J Robertson,7,0,19
18,J Reynolds,18,0,114
14,H Burris,8,0,32
14,A Whitlock,13,2,65
11,R Ray,6,0,23
3,M Bertrand,1,0,3
2,T Jackson,1,0,2
19,D Cobb,12,0,72
16,A Tafralis,1,0,16
13,K Glenn,1,0,13
54,M Mallett,21,0,213
10,J Jackson,6,0,37
2,R Lumbala,2,0,3
43,A Cobourne,13,0,93
14,A Calvillo,3,0,22
9,A McPherson,1,0,9
0,W Cates,16,1,76
0,D Durant,3,0,20
0,W Dressler,1,0,10
0,S Foord,1,0,6
3,S Jyles,3,1,5
0,F Reid,12,0,41
17,D Cobb,12,0,47
2,A Tafralis,3,1,4
19,J Robertson,9,1,63
5,C Pickett,4,0,8
2,J Johnson,1,0,2
16,J Reynolds,21,1,116
28,J Cornish,5,1,43
17,H Burris,6,0,41
12,A Whitlock,10,0,35
9,R Ray,5,0,17
34,J Robertson,18,2,117
21,D Cobb,10,0,93
18,K Glenn,5,1,38
2,A Tafralis,1,0,27
8,Q Porter,1,0,8
15,A Whitlock,14,0,90
0,R Ray,3,0,38
1,M Bertrand,1,0,1
30,H Burris,7,1,60
8,J Reynolds,6,0,25
3,J Cornish,1,0,3
13,A Calvillo,8,1,43
12,A Cobourne,9,1,42
3,K Carter,1,0,3
2,A McPherson,1,0,2
18,M Mallett,14,0,66
8,J Jackson,5,0,24
1,R Grice Mullen,1,1,1
0,R Lumbala,1,0,0
35,F Reid,11,1,72
20,Y Bernard,2,0,31
4,M Bishop,1,0,4
24,W Cates,12,2,83
18,S Foord,7,0,45
10,D Durant,3,1,24
7,C Szarka,4,0,19
1,W Dressler,1,0,1
0,D Cobb,17,0,85
0,Q Porter,7,0,63
0,A Tafralis,3,0,6
0,J Reynolds,12,0,121
0,H Burris,5,1,30
0,M Mallett,18,1,55
0,B Pierce,6,0,35
0,T Lulay,1,0,1
0,J Robertson,18,1,86
0,C Pickett,4,0,12
0,K Joseph,1,0,0
20,A Cobourne,15,1,80
16,A McPherson,5,0,27
7,D Diedrick,4,0,16
7,A Calvillo,1,0,7
11,F Reid,11,1,18
22,W Cates,12,1,45
9,D Durant,5,0,37
2,J Boreham,1,0,2
2,S Jyles,1,0,2
9,A Whitlock,19,2,88
7,N Prefontaine,1,0,7
5,C McCarty,1,0,5
1,R Ray,2,0,1
16,Q Porter,2,0,21
8,D Cobb,5,0,12
1,A Tafralis,1,0,1
41,A Cobourne,23,2,193
9,K Carter,9,0,43
12,A Calvillo,1,0,12
1,A McPherson,1,1,1
21,J Reynolds,17,0,151
12,H Burris,10,2,56
1,J Cornish,1,0,1
25,M Mallett,15,1,136
6,B Pierce,4,0,20
3,T Lulay,2,0,6
55,A Whitlock,10,1,85
6,R Ray,1,0,6
0,F Stamps,1,0,0
17,W Cates,17,0,103
11,D Durant,3,0,19
5,J Boreham,1,0,5
1,S Jyles,1,1,1
14,F Reid,15,0,60
7,M Bishop,1,0,7
4,Y Bernard,1,0,4
9,J Robertson,11,0,42
7,K Joseph,6,1,17
22,F Reid,16,0,83
24,B Ralph,1,0,24
6,Y Bernard,2,0,7
60,E White,12,0,90
31,N Prefontaine,1,0,31
9,J Maas,1,0,9
21,M Mallett,20,0,81
20,B Pierce,4,0,28
24,R Grice Mullen,2,0,27
4,T Lulay,2,0,4
11,W Cates,10,0,32
12,D Durant,1,0,12
14,J Robertson,15,1,77
13,K Joseph,3,0,20
19,J Medlock,1,0,19
1,A Durie,1,0,1
30,A Calvillo,3,0,38
17,A Cobourne,7,0,38
7,K Carter,9,0,30
1,A McPherson,3,0,3
17,J Reynolds,17,0,86
21,H Burris,3,0,35
1,D Summers,1,0,1
17,Q Porter,7,1,65
31,D Cobb,11,0,52
11,A Bruce,1,0,11
2,A Tafralis,2,0,3
18,A Whitlock,12,0,38
3,M Bertrand,1,0,3
1,R Ray,1,1,1
10,M Mallett,11,1,41
8,B Pierce,2,0,16
8,R Grice Mullen,1,0,8
4,L Green,1,0,4
0,T Lulay,1,0,0
16,W Cates,17,0,80
14,D Durant,7,0,60
11,W Dressler,1,0,11
7,S Foord,2,1,5
0,S Jyles,2,0,0
20,J Robertson,14,0,86
16,J Johnson,6,1,38
7,K Joseph,4,1,16
5,J Carter,1,0,5
15,B Whitaker,17,0,90
45,D Diedrick,1,0,45
21,A McPherson,3,0,27
7,J Reynolds,11,0,43
12,W Lysack,2,0,12
2,H Burris,2,0,4
0,J Cornish,1,0,0
0,D Tate,1,0,0
0,D Cobb,8,0,53
0,A Tafralis,1,1,1
0,K Glenn,1,0,1
20,F Reid,8,0,66
10,Y Bernard,10,0,38
8,B Ralph,4,0,25
4,D Stephenson Jr,1,0,4
1,M Bishop,3,0,3
14,J Robertson,12,0,45
7,J Johnson,3,0,3
2,K Joseph,1,0,2
53,A Whitlock,17,2,145
2,R Ray,2,0,3
38,J Reynolds,19,3,137
16,H Burris,6,0,36
13,D Summers,2,0,17
12,D Durant,5,0,40
11,W Cates,5,0,29
14,S Foord,3,0,27
6,C Szarka,6,3,16
5,S Jyles,2,0,5
7,A Cobourne,13,1,34
7,A McPherson,4,0,10
11,D Cobb,11,0,58
14,K Glenn,3,0,14
1,A Tafralis,1,1,1
21,F Reid,15,0,75
14,B Ralph,5,0,34
6,Y Bernard,4,0,15
2,R Santos,1,0,2
30,T Lulay,7,0,92
8,A Harris,21,0,89
23,B Pierce,2,0,24
26,K Joseph,6,0,55
9,J Robertson,13,0,33
13,D Cobb,17,0,80
5,K Glenn,2,0,8
3,J Williams,2,0,5
1,A Tafralis,2,1,2
17,J Reynolds,12,2,72
24,D Summers,3,0,34
12,H Burris,6,1,25
0,J Cornish,1,0,0
35,A Whitlock,8,0,71
7,C McCarty,3,0,15
7,R Ray,4,0,11
15,F Reid,9,0,50
17,Y Bernard,6,0,38
10,R Santos,5,0,20
10,M Bishop,1,0,10
15,A McPherson,11,1,95
21,A Cobourne,6,0,29
5,A Hawkins,1,0,5
6,W Cates,15,0,58
19,D Durant,2,0,27
10,R Bagg,1,0,10
4,C Szarka,1,0,4
3,S Foord,2,0,4
2,J Armstead,1,0,2
1,S Jyles,1,1,1
8,M Mallett,11,0,44
16,A Harris,3,0,26
7,C Printers,6,0,17
22,A Whitlock,15,1,114
4,C McCarty,6,0,12
8,J Robertson,5,0,14
7,J Johnson,4,0,6
1,K Joseph,2,0,1
23,D Cobb,25,1,159
11,J Williams,3,0,21
10,K Glenn,2,0,12
2,A Bruce,1,0,2
2,A Tafralis,1,0,2
25,D Durant,5,0,38
9,W Cates,5,0,20
11,S Jyles,2,0,18
25,C Printers,4,0,41
7,A Harris,9,1,26
29,J Reynolds,14,0,102
6,H Burris,7,2,19
11,R Bryant,1,0,11
4,B Nealy,1,0,4
14,A Cobourne,13,1,70
10,D Diedrick,5,0,18
6,A Calvillo,2,0,7
2,A McPherson,3,0,4
17,F Reid,11,0,37
14,Y Bernard,5,0,21
13,M Mallett,12,1,69
9,B Pierce,3,0,13
2,R Lumbala,1,0,2
28,A Whitlock,20,2,165
27,C McCarty,10,1,81
6,G Bell,1,0,6
5,J Maas,1,0,5
1,R Ray,3,2,3
3,S Reaves,1,0,3
3,J Johnson,1,0,3
0,K Joseph,1,0,0
36,B Whitaker,9,0,61
31,A McPherson,6,0,55
7,C Leak,1,0,7
10,W Cates,15,0,54
36,C Szarka,2,1,37
14,D Durant,2,0,24
2,S Jyles,1,0,2
13,J Reynolds,17,0,107
10,H Burris,8,1,29
20,D Tate,1,0,20
12,D Summers,2,0,15
0,J Cornish,1,0,0
0,F Reid,15,0,77
0,M Bishop,1,0,8
0,R Santos,1,0,2
0,B Ralph,1,0,1
0,D Cobb,21,0,77
0,K Glenn,3,1,18
0,A Tafralis,2,0,2
27,J Reynolds,18,0,127
18,H Burris,7,0,63
18,A Whitlock,11,0,50
14,R Ray,4,1,17
5,C McCarty,1,0,5
16,D Cobb,7,0,34
2,K Glenn,1,0,2
27,M Mallett,11,0,68
12,I Smart,3,0,21
12,C Printers,2,1,13
1,R Lumbala,1,1,1
19,A Cobourne,13,0,64
21,A Calvillo,3,0,24
18,A Hawkins,1,0,18
6,D Diedrick,3,0,4
2,A McPherson,2,0,3
10,T Lulay,1,0,10
5,M Mallett,6,0,5
15,W Cates,14,0,57
12,D Durant,5,0,29
3,S Jyles,3,0,8
6,J Armstead,1,0,6
3,C Szarka,1,0,3
5,S Foord,5,0,2
18,J Reynolds,12,1,90
24,H Burris,4,0,33
11,A Cobourne,16,1,85
10,A Calvillo,4,0,23
2,A McPherson,1,0,2
17,W Cates,13,0,91
16,D Durant,4,1,57
18,G Walker,1,0,18
13,R Bagg,1,0,13
7,C Szarka,3,0,12
