name, rushes, rushing touchdowns, rushing yards
Kaipo Noa Kaheaku Enhada,12,1,41
Brian Hampton,15,1,38
Shun White,3,0,37
Reggie Campbell,2,0,24
Zerbin Singleton,2,0,14
Barrington Edwards,11,0,24
Justin Warren,3,0,24
Joe Dailey,3,0,18
Ronnie McGill,10,0,15
Cam Sexton,4,0,8
Brandon Ore,24,3,111
George Bell,3,0,8
Elan Lewis,3,0,2
Sean Glennon,2,0,-4
Toney Baker,17,0,58
Darrell Blackman,2,0,17
Marcus Stone,7,0,15
Andre Brown,3,0,10
Jamelle Eugene,1,0,3
Dennis Kennedy,30,3,117
Andre Walker,3,0,12
David Harvey,1,0,7
Luke Getsy,8,0,-22
Marlon Lucky,18,1,103
Kenny Wilson,9,1,79
Cody Glenn,11,2,47
Brandon Jackson,7,0,29
Joe Ganz,1,0,10
Zac Taylor,3,0,-3
Garrett Wolfe,24,2,196
Phil Horvath,2,0,5
Kalvin McRae,17,2,106
Austen Everson,8,0,41
Josh Abrams,4,0,15
Voncarie Owens,3,0,9
Chris Garrett,3,0,5
Mitch Morsillo,1,0,2
Chris Nwoko,3,0,27
Justine Buries,11,0,26
Jeremiah Williams,4,0,18
Chris Williams,1,0,7
David Romaka,2,0,4
Chase Holbrook,9,0,-22
Rodney Ferguson,12,0,77
Mike Love,5,0,17
Chris Nelson,3,0,7
Paul Baker,3,0,4
Matthew Quillen,2,0,3
Marcus Smith,1,0,1
Tyrell Sutton,14,1,99
Terrell Jordan,9,1,48
Mike Kafka,11,0,42
Darius Walker,20,0,56
Travis Thomas,3,1,44
Brady Quinn,8,0,6
Asaph Schwapp,1,0,2
Evan Sharpley,1,0,2
Ashley McConnell,1,0,2
Munir Prince,2,0,-2
Tony Hunt,12,0,74
Rodney Kinlaw,7,0,37
Daryll Clark,4,1,28
AJ Wallace,1,0,17
Anthony Morelli,5,0,15
Derrick Williams,3,0,-6
Jason Ganter,1,0,-7
Jamario Thomas,25,1,90
Woody Wilson,10,1,74
Evan Robertson,1,0,6
Joel Nwigwe,2,0,-2
DeMyron Martin,13,0,55
James Mapps,6,0,19
Justin Willis,5,0,17
Corey Slater,4,0,16
Johnnie Fitzgerald,3,0,2
Emmanuel Sanders,1,0,2
Adrian Peterson,32,2,165
Paul Thompson,2,0,11
Fred Strong,1,0,5
Louis Rankin,17,0,112
Kenny James,10,1,69
Isaiah Stanback,12,0,18
Carl Bonnell,1,0,5
Kory Sheets,14,4,60
Jaycen Taylor,7,0,52
Dorien Bryant,2,0,50
Curtis Painter,4,0,10
Austin Sykes,18,0,51
Mike Kokal,13,0,30
Andre Bratton,6,0,16
Ray Rice,23,1,108
Kordell Young,8,0,37
Jabu Lovelace,3,0,13
Brian Leonard,5,0,10
Dennis Campbell,1,0,-2
Pierre Thomas,7,0,38
Rashard Mendenhall,2,0,22
EB Halsey,7,0,17
Juice Williams,7,0,-2
Tim Brasic,5,0,-9
Blake Mitchell,4,0,22
Cory Boyd,9,0,17
Mike Davis,6,0,17
Chris Smelley,1,0,5
Syvelle Newton,1,0,-10
Thomas Brown,16,0,69
Danny Ware,9,1,43
Kregg Lumpkin,8,0,36
Matthew Stafford,2,0,34
Brannan Southerland,2,0,17
Joe Tereshinski III,1,0,2
Matt Grothe,16,0,82
Benjamin Williams,6,0,31
Taurus Johnson,1,1,14
Keeley Dorsey,2,0,7
Walt Smith,7,0,-8
Julian Reams,11,0,19
Amod Ned,11,0,16
Chandler Williams,2,0,0
Josh Padrick,7,0,-11
Yonus Davis,23,1,184
Patrick Perry,12,1,65
James Jones,2,1,57
Jacob French,3,0,15
James T Callier,4,0,8
Adam Tafralis,3,1,8
Sean Flynn,1,0,6
Toby Gerhart,13,0,82
Anthony Kimble,14,0,53
Trent Edwards,9,0,34
Emeka Nnoli,3,0,10
Nick Frank,3,1,7
Damion Fletcher,17,2,116
Larry Thomas,8,2,50
CJ Barrows,10,0,34
Jeremy Young,3,0,23
Conrad Chanove,3,0,18
Josh Barton,1,0,9
Bobby Weakley,2,0,6
Curtis Brinkley,15,0,68
Rice Moss,1,0,6
Delone Carter,5,0,5
Perry Patterson,11,0,1
Paul Chiara,5,0,1
Tony Fiammetta,4,0,1
Stephen McDonald,1,0,0
Taj Smith,1,0,-2
Brendan Carney,1,0,-10
Albert Young,18,1,73
Damian Sims,10,0,51
Jason Manson,9,0,25
Aaron Brown,13,2,73
Justin Watts,7,0,64
Detrick James,12,0,54
Joesph Turner,6,0,32
Jeff Ballard,7,1,26
Chris Smith,2,1,17
Marcus Jackson,2,0,6
Ryan Christian,1,0,3
William Jackson,1,0,0
Tim Brown,14,0,32
Jason Harper,3,0,22
Vaughn Charlton,3,0,-6
Adam DiMichele,7,0,-32
Kolby Smith,7,1,86
George Stripling,9,2,72
Sergio Spencer,10,2,72
Anthony Allen,7,0,48
Brock Bolen,6,0,33
Deriontae Taylor,1,1,1
Kurt Quarterman,1,1,1
Brian Brohm,2,0,-1
Montario Hardesty,19,1,72
Arian Foster,7,0,22
Cory Anderson,1,0,1
Erik Ainge,1,0,1
Austin Rogers,1,0,0
Ryan Williams,16,2,98
Chad Hall,11,1,81
Shaun Carney,17,1,52
Chad Smith,5,0,44
Scott Peeples,2,0,4
Justin Handley,1,0,2
Selvin Young,11,0,94
Jamaal Charles,16,0,70
Colt McCoy,4,0,8
Antonio Pittman,16,1,74
Beanie Wells,5,0,17
Maurice Wells,1,0,1
Troy Smith,7,0,-13
Mike Goodson,8,0,54
Jorvorskie Lane,12,4,52
Stephen McGee,7,0,42
Courtney Lewis,5,0,40
Ty Branyon,3,1,23
Keondra Smith,3,0,14
Samson Taylor,1,0,3
TJ Sanders,1,0,-3
Michael Desormeaux,10,1,53
Deon Wallace,6,0,37
Josh Harrison,7,0,18
Tyrell Fenroy,4,0,17
Caleb Rubin,3,0,13
Abdule Levier,2,0,8
Jerry Babb,4,0,7
Phillip Nevels,1,0,3
Derrick Smith,1,0,-2
Corey White,16,0,63
Dan Burks,12,0,36
Chris Williams,7,0,13
Marculus Elliott,2,0,11
Sam Hunt,4,0,3
Chris Johnson,12,0,51
Brandon Fractious,4,0,16
Dominique Lindsay,4,0,14
James Pinkney,6,0,11
Patrick Dosh,1,0,4
Chris Marky,23,0,208
Kahlil Bell,19,0,102
Ben Olson,10,0,-33
Quinton Smith,14,1,76
Joel Armstrong,9,0,6
CJ Ugokwe,1,0,2
John Shepherd,5,0,-5
Mike Falco,1,0,-15
Darryl Poston,11,1,72
Mike Liti,10,1,68
Brett Ratliff,3,0,23
RJ Stanford,5,0,22
Darrell Mack,4,1,17
Brent Casteel,4,0,8
Sean Smith,1,0,3
Marcus Thomas,20,0,60
Jordan Palmer,2,0,43
Lorne Sam,2,1,11
Jason Williams,2,0,6
Shannon Woods,12,1,83
Baron Batch,2,0,7
Edward Britton,1,0,7
Graham Harrell,3,1,6
Cedric Peerman,16,0,41
Michael Johnson,4,0,9
Christian Olsen,2,0,-16
John Wendling,2,0,60
Wynel Seldon,19,0,56
Devin Moore,6,0,38
Joseph Harris,2,0,16
Jacob Doss,9,0,-2
Micah Andrews,17,1,41
Riley Skinner,5,0,11
Rich Belton,1,0,4
DeAngelo Bryant,1,0,1
Clifford Harris,9,0,29
Tielor Robinson,4,0,25
Requan Boyette,9,0,17
Thaddeus Lewis,11,0,1
Jabari Marshall,2,0,-2
Justin Boyle,4,0,-8
Dwight Tardy,15,1,92
Christopher Ivory,3,1,85
Derrell Hutsona,9,0,68
Kevin McCall,5,1,60
Alex Brink,5,1,46
Gary Rogers,1,0,3
Ian Bell,2,0,1
Jason Hill,1,0,-4
Jayson Bird,15,1,34
Tracy Ford,7,0,21
Brian Flowers Jr,5,0,13
Steven Wichman,2,0,12
Rolly Lumbala,2,0,6
Tariq Ikharo,1,0,-3
PJ Hill,22,3,101
Lance Smith,6,0,11
John Stocco,6,0,9
Dywon Rowan,3,0,5
Tyler Donovan,2,0,-17
Mark Bonds,22,1,134
Chris Maragos,2,0,12
Thomas Peregrin,4,0,11
Kirk Elsworth,1,0,4
Brandon West,2,0,2
Jalen Parmele,17,0,111
Richard Davis,8,1,17
Brandon Summers,2,0,0
Clint Cochran,5,0,-40
Steve Slaton,8,2,105
Jarrett Brown,6,1,70
Eddie Davis,15,0,65
Markell Harrison,5,1,33
Jason Colson,7,0,26
Patrick White,2,0,22
Darius Reynaud,1,0,20
Owen Schmitt,8,1,17
Nate Sowers,2,1,15
Sam Morrone,2,0,12
Maxwell Anderson,2,0,9
Desmond Gee,7,1,61
Clint Marks,4,0,50
DeMarco McNair,5,1,29
Eugene Gross,11,1,23
Joe Craddock,2,0,11
Steve Slaton,21,2,195
Patrick White,12,1,85
Owen Schmitt,8,0,55
Darius Reynaud,1,0,6
Lance Ball,12,1,50
Keon Lattimore,15,0,42
Danny Oquendo,1,0,21
Sam Hollenbach,2,0,7
Josh Allen,2,0,6
Darrius Heyward Bey,1,0,-4
Jalen Parmele,14,2,80
Richard Davis,12,1,36
Brandon Summers,1,0,-3
Clint Cochran,3,0,-12
Jon Cornish,20,0,89
Kerry Meier,19,1,57
Brandon McAnderson,1,1,2
Kenneth Darby,14,0,79
Roy Upchurch,12,2,37
Ali Sharrief,3,0,31
Terry Grant,2,0,22
Keith Brown,1,0,20
John Parker Wilson,5,0,16
Tim Castille,2,1,12
LeRon McClain,1,0,5
Will Denniston,1,0,2
Calvin Dawson,16,0,118
Kinsmon Lancaster,8,1,12
Errol Hogan,4,0,11
Darrell McNeal,1,0,2
Chris Jennings,26,2,201
Xavier Smith,10,0,57
Mike Thomas,1,0,9
Adam Austin,4,1,-4
Kenny Irons,25,0,70
Courtney Taylor,1,0,11
Carl Stewart,2,0,8
Brad Lester,2,0,0
Brandon Cox,8,1,-17
Alley Broussard,10,0,16
Justin Vincent,6,0,16
JaMarcus Russell,4,0,14
Jacob Hester,3,0,-4
LV Whitworth,11,0,61
Andre Callender,8,0,49
Matt Ryan,5,1,3
Brian Toal,2,1,2
Curtis Brown,15,0,49
Manase Tonga,5,0,47
Fui Vakapuna,5,0,31
Mike Hague,1,0,-1
John Beck,4,1,-15
Marshawn Lynch,6,1,112
Marcus OKeith,8,1,65
Bryan Schutte,2,0,16
Justin Forsett,11,1,11
Nate Longshore,1,0,-3
Joe Ayoob,1,0,-3
Steve Levy,2,0,-5
Jason Peters,20,0,98
Phillip Smith,6,0,32
Steven Moffett,8,0,10
Matt Grothe,21,0,73
Walt Smith,4,0,14
Benjamin Williams,8,0,5
Amarri Jackson,1,0,5
Ean Randolph,2,0,3
Keeley Dorsey,1,0,2
Taurus Johnson,1,0,-2
Dan LeFevour,10,0,67
Ontario Sneed,20,0,49
Marcel Archer,3,0,14
Victor Doman,1,1,3
Bryan Anderson,1,0,-3
Andre Walker,16,0,42
Dennis Kennedy,10,0,33
Joe McDaniel,1,0,0
Luke Getsy,4,0,-14
Hugh Charles,20,0,109
Byron Ellis,5,0,12
Mell Holliday,2,0,7
Bernard Jackson,17,0,5
Keegan Herring,9,0,82
Ryan Torain,18,1,80
Rudy Carpenter,5,0,10
Dimitri Nance,4,0,8
Shaun DeWitty,1,0,2
Terry Caulley,15,0,81
Lou Allen,8,1,31
Larry Taylor,2,0,14
Donald Brown II,5,0,8
Deon Anderson,3,0,5
DJ Hernandez,14,0,-12
Micah Andrews,21,1,73
Kevin Harris,3,0,39
Willie Idlette,2,0,24
Rich Belton,1,1,6
Riley Skinner,10,0,-42
Chris Johnson,22,2,106
Brandon Fractious,11,0,46
James Pinkney,6,0,25
Joseph Doss,23,0,99
Earnest Williams,3,0,9
Martin Hankins,4,0,-13
Amod Ned,16,1,169
Julian Reams,7,2,29
John Ellis,2,0,16
Josh Padrick,3,0,-27
Freddie Barnes,16,1,70
Anthony Turner,17,0,59
Chris Bullock,4,0,18
Dan Macon,6,0,13
Peter Winovich,2,0,1
Lorenzo Booker,10,0,45
Antone Smith,11,0,36
Joe Surratt,7,1,25
Drew Weatherford,10,0,-4
James Davis,19,2,87
Jacoby Ford,1,0,38
Will Proctor,2,1,15
Reggie Merriweather,3,0,11
Chansi Stuckey,1,0,4
CJ Spiller,2,0,-4
Kregg Lumpkin,10,1,54
Danny Ware,8,0,48
Thomas Brown,10,0,26
Matthew Stafford,5,1,14
Des Williams,2,0,12
Brannan Southerland,2,1,3
Dan Burks,10,0,46
Trey Chaney,3,0,18
Corey White,5,0,18
Marculus Elliott,4,0,9
Rashad Slaughter,1,0,5
Sam Hunt,8,0,-10
Chris Williams,5,0,-17
Reggie Ball,16,0,130
Tashard Choice,17,1,78
Rashaun Grant,2,1,51
Jamaal Evans,5,1,40
Calvin Johnson,1,0,21
Kenny Cattouse,18,0,69
Anthony Jones,4,1,24
Gary Banks,2,0,8
Josh Allen,3,0,8
Omar Haugabook,11,1,-8
Nate Ilaoa,8,2,104
Reagan Mauia,6,0,33
Colton Brennan,6,1,27
Tyler Graunke,4,0,20
Inoke Funaki,2,0,16
David Farmer,1,0,15
Siave Seti Jr,2,0,1
David Peeples,12,1,39
Shane Steichen,1,0,12
Erick Jackson,9,0,10
Ronnie Smith,2,0,3
Rocky Hinds,3,0,-25
Roshawn Pope,9,0,45
Jackie Battle,8,3,40
Anthony Alridge,4,0,39
Blake Joseph,2,0,15
Roy Otis,3,0,14
Justin Brewster,5,0,5
Brian Flowers Jr,14,1,91
Jayson Bird,14,0,53
Rolly Lumbala,9,2,20
Raymond Fry III,1,0,4
Max Komar,1,0,-2
Tim Brasic,9,1,38
Rashard Mendenhall,5,0,32
DaJuan Warren,3,0,26
Pierre Thomas,7,0,25
Jody Ellis,1,0,3
Juice Williams,6,0,-14
Curtis Brinkley,18,0,69
Delone Carter,19,0,63
Taj Smith,1,1,48
Perry Patterson,5,0,19
Paul Chiara,1,0,3
Demetrius McCray,10,1,49
Marcus Thigpen,7,2,32
Kellen Lewis,13,0,1
Josiah Sears,1,0,0
Nick Polk,1,0,-5
Albert Young,18,0,57
Drew Tate,5,0,31
Damian Sims,4,0,19
Shonn Greene,1,0,18
Herb Grigsby,1,0,7
Dominique Douglas,1,0,4
Bret Meyer,15,1,74
Stevie Hicks,14,0,73
Jason Scales,7,0,24
Thomas Clayton,18,1,76
Terry Petrie,5,0,22
John McCardle,1,0,8
Dylan Meier,2,0,-4
Ahmad Bradshaw,9,0,55
Chubb Small,3,0,3
Bernard Morris,10,0,-8
Rafael Little,17,0,57
Tony Dixon,8,1,35
John Conner,1,0,4
Andre Woodson,5,0,-3
BenJarvus Green Ellis,19,0,85
Brent Schaeffer,11,0,65
Bruce Hall,7,0,46
Dexter McCluster,1,0,13
Trumaine McBride,1,0,-4
Kolby Smith,17,2,48
George Stripling,10,0,39
Brian Brohm,4,0,8
Charlie Jones,8,0,35
Javarris James,7,0,24
Tyrone Moss,7,1,20
Kyle Wright,7,0,-15
Patrick Jackson,23,1,116
Frederick Franklin,13,1,46
Zac Champion,5,0,22
Johnathan Holland,1,0,-6
Brandon Murphy,20,1,92
Mike Kokal,18,1,30
Austin Sykes,3,0,8
Eugene Jarvis,12,0,63
Julian Edelman,11,1,62
Tony Howard,6,0,24
Fritz Jacques,1,0,-1
Marcus Hill,1,0,-3
Terrence Sherrer,16,1,89
Amir Pinnix,7,1,82
Alex Daniels,10,1,44
Jay Thomas,2,0,31
Judd Smith,3,0,12
Justin Valentine,3,0,11
Tony Mortensen,2,1,6
Eric Decker,1,0,5
Bryan Cupito,1,0,2
Jason Harper,12,0,50
Adam DiMichele,9,0,32
Vaughn Charlton,5,0,-2
Domerio Hamilton,2,0,-6
Omarr Conner,13,1,71
Arnil Stallworth,6,1,27
Anthony Dixon,9,1,13
Tray Rutland,4,0,-13
Matt Forte,29,1,170
Ray Boudreaux,1,0,-4
Barrett Pepper,1,0,-5
Lester Ricard,4,0,-30
Ronnie McGill,24,3,114
Barrington Edwards,11,1,56
Brandon Tate,1,0,11
Robert Hubbard,23,1,88
Jeff Rowe,13,0,65
Dwayne Sanders,1,0,15
Luke Lippincott,1,1,2
Brandon Fragger,4,0,1
Caleb Hanie,12,0,32
Nnamdi Ohaeri,5,0,17
Gartrell Johnson,2,0,13
Michael Myers,3,0,9
Damon Morton,2,0,-7
Garrett Wolfe,24,2,263
Montell Clanton,10,1,93
Phil Horvath,3,0,-12
James Starks,15,0,69
Steven King,8,1,27
Drew Willy,8,0,3
Naaman Roosevelt,1,0,0
Jeremiah Williams,15,3,106
Chris Nwoko,3,0,16
Alex Gibson,3,0,1
AJ Harris,1,0,-3
Chase Holbrook,5,0,-4
Rodney Ferguson,12,0,69
Mike Love,2,0,2
Travis Brown,1,0,1
Marcus Smith,1,0,-1
Chris Nelson,11,0,-38
Tony Temple,22,0,168
Chase Daniel,11,1,25
Earl Goldsmith,2,1,10
Danario Alexander,1,0,-2
Marcus Woods,4,0,-4
Tyrell Sutton,18,0,91
Mike Kafka,5,1,33
Andrew Brewer,15,1,26
Terrell Jordan,4,0,7
Erryn Cobb,1,0,1
Pierre Walker,10,0,36
Andy Schmitt,9,0,35
Tyler Jones,8,0,8
Dontayo Gage,1,0,8
Darius Walker,10,0,25
Munir Prince,2,0,-1
Evan Sharpley,1,0,-2
Brady Quinn,4,0,-18
Mike Hart,31,1,124
Kevin Grady,6,0,9
Chad Henne,3,0,-10
Antonio Pittman,16,1,155
Beanie Wells,5,0,18
Todd Boeckman,2,0,9
Maurice Wells,3,1,9
Troy Smith,4,0,0
Ted Ginn Jr,1,0,-6
Rob Schoenhoft,1,0,-19
Greg Moore,3,0,14
Butler Benton,5,0,13
Doug Jones,1,0,4
Bradley Glatthaar,3,0,0
Nick Davila,1,0,-6
Dustin Grutza,9,0,-29
Dantrell Savage,8,1,97
Mike Hamilton,11,2,85
Keith Toston,10,0,45
Julius Crosslin,4,0,12
Zac Robinson,2,0,5
Robert Reid,8,1,2
Willie Floyd,7,0,34
William Rose,4,1,19
BJ Manley,2,0,17
Charles Pierre,14,0,6
Aaron Sanchez,3,0,4
Rusty Smith,1,0,-8
Sean Clayton,4,0,-23
Jonathan Stewart,23,1,144
Dennis Dixon,6,1,34
James Finley,1,0,0
Brady Leaf,1,0,-10
Adrian Peterson,34,1,211
Juaquin Iglesias,1,0,2
Allen Patrick,1,0,1
Paul Thompson,7,1,-7
Conredge Collins,5,0,33
LaRod Stephens Howling,8,1,33
Tyler Palko,5,0,12
Shane Brooks,2,0,3
Javon Ringer,15,0,156
Drew Stanton,13,1,105
Jehuu Caulcrick,17,2,64
AJ Jimmerson,3,0,10
Tony Hunt,18,1,143
Rodney Kinlaw,6,0,86
AJ Wallace,1,1,76
Derrick Williams,9,1,56
Daryll Clark,2,1,26
Brandon Snow,1,0,4
Matt Hahn,1,0,1
Deon Butler,1,0,-3
Jaycen Taylor,5,0,61
Kory Sheets,14,1,57
Dorien Bryant,1,0,3
Dario Camacho,1,0,0
Curtis Painter,6,1,-3
MiQuale Lewis,9,0,56
Larry Bostic,9,0,25
Dante Love,2,0,10
Corey McGee,1,0,2
Brad Salyer,1,1,1
Nate Davis,1,0,-7
Joey Lynch,5,0,-24
Jarett Dillard,1,0,2
Joel Armstrong,11,0,-4
Quinton Smith,8,0,-10
Jamaal Charles,8,1,109
Selvin Young,15,1,101
Jevan Snead,6,0,61
Jordan Shipley,1,0,40
Henry Melton,5,1,24
Chris Ogbonnaya,2,0,3
Matthew McCoy,2,0,1
Colt McCoy,4,0,-9
Ray Rice,29,2,190
Brian Leonard,4,0,19
Kordell Young,2,0,11
Mike Teel,2,0,-1
Kalvin McRae,12,0,28
Josh Abrams,3,0,4
Austen Everson,5,0,0
Matt Lasher,1,0,-18
Brad Bower,5,0,-20
Cory Boyd,11,3,74
Syvelle Newton,13,0,67
Mike Davis,5,0,13
Moe Brown,2,0,11
Damion Fletcher,28,3,177
Jeremy Young,11,1,52
Conrad Chanove,3,0,30
Bobby Weakley,5,0,14
Josh Barnes,1,0,1
Larry Thomas,3,0,-11
Andre Brown,13,0,48
Toney Baker,4,0,19
John Dunlap,1,0,17
Marcus Stone,3,0,-7
Fred Turner,9,0,104
Johnnie Fitzgerald,7,0,38
James Mapps,5,0,25
Justin Willis,8,1,14
Corey Slater,4,0,8
Cedrick Dorsey,2,0,6
Toby Gerhart,9,0,40
Anthony Kimble,6,1,27
Trent Edwards,7,0,25
TC Ostrander,1,0,-1
Richard Sherman,1,0,-15
Adam Ballard,26,0,120
Reggie Campbell,13,2,110
Brian Hampton,16,2,53
Kaipo Noa Kaheaku Enhada,3,0,29
Jason Tomlinson,1,0,19
Greg Shinego,1,0,13
Shun White,1,0,12
Matt Hall,5,0,10
Zerbin Singleton,2,0,2
Byron McCoy,1,0,0
Aaron Brown,18,0,72
Jeff Ballard,9,0,66
Detrick James,12,0,45
William Jackson,1,0,4
Chris Smith,1,0,1
Donald Massey,2,0,-5
Shannon Woods,10,0,52
Baron Batch,1,0,4
Edward Britton,1,0,-2
Graham Harrell,3,0,-16
Montario Hardesty,17,1,14
Arian Foster,2,0,2
Erik Ainge,4,0,-27
DeShawn Wynn,22,0,104
Tim Tebow,7,0,29
Percy Harvin,1,0,12
Kestahn Moore,2,0,8
Jemalle Cornelius,1,0,-7
Chris Leak,6,0,-20
Brandon Diles,8,2,47
Paul Smith,9,0,25
Dexter Taylor,4,0,23
Tarrion Adams,6,0,19
Courtney Tennial,2,0,10
Idris Moss,1,0,2
Jamario Thomas,13,0,33
Evan Robertson,5,0,16
Daniel Meager,4,0,3
Woody Wilson,8,0,-17
Stephen McGee,11,0,142
Jorvorskie Lane,24,3,101
Mike Goodson,9,0,19
Wesley McMahand,14,2,68
Mike Viti,6,0,46
Corey Anderson,1,1,43
Tony Moore,13,0,25
Tim Frye,2,0,9
Jamal Robinson,2,0,7
David Pevoto,1,0,-12
Emmanuel Moody,9,0,70
Chauncey Washington,12,1,52
CJ Gable,6,0,22
Ryan Powdrell,1,0,0
John David Booty,3,0,-2
Kenny Wilson,19,0,46
Marlon Lucky,10,0,27
Brandon Jackson,2,0,1
Zac Taylor,5,1,-6
Marcus Cross,13,0,27
Rob Sirstins,3,0,10
Kevin Robinson,1,0,4
Mike Affleck,1,0,4
Antraun McDaniel,1,0,-1
Bryan Black,2,0,-2
Leon Jackson III,8,0,-8
Brett Ratliff,8,0,45
Darrell Mack,9,0,44
Darryl Poston,8,0,29
RJ Stanford,6,0,26
Ray Stowers,4,0,21
Brent Casteel,1,0,1
Tommy Grady,1,0,-5
Cassen Jackson Garrison,21,0,90
Jared Hawkins,3,0,76
Chris Nickson,13,2,74
Felix Jones,11,0,78
Darren McFadden,19,0,71
Michael Smith,5,0,28
London Crawford,2,0,7
Mitch Mustain,1,0,-13
Jason Snelling,14,1,77
Cedric Peerman,6,0,6
Kevin McCabe,2,0,-6
Jameel Sewell,4,0,-8
Mark Bonds,27,1,118
Brandon West,8,0,37
Jamarko Simmons,1,0,1
Thomas Peregrin,3,0,-15
Brandon Ore,15,1,64
Kenny Lewis Jr,6,1,16
Carlton Weatherford,1,0,8
Ike Whitaker,2,0,8
Sean Glennon,1,0,6
Elan Lewis,6,0,2
Jesse Allen,1,0,1
Justin Boyle,10,0,36
Tielor Robinson,7,0,32
Clifford Harris,5,0,18
Requan Boyette,1,0,-1
Marcus Jones,10,0,-7
Thaddeus Lewis,8,0,-20
Isaiah Stanback,12,1,91
Louis Rankin,9,0,19
Marcel Reece,2,0,9
Kenny James,8,0,7
Marlon Wood,1,0,4
Sonny Shackelford,1,0,3
Dwayne Wright,28,2,136
Paul Williams,2,0,8
Lonyae Miller,5,0,8
Tom Brandstater,2,0,5
DeMaundray Woolridge,18,0,54
Derrell Hutsona,6,0,22
Dwight Tardy,6,0,8
Alex Brink,3,0,-9
Brandon Whitaker,6,0,20
Justin Fenty,1,0,3
Paul Mosley,2,0,2
Shawn Bell,5,0,-35
PJ Hill,26,1,184
Dywon Rowan,6,0,79
Lance Smith,7,0,21
Isaac Anderson,2,0,9
John Stocco,3,0,-5
Lynell Hamilton,11,0,19
Brett Strum,1,0,12
Brandon Bornes,1,0,3
Brett Swain,1,0,0
Darren Mougey,11,0,-12
Wynel Seldon,12,0,39
Devin Moore,1,0,19
Jacob Doss,12,1,9
Stinson Dean,1,0,5
Hoost Marsh,1,0,1
Joseph Harris,2,0,0
Ian Johnson,23,0,119
Jared Zabransky,10,1,7
Vinny Perretta,2,0,6
Brett Denton,3,0,0
Drisan James,1,0,0
Tashard Choice,19,0,83
Jamaal Evans,4,0,10
Rashaun Grant,3,0,10
Reggie Ball,11,1,3
Jameel Sewell,8,0,30
Jason Snelling,12,0,23
Cedric Peerman,1,0,3
Michael Johnson,1,0,-4
Robert Hubbard,32,1,156
Jeff Rowe,10,0,7
Brandon Fragger,2,0,-2
Travis Moore,1,0,-5
Mike Kafka,12,1,111
Tyrell Sutton,16,1,94
Terrell Jordan,7,1,31
Andrew Brewer,1,0,7
Erryn Cobb,1,0,3
Andre Walker,19,2,80
Aaris Reed,5,0,26
Luke Getsy,4,0,1
Bryant McMillon,1,0,1
Jamario Thomas,18,1,120
Woody Wilson,17,0,43
Evan Robertson,1,0,12
Darren McFadden,25,1,112
Felix Jones,4,0,65
Mitch Mustain,2,0,-5
Kenneth Darby,26,0,64
Jimmy Johns,8,0,24
John Parker Wilson,13,0,20
Keith Brown,1,0,4
Tim Castille,3,0,4
LeRon McClain,1,0,2
Chris Jennings,9,0,23
Syndric Steptoe,2,0,10
Chris Henry,2,0,-8
Willie Tuitama,6,0,-41
Emmanuel Moody,21,1,130
CJ Gable,5,0,34
Chauncey Washington,10,0,33
Mike Brittingham,1,0,4
Allen Bradford,1,0,3
John David Booty,2,0,2
Travon Patterson,1,0,1
Desmond Reed,1,0,-5
Ben Tate,7,2,114
Brad Lester,18,2,83
Tre Smith,8,1,57
Carl Stewart,2,0,11
Brandon Cox,1,0,-4
James Starks,20,0,66
Steven King,3,0,22
DaVon McCune,3,0,11
Tony Paoli,2,0,6
Jared Patterson,1,0,2
Ike Ndukwe,1,0,-4
Drew Willy,9,0,-16
BJ Hill,6,1,21
Marcus McClure,1,0,8
Larry Bostic,6,0,3
Nate Davis,2,0,2
MiQuale Lewis,1,0,-1
Joey Lynch,6,0,-5
Dante Love,2,0,-14
Paul Mosley,14,1,38
Brandon Whitaker,9,0,31
Justin Fenty,2,0,3
Dominique Zeigler,1,0,2
Shawn Bell,2,0,-12
Wesley McMahand,22,0,93
Tony Moore,7,1,33
Jamal Robinson,3,0,10
Mike Viti,2,0,2
David Pevoto,4,0,2
Ian Johnson,29,2,178
Jared Zabransky,9,0,38
Brett Denton,1,0,13
Vinny Perretta,2,0,11
Drisan James,1,0,6
Kyle Stringer,0,0,0
Legedu Naanee,1,0,-4
Nate Ilaoa,12,0,68
Colton Brennan,4,0,17
Reagan Mauia,2,0,3
Chris Bullock,17,0,99
Dan Macon,7,0,30
Freddie Barnes,12,0,28
Nate Waldron,2,0,18
Tyler Sheehan,7,0,-18
Shawn Bayes,1,1,79
Eugene Jarvis,18,0,69
Tony Howard,10,0,33
Julian Edelman,5,1,24
Jon Drager,3,1,17
Luke Tillman,1,0,-6
Fui Vakapuna,13,3,73
Curtis Brown,17,0,59
Jason Beck,4,0,4
Marcus Cross,27,0,127
Leon Jackson III,9,0,15
Lynwood Johnson,1,0,4
Antraun McDaniel,2,0,3
Bryan Black,2,0,3
Marshawn Lynch,17,0,124
Justin Forsett,5,0,19
Marcus OKeith,2,0,12
Nate Longshore,1,0,-16
Ryan Torain,24,1,191
Shaun DeWitty,6,0,27
Dimitri Nance,7,0,26
Rudy Carpenter,9,0,-7
James Davis,15,4,95
CJ Spiller,12,2,58
Demerick Chancellor,12,0,45
Reggie Merriweather,8,1,43
Will Proctor,5,0,30
Cullen Harper,3,0,25
Chansi Stuckey,1,0,19
