name, receiving touchdowns, receiving yards, receptions
T Brooks James,0,11,1
D Felix,0,1,1
B Gaither,0,90,6
T Hartley,0,71,2
J Oliver,1,41,6
M Roberson,0,38,3
A Liles,0,17,1
L Nunn,0,7,1
T Cottrell,0,3,1
T Mack,0,95,4
R Araujo Lopes,0,45,6
M Ffrench,0,25,3
G Aston,0,14,1
A Mathews,0,12,1
D Hall,0,6,1
B Stewart,0,33,3
J Camp,0,20,1
M Carter,0,11,1
J Mason,0,2,1
D Thompkins,1,101,4
D George,1,95,1
B Polk,1,55,2
P Freiermuth,0,35,2
Z Kuntz,0,32,1
M Sanders,0,30,3
K Hamler,0,22,1
A Dixon,0,59,5
M Carrigan,1,58,3
I McKoy,0,21,3
J Rankin,0,18,2
J Shaw,0,14,3
M Lawrence Burke,0,4,1
K Price,0,4,1
T Harrell,0,2,3
R Moore,1,137,11
B Hopkins,1,136,5
I Zico,0,100,4
T Wright,1,68,3
J Sparks,0,51,6
C Herdman,0,36,3
M Jones,0,27,4
J Anthrop,0,11,1
D Knox,0,6,2
J Knox,1,110,5
E Hall,0,88,4
J Johnson,1,49,3
N Brown,0,48,5
A Okwuegbunam,1,36,5
T Badie,0,20,1
K Blanton,0,16,2
L Rountree III,0,8,1
J Way,1,173,11
J McCray,1,31,4
K Taylor,0,26,1
S Harris,0,25,1
D Moore,0,7,3
K Baker,0,7,2
T Minter,0,-3,2
J Banks,1,82,2
H White,1,46,2
T Bedford,0,22,2
A Taylor,0,18,2
T Watts,0,13,2
K Brown,0,12,2
C Twyford,0,11,2
R Brown Jr,0,5,1
J Sheread,0,5,2
E Dedeaux,0,30,2
K Warring,0,30,4
J Washington,0,26,2
B Busbee,0,12,1
P Houston,0,11,1
I Lessard,0,11,1
T Wilson Jr,1,9,1
F Darby,0,127,5
N Harry,1,86,9
E Benjamin,0,44,7
K Williams,0,34,4
B Aiyuk,1,33,3
R Jenkins,0,11,2
T Hudson,0,6,1
K Smith,0,68,6
O St Brown,0,53,1
J Arcega Whiteside,2,36,3
T Irwin,0,28,3
T Speights,0,14,1
S Harrington,0,8,1
C Scarlett,0,6,1
M Wilson,0,1,1
K Doss,0,106,13
U Gilliam,0,32,3
C Spencer,1,26,1
W Preece,0,25,1
M Hyman,0,24,2
N Modise,0,13,2
J Kraft,0,9,1
D Livingston,0,9,2
K Vaughn,0,8,1
E Jbeily,0,6,1
M Layton,0,0,1
J Custis,0,56,4
R Pierce,1,34,3
N Johnson,0,32,3
D Strickland,0,29,1
S Riley,0,27,4
D Butler,0,25,2
J Howard,0,16,1
K Gavin,0,79,6
N Murray,0,31,3
D Matthews,0,30,2
T Terry,0,17,2
J Patrick,0,13,3
C Akers,0,8,2
J Reagor,0,98,7
T Hights,1,57,2
D Thomas,0,49,2
J Stewart,0,37,3
T Barber,0,24,2
K Turpin,0,14,4
D Anderson,0,12,2
A Lynn,0,10,1
J Austin,0,7,1
K Hill,1,95,6
A Mack,0,84,4
P Campbell,1,66,2
J Dixon,0,39,4
T McLaurin,0,29,3
M Weber,0,28,4
J Dobbins,0,3,1
J Palmer,0,64,2
B Johnson,0,51,4
J Jennings,1,22,3
D Wood Anderson,0,21,2
M Callaway,0,8,1
M London,0,1,1
K Foster,0,21,2
W Redix,0,15,2
D Lucero,0,4,1
F Mckee,0,2,1
K Johnson,0,1,1
W Dimel,0,-4,2
L Humphrey,1,84,4
C Johnson,0,79,6
J Moore,1,27,1
A Beck,0,25,2
S Ehlinger,0,11,1
D Duvernay,0,9,1
D Jamison,0,-1,1
A St Brown,0,167,9
V Jones Jr,0,71,4
T Vaughns,0,36,4
M Pittman Jr,0,16,4
T Sidney,0,12,2
T Petite,0,9,2
S Carr,0,7,2
J Falo,0,6,2
V Malepeai,0,-2,1
K Stokes,0,49,6
J Anderson,0,45,5
K Johnson,0,44,5
J Hobbs,0,22,1
C Neph,1,10,1
C Taylor II,0,2,1
J McInnis,0,66,6
J Adams Jr,0,30,1
K Merritt,0,28,3
B Ogbebor,0,20,1
B Bowling,0,15,2
K Edwards,0,15,2
M Murray,0,12,1
R Tyler,0,3,1
J Isaac,0,3,1
W Wand,0,-1,2
D Johnson,2,119,6
S Seymour,0,34,2
A Thompkins,0,32,2
C Thompson,0,19,2
J Johnson,0,18,1
J Thomas,1,105,5
L Cager,1,67,3
D Langham,0,23,2
B Hightower,0,8,1
M Harley,0,2,2
J Ausbon,0,59,4
Q Davis,0,53,4
R Paul,0,49,4
J Sternberger,1,42,3
C Buckley,0,28,2
H Jones,0,18,2
M Green,0,75,4
M McCray,0,52,2
R Turner,1,38,4
Z Jackson,0,36,1
S Spiller,0,16,1
J Hodoh,0,5,1
K White,0,2,1
T Lamm,0,1,1
A Wesley,3,261,13
J High,0,120,7
T Vasher,2,94,6
T Henry,0,42,7
S Collins,0,33,2
K Carter,0,32,4
S Thompson,0,12,1
Z Austin,0,10,2
C Killian,0,1,1
M Stevenson,2,177,9
K Corbin,2,103,7
C Lark,0,52,5
B Smith,0,33,2
J Singleton,0,31,3
R Brooker,0,26,2
R Singleton,1,18,1
T Williams,0,18,1
T Mark,0,4,1
K Carter,0,49,2
K Parham,0,36,2
A Wilson,0,30,3
C Lisa,0,22,1
A Watkins,0,22,2
L Scott,1,14,1
D Lee,0,7,1
D Mooney,2,123,4
J Clewis,0,30,1
T Encalade,0,21,1
J Toles,0,6,1
T Howard,1,80,4
C Cota,0,40,2
C Pabico,0,16,1
K Phillips,0,8,1
D Lee,0,4,1
M Irby,0,3,1
K Johnson,0,85,8
J Jordan,0,53,3
J Mims,0,51,2
J Rice,0,45,3
K Riddering,1,19,2
J Allen,0,11,1
D Grim,0,9,1
J Hokit,0,-1,1
D ONeal,0,-2,1
T Collins,0,29,2
D Tejchman,1,24,1
K Keys,0,24,2
E Owens,0,16,1
M Stevenson,0,11,1
D Woods Jr,0,11,1
G Fauolo,0,9,2
J Neal,0,6,1
K Riles,0,134,4
T Wallace,1,52,3
J Medrano,0,27,1
Z Holcombe,1,13,1
D Tucker,0,7,1
X Johnson,0,5,1
B Covey,0,54,8
S Nacua,0,46,8
B Boyd,0,15,1
D Simpkins,0,14,1
C Fotheringham,0,5,1
C Haller,0,4,1
A Fuller,0,108,6
A Baccellia,0,33,3
C McClatcher,0,9,1
T Jones,1,6,1
M Gaskin,0,-1,3
O Zaccheaus,2,247,9
H Dubois,1,69,6
J Reed,0,28,4
E Butts,0,26,4
T Jana,0,8,1
J Ellis,0,6,1
T Kelly,0,1,1
P White,1,131,6
J Buckner,0,44,2
I Cox,1,36,1
A Meyer,0,12,1
A Ouellette,0,9,2
C Odom,0,7,1
D Knock,0,4,1
M Irons,0,3,1
R Luehrman,0,0,1
D Martin,1,149,13
J Calvin,0,70,6
D Patmon,0,57,5
K Sweet,0,44,4
E Winston,1,42,6
J Williams,0,40,4
C Jackson Jr,0,36,3
M Borghi,0,30,4
R Bell,0,22,2
K Harrington,0,16,2
R Fisher,0,12,1
R Lewis,1,6,1
Z Eagle,1,73,4
A Boston,1,47,4
N Webster,0,46,2
D Merritt,1,44,1
J Williams,0,16,2
D Dorton,0,5,1
J Ferguson,0,61,3
D Davis,0,40,4
A Taylor,0,31,2
G Groshek,0,29,4
J Taylor,0,14,3
K Pryor,0,11,1
K Penniston,0,4,1
M Laulu Pututau,1,33,3
A Hifo,0,32,3
T Shumway,0,21,1
G Romney,0,21,2
D Collie,0,15,3
L Katoa,0,-2,1
G Ricci,2,77,5
J Hall,0,70,3
D Harris,0,57,7
L Bellamy,0,30,3
J Reed,0,21,3
L Sanders,0,19,1
K Watson,0,12,1
T Selby,0,5,3
M Waters,0,3,1
A Conway,0,89,11
J Price,0,43,4
T Mayfield,1,38,3
R Ismail Jr,1,29,3
X Valladay,0,23,3
A Eberhardt,0,2,1
B Morgan,0,48,6
J Hill,0,25,3
R Jones,0,49,2
V Bryant,0,34,2
F Johnson,0,17,1
R Armstead,0,15,1
J Gardner,0,-3,1
I Wright,0,-3,1
J Hobbs,0,78,9
J Anderson,0,44,5
K Stokes,0,39,4
K Johnson,0,21,2
C Taylor II,0,7,1
S Brooks,0,6,1
G Davis,1,91,5
M Colubiale,0,84,6
D Snelson,1,62,4
T Nixon,0,33,3
M Williams,1,30,2
O Anderson,0,6,1
W Wright,0,58,6
J Durante,0,35,4
K Whyte Jr,1,23,1
H Bryant,0,6,1
D Singletary,0,3,1
T Harrison,0,2,1
C Green,0,49,4
S Mays,0,26,3
R Smalling,2,23,2
D Barker,0,19,3
M Epstein,0,19,2
T Davis,0,17,2
R Corbin,0,13,2
J Holland,0,53,3
J Johnson,1,51,4
M Hippenhammer,0,44,1
K Hamler,1,41,2
D Thompkins,0,10,2
P Freiermuth,1,5,1
M Pittman Jr,1,72,2
T Vaughns,1,64,7
V Jones Jr,0,48,2
A St Brown,1,38,2
T Sidney,0,12,1
A Ware,0,5,1
S Carr,0,2,2
E Winston,2,143,6
J Calvin,0,63,7
D Patmon,1,55,6
J Williams,0,34,7
K Sweet,0,21,2
K Harrington,0,11,1
T Harris,0,8,1
M Borghi,0,8,4
D Martin,0,1,3
J McInnis,1,39,3
K Edwards,0,36,2
K Merritt,0,34,5
O Bayless,0,29,3
B Bowling,0,26,1
J Adams Jr,1,26,2
B Ogbebor,0,4,1
W Wand,0,3,1
J Isaac,1,2,1
M Stevenson,0,13,1
B Presley,0,5,1
D Tejchman,0,5,1
E Owens,0,1,1
T Collins,0,-1,1
H Ruggs III,1,84,3
J Jeudy,0,78,6
I Smith Jr,0,74,4
D Smith,1,56,4
D Harris,0,48,2
H Hentges,2,29,2
J Jacobs,0,25,1
J Waddle,0,21,3
Q Davis,0,59,5
J Sternberger,1,59,3
C Buckley,0,41,4
K Rogers,0,38,4
J Corbin,0,24,3
K Etwi,0,16,1
J Ausbon,0,15,1
T Williams,0,6,1
C Gillaspia,0,5,1
D Heath,2,111,4
C Sutton,0,39,4
T Hennigan,0,39,2
M Williams,0,38,4
B Absher,0,13,3
C Reed,0,11,1
A Purifoy,0,5,1
J Virgil,0,4,1
J Blackmon,1,57,9
K Horton,0,37,3
A Lee,0,15,1
I Gathings,0,7,1
B Collins,0,6,1
D Brown,0,4,1
A Schwartz,0,59,3
R Davis,0,40,6
D Slayton,0,23,2
S Williams,0,10,1
S Cannella,0,2,1
K Martin,0,0,2
R Boyd,0,39,2
D Stewart,0,32,1
J Cornelius,0,15,2
J Jones,0,15,2
M Woods,0,13,1
D Whaley,0,9,2
J Patton,0,6,1
A Cantrell,0,6,1
C Hayden,0,6,1
R Miller,0,112,8
C Lacanaria,1,99,8
J Hall,0,60,9
H Littles,0,10,1
J Gilbert,0,4,1
L Jackson,0,91,8
M Deane,2,48,5
K Fourtenbary,0,44,4
Q Jernighan,0,37,4
J Sloan,0,19,2
G LaFrance,0,10,1
X Lane,0,3,1
J Fleeks,1,65,5
J Hurd,0,60,4
T Thornton,1,50,3
D Mims,0,32,2
C Platt,1,29,3
C Henle,0,13,1
T Ebner,0,4,1
M Jones,0,4,1
S Sims Jr,0,47,3
S Robinson,0,39,3
J Booker,1,25,3
E Fairs,0,20,1
K Johnson Jr,0,11,4
P Williams Jr,0,5,1
Q Hampton,0,2,1
S Miller,0,65,5
R Marlow III,1,60,7
Q Morris,1,53,5
J Sawmiller,1,52,2
D Phouthavong,0,48,6
R Hargrove,0,24,1
J Wayne Prather,0,1,1
R Frye,0,-1,1
A Clair,0,-2,5
J Sorenson,1,72,6
L Mayock,0,23,1
A Homer,1,21,2
A Smith,0,3,1
A Hifo,0,38,4
D Holker,0,23,3
M Bushman,0,16,1
A Davis,0,12,1
G Romney,0,12,1
N Pauu,0,12,1
T Shumway,1,7,1
M Laulu Pututau,0,7,3
M Simon,0,3,1
C Sutton,0,72,3
K Highshaw,0,23,2
P Orgeron,0,15,4
N Briscow,0,9,1
L Ross,0,8,1
A Nelson,0,3,1
M Briscoe,0,3,2
R Cruell,0,2,1
B Jones,0,0,1
D Hamm,0,-1,2
R Medaris,1,104,3
J Deguara,0,69,6
K Lewis,0,51,5
J Jackson,1,25,2
T Geddis,0,24,2
W Huber,0,1,1
C Odom,0,114,5
P White,0,23,2
M Irons,1,20,2
A Meyer,0,15,2
A Ouellette,0,6,1
J Hicks,0,38,2
T Poljan,0,23,1
C Cole,0,17,2
J Sullivan,1,5,1
D Spalding,0,-1,1
J Blair,0,57,5
D Young,0,38,5
M Wright,0,31,2
E Edwards,0,27,3
D Belcher,0,19,1
J Fitzpatrick,0,11,2
J Dunn,0,0,1
O Johnson,1,107,7
M Kinsey,1,63,4
N Hall,1,33,3
C Butler,0,25,3
I Matthews,0,16,3
P Williams,0,14,3
E Scott,0,-1,1
A Edgar,0,111,5
S Schnell,0,69,5
M Smith,1,60,1
T Petkovich,1,12,1
J Robinson,0,11,1
B Haley,0,8,1
B Brown,1,44,1
J Bobo,0,35,2
C Taylor,0,32,3
T Rahming,0,27,4
J Lloyd,1,24,2
D Koppenhaver,2,20,2
S Bracey,0,20,2
D Helm,0,19,1
N Gray,0,17,1
D Philyaw Johnson,0,10,1
K Fuller,0,8,1
N Martin,0,34,2
E Hicks,0,15,3
C Kennedy,0,2,1
J Freeman,0,0,1
K Gavin,0,93,6
N Murray,0,85,5
T Terry,1,77,2
T Harrison,0,34,3
D Matthews,0,23,3
T McKitty,0,23,2
J Patrick,1,17,2
D Brown,1,117,7
C Tucker,0,40,6
J Wesley,1,35,3
S Tears,0,16,2
C Lersch,0,7,2
P Hart,0,91,5
C McCoy,0,80,5
D Coates,0,62,3
R Carter,0,25,2
C Owens,0,14,2
C Knight,0,11,1
T Barnett,0,2,1
J Reed,1,101,7
K Watson,1,43,3
D Harris,0,29,3
B Borske,1,17,1
C Brown,0,16,2
J Hall,0,15,2
T Arnett,0,13,2
C Lynch,1,57,3
A Rodgers,0,60,6
J Ross,1,53,1
T Chase,0,34,2
T Higgins,1,30,1
H Renfrow,1,28,3
C Powell,0,17,3
D Kendrick,0,6,1
T Etienne,1,3,1
M Richard,0,1,1
M Stevenson,1,67,6
J Williams,0,57,2
H Thomas,1,50,2
K Corbin,1,46,4
C Lark,0,46,5
T Bradley,0,35,2
T Mark,1,28,3
P Sawyer,0,25,3
J Singleton,0,13,1
K Hatton,0,11,1
C Smith,0,6,1
P Eichenberger,1,2,1
C Cerday,0,0,1
B Smith,0,0,1
B Hartzog,1,173,9
T Buchanan,0,66,4
C Long,0,13,2
T Brown,0,12,2
B Woodard,0,7,1
M Webb,0,7,1
W Philyor,1,148,13
J Harris II,0,42,6
D Hale,0,31,3
N Westbrook,0,14,2
R Taylor,0,13,1
M Majette,0,12,4
S Scott,1,8,1
A Dorris,0,2,1
T Fryfogle,0,2,1
F Davis III,0,79,5
C White,0,77,4
C Heyward,0,16,1
J Nailor,1,16,1
D Stewart Jr,0,14,2
M Dotson,1,11,1
B Lewerke,0,6,1
T Hockenson,0,125,3
I Smith Marsette,0,58,3
N Fant,2,29,3
B Smith,0,24,2
N Easley,0,14,1
B Ross,0,11,1
I Kelly Martin,0,7,1
M Sargent,0,1,0
N Stanley,0,-13,0
J Ferguson,1,58,4
A Taylor,1,44,3
A Ingold,0,33,1
K Pryor,0,33,3
G Groshek,0,19,3
D Davis,1,12,1
J Taylor,0,6,2
H Butler,1,88,6
D Jones,0,39,6
M Eaton,0,28,4
L Akers,0,26,1
S Croney Jr,0,20,2
T Milton,0,15,4
J Lang,0,7,1
S Seonbuchner,0,6,1
D Montgomery,0,4,1
N Stewart,0,52,4
A Williams,1,45,2
J Morris,0,37,3
K Smith,0,13,1
V Edwards Jr,0,5,1
M Traylor Bennett,0,1,1
D Baker,0,23,1
C Conrad,0,22,2
L Bowden Jr,0,15,3
J Ali,0,6,1
T Richardson,0,5,1
O Mitchell,0,65,6
S Guidry,0,36,2
K Hill,0,19,3
J Johnson,0,13,2
A Williams,0,8,1
A Williams,0,4,2
D Stubbs,0,95,6
A Gandy Golden,0,51,5
B Farrow,1,45,3
D King,0,31,2
J Darden,1,65,4
R Bussey Jr,1,39,2
J Guyton,0,34,4
G White,0,20,1
L Easly,0,11,2
K Smith,0,9,2
M Lawrence,0,7,1
J Bradley,0,53,1
K Barnes,1,46,4
E Patterson,0,20,1
T Ragas,0,17,2
R Malone,0,7,2
K Tyler,1,50,2
M Williams,0,37,4
J Miller,0,36,2
I Likely,1,29,1
L Collins Jr,0,18,1
S Bell,0,16,2
X Brown,0,59,2
R Turner,0,44,3
D Gore,0,38,7
J Pederson,1,32,2
M Green,0,29,2
S Spiller,1,25,4
M McCray,0,19,4
A Vaughn,0,16,1
D Gillespie,0,12,1
Z Jackson,0,8,1
K White,0,8,2
S Davis,1,78,6
D Douglas,0,67,5
D Willis,2,66,5
J Daughtry Frye,0,47,3
B Smith,0,19,1
S Letton,0,18,3
L Whittemore,0,17,2
T Eafford,0,17,2
D Anderson,0,80,5
F Moreau,0,33,4
J Chase,0,30,2
S Sullivan,0,27,2
J Jefferson,0,12,2
T Marshall Jr,0,9,1
A Hardy,2,181,10
T Veal,0,39,4
J Woodard,0,33,1
J Dancy,0,21,2
I Tucker,0,20,2
R Bonnette,0,16,3
C Powell,0,12,2
A Smith,0,7,2
B Holly,1,1,1
D Turner,1,54,1
T Jacobs,0,52,5
D Demus,0,5,1
J Davenport,0,5,1
A Edwards,0,4,1
J Jones,0,-3,1
C Autman Bell,0,70,4
R Bateman,1,68,7
K Kieft,0,19,1
T Johnson,0,12,2
A Isabella,1,85,6
B Dingle,0,37,1
J Britt,1,33,2
M Young,0,18,2
T Edwards,0,16,1
V Tucker,0,130,8
R Arnold,0,43,3
R Tyler,1,34,2
M Quattlebaum,0,26,1
W Kofa,0,16,2
C Camp,0,12,1
C Dollar,1,9,1
T Ringwood,0,8,1
B LeMay,0,3,2
C Phillips,1,2,1
A McAllister,0,0,1
D Coxie,1,113,8
J Williams,1,65,5
J Magnifico,0,52,2
D Henderson,0,34,2
T Pollard,0,22,3
M Slade,0,5,1
K Jones,0,1,1
J Way,1,185,10
J Taylor,0,72,2
K Baker,1,49,4
S Harris,0,38,3
Z Crosby,1,11,1
J McCray,0,4,2
D Moore,0,1,2
M Harley,0,76,7
B Jordan,1,67,5
L Cager,2,43,2
D Dallas,0,30,2
J Thomas,0,11,1
M Ezzard,0,7,1
C Davis,0,6,1
R Burns,0,0,1
C Worton,2,123,5
S Palmer,0,25,4
D Scott,0,17,1
T Gaiter IV,0,3,2
N Maxwell,0,2,1
R Bell,1,56,1
Z Gentry,1,32,3
S McKeon,0,29,2
N Collins,0,28,2
O Martin,0,15,1
J McCurry,0,15,1
D Peoples Jones,0,10,1
T Wilson,0,9,1
K Higdon,0,7,1
G Perry,0,5,4
O Samuels,0,0,1
S Morgan Jr,0,61,3
W Mazour,0,21,1
T Lindsey,0,16,2
D Ozigbo,0,5,1
J Spielman,0,5,4
M Washington,0,-4,1
A Martinez,0,-11,1
D Metcalf,1,102,5
A Brown,0,96,7
D Lodge,0,81,6
D Knox,0,79,2
S Phillips,1,44,2
E Moore,0,30,4
I Woullard,0,6,1
A Weber,0,4,1
M Carrigan,0,88,6
T Harrell,0,55,5
A Dixon,0,36,6
J Shaw,1,33,2
I McKoy,0,30,3
J Rankin,0,9,1
A Dulka,0,2,1
W Barrett,0,-11,1
A Okwuegbunam,0,81,9
J Johnson,0,51,4
N Brown,0,35,3
T Badie,0,29,2
K Blanton,0,21,3
D Crockett,0,2,1
L Rountree III,0,2,1
R Ridley,1,87,5
J Holloman,1,61,1
M Hardman,1,60,2
E Holyfield,0,24,1
J Cook,0,10,1
T Godwin,0,8,1
T Simmons,0,7,1
I Nauta,0,3,1
K Davis,0,99,6
M Williams,1,87,4
A Levias,0,26,2
T Brady,0,25,3
O Obialo,0,12,2
W Johnson,0,10,1
X Gaines,0,8,2
T King,0,3,2
K Harmon,0,150,6
E Emezie,1,69,6
S Louis,0,58,3
T Thomas,0,45,2
J Meyers,0,29,2
C Riley,0,18,2
T Pennix,0,8,2
D Newsome,0,110,6
A Ratliff Williams,0,84,4
M Carter,1,36,4
D Brown,1,32,2
T Jackson,0,21,2
G Walston,0,19,1
J Bargas,0,7,1
A Williams,0,3,1
J Brown,0,1,1
T Mack,0,76,2
M Ffrench,1,65,7
G Aston,1,23,4
S Jacques Louis,0,9,1
R Araujo Lopes,0,8,2
Q Ollison,0,8,1
D Hall,0,-3,1
K Pickett,0,-12,1
P Campbell,2,147,8
K Hill,0,57,4
B Victor,1,40,2
D McCall,0,36,2
A Mack,1,32,3
J Dobbins,0,18,2
T McLaurin,1,17,1
C Olave,0,14,1
G Prater,0,13,1
J Gill,0,11,1
M Weber,0,10,1
C Saunders,0,10,3
J Harris,0,7,1
J Dixon,0,7,1
D Mooney,0,77,4
T Encalade,0,62,4
J Toles,0,12,1
J Robertson,0,5,1
G Calcaterra,0,47,2
L Morris,0,38,1
C Lamb,2,22,4
M Tease,0,20,1
A Miller,0,15,1
T Pledger,0,12,1
C Meier,1,11,1
K Walker,0,40,3
T Wallace,0,123,7
J McCleskey,0,52,4
J King,1,23,1
D Stoner,0,22,1
T Johnson,0,21,2
J Woods,0,19,1
J Hill,0,-2,2
A Wesley,0,98,7
J High,0,79,8
Z Austin,0,69,7
T Vasher,1,62,3
S Collins,0,59,3
K Carter,1,15,3
T Henry,0,6,1
D Felton,0,6,2
D Bowman,0,3,1
T Fulgham,1,188,9
J Duhart,3,142,9
I Harper,0,37,3
H Patterson,0,37,1
D Brown,0,34,2
I Spencer,0,32,2
J Cox,0,25,4
D Hazelton,1,154,5
E Kumah,0,35,3
H Grimsley,0,31,3
S Savoy,1,28,2
D Keene,0,16,1
C Cunningham,1,13,1
P Patterson,0,3,1
D McClease,0,2,1
D Mitchell,0,239,14
J Breeland,1,34,3
J Johnson III,0,34,3
J Redd,0,18,3
C Verdell,0,9,1
B Schooler,0,8,1
T Dye,0,4,1
K Smith,0,95,6
J Arcega Whiteside,2,84,4
C Parkinson,1,50,3
O St Brown,0,49,2
T Irwin,0,37,2
B Love,0,9,1
C Scarlett,0,3,1
T Hernandez,1,51,4
T Bradford,1,29,5
I Hodgins,0,19,2
J Jefferson,0,18,3
I Smalls,0,15,2
K Rogers,0,9,2
S Poindexter,1,92,4
S Brown,1,42,3
D Cooper,0,10,1
S Berryhill III,0,8,1
R Moore,2,110,8
I Zico,0,84,6
T Wright,1,40,2
B Hopkins,0,30,3
C Herdman,0,24,1
J Sparks,0,8,1
C Lewis,0,65,4
T Sweeney,1,26,3
J Burt,0,24,1
K White,0,15,2
B Glines,0,10,1
T Levy,0,7,1
K Idrizi,0,-1,1
A Dillon,0,-2,2
J Washington,0,62,3
E Lewis,0,30,3
B Melton,0,29,3
S Jones,0,25,2
J Hilliman,0,9,1
R Blackshear,0,8,3
D Robinson,0,3,2
H Hayek,0,2,1
A Johnson,1,101,2
C Jones,1,53,1
K Osborn,0,28,3
G Rushing,0,24,1
Z Lefebvre,0,20,1
J Hawkins,0,18,1
A Nunn,0,11,2
T Mabry,1,8,3
F Trevillion,0,40,2
B Busbee,1,39,2
P Houston,1,34,2
K Smith,0,27,2
E Dedeaux,0,20,2
E Kothe,0,16,2
L Latu,0,86,3
M Sexton,0,64,5
A Jackson III,1,45,3
D Drummond,0,24,3
G Oakes,0,9,2
I Holder,0,8,1
D Salomon,1,79,2
J Ford,0,39,1
D Antoine,0,28,2
J Cronkrite,0,13,3
T McCants,0,12,3
R St Felix,0,10,1
T Brown,0,99,6
B Proehl,0,50,5
D Farrier,0,33,4
L Henley,0,31,1
T Green,0,27,3
A Watley,0,13,2
A Scott,0,3,1
D Harris,0,99,4
Q Watkins,1,85,5
T Jones,1,65,4
J Washington,0,65,1
J Mitchell,0,62,3
J Adams,1,32,4
T Parks,1,14,1
T Mosley,0,8,2
N McLaurin,0,-2,1
A Trammell,0,60,6
J Myers,0,35,3
A Cephus,2,22,3
A Walter,0,8,1
J Proche,1,64,9
B West,0,40,6
R Roberson Jr,1,38,4
J Bell,0,13,1
R Becker,0,5,1
J Miles,0,3,1
M Gailliard,1,2,1
T Johnson,0,1,1
M Cooper,1,25,1
S Riley,1,120,6
N Johnson,0,78,7
T Harris,0,35,2
J Custis,0,22,2
D Butler,0,13,1
S Johnson,0,9,1
M Neal,0,9,1
G Horan,1,7,1
D Strickland,0,2,1
T Davis,1,44,3
K Buss,0,42,2
H Mayala,0,41,5
Z Scott,1,38,7
T Beals,0,29,1
K Dixon,0,23,1
M Callaway,0,61,2
J Jennings,0,60,4
A Pope,0,55,1
B Johnson,0,17,2
J Palmer,0,15,1
F Swain,1,88,2
T Cleveland,1,43,2
M Stephens,0,27,2
T Grimes,0,14,1
K Toney,0,7,1
K Gamble,0,6,1
R Raymond,1,1,1
C Johnson,1,124,7
L Humphrey,1,77,4
D Duvernay,0,23,2
A Beck,0,14,2
T Watson,0,13,4
J Moore,0,9,2
K Ingram,0,-5,1
J Reagor,1,96,8
K Turpin,0,68,3
J Stewart,0,27,2
T Barber,0,26,3
S Olonilua,0,9,2
J Austin,0,4,1
D Anderson,0,1,1
D Johnson,1,67,4
C Thompson,3,57,4
A Thompkins,0,51,5
J Johnson,1,38,1
J Turner,0,13,1
D McKinley Lewis,0,4,1
K Fossum,0,150,14
D Henley,0,62,4
M Mannix,0,55,4
E Cooks,1,19,2
K Moore,0,16,1
D Lee,0,8,1
R Doubs,0,6,1
T Carter Wells,0,3,1
J Kincaide,0,1,1
T Juniel,1,80,2
K Foster,0,56,2
W Dimel,0,34,2
W Redix,0,24,4
R Caldwell,1,60,2
J Boone,0,60,3
B Roberts,0,17,1
J Huntley,0,8,1
S Holebrook Jr,0,8,1
A Muse,0,3,1
G Campbell Jr,0,71,7
G Sharp,0,26,5
K Johnson Jr,0,16,3
T Woolen,0,8,2
T Ogle Kellogg,1,7,1
J Rhodes,0,-1,1
K Brown,1,124,9
T Bedford,0,39,3
H White,1,29,3
T Vitt,0,26,1
J Haydel,0,4,1
R Tarver,0,128,9
D Raymond,1,68,4
A Vaughns,1,44,2
J Greene,0,42,4
J Nathan,0,23,2
G Bright,0,19,2
C Terrell,0,14,1
T Compton,0,10,1
D Thompkins,0,8,1
M Bennett,0,74,5
R Cleveland,0,43,4
G Sanders,0,31,2
K Lipscomb,1,72,9
J Pinkney,0,42,4
K Vaughn,0,36,2
C Bolar,0,19,2
K Blasingame,0,17,1
C Johnson,0,6,1
S Smith,1,119,5
D Samuel,0,56,7
B Edwards,0,47,3
K Crosby,0,13,1
K Pollard,0,12,1
R Dowdle,0,9,1
T Williams,0,5,1
J Reed,1,52,2
O Zaccheaus,0,29,4
H Dubois,0,26,3
T Kelly,0,25,1
E Butts,0,24,2
D Cross,0,20,1
J Ellis,0,11,1
T Cowley,0,6,1
C Sharp,1,3,1
L Atkins,0,1,1
D Fitzpatrick,0,62,5
J Smith,0,26,2
T Smith,0,25,3
D Peete,0,11,1
J Smith,0,11,2
C Atwell,0,9,1
S Dawkins,0,6,1
M Riley,0,-2,1
G Dortch,0,56,6
S Washington,0,24,2
K Hinton,0,23,3
S Claude,0,15,1
A Bachman,0,12,1
B Chapman,0,7,2
D Delaney,0,2,1
M Young,0,66,1
A Mack,0,61,6
C Claypool,1,51,4
C Finke,0,41,4
K Austin,0,35,2
T Jones Jr,0,32,2
A Davis,0,15,2
J Armstrong,0,15,2
M Boykin,0,6,1
B Wright,1,3,1
A Fuller,1,50,3
T Jones,1,43,2
C Otton,1,40,3
D Sample,0,24,2
M Gaskin,0,23,2
C McClatcher,0,11,1
A Baccellia,0,9,1
S Ahmed,0,2,1
B Aiyuk,0,36,3
N Harry,0,20,5
T Smith,0,16,3
E Benjamin,0,14,3
K Williams,0,12,2
N Ralston,0,6,1
M Simms,1,136,5
D Sills V,3,73,10
T Bush,1,69,2
