assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, position, rebounds, steals, three pointers attempted, three pointers made, turnovers
0,0,1,0,0,0,0,0,4.933,Kosta Koufos,0,-2,0,,1,0,0,0,1
1,0,1,3,1,2,0,0,14.017,Beno Udrih,0,-11,2,,1,0,1,0,1
1,0,0,2,1,1,2,1,11.217,Quincy Pondexter,0,-7,4,,0,0,2,1,0
1,0,1,7,1,4,2,2,16.367,Vince Carter,0,-5,4,,1,1,4,0,0
0,1,3,4,0,1,0,0,19.233,Jon Leuer,0,-8,0,,3,0,0,0,0
,,,,,,,,0,Jordan Adams,,,,,,,,,
,,,,,,,,0,Tayshaun Prince,,,,,,,,,
,,,,,,,,0,Jarnell Stokes,,,,,,,,,
1,0,2,5,2,4,2,1,18.550,Andrew Wiggins,1,-4,6,F,3,2,1,1,2
4,0,2,18,10,2,4,4,34.100,Thaddeus Young,2,-6,26,F,4,2,3,2,1
1,1,4,9,2,2,2,1,28.767,Nikola Pekovic,4,-17,5,C,8,0,0,0,3
0,0,2,7,2,3,2,2,26.517,Corey Brewer,2,-16,6,G,4,1,2,0,2
7,0,3,12,5,4,3,2,35.800,Ricky Rubio,3,-5,12,G,6,1,0,0,7
1,3,4,4,3,1,0,0,19.233,Gorgui Dieng,4,13,6,,8,0,0,0,1
4,0,0,9,6,3,4,4,25.767,Maurice Williams,0,10,18,,0,1,3,2,3
1,0,4,10,5,1,4,2,22.583,Shabazz Muhammad,3,4,13,,7,1,2,1,1
1,0,3,8,4,1,2,1,13.900,Anthony Bennett,0,2,9,,3,0,0,0,3
0,0,4,4,0,0,0,0,14.783,Chase Budinger,0,-1,0,,4,0,1,0,0
,,,,,,,,0,Robbie Hummel,,,,,,,,,
,,,,,,,,0,Zach Lavine,,,,,,,,,
,,,,,,,,0,Glenn Robinson Iii,,,,,,,,,
1,1,2,8,4,2,5,4,30.300,Luol Deng,2,5,12,F,4,0,2,0,2
3,0,3,9,1,5,2,1,31.683,Shawne Williams,3,6,3,F,6,2,6,0,0
4,1,11,18,9,1,5,5,39.133,Chris Bosh,4,12,26,C,15,1,4,3,3
3,0,1,16,8,2,3,3,31.433,Dwyane Wade,0,9,21,G,1,2,3,2,2
2,0,3,15,9,1,2,2,27.783,Norris Cole,0,6,23,G,3,0,7,3,3
1,1,4,2,2,0,4,3,24.167,Chris Andersen,2,5,7,,6,2,0,0,0
4,0,4,7,3,5,1,1,25.483,Mario Chalmers,0,1,8,,4,1,3,1,3
0,0,2,4,2,1,1,1,14.667,James Ennis,0,7,5,,2,0,2,0,0
2,0,2,2,1,0,0,0,15.350,Shabazz Napier,1,9,2,,3,1,1,0,1
,,,,,,,,0,Shannon Brown,,,,,,,,,
,,,,,,,,0,Danny Granger,,,,,,,,,
,,,,,,,,0,Justin Hamilton,,,,,,,,,
,,,,,,,,0,Udonis Haslem,,,,,,,,,
5,0,6,10,6,3,5,4,32.700,Paul Pierce,0,-2,17,F,6,2,3,1,1
1,0,3,11,8,3,4,1,33.633,Drew Gooden,2,-2,18,F,5,0,2,1,2
0,1,6,14,7,3,5,4,40.233,Marcin Gortat,1,3,18,C,7,0,0,0,0
1,1,5,8,2,1,0,0,30.917,Garrett Temple,2,-2,6,G,7,2,6,2,3
11,0,3,13,6,3,4,4,37.350,John Wall,0,2,16,G,3,2,2,0,6
0,0,2,6,2,3,0,0,13.350,Kris Humphries,0,-9,4,,2,0,0,0,2
0,0,3,7,4,1,6,4,23.500,Otto Porter,1,-11,13,,4,1,3,1,0
0,0,0,3,1,0,0,0,10.250,Rasual Butler,1,-13,3,,1,0,2,1,0
1,0,1,1,0,1,0,0,10.400,Andre Miller,0,-11,0,,1,0,1,0,0
1,0,0,2,0,2,0,0,7.667,Kevin Seraphin,0,-15,0,,0,0,0,0,0
,,,,,,,,0,Dejuan Blair,,,,,,,,,
,,,,,,,,0,Nene,,,,,,,,,
,,,,,,,,0,Glen Rice Jr,,,,,,,,,
3,3,5,8,6,4,6,5,33.700,Michael Kidd Gilchrist,3,1,17,F,8,0,0,0,1
3,0,2,12,8,0,0,0,33.183,Marvin Williams,2,3,19,F,4,1,6,3,2
2,4,8,15,6,4,3,2,40.483,Al Jefferson,2,5,14,C,10,2,0,0,2
8,0,10,12,3,4,2,1,39.917,Lance Stephenson,3,9,7,G,13,0,2,0,2
5,1,4,26,9,1,11,5,38.983,Kemba Walker,2,12,26,G,6,1,9,3,0
0,0,1,6,3,3,5,5,19.817,Cody Zeller,1,-1,11,,2,1,0,0,2
1,0,0,2,0,1,0,0,8.817,Gerald Henderson,1,-9,0,,1,1,0,0,1
2,0,4,11,2,0,2,2,23.567,Gary Neal,0,3,6,,4,1,3,0,0
0,1,1,5,2,2,0,0,12.517,Jason Maxiell,1,-3,4,,2,0,0,0,0
3,0,0,4,2,1,0,0,14.017,Brian Roberts,0,-10,4,,0,1,1,0,0
,,,,,,,,0,Bismack Biyombo,,,,,,,,,
,,,,,,,,0,PJ Hairston,,,,,,,,,
,,,,,,,,0,Jannero Pargo,,,,,,,,,
2,1,5,15,7,2,5,3,35.933,Khris Middleton,1,-6,17,F,6,0,2,0,4
1,0,4,9,3,1,2,2,36.883,Jabari Parker,0,-13,8,F,4,1,0,0,0
1,1,4,8,5,5,0,0,26.150,Larry Sanders,1,-7,10,C,5,2,0,0,0
2,1,2,1,1,1,0,0,26.167,Jared Dudley,0,-2,3,G,2,2,1,1,1
13,1,8,17,5,3,10,10,38.783,Brandon Knight,0,-12,22,G,8,0,4,2,4
0,1,1,5,2,1,0,0,14.467,Zaza Pachulia,0,-8,4,,1,2,0,0,3
1,1,5,6,3,1,3,3,24.000,Giannis Antetokounmpo,0,4,10,,5,0,1,1,0
3,1,2,10,6,4,2,2,24.233,OJ Mayo,1,5,17,,3,0,6,3,1
0,1,1,3,3,5,0,0,11.767,Ersan Ilyasova,0,10,6,,1,2,0,0,0
0,2,0,3,2,0,2,1,12.400,John Henson,0,9,5,,0,0,0,0,0
2,0,0,3,2,2,0,0,14.217,Jerryd Bayless,0,10,4,,0,0,0,0,1
,,,,,,,,0,Kendall Marshall,,,,,,,,,
,,,,,,,,0,Nate Wolters,,,,,,,,,
7,0,6,11,3,1,2,2,38.133,Gordon Hayward,2,-8,8,F,8,1,3,0,1
2,4,2,10,7,4,3,2,27.200,Derrick Favors,5,0,16,F,7,3,0,0,3
0,0,4,12,5,3,0,0,22.083,Enes Kanter,1,-12,10,C,5,0,2,0,1
2,0,2,11,6,2,6,5,35.917,Alec Burks,1,-14,18,G,3,1,2,1,2
4,0,0,16,6,1,4,3,38.383,Trey Burke,1,-14,15,G,1,0,4,0,2
0,2,2,6,2,0,0,0,21.183,Rodney Hood,0,-8,5,,2,1,4,1,1
0,0,3,10,6,2,2,2,23.200,Trevor Booker,2,8,14,,5,0,1,0,1
0,0,2,1,1,3,0,0,20.117,Rudy Gobert,1,-10,2,,3,1,0,0,1
1,0,0,3,2,0,0,0,9.617,Dante Exum,0,3,5,,0,1,1,1,1
0,0,0,1,0,0,0,0,4.167,Tmp Joe Ingles,0,0,0,,0,0,1,0,0
,,,,,,,,0,Ian Clark,,,,,,,,,
,,,,,,,,0,Jeremy Evans,,,,,,,,,
,,,,,,,,0,Steve Novak,,,,,,,,,
1,0,4,10,7,1,3,2,36.633,Trevor Ariza,1,8,20,F,5,2,7,4,1
1,2,2,5,4,5,0,0,26.217,Terrence Jones,1,6,9,F,3,0,1,1,1
0,2,7,16,10,6,3,2,31.900,Dwight Howard,3,7,22,C,10,1,0,0,6
10,1,6,18,6,5,6,5,38.183,James Harden,1,21,18,G,7,0,5,1,6
2,0,2,6,3,3,0,0,30.650,Patrick Beverley,0,19,7,G,2,1,3,1,2
0,0,2,2,1,1,2,1,8.650,Donatas Motiejunas,1,-1,3,,3,1,1,0,0
0,0,2,5,1,1,0,0,16.100,Tarik Black,0,4,2,,2,1,0,0,0
0,0,0,5,3,1,0,0,21.267,Jason Terry,0,-1,8,,0,0,3,2,2
4,1,2,7,4,0,0,0,22.233,Kostas Papanikolaou,0,4,12,,2,1,6,4,0
0,0,0,3,1,0,0,0,8.167,Isaiah Canaan,1,-12,3,,1,0,1,1,0
,,,,,,,,0,Troy Daniels,,,,,,,,,
,,,,,,,,0,Joey Dorsey,,,,,,,,,
,,,,,,,,0,Francisco Garcia,,,,,,,,,
0,1,7,15,5,3,5,4,33.500,Rudy Gay,2,-10,14,F,9,1,2,0,3
0,1,5,3,1,3,0,0,21.433,Jason Thompson,2,-9,2,F,7,2,0,0,4
1,0,8,14,4,5,18,12,30.783,Demarcus Cousins,3,-7,20,C,11,1,0,0,6
1,0,2,5,0,3,0,0,26.450,Ben McLemore,0,2,0,G,2,1,2,0,2
8,1,4,12,4,2,6,4,36.200,Darren Collison,0,-5,13,G,4,5,4,1,1
0,0,0,10,3,3,1,1,25.983,Nik Stauskas,0,-19,9,,0,0,7,2,1
0,0,2,5,3,1,2,2,17.383,Carl Landry,5,-3,8,,7,0,0,0,2
0,0,1,4,1,2,0,0,12.700,Derrick Williams,1,-16,2,,2,1,2,0,0
1,0,0,3,1,2,1,1,10.233,Ramon Sessions,0,-12,3,,0,0,0,0,4
1,0,3,3,0,0,0,0,6.900,Reggie Evans,2,3,0,,5,0,0,0,1
1,0,2,3,1,2,2,2,15.400,Omri Casspi,0,-12,4,,2,0,1,0,2
0,0,1,1,1,0,0,0,1.517,Ryan Hollins,0,-1,2,,1,0,0,0,0
0,0,0,0,0,0,0,0,1.517,Ray McCallum,0,-1,0,,0,0,0,0,0
1,0,4,10,3,2,5,3,28.833,Harrison Barnes,2,12,9,F,6,0,3,0,1
3,0,8,7,4,2,4,2,34.367,Draymond Green,2,22,12,F,10,1,2,2,5
0,4,5,2,2,4,0,0,18.067,Andrew Bogut,0,11,4,C,5,0,0,0,1
6,1,2,14,4,1,10,9,37.983,Klay Thompson,0,21,19,G,2,2,8,2,5
5,0,9,17,7,5,9,8,36.533,Stephen Curry,1,20,24,G,10,6,9,2,4
0,0,1,2,2,4,2,1,8.150,Festus Ezeli,0,-1,5,,1,0,0,0,0
2,0,3,6,1,2,2,0,29.250,Andre Iguodala,0,25,2,,3,3,4,0,2
2,0,3,13,8,2,0,0,17.817,Marreese Speights,2,-1,16,,5,0,0,0,3
1,1,1,4,2,5,0,0,14.433,Leandro Barbosa,0,2,4,,1,0,1,0,1
1,1,0,0,0,1,0,0,4.450,Justin Holiday,0,-9,0,,0,0,0,0,0
0,1,1,0,0,4,0,0,6.450,Ognjen Kuzmic,0,-10,0,,1,0,0,0,0
0,0,0,0,0,0,0,0,3.667,Shaun Livingston,0,-2,0,,0,0,0,0,0
,,,,,,,,0,Nemanja Nedovic,,,,,,,,,
3,0,2,13,5,1,4,3,28.800,Carmelo Anthony,2,-9,14,F,4,1,3,1,3
0,1,5,9,5,3,2,2,23.917,Amare Stoudemire,3,-6,12,F,8,1,0,0,1
2,3,2,5,2,2,2,2,19.850,Samuel Dalembert,2,-3,6,C,4,0,0,0,1
3,0,2,6,2,2,2,2,25.583,Shane Larkin,0,-17,6,G,2,1,2,0,0
1,0,2,9,2,2,0,0,20.233,Iman Shumpert,1,8,5,G,3,3,2,1,0
3,0,2,4,1,1,3,2,17.317,Pablo Prigioni,0,-12,4,,2,3,3,0,0
3,0,1,8,2,0,2,2,21.600,JR Smith,0,-22,6,,1,0,1,0,0
0,0,1,9,4,3,0,0,13.783,Jason Smith,0,-16,8,,1,0,0,0,0
1,1,4,6,3,4,0,0,21.467,Quincy Acy,2,-15,6,,6,0,0,0,2
1,0,0,10,2,2,2,2,17.883,Timothy Hardaway,0,-22,7,,0,0,6,1,0
2,0,3,2,1,2,0,0,16.983,Cole Aldrich,4,-8,2,,7,0,0,0,1
0,0,0,1,1,0,0,0,6.717,Cleanthony Early,0,8,2,,0,0,0,0,1
0,0,0,3,1,0,0,0,5.867,Travis Wear,0,-6,2,,0,0,0,0,2
4,0,3,5,0,1,0,0,31.017,Mike Dunleavy,0,17,0,F,3,1,4,0,1
0,0,7,11,7,1,8,7,29.167,Pau Gasol,4,15,21,F,11,0,0,0,1
2,3,4,4,1,2,2,1,19.850,Joakim Noah,2,3,3,C,6,0,0,0,2
0,0,1,10,4,3,1,1,23.700,Kirk Hinrich,0,8,12,G,1,1,7,3,2
5,0,3,7,3,2,8,7,21.350,Derrick Rose,0,4,13,G,3,2,3,0,3
6,0,2,5,4,3,4,4,23.650,Aaron Brooks,0,25,13,,2,1,1,1,1
1,1,5,12,10,1,4,2,28.183,Taj Gibson,3,28,22,,8,1,0,0,0
2,0,4,9,5,2,0,0,24.300,Doug McDermott,1,16,12,,5,1,5,2,1
1,0,7,2,1,2,2,2,15.283,Nikola Mirotic,0,9,5,,7,1,2,1,2
0,0,1,4,1,1,1,1,16.983,Tony Snell,0,7,3,,1,1,1,0,1
0,0,0,1,0,0,0,0,3.517,Cameron Bairstow,0,-7,0,,0,0,0,0,1
0,0,0,1,0,0,0,0,3.000,Etwaun Moore,0,-5,0,,0,0,1,0,0
,,,,,,,,0,Nazr Mohammed,,,,,,,,,
2,1,3,8,1,1,4,4,18.300,Danilo Gallinari,0,5,7,F,3,1,5,1,1
4,0,10,12,8,4,8,6,27.683,Kenneth Faried,7,4,22,F,17,0,0,0,3
0,2,7,11,5,3,5,3,25.450,Timofey Mozgov,4,9,13,C,11,0,2,0,2
1,0,3,16,6,1,3,1,39.817,Arron Afflalo,1,19,15,G,4,1,5,2,1
5,0,0,7,1,2,2,1,33.050,Ty Lawson,0,10,3,G,0,0,3,0,2
0,0,6,4,2,3,2,1,12.967,Jusuf Nurkic,1,1,5,,7,0,0,0,1
1,0,3,6,1,1,4,4,23.700,Wilson Chandler,0,-1,7,,3,2,4,1,2
0,0,0,6,2,2,2,2,15.483,Randy Foye,0,0,7,,0,2,2,1,1
3,0,3,7,1,2,0,0,16.383,Darrell Arthur,1,3,2,,4,0,1,0,1
1,0,0,4,1,0,1,1,6.117,Nate Robinson,0,-8,3,,0,0,1,0,0
0,1,2,2,1,1,0,0,9.050,Javale McGee,0,0,2,,2,0,0,0,1
0,0,0,2,1,1,0,0,12.000,Alonzo Gee,0,8,3,,0,1,1,1,0
,,,,,,,,0,JJ Hickson,,,,,,,,,
1,0,2,7,3,4,0,0,29.883,Kyle Singler,0,-10,8,F,2,0,4,2,2
3,2,4,22,9,5,11,7,35.833,Josh Smith,1,-13,25,F,5,1,3,0,2
1,1,6,10,5,6,4,1,27.050,Andre Drummond,3,3,11,C,9,2,0,0,1
3,1,5,19,3,1,0,0,35.650,Kentavious Caldwell Pope,2,-4,7,G,7,0,8,1,1
2,0,4,4,2,0,0,0,19.800,Brandon Jennings,0,-7,4,G,4,0,0,0,3
1,0,5,5,0,2,0,0,22.800,Caron Butler,1,-3,0,,6,1,3,0,1
1,0,0,1,0,1,0,0,7.667,Spencer Dinwiddie,0,-3,0,,0,0,0,0,0
0,1,4,1,1,3,0,0,20.950,Joel Anthony,1,-13,2,,5,0,0,0,2
3,0,6,10,5,2,4,3,28.200,DJ Augustin,0,-3,15,,6,0,6,2,3
0,0,1,5,3,3,0,0,12.167,Jonas Jerebko,0,3,7,,1,0,2,1,0
,,,,,,,,0,Luigi Datome,,,,,,,,,
,,,,,,,,0,Tony L Mitchell,,,,,,,,,
,,,,,,,,0,Greg Monroe,,,,,,,,,
2,2,4,3,1,2,0,0,22.500,Solomon Hill,2,-4,3,F,6,0,2,1,1
2,0,3,9,5,4,2,0,24.733,Luis Scola,3,-11,10,F,6,2,0,0,4
0,7,5,8,6,2,13,10,32.283,Roy Hibbert,3,18,22,C,8,0,0,0,3
2,0,1,17,6,4,1,1,33.183,CJ Miles,0,16,15,G,1,0,8,2,1
6,0,8,13,6,3,4,3,34.200,Donald Sloan,2,-1,16,G,10,1,4,1,4
2,1,2,11,4,1,2,1,26.183,Chris Copeland,0,14,11,,2,0,7,2,1
2,2,4,5,3,4,0,0,20.117,Lavoy Allen,1,23,6,,5,1,0,0,0
5,0,3,9,5,2,6,4,16.183,Rodney Stuckey,0,15,16,,3,1,2,2,1
1,1,6,4,2,1,0,0,15.800,Ian Mahinmi,3,-6,4,,9,0,0,0,2
0,0,0,2,0,1,0,0,14.817,Damjan Rudez,0,-4,0,,0,0,2,0,0
,,,,,,,,0,CJ Watson,,,,,,,,,
,,,,,,,,0,David West,,,,,,,,,
,,,,,,,,0,Shayne Whittington,,,,,,,,,
1,0,1,10,5,1,2,1,32.200,Christapher Johnson,0,1,12,F,1,1,4,1,2
0,3,6,11,2,4,6,2,34.883,Nerlens Noel,4,2,6,F,10,0,0,0,2
0,0,3,9,4,4,2,2,23.483,Henry Sims,1,-16,10,C,4,0,0,0,1
2,0,2,5,2,5,0,0,28.500,Hollis Thompson,1,0,5,G,3,4,2,1,0
7,0,7,21,9,2,8,3,35.167,Tony Wroten,1,8,22,G,8,3,4,1,1
1,0,1,11,5,3,2,2,17.967,Brandon Davies,4,1,12,,5,1,2,0,1
1,1,1,5,1,1,2,0,19.700,Kj McDaniels,1,-15,2,,2,1,1,0,1
0,0,1,4,0,2,0,0,7.917,Jakarr Sampson,0,-13,0,,1,0,2,0,1
0,1,3,2,1,3,2,2,16.250,Malcolm Thomas,2,-12,4,,5,0,0,0,2
5,0,2,11,5,4,6,5,23.933,Alexey Shved,1,-16,18,,3,0,6,3,0
,,,,,,,,0,Michael Carter Williams,,,,,,,,,
,,,,,,,,0,Luc Mbah A Moute,,,,,,,,,
3,1,3,11,5,2,0,0,28.283,Terrence Ross,0,-1,13,F,3,1,5,3,0
2,4,5,15,7,2,2,2,31.350,Amir Johnson,5,1,16,F,10,0,0,0,0
0,1,5,5,4,3,10,9,20.667,Jonas Valanciunas,3,3,17,C,8,0,0,0,1
3,0,8,16,4,3,10,7,34.967,Demar Derozan,3,4,15,G,11,6,1,0,5
10,1,3,11,3,3,7,5,34.300,Kyle Lowry,3,-3,11,G,6,3,3,0,0
0,1,1,2,2,3,1,1,20.200,Tyler Hansbrough,1,-1,5,,2,0,0,0,0
2,1,0,2,0,0,2,2,13.850,James Johnson,0,2,2,,0,2,0,0,2
