kickoff yards, kickoffs, longest kickoffs, longest punt, name, punt yards, punts
0,0,0,49,J Medlock,270,6
0,0,0,48,H ONeill,301,7
0,0,0,59,R Pfeffer,484,10
0,0,0,55,L Hajrullahu,344,8
0,0,0,57,T Long,435,8
0,0,0,56,B Bede,378,9
0,0,0,52,R Leone,240,6
0,0,0,45,B Bede,279,7
0,0,0,45,J Medlock,84,2
0,0,0,67,H ONeill,370,7
0,0,0,50,L Hajrullahu,180,4
0,0,0,64,R Pfeffer,298,6
0,0,0,63,R Leone,412,8
0,0,0,48,L Hajrullahu,164,4
0,0,0,52,J Medlock,306,7
0,0,0,50,H ONeill,169,4
0,0,0,69,B Bede,458,10
0,0,0,55,L Hajrullahu,294,6
0,0,0,59,B Bede,492,10
0,0,0,57,R Leone,432,9
0,0,0,61,R Pfeffer,241,5
0,0,0,48,H ONeill,176,4
0,0,0,56,J Medlock,329,7
0,0,0,75,T Long,438,8
0,0,0,3,R Leone,0,10
0,0,0,66,H ONeill,391,8
0,0,0,52,R Pfeffer,266,7
0,0,0,56,T Long,253,5
0,0,0,46,J Medlock,165,4
0,0,0,57,L Hajrullahu,273,6
0,0,0,61,R Leone,408,8
0,0,0,63,T Long,339,7
0,0,0,62,R Pfeffer,390,8
0,0,0,57,J Medlock,299,7
0,0,0,51,B Bede,296,7
0,0,0,50,B Bede,130,3
0,0,0,40,H ONeill,104,3
0,0,0,48,J Medlock,155,4
0,0,0,66,R Pfeffer,259,5
0,0,0,56,L Hajrullahu,313,6
0,0,0,54,R Leone,267,6
0,0,0,52,Z Medeiros,230,5
0,0,0,55,H ONeill,326,7
0,0,0,52,B Bede,180,4
0,0,0,38,L Hajrullahu,67,2
0,0,0,62,T Long,210,4
0,0,0,64,T Long,318,6
0,0,0,51,H ONeill,320,7
0,0,0,56,J Medlock,268,6
0,0,0,48,L Hajrullahu,203,5
0,0,0,62,R Leone,143,3
0,0,0,57,B Bede,316,7
0,0,0,53,J Medlock,363,8
0,0,0,57,R Leone,281,6
0,0,0,69,Z Medeiros,263,5
0,0,0,55,T Long,220,5
0,0,0,45,H ONeill,176,4
0,0,0,64,B Bede,318,7
0,0,0,51,R Maver,277,6
0,0,0,49,L Hajrullahu,189,5
0,0,0,74,H ONeill,460,10
0,0,0,53,B Bede,278,6
0,0,0,52,Z Medeiros,321,7
0,0,0,62,J Medlock,432,9
0,0,0,60,T Long,356,7
0,0,0,65,R Leone,464,9
0,0,0,55,B Bede,347,7
0,0,0,47,J Medlock,219,5
0,0,0,56,H ONeill,269,6
0,0,0,58,L Hajrullahu,140,3
0,0,0,57,Z Medeiros,299,6
0,0,0,62,T Long,390,8
0,0,0,58,R Leone,366,7
0,0,0,57,Z Medeiros,268,6
0,0,0,48,L Hajrullahu,246,6
0,0,0,52,J Medlock,315,7
0,0,0,54,H ONeill,287,6
0,0,0,59,B Bede,354,7
0,0,0,55,T Long,302,6
0,0,0,52,L Hajrullahu,267,6
0,0,0,57,R Leone,395,9
0,0,0,59,J Medlock,274,6
0,0,0,57,B Bede,371,8
0,0,0,55,H ONeill,238,5
0,0,0,67,Z Medeiros,200,4
0,0,0,58,T Long,441,9
0,0,0,57,L Hajrullahu,344,8
0,0,0,51,Z Medeiros,305,7
0,0,0,60,L Hajrullahu,243,5
0,0,0,60,T Long,369,8
0,0,0,53,J Medlock,213,5
0,0,0,51,B Bede,319,8
0,0,0,50,R Leone,209,5
0,0,0,58,J Medlock,141,3
0,0,0,51,T Long,322,7
0,0,0,49,Z Medeiros,274,6
0,0,0,55,B Bede,441,10
0,0,0,50,H ONeill,220,5
0,0,0,63,L Hajrullahu,254,5
0,0,0,54,J Medlock,396,9
0,0,0,51,H ONeill,224,5
0,0,0,47,R Leone,229,6
0,0,0,53,T Long,257,6
0,0,0,48,R Leone,256,7
0,0,0,59,L Hajrullahu,242,5
0,0,0,53,T Long,248,5
0,0,0,51,H ONeill,345,8
0,0,0,45,B Bede,165,4
0,0,0,52,J Medlock,310,7
0,0,0,54,R Maver,325,7
0,0,0,61,R Leone,271,6
0,0,0,62,T Long,344,8
0,0,0,48,B Bede,299,7
0,0,0,57,R Leone,355,8
0,0,0,46,H ONeill,154,4
0,0,0,69,R Lankford,266,6
0,0,0,56,L Hajrullahu,171,4
0,0,0,52,B Bede,269,7
0,0,0,59,T Long,396,8
0,0,0,50,L Hajrullahu,180,4
0,0,0,56,T Long,126,3
0,0,0,44,J Medlock,186,5
0,0,0,41,R Leone,77,2
0,0,0,49,L Hajrullahu,112,3
0,0,0,63,J Medlock,386,9
0,0,0,51,R Leone,271,6
