average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
9.000,,0,1,9,Ted Ginn
15.000,,0,4,21,Andre Ellington
26.000,,0,1,26,Cyrus Jones
21.000,,0,2,23,Craig Mager
25.000,,0,1,25,Quan Bray
0.000,,0,1,0,TY Hilton
22.000,,0,1,22,Andre Roberts
21.000,,0,1,21,Lucky Whitehead
23.000,,0,2,29,Dwayne Harris
23.000,,0,1,23,Wendell Smallwood
19.000,,0,1,19,Darren Sproles
28.000,,0,3,34,Eric Weems
12.000,,0,1,12,Adam Humphries
25.000,,0,2,32,Corey Grant
14.000,,0,1,14,Ty Montgomery
36.000,,0,3,65,Jalin Marshall
17.000,,0,2,19,Adam Jones
15.000,,0,1,15,Alex Erickson
18.000,,0,2,23,Devin Hester
13.000,,0,1,13,NO Leary
17.000,,0,5,26,Marcus Murphy
16.000,,0,3,21,Taiwan Jones
33.000,,0,2,45,Jakeem Grant
17.000,,0,1,17,Damien Williams
24.000,,0,3,28,Tyler Ervin
20.000,,0,5,26,Deonte Thompson
23.000,,0,5,31,Marc Mariani
61.000,,0,1,61,Cordarrelle Patterson
29.000,,0,2,32,Benny Cunningham
29.000,,0,1,29,Will Blackmon
18.000,,0,1,18,Fitzgerald Toussaint
25.000,,0,5,45,Brandon Tate
13.000,,0,3,19,Jalin Marshall
15.000,,0,1,15,Julian Howsare
23.000,,0,2,27,Quan Bray
13.000,,0,1,13,George Atkinson
19.000,,0,1,19,Duke Johnson
40.000,,0,2,48,Devin Hester
19.000,,0,1,19,Cecil Shorts
22.000,,0,3,24,Corey Grant
2.000,,0,1,2,Mark Herzlich
12.000,,0,2,13,Travaris Cadet
10.000,,0,1,10,Andre Roberts
25.000,,0,1,25,Dwayne Washington
15.000,,0,1,15,Antonio Andrews
19.000,,0,1,19,Marc Mariani
21.000,,0,6,59,Ted Ginn
24.000,,0,2,25,Chris Davis
6.000,,0,1,6,Mike Davis
11.000,,0,1,11,Quinton Patton
18.000,,0,1,18,Matthew Slater
15.000,,0,1,15,Kenyan Drake
10.000,,0,2,21,Taiwan Jones
24.000,,0,1,24,Jalen Richard
11.000,,0,1,11,Aldrick Robinson
20.000,,0,1,20,Paul Richardson
14.000,,0,1,14,Niles Paul
28.000,,0,1,28,Chris Thompson
19.000,,0,1,19,Rod Smith
33.000,,0,1,33,Lucky Whitehead
22.000,,0,1,22,Fitzgerald Toussaint
19.000,,0,2,20,Tyler Ervin
25.000,,0,3,29,Knile Davis
27.000,,0,3,30,Tyreek Hill
31.000,,0,2,37,Cordarrelle Patterson
21.000,,0,1,21,Ty Montgomery
21.000,,0,2,23,Deonte Thompson
15.000,,0,1,15,Josh Bellamy
17.000,,0,1,17,Bryce Callahan
16.000,,0,1,16,KaDeem Carey
27.000,,0,1,27,Josh Huff
30.000,,0,1,30,Wendell Smallwood
24.000,,0,1,24,Cyrus Jones
16.000,,0,2,21,Tyler Ervin
18.000,,0,1,18,Charles James
20.000,,0,2,21,Rex Burkhead
27.000,,0,3,46,Cody Latimer
9.000,,0,2,11,Jerome Felton
20.000,,0,1,20,Brandon Tate
17.000,,0,2,20,Andre Ellington
51.000,,0,1,51,John Brown
5.000,,0,1,5,Tavon Austin
44.000,,0,1,44,Benny Cunningham
10.000,,0,2,16,Tyreek Hill
27.000,,0,3,34,Jalin Marshall
54.000,,0,1,54,Quincy Enunwa
18.000,,0,1,18,Quan Bray
15.000,,0,1,15,Jordan Todman
19.000,,0,2,24,Dexter McCluster
20.000,,0,1,20,Craig Mager
25.000,,0,1,25,Lucky Whitehead
22.000,,0,1,22,Deonte Thompson
27.000,,0,1,27,Jakeem Grant
15.000,,0,2,17,Tracy Howard
21.000,,0,1,21,George Atkinson
23.000,,0,1,23,Josh Huff
19.000,,0,2,23,Sammie Coates
20.000,,0,1,20,Fitzgerald Toussaint
15.000,,0,1,15,Dwayne Harris
25.000,,0,1,25,Chris Thompson
19.000,,0,3,25,Corey Grant
0.000,,0,1,0,Arrelious Benn
24.000,,0,1,24,Ty Montgomery
22.000,,0,3,25,Andre Roberts
21.000,,0,1,21,Dwayne Washington
22.000,,0,2,26,Ted Ginn
20.000,,0,2,25,Cordarrelle Patterson
18.000,,0,1,18,Marcus Sherels
19.000,,0,1,19,Paul Richardson
0.000,,0,1,0,Luke Willson
26.000,,0,1,26,Chris Davis
16.000,,0,1,16,Taiwan Jones
27.000,,0,2,42,Eric Weems
