longest reception, name, receiving conversions, receiving touchdowns, receiving yards, receptions, targets
3,Jeremi Johnson,0,1,6,3,
6,Kelley Washington,0,0,6,1,
4,Reggie Kelly,0,0,4,1,
0,Tony Stewart,0,0,0,1,
58,Reche Caldwell,0,1,110,3,
12,Antonio Gates,0,1,57,7,
10,Lorenzo Neal,0,0,16,3,
7,LaDainian Tomlinson,0,0,13,2,
10,Justin Peelle,0,1,10,1,
35,Drew Bennett,0,0,109,9,
17,Derrick Mason,0,1,94,12,
6,Shad Meier,0,1,31,9,
8,Chris Brown,0,0,15,2,
9,Tyrone Calico,0,0,13,2,
8,Ben Troupe,0,0,8,1,
4,Robert Holcombe,0,0,5,2,
4,Troy Fleming,0,0,4,1,
0,Billy Volek,0,0,0,1,
18,Eric Johnson,0,0,113,10,
21,Curtis Conway,1,1,55,6,
11,Kevan Barlow,0,0,48,6,
18,Rashaun Woods,0,1,35,2,
12,Cedrick Wilson,0,0,29,3,
9,Terry Jackson,0,0,19,4,
29,Isaac Bruce,0,0,100,7,
17,Torry Holt,0,0,28,3,
25,Marshall Faulk,0,0,25,1,
11,Kevin Curtis,0,0,22,3,
6,Shaun McDonald,0,1,6,1,
3,Brandon Manumaleuna,0,0,3,1,
2,Steven Jackson,0,0,2,1,
51,Michael Clayton,0,1,91,4,
14,Charles Lee,0,0,47,5,
6,Mike Alstott,0,0,9,3,
7,Ken Dilger,0,0,7,1,
5,Will Heller,0,0,5,1,
3,Tim Brown,0,0,3,1,
28,Jeb Putzier,0,0,42,2,
11,Rod Smith,0,0,32,4,
13,Darius Watts,0,0,20,2,
15,Quentin Griffin,0,0,15,1,
12,Reuben Droughns,0,0,12,1,
9,Nate Jackson,0,0,9,1,
5,Patrick Hape,0,1,5,1,
3,Ashley Lelie,0,0,3,1,
33,Andre Johnson,0,1,115,6,
29,Jabar Gaffney,0,0,48,4,
28,Jonathan Wells,0,0,28,1,
27,Billy Miller,0,0,27,1,
7,Derick Armstrong,0,0,7,1,
3,Tony Hollings,0,0,3,1,
26,Ronald Curry,0,0,69,5,
33,Jerry Porter,0,0,40,2,
22,Courtney Anderson,0,0,37,3,
17,Doug Gabriel,0,0,20,2,
19,Alvis Whitted,0,0,19,1,
18,Jerry Rice,0,0,18,1,
11,Amos Zereoue,0,0,17,2,
10,Doug Jolley,0,0,12,2,
3,Zack Crockett,0,0,3,1,
4,Tyrone Wheatley,0,0,2,2,
57,Randy Hymes,0,1,68,2,
19,Terry Jones,0,0,38,3,
22,Kevin Johnson,0,0,28,2,
11,Clarence Moore,0,0,11,1,
8,Chester Taylor,0,0,9,2,
20,Johnnie Morton,0,0,64,5,
16,Chris Horn,0,0,60,5,
18,Tony Gonzalez,0,0,42,4,
12,Dante Hall,0,0,24,2,
17,Jason Dunn,0,1,23,3,
6,Tony Richardson,0,0,10,2,
49,Peerless Price,0,0,84,5,
26,Brian Finneran,0,0,45,3,
14,Warrick Dunn,0,0,31,5,
11,Dez White,0,0,26,3,
24,Alge Crumpler,0,0,24,1,
13,Dwayne Blakley,0,0,13,1,
-1,Justin Griffith,0,0,-1,1,
-2,Jay Feely,0,0,-2,1,
39,Az Zahir Hakim,0,1,64,3,
10,Roy Williams,0,0,18,3,
9,Stephen Alexander,0,0,15,2,
14,Shawn Bryson,0,0,13,3,
11,Artose Pinner,0,0,11,1,
11,Stephen Trejo,0,0,11,1,
7,Casey Fitzsimmons,0,0,7,1,
6,Tai Streets,0,0,7,2,
18,Keyshawn Johnson,0,1,43,4,
10,Jason Witten,0,0,35,5,
14,Terry Glenn,0,0,24,2,
15,Antonio Bryant,0,0,15,1,
6,Richie Anderson,0,0,9,2,
0,Darian Barnes,0,0,0,1,
55,Tiki Barber,0,0,76,5,
18,Amani Toomer,0,0,66,6,
19,Jeremy Shockey,0,1,44,5,
16,Ike Hilliard,0,0,31,2,
26,Rod Smith,0,0,60,4,
39,Ashley Lelie,0,1,52,2,
19,Dwayne Carswell,0,0,45,4,
31,Kyle Johnson,0,0,31,1,
13,Reuben Droughns,0,1,18,4,
14,Darius Watts,0,0,14,1,
6,Nate Jackson,0,0,6,1,
45,Keary Colbert,0,1,115,4,
20,Ricky Proehl,0,0,35,3,
12,Michael Gaines,0,0,18,2,
9,Muhsin Muhammad,0,0,9,1,
4,DeShaun Foster,0,0,0,2,
-4,Nick Goings,0,0,-4,1,
35,Reggie Wayne,0,1,69,5,
34,Marvin Harrison,0,0,44,3,
25,Brandon Stokley,0,0,41,3,
20,Dominic Rhodes,0,0,20,1,
12,Edgerrin James,0,0,19,2,
4,Dallas Clark,0,1,4,1,
1,James Mungro,0,1,1,1,
11,Ronald Curry,0,0,72,10,
13,Amos Zereoue,0,0,53,7,
21,Courtney Anderson,0,1,38,3,
11,Jerry Porter,0,0,35,4,
24,Doug Gabriel,0,0,24,1,
12,Doug Jolley,0,0,12,1,
10,JR Redmond,0,0,11,2,
12,David Givens,0,1,33,4,
28,David Patten,0,0,28,1,
14,Kevin Faulk,0,0,14,1,
1,Daniel Graham,0,1,1,1,
45,Marty Booker,0,0,123,7,
34,Randy McMichael,0,0,62,4,
10,Chris Chambers,0,1,37,6,
15,Derrius Thompson,0,0,23,2,
11,Bryan Gilmore,0,0,11,1,
1,Rob Konrad,0,0,1,1,
22,Joe Horn,0,1,40,4,
27,Donte Stallworth,0,0,27,1,
17,Boo Williams,0,1,24,2,
8,Aaron Stecker,0,0,15,4,
28,Charles Lee,0,0,76,4,
21,Michael Clayton,0,0,61,4,
45,Ken Dilger,0,1,60,3,
14,Michael Pittman,0,0,29,5,
12,Greg Comella,0,0,12,1,
11,Will Heller,0,0,11,1,
4,Mike Alstott,0,0,7,2,
6,Tim Brown,0,0,6,1,
27,Wayne Chrebet,0,0,90,8,
41,Santana Moss,0,0,62,2,
17,Chris Baker,0,1,33,3,
17,Justin McCareins,0,0,32,2,
10,Jerald Sowell,0,0,31,7,
8,Curtis Martin,0,0,23,6,
11,Anthony Becht,0,0,20,2,
13,Jonathan Carter,0,0,13,1,
17,Eric Moulds,0,0,54,6,
46,Lee Evans,0,1,46,1,
20,Bobby Shaw,0,0,37,3,
11,Daimon Shelton,0,0,22,2,
11,Tim Euhus,0,0,20,2,
16,Mark Campbell,0,1,16,1,
2,Willis McGahee,0,0,2,1,
48,Plaxico Burress,0,1,136,6,
16,Hines Ward,0,0,61,6,
15,Antwaan Randle El,0,0,29,2,
6,Lee Mays,0,0,6,1,
-1,Verron Haynes,0,0,-1,1,
50,Andre Davis,0,1,101,5,
35,Aaron Shea,0,0,35,1,
19,Dennis Northcutt,0,0,33,4,
13,Lee Suggs,0,0,20,3,
15,Quincy Morgan,0,0,15,1,
3,William Green,0,0,3,1,
3,Terrelle Smith,0,0,3,1,
29,Antonio Gates,0,2,93,8,
54,LaDainian Tomlinson,0,0,78,4,
9,Reche Caldwell,0,0,20,3,
17,Jesse Chatman,0,0,17,1,
3,Lorenzo Neal,0,0,3,1,
28,Jimmy Smith,0,0,113,8,
38,Ernest Wilford,0,0,49,2,
14,Troy Edwards,0,0,46,4,
14,Fred Taylor,0,0,44,7,
10,Reggie Williams,0,0,24,3,
10,LaBrandon Toefield,0,0,22,3,
10,Todd Yoder,0,0,21,3,
8,Chris Fuamatu Maafala,0,0,20,3,
10,Brian Jones,0,0,10,1,
7,Cortez Hankton,0,1,7,1,
1,Greg B Jones,0,0,1,1,
56,Darrell Jackson,0,1,91,5,
20,Koren Robinson,0,0,59,5,
24,Jerramy Stevens,0,1,35,3,
13,Itula Mili,0,0,20,2,
4,Mack Strong,0,0,5,3,
4,Shaun Alexander,0,0,4,1,
2,Bobby Engram,0,0,2,1,
27,Isaac Bruce,0,0,78,6,
52,Shaun McDonald,0,1,76,2,
17,Torry Holt,0,0,53,5,
41,Kevin Curtis,0,1,45,2,
21,Brandon Manumaleuna,0,1,33,3,
16,Dane Looker,0,0,16,1,
14,Steven Jackson,0,0,11,2,
5,Cameron Cleeland,0,0,5,1,
4,Marshall Faulk,0,0,4,1,
4,Joey Goodspeed,0,0,4,1,
23,Eric Johnson,0,1,162,13,
18,Curtis Conway,0,0,56,5,
23,Brandon Lloyd,1,1,56,5,
17,Cedrick Wilson,0,0,45,4,
18,Aaron Walker,0,0,41,3,
14,Jamal Robertson,0,0,24,3,
9,Kevan Barlow,0,0,23,3,
8,Terry Jackson,0,0,8,1,
2,Arnaz Battle,0,0,2,1,
35,Larry Fitzgerald,0,1,94,5,
24,Bryant Johnson,0,0,45,3,
20,Karl Williams,0,0,38,4,
16,Freddie Jones,0,1,20,2,
9,Troy Hambrick,0,1,11,2,
8,Larry Croom,0,0,8,1,
8,Lorenzo Diamond,0,0,8,1,
7,Obafemi Ayanbadejo,0,0,7,1,
36,Andre Johnson,0,2,170,12,
35,Derick Armstrong,0,1,101,6,
19,D Davis,0,0,31,4,
22,Jabar Gaffney,0,0,30,2,
27,Mark Bruener,0,0,27,1,
9,Corey Bradford,0,0,13,2,
50,Marcus Robinson,0,2,150,9,
20,Mewelde Moore,0,0,90,12,
50,Randy Moss,0,2,90,5,
16,Kelly Campbell,0,0,21,2,
11,Richard Owens,0,0,17,3,
7,Nate Burleson,0,1,16,3,
9,Larry Ned,0,0,9,1,
3,Keenan Howry,0,0,3,1,
10,Laveranues Coles,0,0,25,3,
14,Taylor Jacobs,0,0,18,2,
8,Clinton Portis,0,0,16,4,
7,Chris Cooley,0,1,12,2,
9,Rod Gardner,0,0,9,1,
3,Ladell Betts,0,0,3,1,
21,Randy Hymes,0,0,34,2,
21,Kevin Johnson,0,0,21,1,
5,Clarence Moore,0,0,9,2,
7,Daniel Wilcox,0,0,9,2,
4,Terry Jones,0,0,8,2,
57,Javon Walker,0,1,159,8,
47,Donald Driver,0,0,150,10,
18,Antonio Chatman,0,0,32,2,
12,Tony Fisher,0,0,22,3,
11,Bubba Franks,0,2,12,2,
11,Robert Ferguson,0,0,11,1,
5,William Henderson,0,0,11,3,
8,Ahman Green,0,0,5,2,
26,Derrick Mason,0,1,63,4,
30,Eddie Berlin,0,1,53,3,
27,Drew Bennett,0,0,47,2,
14,Troy Fleming,0,1,38,3,
9,Chris Brown,0,0,24,3,
7,Robert Holcombe,0,0,7,1,
50,Peerless Price,0,0,67,2,
20,Alge Crumpler,0,1,54,4,
32,Dez White,0,1,32,1,
24,Justin Griffith,0,0,31,2,
26,Brian Finneran,0,0,30,2,
4,Dwayne Blakley,0,0,4,1,
23,Antonio Gates,0,0,80,6,
17,Eric Parker,0,1,76,6,
22,Kassim Osgood,0,0,37,3,
8,LaDainian Tomlinson,0,0,16,4,
9,Reche Caldwell,0,0,9,1,
8,Justin Peelle,0,0,8,1,
1,Lorenzo Neal,0,0,1,2,
30,Eric Moulds,0,0,99,5,
19,Mark Campbell,0,1,36,4,
20,Lee Evans,0,0,32,2,
13,Willis McGahee,0,0,31,3,
14,Josh Reed,0,0,14,1,
24,Randy McMichael,0,0,34,3,
24,Sammy Morris,0,0,28,2,
24,Derrius Thompson,0,1,24,1,
11,Chris Chambers,0,0,23,3,
14,Donald Lee,0,0,14,1,
10,Marty Booker,0,0,10,1,
3,Rob Konrad,0,0,3,1,
14,Thomas Jones,0,0,22,2,
16,Bobby Wade,0,0,17,4,
10,David Terrell,0,0,10,1,
9,Justin Gage,0,0,9,1,
6,Bernard Berrian,0,0,6,1,
1,Bryan Johnson,0,0,1,1,
21,Laveranues Coles,0,0,52,4,
18,Rod Gardner,0,1,20,2,
12,Walter Rasby,0,0,12,1,
11,Clinton Portis,0,0,11,1,
59,Lee Suggs,0,1,100,5,
99,Andre Davis,0,1,99,1,
49,Dennis Northcutt,0,0,59,2,
14,Aaron Shea,0,1,25,3,
8,Andre King,0,0,13,2,
10,Quincy Morgan,0,1,10,1,
4,Terrelle Smith,0,0,4,1,
0,William Green,0,0,0,1,
18,Chad Johnson,0,0,37,3,
9,Kenny Watson,0,0,28,5,
21,Cliff Russell,0,0,21,1,
10,Kelley Washington,0,0,18,2,
8,Matt Schobel,0,1,17,3,
8,Tony Stewart,0,0,12,2,
9,Chris Perry,0,0,9,1,
3,Jeremi Johnson,0,0,6,2,
0,Rudi Johnson,0,0,0,1,
48,Terry Glenn,0,0,140,7,
22,Keyshawn Johnson,0,1,61,6,
15,Jason Witten,0,0,39,5,
22,Antonio Bryant,0,0,22,1,
10,Richie Anderson,0,0,18,3,
4,Eddie George,0,0,4,1,
15,Hines Ward,0,0,76,9,
32,Plaxico Burress,0,1,48,3,
14,Jay Riemersma,0,0,24,2,
9,Jerame Tuman,0,1,21,4,
7,Duce Staley,0,0,13,2,
11,Antwaan Randle El,0,0,11,1,
28,Az Zahir Hakim,0,1,49,4,
26,Artose Pinner,0,0,29,2,
11,Tai Streets,0,0,15,2,
4,Stephen Alexander,0,0,4,1,
4,Shawn Bryson,0,0,4,3,
23,Donald Driver,0,2,110,9,
50,Javon Walker,0,0,62,2,
17,Antonio Chatman,0,0,50,5,
17,Tony Fisher,0,1,30,2,
8,Bubba Franks,0,0,19,3,
4,Ahman Green,0,0,3,3,
2,William Henderson,0,0,3,2,
30,Jimmy Smith,0,0,91,7,
64,Fred Taylor,0,1,71,3,
22,Troy Edwards,0,0,41,3,
14,Cortez Hankton,0,1,28,3,
25,Todd Yoder,0,0,25,1,
14,Ernest Wilford,0,0,22,2,
10,Kyle Brady,0,0,18,3,
3,Marc Edwards,0,0,3,1,
-1,Chris Fuamatu Maafala,0,0,-1,1,
,Reggie Williams,1,,,,
52,Johnnie Morton,0,0,111,7,
24,Tony Gonzalez,0,1,81,6,
21,Eddie Kennison,0,0,61,3,
28,Priest Holmes,0,1,47,4,
7,Dante Hall,0,0,7,1,
6,Tony Richardson,0,0,6,1,
2,Derrick Blaylock,0,0,2,1,
19,David Patten,0,1,58,5,
48,Bethel Johnson,0,0,48,1,
24,Daniel Graham,0,0,45,4,
14,Kevin Faulk,0,0,37,4,
17,David Givens,0,0,17,1,
11,Dan Klecko,0,0,11,1,
9,Rabih Abdullah,0,0,9,1,
4,Corey Dillon,0,0,6,2,
31,Koren Robinson,0,0,150,9,
15,Jerramy Stevens,1,0,50,4,
37,Darrell Jackson,0,0,40,2,
13,Bobby Engram,0,0,35,3,
24,Shaun Alexander,0,0,30,2,
17,Itula Mili,0,0,17,1,
8,Alex Bannister,0,0,10,2,
11,Mack Strong,0,0,10,3,
7,Maurice Morris,0,0,7,1,
36,Jerome Pathon,0,0,92,4,
16,Joe Horn,0,1,65,7,
16,Donte Stallworth,0,0,34,4,
23,Michael L Lewis,0,0,23,1,
8,Deuce McAllister,0,0,15,3,
6,Ernie Conwell,0,0,11,2,
9,Aaron Stecker,0,0,9,1,
36,Nate Burleson,0,0,134,6,
46,Randy Moss,0,1,89,2,
26,Mewelde Moore,0,0,78,7,
22,Jermaine Wiggins,0,2,56,5,
16,Marcus Robinson,0,2,32,4,
23,Kelly Campbell,0,0,23,1,
13,Moe Williams,0,0,13,1,
27,Justin McCareins,0,0,56,3,
19,Anthony Becht,0,0,47,4,
9,Jerald Sowell,0,0,31,5,
25,Wayne Chrebet,0,0,25,1,
10,Curtis Martin,0,0,20,3,
19,Jonathan Carter,0,0,19,1,
11,Chris Baker,0,0,11,1,
7,Jerricho Cotchery,0,0,7,1,
6,LaMont Jordan,0,0,6,1,
33,Brandon Lloyd,0,1,93,6,
65,Arnaz Battle,0,0,87,2,
29,Cedrick Wilson,0,0,56,3,
10,Eric Johnson,0,0,24,4,
9,Kevan Barlow,0,0,9,1,
9,Fred Beasley,0,0,9,1,
5,Curtis Conway,0,0,5,1,
53,Terrell Owens,0,0,123,4,
10,Brian Westbrook,0,0,26,4,
24,Reno Mahe,0,0,24,1,
13,Todd Pinkston,0,0,22,3,
9,Greg Lewis,0,0,9,1,
5,Chad Lewis,0,0,5,1,
15,Muhsin Muhammad,0,1,48,6,
21,Nick Goings,0,0,40,5,
30,Keary Colbert,1,0,39,2,
12,Kris Mangum,0,0,28,4,
10,Ricky Proehl,0,0,17,2,
14,Mike Seidman,0,0,14,1,
10,Stephen Davis,0,0,10,1,
4,Brad Hoover,0,0,7,2,
2,Michael Gaines,0,0,2,1,
25,Courtney Anderson,0,0,34,2,
14,Ronald Curry,0,0,25,2,
11,Jerry Porter,0,0,21,3,
17,Doug Gabriel,0,0,17,1,
9,Amos Zereoue,0,0,17,4,
14,Doug Jolley,0,0,14,1,
8,JR Redmond,0,0,8,1,
0,Zack Crockett,0,0,0,1,
28,Jeb Putzier,0,1,52,3,
31,Ashley Lelie,0,1,45,2,
20,Dwayne Carswell,0,1,30,2,
28,Darius Watts,0,0,28,1,
24,Rod Smith,0,0,24,1,
7,Patrick Hape,0,0,7,1,
4,Reuben Droughns,0,0,4,1,
22,Derrick Mason,0,0,74,5,
19,Drew Bennett,0,1,59,5,
19,Eddie Berlin,0,0,50,4,
9,Ben Troupe,0,0,12,2,
5,Chris Brown,0,0,5,1,
5,Robert Holcombe,0,0,5,1,
5,Antowain Smith,0,0,5,1,
30,Jabar Gaffney,0,1,85,5,
29,Andre Johnson,0,0,66,4,
47,Corey Bradford,0,0,65,2,
20,Derick Armstrong,0,0,37,3,
9,Billy Miller,0,0,9,1,
4,Jonathan Wells,0,0,4,1,
52,Torry Holt,0,2,124,6,
32,Kevin Curtis,0,0,32,1,
28,Steven Jackson,0,0,30,3,
12,Shaun McDonald,0,0,30,3,
16,Marshall Faulk,0,0,29,3,
11,Isaac Bruce,0,0,11,1,
8,Joey Goodspeed,0,0,8,1,
44,Michael Clayton,0,0,142,8,
14,Charles Lee,0,0,31,3,
15,Ken Dilger,0,0,30,4,
21,Tim Brown,0,0,26,2,
12,Will Heller,0,1,21,3,
9,Mike Alstott,0,0,20,3,
6,Michael Pittman,0,1,16,4,
39,Larry Fitzgerald,0,1,73,4,
19,Bryant Johnson,0,0,54,7,
13,Freddie Jones,0,0,35,4,
12,Emmitt Smith,0,0,30,4,
7,Obafemi Ayanbadejo,0,0,14,2,
6,Karl Williams,0,0,6,1,
30,Darrell Jackson,0,1,109,8,
25,Koren Robinson,0,0,32,2,
13,Mack Strong,0,0,19,2,
17,Jerramy Stevens,0,0,17,1,
10,Jerry Rice,0,0,10,1,
47,Travis Taylor,0,0,52,2,
7,Chester Taylor,0,0,11,2,
10,Terry Jones,0,0,8,2,
7,Daniel Wilcox,0,0,7,1,
5,Kevin Johnson,0,0,5,1,
3,Randy Hymes,0,0,3,1,
0,Alan Ricard,0,0,0,1,
49,Eric Moulds,0,0,96,6,
20,Mark Campbell,0,0,36,2,
20,Josh Reed,0,0,32,4,
11,Daimon Shelton,0,0,26,4,
6,Sam Aiken,0,0,6,1,
3,Travis Henry,0,0,6,2,
1,Willis McGahee,0,0,1,1,
16,Keary Colbert,0,0,71,7,
14,Muhsin Muhammad,0,0,28,3,
15,Kris Mangum,0,0,15,1,
14,Michael Gaines,0,0,14,1,
6,Nick Goings,0,0,11,2,
10,Mike Seidman,0,0,10,1,
4,Brad Hoover,0,0,6,2,
23,Keenan McCardell,0,0,65,5,
14,Antonio Gates,0,0,61,7,
18,Eric Parker,0,0,47,4,
7,LaDainian Tomlinson,0,0,13,3,
6,Justin Peelle,0,0,6,1,
4,Lorenzo Neal,0,0,4,1,
42,Dennis Northcutt,0,0,70,4,
23,Frisman Jackson,0,0,45,3,
12,Aaron Shea,0,0,45,6,
21,Steve Heiden,0,1,42,3,
14,Antonio Bryant,0,0,26,2,
5,Lee Suggs,0,0,5,2,
3,William Green,0,0,3,1,
40,Terrell Owens,0,2,109,4,
65,Todd Pinkston,0,0,100,6,
15,Chad Lewis,0,1,37,5,
28,Freddie Mitchell,0,0,31,2,
24,Greg Lewis,0,0,24,1,
14,Josh Parry,0,0,22,2,
12,Reno Mahe,0,0,18,2,
8,Brian Westbrook,0,0,17,3,
12,Dorsey Levens,0,0,12,1,
4,LJ Smith,0,1,6,2,
44,Javon Walker,0,1,129,8,
33,Donald Driver,0,1,52,3,
15,William Henderson,0,0,23,3,
12,Najeh Davenport,0,0,20,2,
12,Antonio Chatman,0,0,12,1,
8,Robert Ferguson,0,0,8,1,
8,Bubba Franks,0,1,8,1,
6,David Martin,0,0,6,1,
4,Tony Fisher,0,0,4,1,
6,Ahman Green,0,0,4,3,
42,Jason Witten,0,1,112,8,
53,Quincy Morgan,0,0,76,4,
29,Keyshawn Johnson,0,0,73,5,
13,Richie Anderson,0,0,22,2,
10,Eddie George,0,0,10,1,
6,Terry Glenn,0,0,6,1,
5,Dedric Ward,0,0,5,1,
4,ReShard Lee,0,0,4,1,
38,Brandon Stokley,0,0,112,7,
39,Marvin Harrison,0,2,70,5,
15,Edgerrin James,0,0,54,6,
26,Marcus Pollard,0,0,52,3,
17,Dallas Clark,0,1,36,3,
15,Reggie Wayne,0,0,28,2,
16,James Mungro,0,0,16,1,
65,Jimmy Smith,0,1,113,5,
31,Fred Taylor,0,0,67,5,
17,Troy Edwards,0,0,32,3,
12,Todd Yoder,0,0,26,3,
21,Kyle Brady,0,1,25,2,
13,Reggie Williams,0,0,19,2,
9,Ernest Wilford,1,0,9,1,
5,LaBrandon Toefield,0,0,5,1,
4,Marc Edwards,0,0,4,1,
26,Eddie Kennison,0,0,52,3,
15,Johnnie Morton,0,0,48,4,
30,Derrick Blaylock,0,0,46,3,
33,Priest Holmes,0,0,41,3,
22,Tony Richardson,0,0,36,3,
18,Dante Hall,0,0,27,2,
12,Tony Gonzalez,0,0,19,2,
56,Warrick Dunn,0,0,72,2,
14,Alge Crumpler,0,0,27,3,
17,Peerless Price,0,0,21,2,
7,Justin Griffith,0,0,8,2,
71,Chris Chambers,0,1,128,3,
42,Randy McMichael,0,1,78,4,
15,Marty Booker,0,0,35,3,
7,Sammy Morris,0,0,8,3,
2,Rob Konrad,0,0,2,1,
36,Isaac Bruce,0,0,98,5,
25,Shaun McDonald,0,1,77,4,
21,Marshall Faulk,0,0,74,8,
11,Steven Jackson,0,0,18,2,
10,Joey Goodspeed,0,0,10,1,
9,Dane Looker,0,0,9,1,
5,Cameron Cleeland,0,0,5,1,
4,Torry Holt,0,0,4,1,
17,Nate Burleson,0,0,53,6,
10,Jermaine Wiggins,0,0,36,6,
20,Marcus Robinson,0,1,33,3,
13,Mewelde Moore,0,0,30,5,
11,Kelly Campbell,0,0,16,2,
14,Sean Berton,0,0,14,1,
1,Moe Williams,0,0,1,1,
16,Derrick Mason,0,0,85,8,
19,Ben Troupe,0,0,57,6,
18,Drew Bennett,0,0,18,1,
21,Chris Brown,0,0,18,2,
12,Troy Fleming,0,0,12,1,
6,Eddie Berlin,0,0,6,1,
2,Jason McAddley,0,0,2,1,
42,David Givens,0,0,107,5,
24,Kevin Faulk,0,0,44,6,
15,David Patten,0,1,33,3,
15,Daniel Graham,0,0,21,2,
14,Bethel Johnson,0,0,18,2,
8,Dan Klecko,0,0,7,2,
20,Justin McCareins,0,0,83,6,
13,Chris Baker,0,0,26,3,
18,Wayne Chrebet,0,0,18,1,
9,Jerald Sowell,0,0,13,2,
8,Santana Moss,0,0,12,2,
6,Anthony Becht,0,0,8,2,
2,LaMont Jordan,0,0,2,1,
3,Curtis Martin,0,0,0,2,
62,Tiki Barber,0,1,102,7,
29,Amani Toomer,0,0,50,2,
13,Ike Hilliard,0,0,42,5,
19,Jeremy Shockey,0,0,25,2,
10,Jim Finn,0,0,18,2,
9,Jamaar Taylor,0,0,16,2,
9,Visanthe Shiancoe,0,0,14,2,
3,Mike Cloud,0,0,3,1,
37,Roy Williams,0,1,67,4,
24,Stephen Alexander,0,0,52,5,
19,Shawn Bryson,0,0,32,2,
20,Reggie Swinton,0,1,32,3,
22,Tai Streets,0,0,22,1,
18,Stephen Trejo,0,0,19,2,
6,Artose Pinner,0,0,6,1,
29,Jerry Porter,0,1,113,6,
34,Doug Jolley,0,1,72,4,
23,Doug Gabriel,0,0,59,4,
32,Alvis Whitted,0,0,32,1,
11,Ronald Curry,0,0,21,3,
12,Courtney Anderson,0,0,17,2,
9,Zack Crockett,0,0,17,2,
7,JR Redmond,0,0,10,3,
9,Amos Zereoue,0,0,9,1,
20,Joe Horn,0,0,123,9,
26,Jerome Pathon,0,0,79,6,
30,Michael L Lewis,0,0,36,2,
8,Deuce McAllister,0,0,17,3,
15,Donte Stallworth,0,0,15,1,
8,Boo Williams,0,0,8,1,
4,Lamont Hall,0,1,4,1,
14,Michael Clayton,0,1,62,6,
46,Michael Pittman,0,0,55,2,
13,Joe Jurevicius,0,0,21,2,
13,Tim Brown,0,0,13,1,
5,Mike Alstott,0,0,8,2,
3,Will Heller,0,0,3,1,
1,Jamel White,0,0,1,1,
21,Justin Gage,0,0,43,4,
14,Desmond Clark,0,0,31,3,
14,Bernard Berrian,0,0,14,1,
7,Thomas Jones,0,0,13,3,
11,Bobby Wade,0,0,11,1,
3,Anthony Thomas,0,0,4,2,
50,Chad Johnson,0,1,149,7,
16,Kelley Washington,0,0,16,1,
14,Reggie Kelly,0,0,14,1,
13,TJ Houshmandzadeh,0,0,13,1,
7,Kenny Watson,0,0,6,2,
35,Ashley Lelie,0,0,82,6,
15,Rod Smith,0,1,50,5,
19,Darius Watts,0,0,36,4,
11,Nate Jackson,0,0,33,4,
9,Reuben Droughns,0,0,20,4,
23,Eric Moulds,0,1,40,3,
12,Tim Euhus,0,1,21,2,
9,Lee Evans,0,0,9,1,
9,Willis McGahee,0,0,9,1,
2,Daimon Shelton,0,0,2,1,
21,Anquan Boldin,0,0,50,4,
28,Bryant Johnson,0,1,38,3,
8,Freddie Jones,0,0,8,1,
5,Emmitt Smith,0,0,5,1,
49,Bernard Berrian,0,1,49,1,
30,Anthony Thomas,0,0,46,4,
16,Bobby Wade,0,0,33,3,
21,Desmond Clark,0,0,21,1,
14,David Terrell,0,0,14,1,
5,Bryan Johnson,0,0,5,3,
18,Brandon Lloyd,0,0,63,5,
20,Arnaz Battle,0,0,20,1,
9,Kevan Barlow,0,0,16,3,
9,Eric Johnson,0,0,9,1,
7,Terry Jackson,0,0,7,2,
4,Curtis Conway,0,0,4,1,
4,Aaron Walker,0,0,4,1,
3,Fred Beasley,0,0,-1,2,
17,Jason Witten,0,1,84,9,
38,Keyshawn Johnson,0,2,80,3,
30,Patrick Crayton,0,0,30,1,
14,Richie Anderson,0,0,21,2,
8,Eddie George,0,0,14,2,
5,Darian Barnes,0,0,6,2,
39,Az Zahir Hakim,0,0,90,4,
50,David Kircus,0,1,50,1,
24,Reggie Swinton,0,0,33,2,
15,Stephen Alexander,0,0,25,2,
11,Tai Streets,0,0,16,2,
7,Shawn Bryson,0,0,14,2,
5,Kevin Jones,0,1,11,4,
9,Casey Fitzsimmons,0,0,9,1,
7,Stephen Trejo,0,0,7,1,
80,Rod Smith,0,1,208,9,
35,Ashley Lelie,0,1,94,6,
25,Darius Watts,0,1,86,7,
18,Reuben Droughns,0,0,63,6,
38,Jeb Putzier,0,0,47,2,
1,Patrick Hape,0,1,1,1,
27,Alge Crumpler,0,0,86,7,
34,Peerless Price,0,2,59,2,
46,Michael Jenkins,0,0,46,1,
25,Dez White,0,0,46,3,
8,Brian Finneran,0,0,19,3,
11,Justin Griffith,0,0,14,2,
7,Warrick Dunn,0,0,7,1,
32,Tony Gonzalez,0,2,125,8,
52,Priest Holmes,0,0,82,3,
23,Johnnie Morton,0,1,69,5,
25,Eddie Kennison,0,0,50,5,
22,Dante Hall,0,0,43,3,
16,Derrick Blaylock,0,0,19,2,
1,Tony Richardson,0,0,1,1,
52,Marvin Harrison,0,2,119,5,
41,Reggie Wayne,0,2,119,6,
56,Edgerrin James,0,0,90,6,
44,Dallas Clark,0,0,88,3,
21,Brandon Stokley,0,0,35,2,
10,Marcus Pollard,0,1,21,3,
42,Marcus Robinson,0,0,91,4,
15,Nate Burleson,0,1,43,6,
