longest reception, name, receiving touchdowns, receiving yards, receptions
16,D Stala,1,60,6
17,M Mann,0,53,6
20,A Cobourne,0,38,2
13,A Bruce,0,26,3
13,C Williams,0,23,3
19,M Thigpen,0,19,1
34,C Watson,0,98,6
49,T Edwards,1,53,2
21,A Hargreaves,0,40,3
13,T Jeffers Harris,0,28,5
10,C Denmark,0,17,3
21,K Rambo,1,68,6
18,N Lewis,0,50,5
13,J Forzani,0,25,2
10,A Franklin,0,18,2
14,T St Pierre,0,14,1
8,R Bryant,0,8,1
23,B Whitaker,0,94,11
19,B London,0,82,6
35,S Green,0,46,2
20,E DeSlauriers,1,28,2
7,B Bratton,1,24,5
13,D Baker,0,23,2
10,R Bomben,0,10,1
43,B Rideau,0,60,3
53,C Kackert,1,48,2
19,C Owens,0,42,4
25,A Durie,0,34,2
11,S Watt,0,31,4
12,M Bradwell,0,15,2
5,J Copeland,0,5,1
0,J Johnson,0,0,1
24,M McDaniel,0,60,4
29,M Carter,0,43,4
19,D Stala,0,43,3
13,C Williams,2,38,5
20,B Grant,0,27,2
13,M Thigpen,0,23,2
7,A Cobourne,0,8,2
49,E Hill,0,87,5
36,C Getzlaf,0,50,2
13,W Dressler,0,29,3
15,T Nunn,0,23,2
12,W Cates,0,12,1
9,J Clermont,0,9,1
38,F Stamps,1,104,7
22,M Henry,0,72,6
46,A Bowman,0,54,2
17,J Barnes,0,47,3
11,C McCarty,0,25,3
12,C Bauman,0,12,1
5,D Porter,1,5,1
1,M Bertrand,0,1,1
38,G Simon,1,107,7
27,S Gore,0,66,4
29,A Foster,1,62,3
22,K Peterson,0,39,3
14,J Robertson,0,25,3
6,D Collins,0,12,2
2,A Harris,0,2,1
26,G Simon,0,78,5
23,S Gore,0,69,4
15,J Robertson,0,45,6
19,D Collins,0,25,3
10,A Foster,0,18,2
11,K Peterson,1,16,2
71,C Williams,1,189,8
33,A Bruce,0,56,4
19,D Stala,2,37,3
27,D Brown,0,27,1
13,B Grant,0,17,2
7,M Carter,0,7,1
5,A Cobourne,0,1,2
32,C Owens,0,70,4
14,J Copeland,0,52,4
22,S Tranks,1,48,3
20,S Watt,0,38,3
11,A Durie,0,20,3
84,T Jeffers Harris,2,107,5
63,T Edwards,1,93,2
16,C Watson,0,75,7
13,C Denmark,0,27,3
25,P Floyd,0,25,1
11,F Reid,0,20,2
7,A Hargreaves,0,14,2
26,N Lewis,0,105,7
29,J Forzani,0,88,5
16,K Rambo,0,56,6
36,J Cornish,1,56,3
17,R Bryant,1,53,4
9,J Reynolds,0,14,3
65,F Stamps,2,161,5
12,A Bowman,0,22,2
14,M Henry,0,14,1
11,R Fisher,0,11,1
10,J Messam,0,10,1
8,T Scott,0,8,1
3,A Whitlock,0,3,1
29,S Green,0,68,5
16,B London,0,40,3
11,J Richardson,0,32,4
9,B Bratton,1,22,3
13,B Whitaker,0,18,2
5,R Bomben,0,9,2
75,W Dressler,1,85,3
19,C Getzlaf,0,51,4
13,T Nunn,0,18,2
10,W Cates,0,17,2
8,J Clermont,0,8,1
2,E Hill,0,2,1
82,C Denmark,1,82,1
31,C Watson,0,70,6
25,T Edwards,1,47,2
18,T Jeffers Harris,0,41,4
13,A Hargreaves,0,13,1
5,F Reid,0,5,1
25,S Gore,0,83,7
33,G Simon,0,52,2
18,D Collins,0,44,4
8,K Peterson,0,14,2
2,A Foster,0,2,1
58,D Stala,2,107,5
38,A Cobourne,0,59,4
20,C Williams,0,54,4
15,B Grant,0,46,4
14,M Carter,0,17,2
12,M Thigpen,0,12,1
50,S Green,0,150,8
26,J Richardson,1,93,7
46,B Bratton,0,54,2
17,K Watkins,0,30,3
12,B London,0,18,2
11,K Carter,0,11,1
24,F Stamps,1,101,8
16,M Henry,1,66,7
20,J Barnes,0,55,4
10,J Messam,0,20,3
13,C Bauman,0,13,1
6,A Whitlock,0,6,1
48,S Watt,0,64,4
16,A Durie,0,32,5
13,J Copeland,0,25,2
10,S Tranks,0,17,3
11,B Rideau,0,11,1
6,C Owens,0,7,2
58,W Dressler,1,103,6
17,E Hill,0,41,4
24,N Hughes,0,24,1
15,C Getzlaf,0,15,1
13,H Charles,0,13,1
7,J Clermont,0,12,2
7,T Nunn,0,7,1
43,N Lewis,0,90,6
32,J Arthur,0,39,2
10,R Bryant,0,37,5
20,J Forzani,0,37,4
11,K Rambo,0,26,3
11,L Taylor,0,23,3
3,J Reynolds,0,3,1
18,J Copeland,0,78,6
30,S Watt,1,50,2
16,A Durie,0,46,6
15,C Owens,0,46,4
18,B Rideau,0,42,4
22,M Bradwell,1,41,2
11,C Kackert,0,11,1
21,S Green,1,96,7
42,B Bratton,0,63,5
20,J Richardson,0,56,4
18,B London,0,46,4
15,K Carter,0,40,4
10,B Whitaker,0,32,5
16,K Watkins,0,16,1
39,C Denmark,0,101,5
29,T Edwards,1,70,7
22,C Watson,1,43,3
9,A Hargreaves,0,17,2
6,F Reid,0,6,1
4,T Jeffers Harris,0,5,2
29,J Barnes,1,125,8
27,F Stamps,0,41,3
13,J Messam,0,31,4
15,M Henry,0,15,1
14,C Bauman,0,14,1
63,G Simon,1,134,7
12,S Gore,0,48,5
22,K Peterson,0,36,3
22,N Moore,0,22,1
12,J Robertson,0,17,2
19,W Dressler,0,62,4
15,C Getzlaf,1,55,5
21,N Hughes,0,38,3
8,H Charles,0,25,6
12,J Clermont,0,22,2
11,E Hill,0,22,3
6,T Nunn,0,6,1
6,J Robinson,0,6,1
16,N Lewis,0,87,7
46,J Forzani,0,68,2
31,J Reynolds,0,47,4
36,J Cornish,0,44,2
25,L Taylor,1,37,4
14,J Arthur,0,25,3
6,R Bryant,0,13,3
12,L Talley,0,12,1
8,A Parker,0,8,1
31,A Kelly,0,92,5
19,C Williams,0,48,6
16,D Stala,1,31,3
13,D Brown,0,13,1
5,M Thigpen,0,8,2
8,A Cobourne,0,8,1
7,G MacKay,0,7,1
4,B Grant,0,4,1
31,J Richardson,2,110,7
40,S Green,0,66,4
15,B Bratton,0,41,3
13,B Whitaker,0,24,3
11,K Watkins,0,20,2
47,J Barnes,0,128,6
27,C Bauman,0,31,2
21,M Henry,0,29,2
14,A Nowacki,0,28,3
19,C McCarty,0,21,3
11,J Messam,0,18,3
12,T Scott,0,17,2
10,B James,0,9,2
3,D Porter,0,3,1
28,E Hill,0,177,11
49,W Dressler,1,79,4
57,J Robinson,0,72,3
15,H Charles,2,60,7
18,B West,0,22,2
9,C Getzlaf,0,9,1
8,T Nunn,0,8,1
7,J Clermont,0,7,1
23,J Arthur,1,92,7
37,R Bryant,0,66,4
43,J Forzani,0,56,2
21,K Rambo,1,40,3
13,N Lewis,1,38,4
6,L Taylor,0,6,1
22,A Kelly,1,72,6
48,C Williams,0,72,3
23,B Grant,0,53,4
16,M Carter,0,49,4
29,A Cobourne,0,36,2
10,D Stala,1,28,3
69,B Rideau,2,147,6
26,A Durie,1,76,4
16,M Bradwell,0,67,8
22,C Owens,0,45,4
18,C Boyd,0,29,3
6,J Copeland,0,15,3
24,G Simon,0,54,4
54,A Foster,1,54,1
12,A Bruce,0,34,4
19,K Peterson,0,31,2
12,K Johnson,0,18,2
12,S Gore,0,17,2
10,A Harris,0,10,1
7,R Lumbala,0,7,1
2,T Brown,0,2,1
22,T Jeffers Harris,0,57,4
33,C Watson,0,52,3
24,T Edwards,0,51,3
44,F Reid,0,46,3
11,C Denmark,0,21,3
6,A Hargreaves,0,10,2
12,A Durie,0,46,6
18,C Boyd,0,31,3
20,J Copeland,0,28,2
21,S Watt,0,21,2
16,C Owens,0,21,3
8,B Rideau,0,14,3
8,M Bradwell,0,8,1
70,C Getzlaf,1,123,4
30,E Hill,0,107,9
14,W Dressler,0,76,10
21,J Robinson,1,33,2
14,N Hughes,0,28,3
8,J Sisco,0,13,2
4,S Foord,0,4,1
49,P Rodriguez,0,67,4
18,D Collins,0,36,3
11,C Bauman,0,31,4
13,R Grice Mullen,0,26,3
22,C McCarty,0,20,2
10,J Messam,0,10,1
7,A Nowacki,0,7,1
4,D Porter,0,4,1
21,A Bruce,2,129,9
19,K Johnson,0,84,6
56,A Foster,1,65,3
25,G Simon,1,58,4
23,A Harris,0,23,1
19,S Gore,0,19,1
53,T Edwards,1,120,6
39,G Carr,0,87,5
17,C Denmark,1,53,5
13,A Hargreaves,0,21,2
12,C Watson,0,12,1
64,C Williams,1,162,7
43,B Grant,1,83,4
11,A Cobourne,0,29,3
17,A Kelly,0,22,2
20,D Stala,0,20,1
19,M Thigpen,0,20,2
9,M Carter,0,15,2
0,D Brown,0,0,1
34,N Lewis,0,121,7
40,K Rambo,1,111,5
37,J Forzani,2,101,6
29,J Arthur,0,60,3
12,R Bryant,0,14,2
7,J Reynolds,0,12,2
3,J Cornish,0,3,1
27,J Richardson,2,136,8
20,B Bratton,0,61,5
28,S Green,0,52,4
19,B Whitaker,1,48,5
19,K Watkins,0,42,3
20,E DeSlauriers,0,20,1
7,B London,0,7,1
3,K Carter,0,3,1
11,A Durie,0,29,3
10,B Rideau,0,17,3
17,J Copeland,0,17,1
9,C Owens,0,16,3
14,C Rempel,0,14,1
7,S Watt,0,7,1
0,J Johnson,0,0,1
53,A Foster,0,144,8
16,A Bruce,1,51,6
16,G Simon,0,47,4
18,S Gore,0,29,2
13,A Harris,0,25,3
8,M Iannuzzi,0,8,1
5,T Brown,0,5,1
40,D Baker,0,82,4
21,W Dressler,1,52,3
38,C Getzlaf,2,51,2
16,E Hill,0,47,4
25,K Poblah,0,89,9
34,G Carr,0,42,2
11,C Watson,0,41,5
13,C Denmark,0,22,2
17,F Reid,0,21,2
8,T Edwards,0,19,3
47,C Williams,0,109,5
49,D Stala,0,59,2
15,B Grant,0,49,4
16,M Mann,1,23,3
13,M Carter,0,13,1
12,A Cobourne,0,12,1
48,J Richardson,0,199,10
12,S Green,0,32,5
13,B Whitaker,0,28,4
19,K Carter,0,19,1
14,K Watkins,0,19,2
8,B London,0,10,2
26,R Bryant,0,37,2
9,N Lewis,1,34,5
19,J Forzani,0,32,2
24,J Arthur,0,24,1
9,J Cornish,0,13,2
6,K Rambo,0,6,1
5,L Taylor,0,5,1
31,A Bowman,1,81,5
18,M Henry,0,27,3
9,C McCarty,0,18,5
10,J Messam,0,10,1
10,J Armstead,0,10,1
8,T Scott,0,8,1
7,P Rodriguez,0,7,1
7,A Nowacki,1,7,1
56,A Bowman,0,133,4
20,M Henry,0,80,6
15,A Nowacki,0,45,4
24,F Stamps,0,39,2
9,P Rodriguez,0,24,3
12,M Bertrand,0,12,1
12,C McCarty,0,12,1
51,K Rambo,0,121,7
62,N Lewis,1,88,3
34,J Cornish,0,46,2
29,A Parker,0,42,2
11,R Bryant,0,19,2
33,G Simon,1,117,6
51,S Gore,0,79,3
16,A Bruce,0,34,5
9,A Foster,0,20,3
9,A Harris,0,9,1
4,N Moore,0,4,1
20,J Copeland,0,73,5
16,C Owens,0,55,6
29,A Durie,0,47,3
22,S Watt,0,22,1
15,B Rideau,0,15,1
8,J Johnson,0,8,1
0,C Boyd,0,0,1
45,J Richardson,1,113,7
30,S Green,0,94,8
35,B Whitaker,1,78,6
21,K Watkins,1,58,4
26,B Bratton,0,41,3
15,B London,1,29,2
8,K Carter,0,8,1
14,B Grant,0,68,6
26,C Williams,0,41,2
16,M Mann,0,33,4
12,M Carter,0,29,3
13,D Stala,0,20,2
9,D Brown,0,9,1
4,M Thigpen,0,4,1
3,A Cobourne,0,3,1
49,T Edwards,1,123,6
22,C Watson,0,111,9
12,C Denmark,0,46,5
13,G Carr,0,28,4
14,F Reid,0,28,4
10,K Poblah,0,10,1
43,W Dressler,1,97,4
31,A Fantuz,0,47,2
33,C Getzlaf,2,46,2
16,W Cates,0,20,2
7,D Baker,0,16,3
15,E Hill,0,15,1
5,N Hughes,1,5,1
28,C Williams,0,74,5
18,M Mann,0,44,5
12,D Stala,0,38,5
20,A Kelly,0,34,2
16,M Carter,0,29,2
9,A Cobourne,0,11,3
30,F Stamps,0,130,14
22,C Bauman,0,31,2
12,A Bowman,0,25,3
10,A Nowacki,0,19,2
10,T Scott,0,10,1
7,C McCarty,1,7,2
5,J Messam,0,5,1
64,C Getzlaf,1,170,7
13,D Baker,0,30,3
14,J Clermont,0,28,3
14,W Dressler,0,23,4
8,W Cates,0,14,2
12,A Fantuz,0,12,1
2,E Hill,0,2,1
44,M Bradwell,0,78,4
28,A Durie,1,71,5
44,B Rideau,0,56,4
39,J Unertl,0,39,1
19,C Owens,0,37,3
5,J Copeland,0,5,1
4,J Johnson,0,4,1
3,C Boyd,0,3,1
62,J Cornish,0,62,1
37,J Forzani,0,56,3
31,R Bryant,0,53,4
23,N Lewis,0,44,3
16,A Parker,0,39,3
14,K Rambo,0,23,3
8,J Reynolds,0,21,3
15,L Taylor,1,15,1
41,A Bruce,1,49,2
48,A Foster,1,48,1
16,G Simon,0,34,3
11,A Harris,0,26,3
10,T Brown,0,19,2
6,S Gore,0,10,2
20,J Richardson,1,65,4
21,B Whitaker,0,42,3
23,B Bratton,1,42,4
19,S Green,0,34,3
14,B London,0,31,3
15,K Watkins,0,26,2
9,K Carter,0,14,2
4,E DeSlauriers,0,4,1
92,C Watson,0,103,3
39,T Edwards,1,82,3
22,G Carr,1,63,6
13,A Hargreaves,0,30,3
12,C Denmark,0,18,2
8,T Brown,0,8,1
6,F Reid,0,8,2
74,A Bowman,0,132,5
20,M Henry,0,38,3
20,F Stamps,1,37,5
6,C McCarty,0,6,1
27,J Richardson,0,112,8
23,B Whitaker,2,64,5
26,K Carter,0,59,4
19,B Bratton,0,42,4
14,S Green,0,38,4
32,B London,0,32,1
15,E DeSlauriers,0,15,1
33,E Hill,0,80,5
39,C Getzlaf,0,61,2
25,J Clermont,0,49,3
15,D Baker,0,32,4
11,W Dressler,0,32,4
10,C Koch,0,16,2
8,W Cates,0,8,1
100,A Bruce,1,116,2
16,G Simon,1,96,9
20,S Gore,0,55,3
13,T Brown,0,36,5
21,A Foster,0,22,2
7,M Iannuzzi,0,18,3
12,P Jackson,0,12,1
12,C Owens,0,34,5
15,A Durie,0,18,2
16,C Rempel,1,16,1
13,M Bradwell,0,13,1
5,B Rideau,0,5,1
2,C Boyd,0,2,1
18,C Denmark,1,80,8
24,T Edwards,0,43,3
27,G Carr,0,39,3
11,C Watson,0,26,3
19,F Reid,0,19,1
14,A Hargreaves,0,14,1
4,M Pontbriand,0,4,1
66,M Thigpen,2,139,6
31,T Grant,1,53,3
14,A Cobourne,0,36,4
26,D Stala,0,26,1
12,C Williams,0,17,2
8,M Mann,0,8,1
17,N Lewis,0,95,8
35,R Bryant,3,75,5
27,K Rambo,1,71,3
17,R Cote,0,17,1
12,J Cornish,0,13,2
5,L Talley,0,5,1
5,J Forzani,0,5,1
35,G Carr,0,95,6
52,T Edwards,0,78,5
25,C Denmark,1,73,4
16,A Hargreaves,0,63,5
8,C Watson,0,15,4
2,C Garrett,0,2,1
59,J Richardson,1,126,6
15,K Watkins,1,54,5
28,B Bratton,0,52,5
22,S Green,1,51,4
22,B London,0,36,2
15,B Whitaker,0,10,3
6,K Carter,0,6,1
63,A Harris,2,115,5
51,G Simon,1,83,5
18,A Foster,0,33,2
17,K Johnson,0,31,2
15,S Gore,0,25,3
1,T Brown,0,1,1
29,A Bowman,0,116,9
61,J Barnes,1,114,5
14,F Stamps,0,18,2
14,T Scott,0,14,1
8,C McCarty,0,8,1
17,N Lewis,0,62,6
25,J Arthur,0,35,2
32,J Cornish,0,32,1
11,K Rambo,0,31,4
8,R Bryant,1,28,4
5,L Taylor,0,10,2
35,C Getzlaf,0,58,3
17,C Koch,0,32,4
10,W Cates,0,25,3
12,J Robinson,0,23,3
6,W Dressler,0,10,2
9,N Hughes,0,9,1
3,J Clermont,0,3,1
0,S Foord,0,0,1
27,C Owens,0,81,5
18,J Copeland,0,48,3
21,J Johnson,0,21,1
6,S Tranks,0,6,1
5,S Watt,0,5,1
4,M Bradwell,0,4,1
2,P Rodriguez,0,3,2
35,D Stala,0,63,3
40,M Thigpen,0,61,3
16,M Mann,0,45,4
29,A Cobourne,0,40,3
13,C Williams,1,32,3
30,D Brown,0,30,1
18,G MacKay,0,30,3
23,T Grant,0,23,1
7,L Mahoney,0,7,1
28,C Williams,1,93,7
23,G MacKay,0,38,2
10,M Mann,0,20,3
10,A Cobourne,0,19,2
16,D Stala,0,16,1
8,T Grant,0,11,2
7,M Thigpen,0,5,2
38,C Denmark,0,110,6
59,G Carr,1,101,4
7,T Edwards,0,12,2
10,A Hargreaves,0,10,1
5,C Watson,0,5,1
1,C Garrett,0,1,2
23,A Bruce,1,92,6
49,S Gore,0,64,3
24,G Simon,1,37,2
29,K Johnson,0,29,2
9,A Harris,0,21,4
8,A Foster,0,8,1
1,R Lumbala,0,1,1
81,L Talley,1,94,2
15,N Lewis,0,45,6
10,R Cote,0,16,2
18,J Cornish,0,15,2
11,R Bryant,0,11,1
7,L Coker,0,7,1
5,L Taylor,0,5,1
50,J Richardson,1,134,8
16,S Green,0,58,6
14,B Whitaker,0,43,5
20,K Watkins,0,40,3
11,B London,0,11,1
11,K Carter,0,11,1
12,B Bratton,0,8,2
46,S Watt,0,50,2
15,C Owens,0,41,6
27,J Copeland,0,37,2
17,P Rodriguez,0,27,3
15,C Boyd,0,24,3
9,B Rideau,0,22,3
16,M Bradwell,0,16,1
6,A Buzbee,0,6,1
16,F Stamps,0,68,7
32,A Bowman,0,51,4
18,J Messam,0,42,3
12,A Nowacki,0,22,2
17,J Barnes,0,17,1
4,J Armstead,0,4,1
24,W Dressler,0,44,3
13,A Fantuz,0,39,4
18,C Getzlaf,0,35,4
10,D Baker,0,18,3
9,E Hill,0,9,1
31,C Owens,0,43,3
12,C Boyd,0,27,3
9,S Watt,0,17,2
16,B Rideau,1,16,1
9,M Bradwell,0,9,1
6,J Johnson,0,6,1
43,J Forzani,1,76,3
29,L Talley,0,71,3
16,N Lewis,1,64,6
20,J Cornish,0,31,2
11,J Arthur,0,29,3
8,L Coker,0,24,4
18,R Bryant,0,23,2
6,L Taylor,0,10,2
18,J Barnes,1,73,6
35,J Armstead,0,40,2
14,A Nowacki,0,35,4
12,F Stamps,1,25,3
12,A Bowman,0,22,2
18,J Messam,0,18,1
6,C McCarty,0,6,1
1,M Bertrand,0,1,1
20,A Hargreaves,0,37,4
13,T Edwards,0,36,4
11,G Carr,0,24,3
19,J Vega,0,19,1
6,C Watson,0,19,4
11,C Garrett,0,18,3
9,C Denmark,0,9,1
20,J Richardson,0,107,9
36,B Bratton,0,74,4
22,K Watkins,1,60,4
20,B Whitaker,1,40,4
16,S Green,0,39,4
11,B London,0,21,2
34,A Kelly,0,62,2
25,C Williams,0,60,5
18,A Cobourne,0,60,6
20,B Grant,0,45,4
16,M Thigpen,0,37,5
13,D Stala,1,25,3
8,G MacKay,0,15,2
35,W Dressler,0,82,6
20,A Fantuz,0,77,6
12,E Hill,0,39,5
12,C Koch,0,21,2
13,C Getzlaf,0,20,3
8,W Cates,0,15,4
11,E Wheelwright,0,11,1
9,J Clermont,0,9,1
7,B West,0,7,1
36,G Simon,0,86,6
42,A Harris,1,74,4
72,A Bruce,1,72,1
18,K Johnson,0,33,3
12,S Gore,0,12,1
10,A Foster,0,10,1
48,C Owens,0,97,9
16,B Rideau,1,68,6
22,J Copeland,0,57,3
32,M Bradwell,0,40,2
13,J Johnson,1,13,1
5,C Boyd,0,5,1
5,S Watt,0,5,1
75,F Stamps,1,129,7
64,A Bowman,0,92,3
43,J Barnes,1,54,2
18,J Messam,0,43,3
20,N Coehoorn,0,29,2
9,A Nowacki,0,9,1
15,L Talley,1,51,5
14,N Lewis,0,42,4
26,J Forzani,0,38,2
14,J Arthur,0,38,3
20,L Taylor,0,24,2
21,J Cornish,0,21,1
12,R Cote,0,21,3
9,R Bryant,0,9,1
4,A Franklin,0,4,1
3,J Reynolds,0,3,1
29,E Hill,0,91,6
18,C Getzlaf,0,78,6
26,W Dressler,0,74,7
11,C Koch,0,32,3
8,B West,0,18,3
2,W Cates,0,2,1
30,T Edwards,0,110,6
25,C Watson,0,37,4
14,G Carr,1,32,4
15,C Garrett,0,30,4
10,C Denmark,0,27,3
45,J Richardson,0,102,5
19,S Green,0,44,5
17,B London,0,34,2
13,B Whitaker,0,19,2
23,B Grant,1,50,5
46,M Thigpen,0,46,2
14,A Cobourne,0,39,4
38,A Barrenechea,0,38,1
24,A Kelly,0,29,2
17,D Stala,0,22,2
8,G MacKay,0,8,1
34,A Bruce,0,51,3
25,G Simon,1,42,3
14,K Johnson,0,39,4
20,J Sanders,0,30,2
15,P Jackson,0,29,2
12,M Iannuzzi,0,26,3
14,J Lee,0,24,2
21,A Foster,0,21,1
5,A Harris,0,5,1
45,G Carr,1,122,7
30,T Edwards,0,88,5
10,C Denmark,0,40,5
6,A Hargreaves,0,11,2
6,C Watson,0,6,1
2,C Garrett,0,2,1
43,C Rempel,1,43,1
12,C Owens,0,27,3
13,J Johnson,1,24,3
7,M Mann,0,12,2
9,J Copeland,0,9,1
72,D Baker,0,86,2
15,C Getzlaf,0,23,2
14,W Dressler,0,14,1
8,J Clermont,0,8,1
8,B West,0,8,1
28,D Stala,0,79,5
32,L Mahoney,0,46,2
27,B Grant,0,37,3
10,A Cobourne,0,24,5
13,A Kelly,0,15,2
8,J Kelley,0,15,2
8,M Thigpen,0,8,1
35,S Gore,0,77,6
17,A Bruce,1,70,6
51,P Jackson,1,64,2
35,J Robertson,1,57,3
28,G Simon,0,53,3
1,K Johnson,0,1,1
20,J Barnes,1,87,7
38,F Stamps,0,79,7
40,H Charles,0,46,2
16,T Scott,1,30,2
16,A Bowman,0,27,2
10,J Armstead,0,23,3
14,J Messam,0,18,3
37,J Richardson,0,111,5
26,S Green,0,86,6
20,B Bratton,0,46,3
19,K Carter,0,43,3
31,E DeSlauriers,1,31,1
18,K Watkins,0,30,2
7,B Whitaker,0,20,3
13,B London,0,13,1
33,J Forzani,2,108,6
41,R Cote,0,57,2
33,R Bryant,0,50,3
15,N Lewis,0,44,3
12,L Talley,0,29,3
9,J Arthur,0,17,3
15,A Franklin,0,15,1
8,J Cornish,0,7,3
6,J Reynolds,0,6,1
43,A Durie,2,144,8
32,J Copeland,0,38,2
27,D Boldin,0,27,1
7,M Bradwell,0,7,1
15,D Stala,0,84,9
16,C Williams,0,52,5
11,D Brown,0,31,3
12,B Grant,0,28,3
16,A Kelly,1,28,3
17,L Mahoney,0,27,2
13,D Porter,0,23,2
71,A Bowman,2,226,10
11,J Armstead,0,27,4
15,J Messam,0,23,3
12,A Nowacki,0,15,2
5,F Stamps,0,9,2
5,H Charles,0,5,1
27,C Getzlaf,2,131,7
27,W Dressler,0,27,1
10,E Hill,0,17,2
11,J Clermont,0,11,1
10,N Hughes,0,10,1
7,D Baker,0,7,1
54,K Rambo,1,78,3
25,N Lewis,0,56,4
11,J Cornish,0,20,2
15,J Forzani,0,15,1
13,J Arthur,0,13,1
6,R Bryant,0,11,2
8,R Cote,0,8,1
6,L Taylor,0,6,1
18,C Denmark,1,54,5
41,M Pontbriand,0,41,1
9,C Garrett,0,38,9
21,C Watson,0,36,4
11,T Edwards,0,20,2
13,T Jeffers Harris,0,13,1
40,G Simon,0,107,5
33,A Harris,3,74,5
25,A Bruce,0,57,5
25,S Gore,1,32,2
13,M Iannuzzi,0,13,1
8,P Jackson,0,12,2
17,S Green,0,27,2
21,B Bowling,0,21,1
20,B Whitaker,0,19,3
6,D Desriveaux,0,11,2
6,B London,0,9,2
9,J Richardson,0,5,2
44,S Green,1,142,8
41,J Richardson,1,95,4
48,B Bratton,0,83,5
20,B London,0,81,6
75,E DeSlauriers,1,80,2
11,B Whitaker,0,32,5
31,B Grant,1,130,7
31,C Williams,0,62,5
18,A Cobourne,0,48,5
21,D Stala,1,33,3
10,M Thigpen,0,17,3
10,D Brown,0,10,1
9,M Carter,0,9,1
56,A Bowman,0,93,4
27,J Barnes,1,55,4
19,A Nowacki,0,30,2
13,J Armstead,0,18,2
7,C McCarty,0,17,3
13,J Messam,0,14,2
12,F Stamps,0,12,1
6,T Scott,0,6,1
58,R Bryant,0,69,3
17,N Lewis,0,31,2
18,K Rambo,0,27,2
13,J Arthur,0,26,2
19,J Forzani,0,25,2
36,T Edwards,0,80,5
20,G Carr,0,32,2
13,C Denmark,0,30,4
8,C Watson,0,23,4
10,C Garrett,0,10,1
3,J Vega,1,3,1
40,B Grant,0,54,3
14,A Cobourne,0,39,4
16,M Thigpen,0,30,4
16,D Stala,0,26,2
5,C Williams,0,4,3
53,G Simon,1,106,6
43,A Bruce,0,82,4
14,K Johnson,0,35,4
14,A Harris,1,29,3
24,M Iannuzzi,0,24,1
10,R Lumbala,0,10,1
7,S Gore,0,7,1
31,J Barnes,1,99,6
25,F Stamps,1,76,6
26,A Bowman,0,53,3
37,J Armstead,0,37,2
25,H Charles,0,28,2
2,C McCarty,0,4,2
66,K Johnson,1,81,2
39,G Simon,0,79,4
25,A Bruce,1,73,5
