longest punt, name, punt yards, punts
52,K Smith,240,6
39,C Beatty,179,5
44,T Heinicke,44,1
25,J Pulisic,25,1
51,C Faber Kinney,145,4
40,I Wheeler,77,2
48,M Bergner,219,6
49,K Kostol,172,4
55,K Loomis,291,6
35,R Winslow,66,2
56,E Enderson,373,8
44,T Meadows,191,5
51,J Schroeder,274,6
48,J Alesi,105,3
52,B Sweet,275,7
53,M Ciabatti,142,3
46,D Barnwell,311,8
39,B Rhyne,147,4
55,C Wadman,454,11
57,E Perry,241,5
59,G Peranich,475,10
51,W Russ,191,5
52,E Keena,293,7
47,B Macek,85,2
41,N Ellis,75,2
49,B Prasky,238,6
57,D Neiheiner,318,8
44,T Symmank,67,2
64,M Spencer,258,5
53,H Mullins,98,2
50,R Kay,240,6
47,G Swanson,213,6
53,A Vozenilek,322,7
46,M Mengel,277,7
48,A Hughes,139,3
59,H Windmuller,260,5
57,E Wood,222,5
55,S Shaw,351,8
44,S Roth,88,3
52,J Koonce,335,8
53,M Darr,298,8
47,J Bentrude,302,8
53,R Johnson,222,5
56,J Vogel,281,6
41,K Stern,260,7
54,D Riggleman,197,5
62,A Howell,318,7
48,R Winslow,212,5
57,A Boy,199,4
43,B Sanchez,76,2
51,J Dascalo,121,3
60,D Schomp,274,6
48,B Critcher,90,2
48,A Lutz,315,9
49,S Irwin Hill,49,1
49,C Fryoux,317,8
47,A Tardieu,114,3
28,T Grassman,28,1
41,D Carlson,80,2
40,M Carrizosa,116,4
47,S Roth,47,1
44,A Wickman,241,8
36,Z Adkins,36,1
43,S Wale,193,5
56,H Hunt,244,5
44,J Davidson,191,5
45,H Alford,285,8
52,C Leininger,92,2
49,S Heath,335,9
45,J Pettiway,443,12
48,J Wain,376,9
61,L Allen,453,11
45,C Ayers,212,6
57,A Firestone,347,8
60,K Christy,145,3
49,A Barnes,310,7
45,O Dubiel,122,3
40,C Beatty,40,1
54,W Vanvick,187,4
44,M Hubbard,183,5
60,S Witkowski,173,4
44,J Thomas,224,6
55,S Harding,300,7
47,K Kostol,243,6
52,D Seibert,91,2
30,L Piper,30,1
55,J Wallace,345,8
52,J DuVernois,52,1
44,J Occhipinti,155,4
48,D Kidd,184,5
48,K Schmidt,166,4
46,S Secor,160,4
46,C Downing,206,5
52,N Walsh,186,4
40,M Lochbihler,40,1
52,T Pardula,181,4
53,A Knight,297,7
50,A Melchiori,331,8
51,B McKee,429,10
49,L Foster,223,5
62,M Bonnstetter,374,8
51,D Cadona,162,4
43,L McPherson,150,4
53,J Manton,218,5
58,A Rehkow,338,7
43,J Appleby,43,1
38,R Johnson,38,1
59,Z Bogard,196,6
56,J Keehn,175,4
52,L Edwards,398,9
47,B McDonald,235,6
62,D ONeill,244,5
43,J Vogel,43,1
55,C Blanton,387,10
56,C Koch,243,6
60,K Wrzuszczak,354,9
49,P Mortell,212,5
52,Z Lopez,130,3
51,T Williams,88,2
56,A DiPaula,411,10
55,D Bell,365,8
61,H Mullins,320,7
50,T Hibbard,194,5
50,J Alesi,173,4
34,W Baumann,34,1
53,J Pulisic,53,1
61,S Foltz,307,6
45,J Breaux,315,8
49,Z Rogers,272,7
44,M Haack,65,2
31,M Bercovici,31,1
53,C Gradone,336,8
57,T Wedel,230,5
42,M McIntosh,42,1
47,K Brindza,230,6
48,W Hagerup,170,4
65,E Keena,143,3
38,B Macek,65,2
64,J Koonce,238,6
63,C Johnston,238,6
54,A Hughes,268,6
18,B Grogan,18,1
18,K Smith,18,1
41,C Sullens,157,5
53,I Wheeler,301,7
49,M Sadler,256,6
53,C Gulla,244,5
62,Z Paul,331,7
45,T Meadows,148,4
44,M Mills,122,4
53,R Coluzzi,53,1
48,J Roth,118,3
33,T Gleeson,33,1
47,J Fleck,178,4
53,T Hull,53,1
52,W Gregory,52,1
55,M Ciabatti,312,7
64,N Renfro,188,4
54,T Sarrzin,180,4
59,H McCraney,177,4
29,B Rhyne,54,2
55,K Albarado,191,4
62,A Starzyk,259,5
42,P Beltran,42,1
51,M Darr,232,6
52,L Ferguson,302,7
52,W Russ,341,8
64,S Arellano,189,4
0,T Hill,-92,2
35,R Rodwell,35,1
58,D Parks,371,8
43,J Barnett,236,6
47,N Ellis,314,8
65,M Julian,65,1
48,C Brinser,247,6
45,R Kay,178,5
45,W Monday,142,4
24,D Kaser,24,1
52,J Carranco,363,10
45,M Mengel,238,7
49,S Smith,276,7
47,L Yunker,111,3
58,B Landwehr,231,6
65,T Hackett,277,5
48,G Swanson,320,8
64,M Ruggles,280,6
49,T Symmank,214,5
50,J Bentrude,284,7
49,C Reyes,285,8
55,C Cooke,333,7
56,A Vozenilek,142,3
47,D Helkowski,130,3
31,A Kinal,48,2
53,D Holder,232,6
36,K Durkee,72,2
52,J Miller,52,1
54,D Meyer,90,2
58,N Knuffman,308,7
42,N OToole,42,1
42,J Ryder,247,7
52,P Toomey,52,1
51,E Wood,332,8
64,W Conant,278,6
54,S Arellano,115,3
55,D Seibert,178,4
47,L Piper,71,2
52,B Macek,288,7
44,E Keena,126,3
51,L McPherson,210,5
33,G Shouse,33,1
64,T Grassman,333,8
55,S Roth,119,3
48,S Geraci,153,4
35,N Ellis,60,2
34,J Scott,34,1
52,T Sarrzin,256,6
44,D Riggleman,81,2
55,A Boy,176,4
49,K Schmidt,192,5
33,S Secor,97,3
52,O Umeth,328,8
49,A Howell,275,7
54,K Albarado,375,10
22,J Davidson,22,1
43,E Toth,77,3
43,R Coluzzi,241,6
47,R Dixon,118,3
50,D ONeill,145,3
57,M Haack,337,7
53,J Wain,294,7
53,S Wale,299,7
46,H Hunt,83,2
48,C Wadman,302,7
49,W Monday,188,5
72,T Pardula,414,8
51,D Schomp,160,4
30,R Rickel,30,1
55,D Parks,293,7
54,C Ayers,198,6
40,J Laphitzondo,40,1
48,R Winslow,199,5
61,K Christy,292,6
42,L Foster,239,6
65,G Swanson,495,12
32,B Burrell,32,1
59,S Foltz,237,5
41,M Hubbard,107,3
52,W Conant,112,3
49,R Rodwell,219,5
41,R Nowicki,117,3
64,S Harding,426,11
51,L Bieghler,516,13
61,A Rehkow,97,2
50,Jr,91,2
50,J Schroeder,66,2
48,D Kidd,153,4
50,C Downing,164,4
59,J Keehn,239,5
56,J Manton,402,10
64,N Renfro,335,7
49,N OToole,125,3
54,J Vogel,180,4
48,L Ferguson,237,6
44,W Hagerup,128,3
44,M Wile,44,1
46,C Koch,301,8
46,W Gleeson,110,3
61,D Cadona,358,7
41,C Brinser,77,2
42,C Houston,102,3
56,T Williams,56,1
56,M Bonnstetter,309,7
54,Z Lopez,261,6
46,J Occhipinti,93,3
52,K Brindza,193,4
48,T Meadows,170,4
28,C Johnston,28,1
57,A Melchiori,478,10
45,J Barnett,190,5
39,M Darr,284,8
51,K Smith,345,8
69,K Stern,506,11
66,T Heinicke,150,3
47,J Cervl,122,3
52,A Barnes,217,5
47,O Dubiel,206,5
50,I Wheeler,50,1
46,E Wood,117,3
51,J Roth,145,4
45,T Gleeson,127,3
40,C Gulla,198,6
5,C Hackenberg,5,1
42,B McKee,253,7
70,D Bell,277,6
43,T Hull,80,2
41,C Barber,81,2
57,M Ciabatti,342,7
56,W Baumann,148,3
51,B Rhyne,171,4
49,A Tardieu,240,6
67,E Perry,237,6
56,P Mortell,373,8
62,W Russ,303,6
45,M Mengel,115,3
40,A Searl,105,3
43,P Picerelli,175,5
53,T Callian,184,5
50,R Kay,271,7
39,A Kilcullen,106,3
49,D Kaser,172,4
53,J Farrimond,235,6
53,W Johnson,217,5
47,P Beltran,84,2
53,T Symmank,166,4
42,S Irwin Hill,42,1
57,H Mullins,258,6
55,N Carden,308,9
55,L Yunker,193,4
38,T Wedel,72,2
47,M Ruggles,47,1
45,S Witkowski,102,3
52,J Bentrude,264,6
49,A Kinal,312,7
51,C Cooke,254,6
48,B McDonald,176,5
52,A Vozenilek,288,7
53,R Johnson,309,8
53,A Hughes,326,8
60,W Gregory,377,8
38,K Durkee,97,3
43,C Miles,43,1
61,J DuVernois,363,7
50,J Dascalo,135,3
55,K Loomis,438,9
56,N Walsh,136,3
49,D Carlson,157,4
35,M Shiel,35,1
61,M Ciabatti,248,6
56,J Wain,356,8
61,Z Paul,245,6
52,T Williams,182,4
45,L Ferguson,285,7
47,J Bentrude,275,8
57,J Scott,87,2
66,K Christy,369,7
45,S Irwin Hill,81,2
53,T Wedel,232,5
59,D Riggleman,300,6
53,C Leininger,211,5
43,A Howell,79,2
67,J Ondish,315,8
46,S Wale,119,3
57,D Cadona,297,7
53,T Grassman,232,6
69,D Shaddix,353,8
65,S Arellano,275,5
62,A Vozenilek,152,3
35,C Houston,64,2
45,J Cagle,244,7
54,S Geraci,154,4
42,G Kiel,42,1
47,C Koch,160,4
59,D ONeill,416,9
56,S Harding,415,9
65,W Monday,198,4
42,P Picerelli,189,5
49,W Gregory,93,2
50,T Hibbard,282,7
49,J Laphitzondo,403,10
49,J Appleby,211,5
49,R Johnson,87,2
50,C Beatty,323,8
57,B Pinion,302,7
47,G Swanson,192,5
52,T Lewis,404,9
44,C Barber,113,3
56,R Kay,354,8
54,L Piper,123,3
49,L Yunker,295,7
58,J DuVernois,310,7
70,W Johnson,380,8
65,T Pardula,246,6
47,R Coluzzi,319,8
62,J Keehn,409,8
44,D Bell,243,6
47,K Dixon,47,1
46,L McPherson,46,1
48,A Wickman,117,3
34,Z Adkins,34,1
55,M Sadler,217,5
65,A Barnes,407,9
42,O Dubiel,42,1
42,N Jacobs,142,4
8,S Smith,8,1
53,Z Lopez,300,7
46,W Hagerup,194,5
48,T Hackett,213,5
54,P Mortell,176,4
45,M Carrizosa,98,3
53,C Brinser,298,7
52,E Toth,352,8
62,P Beltran,138,3
51,T Gleeson,136,3
67,W Baumann,221,4
47,S Doar,270,7
49,S Foltz,49,1
41,J Vogel,78,2
45,S Witkowski,86,2
49,S Bradley,49,1
50,Z Rogers,85,2
55,C Gradone,309,7
42,N Knuffman,146,4
48,E Keena,92,2
51,C Fryoux,336,8
47,M Bonnstetter,79,2
60,A Rehkow,181,4
51,K Kostol,140,3
44,J Alesi,199,6
42,R Winslow,107,3
51,D Kidd,117,3
45,D Pasquariello,87,2
35,C Gulla,35,1
41,B McDonald,191,5
57,T Meadows,182,4
46,N Neidig,120,3
46,J Farrimond,127,3
63,T Heinicke,134,3
46,J Cervl,46,1
54,B McKee,336,8
55,R Nowicki,198,5
50,T Sarrzin,282,7
49,B Critcher,173,4
54,J Koonce,360,8
39,D Kaser,39,1
56,R Dixon,210,5
53,N Renfro,313,7
38,A Starzyk,66,2
73,J McGeough,305,8
44,N Ellis,83,2
44,K Schmidt,86,2
63,S Secor,63,1
62,C Cooke,144,3
47,T Hull,122,3
42,A Hughes,100,3
55,R Rodwell,187,4
49,A Kinal,128,3
54,A Tardieu,181,4
46,K Durkee,189,5
35,C Miles,35,1
45,M Hubbard,158,4
43,W Lutz,147,4
48,J Dascalo,89,2
41,I Wheeler,144,4
43,D Meyer,81,2
57,J Davidson,496,11
52,J Schroeder,186,4
49,Z Bogard,329,9
52,N OToole,206,5
70,J Barnett,287,6
58,E Wood,300,7
44,R Rickel,165,4
60,D Schomp,118,2
46,M Haack,46,1
46,M Mengel,85,2
30,A Searl,30,1
47,R Nowicki,80,2
49,B Critcher,175,4
56,K Smith,274,6
53,T Symmank,240,5
58,Z Rogers,261,6
48,G Swanson,121,3
51,J Cervl,120,3
55,T Heinicke,103,2
40,Z Lopez,112,3
56,W Conant,407,9
50,S Wale,126,3
49,D Carlson,154,4
27,M Shiel,27,1
48,L McPherson,325,8
55,G Shouse,55,1
53,A Howell,160,4
44,H Hunt,79,2
53,T Grassman,235,6
55,C Koch,338,8
49,C Leininger,168,4
51,D ONeill,150,4
52,B Pinion,233,5
58,T Hibbard,347,8
41,B Puyol,210,6
41,A Starzyk,181,5
62,D Schomp,153,3
31,R Rickel,31,1
49,K Stern,178,4
53,C Barber,298,7
54,M Darr,357,8
56,A Rehkow,299,6
57,B McKee,216,5
50,E Toth,182,4
48,N Renfro,158,4
64,C Downing,353,8
29,H Kramer,29,1
47,S Roth,218,5
58,T Pardula,248,6
55,W Russ,255,6
48,N Walsh,89,2
52,M Ruggles,307,7
55,L Foster,234,5
63,C Cooke,358,8
56,J Manton,290,6
51,R Kay,325,8
51,R Johnson,196,5
50,A Kinal,379,9
57,J Keehn,143,3
54,S Witkowski,381,10
45,B McDonald,194,6
48,J Davidson,238,6
43,M Sadler,43,1
59,E Wood,166,4
56,J Vogel,347,8
59,W Monday,445,9
63,W Hagerup,400,8
50,P Mortell,246,6
54,W Gleeson,185,4
50,I Gross,50,1
53,S Smith,416,10
54,P Beltran,224,5
54,J Occhipinti,193,5
54,W Baumann,238,5
42,C Beatty,119,3
49,S Foltz,113,3
74,J DuVernois,338,8
42,C Johnston,42,1
54,J Lloyd,198,5
38,S Geraci,62,2
48,M Bonnstetter,101,3
38,C Edwards,150,5
49,R Winslow,293,7
65,Z Paul,356,7
52,C Gulla,210,6
40,D Pasquariello,40,1
41,C Gradone,222,6
49,T Meadows,381,9
52,D Kidd,278,7
50,T Gleeson,172,4
54,P Picerelli,334,8
49,T Hull,392,9
52,C Brinser,420,10
45,J Alesi,191,5
51,L Yunker,160,4
44,M Carrizosa,169,5
60,A Boy,290,7
42,T Sarrzin,150,4
56,J Farrimond,188,4
50,J Koonce,302,7
45,G Krstich,45,1
39,E Perry,80,3
44,R Dixon,194,5
43,K Brindza,80,2
62,D Parks,310,7
48,W Johnson,333,8
39,N Ellis,39,1
55,R Coluzzi,158,3
53,D Kaser,245,6
54,S Irwin Hill,304,7
65,H Mullins,278,6
51,J Laphitzondo,381,10
57,K Albarado,243,6
54,K Kostol,322,8
53,T Hackett,321,7
52,J Dascalo,232,6
41,A Vozenilek,123,3
55,A Melchiori,278,6
56,A Hughes,192,5
59,J Schroeder,357,8
65,K Durkee,362,7
26,C Miles,26,1
46,B Rhyne,210,5
45,D Meyer,114,3
52,M Ciabatti,228,5
53,B Holmes,120,3
51,A Tardieu,169,4
50,J Laphitzondo,214,5
28,C Ayers,28,1
44,D Schomp,123,3
36,R Rickel,67,2
47,L Piper,209,5
53,C Houston,323,8
48,I Wheeler,166,4
59,D Riggleman,116,2
48,A Solomon,48,1
43,S Arellano,146,4
46,J Bentrude,270,7
52,G Swanson,237,5
49,J Alesi,216,5
49,R Dixon,311,7
52,R Johnson,288,7
61,W Conant,263,6
56,P Beltran,223,5
64,Z Paul,216,5
63,O Dubiel,263,6
46,L Ferguson,250,6
59,J Manton,436,10
54,B Critcher,200,5
38,B McKee,108,3
42,A Tardieu,102,3
54,K Schmidt,184,4
45,D Carlson,122,3
29,J Hutchinson,29,1
48,J Keehn,338,8
37,J Davidson,65,2
44,T Grassman,180,5
55,S Geraci,249,7
35,S Smith,67,2
28,N Jacobs,51,2
40,B Pinion,113,3
56,W Baumann,410,9
46,R Coluzzi,127,4
53,M Bonnstetter,310,7
55,D ONeill,203,4
47,K Kostol,127,4
63,H Hunt,299,6
62,D Parks,327,8
51,W Gregory,97,2
54,J Koonce,179,4
39,C Beatty,77,2
63,A Kinal,395,9
38,C Barber,137,4
32,A Erickson,32,1
42,C Cooke,215,6
20,T Hudson,20,1
50,R Rodwell,115,3
45,J Vogel,83,2
48,J DuVernois,83,2
54,T Meadows,174,4
46,E Toth,170,4
40,E Keena,146,4
39,B Macek,78,2
43,N Walsh,70,2
61,T Symmank,177,4
47,L Foster,159,4
41,T Hull,115,3
47,D Cadona,127,3
40,W Lutz,114,3
54,M Ruggles,286,6
56,N Renfro,217,6
69,C Johnston,102,2
44,M Sadler,346,9
54,S Foltz,287,8
40,C Koch,177,5
33,B McDonald,58,2
55,W Gleeson,238,5
40,G Wunderlich,40,1
64,J Scott,311,6
51,L Cooke,181,4
51,D Kaser,302,7
37,Z Lopez,52,2
40,T Sarrzin,82,3
56,T Hibbard,251,6
51,A Hughes,280,7
51,A Boy,146,3
55,S Wale,132,3
54,T Wedel,216,5
7,D Hare,7,1
56,A Melchiori,350,8
45,S Witkowski,125,3
46,R Nowicki,149,4
41,C Gradone,251,7
52,D Meyer,158,4
51,K Brindza,221,6
43,B Rhyne,271,7
40,K Smith,144,4
55,C Downing,226,5
31,H Kramer,58,2
49,J Cervl,222,6
32,T Williams,32,1
58,J Farrimond,263,6
44,S Harding,258,7
57,T Gleeson,146,3
61,W Hagerup,190,4
35,M Carrizosa,101,3
43,L Yunker,183,6
45,N Bornand,45,1
54,E Perry,226,5
56,J Barnett,308,7
61,M Darr,344,8
46,K Christy,282,8
56,W Russ,308,7
56,S Roth,249,6
47,W Johnson,197,5
57,A Rehkow,241,5
52,M Mengel,273,6
35,A Searl,35,1
59,T Hackett,394,8
47,C Kessler,134,4
65,K Albarado,119,2
51,M Haack,240,6
32,M Bercovici,32,1
44,K Stern,158,4
46,Z Rogers,170,5
46,A Vozenilek,205,5
50,R Winslow,278,7
55,J Dascalo,173,4
50,C Leininger,161,4
41,J Occhipinti,118,3
41,H Mullins,80,2
50,J Schroeder,246,6
36,N Ellis,171,6
49,N OToole,181,4
58,T Pardula,621,14
47,C Houston,282,7
59,S Arellano,435,10
61,Z Rogers,349,8
46,J Alesi,169,4
38,B Rhyne,143,4
56,J Dascalo,336,8
56,L Yunker,250,6
49,N Bornand,89,2
49,G Swanson,270,7
57,Z Paul,178,4
40,C Koch,145,4
48,B Critcher,104,3
56,T Turner,112,3
46,S Irwin Hill,256,7
58,J Scott,354,8
44,A Tardieu,161,4
52,J Farrimond,127,3
56,D Riggleman,244,5
48,K Albarado,233,6
58,K Schmidt,305,6
47,S Secor,47,1
74,J Schroeder,219,5
54,S Roth,186,4
51,E Perry,267,7
58,C Leininger,267,6
60,K Durkee,199,5
57,B Pinion,419,10
57,R Johnson,531,12
62,O Dubiel,257,6
42,T Grassman,167,4
63,K Christy,190,4
52,J Keehn,363,8
54,W Lutz,204,5
42,M Hubbard,42,1
53,L Ferguson,93,2
43,K Ellison,76,2
43,R Nowicki,43,1
73,A Rehkow,162,3
43,R Rodwell,43,1
61,W Monday,133,3
66,S Harding,243,5
49,E Wood,329,8
51,D Kidd,327,8
64,E Toth,403,9
36,C Downing,70,2
47,N Ellis,128,3
55,T Pardula,308,7
54,K Smith,266,6
49,A Melchiori,198,5
44,B McDonald,188,5
46,L Foster,176,5
43,J Manton,303,8
44,S Smith,195,5
42,N Jacobs,42,1
49,L Piper,274,7
65,J Vogel,233,5
60,S Geraci,239,6
52,W Hagerup,219,5
42,C Gulla,167,5
53,P Mortell,224,5
42,C Gradone,200,6
57,C Brinser,264,6
39,C Barber,109,3
35,A Erickson,64,2
54,T Williams,142,3
44,Z Lopez,266,7
44,L Cooke,196,5
49,D Carlson,257,6
48,P Beltran,130,3
38,H Alford,152,5
58,W Baumann,222,5
48,A Howell,119,3
52,A Boy,216,5
54,H Hunt,186,5
53,T Wedel,254,6
57,R Coluzzi,199,5
55,K Brindza,209,5
44,T Hibbard,195,5
46,M Bonnstetter,170,4
62,J Davidson,382,8
66,J Barnett,394,9
61,W Russ,316,8
51,T Meadows,167,4
42,M Sadler,84,2
62,M Ciabatti,274,6
50,W Gregory,217,5
54,R Dixon,145,3
48,C Beatty,92,2
48,A Starzyk,157,4
56,D Parks,259,6
54,M Darr,200,4
58,N Pollard,318,7
49,P Picerelli,247,7
40,J Wain,144,4
40,R Kay,77,2
57,S Witkowski,180,4
59,D Kaser,304,6
47,W Gleeson,299,7
48,G Wunderlich,48,1
55,T Symmank,270,6
51,N OToole,172,4
45,H Mullins,161,4
71,E Keena,161,3
32,B Macek,32,1
46,M Mengel,161,4
44,I Wheeler,116,3
45,M Ruggles,45,1
41,J Showers,41,1
54,J Cervl,143,3
35,T Heinicke,35,1
44,K Stern,232,7
55,J Laphitzondo,266,6
51,J Bentrude,184,4
35,J Thompson,35,1
52,W Conant,210,5
68,C Cooke,212,5
53,T Burns,144,4
46,D Meyer,192,5
72,J DuVernois,334,7
58,W Johnson,370,8
54,D Cadona,134,4
47,K Kostol,290,7
51,T Hackett,302,7
50,R Winslow,291,7
57,A Hughes,292,7
44,S Wale,163,4
50,G Swanson,298,7
52,L Piper,218,6
50,A Starzyk,211,5
49,W Conant,206,5
49,Z Rogers,214,5
56,J Scott,200,4
56,D Kaser,405,9
37,S Irwin Hill,99,3
41,C Barber,71,2
34,A Erickson,34,1
54,M Haack,90,2
39,M Bercovici,77,2
52,B Rhyne,286,7
57,A Howell,501,10
55,B Pinion,418,10
70,J Davidson,251,6
56,J Schroeder,219,5
53,S Arellano,108,3
52,A Boy,154,4
54,C Leininger,352,8
40,M Mengel,111,3
41,C Houston,129,4
61,P Picerelli,189,4
43,R Coluzzi,121,3
54,K Schmidt,114,3
39,S Secor,39,1
49,H Hunt,306,7
53,J Bentrude,298,7
53,W Monday,301,7
54,A Vozenilek,216,5
40,D Schomp,40,1
38,J Occhipinti,110,3
46,J Laphitzondo,230,6
57,T Williams,152,3
52,K Christy,190,5
59,C Brinser,278,6
54,C Beatty,211,5
52,K Brindza,131,3
53,A Rehkow,128,3
53,S Witkowski,222,5
50,E Toth,399,10
53,M Sadler,182,4
61,A Melchiori,61,1
53,A Tardieu,114,3
49,R Johnson,120,3
56,W Baumann,172,4
57,J Keehn,178,4
49,L Foster,324,8
48,L McPherson,222,6
36,G Shouse,55,2
50,K Stern,224,5
47,N Renfro,340,9
52,C Kornbrath,187,5
47,D Kidd,147,4
41,B McDonald,76,2
62,O Dubiel,285,6
55,P Mortell,188,4
47,T Meadows,126,3
67,W Gleeson,434,9
55,M Darr,410,9
55,Z Lopez,176,5
48,S OKane,145,4
61,H Mullins,214,5
54,T Hibbard,133,3
41,R Rodwell,60,2
40,C Koch,185,5
44,C Gradone,295,8
37,S Foltz,167,5
41,E Keena,121,3
41,B Macek,41,1
45,T Sarrzin,79,2
53,C Johnston,53,1
50,T Gleeson,218,6
46,M Bonnstetter,295,8
46,Z Paul,274,7
31,J Barnett,56,2
51,N Walsh,194,5
36,I Wheeler,36,1
50,K Durkee,132,3
41,C Miles,41,1
56,B McKee,194,5
49,W Lutz,123,3
36,M Hubbard,92,3
43,P Fish,78,2
37,T Hull,37,1
49,J Hollingsworth,256,6
46,J Alesi,131,4
53,S Harding,231,6
46,J Koonce,171,4
39,S Geraci,65,2
42,J Lloyd,42,1
55,E Perry,223,5
59,K Smith,399,9
63,W Russ,305,6
50,C Downing,278,7
43,D Parks,185,5
52,M Ciabatti,232,5
45,R Kay,160,4
48,B Critcher,88,2
58,T Symmank,210,5
57,T Pardula,270,6
44,K Albarado,181,5
46,D ONeill,161,4
65,A Kinal,359,8
60,R Dixon,266,6
55,N OToole,256,6
69,S Roth,403,9
52,E Wood,215,5
51,M Carrizosa,91,2
59,D Cadona,270,6
42,L Ferguson,124,3
33,S Hogan,33,1
48,W Gregory,166,4
46,J Wain,306,8
57,A Hughes,308,7
45,J Vogel,195,5
55,S Wale,181,4
76,S Arellano,387,8
48,C Leininger,164,4
36,I Wheeler,118,4
38,J Lloyd,159,5
52,M Ciabatti,299,7
51,B McKee,130,3
47,R Kay,291,7
54,S Irwin Hill,173,4
36,T Baker,36,1
60,H Mullins,293,6
42,D Carlson,70,2
47,T Hull,47,1
47,K Schmidt,123,3
56,Z Paul,194,4
45,T Grassman,162,4
54,R Coluzzi,189,4
40,C Houston,94,3
61,A Starzyk,325,8
52,B Pinion,247,6
53,R Dixon,408,9
48,D ONeill,319,8
59,A Searl,194,4
49,M Mengel,166,4
41,H Hunt,41,1
43,E Wood,120,3
52,O Dubiel,193,5
51,T Wedel,139,3
41,M Hubbard,73,2
43,R Nowicki,43,1
60,S Harding,227,5
60,A Boy,154,3
44,B Sanchez,44,1
61,J DuVernois,438,9
57,P Mortell,265,6
52,N Walsh,164,4
56,W Russ,260,7
39,M Davidson,39,1
58,L Foster,287,6
53,D Bell,196,4
48,J Manton,208,5
64,W Johnson,262,6
45,J Keehn,157,4
50,W Gleeson,230,6
54,G Wunderlich,95,2
46,M Sadler,150,4
55,W Hagerup,254,6
51,C Koch,306,7
51,A Melchiori,229,5
50,C Brinser,162,4
55,C Cooke,249,6
36,T Hudson,36,1
64,T Williams,257,5
46,D Schomp,134,3
40,R Rickel,103,3
43,P Beltran,43,1
50,M Carrizosa,133,3
36,S Foltz,99,3
57,T Gleeson,216,5
71,K Smith,263,5
