longest punt, name, punt yards, punts
50,R Stonehouse,176,4
56,S Gaudion,107,2
36,B Scruton,36,1
56,P Theisler,446,10
46,T Zaleski,262,7
63,J Fox,217,5
40,A Martinez,157,5
45,C Darbone,45,1
43,N Snyder,112,3
56,B Desautels,340,8
42,L Magliozzi,79,2
31,M Loudermilk,31,1
51,J Herbers,207,5
69,P Theisler,461,10
50,J Schopper,169,4
48,J Collins,265,7
57,B Crawford,238,6
56,D Whelan,276,7
33,J Maier,33,1
48,Z Block,337,9
46,D Maggio,221,6
60,B Mann,105,2
54,P Pastorello,379,9
53,K Greenwell,97,2
51,C Williams,233,6
52,G Lugo,181,5
58,M Wishnowsky,143,3
45,D Lloyd,491,12
52,D Caston,52,1
50,I Wall,213,5
45,M Hockett,81,2
52,J McClure,52,1
63,B Withrow,446,10
61,R Stonehouse,439,9
45,A Kinney,130,3
41,A Parker,41,1
46,N Schrage,92,2
36,Z Potter,36,1
58,J Julien,146,3
60,C McCreary,183,4
49,J Hartbarger,79,2
40,T Hintze,97,3
39,Q Conaway,71,2
50,B Niesner,423,10
63,J Bailey,244,5
52,B Heicklen,257,6
49,A Lotti,158,4
37,A Rinella,211,6
54,N Mihalic,183,5
51,S Hofrichter,175,4
47,C Scott,130,3
53,M Nolan,294,7
55,C Grace,129,3
59,J Reynolds,460,10
39,S Delong,109,3
58,M King,346,8
44,B Johnson,122,4
25,R Bauer,25,1
46,N Bruno,163,4
53,D Klumph,228,5
44,R Almond,160,4
62,M Sleep Dalton,237,5
49,Y Routsas,286,7
45,D Galitz,128,3
55,S Laryea,302,7
49,G Carlson,109,4
47,G Georgopoulos,243,6
21,T Reynolds,21,1
47,E Finegan,223,6
52,F Romo Martinez,186,4
54,S Coutts,269,8
51,H Lent,295,7
45,J VanSickle,112,3
31,K Corbett,58,2
52,A Mevis,238,6
38,W Spiers,67,2
53,G Atkins,337,8
50,S Wilson,132,3
50,H Whitehead,86,2
53,T Townsend,89,2
48,K Reighard,292,7
53,B Cusick,91,2
56,C Coffey,188,4
63,J Camarda,165,3
51,D Stuart,320,8
51,M Bauerle,87,2
40,S Werts,40,1
71,J Pettiway,140,3
34,C Benjamin Jr,93,3
48,P Harvin III,48,1
51,C McCullough,372,9
43,S Gaudion,43,1
40,O White,115,3
69,B Hayes,267,5
58,G Urenovitch,191,5
69,C Rastetter,215,4
53,M Ference,283,6
62,K Thompson,376,8
32,D Gagen,32,1
48,W Jones,244,6
63,A Hicks,256,6
53,B Schutt,378,8
54,M Duffy,200,4
64,J Sheldon,420,9
40,A Alves,144,4
39,B Cate,235,7
42,R Byrns,63,2
54,M Mendez,244,6
46,W Lees,265,7
56,R Bujcevski,339,9
38,A Williams,72,2
52,M Shiel,381,9
58,K Kramer,239,5
47,R LeFevre,247,6
26,I Green,26,1
49,C Fatony,123,3
47,Z Cox,331,9
15,J Foley,15,1
48,T Day,123,3
45,C Lewallen,314,8
32,T Duran,32,1
44,A Cole III,73,2
41,H OKelly,117,3
52,T Dyer,146,3
46,D Balcomb,198,6
57,T Newsome,274,6
51,W Hart,131,3
51,A Kenworthy,86,2
65,J Sackville,333,7
48,B Hicks,48,1
65,D Chrisman,65,1
51,D Rodriguez,244,6
58,M Farkas,368,8
57,D Lebofsky,134,3
34,C Newton,34,1
40,A Seibert,76,2
50,S Riella,228,6
46,B Maimone,124,3
44,T Snee,76,2
45,G Tinnerman,198,6
38,M Lawler,38,1
56,k Christodoulou,93,2
42,E Stark,181,5
55,B Gillikin,215,5
53,C Howell,261,6
57,J Fox,246,5
47,D Roy,136,3
47,A Korsak,118,3
60,C Stewart,288,8
54,C Waitman,192,4
62,D Dyer,156,4
46,J Charlton,46,1
44,C Ouverson,160,4
49,T Schneider,147,4
56,H Stephenson,319,7
42,Z Everett,80,2
59,C Jacquemin,327,8
36,A Nunez,59,2
50,C Barajas,246,7
37,M Fontenot,70,2
45,C Bowler,86,2
57,N Fondacaro,128,3
44,J Doyle,228,6
53,B Kinney,53,1
68,T Bennett,197,4
51,T Wallace,271,7
54,B Flint,263,6
65,R King,392,9
50,T Sumpter,200,5
46,Q Skillin,97,3
37,J Velazquez,37,1
47,D Panazzolo,172,5
40,M Brown,92,3
57,S Flintoft,259,6
52,J Smith,347,8
48,R Budrovich,115,4
51,H Hicken,286,7
47,M Crawford,319,8
54,D Arnson,272,6
45,P Thome,147,4
50,M Bonadies,171,4
50,L Coleman,153,4
42,M Breckenridge,181,5
43,R Porter,79,2
43,J Whitford,43,1
47,A Siposs,87,2
30,A Marshall,30,1
51,T Zaleski,355,9
60,O Draguicevich,155,3
52,J Sackville,444,11
41,A Nunez,184,5
47,N Gasser,47,1
43,J Fonseca,43,1
61,N OShea,281,8
32,A Raya,32,1
39,S Delong,140,4
53,C Grace,319,8
39,Z Potter,136,4
50,N Schrage,85,2
44,A Peart,119,4
37,A Alves,65,2
40,A Siposs,76,2
69,A Craven,438,10
55,M Sleep Dalton,217,5
74,J Hartbarger,214,4
32,R Lombardi,32,1
37,G Carlson,127,4
46,D Ng,240,6
55,C Wilkinson,174,4
35,Q Skillin,35,1
59,L Magliozzi,432,9
50,G Tinnerman,354,9
43,W Lees,143,4
52,R Almond,266,6
48,S Coutts,255,6
39,M Loudermilk,89,3
57,J Pettiway,350,8
52,K Corbett,190,5
35,J VanSickle,35,1
45,C Howell,81,2
29,X Subotsch,29,1
49,J Sheldon,316,8
56,K Thompson,323,8
33,D Gagen,33,1
70,R Stonehouse,284,5
42,R Bauer,191,5
40,C Ouverson,78,2
36,K Anderson,36,1
39,K Greenwell,76,2
48,J Young,171,4
60,H Lent,223,5
31,S Riella,60,2
47,C Scott,203,5
49,T Townsend,109,3
43,M Duffy,157,4
59,L Tyler,325,7
42,D Hodges,175,5
46,S Gaudion,185,5
64,J Fox,185,4
54,D Roy,302,7
51,D Klumph,254,6
51,B Hayes,287,7
32,C McLaughlin,32,1
53,A Fellner,227,5
36,S McGuire,36,1
58,H Whitehead,213,6
61,L Coleman,313,7
51,C Rastetter,169,4
25,N Stanley,25,1
58,C Dunn,293,8
47,A Hicks,128,3
45,B Rodriguez,110,3
34,T Day,34,1
46,G Urenovitch,150,5
45,D Lebofsky,109,3
30,I Moore,57,2
