average punt yards, longest punt, name, punts, punts inside the twenty
22.000,39,Bryan Barker,3,1
29.500,40,Dan Stryzinski,6,2
46.800,71,Brian Moorman,4,1
41.000,50,Ken Walter,5,0
32.600,47,Todd Sauerbrun,7,1
28.100,58,Chris Hanson,7,0
33.800,51,Nick Harris,4,0
42.400,55,Micah Knorr,5,2
35.000,49,Chris Gardocki,3,2
39.000,50,Hunter Smith,3,1
37.800,51,Toby Gowin,6,1
42.600,48,Chris Mohr,5,2
30.700,41,John Jett,6,1
21.500,52,Scott Player,4,0
39.500,40,Josh Bidwell,2,0
30.500,37,Eddie Johnson,2,0
33.800,50,Jason Baker,5,1
37.100,50,Darren Bennett,7,1
36.300,50,Mark Royals,7,3
42.000,49,Chad Stanley,5,1
35.600,53,Jeff Feagles,5,2
34.800,41,Sean Landeta,4,1
41.800,57,Josh Miller,5,0
36.200,55,Dave Zastudil,6,2
37.900,49,Tom Rouen,7,5
41.000,56,Mitch Berger,5,2
41.000,52,Bill Lafleur,3,2
31.750,47,Brad Maynard,7,2
37.800,49,Craig Hentrich,5,1
39.900,65,Shane Lechler,7,2
31.000,50,Dirk Johnson,7,0
42.500,59,Tom Tupa,6,3
36.500,64,Scott Player,4,1
38.400,50,Tom Rouen,5,2
36.700,48,Chris Mohr,6,0
30.000,52,Bryan Barker,8,2
36.000,51,Dave Zastudil,4,0
34.000,50,Chris Gardocki,8,2
36.000,54,Josh Bidwell,7,2
28.000,28,Ryan Longwell,1,1
36.700,45,John Jett,9,4
34.300,43,Hunter Smith,4,1
33.300,51,Craig Hentrich,6,3
34.800,47,Chris Hanson,4,1
41.500,56,Brian Moorman,2,0
34.200,56,Jason Baker,5,1
30.800,54,Josh Miller,5,1
23.700,42,Eddie Johnson,3,0
33.800,48,Brad Maynard,5,2
43.100,59,Mitch Berger,7,2
37.400,51,Chad Stanley,8,1
42.000,51,Dan Stryzinski,4,2
38.200,44,Mark Royals,5,2
34.600,56,Dirk Johnson,8,2
34.000,52,Ken Walter,10,4
41.500,61,Shane Lechler,6,2
25.000,53,Nick Harris,6,2
39.400,51,Darren Bennett,5,2
30.000,49,Micah Knorr,3,1
37.000,52,Sean Landeta,4,0
37.300,56,Bill Lafleur,6,3
35.100,59,Tom Tupa,7,4
42.400,55,Todd Sauerbrun,7,3
34.400,56,Jeff Feagles,7,2
