longest rush, name, rushes, rushing touchdowns, rushing yards
7,K Johnson,1,0,7
8,F Reid,20,1,26
2,A Brink,2,2,3
2,B Pierce,2,0,3
8,C Boyd,12,2,45
19,C Lemon,2,0,27
12,J Johnson,2,0,22
1,A Durie,1,0,1
12,D Durant,7,0,54
8,B West,7,0,34
8,S Foord,3,0,9
2,W Dressler,1,0,2
9,D Porter,5,0,22
12,K Joseph,2,0,14
3,C McCarty,1,0,3
15,J Robertson,11,0,62
13,A Harris,8,0,33
5,T Lulay,1,0,5
1,K Johnson,1,0,1
16,F Reid,12,0,54
8,B Pierce,3,0,18
1,A Brink,1,0,1
14,A Cobourne,15,0,60
6,M Thigpen,1,0,6
2,Q Porter,4,1,5
21,H Burris,3,1,29
11,J Cornish,3,0,19
8,J Reynolds,3,0,11
2,D Tate,2,0,3
16,B Whitaker,9,0,48
15,A Calvillo,1,0,15
1,A McPherson,1,0,1
32,C Boyd,11,0,76
6,A Durie,2,0,10
1,B Hall,1,0,1
10,T Brown,12,0,54
8,A Harris,6,0,35
17,J Jackson,4,0,20
15,S Gore,2,0,20
5,T Lulay,1,1,5
4,J Lee,1,0,4
13,W Cates,18,0,45
14,D Durant,6,0,39
5,B West,1,0,5
6,F Reid,14,0,35
10,B Pierce,4,0,19
2,A Brink,2,0,3
23,A Cobourne,19,2,102
20,Q Porter,7,2,34
5,M Thigpen,5,0,8
10,B Whitaker,8,0,56
14,A McPherson,2,0,14
7,R Santos,1,0,7
0,D Diedrick,1,0,0
17,J Cornish,7,0,43
10,H Burris,3,0,21
5,J Reynolds,6,0,13
3,D Tate,3,0,6
13,J Messam,14,0,51
6,C McCarty,9,0,32
10,R Ray,2,0,15
13,E Ward,1,0,13
5,P Fils,2,0,9
4,J Armstead,1,0,4
2,K Joseph,2,1,3
6,J Messam,6,0,19
4,C McCarty,6,0,11
9,K Joseph,2,1,10
2,R Ray,1,0,2
21,J Reynolds,14,0,80
17,H Burris,5,1,47
38,J Cornish,2,0,44
3,D Tate,3,0,6
5,L Taylor,1,0,5
12,A Harris,8,0,56
53,T Lulay,1,0,53
8,T Brown,8,1,18
8,S Gore,1,0,8
2,J Jackson,1,0,2
15,C Boyd,14,0,71
13,S Jyles,5,0,47
2,B Hall,1,0,2
11,B Whitaker,14,0,72
6,D Diedrick,6,1,19
4,A McPherson,2,0,7
31,Q Porter,2,0,32
5,K Glenn,1,0,5
3,A Cobourne,5,0,2
15,F Reid,11,1,46
26,C Denmark,1,0,26
7,B Pierce,3,0,14
5,A Brink,2,0,7
17,W Cates,11,1,50
10,D Durant,5,0,30
11,A Cobourne,6,1,28
7,Q Porter,2,0,11
43,J Messam,15,2,139
53,C McCarty,5,0,61
14,R Ray,3,0,16
4,K Joseph,3,1,6
10,W Cates,12,0,56
15,D Durant,5,0,40
6,W Dressler,1,1,6
4,B West,1,0,4
17,C Boyd,15,0,90
23,S Jyles,9,0,81
6,A Durie,2,0,10
3,J Johnson,2,0,6
1,B Hall,1,0,1
10,H Burris,3,0,21
11,J Cornish,3,0,16
10,J Reynolds,7,0,15
1,D Tate,3,1,3
1,L Taylor,1,0,1
11,A Harris,11,0,50
9,T Brown,5,0,26
8,T Lulay,5,0,19
13,S Gore,2,0,17
5,R Lumbala,2,1,6
3,J Lee,1,0,3
1,J Jackson,1,0,1
22,B Whitaker,8,0,51
14,A Calvillo,4,0,24
2,A McPherson,3,0,6
47,F Reid,13,1,84
14,B Pierce,3,0,24
9,T Brown,1,0,9
1,A Brink,2,0,2
21,J Messam,8,0,58
11,R Ray,3,0,26
15,C McCarty,1,0,15
2,E Ward,1,0,2
27,B Whitaker,20,1,113
25,A McPherson,5,0,45
5,A Calvillo,1,0,5
1,D Diedrick,1,0,1
16,D Durant,3,0,22
7,W Cates,6,0,16
7,B West,2,0,7
3,W Dressler,1,0,3
10,A Harris,8,0,35
13,T Brown,3,1,14
7,T Lulay,3,0,12
9,S Gore,1,0,9
3,J Robertson,4,0,8
0,A Bruce,1,0,0
44,C Boyd,12,0,109
18,S Jyles,8,1,61
6,D Bell,1,0,6
4,C Owens,1,0,4
17,C Volny,7,0,59
7,F Reid,8,0,44
5,A Brink,5,0,11
6,B Pierce,2,0,9
3,C Watson,2,0,4
14,A Cobourne,15,1,84
15,T Grant,5,1,23
7,K Glenn,1,0,7
1,Q Porter,3,1,2
32,J Cornish,9,0,84
75,L Coker,1,1,75
12,H Burris,2,0,24
3,D Tate,3,0,5
32,C Garrett,11,1,76
11,A Brink,4,0,21
15,B Whitaker,15,0,75
4,D Diedrick,2,1,6
12,A Harris,11,0,60
22,T Lulay,4,1,44
6,T Brown,5,0,16
11,K Johnson,2,0,15
0,S Gore,1,0,0
0,R Lumbala,1,0,0
14,J Messam,12,0,70
13,R Ray,5,0,38
17,K Joseph,3,1,28
35,J Cornish,13,2,149
28,L Coker,11,0,66
7,A Franklin,1,0,7
2,D Tate,4,1,5
2,H Burris,2,0,3
7,W Cates,8,0,34
11,D Durant,4,0,27
4,R Dinwiddie,2,0,5
4,N Hughes,2,0,5
3,B West,1,0,3
24,S Jyles,7,0,60
16,C Boyd,11,0,60
1,D Bell,1,0,1
89,T Grant,10,1,115
11,A Cobourne,12,0,53
11,C Williams,2,0,16
3,K Glenn,1,0,3
2,Q Porter,2,1,3
20,A Cobourne,8,0,43
14,Q Porter,3,1,16
8,T Grant,4,0,13
5,K Glenn,3,0,9
22,C Garrett,18,0,131
12,B Pierce,4,1,24
18,C Denmark,1,0,18
2,A Brink,3,1,4
16,T Brown,6,0,54
9,T Lulay,3,0,15
6,A Harris,6,1,10
3,J Jackson,4,0,6
3,S Gore,1,0,3
17,J Cornish,9,1,49
10,H Burris,5,0,31
7,L Coker,6,0,19
12,L Talley,1,0,12
1,D Tate,3,1,3
25,B Whitaker,17,0,126
19,A Calvillo,2,1,20
5,A McPherson,2,1,8
7,D Diedrick,1,0,7
21,S Jyles,7,0,68
7,C Boyd,7,0,27
11,B Hall,1,0,11
3,J Johnson,1,0,3
51,J Messam,20,1,118
4,R Ray,3,0,6
5,J Armstead,1,0,5
1,C McCarty,2,0,2
0,K Joseph,1,0,0
32,W Cates,8,0,66
20,N Hughes,3,0,25
4,R Dinwiddie,1,0,4
3,H Charles,1,0,3
1,D Durant,1,0,1
0,W Dressler,1,0,0
35,C Boyd,18,1,148
14,S Jyles,6,0,47
24,C Kackert,3,0,35
3,B Hall,3,1,6
57,J Cornish,12,0,128
15,D Tate,8,0,45
15,L Coker,2,0,28
8,L Taylor,1,0,8
2,H Burris,1,0,2
22,J Messam,11,1,74
16,R Ray,3,0,20
1,K Joseph,1,0,1
1,J Armstead,1,0,1
1,C McCarty,1,0,1
17,C Garrett,15,0,89
11,B Pierce,4,0,27
1,A Brink,1,1,1
22,B Whitaker,15,0,79
11,A Calvillo,1,0,11
3,A McPherson,4,0,9
3,D Diedrick,2,0,5
11,A Cobourne,9,0,36
15,K Glenn,1,1,15
8,Q Porter,3,0,15
5,C Williams,1,0,5
0,T Grant,1,0,0
16,W Cates,14,0,88
8,B West,2,0,9
5,D Durant,2,0,6
5,C Koch,1,0,5
16,A Harris,10,0,46
16,K Johnson,2,0,31
18,T Lulay,2,0,24
3,J Jackson,1,0,3
64,C Boyd,15,0,132
10,S Jyles,5,0,19
1,J Johnson,1,1,1
0,B Hall,1,0,0
24,J Messam,19,0,115
10,J Armstead,1,0,10
9,R Ray,1,1,9
5,P Fils,2,0,6
3,M Bertrand,1,0,3
16,J Cornish,13,1,92
7,J Reynolds,4,0,17
4,R Bryant,1,1,4
15,B West,6,0,39
6,W Cates,6,0,19
11,W Dressler,1,0,11
5,D Durant,2,1,8
5,N Hughes,1,0,5
1,C Bergquist,2,0,1
32,C Garrett,11,2,57
7,B Pierce,3,0,20
2,A Brink,3,0,3
25,B Whitaker,15,1,109
11,A Calvillo,2,0,12
2,D Diedrick,2,0,3
24,A Cobourne,14,0,61
23,Q Porter,2,1,24
8,D Stephenson,1,0,8
4,J Boltus,1,0,4
0,K Glenn,1,0,0
32,A Harris,3,0,40
9,J Sanders,4,0,18
7,J Jackson,3,0,10
1,J Lee,1,0,1
24,C Garrett,20,0,159
12,A Brink,6,0,27
19,C Denmark,1,0,19
35,C Boyd,14,0,91
16,S Jyles,6,0,46
8,C Owens,1,0,8
5,J Johnson,1,0,5
22,B West,19,0,96
18,R Dinwiddie,8,0,53
21,N Hughes,6,1,40
1,C Bergquist,1,0,1
32,A Cobourne,8,0,33
9,Q Porter,4,0,14
5,M Thigpen,2,0,4
2,D Stephenson,2,0,4
8,J Robertson,10,0,30
11,T Lulay,3,0,22
4,A Harris,2,0,6
13,H Charles,6,0,33
7,J Messam,9,0,17
4,R Ray,3,0,8
2,K Joseph,2,0,3
1,M Bertrand,1,0,1
72,M Brouillette,1,1,72
9,B Whitaker,16,1,69
9,A Calvillo,3,0,17
1,A McPherson,2,1,2
35,J Cornish,15,2,71
18,L Talley,2,0,31
16,D Tate,2,0,28
17,L Taylor,1,0,17
2,J Reynolds,1,0,2
1,H Burris,2,0,2
24,C Boyd,18,1,105
14,M Mann,1,0,14
6,A Durie,2,0,5
2,B Hall,1,0,2
5,D Porter,8,0,24
8,Q Porter,4,0,17
12,J Boltus,1,0,12
11,K Glenn,1,0,11
5,D Stephenson,3,0,5
29,J Messam,13,0,76
1,H Charles,2,0,2
1,K Joseph,1,0,1
19,W Cates,14,0,89
19,W Dressler,1,0,19
4,N Hughes,1,0,4
0,R Dinwiddie,1,0,0
22,L Coker,4,0,46
12,J Cornish,8,1,38
11,D Tate,5,0,33
3,H Burris,4,1,8
4,L Taylor,1,0,4
11,C Garrett,17,1,64
21,A Brink,3,1,24
43,T Brown,10,0,96
26,T Lulay,3,0,51
8,A Harris,5,0,22
10,S Gore,1,0,10
4,J Jackson,3,0,7
22,D Diedrick,10,0,57
12,B Whitaker,4,0,17
4,A McPherson,2,0,5
12,B Whitaker,15,1,79
8,A Calvillo,2,0,12
1,A McPherson,1,1,1
46,A Cobourne,14,1,97
50,M Thigpen,3,1,56
6,C Williams,3,0,5
1,Q Porter,3,2,3
8,J Messam,9,1,32
14,R Ray,3,0,31
7,H Charles,4,0,13
5,J Armstead,1,0,5
1,C McCarty,1,1,1
25,J Cornish,14,1,127
9,H Burris,5,0,31
6,L Coker,5,0,22
8,L Taylor,1,0,8
8,D Tate,1,0,8
5,N Lewis,1,0,5
25,C Garrett,29,1,190
17,B Pierce,9,0,66
12,C Denmark,2,0,15
11,A Cobourne,9,0,28
8,Q Porter,3,0,11
5,K Glenn,1,0,5
61,T Lulay,3,1,63
13,A Harris,7,1,41
20,T Brown,7,0,38
9,K Johnson,2,0,14
7,J Jackson,2,0,7
36,H Charles,8,0,53
16,R Ray,3,0,36
6,C McCarty,1,0,6
19,A Harris,10,1,65
9,J Jackson,3,0,16
7,T Lulay,2,0,8
2,T Brown,2,0,2
11,C Garrett,8,0,26
12,B Pierce,4,0,17
