at bats, average, batting order, doubles, hit by pitchers, hits, home runs, left on base, name, position, rbi, runs, sacrifice flies, strike outs, triples, walks
4,0,7,0,[],0,0,5,Jason Varitek,,0,1,0,2,0,1
3,667,8,1,[],2,0,0,Mark Bellhorn,,0,0,0,0,0,1
1,0,9,0,[],0,0,2,Pokey Reese,,0,1,0,0,0,2
0,0,,0,[],0,0,0,Cesar Crespo,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brian Daubach,,0,0,0,0,0,1
4,500,1,0,[],2,0,0,Craig Biggio,,0,1,0,0,0,1
4,250,2,0,[],1,0,2,Adam Everett,,0,1,0,0,0,0
3,333,3,0,[],1,0,0,Jeff Bagwell,,0,0,0,1,0,2
3,0,4,0,[],0,0,6,Jeff Kent,,1,0,1,0,0,0
4,750,5,0,[],3,1,0,Richard Hidalgo,,2,1,0,0,0,0
4,0,6,0,[],0,0,5,Lance Berkman,,0,0,0,0,0,0
4,250,7,1,[],1,0,0,Morgan Ensberg,,0,1,0,0,0,0
4,250,8,0,[],1,0,0,Brad Ausmus,,1,0,0,0,0,0
2,0,9,0,[],0,0,0,Roy Oswalt,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brad Lidge,,0,0,0,0,0,0
1,0,,0,[],0,0,0,Jose Vizcaino,,0,0,0,1,0,0
0,0,,0,[],0,0,0,Octavio Dotel,,0,0,0,0,0,0
4,500,1,1,[],2,0,0,Ray Durham,,0,1,0,1,0,0
4,0,2,0,[],0,0,2,JT Snow,,1,0,1,2,0,0
5,400,3,0,[],2,0,0,Michael Tucker,,0,1,0,1,0,0
3,1000,4,2,[],3,1,0,Barry Bonds,,3,2,0,0,0,1
4,250,5,0,[],1,0,1,Edgardo Alfonzo,,0,0,0,1,0,0
4,500,6,0,[],2,0,2,AJ Pierzynski,,1,0,0,0,0,0
3,0,7,0,[],0,0,3,Marquis Grissom,,0,0,0,0,0,1
4,0,8,0,[],0,0,2,Neifi Perez,,0,0,0,2,0,0
2,0,9,0,[],0,0,0,Kirk Rueter,,0,0,0,0,0,0
1,0,,0,[],0,0,0,Pedro Feliz,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Leo Estrella,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Kevin Walker,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Felix Rodriguez,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Tony Torcato,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Cody Ransom,,0,1,0,0,0,0
0,0,,0,[],0,0,0,Matt Herges,,0,0,0,0,0,0
5,0,1,0,[],0,0,3,Mark Kotsay,,0,0,0,0,0,0
4,500,2,1,[],2,0,0,Bobby Kielty,,0,2,0,1,0,0
3,333,3,0,[],1,0,1,Eric Chavez,,0,1,0,1,0,1
3,667,4,1,[],2,0,0,Jermaine Dye,,2,0,0,0,0,1
3,333,5,0,[],1,0,3,Erubiel Durazo,,0,1,0,1,0,0
3,333,6,0,[],1,0,2,Eric Karros,,1,0,0,0,0,1
4,0,7,0,[],0,0,4,Bobby Crosby,,0,1,0,1,0,0
3,0,8,0,[],0,0,0,Damian Miller,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Billy McMillon,,0,0,0,0,0,0
1,1000,,1,[],1,0,0,Eric Byrnes,,2,0,0,0,0,0
0,0,,0,[],0,0,0,Adam Melhuse,,0,0,0,0,0,0
3,333,9,0,[],1,0,0,Marco Scutaro,,0,0,0,0,0,1
5,400,1,0,[],2,0,2,Michael Young,,1,1,0,0,0,0
4,250,2,1,[],1,0,3,Hank Blalock,,0,0,0,1,0,1
3,333,3,0,[],1,0,2,Alfonso Soriano,,0,0,0,0,0,1
4,500,4,0,[],2,0,2,Brad Fullmer,,0,1,0,0,0,1
4,250,5,0,[],1,1,4,Mark Teixeira,,3,1,0,0,0,1
4,0,6,0,[],0,0,4,David Dellucci,,0,0,0,0,0,0
1,1000,,0,[],1,0,0,Herbert Perry,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Ramon Nivar,,0,0,0,0,0,0
5,0,7,0,[],0,0,3,Kevin Mench,,0,0,0,2,0,0
4,500,8,1,[],2,0,0,Laynce Nix,,0,1,0,0,0,0
3,333,9,0,[],1,0,1,Gerald Laird,,0,0,0,1,0,0
5,200,1,0,[],1,0,3,Reed Johnson,,0,0,0,1,0,0
4,250,2,1,[],1,0,3,Frank Catalanotto,,0,0,0,1,0,0
4,250,3,0,[],1,0,0,Vernon Wells,,0,0,0,1,0,0
3,0,4,0,[],0,0,1,Carlos Delgado,,0,0,0,1,0,1
4,250,5,0,[],1,0,2,Josh Phelps,,0,0,0,0,0,0
3,0,6,0,[],0,0,1,Eric Hinske,,0,0,0,0,0,1
4,250,7,0,[],1,0,2,Orlando Hudson,,0,0,0,1,0,0
4,500,8,0,[],2,0,1,Chris Woodward,,0,0,0,0,1,0
4,250,9,0,[],1,0,2,Kevin Cash,,0,0,0,1,0,0
4,0,1,0,[],0,0,0,Alex Sanchez,,0,0,0,1,0,0
0,0,,0,[],0,0,0,Brandon Inge,,0,0,0,0,0,1
5,400,2,0,[],2,0,1,Fernando Vina,,0,1,0,2,0,0
5,400,3,0,[],2,1,1,Ivan Rodriguez,,1,1,0,2,0,0
4,500,4,0,[],2,0,1,Dmitri Young,,0,2,0,1,0,0
1,0,,0,[],0,0,2,Greg Norton,,0,0,0,1,0,0
4,500,5,0,[],2,1,0,Rondell White,,3,2,0,1,0,0
0,0,,0,[],0,0,0,Craig Monroe,,0,0,0,0,0,1
5,400,6,0,[],2,1,5,Carlos Pena,,1,1,0,2,0,0
3,0,7,0,[],0,0,0,Carlos Guillen,,0,0,0,1,0,1
3,0,8,0,[],0,0,1,Bobby Higginson,,1,0,0,1,0,1
4,250,9,0,[],1,0,3,Eric Munson,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Omar Infante,,0,0,0,0,0,0
3,333,1,0,[],1,0,1,Tony Womack,,0,1,0,1,0,2
5,200,2,1,[],1,0,3,Ray Lankford,,0,0,0,1,0,0
4,250,3,1,[],1,0,2,Albert Pujols,,2,0,0,1,0,1
5,0,4,0,[],0,0,6,Jim Edmonds,,0,0,0,1,0,0
4,250,5,0,[],1,0,0,Scott Rolen,,0,2,0,0,0,1
3,0,6,0,[],0,0,1,Edgar Renteria,,0,0,0,0,0,1
4,250,7,1,[],1,0,1,Reggie Sanders,,1,1,0,1,0,0
3,667,8,0,[],2,0,1,Mike Matheny,,1,2,0,0,0,0
2,500,9,1,[],1,0,1,Matt Morris,,2,0,0,0,0,0
1,0,,0,[],0,0,1,Marlon Anderson,,0,0,0,1,0,0
0,0,,0,[],0,0,0,Ray King,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Mike Lincoln,,0,0,0,0,0,0
1,0,,0,[],0,0,1,Roger Cedeno,,0,0,0,1,0,0
0,0,,0,[],0,0,0,Julian Tavarez,,0,0,0,0,0,0
5,400,1,1,[],2,1,0,Scott Podsednik,,4,1,0,1,0,0
3,0,2,0,[],0,0,1,Craig Counsell,,0,0,0,1,0,1
3,333,3,0,[],1,0,0,Junior Spivey,,0,1,0,1,0,2
3,0,4,0,[],0,0,4,Geoff Jenkins,,1,0,1,0,0,1
5,0,5,0,[],0,0,3,Lyle Overbay,,0,0,0,2,0,0
2,0,6,0,[],0,0,0,Wes Helms,,0,1,0,1,0,2
4,500,7,0,[],2,1,0,Ben Grieve,,3,1,0,0,0,0
0,0,,0,[],0,0,0,Brady Clark,,0,0,0,0,0,0
3,333,8,0,[],1,0,2,Chad Moeller,,0,2,0,1,0,1
1,0,9,0,[],0,0,0,Ben Sheets,,0,1,0,1,0,0
0,0,,0,[],0,0,0,Dave Burba,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Keith Ginter,,0,1,0,0,0,1
0,0,,0,[],0,0,0,Ben Ford,,0,0,0,0,0,0
1,0,,0,[],0,0,0,Trent Durrington,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Luis Vizcaino,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Danny Kolb,,0,0,0,0,0,0
4,250,1,0,[],1,0,1,Dave Roberts,,0,0,0,0,0,1
5,400,2,0,[],2,0,4,Cesar Izturis,,1,0,0,0,0,0
3,667,3,0,[],2,0,0,Milton Bradley,,0,0,0,0,0,2
5,200,4,0,[],1,1,8,Shawn Green,,1,1,0,1,0,0
4,750,5,0,[],3,0,2,Paul Lo Duca,,0,0,0,0,0,1
5,600,6,2,[],3,0,2,Juan Encarnacion,,0,0,0,0,0,0
5,400,7,0,[],2,0,4,Adrian Beltre,,0,1,0,0,0,0
3,0,8,0,[],0,0,2,Alex Cora,,0,0,0,0,0,1
1,0,,0,[],0,0,1,Robin Ventura,,0,0,0,1,0,0
2,0,9,0,[],0,0,2,Hideo Nomo,,0,0,0,2,0,0
0,0,,0,[],0,0,0,Duaner Sanchez,,0,0,0,0,0,0
1,1000,,0,[],1,0,0,Jason Grabowski,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Wilson Alvarez,,0,0,0,0,0,0
1,0,,0,[],0,0,0,Jayson Werth,,0,0,0,1,0,0
0,0,,0,[],0,0,0,Darren Dreifort,,0,0,0,0,0,0
3,667,1,0,[],2,0,0,Sean Burroughs,,1,1,0,1,0,0
5,400,2,0,[],2,0,4,Mark Loretta,,1,0,0,0,0,0
4,250,3,0,[],1,0,2,Brian Giles,,0,1,0,0,0,1
5,400,4,0,[],2,1,3,Phil Nevin,,4,1,0,0,0,0
2,0,5,0,[],0,0,2,Ryan Klesko,,0,0,0,0,0,1
2,500,,0,[],1,0,1,Kerry Robinson,,0,1,0,0,0,0
4,250,6,0,[],1,1,2,Jay Payton,,2,1,0,1,0,1
4,0,7,0,[],0,0,3,Ramon Hernandez,,0,0,0,0,0,0
4,250,8,0,[],1,0,0,Khalil Greene,,0,1,0,0,0,0
2,1000,9,1,[],2,0,0,Brian Lawrence,,0,2,0,0,0,0
1,0,,0,[],0,0,0,Terrence Long,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Ismael Valdez,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Eddie Oropesa,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Scott Linebrink,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Antonio Osuna,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Jay Witasick,,0,0,0,0,0,0
4,500,1,1,[],2,0,0,Tike Redman,,1,0,0,1,0,0
4,250,2,0,[],1,0,2,Jason Kendall,,0,0,0,1,0,0
4,0,3,0,[],0,0,3,Raul Mondesi,,0,0,0,2,0,0
3,333,4,0,[],1,0,0,Randall Simon,,0,0,0,0,0,1
0,0,,0,[],0,0,0,JJ Davis,,0,0,0,0,0,0
4,500,5,1,[],2,1,3,Craig Wilson,,1,1,0,0,0,0
3,0,6,0,[],0,0,1,Bobby Hill,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Salomon Torres,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Jose Mesa,,0,0,0,0,0,0
3,0,7,0,[],0,0,1,Chris Stynes,,0,0,0,0,0,0
3,333,8,0,[],1,0,0,Jack Wilson,,0,1,0,1,0,0
1,0,,0,[],0,0,0,Abraham O Nunez,,0,0,0,0,0,0
1,0,9,0,[],0,0,0,Kip Wells,,0,0,0,0,0,0
4,0,1,0,[],0,0,0,Marlon Byrd,,0,0,0,1,0,1
4,500,2,0,[],2,0,0,Placido Polanco,,0,0,0,0,0,0
4,0,3,0,[],0,0,3,Jim Thome,,0,0,0,1,0,0
4,750,4,0,[],3,0,1,Pat Burrell,,0,1,0,0,0,0
3,333,5,0,[],1,0,2,Bobby Abreu,,0,0,0,0,0,1
3,0,6,0,[],0,0,2,Mike Lieberthal,,0,0,0,1,0,0
2,0,7,0,[],0,0,3,Jimmy Rollins,,1,0,1,2,0,1
3,0,8,0,[],0,0,3,David Bell,,0,0,0,1,0,1
2,0,9,0,[],0,0,2,Kevin Millwood,,0,0,0,2,0,0
1,0,,0,[],0,0,0,Ricky Ledee,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Roberto Hernandez,,0,0,0,0,0,0
1,0,,0,[],0,0,0,Jason Michaels,,0,0,0,0,0,0
4,750,1,0,[],3,0,0,DAngelo Jimenez,,1,1,0,0,0,1
4,0,2,0,[],0,0,3,Barry Larkin,,1,1,0,1,0,1
4,500,3,1,[],2,0,1,Sean Casey,,2,0,0,2,0,0
4,250,4,0,[],1,0,2,Austin Kearns,,0,0,0,1,0,0
3,0,5,0,[],0,0,3,Adam Dunn,,0,0,0,1,0,1
4,0,6,0,[],0,0,4,Jason LaRue,,0,0,0,2,0,0
4,0,7,0,[],0,0,1,Ryan Freel,,0,1,0,2,0,0
3,0,8,0,[],0,0,2,Juan Castro,,0,1,0,1,0,1
0,0,9,0,[],0,0,0,Cory Lidle,,0,0,0,0,0,0
1,0,,0,[],0,0,0,Wily Mo Pena,,0,0,0,1,0,0
0,0,,0,[],0,0,0,John Riedling,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Phil Norton,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brian Reith,,0,0,0,0,0,0
1,0,,0,[],0,0,0,Javier Valentin,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Ryan Wagner,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Todd Jones,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Ray Olmedo,,0,0,0,0,0,1
5,600,1,0,[],3,0,1,Mark Grudzielanek,,0,1,0,1,0,0
3,333,2,0,[],1,1,2,Corey Patterson,,1,2,0,1,0,1
4,0,3,0,[],0,0,2,Sammy Sosa,,0,1,0,1,0,1
5,400,4,1,[],2,0,0,Moises Alou,,3,0,0,1,0,0
4,250,5,0,[],1,0,0,Aramis Ramirez,,0,0,0,1,0,0
3,0,6,0,[],0,0,2,Derrek Lee,,0,1,0,2,0,1
4,0,7,0,[],0,0,1,Alex S Gonzalez,,0,1,0,0,0,0
4,500,8,0,[],2,0,0,Michael Barrett,,1,1,0,0,1,0
2,500,9,0,[],1,0,0,Kerry Wood,,1,0,0,0,0,0
0,0,,0,[],0,0,0,Michael Wuertz,,0,0,0,0,0,0
1,0,,0,[],0,0,0,Tom Goodwin,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Kent Mercker,,0,0,0,0,0,0
1,0,,0,[],0,0,1,Todd Walker,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Kyle Farnsworth,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Joe Borowski,,0,0,0,0,0,0
5,200,1,0,[],1,0,2,Angel Berroa,,0,1,0,1,0,0
5,400,2,0,[],2,1,0,Carlos Beltran,,2,1,0,0,0,0
4,250,3,1,[],1,0,1,Mike Sweeney,,0,0,0,1,0,0
4,500,4,0,[],2,0,2,Juan Gonzalez,,0,1,0,0,0,0
3,333,5,0,[],1,0,2,Joe Randa,,0,2,0,0,0,1
3,333,6,0,[],1,0,0,Ken Harvey,,0,1,0,0,0,1
4,500,7,1,[],2,1,2,Benito Santiago,,3,2,0,0,0,0
4,250,8,0,[],1,0,3,Aaron Guiel,,1,0,0,1,0,0
1,1000,9,0,[],1,0,0,Desi Relaford,,0,0,0,0,0,0
1,0,,0,[],0,0,1,Tony Graffanino,,0,0,0,1,0,1
0,0,,0,[],0,0,0,Matt Stairs,,0,0,0,0,0,0
1,1000,,0,[],1,1,0,Mendy Lopez,,3,1,0,0,0,0
4,0,1,0,[],0,0,2,Willie Harris,,0,0,0,0,0,0
5,200,2,1,[],1,0,1,Jose Valentin,,1,1,0,3,0,0
4,250,3,0,[],1,0,1,Magglio Ordonez,,1,0,0,0,0,0
3,333,4,0,[],1,0,1,Frank Thomas,,0,1,0,1,0,1
4,500,5,0,[],2,1,1,Carlos Lee,,1,2,0,1,0,0
4,750,6,1,[],3,0,1,Paul Konerko,,2,1,0,0,0,0
4,0,7,0,[],0,0,4,Joe Crede,,0,0,0,1,0,0
4,250,8,0,[],1,0,2,Aaron Rowand,,0,1,0,1,0,0
4,750,9,0,[],3,0,0,Sandy Alomar Jr,,2,1,0,0,0,0
5,400,1,0,[],2,1,3,Shannon Stewart,,3,1,0,1,0,1
3,0,2,0,[],0,0,2,Luis Rivas,,0,0,0,1,0,0
0,0,,0,[],0,0,0,Michael Ryan,,0,0,0,0,0,0
2,500,,0,[],1,0,1,Michael Cuddyer,,2,1,0,1,0,0
5,400,3,1,[],2,0,1,Doug Mientkiewicz,,0,1,0,0,0,0
4,250,4,1,[],1,0,1,Corey Koskie,,1,0,0,1,0,1
5,200,5,0,[],1,0,1,Torii Hunter,,1,0,0,1,0,0
4,0,6,0,[],0,0,2,Jacque Jones,,0,0,0,4,0,1
4,0,7,0,[],0,0,3,Matthew LeCroy,,0,0,0,3,0,1
0,0,,0,[],0,0,0,Nick Punto,,0,1,0,0,0,0
3,667,8,0,[],2,0,0,Joe Mauer,,0,2,0,1,0,2
5,200,9,0,[],1,0,4,Cristian Guzman,,0,1,0,1,0,0
6,333,1,0,[],2,0,2,Matt Lawton,,0,0,0,1,0,0
6,167,2,1,[],1,0,3,Omar Vizquel,,0,0,0,1,0,0
5,400,3,0,[],2,1,0,Jody Gerut,,1,1,0,1,0,1
4,1000,4,0,[],4,0,0,Ben Broussard,,0,1,0,0,0,0
0,0,,0,[],0,0,0,Lou Merloni,,0,0,0,0,0,0
6,333,5,0,[],2,0,3,Casey Blake,,0,0,0,0,0,0
5,0,6,0,[],0,0,7,Victor Martinez,,0,0,0,1,0,0
5,600,7,1,[],3,2,4,Travis Hafner,,2,2,0,1,0,0
5,400,8,0,[],2,0,0,Ronnie Belliard,,0,0,0,0,0,0
4,250,9,0,[],1,0,2,Coco Crisp,,0,0,0,1,0,0
5,222,1,0,[],0,0,1,Craig Biggio,,1,0,0,2,0,1
5,444,2,0,[],3,0,3,Adam Everett,,0,2,0,1,0,0
4,429,3,0,[],2,0,5,Jeff Bagwell,,0,2,0,1,0,1
5,375,4,0,[],3,0,4,Jeff Kent,,1,0,0,0,0,0
2,0,5,0,[],0,0,2,Lance Berkman,,0,0,0,0,0,3
5,556,6,0,[],2,0,4,Richard Hidalgo,,2,1,0,0,0,0
4,500,7,0,[],2,0,5,Mike Lamb,,1,0,1,0,0,0
5,333,8,0,[],2,0,2,Brad Ausmus,,0,0,0,1,0,0
3,0,9,0,[],0,0,6,Andy Pettitte,,0,0,0,2,0,0
0,0,,0,[],0,0,0,Dan Miceli,,0,0,0,0,0,0
1,0,,0,[],0,0,2,Jose Vizcaino,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brandon Duckworth,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Brad Lidge,,0,0,0,0,0,0
1,1000,,0,[],1,0,0,Orlando Palmeiro,,0,0,0,0,0,0
5,556,1,1,[],3,0,2,Ray Durham,,1,1,0,1,0,0
5,111,2,0,[],1,0,5,JT Snow,,0,0,0,2,0,0
5,300,3,1,[],1,0,5,Michael Tucker,,0,0,0,1,0,0
0,0,,0,[],0,0,0,Matt Herges,,0,0,0,0,0,0
4,571,4,0,[],1,0,5,Barry Bonds,,0,0,0,0,0,1
5,222,5,0,[],1,0,3,Edgardo Alfonzo,,0,1,0,1,0,0
5,333,6,0,[],1,0,1,AJ Pierzynski,,0,1,0,0,0,0
4,286,7,0,[],2,0,0,Marquis Grissom,,0,3,0,1,0,1
4,500,8,2,[],4,0,0,Neifi Perez,,4,1,0,0,0,0
2,0,9,0,[],0,0,2,Brett Tomko,,0,0,0,1,0,0
0,0,,0,[],0,0,0,Jim Brower,,0,0,0,0,0,0
1,500,,0,[],1,0,0,Pedro Feliz,,1,0,0,0,0,0
0,0,,0,[],0,0,0,David Aardsma,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Tony Torcato,,0,0,0,0,0,1
0,0,,0,[],0,0,0,Felix Rodriguez,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Jason Christiansen,,0,0,0,0,0,0
0,0,,0,[],0,0,0,Dustan Mohr,,0,0,0,0,0,0
4,111,1,0,[],1,0,0,Mark Kotsay,,0,0,0,0,0,0
4,500,2,0,[],2,0,0,Bobby Kielty,,0,1,0,1,1,0
4,429,3,0,[],2,0,2,Eric Chavez,,1,1,0,1,0,0
4,429,4,0,[],1,1,1,Jermaine Dye,,2,1,0,1,0,0
3,167,5,0,[],0,0,0,Erubiel Durazo,,0,0,0,2,0,0
3,0,6,0,[],0,0,0,Scott Hatteberg,,0,0,0,1,0,0
2,167,7,0,[],1,0,1,Bobby Crosby,,0,0,0,0,0,1
3,0,8,0,[],0,0,2,Damian Miller,,0,0,0,1,0,0
3,167,9,0,[],0,0,0,Marco Scutaro,,0,0,0,1,0,0
4,222,1,0,[],0,0,0,Michael Young,,0,0,0,1,0,0
4,125,2,0,[],0,0,0,Hank Blalock,,0,0,0,0,0,0
3,333,3,1,[],1,0,0,Alfonso Soriano,,0,0,0,2,0,1
4,125,4,0,[],0,0,2,Mark Teixeira,,0,0,0,3,0,0
3,286,5,0,[],0,0,0,Brad Fullmer,,0,0,0,0,0,0
3,667,6,0,[],2,0,0,Eric Young,,0,1,0,0,0,0
3,125,7,0,[],1,0,1,Kevin Mench,,0,0,0,0,0,0
3,333,8,0,[],1,0,0,Ramon Nivar,,1,0,0,1,0,0
3,0,9,0,[],0,0,1,Rod Barajas,,0,0,0,0,0,0
2,286,1,0,[],1,1,0,Reed Johnson,,1,1,0,1,0,1
4,250,2,0,[],1,0,1,Frank Catalanotto,,0,0,0,1,0,0
4,375,3,2,[],2,0,2,Vernon Wells,,0,1,0,0,0,0
3,0,4,0,[],0,0,2,Carlos Delgado,,0,0,0,0,0,1
4,250,5,0,[],1,0,2,Josh Phelps,,1,1,0,1,0,0
3,167,6,1,[],1,0,0,Eric Hinske,,1,0,0,2,0,1
4,125,7,0,[],0,0,2,Orlando Hudson,,0,0,0,1,0,0
4,250,8,0,[],0,0,1,Chris Woodward,,0,0,0,2,0,0
3,143,9,0,[],0,0,0,Kevin Cash,,0,0,0,0,0,0
4,250,1,0,[],2,0,2,Alex Sanchez,,1,1,0,1,0,0
4,444,2,0,[],2,0,2,Fernando Vina,,0,1,0,0,0,0
5,400,3,2,[],2,0,3,Ivan Rodriguez,,2,0,0,1,0,0
0,500,4,0,[],0,0,0,Dmitri Young,,0,0,0,0,0,1
4,0,,0,[],0,0,3,Greg Norton,,0,0,0,3,0,0
4,500,5,2,[],2,0,1,Rondell White,,0,2,0,1,0,0
0,0,,0,[],0,0,0,Craig Monroe,,0,0,0,0,0,0
4,333,6,0,[],1,0,1,Carlos Pena,,0,1,0,0,0,0
3,333,7,0,[],2,1,0,Carlos Guillen,,2,2,0,0,0,1
3,167,8,0,[],1,0,0,Bobby Higginson,,1,0,0,0,0,1
4,125,9,0,[],0,0,3,Eric Munson,,1,0,0,0,0,0
0,0,,0,[],0,0,0,Omar Infante,,0,0,0,0,0,0
4,250,1,0,[],1,0,0,Rafael Furcal,,0,1,0,0,0,0
4,500,2,0,[],2,1,0,Marcus Giles,,2,1,0,0,0,0
3,667,3,0,[],2,0,1,Chipper Jones,,0,0,0,0,0,1
3,0,4,0,[],0,0,2,Andruw Jones,,0,0,0,0,0,1
4,250,5,0,[],1,0,2,JD Drew,,0,0,0,1,0,0
4,0,6,0,[],0,0,1,Julio Franco,,0,0,0,1,0,0
