assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, rebounds, steals, three pointers attempted, three pointers made, turnovers
1,0,9,14,7,4,3,3,28.733,Sylvia Fowles,5,5,17,14,2,0,0,2
3,1,2,15,10,1,0,0,30.250,Seimone Augustus,1,26,21,3,1,1,1,1
3,0,4,7,6,3,2,2,22.983,Lindsay Whalen,0,10,14,4,0,0,0,3
0,0,1,4,1,1,0,0,11.867,Jia Perkins,0,-3,2,1,4,1,0,1
2,0,0,5,2,2,4,2,21.500,Renee Montgomery,0,9,6,0,5,1,0,3
3,0,2,0,0,2,0,0,13.083,Janel McCarville,1,16,0,3,1,0,0,1
0,1,3,4,2,2,0,0,8.300,Natasha Howard,3,5,4,6,0,0,0,2
0,0,0,1,1,0,0,0,2.467,Bashaara Graves,0,-1,2,0,0,0,0,1
0,0,0,1,0,1,0,0,2.467,Keisha Hampton,0,-1,0,0,0,0,0,0
2,1,5,10,4,1,2,0,29.950,DeWanna Bonner,0,-11,10,5,0,4,2,2
0,0,1,4,3,1,3,2,24.900,Candice Dupree,0,-14,8,1,1,0,0,1
1,2,5,6,3,3,6,6,26.850,Brittney Griner,0,-16,12,5,0,0,0,3
1,0,3,6,3,0,6,6,24.433,Penny Taylor,0,-16,13,3,3,3,1,1
6,0,2,17,7,4,3,2,29.983,Diana Taurasi,0,-9,18,2,3,7,2,5
1,2,0,1,0,2,0,0,15.633,Mistie Bass,0,-2,0,0,0,0,0,2
1,0,3,9,4,4,0,0,21.733,Sonja Petrovic,2,-15,8,5,1,1,0,3
1,0,0,0,0,2,0,0,6.517,Noelle Quinn,0,-5,0,0,0,0,0,1
0,0,1,3,2,1,0,0,7.383,Isabelle Harrison,1,-5,4,2,1,0,0,1
0,0,0,2,0,0,2,1,7.683,Nirra Fields,0,-4,1,0,0,0,0,2
0,0,1,1,0,0,0,0,2.467,Courtney Williams,0,1,0,1,0,1,0,0
0,0,0,1,1,0,0,0,2.467,Alex Harden,0,1,2,0,1,0,0,0
0,0,2,8,2,2,4,4,21.050,Betnijah Laney,0,7,8,2,1,1,0,1
0,2,6,7,3,4,3,3,19.683,Jessica Breland,3,18,9,9,1,0,0,3
0,2,2,4,3,3,0,0,17.933,Erika de Souza,3,3,6,5,1,0,0,2
0,0,2,9,3,0,8,7,21.083,Cappie Pondexter,0,11,13,2,2,2,0,1
7,1,3,8,4,2,7,6,22.783,Courtney Vandersloot,0,18,14,3,1,1,0,1
1,0,5,7,2,0,3,3,19.250,Tamera Young,2,16,7,7,0,1,0,1
0,0,3,1,1,3,4,2,8.250,Imani Boyette,2,1,4,5,0,0,0,1
1,0,0,9,4,0,1,1,18.617,Allie Quigley,0,12,9,0,1,1,0,2
0,0,2,7,3,2,2,1,20.667,Clarissa Dos Santos,3,9,7,5,0,0,0,1
6,0,2,4,4,2,2,1,17.217,Jamierra Faulkner,0,5,9,2,1,0,0,2
0,0,4,5,2,1,3,3,13.467,Cheyenne Parker,2,15,7,6,2,0,0,1
4,0,6,6,2,3,7,3,24.150,Alyssa Thomas,1,-9,7,7,0,0,0,2
0,0,0,3,1,3,2,2,16.117,Chiney Ogwumike,2,-9,4,2,0,0,0,2
0,0,1,10,2,2,1,1,17.633,Kelsey Bone,0,-26,5,1,2,2,0,3
0,0,1,19,6,5,0,0,29.233,Alex Bentley,0,-11,14,1,0,9,2,4
3,1,5,7,3,4,2,2,27.000,Jasmine Thomas,1,-13,8,6,0,0,0,3
0,0,2,11,5,3,0,0,15.217,Rachel Banham,0,-7,13,2,1,9,3,0
2,0,5,6,1,1,2,2,18.417,Morgan Tuck,2,-10,5,7,0,2,1,0
3,2,2,4,1,4,4,3,23.183,Jonquel Jones,4,1,5,6,1,1,0,1
1,1,0,5,3,4,0,0,19.650,Shekinna Stricklen,0,-21,9,0,2,4,3,1
0,0,0,0,0,1,0,0,4.750,Kelly Faris,0,-8,0,0,0,0,0,0
0,0,1,0,0,2,2,0,4.650,Aneika Henry,0,-2,0,1,0,0,0,1
6,1,3,13,2,3,4,4,30.950,Monique Currie,1,-9,9,4,3,3,1,2
1,0,8,16,6,3,2,1,38.733,Dearica Hamby,1,-1,14,9,0,4,1,4
2,6,5,3,2,4,0,0,33.633,Jayne Appel Marinelli,4,-15,4,9,2,0,0,1
3,0,3,17,10,0,4,3,35.567,Kayla McBride,0,-3,24,3,0,4,1,4
6,0,2,10,2,2,0,0,34.133,Moriah Jefferson,0,-2,4,2,3,0,0,0
0,0,6,7,1,2,0,0,17.633,Kayla Alexander,2,-4,2,8,0,0,0,0
1,0,0,2,1,2,0,0,10.867,Sydney Colson,0,-8,2,0,0,0,0,1
0,0,0,2,0,0,0,0,4.133,Haley Peters,0,0,0,0,0,0,0,0
1,0,1,4,2,2,0,0,19.350,Alex Montgomery,0,-8,4,1,0,1,0,0
2,2,4,10,2,1,0,0,30.217,Sancho Lyttle,1,3,4,5,3,0,0,3
2,1,3,14,5,3,6,5,29.033,Angel McCoughtry,1,-1,15,4,2,2,0,5
1,1,7,6,2,1,4,2,35.550,Elizabeth Williams,3,2,6,10,2,0,0,1
1,0,3,9,6,2,0,0,28.633,Tiffany Hayes,0,3,13,3,1,2,1,2
3,0,2,3,2,0,0,0,11.400,Carla Cortijo,0,2,4,2,0,0,0,1
2,0,2,9,4,3,5,4,28.550,Layshia Clarendon,2,4,12,4,0,1,0,2
1,0,0,4,2,1,2,2,17.400,Bria Holmes,0,12,7,0,0,2,1,0
1,2,6,3,1,0,4,1,20.550,Rachel Hollivay,1,13,3,7,0,0,0,1
3,0,1,3,1,3,2,1,10.267,Matee Ajavon,0,6,3,1,0,0,0,0
0,0,1,2,0,0,0,0,3.683,Reshanda Gray,0,2,0,1,0,0,0,0
0,0,0,4,2,1,0,0,9.717,Meighan Simmons,0,4,6,0,0,3,2,0
3,1,1,5,3,3,2,2,23.817,Essence Carson,0,28,9,1,2,1,1,0
2,0,5,6,4,4,4,4,22.717,Nnemkadi Ogwumike,2,23,13,7,0,1,1,0
4,0,5,20,12,2,10,7,31.667,Candace Parker,0,21,34,5,3,6,3,2
1,0,2,6,4,2,2,1,25.800,Alana Beard,2,25,9,4,2,1,0,3
4,0,1,10,6,1,1,1,28.733,Kristi Toliver,0,18,14,1,2,2,1,0
2,0,0,3,1,2,2,2,16.617,Ana Dabovic,0,8,4,0,2,0,0,1
0,0,0,4,1,2,0,0,10.533,Chelsea Gray,0,5,2,0,0,3,0,1
1,0,0,0,0,2,0,0,12.350,Evgeniya Belyakova,0,0,0,0,0,0,0,0
0,0,3,7,2,2,0,0,14.867,Jantel Lavender,0,-7,4,3,1,0,0,3
1,0,1,0,0,1,0,0,4.567,Jelena Dubljevic,0,10,0,1,0,0,0,0
1,0,1,4,3,0,2,1,6.183,Ann Wauters,1,11,7,2,0,0,0,0
0,0,0,1,0,0,0,0,2.150,Whitney Knight,0,3,0,0,0,1,0,0
2,0,3,1,0,3,2,2,27.483,Alysha Clark,0,-3,2,3,1,0,0,3
3,1,3,13,9,5,8,5,33.667,Breanna Stewart,3,-25,23,6,2,2,0,3
0,0,5,1,1,2,0,0,17.067,Crystal Langhorne,0,-6,2,5,0,0,0,5
5,0,2,14,6,1,8,8,36.183,Jewell Loyd,1,-26,20,3,0,5,0,4
1,0,2,5,1,2,0,0,27.583,Sue Bird,0,-34,2,2,0,1,0,2
1,0,0,4,3,1,0,0,17.383,Kaleena Mosqueda Lewis,0,-6,7,0,1,2,1,4
1,1,1,2,1,5,2,1,14.567,Abby Bishop,0,-27,3,1,1,0,0,0
0,0,0,2,1,1,0,0,6.850,Monica Wright,0,-9,2,0,0,0,0,1
0,0,4,4,0,2,2,1,11.283,Ramu Tokashiki,1,-13,1,5,0,0,0,1
0,0,0,3,2,1,0,0,7.933,Markeisha Gatling,0,4,4,0,0,0,0,1
3,0,9,21,10,3,4,4,29.833,Tina Charles,2,10,24,11,1,0,0,3
1,0,1,3,0,2,2,0,21.383,Tanisha Wright,1,-1,0,2,0,0,0,1
0,1,1,4,1,2,1,1,16.200,Carolyn Swords,2,9,3,3,0,0,0,2
4,0,2,2,0,3,0,0,13.000,Brittany Boyd,0,-1,0,2,1,0,0,1
3,1,7,13,8,1,4,2,30.217,Sugar Rodgers,0,13,24,7,3,8,6,4
5,0,3,4,1,2,0,0,26.850,Lindsey Harding,0,9,2,3,0,0,0,1
1,1,1,6,2,1,4,4,23.083,Shavonte Zellous,0,10,8,1,0,1,0,2
0,0,6,0,0,4,6,5,20.867,Kiah Stokes,1,-3,5,7,2,0,0,1
0,0,0,2,1,0,0,0,5.467,Shoni Schimmel,0,-6,3,0,0,1,1,0
0,0,1,2,2,4,6,6,13.100,Amanda Zahui B,0,0,10,1,0,0,0,1
3,0,3,9,3,2,4,4,34.200,Karima Christmas,2,-11,12,5,2,4,2,2
2,0,2,13,2,5,2,2,29.183,Plenette Pierson,1,-3,6,3,2,3,0,2
1,3,9,9,6,3,4,1,34.433,Courtney Paris,3,-1,13,12,1,0,0,0
5,0,3,6,2,2,0,0,15.033,Erin Phillips,2,-3,4,5,0,2,0,1
1,0,4,13,4,0,5,4,24.583,Odyssey Sims,0,4,14,4,2,6,2,3
0,2,0,8,4,4,4,3,15.283,Theresa Plaisance,0,-12,14,0,1,7,3,1
1,0,1,1,0,3,0,0,9.550,Brianna Kiesel,0,-10,0,1,0,0,0,2
0,0,1,3,0,2,0,0,16.067,Jordan Hooper,1,-11,0,2,0,3,0,0
4,0,2,7,3,1,2,2,20.567,Aerial Powers,0,7,8,2,2,3,0,0
0,0,0,1,0,0,0,0,1.100,Ruth Hamblin,0,0,0,0,0,0,0,0
1,0,3,20,12,2,3,3,30.817,Elena Delle Donne,3,-7,28,6,0,3,1,2
1,0,2,7,2,0,3,3,18.150,Jessica Breland,1,-6,7,3,1,0,0,0
0,0,4,6,3,5,0,0,20.533,Erika de Souza,1,-4,6,5,0,0,0,1
1,0,2,17,8,3,2,2,29.983,Cappie Pondexter,0,-5,18,2,2,1,0,2
11,0,1,9,3,4,0,0,27.383,Courtney Vandersloot,0,-8,6,1,1,2,0,3
0,0,1,1,0,2,0,0,6.033,Betnijah Laney,0,-10,0,1,0,0,0,0
0,1,0,4,2,0,0,0,12.617,Jamierra Faulkner,0,-8,4,0,2,0,0,1
0,0,1,2,0,1,0,0,5.417,Allie Quigley,0,-4,0,1,0,1,0,1
0,1,3,4,0,1,0,0,17.967,Cheyenne Parker,2,-9,0,5,0,0,0,0
1,0,4,8,4,3,4,3,27.333,Tamera Young,2,-14,11,6,0,0,0,1
0,0,0,0,0,1,0,0,3.767,Clarissa Dos Santos,0,-5,0,0,0,0,0,1
6,1,1,12,7,4,8,7,31.900,Maya Moore,1,20,22,2,1,2,1,2
1,0,3,2,0,3,0,0,16.967,Rebekkah Brunson,0,-4,0,3,0,0,0,0
3,0,10,13,10,2,6,4,31.400,Sylvia Fowles,3,19,24,13,2,0,0,3
6,0,3,9,3,0,4,4,26.300,Seimone Augustus,0,1,10,3,0,3,0,2
4,0,2,4,1,1,3,3,19.633,Lindsay Whalen,0,-3,5,2,0,1,0,0
2,1,3,5,3,1,2,2,13.400,Natasha Howard,1,7,8,4,1,0,0,0
3,1,0,13,6,1,0,0,20.367,Renee Montgomery,0,19,15,0,5,6,3,1
0,0,2,8,3,2,0,0,20.850,Jia Perkins,0,14,7,2,1,3,1,1
2,0,0,4,3,1,0,0,17.267,Janel McCarville,0,13,6,0,0,0,0,0
0,0,0,0,0,0,0,0,0.950,Bashaara Graves,0,-3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0.950,Keisha Hampton,0,-3,0,0,0,0,0,0
1,4,2,13,6,1,0,0,28.383,Kia Vaughn,2,-11,12,4,0,0,0,3
3,0,4,13,9,2,3,1,30.500,Emma Meesseman,3,-15,19,7,0,0,0,0
0,1,4,6,3,2,0,0,22.867,Stefanie Dolson,2,-6,6,6,0,1,0,2
3,0,6,7,2,4,4,3,21.767,Natasha Cloud,1,-4,7,7,0,1,0,3
3,0,1,11,4,2,15,11,32.950,Tayler Hill,0,-17,20,1,0,5,1,1
5,0,4,6,1,4,0,0,28.233,Bria Hartley,0,-4,2,4,1,3,0,2
0,0,1,7,2,3,2,2,22.233,Kahleah Copper,1,0,6,2,0,0,0,2
0,0,0,2,0,3,0,0,3.567,Zoi Dimitrakou,0,2,0,0,0,1,0,0
1,0,4,2,2,1,0,0,9.500,Tianna Hawkins,1,5,5,5,1,1,1,2
0,1,0,8,5,2,3,3,27.383,Erin Phillips,1,22,16,1,0,6,3,0
2,0,3,13,6,2,11,10,28.000,Odyssey Sims,1,8,22,4,1,3,0,1
4,0,8,7,3,3,2,2,34.000,Courtney Paris,1,7,8,9,2,0,0,2
2,0,2,8,2,5,0,0,11.667,Plenette Pierson,0,2,5,2,1,6,1,2
2,0,4,14,4,2,2,2,33.300,Karima Christmas,6,8,11,10,0,6,1,1
3,0,0,2,0,2,0,0,7.167,Brianna Kiesel,0,-1,0,0,0,0,0,1
1,0,3,5,3,1,0,0,15.967,Jordan Hooper,1,2,8,4,1,3,2,1
1,0,1,5,2,3,0,0,13.650,Theresa Plaisance,2,-1,5,3,1,4,1,2
2,0,0,11,4,3,2,2,22.867,Aerial Powers,2,0,10,2,1,2,0,2
0,1,0,2,1,0,0,0,6.000,Ruth Hamblin,0,3,2,0,0,0,0,0
1,0,4,11,3,4,4,4,31.367,Marissa Coleman,0,17,11,4,0,4,1,0
1,0,4,10,5,0,4,3,21.567,Tamika Catchings,1,8,13,5,1,2,0,0
2,0,8,5,3,3,6,5,26.550,Erlana Larkins,2,15,11,10,1,0,0,0
7,1,4,13,7,3,0,0,30.750,Shenise Johnson,0,5,16,4,2,3,2,4
3,0,3,9,6,3,4,4,30.933,Erica Wheeler,0,9,16,3,0,0,0,0
1,0,0,11,3,5,4,4,18.317,Tiffany Mitchell,1,-6,10,1,1,3,0,2
1,1,2,9,6,2,4,4,18.433,Devereaux Peters,1,-4,16,3,2,1,0,0
1,1,2,2,0,3,2,2,13.450,Lynetta Kizer,2,-11,2,4,0,0,0,3
1,0,1,2,0,3,2,2,8.633,Maggie Lucas,0,-13,2,1,0,2,0,1
2,1,3,4,2,2,2,2,18.900,Penny Taylor,0,-13,6,3,0,0,0,2
4,2,0,11,7,1,4,4,35.700,DeWanna Bonner,1,-6,21,1,2,4,3,0
0,2,9,8,4,4,6,6,29.767,Brittney Griner,0,-10,14,9,0,0,0,1
1,0,1,6,3,2,3,1,29.000,Candice Dupree,0,-7,7,1,1,0,0,1
5,1,7,18,9,5,11,9,35.800,Diana Taurasi,0,-1,32,7,1,11,5,4
0,0,1,3,1,5,2,2,10.233,Isabelle Harrison,2,6,4,3,0,0,0,3
1,0,3,3,0,2,0,0,14.817,Sonja Petrovic,1,-1,0,4,0,1,0,2
0,0,0,1,0,0,0,0,2.000,Noelle Quinn,0,-2,0,0,0,1,0,0
0,0,0,4,3,0,0,0,8.900,Mistie Bass,1,6,6,1,1,0,0,0
0,0,0,4,1,2,0,0,5.717,Nirra Fields,0,-5,2,0,0,1,0,0
1,0,3,2,0,1,2,1,9.167,Courtney Williams,0,13,1,3,0,0,0,1
4,0,2,2,0,2,0,0,21.283,Monique Currie,1,-7,0,3,1,1,0,2
1,1,9,7,5,4,6,5,32.300,Dearica Hamby,0,-12,16,9,1,3,1,4
1,1,2,4,2,2,4,2,21.017,Jayne Appel Marinelli,2,-8,6,4,1,0,0,2
1,0,1,18,5,2,2,2,27.950,Kayla McBride,1,-11,13,2,0,8,1,2
7,0,0,7,3,2,2,2,31.133,Moriah Jefferson,0,-11,10,0,1,2,2,2
0,1,2,7,4,3,2,1,20.200,Kayla Alexander,3,4,9,5,2,0,0,0
1,1,3,3,1,0,0,0,15.717,Alex Montgomery,0,1,3,3,0,1,1,0
1,1,3,8,3,1,1,1,18.383,Haley Peters,0,14,8,3,0,3,1,2
1,0,2,1,0,1,4,3,8.867,Sydney Colson,0,7,3,2,0,0,0,1
1,0,1,1,0,0,0,0,3.150,Astou Ndour,0,3,0,1,0,0,0,0
5,0,6,10,5,1,2,2,33.250,Alyssa Thomas,2,7,12,8,4,0,0,2
1,0,1,4,3,6,6,3,13.267,Chiney Ogwumike,2,13,9,3,0,0,0,1
1,0,8,11,6,5,0,0,30.200,Kelsey Bone,2,0,12,10,1,0,0,3
2,1,2,18,3,2,3,2,34.033,Alex Bentley,0,8,9,2,0,4,1,0
8,1,1,11,4,0,4,4,33.467,Jasmine Thomas,1,6,12,2,3,0,0,1
0,2,0,2,2,1,2,1,7.250,Jonquel Jones,0,1,5,0,2,0,0,1
0,0,1,0,0,0,0,0,6.217,Rachel Banham,0,2,0,1,0,0,0,0
0,0,3,10,5,3,2,1,24.367,Camille Little,3,0,13,6,1,4,2,3
1,1,1,1,0,2,0,0,6.733,Shekinna Stricklen,0,-4,0,1,0,1,0,0
0,1,0,0,0,1,0,0,6.300,Kelly Faris,0,-7,0,0,1,0,0,0
0,0,0,0,0,1,0,0,3.300,Morgan Tuck,0,-7,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1.617,Aneika Henry,0,1,0,0,0,0,0,0
0,0,3,12,5,3,1,0,29.017,Kahleah Copper,1,-13,10,4,2,0,0,2
0,1,7,10,5,2,2,1,24.917,Emma Meesseman,4,-14,13,11,1,2,2,4
1,0,0,5,4,2,0,0,22.517,Stefanie Dolson,0,-11,8,0,1,0,0,2
7,0,3,4,2,4,0,0,25.467,Bria Hartley,0,-8,4,3,0,1,0,1
2,0,2,9,2,1,5,3,27.467,Tayler Hill,0,-24,8,2,0,4,1,4
2,0,1,8,3,0,1,1,19.233,Kia Vaughn,2,-19,7,3,0,0,0,1
0,0,3,4,1,0,2,1,15.967,Ally Malott,0,-17,3,3,1,2,0,2
0,0,1,6,3,1,4,1,14.583,Tierra Ruffin Pratt,0,-23,7,1,2,0,0,2
1,0,2,4,2,6,0,0,13.333,Tianna Hawkins,0,-16,4,2,0,0,0,2
1,0,1,1,1,0,0,0,7.500,Zoi Dimitrakou,0,-5,3,1,0,1,1,1
2,1,1,4,2,1,0,0,13.517,Essence Carson,0,11,4,1,1,1,0,2
4,1,2,7,4,3,2,2,26.583,Nnemkadi Ogwumike,0,17,10,2,0,0,0,2
6,2,8,10,3,2,2,1,21.383,Candace Parker,1,12,8,9,2,2,1,3
3,1,3,7,3,2,4,4,21.300,Alana Beard,0,21,10,3,5,0,0,0
3,0,1,8,7,1,0,0,23.617,Kristi Toliver,1,18,19,2,1,6,5,0
0,1,3,9,6,2,0,0,15.167,Jantel Lavender,0,15,12,3,1,0,0,0
5,0,0,5,3,1,4,3,19.300,Ana Dabovic,0,20,9,0,3,2,0,1
3,0,5,3,0,2,2,0,17.500,Evgeniya Belyakova,0,16,0,5,4,2,0,1
1,0,1,5,3,3,2,2,17.583,Chelsea Gray,0,5,8,1,1,1,0,0
0,0,1,3,3,1,2,1,9.517,Ann Wauters,0,2,7,1,0,0,0,1
1,0,1,4,2,0,2,2,10.300,Jelena Dubljevic,0,9,7,1,0,2,1,1
0,0,0,1,1,0,0,0,4.233,Whitney Knight,0,4,3,0,0,1,1,0
2,0,0,10,4,5,5,2,26.800,Marissa Coleman,1,0,12,1,1,5,2,3
0,0,4,10,4,3,6,5,27.433,Tamika Catchings,1,0,14,5,3,1,1,3
0,0,0,0,0,0,0,0,2.467,Erlana Larkins,0,0,0,0,0,0,0,0
3,1,5,10,4,1,5,4,29.867,Shenise Johnson,2,0,12,7,3,2,0,3
3,0,1,3,1,3,0,0,21.533,Erica Wheeler,1,0,2,2,2,0,0,3
1,0,1,4,3,4,5,4,15.283,Natalie Achonwa,1,0,10,2,2,0,0,1
2,0,1,7,4,3,4,4,21.550,Tiffany Mitchell,0,0,12,1,4,0,0,0
0,0,1,3,2,1,2,2,6.667,Maggie Lucas,1,0,6,2,0,1,0,0
6,0,0,4,1,0,1,0,13.833,Brene Moseley,0,0,2,0,0,0,0,1
1,1,2,9,5,1,4,1,21.117,Devereaux Peters,1,0,12,3,1,2,1,1
1,0,1,6,4,3,5,4,13.450,Lynetta Kizer,3,0,12,4,1,0,0,2
2,1,6,16,7,6,2,1,28.883,Angel McCoughtry,2,0,15,8,2,2,0,4
1,1,5,5,0,3,2,1,26.450,Sancho Lyttle,2,2,1,7,3,1,0,1
0,0,4,4,1,1,0,0,15.317,Elizabeth Williams,1,2,2,5,0,0,0,2
0,0,3,8,6,3,8,5,30.600,Tiffany Hayes,0,0,19,3,2,3,2,5
2,0,4,8,7,5,5,4,31.350,Layshia Clarendon,2,-1,19,6,1,1,1,5
1,1,1,10,4,2,4,4,11.433,Matee Ajavon,0,-12,12,1,0,1,0,1
0,0,0,0,0,3,0,0,11.667,Rachel Hollivay,0,-17,0,0,0,0,0,1
2,0,0,4,1,2,0,0,18.517,Bria Holmes,1,-13,2,1,1,0,0,0
1,0,0,5,2,0,0,0,12.933,Meighan Simmons,0,-16,4,0,0,2,0,1
0,0,0,0,0,1,0,0,1.750,Cierra Burdick,0,3,0,0,0,0,0,0
0,0,3,5,3,1,6,5,11.100,Reshanda Gray,4,7,11,7,1,0,0,1
0,0,4,10,4,0,4,4,32.750,DeWanna Bonner,2,4,13,6,1,4,1,2
4,0,4,7,0,1,4,4,28.083,Candice Dupree,0,-7,4,4,0,0,0,1
0,2,3,11,6,4,8,7,30.367,Brittney Griner,3,-4,19,6,0,0,0,2
3,0,6,9,4,3,7,6,28.433,Penny Taylor,1,3,15,7,2,3,1,1
6,1,3,20,7,4,3,3,33.950,Diana Taurasi,0,1,23,3,1,16,6,2
0,0,1,1,1,3,0,0,11.567,Sonja Petrovic,0,-3,2,1,0,0,0,2
1,0,2,1,1,3,0,0,11.917,Mistie Bass,0,7,2,2,1,0,0,0
0,0,0,0,0,0,0,0,3.250,Alex Harden,0,-3,0,0,0,0,0,0
1,0,2,2,0,0,0,0,10.050,Noelle Quinn,0,-2,0,2,0,1,0,1
0,0,0,3,1,2,0,0,9.633,Isabelle Harrison,1,4,2,1,1,0,0,1
3,0,3,4,0,4,2,2,28.283,Alysha Clark,0,-7,2,3,0,3,0,0
2,1,11,15,4,2,4,4,34.883,Breanna Stewart,2,1,14,13,0,4,2,2
1,1,6,8,4,2,4,3,26.183,Crystal Langhorne,1,7,11,7,1,0,0,0
2,0,2,20,12,1,4,3,35.783,Jewell Loyd,4,0,30,6,2,5,3,5
4,0,5,8,4,1,6,5,34.367,Sue Bird,0,7,17,5,1,7,4,3
2,0,1,6,1,2,2,1,20.933,Kaleena Mosqueda Lewis,0,-2,3,1,0,4,0,2
0,0,0,2,1,5,0,0,7.583,Markeisha Gatling,2,-5,2,2,0,0,0,2
1,0,1,2,0,4,2,2,11.967,Ramu Tokashiki,1,-1,2,2,1,0,0,2
3,0,14,23,8,3,0,0,37.733,Tina Charles,2,-16,17,16,3,2,1,4
4,0,1,10,4,0,3,2,25.500,Tanisha Wright,0,-9,10,1,1,0,0,2
0,0,2,5,3,0,3,2,18.400,Carolyn Swords,3,1,8,5,0,0,0,0
4,0,3,4,1,2,0,0,28.517,Lindsey Harding,1,-17,2,4,0,0,0,2
1,0,7,19,5,3,2,1,39.283,Sugar Rodgers,2,-12,13,9,1,10,2,1
0,1,1,1,0,0,2,2,6.783,Amanda Zahui B,1,10,2,2,0,0,0,1
2,0,3,5,0,4,2,2,17.850,Shavonte Zellous,2,3,2,5,1,0,0,3
0,4,7,6,3,2,0,0,28.783,Kiah Stokes,3,-9,6,10,0,0,0,1
0,0,1,4,2,3,8,5,16.150,Brittany Boyd,0,8,9,1,0,1,0,0
1,0,1,3,1,1,0,0,6.017,Shoni Schimmel,0,6,3,1,0,2,1,1
0,1,1,8,2,3,0,0,18.733,Essence Carson,1,-14,4,2,0,2,0,1
