completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
19,3,65,B Pierce,34,2,258
20,1,42,A Calvillo,35,1,264
24,0,73,R Ray,34,4,368
24,0,64,H Burris,37,3,361
19,1,34,D Tate,27,3,237
21,1,53,T Lulay,26,3,283
17,3,46,M Reilly,35,1,259
6,0,16,J Crompton,11,0,70
14,0,38,D Durant,22,3,171
2,0,19,D Willy,3,0,38
16,2,0,A Calvillo,28,1,121
19,1,0,B Pierce,31,0,257
1,0,0,C Muamba,1,0,4
20,1,0,T Lulay,34,1,249
1,0,0,J Elliott,1,0,8
28,0,0,R Ray,39,0,215
26,0,32,D Durant,34,2,258
19,0,64,D Tate,25,2,231
4,1,13,K Glenn,7,0,41
19,2,40,H Burris,36,1,234
14,0,19,M Reilly,22,2,136
27,0,48,R Ray,37,2,334
6,0,35,Z Collaros,9,0,107
1,0,0,D Inman,1,0,5
14,0,70,D Durant,19,3,245
1,0,9,D Willy,1,0,9
22,1,33,A Calvillo,36,1,205
22,0,42,K Glenn,28,1,268
26,0,61,H Burris,32,2,362
15,0,30,B Pierce,26,0,186
0,1,0,M Renaud,1,0,0
13,1,18,M Reilly,23,0,97
12,0,41,T Lulay,18,2,158
13,0,47,J Goltz,15,0,170
10,1,39,B Pierce,14,0,139
1,0,0,C Simpson,1,0,9
19,0,48,R Ray,20,2,286
3,0,55,T Harris,5,0,66
1,0,5,Z Collaros,1,0,5
18,1,0,K Glenn,27,1,204
7,0,0,B Mitchell,13,2,49
18,0,0,A Calvillo,30,1,243
18,1,77,T Lulay,24,1,284
12,1,42,M Reilly,20,0,152
4,0,37,J Crompton,5,1,76
1,0,15,C Koch,1,0,15
20,0,60,D Durant,32,4,347
16,1,31,H Burris,27,0,158
3,0,15,D LeFevour,4,0,21
19,0,24,A Calvillo,29,1,202
16,1,44,M Reilly,28,2,262
1,1,1,J Crompton,4,0,1
0,0,0,K Joseph,1,0,0
19,1,40,J Goltz,35,2,194
29,0,55,B Mitchell,33,3,376
26,0,51,H Burris,41,2,395
14,0,45,D Willy,25,3,269
21,0,34,Z Collaros,25,3,253
20,1,40,T Lulay,29,0,226
2,0,10,T DeMarco,5,0,10
21,0,40,M Reilly,32,1,311
1,0,3,K Joseph,1,1,3
0,0,0,J Crompton,2,0,0
20,1,25,H Burris,26,2,293
2,0,0,D LeFevour,4,0,18
28,0,20,T Lulay,39,3,268
13,1,22,J Goltz,27,0,112
16,1,48,A Calvillo,30,1,202
2,0,18,T Marsh,2,0,33
15,0,20,R Ray,18,3,152
6,0,19,Z Collaros,11,0,44
21,0,25,K Glenn,28,1,218
0,0,0,B Mitchell,1,0,0
20,0,44,D Durant,32,3,278
18,2,60,A Hall,30,1,241
2,0,9,B Pierce,2,0,9
22,0,42,H Burris,36,1,333
2,0,8,D LeFevour,3,1,9
18,0,65,D Durant,32,2,250
12,2,27,J Neiswander,30,0,147
4,0,74,A Calvillo,8,0,85
16,3,40,T Lulay,28,1,223
21,0,20,K Glenn,36,1,199
1,0,22,R Maver,1,0,22
0,0,0,B Mitchell,1,0,0
30,0,49,R Ray,35,3,413
1,0,0,Z Collaros,1,1,45
46,0,51,M Reilly,35,3,511
14,4,86,T Marsh,32,1,329
1,1,3,J Neiswander,3,0,3
15,1,38,T Lulay,28,2,206
1,0,12,P McCallum,1,0,12
16,1,39,Z Collaros,26,0,221
5,0,19,R Ray,6,1,56
0,1,0,N Prefontaine,1,0,0
14,0,32,K Glenn,20,2,228
4,0,8,B Mitchell,6,0,24
23,2,35,H Burris,35,1,318
1,0,29,O Jones,1,1,29
3,0,15,D LeFevour,3,0,22
12,1,25,B Pierce,20,0,92
5,1,19,J Goltz,10,0,45
1,0,4,A Hall,2,0,4
19,2,41,M Reilly,29,3,303
24,0,37,D Durant,30,0,334
26,0,80,T Lulay,36,3,359
29,1,34,H Burris,36,2,352
24,1,43,D Durant,35,4,310
18,2,42,J Goltz,29,0,182
11,0,66,B Mitchell,18,2,226
8,0,33,K Glenn,11,1,108
16,2,43,M Reilly,35,4,246
21,1,56,Z Collaros,32,1,256
0,0,0,T Harris,1,0,0
18,1,55,T Marsh,27,1,309
16,0,27,M Reilly,26,0,194
19,1,22,B Mitchell,26,1,175
25,2,37,H Burris,35,4,375
25,0,27,T Lulay,42,2,313
13,3,45,T Marsh,28,1,225
0,1,0,S Green,1,0,0
30,1,54,Z Collaros,43,2,336
8,1,45,J Goltz,17,0,129
15,1,19,D Durant,33,0,129
0,0,0,D Willy,1,0,0
20,2,80,B Mitchell,30,2,257
1,0,31,R Maver,1,0,31
26,2,43,H Burris,39,2,408
0,0,0,D LeFevour,2,0,0
16,0,32,M Reilly,25,3,196
15,1,25,M Hall,22,0,160
5,1,26,J Goltz,10,0,54
0,0,0,J Boltus,1,0,0
0,0,0,D Durant,0,0,0
0,0,0,Z Collaros,0,0,0
19,3,58,T Lulay,28,1,197
4,0,18,T DeMarco,6,1,47
0,0,0,A Harris,1,0,0
14,2,35,J Neiswander,23,2,153
9,0,28,T Marsh,17,0,76
18,2,41,M Hall,27,1,253
0,0,0,J Goltz,2,0,0
31,0,51,M Reilly,46,1,418
15,1,26,H Burris,27,0,176
1,0,10,A Fantuz,1,1,10
26,0,37,J Neiswander,36,2,294
22,2,23,K Glenn,33,2,225
2,0,20,B Mitchell,2,0,37
25,0,35,Z Collaros,36,4,330
35,0,0,D Durant,52,2,326
18,0,43,T DeMarco,33,2,208
2,0,16,B Pierce,3,0,16
14,2,35,M Hall,24,2,169
5,1,38,J Boltus,13,0,59
15,0,30,T DeMarco,21,1,170
4,0,15,B Pierce,8,0,32
1,0,0,J Elliott,2,0,0
13,3,33,H Burris,24,0,134
9,2,28,D LeFevour,17,0,112
1,0,22,B Grant,1,0,22
17,1,52,K Glenn,26,3,238
13,2,38,K Joseph,26,1,197
6,1,20,M Reilly,10,1,80
17,1,16,Z Collaros,32,1,152
21,0,46,J Neiswander,36,1,264
1,0,54,T Smith,1,0,54
24,3,72,D Durant,46,1,339
21,1,40,Z Collaros,32,0,277
19,1,37,H Burris,31,2,274
19,3,41,T DeMarco,36,1,286
0,0,0,B Pierce,2,0,0
21,0,45,D Durant,31,1,234
13,3,35,J Crompton,26,3,204
13,2,45,M Reilly,21,0,180
15,1,62,J Neiswander,25,4,251
1,1,11,T Smith,5,0,11
21,0,36,K Glenn,29,2,320
3,0,25,D Tate,4,0,41
15,1,19,M Hall,34,0,147
22,1,26,K Glenn,37,2,259
0,0,0,D Tate,1,0,0
23,1,44,T DeMarco,39,2,301
16,2,29,D Durant,24,1,170
17,2,59,M Reilly,34,0,244
19,3,40,J Neiswander,38,0,199
3,1,16,T Smith,6,1,35
16,0,40,M Hall,27,2,223
0,0,0,J Boltus,1,0,0
27,1,44,H Burris,36,0,350
2,0,27,D LeFevour,3,0,31
26,1,37,R Ray,34,2,303
18,1,48,M Reilly,34,1,247
2,0,9,K Joseph,3,0,18
16,0,32,K Glenn,26,1,237
30,1,40,M Hall,50,1,385
0,0,0,M Renaud,1,0,0
21,1,31,R Ray,35,1,246
1,0,1,Z Collaros,1,1,1
13,1,45,D Durant,29,1,187
13,4,23,T DeMarco,31,2,147
17,0,64,T Smith,35,3,247
0,0,0,J Neiswander,1,0,0
11,1,40,H Burris,23,0,106
10,0,16,D LeFevour,16,0,98
39,0,69,R Ray,45,3,505
17,0,45,M Hall,32,2,257
2,1,14,J Boltus,5,0,25
11,0,43,B Pierce,14,3,141
4,0,46,T DeMarco,8,1,60
20,2,71,M Reilly,34,2,321
4,0,34,J Crompton,6,0,67
16,1,22,H Burris,23,0,163
1,0,12,J Masoli,2,1,12
23,2,63,T Smith,39,2,340
11,0,63,D Tate,16,0,181
11,1,27,K Glenn,17,1,120
17,1,28,D Durant,31,1,202
6,0,40,T Harris,9,1,110
6,0,34,Z Collaros,10,0,64
3,0,24,M Gale,9,0,36
15,1,71,T Smith,28,3,197
5,0,45,T DeMarco,12,0,96
3,0,36,T Lulay,4,0,54
4,1,14,B Pierce,9,0,41
7,0,21,D Tate,14,0,65
5,0,17,K Glenn,8,0,45
2,0,7,B Mitchell,5,0,12
18,1,21,M Hall,35,0,160
1,1,7,J Boltus,5,0,7
17,0,28,H Burris,24,2,135
9,0,18,D LeFevour,10,0,83
14,0,21,T Sunseri,18,0,167
15,1,26,D Willy,22,1,157
5,0,29,M Reilly,12,0,50
2,1,21,J Crompton,4,1,33
2,0,15,K Joseph,3,0,29
23,1,20,H Burris,36,1,204
3,0,18,D LeFevour,6,0,36
0,0,0,D Stala,1,0,0
0,0,0,J Bartel,0,0,0
14,1,29,T Smith,26,1,142
0,0,0,B Dales,0,0,0
19,0,61,D Durant,23,2,270
20,0,28,T Lulay,26,0,211
22,0,59,R Ray,32,2,329
27,1,49,H Burris,40,3,371
1,0,4,D LeFevour,1,0,4
7,2,57,K Glenn,13,0,185
5,0,46,D Tate,11,1,90
1,0,6,B Mitchell,3,0,6
24,0,37,D Durant,30,3,280
17,0,42,D Durant,24,3,245
20,1,48,H Burris,43,0,272
