average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
,20.000,0,1,20,Marquez Callaway
,18.000,0,1,18,Brandon Powell
,22.000,0,1,22,CJ Prosise
,12.000,0,1,12,Gunner Olszewski
,20.000,0,1,20,CJ Ham
,16.000,0,1,16,Tony Pollard
,24.000,0,1,24,Kenjon Barner
,20.500,0,2,23,Danny Johnson
,22.500,0,4,28,Jamal Agnew
,24.000,0,1,24,CJ Prosise
,10.000,0,1,10,Keke Coutee
,46.000,1,3,103,Brandon Wilson
,13.000,0,1,13,Samaje Perine
,13.000,0,1,13,Khalid Kareem
,12.500,0,2,17,Dion Lewis
,27.800,0,4,38,Andre Roberts
,14.800,0,4,23,Joe Reed
,14.000,0,1,14,Troymaine Pope
,17.000,0,1,17,Marquez Callaway
,6.000,0,1,6,Justin Watson
,24.500,0,2,27,Tremon Smith
,42.000,1,1,42,AJ Brown
,18.000,0,1,18,Cameron Batson
,16.000,0,1,16,Brandon Powell
,19.500,0,2,21,Henry Ruggs
,0.000,0,1,0,Keisean Nixon
,17.000,0,2,18,Nathan Cottrell
,31.000,0,3,43,D Ernest Johnson
,25.000,0,2,35,Corey Ballentine
,6.000,0,1,6,Braxton Berrios
,8.000,0,1,8,Jace Sternberger
,16.000,0,1,16,DeJon Harris
,20.500,0,2,21,Cordarrelle Patterson
,17.000,0,1,17,JP Holtz
,37.500,0,2,53,Donte Moncrief
,18.000,0,1,18,Chase Edmonds
,9.000,0,1,9,Trenton Cannon
,23.800,0,4,40,Boston Scott
,21.000,0,1,21,DJ Reed
,17.300,0,3,26,Ray Ray McCloud
,22.000,0,2,26,Devin Duvernay
,8.500,0,2,12,JP Holtz
,45.000,0,1,45,Cordarrelle Patterson
,5.000,0,1,5,Darnell Mooney
,16.000,0,3,23,Jamal Agnew
,13.000,0,1,13,Jason Cabinda
,10.000,0,1,10,Jonathan Williams
,54.000,0,1,54,Chase Edmonds
,22.500,0,2,26,Nsimba Webster
,21.000,0,4,31,Nasir Adderley
,20.500,0,2,26,Tyron Johnson
,25.700,0,3,31,Tyrie Cleveland
,24.000,0,1,24,Alex Erickson
,29.000,0,2,33,Corey Ballentine
,0.000,0,1,0,Daniel Brown
,32.000,0,1,32,Henry Ruggs
,27.500,0,2,33,Tyler Ervin
,22.500,0,2,23,Malik Taylor
,29.000,0,4,46,Boston Scott
,22.000,0,3,25,Freddie Swain
,22.000,0,1,22,DJ Reed
,23.000,0,1,23,Dion Lewis
,21.800,0,4,28,Keke Coutee
,25.700,0,3,32,Isaiah Rodgers
,19.000,0,1,19,Nyheim Hines
,20.800,0,4,27,Cameron Batson
,24.500,0,2,25,Ameer Abdullah
,14.000,0,1,14,KJ Osborn
,13.000,0,1,13,Richie James
,25.000,0,1,25,Andre Roberts
,32.000,0,1,32,Ray Ray McCloud
,24.000,0,3,29,Danny Johnson
,28.000,0,1,28,Devin Duvernay
,31.500,0,4,66,Tony Pollard
,13.000,0,1,13,Van Jefferson
,16.000,0,1,16,Anthony Miller
,8.000,0,1,8,JP Holtz
,16.000,0,4,20,CJ Prosise
,23.500,0,2,24,Alex Erickson
,38.500,0,2,60,Tony Pollard
,31.000,0,3,35,Andre Roberts
,20.000,0,2,25,Ray Ray McCloud
,36.300,0,3,76,Nasir Adderley
,22.000,0,1,22,Brandon Powell
,15.000,0,1,15,Mecole Hardman
,0.000,0,1,0,Demarcus Robinson
,27.500,0,2,28,Tommylee Lewis
,21.000,0,4,25,Dion Lewis
,20.000,0,1,20,CJ Board
,22.000,0,1,22,Chase Edmonds
,16.000,0,1,16,Nathan Cottrell
,47.500,0,2,71,Jamal Agnew
,20.000,0,1,20,Jamaal Williams
,16.000,0,1,16,Trenton Cannon
,5.000,0,1,5,Diontae Spencer
,24.000,0,1,24,Henry Ruggs
,29.500,0,2,31,Isaiah Rodgers
,33.300,0,3,66,Corey Ballentine
,11.000,0,1,11,Trumaine Johnson
,16.000,0,1,16,D Ernest Johnson
,23.700,0,3,26,Devin Duvernay
,19.500,0,2,21,Joshua Kelley
,34.000,0,3,53,Andre Roberts
,24.000,0,3,28,Trenton Cannon
,20.000,0,1,20,Christian Kirk
,18.800,0,5,22,Boston Scott
,19.000,0,1,19,Isaiah Rodgers
,19.200,0,5,26,Scottie Phillips
,29.300,0,3,33,Rico Dowdle
,47.000,1,1,47,Cee Dee Lamb
,20.000,0,1,20,Tony Pollard
,23.000,0,1,23,Jerick McKinnon
,16.000,0,2,21,Noah Igbinoghene
,13.000,0,1,13,Elandon Roberts
,22.300,0,3,23,Kenjon Barner
,33.500,0,2,48,Dion Lewis
,16.000,0,1,16,D Ernest Johnson
,11.000,0,1,11,Donovan Peoples Jones
,5.000,0,1,5,Willie Snead
,19.000,0,1,19,Nathan Cottrell
,21.000,0,2,22,Danny Johnson
,8.000,0,1,8,Will Dissly
,34.000,0,1,34,Tommylee Lewis
,22.500,0,2,28,Darrynton Evans
,29.000,0,4,43,Jamal Agnew
,30.000,0,1,30,Ameer Abdullah
,23.000,0,3,30,Cordarrelle Patterson
,24.000,0,2,24,Nsimba Webster
,24.000,0,1,24,Corey Ballentine
,30.000,0,1,30,Ray Ray McCloud
,28.500,0,2,33,Ty Montgomery
,17.000,0,1,17,Dwayne Washington
,3.000,0,1,3,Keisean Nixon
,23.000,0,2,27,Jamal Agnew
,21.500,0,2,30,Kenjon Barner
,21.000,0,1,21,DJ Foster
,16.300,0,4,19,Jerick McKinnon
,35.700,0,3,53,Nasir Adderley
,22.200,0,5,28,Diontae Spencer
,21.000,0,1,21,Mecole Hardman
,19.300,0,3,24,Boston Scott
,18.000,0,3,30,Nathan Cottrell
,25.500,0,2,28,Chris Claybrooks
,0.000,0,0,6,Dare Ogunbowale
,22.000,0,1,22,Cordarrelle Patterson
,20.000,0,2,21,Corey Ballentine
,26.300,0,3,31,D Ernest Johnson
,17.500,0,2,24,Malik Taylor
,24.200,0,6,31,Darrynton Evans
,19.500,0,2,23,Devin Duvernay
,20.000,0,4,23,Dion Lewis
,22.000,0,1,22,Danny Johnson
,29.000,0,1,29,Trenton Cannon
,27.000,0,2,28,Freddie Swain
,20.700,0,3,26,Nsimba Webster
,19.000,0,4,22,Ray Ray McCloud
,19.300,0,3,21,Tremon Smith
,22.500,0,2,28,Ashton Dulin
,17.500,0,2,23,Dontrell Hilliard
,24.000,0,1,24,Brandon Wilson
,18.500,0,4,27,Donte Moncrief
,49.000,0,1,49,Andre Roberts
,26.500,0,2,33,Cordarrelle Patterson
,19.800,0,4,23,Malik Taylor
,17.000,0,2,18,Brandon Wilson
,16.000,0,2,27,Isaiah McKenzie
,16.000,0,1,16,Diontae Spencer
,26.800,0,4,31,D Ernest Johnson
,13.000,0,1,13,Andy Janovich
,26.500,0,2,29,Ray Ray McCloud
,25.500,0,2,28,Jaydon Mickens
,26.500,0,2,27,Chris Rowland
,29.700,0,3,44,Rashad Fenton
,25.700,0,3,31,Byron Pringle
,18.000,0,1,18,Nasir Adderley
,7.000,0,1,7,KJ Hill
,23.000,0,1,23,Zach Pascal
,23.500,0,2,25,Chris Claybrooks
,22.000,0,1,22,Danny Johnson
,14.500,0,2,18,Austin Walter
,21.000,0,3,23,Dion Lewis
,20.300,0,3,22,Tony Pollard
,47.000,0,2,70,Jamal Agnew
,15.000,0,1,15,Mohamed Sanu
,26.800,0,4,33,Ameer Abdullah
,21.000,0,1,21,Trenton Cannon
,21.000,0,1,21,Gunner Olszewski
,18.000,0,1,18,JJ Taylor
,21.000,0,2,22,Corey Ballentine
,16.000,0,1,16,Vyncint Smith
,16.000,0,1,16,Donte Moncrief
,20.500,0,2,23,Raymond Calais
,22.000,0,1,22,Nsimba Webster
,28.000,0,1,28,DJ Foster
,23.000,0,3,23,Dontrell Hilliard
,26.000,0,1,26,Jonathan Owens
,16.000,0,1,16,Darrynton Evans
,17.300,0,4,29,Andre Roberts
,29.500,0,2,38,Isaiah Rodgers
,13.000,0,1,13,Zach Pascal
,41.000,0,2,58,DJ Reed
,27.000,0,1,27,Freddie Swain
,31.000,0,2,36,Nsimba Webster
,31.000,0,1,31,Danny Johnson
,13.000,0,2,18,Jaydon Mickens
,23.000,0,2,25,Darrynton Evans
,20.000,0,1,20,Devin Duvernay
,34.000,0,2,42,Cordarrelle Patterson
,24.300,0,6,28,Ray Ray McCloud
,27.700,0,3,33,D Ernest Johnson
,21.500,0,2,26,Malik Taylor
,24.000,0,4,38,Nsimba Webster
,26.000,0,1,26,Andre Roberts
,18.500,0,2,27,D Ernest Johnson
,30.000,0,1,30,Jamaal Williams
,0.000,0,1,0,Dominique Dafney
,24.200,0,5,43,Jaydon Mickens
,21.000,0,2,24,Byron Pringle
,26.000,0,1,26,Mecole Hardman
