assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, rebounds, steals, three pointers attempted, three pointers made, turnovers
0,0,4,9,4,2,0,0,32.483,Tiffany Jackson Jones,4,5,8,8,0,0,0,2
1,0,1,3,0,1,0,0,12.150,Riquna Williams,0,1,0,1,0,1,0,1
8,0,1,13,6,4,0,0,27.850,Chelsea Gray,1,17,14,2,2,3,2,1
6,0,4,15,9,3,2,1,31.567,Odyssey Sims,0,5,20,4,2,4,1,2
0,0,0,3,0,2,2,1,9.633,Ify Ibekwe,0,2,1,0,1,1,0,1
1,0,0,3,2,0,0,0,12.967,Sydney Wiese,0,-7,6,0,1,3,2,0
2,0,1,3,0,3,0,0,29.733,Alysha Clark,1,-18,0,2,0,3,0,2
1,1,3,10,6,3,2,2,29.633,Ramu Tokashiki,1,-8,14,4,1,1,0,1
2,1,6,7,5,2,3,3,32.550,Crystal Langhorne,0,-4,13,6,0,0,0,3
4,0,4,18,10,3,3,3,32.883,Jewell Loyd,0,-8,25,4,2,6,2,9
8,3,3,3,2,2,0,0,34.750,Noelle Quinn,0,-11,5,3,0,2,1,2
1,1,3,1,1,1,0,0,15.650,Carolyn Swords,1,-3,2,4,1,0,0,2
2,1,1,3,1,1,2,2,14.400,Kaleena Mosqueda Lewis,0,7,4,1,0,1,0,1
0,0,3,3,1,1,0,0,6.917,Sami Whitcomb,0,-4,3,3,0,3,1,3
0,0,0,2,0,0,2,2,2.950,Alexis Peterson,0,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0.533,Lanay Montgomery,0,-2,0,0,0,0,0,0
3,1,5,5,2,2,9,3,28.200,Alyssa Thomas,0,5,7,5,1,0,0,4
2,0,3,18,7,3,4,4,37.767,Morgan Tuck,0,-5,21,3,0,6,3,2
0,2,13,11,3,3,2,2,26.683,Jonquel Jones,7,1,8,20,2,1,0,2
2,0,1,5,0,5,2,2,21.633,Alex Bentley,0,-10,2,1,0,3,0,0
3,1,2,13,5,4,3,2,33.233,Jasmine Thomas,0,-8,14,2,0,6,2,5
0,2,5,6,2,2,0,0,15.550,Lynetta Kizer,2,-8,4,7,0,0,0,3
1,0,4,14,8,4,0,0,26.900,Courtney Williams,1,-1,18,5,0,3,2,1
0,0,1,2,0,0,0,0,9.233,Shekinna Stricklen,0,-7,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0.800,Rachel Banham,0,-2,0,0,0,0,0,0
1,0,4,12,6,4,3,3,30.817,Bria Holmes,0,10,15,4,1,4,0,1
1,1,5,5,1,4,0,0,27.217,Sancho Lyttle,0,-10,3,5,4,4,1,1
1,1,8,9,4,2,0,0,30.267,Elizabeth Williams,1,15,8,9,0,0,0,1
1,1,5,11,3,3,12,11,29.633,Tiffany Hayes,1,10,19,6,0,5,2,1
2,0,1,11,4,3,6,6,27.350,Layshia Clarendon,1,14,14,2,2,2,0,4
3,0,5,10,5,3,4,3,25.417,Damiris Dantas,0,8,13,5,1,2,0,0
3,0,1,3,0,0,2,2,13.683,Brianna Kiesel,0,-6,2,1,1,1,0,0
0,0,1,5,3,1,0,0,12.533,Brittney Sykes,0,-10,7,1,0,2,1,0
0,0,0,1,0,0,0,0,3.083,Meighan Simmons,0,4,0,0,0,1,0,0
2,1,6,8,2,3,4,4,28.717,Tierra Ruffin Pratt,2,9,8,8,2,0,0,3
0,0,2,11,8,5,9,8,23.333,Elena Delle Donne,3,18,24,5,0,3,0,1
5,1,6,11,5,2,3,3,29.250,Emma Meesseman,3,4,13,9,2,2,0,0
4,0,2,9,3,1,10,7,28.000,Tayler Hill,0,11,15,2,1,4,2,4
4,0,1,6,2,0,2,2,27.683,Kristi Toliver,1,15,8,2,1,5,2,2
1,0,0,3,1,1,2,2,14.567,Natasha Cloud,0,5,4,0,0,0,0,0
1,0,1,5,2,0,0,0,17.717,Ivory Latta,0,2,6,1,0,4,2,2
1,1,3,2,1,3,0,0,9.900,Krystal Thomas,1,1,2,4,0,0,0,0
0,0,3,8,4,4,1,1,17.500,Tianna Hawkins,3,7,9,6,2,1,0,1
0,0,0,0,0,0,0,0,3.317,Asia Taylor,1,3,0,1,0,0,0,0
5,1,3,9,4,2,0,0,34.700,Alex Montgomery,2,-17,9,5,1,5,1,3
1,1,0,5,0,4,0,0,10.700,Nia Coffey,1,-10,0,1,0,1,0,1
0,0,1,5,2,6,2,2,14.950,Isabelle Harrison,2,-10,6,3,1,0,0,3
3,0,1,10,3,2,0,0,33.567,Sequoia Holmes,1,-7,7,2,0,5,1,0
4,0,1,2,0,1,0,0,21.317,Sydney Colson,0,-11,0,1,1,0,0,0
0,1,6,13,9,3,10,10,30.117,Monique Currie,0,-10,31,6,3,4,3,3
0,0,0,2,0,1,2,2,2.817,Dearica Hamby,0,-3,2,0,0,0,0,0
2,0,2,7,3,2,2,2,21.700,Erika de Souza,1,-8,8,3,0,0,0,2
0,0,2,7,3,4,0,0,26.600,Haley Peters,0,4,9,2,0,4,3,1
0,0,0,1,0,2,2,2,3.533,Kayla Alexander,0,-3,2,0,0,0,0,0
0,0,5,1,1,4,2,0,15.183,Stephanie Talbot,0,-8,2,5,0,0,0,1
0,0,0,9,5,1,1,0,31.783,Camille Little,0,-2,11,0,4,2,1,2
1,2,2,11,6,5,7,6,31.633,Brittney Griner,0,-3,18,2,0,0,0,0
0,1,0,11,1,2,0,0,30.250,Diana Taurasi,0,-13,3,0,1,9,1,2
9,0,3,8,4,1,0,0,31.217,Danielle Robinson,0,-2,8,3,0,0,0,6
1,0,1,2,1,2,3,2,19.433,Shay Murphy,0,-1,4,1,1,1,0,0
1,1,0,6,3,0,2,0,16.600,Leilani Mitchell,0,-5,8,0,1,5,2,2
0,0,5,2,1,2,0,0,11.417,Cayla George,0,-7,2,5,0,0,0,1
0,0,1,2,1,0,0,0,3.117,Yvonne Turner,0,-2,2,1,0,1,0,0
0,0,0,1,0,0,0,0,5.167,Emma Cannon,0,-6,0,0,0,0,0,0
0,0,0,1,0,1,0,0,4.200,Alexis Prince,0,4,0,0,0,1,0,0
0,0,3,4,2,3,2,1,30.000,Karima Christmas Kelly,0,-1,5,3,2,1,0,1
0,0,10,11,4,3,1,1,28.667,Glory Johnson,4,1,9,14,0,2,0,5
0,0,2,4,1,5,0,0,21.683,Courtney Paris,5,9,2,7,0,0,0,1
0,0,4,9,4,1,3,2,18.967,Allisha Gray,0,-9,11,4,0,2,1,1
3,1,2,12,2,4,4,3,31.750,Skylar Diggins Smith,1,7,7,3,1,1,0,4
2,0,3,2,1,1,2,2,11.333,Kayla Thornton,2,8,4,5,1,0,0,0
4,0,4,10,6,1,8,8,27.783,Kaela Davis,0,22,20,4,2,1,0,2
0,0,1,8,5,1,0,0,18.317,Theresa Plaisance,0,0,10,1,1,3,0,0
0,0,0,0,0,1,0,0,11.500,Saniya Chong,0,8,0,0,0,0,0,3
1,0,4,10,3,2,2,2,29.617,Alysha Clark,2,-7,8,6,0,3,0,2
1,1,4,11,5,3,3,3,26.683,Breanna Stewart,3,6,15,7,1,4,2,3
1,1,3,8,7,2,4,3,25.917,Crystal Langhorne,3,-2,17,6,0,0,0,1
3,0,5,18,10,3,6,4,35.267,Jewell Loyd,2,12,27,7,1,4,3,3
3,0,2,2,0,0,4,4,29.333,Noelle Quinn,1,-8,4,3,1,0,0,5
0,0,0,2,1,3,0,0,19.300,Ramu Tokashiki,1,10,2,1,0,0,0,1
0,0,0,4,3,0,6,6,15.417,Kaleena Mosqueda Lewis,1,7,12,1,0,0,0,3
3,0,1,3,0,3,2,2,10.383,Alexis Peterson,0,11,2,1,0,2,0,1
1,0,1,2,0,1,0,0,8.100,Carolyn Swords,1,-4,0,2,1,0,0,1
4,1,6,15,9,6,4,3,35.450,Shenise Johnson,2,-6,24,8,3,6,3,3
3,0,1,13,3,4,2,2,34.750,Candice Dupree,2,1,8,3,2,0,0,2
3,2,3,7,2,2,0,0,33.083,Erlana Larkins,4,2,4,7,0,0,0,1
2,0,2,4,0,2,0,0,21.067,Marissa Coleman,1,2,0,3,1,0,0,1
3,0,0,14,8,5,4,3,27.000,Briann January,0,6,23,0,1,5,4,2
2,0,0,3,1,3,0,0,17.500,Erica Wheeler,1,-11,2,1,1,2,0,2
0,0,0,0,0,0,2,2,6.917,Natalie Achonwa,1,-7,2,1,1,0,0,2
0,0,1,3,1,1,0,0,5.250,Erica McCall,0,-6,2,1,0,0,0,0
0,0,1,9,6,4,3,3,18.983,Tiffany Mitchell,0,-6,17,1,1,4,2,0
6,0,4,19,5,2,0,0,32.333,Maya Moore,3,13,11,7,3,11,1,2
2,1,9,4,1,4,4,3,21.633,Rebekkah Brunson,0,12,5,9,1,1,0,2
0,3,5,15,9,4,10,8,31.433,Sylvia Fowles,5,12,26,10,4,0,0,2
5,0,4,10,3,0,1,1,31.400,Seimone Augustus,0,17,7,4,1,1,0,3
5,0,0,9,3,0,2,1,28.900,Lindsay Whalen,2,15,8,2,0,1,1,1
1,0,1,2,2,3,0,0,14.200,Natasha Howard,0,-2,5,1,1,1,1,1
0,0,2,4,1,1,0,0,12.700,Jia Perkins,0,-10,2,2,0,1,0,1
2,0,0,4,1,0,0,0,11.100,Renee Montgomery,0,-6,2,0,0,2,0,0
0,0,1,6,2,2,0,0,9.883,Plenette Pierson,2,-2,4,3,0,2,0,2
0,0,1,0,0,2,0,0,5.600,Temi Fagbenle,0,-2,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0.833,Alexis Jones,0,-2,0,0,0,0,0,0
2,0,6,14,5,3,2,1,29.267,Jessica Breland,4,-7,11,10,1,0,0,6
0,2,2,6,4,4,0,0,20.200,Stefanie Dolson,0,-2,9,2,1,2,1,4
0,1,7,7,2,2,4,3,30.717,Imani Boyette,5,-13,7,12,0,1,0,5
0,0,2,3,0,0,0,0,15.883,Keisha Hampton,0,-4,0,2,0,2,0,1
5,2,2,11,3,2,4,3,35.017,Cappie Pondexter,1,-9,9,3,1,1,0,2
0,0,1,6,1,0,1,1,14.250,Cheyenne Parker,4,-5,3,5,2,0,0,1
4,1,7,14,6,2,6,2,31.983,Tamera Young,1,-10,14,8,2,1,0,1
0,0,0,1,0,0,0,0,6.767,Makayla Epps,0,-1,0,0,0,0,0,0
2,0,2,6,3,4,2,2,15.900,Kahleah Copper,0,6,8,2,0,0,0,3
1,0,2,3,1,1,2,1,20.283,Stephanie Talbot,1,3,4,3,2,2,1,0
0,0,0,8,3,2,0,0,23.833,Camille Little,1,32,6,1,0,1,0,3
0,3,7,15,13,0,8,6,30.033,Brittney Griner,3,35,32,10,0,0,0,0
1,0,6,8,3,3,8,6,21.567,Diana Taurasi,0,21,13,6,2,4,1,5
6,1,4,10,5,3,0,0,27.783,Danielle Robinson,0,18,10,4,0,0,0,2
7,0,4,8,4,2,2,2,28.050,Leilani Mitchell,0,12,11,4,0,3,1,2
1,1,0,6,2,1,0,0,12.650,Cayla George,0,-10,4,0,0,3,0,1
3,0,0,2,0,3,0,0,11.033,Yvonne Turner,0,3,0,0,0,2,0,2
0,0,4,0,0,2,4,2,8.517,Emma Cannon,1,-5,2,5,0,0,0,0
2,1,2,3,1,0,0,0,11.283,Alexis Prince,0,12,3,2,1,2,1,0
0,0,1,0,0,2,0,0,4.967,Sophie Brunner,0,-6,0,1,0,0,0,1
0,0,0,7,1,1,4,3,18.800,Marissa Coleman,0,-25,5,0,0,4,0,2
0,0,7,12,6,2,2,2,28.017,Candice Dupree,2,-16,14,9,1,0,0,2
0,0,6,2,1,3,2,2,25.450,Erlana Larkins,2,-16,4,8,2,0,0,1
4,0,1,11,1,3,0,0,24.083,Shenise Johnson,0,-32,2,1,1,4,0,1
0,1,0,5,0,1,6,4,27.400,Briann January,1,-21,4,1,1,2,0,1
4,0,3,11,5,2,2,1,23.583,Tiffany Mitchell,0,1,11,3,1,2,0,1
0,0,1,7,5,3,1,1,13.450,Natalie Achonwa,2,-3,11,3,0,0,0,1
3,0,2,9,3,4,0,0,17.967,Erica Wheeler,0,0,6,2,1,2,0,3
0,0,0,1,1,0,0,0,8.167,Jeanette Pohlen Mavunga,0,8,3,0,0,1,1,0
0,0,0,0,0,2,0,0,1.100,Nadia Gomes Colhado,0,-4,0,0,0,0,0,0
0,1,2,3,1,2,0,0,11.983,Erica McCall,0,-7,2,2,0,0,0,0
3,0,6,9,2,3,2,2,28.233,Tina Charles,1,-4,6,7,0,1,0,0
1,0,2,6,2,4,2,2,22.917,Shavonte Zellous,0,-8,6,2,0,0,0,2
0,0,3,4,2,5,2,2,23.717,Kiah Stokes,0,-2,6,3,0,0,0,2
3,0,2,10,6,3,5,4,15.800,Brittany Boyd,2,-3,16,4,2,1,0,1
2,1,7,14,6,1,6,4,26.567,Sugar Rodgers,0,-14,20,7,1,7,4,1
0,0,3,5,3,3,2,1,19.350,Kia Vaughn,2,-21,7,5,0,0,0,2
3,0,0,10,1,0,2,2,28.483,Epiphanny Prince,1,-13,4,1,3,2,0,0
1,0,0,4,1,1,0,0,10.067,Cierra Burdick,1,-11,3,1,0,1,1,3
0,0,0,0,0,1,0,0,3.183,Amanda Zahui B,0,-8,0,0,0,0,0,0
1,0,1,3,0,0,0,0,6.983,Bria Hartley,0,-6,0,1,0,2,0,0
0,0,0,0,0,0,0,0,5.517,Nayo Raincock Ekunwe,0,-3,0,0,0,0,0,0
0,1,1,3,1,2,0,0,9.183,Rebecca Allen,1,-2,3,2,1,2,1,0
2,0,3,5,3,3,5,4,20.583,Rebekkah Brunson,1,15,11,4,0,2,1,2
6,0,8,18,6,0,2,2,32.617,Maya Moore,3,9,16,11,0,3,2,1
0,1,5,10,6,4,3,0,32.867,Sylvia Fowles,2,8,12,7,2,0,0,1
3,0,5,7,3,2,6,4,27.617,Seimone Augustus,0,19,11,5,0,2,1,0
5,0,2,8,5,3,2,2,25.250,Lindsay Whalen,0,10,12,2,0,1,0,3
0,0,3,3,2,0,2,1,13.917,Jia Perkins,0,4,5,3,0,1,0,1
2,0,1,6,2,1,2,2,18.433,Renee Montgomery,0,13,7,1,2,4,1,1
0,1,2,3,2,2,2,2,12.050,Natasha Howard,0,4,7,2,0,1,1,0
2,0,1,8,2,2,0,0,12.333,Plenette Pierson,0,9,6,1,0,5,2,2
0,0,1,0,0,1,0,0,2.167,Temi Fagbenle,0,2,0,1,0,0,0,0
0,0,0,2,1,0,0,0,2.167,Alexis Jones,0,2,3,0,0,2,1,0
2,1,10,7,3,3,0,0,24.600,Alex Montgomery,2,2,7,12,0,4,1,2
1,1,4,10,2,2,0,0,19.083,Erika de Souza,2,-1,4,6,0,0,0,0
1,1,1,9,5,3,10,6,28.683,Isabelle Harrison,0,7,16,1,0,0,0,1
2,1,1,10,2,1,0,0,20.033,Sequoia Holmes,1,2,5,2,0,4,1,0
3,0,2,3,1,4,0,0,21.383,Sydney Colson,1,-10,2,3,1,0,0,2
4,1,2,10,3,4,2,2,25.733,Monique Currie,2,-8,8,4,1,1,0,3
3,0,4,9,5,4,6,4,28.233,Kayla McBride,1,-4,14,5,2,1,0,6
1,0,2,4,3,3,2,2,11.450,Kayla Alexander,0,-10,8,2,0,0,0,1
0,0,3,4,1,3,2,1,13.083,Dearica Hamby,0,-9,3,3,0,0,0,1
1,0,2,5,1,2,4,3,7.700,Nia Coffey,1,1,5,3,0,1,0,0
2,0,3,6,1,1,2,2,26.617,Stephanie Talbot,4,2,4,7,2,4,0,0
1,1,2,8,2,4,2,1,27.133,Camille Little,0,9,5,2,1,1,0,1
2,4,10,12,7,5,7,6,33.733,Brittney Griner,3,13,20,13,2,0,0,0
1,0,1,14,3,1,10,9,30.383,Diana Taurasi,1,9,17,2,0,5,2,0
5,0,3,10,3,1,8,6,27.583,Danielle Robinson,0,11,12,3,2,0,0,4
3,1,2,6,4,3,4,3,24.067,Leilani Mitchell,0,6,14,2,1,3,3,3
1,2,4,3,2,3,1,1,13.850,Cayla George,0,-7,6,4,0,1,1,0
0,0,2,1,0,1,0,0,5.750,Alexis Prince,0,1,0,2,0,1,0,1
0,0,1,1,0,1,0,0,5.283,Emma Cannon,0,-3,0,1,0,0,0,0
0,0,0,2,0,1,0,0,5.600,Yvonne Turner,1,-11,0,1,0,1,0,2
0,1,6,11,5,2,0,0,28.433,Jessica Breland,1,-3,12,7,0,4,2,5
3,0,3,6,3,4,2,2,26.667,Stefanie Dolson,1,-7,8,4,2,0,0,0
2,1,4,1,1,2,0,0,22.300,Imani Boyette,1,5,2,5,0,0,0,0
3,0,2,21,5,4,6,6,37.600,Tamera Young,1,-10,18,3,4,5,2,3
7,0,1,17,9,5,3,3,32.817,Cappie Pondexter,2,2,22,3,1,2,1,2
2,0,0,4,1,0,0,0,8.133,Keisha Hampton,0,5,3,0,0,3,1,0
0,1,4,7,2,1,5,5,18.183,Cheyenne Parker,2,-4,9,6,1,2,0,0
1,0,0,2,0,3,0,0,7.400,Makayla Epps,0,-10,0,0,1,0,0,0
0,0,1,5,2,1,1,1,10.150,Kahleah Copper,1,-5,5,2,0,2,0,2
0,0,1,3,2,0,0,0,8.317,Amber Harris,0,-13,4,1,0,1,0,0
4,0,1,10,5,0,2,2,33.283,Bria Holmes,1,11,12,2,2,3,0,2
1,2,6,3,1,3,0,0,23.883,Sancho Lyttle,2,-6,2,8,1,1,0,0
0,1,9,9,5,3,4,1,36.817,Elizabeth Williams,2,6,11,11,1,1,0,1
5,1,4,17,8,3,7,5,31.317,Tiffany Hayes,2,2,23,6,1,6,2,2
7,0,5,10,7,3,4,3,31.100,Layshia Clarendon,1,4,18,6,1,1,1,5
1,1,4,11,7,5,1,0,25.117,Damiris Dantas,0,14,16,4,2,4,2,5
1,1,0,3,1,0,2,0,7.500,Brianna Kiesel,0,-1,3,0,0,2,1,0
0,0,0,2,1,1,0,0,5.167,Brittney Sykes,0,3,2,0,0,1,0,0
0,0,0,1,1,0,0,0,0.900,Rachel Hollivay,0,-1,2,0,0,0,0,0
1,0,0,1,1,0,0,0,4.917,Matee Ajavon,0,8,2,0,0,0,0,0
0,0,0,4,1,0,1,1,7.133,Essence Carson,0,-5,3,0,0,1,0,0
3,0,3,8,6,2,9,9,33.833,Nneka Ogwumike,0,2,23,3,0,3,2,1
5,1,7,10,7,2,2,2,30.467,Candace Parker,1,12,18,8,1,4,2,2
2,0,2,11,5,3,2,2,33.850,Alana Beard,1,10,12,3,3,1,0,1
4,0,1,12,6,4,4,4,31.517,Chelsea Gray,2,11,16,3,1,1,0,2
2,1,3,1,0,1,0,0,15.683,Tiffany Jackson Jones,0,6,0,3,0,0,0,2
3,0,2,3,1,0,4,3,20.500,Odyssey Sims,0,7,5,2,3,1,0,2
1,1,2,13,8,3,0,0,27.000,Sydney Wiese,1,7,22,3,0,10,6,1
3,0,2,15,7,4,4,4,32.767,Tayler Hill,0,-11,20,2,1,7,2,3
5,0,2,4,2,3,0,0,24.317,Emma Meesseman,2,-12,4,4,1,1,0,1
1,1,2,13,8,2,10,10,32.400,Elena Delle Donne,0,-3,27,2,2,3,1,2
3,0,1,5,0,3,2,1,17.267,Tierra Ruffin Pratt,3,-6,1,4,1,1,0,1
3,0,3,9,6,1,0,0,33.683,Kristi Toliver,0,-3,15,3,0,5,3,1
8,0,4,6,3,1,0,0,22.733,Natasha Cloud,0,-4,7,4,0,2,1,1
0,0,2,3,1,2,0,0,13.667,Tianna Hawkins,1,-3,2,3,1,1,0,2
0,0,0,6,3,1,3,3,13.550,Ivory Latta,0,-6,11,0,0,4,2,1
0,0,2,1,1,1,0,0,9.617,Krystal Thomas,2,-2,2,4,1,0,0,2
0,0,0,5,1,1,0,0,14.067,Marissa Coleman,0,-6,3,0,0,2,1,4
0,1,6,11,7,4,5,5,32.600,Candice Dupree,0,10,19,6,1,0,0,1
2,0,5,3,3,3,6,6,30.717,Erlana Larkins,4,3,12,9,5,0,0,0
1,1,2,11,3,0,6,6,24.917,Shenise Johnson,2,4,13,4,1,1,1,1
4,0,1,7,1,0,2,2,26.067,Briann January,2,4,4,3,2,2,0,0
0,0,0,10,4,4,5,5,23.167,Tiffany Mitchell,0,13,14,0,0,4,1,0
1,1,1,2,2,3,2,1,9.283,Natalie Achonwa,0,-1,5,1,0,0,0,1
3,0,0,6,3,0,0,0,13.933,Erica Wheeler,0,-3,6,0,2,2,0,1
0,0,0,3,1,2,0,0,7.400,Erica McCall,0,-7,2,0,1,1,0,0
0,0,1,1,0,1,3,3,17.850,Jeanette Pohlen Mavunga,1,-7,3,2,0,1,0,1
1,0,4,8,4,3,4,4,29.033,Morgan Tuck,2,-7,13,6,0,1,1,3
0,1,2,8,5,4,3,2,22.650,Lynetta Kizer,1,-3,12,3,0,0,0,1
4,0,6,11,7,6,5,5,33.217,Jonquel Jones,6,2,19,12,1,0,0,2
2,0,3,16,5,1,0,0,35.850,Courtney Williams,2,-6,10,5,1,1,0,6
3,0,2,10,5,4,3,3,35.733,Alex Bentley,0,-8,14,2,2,4,1,4
1,0,2,2,1,3,0,0,21.967,Shekinna Stricklen,1,1,2,3,0,1,0,0
0,0,0,5,3,6,0,0,10.900,Danielle Adams,0,-3,9,0,0,5,3,2
1,0,1,2,0,0,0,0,8.417,Rachel Banham,0,10,0,1,0,2,0,0
0,0,0,0,0,0,0,0,2.233,Jordan Hooper,0,4,0,0,0,0,0,0
3,0,1,7,3,5,2,1,19.767,Karima Christmas Kelly,0,3,7,1,1,3,0,3
0,0,7,5,3,4,2,2,29.983,Glory Johnson,0,-11,8,7,0,0,0,1
1,2,2,5,4,3,1,1,21.550,Courtney Paris,3,-2,9,5,2,0,0,3
1,0,1,12,5,1,5,4,27.567,Allisha Gray,1,6,15,2,1,4,1,3
8,0,4,16,8,3,7,6,36.900,Skylar Diggins Smith,1,-6,22,5,1,1,0,3
0,0,0,5,1,3,4,4,21.333,Kaela Davis,0,-6,7,0,1,3,1,2
1,0,2,5,3,4,0,0,15.767,Theresa Plaisance,0,4,7,2,2,1,1,0
2,1,0,2,1,1,2,1,11.633,Saniya Chong,1,8,3,1,2,0,0,0
0,0,0,5,3,0,4,3,13.667,Kayla Thornton,2,5,9,2,1,1,0,1
0,0,0,0,0,1,0,0,1.817,Breanna Lewis,0,-6,0,0,0,0,0,0
5,0,3,20,6,3,5,4,35.217,Maya Moore,1,10,21,4,2,12,5,1
0,1,5,5,1,2,5,5,30.350,Rebekkah Brunson,6,10,7,11,4,0,0,1
1,2,5,15,8,4,12,11,32.300,Sylvia Fowles,8,4,27,13,0,0,0,2
2,0,2,11,7,2,4,4,32.900,Seimone Augustus,1,-2,18,3,0,1,0,3
6,0,1,6,2,1,0,0,29.700,Lindsay Whalen,0,2,4,1,1,1,0,3
1,0,0,3,0,3,6,6,15.067,Renee Montgomery,1,-2,6,1,0,3,0,1
1,0,2,4,2,1,0,0,9.650,Plenette Pierson,0,-9,4,2,0,1,0,2
0,0,1,0,0,2,2,0,5.117,Jia Perkins,0,-6,0,1,0,0,0,1
0,1,1,1,1,4,0,0,7.700,Natasha Howard,0,-3,2,1,0,0,0,4
0,0,0,0,0,0,0,0,2.000,Alexis Jones,0,1,0,0,0,0,0,0
3,0,2,14,4,3,7,4,35.083,Bria Holmes,1,-5,13,3,2,4,1,0
2,0,5,7,2,1,2,1,24.733,Sancho Lyttle,1,-3,5,6,2,0,0,1
2,0,6,10,3,1,2,1,31.867,Elizabeth Williams,7,-3,7,13,0,0,0,1
1,0,3,13,5,2,6,4,32.133,Tiffany Hayes,0,0,17,3,3,8,3,3
9,0,4,13,6,3,4,4,36.650,Layshia Clarendon,1,-3,17,5,1,5,1,4
0,2,4,10,5,4,4,2,26.750,Damiris Dantas,1,-7,12,5,1,2,0,0
1,0,2,2,0,1,0,0,5.883,Brittney Sykes,0,1,0,2,0,1,0,1
0,0,0,0,0,0,0,0,3.350,Brianna Kiesel,0,-2,0,0,0,0,0,0
0,0,0,2,0,0,0,0,3.267,Matee Ajavon,0,-3,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0.283,Meighan Simmons,0,0,0,0,0,0,0,0
2,3,11,7,3,1,0,0,30.100,Jessica Breland,1,3,6,12,1,0,0,3
1,5,6,13,10,3,2,1,34.067,Stefanie Dolson,2,0,23,8,0,3,2,2
0,1,3,7,2,4,0,0,21.367,Imani Boyette,3,-4,4,6,1,0,0,1
2,0,3,13,5,3,3,1,38.050,Tamera Young,0,7,12,3,2,2,1,4
11,0,2,21,7,3,7,6,39.633,Cappie Pondexter,1,5,20,3,3,1,0,4
0,0,3,1,1,0,6,5,10.900,Cheyenne Parker,3,9,7,6,0,0,0,1
1,1,0,4,0,3,0,0,9.083,Keisha Hampton,0,2,0,0,0,3,0,0
0,0,1,3,1,3,2,1,6.050,Kahleah Copper,0,4,3,1,1,0,0,0
0,1,4,1,0,1,0,0,8.833,Amber Harris,0,-1,0,4,0,1,0,0
0,0,0,0,0,0,0,0,1.917,Makayla Epps,0,0,0,0,0,0,0,0
2,0,3,5,2,4,4,4,26.000,Alysha Clark,2,-6,8,5,2,2,0,1
2,3,4,13,3,5,1,0,26.417,Breanna Stewart,1,0,6,5,1,5,0,2
0,0,3,9,6,1,5,5,27.667,Crystal Langhorne,0,12,17,3,0,0,0,1
1,0,4,14,10,2,3,3,28.550,Jewell Loyd,1,16,26,5,0,3,3,2
10,0,1,9,4,0,0,0,29.417,Sue Bird,0,12,9,1,0,4,1,1
1,0,1,3,3,0,0,0,11.583,Kaleena Mosqueda Lewis,0,11,8,1,0,2,2,2
