field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
0,1,1,1,0,Neil Rackers
0,0,5,5,0,Martin Gramatica
4,4,2,2,38,Jason Hanson
0,0,1,1,0,John Carney
1,1,2,2,30,Ryan Longwell
0,1,2,2,0,Shayne Graham
0,1,4,4,0,Hayden Epstein
1,1,0,0,46,John Hall
2,2,6,6,50,Morten Andersen
3,3,3,3,42,Olindo Mare
2,2,3,3,41,David Akers
1,1,2,2,48,Kris Brown
3,4,1,1,31,Todd Peterson
2,3,1,1,28,Phil Dawson
1,1,7,7,28,Sebastian Janikowski
0,0,1,1,0,Joe Nedney
0,1,3,3,0,Steve Christie
0,1,2,2,0,Adam Vinatieri
2,2,6,6,35,Rian Lindell
1,2,2,2,35,Gary Anderson
1,2,1,1,27,Jeff Wilkins
2,2,1,1,48,Billy Cundiff
2,2,4,4,41,Matt Stover
1,3,2,2,40,Jason Elam
2,3,0,0,34,Jay Feely
2,2,2,2,23,Martin Gramatica
1,1,4,4,30,Mike Hollis
0,0,7,7,0,Sebastian Janikowski
2,2,1,1,48,Shayne Graham
3,3,1,1,50,Bill Gramatica
0,0,1,1,0,Phil Dawson
4,4,2,2,43,Matt Stover
1,2,2,2,32,Billy Cundiff
0,0,3,3,0,Matt Bryant
1,2,3,3,36,Jason Elam
1,1,0,0,24,Steve Christie
0,0,4,4,0,Mike Vanderjagt
0,0,3,3,0,Neil Rackers
2,2,2,2,34,Hayden Epstein
1,1,2,2,31,David Akers
2,3,2,3,40,Olindo Mare
0,0,1,1,0,Adam Vinatieri
4,4,2,2,48,John Carney
0,0,3,3,0,Todd Peterson
1,2,2,2,25,John Hall
3,3,2,2,40,Morten Andersen
3,3,4,4,33,Jose Cortez
2,2,1,1,38,Jeff Wilkins
0,0,2,2,0,Joe Nedney
1,1,4,4,31,James Tuthill
0,0,3,3,0,Paul Edinger
2,5,4,4,49,Ryan Longwell
0,1,1,1,0,Neil Rackers
2,3,4,4,34,Todd Peterson
0,0,2,2,0,Billy Cundiff
2,3,1,1,50,Shayne Graham
5,5,1,1,55,Jason Elam
1,2,3,3,53,Olindo Mare
5,5,1,1,50,Mike Vanderjagt
2,2,2,2,51,Matt Stover
1,1,4,4,42,Gary Anderson
1,1,3,3,49,Jason Hanson
1,1,1,1,32,Adam Vinatieri
0,1,4,4,0,Ryan Longwell
1,1,1,1,38,Matt Bryant
1,1,2,2,31,Jay Feely
0,0,5,5,0,Steve Christie
2,2,4,4,43,Morten Andersen
0,0,4,4,0,Jeff Wilkins
2,3,1,1,43,Sebastian Janikowski
1,3,2,2,33,Martin Gramatica
1,1,0,0,50,Phil Dawson
3,4,2,2,40,Joe Nedney
0,0,2,2,0,Hayden Epstein
1,1,3,3,26,Kris Brown
1,1,4,4,33,Mike Hollis
0,0,3,3,0,James Tuthill
3,3,4,4,36,John Carney
0,2,3,3,0,Rian Lindell
2,2,2,2,37,Jose Cortez
3,6,0,0,41,Bill Gramatica
0,1,0,0,0,Billy Cundiff
3,3,3,3,49,Jay Feely
1,2,2,2,30,Matt Stover
1,2,1,1,22,Hayden Epstein
2,2,4,4,43,Phil Dawson
1,2,2,2,47,Kris Brown
3,4,2,2,48,Jason Hanson
2,2,2,2,53,Paul Edinger
3,3,3,3,41,Ryan Longwell
3,4,0,0,53,James Tuthill
2,3,4,4,41,Morten Andersen
3,3,4,4,33,Jason Elam
1,1,1,1,42,Olindo Mare
3,3,2,2,46,Mike Hollis
3,4,2,2,46,John Carney
2,2,3,3,41,Jose Cortez
2,3,2,2,38,John Hall
0,0,1,1,0,Gary Anderson
2,2,2,2,36,David Akers
1,2,1,1,48,Martin Gramatica
0,2,3,3,0,Sebastian Janikowski
0,0,3,3,0,Steve Christie
3,3,4,4,47,Jeff Wilkins
0,1,2,2,0,Rian Lindell
0,1,4,4,0,Todd Peterson
1,2,1,1,41,Mike Vanderjagt
1,1,1,1,28,Matt Stover
1,1,4,4,34,Todd Peterson
1,1,3,3,33,Mike Hollis
1,1,2,2,35,Jason Hanson
3,3,0,0,47,Shayne Graham
4,4,0,0,53,Martin Gramatica
1,1,3,3,44,Neil Rackers
3,3,3,3,46,Joe Nedney
0,0,2,2,0,Billy Cundiff
1,1,2,2,20,Rian Lindell
1,3,2,2,34,Tim Seder
2,3,1,1,45,Kris Brown
2,2,2,2,46,Morten Andersen
1,2,1,1,32,Sebastian Janikowski
3,3,2,2,44,Gary Anderson
0,0,1,1,0,Paul Edinger
1,1,1,1,26,Adam Vinatieri
1,3,3,3,19,Jason Elam
2,2,3,3,40,John Carney
3,3,4,4,47,Jay Feely
0,1,3,3,0,John Hall
3,3,1,1,35,Phil Dawson
1,1,5,5,45,Jose Cortez
0,0,4,4,0,Bill Gramatica
4,4,2,2,41,James Tuthill
0,0,1,1,0,Mike Vanderjagt
3,4,0,0,36,David Akers
1,1,0,0,26,Matt Bryant
0,0,2,2,0,Bill Gramatica
2,3,3,3,42,Jeff Wilkins
2,2,2,2,40,Jay Feely
1,1,2,2,32,Matt Stover
0,3,1,1,0,Mike Hollis
1,1,5,5,46,Adam Vinatieri
2,2,1,1,53,Paul Edinger
4,4,1,1,36,David Akers
0,0,2,3,0,Phil Dawson
3,4,2,2,43,Todd Peterson
3,3,0,0,44,Jason Hanson
0,0,1,1,0,Billy Cundiff
0,1,1,1,0,Mike Vanderjagt
3,3,2,2,39,Joe Nedney
1,3,3,3,27,Matt Bryant
1,1,2,2,24,Tim Seder
2,2,2,2,42,Sebastian Janikowski
3,5,2,2,23,Jose Cortez
0,0,1,2,0,Steve Christie
3,4,5,5,38,John Hall
1,1,0,0,23,Rian Lindell
0,0,2,2,0,James Tuthill
1,2,5,5,36,Martin Gramatica
1,1,3,3,26,Gary Anderson
1,3,0,0,23,Kris Brown
1,1,5,5,25,Neil Rackers
1,1,3,3,27,Ryan Longwell
1,1,1,1,46,Olindo Mare
2,2,0,0,40,Bill Gramatica
2,2,3,3,30,Rian Lindell
1,1,5,5,33,Matt Stover
2,2,3,3,43,Neil Rackers
1,1,3,3,19,Shayne Graham
2,2,4,4,39,John Carney
3,3,3,3,40,Paul Edinger
4,4,1,1,57,Adam Vinatieri
4,4,4,4,40,Ryan Longwell
0,1,2,2,0,Jason Hanson
4,4,2,2,43,Tim Seder
0,1,1,1,0,James Tuthill
2,2,2,2,27,Gary Anderson
0,1,1,2,0,Matt Bryant
2,2,1,1,30,John Hall
1,1,1,1,28,Olindo Mare
2,2,1,1,34,David Akers
0,1,5,5,0,Mike Vanderjagt
2,4,2,3,34,Todd Peterson
2,3,4,4,40,Jay Feely
1,2,2,2,42,Jose Cortez
2,2,1,1,43,Morten Andersen
0,0,4,4,0,Jeff Wilkins
1,1,3,3,41,Steve Christie
1,2,2,2,24,Joe Nedney
1,1,1,1,51,Kris Brown
1,1,1,1,27,Jason Elam
2,2,2,2,47,Sebastian Janikowski
1,2,3,3,42,Jay Feely
1,1,2,2,35,John Carney
2,2,2,2,37,Neil Rackers
2,3,3,3,40,Phil Dawson
0,0,2,2,0,Jason Hanson
1,1,2,3,22,John Hall
2,4,2,2,48,Mike Vanderjagt
1,2,0,0,21,Billy Cundiff
1,2,2,2,38,Morten Andersen
3,3,1,1,33,Mike Hollis
2,2,2,2,49,Olindo Mare
0,0,1,1,0,Matt Stover
1,1,4,4,32,Gary Anderson
0,0,3,3,0,Ryan Longwell
4,4,1,1,43,Matt Bryant
1,2,2,2,31,James Tuthill
1,1,5,5,34,David Akers
0,0,2,2,0,Bill Gramatica
2,3,3,3,39,Sebastian Janikowski
2,3,2,2,36,Adam Vinatieri
2,3,2,2,40,Steve Christie
1,2,2,2,24,Jose Cortez
3,3,0,0,52,Rian Lindell
1,2,4,4,45,Jason Elam
3,3,2,2,41,Martin Gramatica
1,2,1,1,42,Shayne Graham
1,2,4,4,43,Joe Nedney
0,2,1,1,0,Todd Peterson
0,0,3,3,0,Kris Brown
1,2,3,3,22,Tim Seder
0,0,3,3,0,Jeff Wilkins
3,3,1,1,50,Paul Edinger
0,0,2,2,0,Bill Gramatica
2,2,5,5,51,Sebastian Janikowski
2,2,1,1,43,Matt Stover
4,4,0,0,40,Joe Nedney
0,1,5,6,0,Jay Feely
2,3,2,2,40,Paul Edinger
1,1,2,2,22,Jason Hanson
0,1,3,3,0,Billy Cundiff
1,2,2,2,31,Tim Seder
0,0,2,3,0,Jason Elam
3,3,2,2,54,Mike Vanderjagt
3,4,3,3,38,Olindo Mare
1,2,0,0,38,Steve Christie
1,1,3,3,34,Adam Vinatieri
1,3,2,2,38,Gary Anderson
3,3,0,0,48,John Carney
1,1,3,3,28,Phil Dawson
1,2,4,4,23,John Hall
2,2,1,1,43,Mike Hollis
3,4,2,3,45,Jeff Reed
0,0,3,3,0,Neil Rackers
1,2,4,4,37,Rian Lindell
1,1,3,3,31,Morten Andersen
2,2,1,1,51,Martin Gramatica
0,0,1,1,0,Ryan Longwell
2,2,0,0,50,Kris Brown
0,1,2,2,0,Matt Bryant
0,2,2,2,0,James Tuthill
1,1,2,2,30,Jeff Wilkins
1,1,2,2,35,Jeff Chandler
1,2,5,5,43,David Akers
2,3,3,3,42,Billy Cundiff
0,1,2,3,0,James Tuthill
4,4,0,0,46,Jason Hanson
2,2,2,2,31,Adam Vinatieri
1,2,5,5,39,Mike Hollis
0,0,3,3,0,Olindo Mare
1,1,2,3,40,Neil Rackers
0,2,3,3,0,Matt Stover
2,3,0,0,33,Phil Dawson
2,4,1,1,44,Shayne Graham
3,3,3,3,31,Ryan Longwell
0,1,2,2,0,Paul Edinger
2,2,1,1,46,Mike Vanderjagt
1,1,0,0,34,Kris Brown
1,1,2,2,23,Richie Cunningham
6,6,1,1,50,Jeff Reed
0,1,7,7,0,Morten Andersen
1,2,3,3,29,Gary Anderson
1,1,3,3,44,Jay Feely
1,2,2,2,48,John Carney
1,2,1,1,51,Martin Gramatica
3,3,2,2,38,Matt Bryant
1,2,3,3,38,Joe Nedney
1,1,1,1,31,David Akers
1,2,0,0,22,Jeff Wilkins
3,6,3,3,40,Steve Christie
2,3,3,3,54,Jason Elam
1,1,4,4,23,Jeff Chandler
1,1,3,3,20,Rian Lindell
4,4,2,2,48,Sebastian Janikowski
2,3,2,2,45,John Hall
3,3,2,2,42,Bill Gramatica
2,3,2,2,26,Jason Hanson
1,1,2,2,26,Matt Stover
3,3,4,4,34,John Carney
0,0,6,6,0,Shayne Graham
1,2,4,4,24,Neil Rackers
2,3,3,3,37,Billy Cundiff
1,3,4,4,47,Jeff Chandler
2,2,2,2,33,Ryan Longwell
3,3,1,2,37,Gary Anderson
2,2,2,2,33,Danny Boyd
0,2,3,3,0,Phil Dawson
0,0,7,7,0,Morten Andersen
1,2,1,1,36,Jeff Wilkins
2,3,3,3,46,Adam Vinatieri
1,1,2,2,26,Mike Hollis
2,2,1,2,43,John Hall
2,4,1,1,23,Jason Elam
2,3,0,0,40,Jeff Reed
1,1,3,3,43,Kris Brown
0,0,1,1,0,Steve Christie
2,3,3,3,51,Sebastian Janikowski
2,2,2,2,43,Rian Lindell
2,3,3,3,40,David Akers
2,2,4,4,42,Martin Gramatica
1,1,1,1,30,Jay Feely
2,2,3,3,35,Joe Nedney
1,2,2,2,44,Mike Vanderjagt
2,3,1,1,44,Jose Cortez
2,3,3,3,42,Matt Bryant
2,2,3,3,29,Olindo Mare
1,1,0,0,52,Paul Edinger
1,2,3,3,22,Jay Feely
1,1,3,3,43,Rian Lindell
2,2,2,2,42,Mike Hollis
2,3,1,1,53,Steve Christie
2,2,2,2,53,Paul Edinger
2,2,1,1,42,John Hall
3,3,0,0,51,Neil Rackers
0,0,3,3,0,Danny Boyd
1,1,2,2,29,Phil Dawson
0,0,4,4,0,Mike Vanderjagt
1,1,4,4,30,Jason Elam
1,2,3,3,21,Morten Andersen
2,3,2,2,37,Jason Hanson
3,3,2,2,38,Martin Gramatica
3,4,2,2,41,Olindo Mare
3,3,0,0,45,Sebastian Janikowski
3,3,2,2,40,John Carney
1,1,3,3,41,Gary Anderson
3,3,4,4,38,Matt Bryant
0,0,1,1,0,Billy Cundiff
2,2,4,4,45,David Akers
0,0,3,3,0,Jose Cortez
3,3,3,3,41,Jeff Reed
0,0,2,2,0,Shayne Graham
2,2,0,0,47,Jeff Chandler
2,3,2,2,48,Ryan Longwell
3,3,3,3,37,Jeff Wilkins
0,0,4,4,0,Bill Gramatica
1,1,2,2,41,Kris Brown
3,3,2,2,47,Matt Stover
1,2,3,3,28,Joe Nedney
0,0,1,1,0,Adam Vinatieri
0,1,2,2,0,Bill Gramatica
1,3,2,2,24,Jeff Chandler
1,1,0,0,42,Billy Cundiff
2,2,3,3,39,David Akers
2,2,2,2,53,Gary Anderson
1,1,2,2,25,Olindo Mare
5,5,3,3,39,Jay Feely
0,1,1,1,0,Jason Hanson
2,2,1,1,43,Matt Stover
0,0,2,2,0,Phil Dawson
1,1,3,3,25,Shayne Graham
0,1,2,2,0,Paul Edinger
0,0,2,3,0,Neil Rackers
2,3,1,1,43,John Carney
1,1,1,1,33,Ryan Longwell
0,1,0,0,0,Mike Hollis
2,2,1,1,27,Mike Vanderjagt
1,1,5,6,20,Matt Bryant
1,1,1,1,24,Danny Boyd
0,1,4,4,0,Joe Nedney
1,1,3,3,38,Michael Husted
3,3,1,1,49,Steve Christie
1,1,2,2,49,Adam Vinatieri
3,3,3,3,43,John Hall
0,0,4,4,0,Sebastian Janikowski
1,1,1,1,25,Jason Elam
3,3,3,3,36,Rian Lindell
1,1,1,1,45,Jeff Wilkins
1,3,3,3,23,Jose Cortez
1,1,1,1,46,Kris Brown
0,0,1,1,0,Martin Gramatica
1,1,2,2,26,Jeff Reed
1,2,1,1,39,Matt Bryant
0,1,1,1,0,David Akers
1,1,3,3,27,Sebastian Janikowski
2,2,3,3,32,Mike Hollis
1,1,0,0,19,Neil Rackers
5,5,0,0,33,Martin Gramatica
1,1,3,3,40,Phil Dawson
3,4,1,1,49,Jay Feely
3,3,4,4,54,Jason Elam
0,0,1,1,0,Bill Gramatica
1,1,3,3,37,Jason Hanson
1,2,5,5,18,Gary Anderson
2,2,2,2,27,Mike Vanderjagt
2,2,1,1,32,Danny Boyd
4,4,1,1,43,Adam Vinatieri
1,2,3,3,28,Olindo Mare
2,2,0,0,38,John Carney
1,1,1,1,50,Shayne Graham
0,0,6,6,0,John Hall
1,1,2,2,23,Ryan Longwell
2,2,2,2,48,Jeff Reed
1,1,4,4,43,Matt Stover
2,2,2,2,29,Steve Christie
1,2,4,4,24,Rian Lindell
1,3,0,0,42,Kris Brown
2,2,1,1,28,Joe Nedney
2,2,2,2,38,Jose Cortez
0,0,2,2,0,Billy Cundiff
1,1,4,4,39,Jeff Wilkins
2,2,2,2,44,Jeff Chandler
2,2,5,5,41,John Hall
0,1,0,0,0,Mike Vanderjagt
0,2,1,1,0,Ryan Longwell
2,4,3,3,23,Jay Feely
0,1,4,4,0,Jeff Reed
2,2,3,3,31,Phil Dawson
1,1,2,2,25,Jeff Chandler
1,2,5,5,21,Matt Bryant
2,3,4,4,42,Joe Nedney
3,4,2,2,40,Jeff Reed
2,3,2,2,39,David Akers
2,3,0,0,52,Jay Feely
1,2,4,4,19,Martin Gramatica
2,2,0,0,40,Jeff Chandler
3,4,3,3,34,Sebastian Janikowski
1,2,1,1,38,John Hall
1,1,1,1,30,David Akers
2,2,3,3,48,Martin Gramatica
2,2,5,5,43,Sebastian Janikowski
1,1,2,2,29,Joe Nedney
0,0,1,1,0,Craig Hentrich
2,2,6,6,43,Martin Gramatica
1,1,0,0,40,Sebastian Janikowski
