average punt yards, longest punt, name, punts, punts inside the twenty
40.700,52,Josh Miller,3,0
38.000,52,Hunter Smith,2,0
37.200,55,Matt Turk,5,2
40.200,58,Aaron Elling,6,1
37.800,80,Brian Moorman,5,1
39.500,69,Chris Hanson,6,1
42.900,57,Brad Maynard,7,4
28.400,53,Nick Harris,8,3
44.400,54,Derrick Frost,7,3
33.100,52,Dave Zastudil,7,2
43.500,66,Micah Knorr,2,0
34.400,55,Steve Cheek,5,1
30.000,43,Darren Bennett,3,1
32.300,40,Mat McBriar,3,2
38.000,53,Mitch Berger,7,3
35.600,49,Tom Rouen,7,4
28.500,42,Toby Gowin,2,1
46.000,51,Kyle Larson,3,2
27.300,42,Dirk Johnson,4,0
28.600,49,Jeff Feagles,5,0
34.700,51,Chris Gardocki,6,2
36.700,63,Shane Lechler,3,1
37.700,55,Andy Lee,6,1
36.900,55,Chris Mohr,8,3
30.700,41,Sean Landeta,3,0
38.600,48,Scott Player,8,2
39.500,53,Chad Stanley,2,1
32.800,41,Mike Scifres,4,0
43.700,58,Tom Tupa,7,2
35.900,54,Josh Bidwell,9,3
38.200,54,Todd Sauerbrun,5,3
31.400,51,Bryan Barker,5,2
38.300,55,Scott Player,4,1
39.000,53,Josh Miller,3,2
36.800,52,Chris Mohr,4,1
41.000,56,Sean Landeta,4,0
37.600,53,Dave Zastudil,7,3
29.100,54,Chris Gardocki,7,1
34.000,54,Kyle Larson,10,2
37.300,50,Matt Turk,10,3
36.000,53,Mat McBriar,3,2
40.800,51,Derrick Frost,4,1
43.000,53,Nick Harris,3,0
42.000,48,Chad Stanley,2,2
36.500,56,Bryan Barker,4,0
36.000,58,Brad Maynard,3,0
14.000,23,Paul Edinger,1,0
36.100,61,Chris Hanson,9,4
24.600,53,Micah Knorr,7,1
40.400,52,Steve Cheek,5,1
30.000,47,Todd Sauerbrun,6,2
37.500,49,Mitch Berger,4,2
33.000,51,Andy Lee,4,0
35.000,47,Jeff Feagles,6,1
35.000,54,Tom Tupa,4,1
44.000,62,Shane Lechler,5,2
36.800,63,Brian Moorman,5,2
33.800,51,Mike Scifres,4,0
36.000,54,Toby Gowin,5,1
40.800,55,Josh Bidwell,8,2
44.000,60,Tom Rouen,10,4
39.500,55,Craig Hentrich,2,0
41.000,62,Hunter Smith,3,1
49.000,49,Dirk Johnson,1,1
37.000,39,Darren Bennett,1,0
39.000,51,Chris Mohr,5,1
34.500,50,Scott Player,6,1
24.400,47,Kyle Larson,5,1
33.700,46,Dave Zastudil,6,3
39.000,57,Micah Knorr,4,0
39.200,59,Mike Scifres,6,1
42.100,51,Nick Harris,7,3
44.300,54,Dirk Johnson,4,0
39.300,49,Hunter Smith,4,2
39.800,53,Bryan Barker,4,2
32.000,52,Jason Baker,4,2
35.300,40,Chad Stanley,4,0
34.700,51,Matt Turk,6,2
41.500,58,Chris Gardocki,6,3
29.000,29,Darren Bennett,1,1
25.500,46,Brad Maynard,2,0
35.000,45,Jeff Feagles,4,4
39.400,52,Derrick Frost,5,1
40.000,50,Shane Lechler,2,1
43.000,54,Josh Bidwell,4,1
38.000,50,Tom Rouen,5,2
