completions, interceptions thrown, name, passes, passing touchdowns, passing yards
29,4,C McDonald,41,4,378
5,0,C Cordeiro,7,1,58
22,2,K Tate,39,3,361
19,0,J Williams,29,1,214
0,0,D Dallas,1,0,0
17,2,F Franks,27,2,254
15,0,J Daniels,24,2,284
9,0,W Barrett,16,1,83
22,0,D Wade,32,3,253
3,0,G Loy,5,1,41
0,1,N Needham,1,0,0
3,0,D Golatt,9,0,24
0,0,D Bonner,0,0,0
5,0,M Myers,10,2,69
7,0,G Martin,9,0,92
21,2,Z Wilson,33,0,208
13,0,T Huntley,16,0,106
12,0,B Wimbush,23,2,168
9,0,D Gabriel,13,3,127
2,0,Q Jones,2,1,61
7,0,R Stanley,24,0,52
7,0,R McKay,12,0,40
18,1,D Ridder,26,2,242
8,2,D Thompson Robinson,26,2,156
13,2,T Lawrence,23,1,168
5,0,C Brice,7,1,53
4,0,J Graham,7,1,72
3,2,T Oliver,9,0,65
0,0,L Johnson,2,0,0
27,0,Q Dormady,37,3,285
15,0,J Undercuffler,28,2,199
0,0,J Dabney,1,0,0
14,1,M Beaudry,21,0,158
12,0,C Alexander Stevens,23,0,82
13,1,T Morgan,18,1,176
13,1,J Gibbs,26,1,193
21,0,J Love,31,2,224
26,2,J Knipp,44,1,177
14,0,J McMillan,18,2,199
19,1,J Morgan,34,1,208
19,1,K Mond,27,3,194
4,0,Z Calzada,9,0,38
20,2,G Jensen,31,1,160
9,2,T Vitt,15,0,51
8,0,T Johnston III,19,1,114
18,1,K Davis,31,2,112
1,0,D Pearson Jr,1,0,3
26,2,S Duncan,39,1,304
20,0,B Smith,28,3,324
1,0,C Blackman,1,1,80
14,1,C Reynolds,20,1,136
4,2,B Kean,8,1,50
6,0,J Smith,17,0,60
3,0,K Hopkins Jr,8,1,53
7,0,W Green,14,0,62
13,0,S Montez,20,2,232
31,2,C Hill,47,3,374
21,0,B Lewerke,37,1,192
1,0,R Lombardi,1,0,3
16,1,Z Smith,27,1,153
30,0,C Strong,51,3,295
34,2,E Sindelar,52,4,423
23,0,J Luton,42,3,251
3,0,T Gebbia,7,1,30
19,0,S Sanders,24,3,203
21,3,M Carter,31,2,340
1,0,J Langan,1,0,8
20,1,R West,31,1,106
2,1,A Brito,6,0,15
13,2,B Barnett,30,0,109
3,0,J McCloud,3,0,22
19,0,J Coan,26,2,199
34,0,J Newman,47,3,401
33,3,J Love,48,3,416
1,0,I Sanders,1,0,41
9,1,G Breneman,16,1,81
2,0,J Froschauer,2,0,5
32,1,L Bonner,50,4,324
30,1,S Buechele,49,0,360
16,0,Z Thomas,24,2,150
1,0,J Huesman,1,1,17
12,0,T Mitchell,19,1,117
4,0,C Thrasher,6,0,29
1,0,C Lewis,2,0,15
14,0,B Hicks,29,0,143
4,1,N Starkel,5,0,48
10,2,D Alexander,21,0,81
6,1,J Eason,11,1,74
26,1,D Plitt,41,2,298
24,2,M Penix Jr,40,1,326
21,0,C Brewer,31,3,199
5,0,G Bohanon,6,1,51
15,1,T Self,29,0,140
1,0,C Arnold,1,0,18
15,0,A Brown,26,2,275
0,1,K White,1,0,0
29,3,R Willis,47,4,344
30,1,H Bachmeier,51,1,407
23,0,J Blackman,33,3,327
0,0,C Akers,1,0,0
16,1,C Garbers,28,2,238
19,0,J Maier,37,0,173
1,0,C Crawford,1,0,8
29,4,F Payton,43,2,304
20,0,M Glass III,22,3,188
12,2,Q Harris,22,0,97
26,0,T Tagovailoa,31,4,336
4,0,M Jones,5,0,31
14,0,B Peters,23,3,163
1,0,M Robinson,2,0,31
10,1,K Nelson,24,0,122
2,0,R Kelley,4,0,6
21,0,N Stanley,30,3,252
17,1,B Gabbert,27,2,186
30,0,B Purdy,41,2,278
25,0,W McElvain,42,1,228
20,0,C Stanley,29,2,241
22,2,R Boyle,34,1,219
16,0,S Thompson,22,1,212
10,1,C Fourcade,18,0,126
19,0,T Wilson,26,2,246
7,0,M Guadagni,12,0,122
4,1,C Bradley,13,0,44
20,2,S Calvert,39,0,234
1,0,J Bennett,3,0,4
17,2,T Devito,35,0,176
24,2,L Lewis,39,1,267
20,0,T Stevens,30,2,236
19,1,C Evans,25,1,183
1,0,C Suits,3,0,3
18,0,G Hickbottom,31,1,157
1,1,C Wright,3,0,7
23,0,J Burrow,27,5,278
7,0,M Brennan,12,0,72
3,0,J Tomlin,8,0,24
1,0,S Werts,3,0,0
15,0,J Jackson,24,4,245
2,0,T Pigrome,5,1,61
0,0,T Desue,1,0,0
2,0,R Williams,4,0,32
3,0,C Newton,11,0,23
3,0,Q Williams,4,0,12
23,1,B White,31,0,172
9,1,M Corral,19,0,93
17,0,S Patterson,29,3,203
2,0,D McCaffrey,2,0,17
0,0,J Milton,1,0,0
22,1,A OHara,32,2,217
4,0,C Cunningham,9,0,17
18,1,I Green,28,4,238
6,0,A Thomson,7,1,102
20,0,R Udinski,35,1,192
2,1,C Newman,5,0,9
6,0,M Perry,9,0,103
16,0,C Degenhardt,29,0,167
15,0,S Howell,24,2,245
16,2,J Bentley,30,1,142
25,0,M McKay,37,1,308
1,0,B Hockman,2,0,6
22,1,H Ahlers,39,0,168
4,0,R Herring,6,0,60
13,1,A Martinez,22,0,178
19,2,C Johnson,34,2,231
0,1,T Morton,1,0,0
20,1,R Bowers,33,2,299
14,1,B Davis,32,1,187
12,0,B Hughes,29,0,218
6,0,S Jones,11,0,122
21,0,T Brock,38,1,258
14,0,E Schmid,21,1,185
0,0,R Humphries,1,0,0
28,1,M Fine,37,4,383
0,0,J Bean,1,0,0
24,0,L Anthony,34,1,273
0,0,S Davis,1,0,0
18,0,J Fields,25,4,234
22,0,C Robison,34,1,178
3,1,J Agner,5,0,30
16,0,N Rourke,22,2,188
0,1,J Mischler,1,0,0
22,1,V Priore,42,2,291
17,1,S Smartt,23,0,158
0,1,S Williams,1,0,0
19,2,J Carter,29,2,199
28,0,J Herbert,37,1,242
13,2,B Nix,31,2,177
21,2,K Pickett,41,1,185
20,0,B Perkins,34,2,181
14,0,S Clifford,23,2,280
11,0,W Levis,14,1,62
11,1,M Petrino,17,1,91
5,0,C Richardson,9,0,50
16,0,R Agnew,30,0,108
21,1,J Constantine,31,0,119
0,0,D Ames,1,0,0
18,1,J Abraham,28,1,293
17,1,N Johnson,31,0,143
1,0,F Harper,1,0,1
16,0,K Costello,20,1,152
7,0,D Mills,14,0,81
6,0,T Green,10,0,62
6,2,H Johnson,17,0,55
16,0,M Duggan,23,1,165
10,0,A Delton,22,0,119
8,1,S Patrick,16,0,107
5,1,S Perry,12,0,7
32,1,A Russo,41,4,409
4,0,T Centeio,5,1,98
11,0,T Earle,25,0,82
3,0,J Chiarolanzio,8,0,69
6,0,L Bitikofer,9,0,39
26,1,J Guarantano,40,2,311
11,0,D Ellington,24,2,139
28,0,S Ehlinger,38,4,276
3,0,C Thompson,5,0,25
34,1,J Smith,51,2,331
1,1,W Elliott,3,0,9
18,0,K Barker,29,2,282
7,0,H Williams,13,2,85
2,0,J Fiske,5,0,8
0,0,C Snead,1,0,0
40,0,A Bowman,53,2,436
0,0,J Tyner,2,0,0
7,0,C Bauman,19,1,120
1,0,K Kassis,1,0,31
2,0,T Andersen,2,0,7
2,0,T Rovig,2,0,4
11,0,A Rogers,17,1,144
7,0,K Oblad,11,0,59
11,0,T Skidmore,16,2,157
14,0,C Helbig,26,0,138
25,1,J Daniels,34,1,215
6,1,K Slovis,8,0,57
19,1,J Reyna,39,2,256
10,1,B Jones,20,1,268
27,0,B Zappe,37,2,300
28,1,F Harris,36,3,206
0,1,C Grundy,1,0,0
15,1,J Copeland,31,1,181
0,0,S Brophy,2,0,0
14,0,R Neal,25,0,85
2,0,D Wallace,6,0,24
0,0,C Johnson,1,0,0
15,0,J Fromm,23,1,156
27,0,J Eason,36,4,349
1,0,J Sirmon,2,0,21
21,0,E Barriere,35,1,211
29,0,A Gordon,35,5,420
9,0,G Gubrud,11,1,76
1,0,T Tinsley,3,0,11
28,2,J Adkins,42,0,221
20,0,J Wassink,25,5,368
26,0,K Bahar,41,1,194
0,0,C McCreary,1,0,0
27,0,A Kendall,42,2,260
13,1,B Dinucci,20,0,156
6,0,S Chambers,16,0,92
31,1,K Bryant,48,2,423
20,0,J Hurts,23,3,332
0,0,T Mordecai,1,0,0
14,0,D King,27,2,167
12,0,J Pass,27,0,134
0,0,C Atwell,1,0,0
14,0,I Book,23,1,193
17,0,J Daniels,27,1,304
32,1,K Thomson,50,1,263
22,1,H Bachmeier,34,1,282
10,1,I Green,17,0,56
0,0,X Gaines,1,0,0
19,0,T Stewart,30,1,185
3,0,W Green,5,0,69
21,0,J Newman,27,3,312
16,2,B Perkins,26,2,192
9,1,B Armstrong,10,0,103
4,0,K Anderson,8,0,103
1,0,K Everson,1,0,27
0,1,H Mathis,4,0,0
25,0,K Nelson,44,2,359
15,1,T Johnston III,24,4,319
16,0,T Tagovailoa,24,3,227
5,0,M Jones,9,1,58
19,1,J Adkins,30,1,145
2,0,M Romero,6,0,16
14,0,Z Thomas,20,3,182
20,1,C Reynolds,31,4,296
9,0,G Gunnell,11,3,151
14,0,K Tate,17,2,138
28,2,C Cookus,48,2,373
19,0,B Nix,37,1,207
10,1,J McMillan,33,0,103
0,0,A Jones,1,0,0
32,1,D Plitt,40,6,439
1,0,J Paddock,2,0,5
20,2,T Demorat,35,1,221
12,0,C Brewer,16,3,163
4,0,G Bohanon,7,0,15
15,0,F Harris,24,0,93
2,0,L Narcisse,6,0,9
8,0,A Brown,14,3,163
1,0,D Grosel,2,0,9
11,2,J Mancuso,17,1,124
8,0,B English,9,0,25
24,1,T Lawrence,35,1,268
24,1,K Mond,42,1,236
28,1,S Montez,41,2,375
16,1,A Martinez,26,2,290
21,2,J Zergiotis,31,0,275
24,1,B Peters,35,4,227
25,0,C Hill,32,4,367
1,0,P OBrien,1,0,29
0,0,J McCoy,0,0,0
22,0,C Sampson,37,1,151
30,0,Q Harris,42,4,345
1,1,C Katrenick,2,0,19
8,0,K Carter,22,0,111
0,0,J Fowler,3,0,0
18,1,H Ahlers,29,1,195
1,0,R Herring,2,0,14
11,2,J Smith,23,0,147
18,1,C Robison,40,0,177
7,0,D Gabriel,19,2,245
1,0,Q Jones,1,0,17
2,0,K Wiggins,6,0,41
3,0,J Morgan,11,0,25
0,0,M Alexander,1,0,0
19,2,S Duncan,33,1,241
25,0,F Franks,27,2,270
4,0,K Trask,5,1,40
1,0,E Jones,4,0,2
12,1,J Bachus III,19,0,101
3,0,J Hudson,4,0,39
30,2,J Blackman,40,3,282
23,0,C Evans,38,2,241
24,2,J Reyna,35,3,288
16,0,T Morgan,23,2,234
29,0,D Ellington,37,5,362
16,0,D Grainger,25,4,323
0,1,R DeLuca,1,0,0
10,0,J Fromm,11,1,166
9,1,S Bennett,13,2,124
1,0,N Priestley,1,0,2
20,0,P Rice,25,1,216
3,1,B Bognar,7,0,41
1,0,M Hiers,1,0,4
4,0,J Tomlin,9,0,63
23,1,C Ferguson,47,1,286
1,0,E Edwards,1,1,21
11,1,L Johnson,17,0,45
1,0,J Graham,1,0,20
2,0,T Oliver,3,0,11
4,0,J McCloud,5,1,90
12,0,B Barnett,20,0,79
30,1,C McDonald,52,4,421
15,0,J Luton,32,1,169
0,0,D Rodriguez,1,0,0
15,1,D King,26,1,139
1,0,L Holgorsen,1,0,5
9,0,T Connley,17,1,129
3,1,T Starks,10,1,73
3,0,J Morton,11,0,46
13,0,P Ramsey,14,2,226
14,0,M Penix Jr,20,2,197
3,0,J Tuttle,7,0,18
8,0,J Brantley,17,0,49
3,0,H Woodbery,8,0,15
16,0,N Stanley,28,3,236
3,0,S Petras,6,0,8
5,1,M Carter,15,0,22
4,1,A Sitkowski,11,0,19
13,2,C Stanley,19,0,107
6,0,F Payton,9,1,98
2,0,B Carpenter,5,0,21
10,0,S Thompson,13,2,151
3,0,N Ast,3,0,28
1,0,J Holcombe II,3,0,9
8,0,D Wade,19,0,79
3,0,G Loy,5,0,0
14,0,T Wilson,26,0,114
5,0,S Smith,9,2,76
1,0,L Bowden Jr,1,0,32
34,2,M Glass III,53,2,337
15,1,L Lewis,23,2,179
1,0,J Magalei,2,0,7
21,1,S Calvert,37,1,212
1,0,J Bennett,2,0,7
12,1,J Pass,19,4,196
1,0,M Cunningham,1,0,24
6,0,C Blount,12,0,43
17,0,J Smith,25,1,220
26,0,G Hickbottom,40,1,239
21,1,J Jackson,38,3,296
28,1,T Devito,39,3,330
0,0,T Harris,1,0,0
0,0,C Welch,1,0,0
9,1,R West,17,0,125
6,1,A Brito,10,1,73
19,0,S Labanowitz,26,4,265
23,1,B Lewerke,32,3,314
1,0,D Stewart Jr,1,0,17
23,2,J Wassink,37,1,252
4,0,G Alstott,4,1,33
17,0,B White,21,2,337
6,0,C Adair,7,0,61
7,0,L Skelton,15,1,86
1,0,G McDaniel,4,0,4
10,0,B Gabbert,17,0,152
1,0,J Williamson,1,0,7
9,1,B Fisher,16,0,87
7,0,L Ward,9,2,83
7,0,W Miller,8,0,38
0,1,A Browner,1,0,0
19,0,S Patterson,29,0,207
1,0,M Barrett,1,0,25
0,0,D McCaffrey,1,0,0
2,1,K Hopkins Jr,4,0,43
16,0,M Corral,24,2,246
17,0,N Starkel,24,1,201
7,0,B Hicks,16,0,98
1,0,R Boyd,1,0,1
17,0,K Bryant,25,3,150
0,0,T Powell,3,0,0
15,2,A Kendall,25,1,137
1,1,J Allison,2,0,4
9,0,T Stevens,10,2,105
7,0,G Shrader,11,0,71
18,2,J Abraham,26,2,234
22,1,A OHara,30,4,367
14,1,C Rosendahl,24,1,159
7,0,M Hughes,8,1,100
0,1,C Rowland,1,0,0
16,0,S Howell,24,2,274
1,0,D Brown,1,0,18
30,0,J Williams,39,2,309
18,0,M McKay,28,1,200
4,0,B Hockman,5,0,31
15,0,W Jones,27,0,98
20,0,J Fields,25,2,224
2,0,C Chugunov,2,0,14
13,1,D Ridder,20,0,166
0,0,B Bryant,3,0,0
14,0,J Hurts,18,3,259
6,0,T Mordecai,8,2,114
4,0,S Rattler,4,1,50
25,2,A Simmons,34,2,244
4,0,T Tsagalis,4,0,25
12,0,S Sanders,18,3,250
7,0,D Brown,10,2,142
4,0,S Taylor,4,0,21
11,2,C Orgeron,22,1,151
1,0,M Keller,3,0,6
19,0,J Herbert,26,5,310
8,0,T Shough,9,2,92
13,2,C Strong,25,0,89
3,0,H McClure,3,0,20
26,0,K Pickett,37,1,321
15,0,N Rourke,27,0,177
16,0,S Clifford,22,4,279
16,1,M Myers,31,1,245
0,0,K Vantrease,1,0,0
34,1,E Sindelar,52,5,509
24,1,R Neal,35,2,378
7,0,D Wallace,13,0,42
11,2,C Johnson,18,1,120
1,0,T Morton,1,0,5
15,1,D Ponder,26,1,123
24,1,R Hilinski,30,2,282
1,0,D Joyner,1,0,0
14,2,J Chambers,30,0,116
11,0,R Malmgren,13,1,77
1,1,C Reid,3,0,2
16,0,J Love,30,1,189
5,0,N Nash,7,0,44
21,0,Z Smith,28,1,283
21,0,S Buechele,31,3,292
17,1,M Fine,32,1,152
5,0,J Bean,6,1,33
17,1,J Guarantano,28,2,176
19,0,Z Wilson,29,1,232
31,0,S Ehlinger,47,4,401
1,0,D Duvernay,1,0,8
31,1,J Burrow,39,4,471
33,2,G Jensen,54,1,394
8,1,S Chambers,18,0,103
30,1,A Bowman,45,3,260
1,0,J Duffey,1,0,4
3,0,K Locksley,7,0,33
4,0,B Jones,12,0,21
24,0,D Thompson Robinson,35,1,199
23,0,R Agnew,31,1,293
3,0,K Oblad,3,1,70
8,1,A Rogers,23,0,42
22,0,L Bonner,37,2,284
28,0,K Slovis,33,3,377
22,1,D Mills,36,1,237
14,0,T Huntley,19,1,214
20,1,R Bowers,29,1,229
1,0,M Childers,2,0,6
25,0,J Love,34,1,294
8,0,H Colombi,9,2,93
2,0,A Peasley,2,0,5
14,1,J Cassidy,28,1,129
5,0,T Fields,14,0,26
16,0,R Willis,28,2,272
16,0,S Smartt,30,0,122
18,1,J Eason,30,0,162
11,0,C Garbers,18,0,111
31,1,A Gordon,39,4,464
1,0,G Gubrud,2,0,13
1,0,T Tinsley,1,1,4
8,0,J Knipp,15,0,128
1,0,C Regan,1,0,11
26,0,J Coan,33,3,363
4,0,G Mertz,5,0,35
1,0,C Wolf,1,0,2
5,1,Q Dormady,12,0,36
1,0,T Lazzaro,1,0,6
3,0,D Moore,11,0,1
18,0,A Brown,36,1,195
2,0,D Grosel,4,0,12
1,0,C Lewis,1,1,12
20,1,C Stanley,27,3,238
13,0,D King,24,1,128
36,1,A Gordon,48,3,440
14,1,J Newman,26,1,214
17,0,S Howell,28,2,182
1,0,J Ruder,2,0,7
20,0,N Starkel,35,3,305
7,0,P OBrien,10,1,106
13,0,C Hill,23,1,99
14,2,K Tate,23,1,185
30,2,A Bowman,55,1,307
12,0,B Nix,16,1,161
1,0,J Gatewood,1,0,5
15,0,D Crum,24,1,198
3,0,W Barrett,11,1,31
0,0,K Price,1,0,0
26,1,D Plitt,38,3,303
33,0,C Robison,41,4,366
16,1,H Bachmeier,25,2,238
4,0,C Cord,9,2,92
11,0,D Alexander,23,1,133
18,1,D Wade,38,0,171
19,0,J Smith,26,2,267
5,0,A Allen,5,0,57
0,1,W Elliott,1,0,0
20,0,Z Wilson,33,1,280
