field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
1,1,4,4,42,Adam Vinatieri
1,1,1,1,26,John Kasay
2,2,3,3,47,Jay Feely
1,1,0,0,25,Paul Edinger
4,6,1,1,51,David Akers
1,1,2,2,30,Phil Dawson
2,2,1,1,31,John Hall
0,0,1,1,0,Ryan Longwell
0,3,2,2,0,Steve Christie
3,4,0,0,48,Josh Scobee
1,1,3,3,46,Mike Vanderjagt
3,3,0,0,37,Olindo Mare
1,1,2,2,53,Doug Brien
0,0,4,4,0,Jeff Reed
1,1,2,2,34,Shayne Graham
1,1,5,5,31,Nate Kaeding
1,1,2,2,24,Gary Anderson
1,2,3,3,20,Jeff Wilkins
2,2,1,1,30,Martin Gramatica
3,3,1,1,50,Jason Elam
3,4,3,3,46,Kris Brown
1,2,2,2,50,Sebastian Janikowski
1,1,3,3,50,Matt Stover
2,2,3,3,42,Lawrence Tynes
1,1,1,1,27,Jay Feely
1,2,2,2,23,Jason Hanson
1,2,1,1,41,Billy Cundiff
4,4,2,2,51,Steve Christie
2,2,2,2,33,Jason Elam
1,2,2,2,53,John Kasay
0,1,5,5,0,Matt Bryant
0,0,2,2,0,Sebastian Janikowski
1,2,3,3,40,Adam Vinatieri
1,1,1,1,29,Wes Welker
1,1,2,2,47,John Carney
2,3,2,2,53,Martin Gramatica
3,4,1,1,38,Doug Brien
0,0,2,2,0,Rian Lindell
2,2,4,4,47,Jeff Reed
3,3,2,2,46,Phil Dawson
2,2,4,4,28,Nate Kaeding
0,0,3,3,0,Josh Scobee
2,3,3,3,48,Josh Brown
2,2,3,3,39,Jeff Wilkins
3,3,0,0,42,Todd Peterson
0,0,4,4,0,Neil Rackers
0,0,4,4,0,Kris Brown
0,0,4,4,0,Morten Andersen
1,1,1,1,26,John Hall
1,1,2,2,33,Matt Stover
2,2,3,3,53,Ryan Longwell
2,3,6,6,38,Gary Anderson
0,0,3,3,0,Jay Feely
2,2,2,2,53,Nate Kaeding
2,3,2,2,43,Rian Lindell
2,2,1,1,47,Matt Bryant
1,1,1,1,46,Paul Edinger
2,2,1,1,41,Ola Kimrin
2,2,4,4,33,Phil Dawson
1,2,2,2,32,Shayne Graham
2,2,2,2,47,Billy Cundiff
1,1,3,3,51,Jeff Reed
1,1,1,1,48,Jason Hanson
1,1,5,5,50,Ryan Longwell
0,1,2,2,0,Josh Scobee
1,2,1,2,31,Lawrence Tynes
3,3,3,3,40,Adam Vinatieri
4,4,0,0,40,Josh Brown
1,1,4,4,45,John Carney
1,1,5,5,39,Morten Andersen
1,1,1,1,43,Doug Brien
0,0,2,2,0,Todd Peterson
3,3,3,3,48,David Akers
1,1,0,0,35,Sebastian Janikowski
1,1,4,4,33,Jason Elam
1,1,1,1,40,Gary Anderson
2,2,2,2,50,Kris Brown
0,2,4,4,0,Jeff Wilkins
0,2,3,3,0,Martin Gramatica
3,3,2,2,55,Neil Rackers
1,1,2,2,54,Josh Brown
2,3,2,2,24,Matt Stover
2,2,0,0,24,Rian Lindell
2,3,0,0,28,John Kasay
1,2,2,2,44,Nate Kaeding
1,1,4,4,38,Phil Dawson
2,2,4,4,50,David Akers
2,2,5,5,40,Ryan Longwell
2,2,2,2,46,Billy Cundiff
1,1,3,3,34,Mike Vanderjagt
4,4,1,1,53,Josh Scobee
0,0,8,8,0,Lawrence Tynes
1,1,1,1,19,Jay Feely
1,1,4,4,43,Matt Bryant
0,0,2,2,0,Jeff Wilkins
2,2,2,2,29,Morten Andersen
1,1,0,0,40,Gary Anderson
2,2,1,1,41,Adam Vinatieri
0,0,1,1,0,Doug Brien
2,2,1,1,25,Steve Christie
0,0,4,4,0,Jason Hanson
4,4,2,2,44,Sebastian Janikowski
1,1,4,4,41,John Carney
2,2,1,1,22,Martin Gramatica
0,0,1,1,0,Paul Edinger
3,3,2,2,53,Shayne Graham
1,2,1,1,29,Jason Elam
1,1,5,5,25,Rian Lindell
0,1,2,2,0,Neil Rackers
3,4,2,2,52,Paul Edinger
2,3,1,1,51,Todd Peterson
1,1,4,4,40,Billy Cundiff
0,0,3,3,0,Jason Hanson
0,0,4,4,0,Jason Elam
2,3,5,5,43,Jay Feely
1,1,6,6,32,Lawrence Tynes
0,1,5,5,0,Mike Vanderjagt
0,1,1,1,0,Morten Andersen
2,2,4,4,50,Steve Christie
3,3,0,0,43,David Akers
1,1,1,1,44,Matt Stover
2,2,4,4,29,Jeff Reed
2,2,2,2,43,Adam Vinatieri
0,0,6,6,0,Nate Kaeding
0,0,2,2,0,Sebastian Janikowski
3,3,2,2,45,Josh Brown
1,1,2,2,30,John Kasay
2,2,3,3,45,Gary Anderson
2,2,2,2,50,Shayne Graham
2,2,2,2,38,Kris Brown
2,3,0,0,44,Josh Scobee
0,1,2,2,0,Ola Kimrin
2,2,2,2,39,Ryan Longwell
2,2,5,5,49,Doug Brien
0,0,2,2,0,Matt Bryant
4,4,1,1,44,Matt Stover
2,2,1,1,50,Phil Dawson
2,2,2,2,30,Rian Lindell
1,2,2,2,41,Doug Brien
1,1,3,3,38,John Kasay
2,2,3,3,26,Sebastian Janikowski
4,4,2,2,47,Shayne Graham
1,1,0,0,24,Billy Cundiff
1,1,4,4,52,Jason Elam
0,1,1,1,0,Kris Brown
1,1,1,1,40,Jason Hanson
1,2,2,2,24,Ola Kimrin
3,3,0,1,30,Bill Gramatica
1,1,3,3,29,Neil Rackers
0,0,3,3,0,Steve Christie
2,2,2,2,22,Paul Edinger
2,3,3,3,42,Jeff Reed
1,1,0,0,33,David Akers
2,2,5,5,40,Nate Kaeding
1,2,2,2,37,John Carney
2,2,3,3,30,Todd Peterson
0,0,6,6,0,Josh Brown
0,0,2,2,0,Jeff Wilkins
4,4,4,4,45,Adam Vinatieri
0,1,4,5,0,Martin Gramatica
1,1,4,4,31,Lawrence Tynes
1,1,4,4,35,Mike Vanderjagt
2,2,2,2,42,Morten Andersen
1,1,2,2,41,Neil Rackers
0,1,2,2,0,Steve Christie
1,1,3,3,33,Jay Feely
0,0,2,2,0,Martin Gramatica
1,1,1,1,31,Phil Dawson
1,2,3,3,20,Jeff Reed
2,2,4,4,43,Ryan Longwell
1,1,4,4,21,Morten Andersen
0,1,7,7,0,Mike Vanderjagt
0,1,2,2,0,Kris Brown
1,1,2,2,31,Josh Scobee
1,2,2,2,21,Jason Hanson
5,5,2,2,45,Adam Vinatieri
2,2,3,3,39,John Carney
2,2,2,2,44,Lawrence Tynes
1,1,2,2,20,Doug Brien
2,2,2,2,42,Matt Stover
2,2,3,3,46,Todd Peterson
1,1,4,4,34,Todd Sauerbrun
2,2,0,0,37,John Kasay
3,3,2,2,47,Jeff Wilkins
4,4,0,0,45,Josh Brown
1,1,2,2,33,Gary Anderson
0,2,0,0,0,Craig Hentrich
1,2,2,2,29,Paul Edinger
1,2,1,1,33,Ola Kimrin
1,1,2,2,41,Shayne Graham
0,0,3,3,0,Billy Cundiff
0,0,7,7,0,David Akers
1,1,3,3,50,Matt Stover
1,2,1,1,19,Billy Cundiff
3,3,4,4,35,Rian Lindell
1,1,2,2,41,Jeff Wilkins
0,0,5,5,0,Jeff Chandler
1,2,1,1,28,Neil Rackers
1,1,1,1,51,Paul Edinger
2,2,5,5,34,Mike Vanderjagt
0,0,2,2,0,Shayne Graham
1,1,2,2,32,Jeff Reed
0,2,1,1,0,Phil Dawson
1,2,1,1,41,Doug Brien
2,3,1,1,48,Josh Scobee
1,1,1,1,41,Gary Anderson
0,0,2,2,0,Morten Andersen
1,1,2,2,48,Jason Hanson
2,2,1,1,36,John Carney
2,2,4,4,48,Jason Elam
1,1,1,1,24,Steve Christie
0,1,2,2,0,Jay Feely
0,0,4,4,0,David Akers
2,3,0,0,35,Ola Kimrin
1,1,2,2,31,Sebastian Janikowski
1,2,2,3,19,Nate Kaeding
1,1,3,3,33,Josh Brown
1,2,2,2,39,Olindo Mare
0,0,5,5,0,Martin Gramatica
1,2,0,0,47,Todd Peterson
2,3,1,1,46,Kris Brown
3,4,1,1,46,Ryan Longwell
2,2,1,1,44,Lawrence Tynes
2,2,3,3,37,Adam Vinatieri
0,1,3,3,0,Billy Cundiff
0,1,1,1,0,Paul Edinger
3,4,0,0,34,Jason Hanson
0,0,5,6,0,Mike Vanderjagt
1,1,0,0,20,Neil Rackers
2,2,1,1,46,Doug Brien
1,2,3,3,31,Jay Feely
2,3,1,1,48,John Carney
0,2,3,3,0,Jeff Chandler
0,3,2,2,0,Martin Gramatica
3,3,7,7,36,Shayne Graham
2,2,6,6,29,Phil Dawson
1,2,3,3,32,Jason Elam
0,1,1,2,0,Sebastian Janikowski
1,1,2,3,28,Lawrence Tynes
2,4,4,4,43,Nate Kaeding
2,2,3,3,33,Morten Andersen
3,3,1,1,42,Josh Scobee
3,3,1,1,48,Adam Vinatieri
1,1,0,0,22,Matt Stover
2,2,0,0,31,Steve Christie
2,2,3,3,47,David Akers
3,3,1,1,36,Jeff Reed
0,0,1,1,0,John Hall
1,1,0,0,19,Josh Brown
1,1,5,5,25,Rian Lindell
1,1,2,2,19,Todd Peterson
1,2,3,3,50,Olindo Mare
1,2,4,4,29,Kris Brown
0,0,3,3,0,Gary Anderson
1,1,6,6,27,Ryan Longwell
1,2,2,2,34,Jeff Wilkins
4,4,2,2,45,Matt Stover
2,3,3,3,41,Shayne Graham
1,2,3,3,53,Paul Edinger
0,1,2,2,0,Morten Andersen
0,0,1,1,0,Phil Dawson
0,0,6,6,0,Adam Vinatieri
4,4,2,2,45,Jason Hanson
2,2,0,0,42,Neil Rackers
3,3,6,6,47,Mike Vanderjagt
1,2,3,3,45,Gary Anderson
3,5,1,1,36,Josh Scobee
1,1,2,2,37,Jeff Reed
1,1,3,3,47,Olindo Mare
0,1,6,6,0,Rian Lindell
0,0,3,3,0,John Carney
6,6,2,2,50,John Kasay
3,3,2,2,41,Doug Brien
0,0,1,1,0,Kris Brown
4,4,5,5,47,David Akers
1,1,2,2,40,Ryan Longwell
2,2,3,3,36,Sebastian Janikowski
2,2,4,4,28,Lawrence Tynes
2,2,2,2,23,Nate Kaeding
1,2,2,2,31,Jason Elam
3,3,1,1,52,Jeff Wilkins
2,2,0,0,51,Todd Peterson
2,2,3,3,50,Jay Taylor
1,1,4,4,46,John Hall
0,0,1,1,0,Steve Christie
1,1,4,4,21,Josh Brown
3,3,4,4,49,Billy Cundiff
2,3,2,2,44,Neil Rackers
1,1,4,4,31,Todd Peterson
0,0,5,5,0,Jay Feely
1,1,1,1,52,Sebastian Janikowski
3,3,4,4,46,Matt Stover
0,0,2,2,0,Steve Christie
3,3,4,4,37,Rian Lindell
0,1,1,1,0,Phil Dawson
2,2,2,2,27,John Kasay
0,0,1,1,0,Jeff Wilkins
2,3,1,1,41,Billy Cundiff
2,2,3,3,44,John Carney
2,2,2,2,50,Jason Elam
1,1,2,2,32,Olindo Mare
3,3,1,1,36,Ryan Longwell
2,2,1,1,36,Jason Hanson
2,2,2,2,30,Josh Scobee
1,2,0,0,42,Paul Edinger
3,3,2,2,48,Morten Andersen
2,3,3,3,33,Josh Brown
0,0,5,5,0,Adam Vinatieri
0,0,4,4,0,Shayne Graham
1,1,2,2,34,Jeff Reed
2,2,0,0,43,Doug Brien
1,2,4,4,40,Nate Kaeding
1,2,3,3,41,Jay Taylor
0,0,2,2,0,Kris Brown
3,3,2,2,44,Mike Vanderjagt
0,1,2,2,0,John Hall
1,2,2,2,38,David Akers
1,2,5,5,27,Gary Anderson
0,0,7,7,0,Lawrence Tynes
2,3,4,4,38,Jay Feely
1,1,4,4,21,John Kasay
1,1,3,3,22,Steve Christie
4,4,3,3,36,Jeff Reed
0,0,2,2,0,Todd Peterson
4,4,2,2,49,Jeff Chandler
1,1,4,4,48,Neil Rackers
0,0,1,1,0,Jeff Wilkins
1,2,0,0,43,Paul Edinger
1,2,3,3,20,Kris Brown
1,1,2,2,24,Shayne Graham
4,4,3,3,39,Rian Lindell
0,1,0,0,0,Phil Dawson
0,0,3,3,0,Nate Kaeding
2,2,1,1,32,Jason Hanson
0,0,4,4,0,Morten Andersen
1,2,2,2,35,Ryan Longwell
0,0,4,4,0,Josh Scobee
2,3,2,2,33,Mike Vanderjagt
1,2,1,1,42,Matt Stover
1,1,6,6,39,Lawrence Tynes
1,1,2,2,27,Jason Elam
1,2,4,5,21,Doug Brien
0,0,2,2,0,Josh Brown
0,0,0,1,0,David Akers
0,1,1,1,0,Billy Cundiff
1,1,5,5,42,Sebastian Janikowski
0,1,5,5,0,Gary Anderson
1,1,2,2,37,Jay Taylor
0,1,3,3,0,John Carney
1,1,2,2,30,Olindo Mare
0,0,4,4,0,Adam Vinatieri
1,1,4,4,29,Morten Andersen
2,2,4,4,42,Ryan Longwell
1,3,4,4,38,Lawrence Tynes
3,3,3,3,46,Sebastian Janikowski
2,2,1,1,44,Gary Anderson
1,1,0,0,50,Craig Hentrich
3,4,4,4,30,Jason Elam
1,1,2,2,42,Shayne Graham
5,5,1,1,44,Steve Christie
2,2,1,1,26,Billy Cundiff
1,2,1,1,25,Jeff Chandler
4,4,1,1,40,Jason Hanson
0,0,1,1,0,Paul Edinger
4,5,2,2,36,Mike Vanderjagt
1,1,4,4,50,Nate Kaeding
0,1,0,0,0,Josh Scobee
0,1,3,3,0,Kris Brown
1,1,1,1,51,Olindo Mare
0,1,1,1,0,Phil Dawson
1,1,3,3,22,John Carney
2,2,1,1,25,Jay Feely
0,0,1,1,0,Doug Brien
3,4,2,2,29,Adam Vinatieri
2,2,2,2,40,Jeff Reed
0,1,1,1,0,Matt Stover
1,1,3,3,34,Josh Brown
0,1,3,3,0,Neil Rackers
0,0,1,1,0,Todd Peterson
2,2,5,5,31,Rian Lindell
0,0,2,2,0,Jay Taylor
1,1,4,5,26,John Kasay
2,3,2,2,29,Jeff Wilkins
0,0,1,1,0,David Akers
4,6,0,0,45,Neil Rackers
0,0,1,1,0,Jay Taylor
3,3,3,3,33,Matt Stover
0,1,3,3,0,Olindo Mare
1,2,3,3,37,Rian Lindell
5,5,2,2,37,Jeff Reed
1,2,1,1,54,John Kasay
0,1,3,3,0,John Carney
0,0,2,2,0,Paul Edinger
1,1,4,4,20,Ryan Longwell
4,4,3,3,45,Jason Elam
0,0,2,2,0,Mike Vanderjagt
0,0,3,3,0,Adam Vinatieri
0,1,1,1,0,Todd Peterson
0,0,4,4,0,Steve Christie
3,3,1,1,45,Billy Cundiff
1,2,1,1,46,David Akers
1,2,5,5,50,Shayne Graham
2,2,0,0,35,Sebastian Janikowski
2,2,1,1,26,Josh Scobee
1,1,3,3,34,Nate Kaeding
1,2,2,2,50,Lawrence Tynes
0,0,4,4,0,Josh Brown
2,3,2,2,40,Jay Feely
1,1,3,3,31,Jeff Wilkins
3,4,2,2,47,Doug Brien
1,2,3,3,40,Gary Anderson
2,2,1,1,26,Jason Hanson
0,0,2,2,0,Kris Brown
5,5,1,1,45,Phil Dawson
0,0,3,3,0,Jeff Chandler
1,1,1,1,23,Morten Andersen
2,2,2,2,47,Josh Brown
2,2,3,3,38,Jeff Wilkins
1,2,2,2,35,Nate Kaeding
2,3,2,2,42,Doug Brien
0,0,7,7,0,Mike Vanderjagt
1,1,3,3,33,Jason Elam
1,2,2,2,43,Ryan Longwell
1,2,4,4,35,Morten Andersen
2,2,2,2,45,Jeff Reed
1,3,2,2,42,Doug Brien
1,1,6,6,38,Jay Feely
1,1,2,2,55,Jeff Wilkins
2,2,3,3,23,David Akers
0,0,2,2,0,Morten Andersen
2,2,2,2,31,Adam Vinatieri
1,1,0,0,23,Mike Vanderjagt
2,2,3,3,34,David Akers
1,1,1,1,23,Jay Feely
2,2,3,3,43,Jeff Reed
2,2,5,5,48,Adam Vinatieri
0,0,3,3,0,David Akers
1,1,3,3,22,Adam Vinatieri
