interception touchdowns, interception yards, interceptions, name
0,0,1,E Ford
0,3,1,R Grant
0,0,1,T Barber
0,26,1,J Pace
0,17,1,M Hartage
0,0,1,N Hall
0,38,1,D Monroe
0,0,1,T Garcia
0,0,1,I Olave
0,0,1,L Graham
0,0,1,D Lewis Jr
1,34,1,C Woolbright
0,-2,1,B Harris
0,30,1,L Stice
0,50,1,C Straughter
0,42,1,J Petit Frere
0,0,1,Z Sanders
0,0,1,V Banks
0,2,1,N Landman
0,12,1,K Rachwal
0,20,1,K Willis
0,1,1,J Bachie
1,40,1,G Ferguson
1,42,1,D Brown
0,0,1,M Howell
0,7,1,N Hall
0,0,1,F Hicks
0,20,1,K Whitner
0,2,1,A Cisco
1,32,1,K Johnson
0,35,1,M Lucas
0,0,1,O Douglas
1,45,1,S Carter
0,25,1,D Thompson
1,25,1,S Forman
0,28,1,T Bernard
0,0,1,K Richardson
1,59,1,L Denis
0,1,1,R Smith
0,5,1,D Russell
1,38,1,C Goode
0,10,2,J Hawkins
0,0,1,A Davis
1,26,1,J Foggie
0,14,1,D Hall
1,33,1,J Crawford
0,0,1,J Huggins
1,40,2,A Kelly
0,12,1,W Free
0,5,1,L Tatum III
0,0,1,J Bailey
0,4,1,T Reese
0,25,1,K Oliver
0,3,1,T Wilson
0,0,1,D Phillips
0,0,1,J Martin
0,-3,1,A Hooker
0,0,1,A Smalls
1,25,1,A Gray
0,0,1,P Powell
0,36,1,G Kreski
0,0,1,X Crawford
0,0,1,D Martin
1,35,1,T Carter
0,4,1,T Pickens
0,0,1,C Morgan
0,0,1,J Burrell
0,6,1,C Tolds
0,0,1,J Okwara
0,19,1,B Watson
1,36,1,K Hall
0,33,1,S Wilson
0,7,1,E Croutch
0,-7,1,I Motley
0,32,1,R Barnes
1,38,1,U Amadi
0,0,1,T Dye
0,0,1,F Garth
0,0,1,M Milton
0,79,1,D Hamlin
0,0,1,D Mathis
0,0,1,N Sussman
0,0,1,A Oruwariye
0,0,1,E Egbule
0,-8,1,B Austin
1,51,2,K Rodgers
0,0,1,J Morris
0,1,1,J Woods
0,0,1,C Henderson
0,0,1,J Thompson
0,28,1,D Lewis
0,0,1,A Robertson
0,15,1,M Hampton
0,6,1,V Jackson
0,4,1,K Hemby
0,0,1,S Showers
0,3,1,K Hampton
0,0,1,T Rogers
0,21,1,R Issahaku
0,0,1,I Gaines
0,15,1,S Franklin
