longest reception, name, receiving touchdowns, receiving yards, receptions
24,J Clermont,0,68,5
33,L Green,0,48,2
39,C Coleman,0,39,1
10,S Logan,0,18,3
10,C Rodgers,0,10,1
6,A Nicolson,0,6,1
74,R Bryant,1,146,5
13,C Roberts,0,53,6
15,T Edwards,0,37,4
8,A Franklin,0,8,1
8,D Armstrong,0,8,1
4,K Johnson,0,4,1
24,A Fantuz,0,99,6
40,W Cates,1,88,5
20,N Hughes,1,61,5
23,M Dominguez,1,44,3
16,M Palmer,0,28,3
18,A Bowman,0,26,2
7,C Grant,0,7,1
32,K Watkins,1,86,6
34,A Cobourne,1,83,7
23,B Cahoon,1,79,7
25,J Richardson,1,47,3
17,B Bratton,0,27,3
16,K Carter,0,16,1
7,E DeSlauriers,0,14,2
90,J Robinson,1,194,10
26,T Scott,0,89,6
13,A Bruce,0,31,3
12,J Johnson,0,12,1
9,N Hoffart,0,9,1
8,J Morant,0,8,1
46,F Stamps,1,112,5
66,K Peterson,0,103,4
24,J Tucker,0,32,2
16,A Harris,0,24,3
8,C McCarty,0,13,4
9,M Bertrand,0,11,2
36,R Bryant,1,152,6
41,T Edwards,0,143,7
27,A Franklin,0,92,6
14,C Roberts,0,26,2
13,K Johnson,0,19,2
18,J Stoddard,0,18,1
34,K Rambo,0,133,9
30,N Lewis,2,84,7
41,B Ralph,0,78,5
16,J Reynolds,0,43,5
14,J Copeland,1,28,3
13,R Thelwell,0,13,1
7,C Jackson,0,7,1
47,P Rodriguez,0,155,10
27,J Walker,0,51,3
11,C Bauman,0,31,3
16,P Woodcock,0,16,1
12,J Lumsden,0,12,1
39,K Campbell,1,119,5
25,K Peterson,0,104,8
14,C McCarty,0,50,5
15,F Stamps,0,36,4
16,A Harris,0,29,3
16,M Bertrand,0,16,2
2,J Tucker,0,2,1
43,P Jackson,1,124,5
42,G Simon,0,82,5
14,J Smith,0,33,3
8,J Clermont,0,31,4
15,C Coleman,0,15,1
15,R Skillern,0,15,2
12,L Green,0,12,1
7,B Anderson,0,7,1
23,B Cahoon,0,92,6
75,B Bratton,2,87,4
15,K Watkins,1,45,4
14,J Richardson,0,38,4
8,A Cobourne,0,14,2
31,A Fantuz,1,71,4
34,N Hughes,0,58,2
19,C Grant,0,43,4
13,M Dominguez,0,19,2
10,A Bowman,0,17,2
13,C Berman,0,13,1
0,W Cates,0,0,1
19,A Bruce,1,128,10
30,J Robinson,0,56,3
8,A Talbot,0,22,3
18,J Morant,0,18,1
14,T Scott,0,14,1
8,N Hoffart,0,8,1
7,J Johnson,0,7,1
6,D Dorsey,0,6,1
26,B Cahoon,0,89,9
81,J Richardson,1,88,3
30,K Watkins,1,75,4
20,B Bratton,0,29,2
6,A Cobourne,0,21,4
9,E DeSlauriers,0,17,3
7,K Carter,0,7,1
46,S Mitchell,0,89,3
46,P Rodriguez,0,73,6
49,J Walker,0,52,5
14,C Bauman,0,24,3
22,P Woodcock,0,22,1
45,F Stamps,1,80,4
39,K Campbell,0,75,3
25,K Peterson,0,66,3
23,A Harris,0,64,5
22,A Nowacki,1,48,3
29,M Bertrand,0,38,3
18,B Ralph,0,18,1
3,C McCarty,0,3,1
38,P Jackson,1,67,5
20,C Coleman,0,61,7
29,J Clermont,0,60,5
41,A Bwenge,0,41,1
20,R Skillern,0,20,1
19,A Bruce,0,64,5
20,A Talbot,0,49,5
35,J Morant,0,38,2
17,T Scott,0,22,2
22,D Dorsey,0,22,1
12,J Robinson,0,12,1
7,J Robertson,0,11,3
1,J Johnson,0,1,1
85,R Bryant,1,119,4
16,M Stegall,0,38,3
14,A Franklin,0,30,5
14,C Roberts,0,14,1
14,T Edwards,0,14,1
5,D Armstrong,0,9,2
0,B Ralph,0,78,0
0,N Lewis,1,71,0
50,J Copeland,0,57,0
43,K Rambo,0,54,0
14,J Reynolds,0,47,0
28,M Dominguez,1,92,0
25,A Bowman,1,58,0
12,W Cates,1,21,0
14,C Grant,0,19,0
42,J Walker,0,86,5
47,S Mitchell,0,81,3
63,C Bauman,1,69,2
16,J Piercy,0,32,2
20,P Rodriguez,0,20,1
4,T Caulley,1,7,2
4,R Pavlovic,1,4,1
44,R McNeal,0,101,6
23,A Talbot,0,95,7
39,T Scott,0,52,2
16,O Cetoute,0,29,2
16,A Bruce,0,22,3
52,A Bowman,1,98,5
15,M Palmer,0,53,5
20,W Cates,0,52,6
25,W Dressler,1,42,2
11,M Washington,0,11,1
3,C Grant,0,3,1
13,N Lewis,0,47,5
18,B Ralph,0,42,4
13,K Rambo,1,36,4
19,R Thelwell,0,33,2
13,D Summers,0,27,3
11,J Copeland,0,16,2
7,M Howell,0,7,1
6,J Reynolds,0,6,1
23,D Armstrong,1,133,11
39,A Hargreaves,0,53,2
41,R Bryant,0,47,2
11,C Roberts,0,25,6
9,A Franklin,0,8,2
7,J Stoddard,0,7,1
29,B Bratton,1,70,5
24,K Watkins,0,64,5
55,K Carter,0,62,2
19,J Richardson,0,57,4
8,A Cobourne,0,25,7
8,E DeSlauriers,0,8,1
4,B Cahoon,0,4,1
20,J Clermont,2,83,5
20,P Jackson,0,49,4
13,C Coleman,0,33,3
19,S Logan,1,24,2
13,R Skillern,0,13,1
9,K Hill,0,9,1
4,I Smart,0,4,1
46,B Ralph,0,97,5
30,A Harris,0,97,9
31,A Nowacki,0,56,4
17,K Peterson,2,47,4
28,F Stamps,1,46,3
22,K Campbell,1,38,2
22,C McCarty,0,34,2
21,M Bertrand,0,21,1
31,D Armstrong,1,77,5
33,A Franklin,0,77,6
20,M Stegall,0,47,3
8,C Roberts,0,37,7
14,J Stoddard,0,25,2
22,R Bryant,0,22,1
20,J Walker,0,73,5
42,P Woodcock,0,42,1
22,P Rodriguez,0,38,3
19,O Wilson,0,19,1
8,T Caulley,0,16,3
16,R Pavlovic,0,16,1
36,A Bruce,0,78,5
23,R McNeal,0,55,3
21,A Talbot,1,54,6
13,O Cetoute,0,25,2
16,D Dorsey,0,16,1
13,J Robinson,0,13,1
59,A Cobourne,1,103,5
46,J Richardson,0,84,6
22,B Cahoon,1,78,6
22,K Watkins,0,71,4
16,K Carter,0,30,3
8,D Desriveaux,0,8,1
4,B Bratton,1,5,2
19,K Peterson,1,80,7
24,F Stamps,0,43,3
10,A Harris,0,30,4
20,K Campbell,0,20,1
17,A Nowacki,0,17,1
5,M Bertrand,0,5,1
35,W Dressler,1,61,2
27,W Cates,0,56,4
8,C Grant,0,27,4
16,M Palmer,0,16,1
16,H Childs,0,16,1
13,G Simon,0,47,4
34,J Jackson,0,42,2
13,R Skillern,0,41,5
21,J Clermont,1,24,2
13,S Logan,0,18,2
6,C Coleman,0,6,1
45,K Rambo,0,106,5
30,T Johnson,0,70,4
23,N Lewis,1,51,4
31,R Thelwell,0,31,1
21,J Copeland,0,21,1
5,B Ralph,1,5,1
29,J Richardson,1,114,8
15,B Cahoon,0,29,2
20,K Watkins,0,26,3
16,A Cobourne,0,24,3
20,K Carter,0,19,2
12,B Bratton,0,19,2
50,G Simon,0,133,8
21,S Logan,0,104,12
17,J Jackson,0,62,7
19,R Skillern,1,60,6
16,J Clermont,0,34,3
8,K Hill,1,13,2
18,W Cates,0,28,3
14,M Palmer,0,26,2
12,H Childs,0,25,3
25,A Bowman,0,25,1
3,C Grant,0,3,1
43,D Armstrong,0,105,8
15,M Stegall,0,44,4
17,T Edwards,0,42,5
9,R Bryant,0,34,5
16,A Franklin,0,28,2
8,C Roberts,0,16,4
22,K Rambo,0,54,5
39,J Copeland,0,50,2
19,B Ralph,0,41,3
20,R Thelwell,0,20,1
10,N Lewis,0,10,1
4,J Cornish,0,4,1
24,K Peterson,1,113,8
27,K Campbell,0,106,5
36,F Stamps,2,93,4
24,C McCarty,0,44,6
9,A Nowacki,0,9,1
7,B Ralph,0,7,1
4,M Bertrand,0,4,1
24,P Rodriguez,0,53,3
19,T Miles,0,42,3
22,P Woodcock,0,27,2
13,C Bauman,1,26,2
5,T Caulley,0,5,1
32,A Bruce,1,149,10
81,D Dorsey,0,105,2
33,A Talbot,0,49,3
48,R McNeal,0,48,1
37,B Johnson,0,37,1
11,J Robinson,0,11,1
39,A Harris,0,147,11
30,K Peterson,0,93,8
20,F Stamps,0,58,4
26,K Campbell,0,32,2
14,K Challenger,0,14,1
6,A Nowacki,0,11,2
2,B Ralph,0,2,1
36,J Copeland,1,92,4
25,R Thelwell,1,65,4
27,K Rambo,1,51,2
27,T Johnson,0,44,2
19,B Ralph,0,36,3
17,N Lewis,0,28,3
7,J Reynolds,0,7,1
30,C Bauman,0,70,4
28,S Mitchell,0,44,3
13,T Miles,0,25,2
18,E Cohen,0,22,2
18,J Lumsden,0,20,3
2,R Williams,0,3,2
34,J Clermont,0,133,8
42,G Simon,0,111,8
16,S Logan,0,41,5
18,K Hill,0,39,4
11,R Skillern,0,28,3
12,L Green,1,12,1
18,B Cahoon,0,110,11
34,K Watkins,1,108,8
13,J Richardson,1,49,5
16,B Bratton,1,39,4
17,M Imoh,0,38,4
8,D Desriveaux,0,22,3
3,K Carter,0,3,1
22,A Bruce,1,68,5
29,R McNeal,0,67,5
24,A Talbot,0,63,4
17,B Johnson,0,36,5
14,J Robertson,0,25,2
41,T Edwards,2,103,7
37,M Stegall,0,51,3
21,R Bryant,0,46,4
12,D Armstrong,0,29,3
6,F Reid,0,12,2
8,G Bell,0,8,1
7,A Franklin,0,7,1
45,W Dressler,2,119,6
32,V Marshall,1,98,5
15,R Bagg,0,62,6
45,G Walker,0,55,2
12,W Cates,0,21,2
13,H Childs,0,21,2
4,M Palmer,0,4,1
35,A Bruce,0,95,5
25,D Dorsey,0,77,4
29,A Talbot,0,57,4
17,R McNeal,0,47,6
12,B Johnson,0,26,3
12,J Robertson,0,19,2
7,J Robinson,0,8,2
6,N Hoffart,0,6,1
4,J Johnson,0,4,1
92,M Stegall,2,108,2
0,T Edwards,1,79,3
45,R Bryant,1,75,4
12,D Armstrong,0,33,3
21,A Franklin,0,31,2
11,F Reid,0,12,2
3,G Bell,0,3,1
43,K Rambo,1,116,6
52,T Johnson,1,89,4
31,J Copeland,1,80,6
25,N Lewis,0,50,3
35,B Ralph,1,39,2
9,J Reynolds,1,9,1
6,R Thelwell,0,6,1
23,B Bratton,0,99,7
29,B Cahoon,1,93,6
30,K Watkins,1,68,4
16,J Richardson,0,27,3
11,M Imoh,0,22,2
41,K Campbell,1,154,5
27,C McCarty,0,88,8
31,K Peterson,0,53,4
16,A Harris,0,31,2
11,F Stamps,0,21,3
8,M Bertrand,0,8,1
39,P Rodriguez,2,81,5
22,T Miles,0,54,4
31,S Mitchell,0,39,2
12,C Bauman,0,21,2
18,P Woodcock,0,18,1
77,G Simon,1,142,7
43,P Jackson,1,126,6
28,B Anderson,0,49,2
11,J Clermont,0,11,1
7,S Logan,0,8,2
56,W Dressler,0,112,5
60,M Palmer,0,60,1
28,A Nicolson,1,53,4
20,W Cates,0,20,1
18,V Marshall,0,18,1
17,R Bagg,0,17,1
6,G Walker,0,11,2
7,H Childs,0,7,1
42,P Rodriguez,1,136,6
20,T Miles,0,70,5
16,T Caulley,0,34,3
18,S Mitchell,1,29,2
10,P Woodcock,0,24,3
12,J Rempel,0,12,1
63,D Armstrong,1,126,7
25,T Edwards,1,100,7
36,A Franklin,0,75,3
10,M Stegall,0,32,4
13,R Bryant,0,19,2
14,J Smith,0,14,1
4,F Reid,0,2,4
19,N Lewis,1,92,10
26,K Rambo,0,77,7
23,B Ralph,0,36,2
35,R Thelwell,0,35,1
1,M Labinjo,1,1,1
19,A Talbot,0,49,5
19,B Johnson,0,43,4
13,D Dorsey,0,25,2
20,P Sam,0,20,1
17,A Bruce,0,20,2
10,J Robertson,0,18,3
11,R Micheal,0,16,2
1,J Johnson,0,2,2
58,J Richardson,1,150,8
29,K Watkins,1,109,8
27,B Cahoon,0,106,9
10,K Carter,0,18,2
10,B Bratton,0,15,2
10,M Imoh,0,10,1
6,D Desriveaux,0,6,1
28,K Peterson,0,70,6
30,M Mann,0,59,4
32,F Stamps,0,52,4
13,C McCarty,0,35,4
14,K Challenger,0,25,2
20,A Nowacki,0,20,1
5,R McClendon,0,5,1
73,A Franklin,1,80,2
31,M Stegall,1,56,2
29,D Armstrong,0,53,5
11,T Edwards,0,44,6
16,J Oosterhuis,0,44,6
14,R Bryant,0,14,1
5,J Stoddard,0,5,1
44,F Stamps,1,93,4
39,M Mann,1,78,6
14,R McClendon,0,62,7
16,K Peterson,0,50,5
20,A Nowacki,0,45,3
10,M Bertrand,0,33,5
10,C McCarty,0,20,3
21,A Bruce,0,76,9
16,P Sam,0,55,5
16,A Talbot,0,36,4
22,R McNeal,0,35,3
11,B Johnson,0,11,1
5,B Crawford,0,5,1
3,J Johnson,0,4,2
60,J Copeland,0,74,2
32,R Thelwell,1,36,2
14,B Ralph,0,32,4
20,J Reynolds,0,27,2
17,D Summers,0,25,2
15,N Lewis,0,24,2
12,K Rambo,0,24,3
14,T Johnson,0,14,1
79,G Simon,2,131,5
31,C Coleman,1,60,4
14,P Jackson,2,42,4
10,S Logan,0,37,3
10,J Clermont,0,19,2
6,C Roberts,0,8,2
6,B Anderson,0,6,1
28,C Bauman,1,65,5
15,T Miles,0,36,3
21,J Rempel,0,21,1
22,D Mitchell,0,20,3
14,P Rodriguez,0,18,2
19,B Cahoon,0,91,8
19,J Richardson,1,88,8
26,K Watkins,0,54,5
21,K Carter,1,21,1
10,B Bratton,1,15,2
10,E DeSlauriers,0,10,1
5,A Cobourne,0,8,2
72,R Bagg,0,146,6
16,M Palmer,0,65,5
35,W Dressler,0,54,3
23,C Grant,0,45,3
18,G Walker,0,33,3
16,V Marshall,0,16,1
3,N Hughes,0,3,1
2,B Hernandez,0,2,1
28,A Bruce,0,94,5
24,A Talbot,0,43,2
27,J Robertson,0,42,2
32,T Scott,0,32,1
10,R McNeal,0,15,2
2,K Stokes,0,2,1
15,G Simon,0,42,3
14,P Jackson,0,36,3
21,O Wilson,1,34,2
16,J Clermont,0,33,3
15,C Coleman,0,29,2
23,L Green,0,27,2
10,S Logan,1,13,3
34,W Dressler,0,128,7
24,R Bagg,0,58,4
17,C Getzlaf,1,47,5
20,G Walker,0,34,3
8,N Hughes,0,14,2
4,C Szarka,0,4,1
19,K Rambo,1,94,12
19,J Copeland,0,86,8
34,N Lewis,0,74,4
33,R Thelwell,1,33,1
7,J Reynolds,0,18,3
6,D Summers,0,6,1
86,P Rodriguez,3,198,12
24,S Mitchell,0,89,4
20,C Bauman,0,73,6
31,T Smith,0,31,1
16,E Jackson,1,29,2
8,J Walker,0,8,1
1,R Pavlovic,1,1,1
29,J Richardson,2,149,12
24,B Bratton,0,113,9
20,B Cahoon,2,107,10
24,A Cobourne,0,83,10
5,D Desriveaux,0,9,2
7,K Carter,0,7,1
19,C McCarty,0,80,8
53,K Campbell,0,76,2
18,K Peterson,0,63,6
19,M Mann,1,54,5
21,K Challenger,0,47,4
12,A Nowacki,1,21,2
5,M Bertrand,0,5,1
75,R Bryant,1,162,5
36,A Franklin,0,54,3
15,D Armstrong,0,50,5
21,T Edwards,0,49,4
22,F Reid,0,39,3
23,M Stegall,0,36,3
37,T Edwards,2,67,5
15,M Stegall,0,42,4
13,D Armstrong,0,22,2
16,F Reid,0,16,1
4,R Bryant,0,4,1
2,A Franklin,0,2,1
59,P Sam,0,145,9
62,K Stokes,0,62,1
16,A Bruce,0,30,4
11,A Talbot,0,27,3
12,J Robertson,0,23,4
10,J Johnson,0,11,2
6,R McNeal,0,11,2
10,T Scott,0,10,1
35,P Jackson,0,91,5
15,S Logan,0,41,6
15,L Green,0,23,2
9,J Clermont,0,18,2
8,O Wilson,0,14,2
6,B Anderson,1,12,2
11,C Coleman,0,11,1
6,G Simon,0,6,1
49,K Campbell,0,128,4
15,K Peterson,0,72,7
25,A Nowacki,0,40,2
15,M Mann,0,36,3
21,C McCarty,0,28,5
4,M Bertrand,0,7,2
24,B Cahoon,1,164,13
25,J Richardson,3,125,12
12,A Cobourne,0,29,3
16,D Desriveaux,0,16,1
8,K Watkins,0,15,2
8,D Diedrick,0,15,2
8,K Carter,0,8,1
21,K Keith,0,32,3
15,P Rodriguez,0,30,3
8,C Davis,0,28,5
12,J Lumsden,0,24,2
23,S Mitchell,0,23,1
9,J Williams,0,16,2
14,J Piercy,0,14,1
85,N Lewis,1,135,5
81,K Rambo,1,87,2
18,J Copeland,1,46,4
25,B Ralph,0,25,1
13,J Reynolds,0,15,2
12,R Thelwell,0,12,1
35,W Dressler,0,133,8
57,G Walker,0,83,2
34,C Getzlaf,0,74,3
11,C Grant,0,36,4
23,M Palmer,0,23,1
7,H Charles,0,7,1
5,N Hughes,0,5,1
5,R Bagg,0,5,1
51,K Peterson,0,117,6
47,K Campbell,1,76,4
44,M Mann,1,71,4
31,A Nowacki,0,69,4
14,C McCarty,1,31,5
3,M Bertrand,0,3,1
37,P Jackson,1,127,8
36,G Simon,2,126,7
20,C Roberts,0,43,3
9,C Coleman,0,14,2
10,L Green,0,10,1
6,O Wilson,0,6,1
33,P Sam,0,152,8
91,R McNeal,1,125,5
21,A Talbot,1,59,3
15,A Bruce,1,33,3
13,J Robinson,0,24,2
7,S Schmidt,0,7,1
24,K Watkins,1,88,9
20,B Cahoon,0,84,7
36,B Bratton,1,68,5
22,J Richardson,2,52,6
21,K Carter,0,24,2
13,E DeSlauriers,0,17,2
3,D Diedrick,0,3,1
32,N Lewis,0,100,10
33,K Rambo,1,89,8
29,B Ralph,2,70,5
36,J Copeland,1,55,3
11,R Thelwell,0,19,2
5,T Johnson,1,5,1
2,J Reynolds,0,2,1
14,R Bryant,1,34,4
17,T Edwards,0,27,3
13,A Franklin,0,21,2
21,J Stoddard,0,21,1
16,J Smith,0,14,2
6,M Stegall,0,6,1
55,C Getzlaf,1,98,5
18,M Dominguez,0,32,2
18,C Szarka,0,31,2
23,W Dressler,0,22,2
17,R Bagg,0,17,1
6,W Cates,0,15,3
13,N Hughes,1,13,2
7,V Marshall,0,13,2
52,C Davis,1,74,4
40,S Mitchell,1,73,4
26,T Smith,0,62,7
19,P Rodriguez,0,50,6
15,C Bauman,0,41,5
27,C Davis,1,75,7
18,C Bauman,0,67,5
18,P Rodriguez,1,61,5
38,E Jackson,0,56,2
5,K Keith,0,9,2
9,P Woodcock,0,9,1
22,K Rambo,0,78,5
21,N Lewis,0,67,5
20,R Thelwell,0,29,2
22,J Cornish,0,22,1
7,J Reynolds,1,13,2
11,B Ralph,0,11,1
6,J Copeland,1,6,1
41,W Dressler,1,83,3
21,A Fantuz,1,62,4
15,C Getzlaf,0,28,2
22,R Bagg,0,22,1
18,N Hughes,0,18,1
18,S Foord,0,18,1
10,M Dominguez,0,13,3
3,C Grant,1,3,1
22,K Campbell,0,64,4
17,K Peterson,0,53,5
5,C McCarty,0,6,2
3,A Nowacki,0,5,2
5,M Mann,0,5,1
33,G Simon,1,105,7
33,P Jackson,1,91,5
12,O Wilson,1,20,2
12,L Green,0,12,1
9,C Coleman,0,9,1
6,B Anderson,0,6,1
4,C Roberts,0,4,1
51,A Bruce,2,102,5
37,A Talbot,0,96,7
21,P Sam,2,85,7
18,R McNeal,0,53,5
26,S Schmidt,0,26,1
10,J Robertson,0,10,1
30,K Watkins,0,71,5
23,J Richardson,1,44,4
12,B Cahoon,0,23,5
13,D Desriveaux,0,19,2
7,M Imoh,0,11,2
6,B Bratton,0,11,2
0,D Duval,0,0,1
30,T Edwards,1,91,7
16,D Armstrong,0,68,8
38,R Bryant,1,65,4
11,J Smith,0,11,1
6,A Franklin,0,9,3
8,D Stephenson Jr,0,8,1
1,A Bruce,1,93,6
23,A Talbot,2,79,6
26,T Scott,0,47,2
9,P Sam,1,42,6
12,R McNeal,1,33,3
12,J Robertson,0,13,2
16,A Fantuz,0,98,8
49,W Dressler,0,95,5
51,R Bagg,0,51,1
23,W Cates,0,23,1
9,D Flick,0,13,2
12,N Hughes,0,12,1
42,M Mann,1,117,8
16,K Peterson,0,108,10
80,K Challenger,0,80,1
28,K Campbell,1,66,3
23,C McCarty,0,61,8
12,G Prator,0,20,2
7,A Nowacki,0,14,2
9,M Bertrand,0,9,1
54,M Imoh,1,66,3
34,J Richardson,0,53,4
12,S Green,1,41,5
13,B Cahoon,0,24,2
5,B Bratton,0,8,2
6,E DeSlauriers,0,6,1
4,D Desriveaux,0,1,2
85,R Bryant,2,101,4
33,C McGahee,0,49,3
11,D Armstrong,0,20,2
15,F Reid,0,15,1
8,K Johnson,0,14,2
9,A Franklin,0,14,3
10,M Stegall,0,10,1
4,D Stephenson Jr,0,4,1
37,P Rodriguez,0,129,6
67,E Cohen,1,94,5
24,C Davis,1,51,4
13,K Keith,1,28,3
12,E Jackson,0,12,1
10,P Woodcock,0,10,1
4,C Bauman,0,4,1
49,K Rambo,0,81,3
25,D Summers,0,40,2
20,N Lewis,1,40,3
21,J Reynolds,0,30,2
16,R Thelwell,0,16,1
9,B Ralph,0,16,2
67,R GRICE MULLEN,1,113,5
31,S Logan,1,88,6
17,O Wilson,0,39,4
0,C Coleman,0,35,4
18,P Jackson,1,31,3
18,G Simon,0,27,3
13,I Smart,0,13,1
78,R Bryant,1,104,3
16,M Stegall,0,56,5
16,A Franklin,0,30,2
13,D Armstrong,0,24,2
15,F Reid,0,19,3
49,K Campbell,0,111,5
18,C McCarty,0,52,7
12,M Mann,0,39,5
13,A Harris,0,38,4
16,A Nowacki,0,27,3
20,F Stamps,0,20,1
11,M Maurer,0,11,1
5,K Peterson,0,5,1
40,W Dressler,0,93,5
21,A Fantuz,0,39,2
17,W Cates,0,36,4
13,A Bowman,0,35,3
15,R Bagg,0,18,2
13,C Getzlaf,0,13,1
31,G Simon,1,61,4
18,J Clermont,0,46,4
12,P Jackson,0,44,7
32,I Smart,0,32,1
14,L Green,1,22,2
15,R GRICE MULLEN,0,22,3
11,S Logan,0,20,2
5,O Wilson,0,5,1
26,J Richardson,1,91,6
35,B Cahoon,0,88,5
25,A Cobourne,0,61,4
14,K Watkins,0,34,3
11,B Bratton,0,11,1
10,K Carter,0,10,1
54,K Peterson,0,127,9
55,K Campbell,1,117,5
29,F Stamps,0,47,2
10,M Mann,0,32,5
7,C McCarty,0,14,4
2,M Maurer,0,2,1
31,N Lewis,0,62,4
22,K Rambo,1,53,4
29,J Copeland,0,43,3
23,B Ralph,0,23,1
22,R Thelwell,0,22,1
12,D Summers,0,12,1
7,J Reynolds,0,11,2
10,T Johnson,0,10,1
46,G Simon,0,118,5
36,R GRICE MULLEN,0,107,6
12,J Clermont,0,18,2
12,O Wilson,0,12,1
11,S Logan,0,7,2
55,J Richardson,0,123,6
22,B Cahoon,0,95,8
21,K Watkins,0,51,4
19,B Bratton,0,49,5
8,K Carter,0,19,3
7,A Cobourne,0,15,3
18,N Lewis,0,122,11
35,K Rambo,0,84,5
13,J Copeland,0,53,7
22,J Reynolds,0,49,4
20,B Ralph,1,20,1
