longest rush, name, rushes, rushing touchdowns, rushing yards
11,T Sutton,13,0,68
21,B Cunningham,1,0,21
5,D Durant,2,0,9
1,V Adams Jr,1,0,1
26,C Marshall,11,0,84
7,K Glenn,5,0,16
3,B Bridge,1,0,3
16,B Gillanders,12,0,80
15,W Powell,6,0,30
5,T Harris,2,0,6
19,J Messam,13,1,65
16,J Johnson,14,1,92
16,J Jennings,5,0,32
2,T Lulay,2,1,3
3,C Rainey,1,0,3
43,J White IV,17,1,104
1,M Reilly,1,0,1
4,B Whitaker,9,0,21
11,J Wilder Jr,3,0,9
4,R Ray,1,0,4
2,C Fajardo,2,1,3
2,A Coombs,1,0,2
6,C Gable,5,0,9
6,J Masoli,2,0,7
60,A Buckley,3,1,62
10,J Messam,14,0,51
18,M Madu,13,1,74
4,R Lindley,3,0,7
13,J Wilder Jr,7,0,20
2,C Fajardo,1,0,2
21,J Johnson,9,1,70
14,J Jennings,6,0,28
11,T Van,17,1,50
11,M Reilly,10,0,22
12,J White IV,3,0,8
20,T Sutton,12,0,88
11,D Durant,2,0,13
6,J Beaulieu,1,0,6
2,S Logan,1,0,2
1,V Adams Jr,1,0,1
7,C Marshall,7,0,11
10,B Grant,1,0,10
2,K Glenn,1,0,2
9,A Harris,13,0,57
22,W Dressler,1,0,22
6,M Nichols,2,0,9
7,C Denmark,1,0,7
1,D LeFevour,1,0,1
17,T Sutton,9,1,54
8,D Durant,4,0,27
7,J Beaulieu,1,0,7
1,V Adams Jr,1,0,1
11,J Johnson,12,1,34
7,J Jennings,5,0,27
2,T Lulay,2,1,2
10,A Harris,10,0,32
8,W Dressler,1,0,8
5,M Nichols,2,0,6
1,D LeFevour,2,0,2
9,J Messam,17,0,71
4,A Parker,1,0,4
1,K Jorden,1,0,1
0,A Buckley,2,0,0
2,M Madu,14,0,51
3,R Lindley,2,1,4
16,T Harris,1,0,2
30,J Wilder Jr,3,0,34
15,B Whitaker,7,0,26
23,C Marshall,12,0,71
6,K Glenn,4,6,12
11,G Morris,1,0,11
6,R Scheuerman,5,0,19
3,J Masoli,3,0,7
1,J Saunders,1,0,1
0,Z Collaros,1,0,0
12,A Harris,17,2,81
3,D LeFevour,4,0,8
2,M Nichols,1,0,2
7,B Whitaker,6,0,19
2,C Fajardo,5,0,8
3,J Wilder Jr,1,0,3
17,T Sutton,17,1,85
27,J Beaulieu,1,0,27
5,D Durant,4,0,20
8,E Jackson,2,0,9
1,V Adams Jr,2,1,2
15,R Finch,5,0,26
1,A Buckley,1,0,1
9,J Messam,4,0,1
19,T Van,18,0,103
7,M Reilly,3,0,10
14,W Powell,15,1,46
12,T Harris,1,0,12
1,R Lindley,1,1,1
20,R Scheuerman,8,1,58
18,Z Collaros,2,0,22
1,J Masoli,2,1,1
21,J Johnson,9,1,69
2,T Lulay,5,1,7
4,C Rainey,2,0,5
8,W Powell,11,0,42
1,R Lindley,2,0,2
14,B Rutley,13,0,48
8,J Beaulieu,2,0,9
7,B Cunningham,1,0,7
1,V Adams Jr,1,0,1
40,R Scheuerman,10,0,68
6,Z Collaros,1,0,6
2,M Timmis,1,0,2
1,J Masoli,2,0,0
12,T Van,16,1,57
10,C Watson,1,0,10
17,J Johnson,9,1,48
14,T Lulay,2,1,14
5,C Rainey,4,1,14
14,A Harris,6,0,29
20,M Nichols,3,1,21
13,W Dressler,2,0,20
16,C Normand,1,0,16
12,D Adams,1,0,12
3,D LeFevour,2,1,4
12,J Messam,28,1,135
4,R Finch,1,0,4
2,A Buckley,1,0,2
24,C Marshall,9,1,40
14,J Wilder Jr,7,0,36
11,A Coombs,2,0,9
9,R Ray,1,0,9
3,C Fajardo,2,0,3
22,W Powell,13,0,69
9,T Harris,3,0,20
15,J Stangby,1,1,15
6,M Madu,2,0,9
1,R Lindley,1,0,1
11,A Harris,12,2,41
15,M Nichols,2,0,22
11,D LeFevour,3,1,17
22,B Rutley,11,0,76
31,S Logan,2,1,48
41,J Beaulieu,2,1,42
12,D Durant,2,0,15
2,V Adams Jr,1,0,2
9,C McCarty,11,0,45
5,M Reilly,5,2,11
13,T Lulay,9,1,45
19,J Johnson,5,0,30
25,C Rainey,4,0,19
18,C Marshall,18,0,110
1,K Glenn,1,0,1
8,J Wilder Jr,11,0,35
0,C Fajardo,2,0,4
0,R Ray,1,0,1
0,A Coombs,1,0,0
28,J Messam,11,3,91
37,R Finch,3,0,35
8,A Milanovic Litre,8,1,26
11,A Parker,2,0,19
9,A Buckley,3,0,10
7,M Michel,1,0,7
14,C Gable,10,0,69
18,J Masoli,3,0,43
4,B Banks,1,0,4
22,M Madu,6,0,23
4,T Harris,5,0,10
9,Q McDuffie,1,0,9
14,M Reilly,11,0,51
17,L Perkins,16,0,51
17,T Sutton,15,0,66
10,B Cunningham,2,0,14
8,E Jackson,1,0,8
1,V Adams Jr,1,0,1
30,B Whitaker,13,0,96
13,C Fajardo,9,0,60
9,A Coombs,2,0,17
11,M Timmis,2,0,15
8,C Gable,7,0,12
3,J Masoli,2,1,4
14,A Harris,14,0,107
6,T Flanders,6,1,20
7,D LeFevour,4,0,14
10,C Marshall,12,1,46
21,G Morris,4,0,33
10,K Glenn,4,0,18
5,D Carter,2,0,3
0,K Lafrance,1,0,0
50,J Johnson,5,0,59
7,J Jennings,4,0,13
1,C Rainey,1,0,1
26,A Harris,11,0,105
15,T Flanders,6,0,45
16,M Nichols,3,1,23
2,D LeFevour,3,1,5
11,L Perkins,9,0,49
25,B Mitchell,1,0,25
4,M Reilly,6,1,14
15,C Gable,7,0,48
3,Z Collaros,2,0,3
1,B Banks,1,0,1
0,J Masoli,1,0,0
9,W Powell,12,0,33
2,R Lindley,6,0,8
8,B Gillanders,1,0,8
11,J Jennings,6,1,39
5,J Johnson,5,0,11
3,C Williams,1,0,3
3,C Rainey,1,0,3
16,J Messam,15,1,69
6,B Mitchell,1,0,6
4,M Michel,1,0,4
1,A Buckley,1,0,1
18,B Whitaker,18,0,89
4,C Fajardo,3,0,7
13,T Sutton,8,0,41
26,B Rutley,12,0,78
13,D Durant,3,0,32
5,D Willy,2,0,6
2,S Logan,3,0,2
1,B Cunningham,1,0,1
0,N Boulay,1,0,0
17,A Harris,13,0,75
18,M Nichols,3,0,32
24,R Lankford,1,0,24
6,T Flanders,4,0,16
6,D LeFevour,3,0,7
10,L Perkins,9,1,51
3,M Reilly,5,1,6
5,B Mitchell,1,0,5
4,J Franklin,1,0,4
2,P Lochard,1,0,2
23,C Marshall,7,0,44
18,K Lafrance,4,0,31
6,V Adams Jr,4,1,11
3,K Glenn,1,0,3
8,M Madu,11,1,42
8,T Harris,2,0,15
13,D Spencer,1,0,13
2,R Lindley,4,1,5
17,T Lulay,4,0,36
18,J Johnson,7,1,31
7,J Jennings,2,0,9
6,C Rainey,1,0,6
25,J Messam,14,0,62
9,R Finch,1,0,4
3,A Buckley,1,0,3
7,B Whitaker,6,0,15
