average punt yards, longest punt, name, punts, punts inside the twenty
42.500,49,Matt Bosher,2,0
55.000,65,Johnny Hekker,2,2
32.200,51,Andy Lee,6,0
35.500,51,Jordan Berry,2,0
48.600,58,Kevin Huber,5,2
46.000,47,Ryan Quigley,2,0
34.300,60,Sam Koch,6,1
43.000,52,Donnie Jones,3,1
39.400,60,Tress Way,5,2
44.000,55,Sam Koch,5,4
39.900,50,Matt Haack,8,0
34.300,60,Kevin Huber,4,0
30.800,51,Rigoberto Sanchez,4,0
43.000,55,Colton Schmidt,5,4
34.000,51,Marquette King,4,1
44.000,54,Britton Colquitt,6,3
35.000,44,Ryan Quigley,6,2
42.000,56,Bryan Anger,6,3
47.100,55,Michael Palardy,7,4
41.000,50,Donnie Jones,6,2
41.300,57,Bradley Pinion,8,2
45.800,60,Lac Edwards,5,3
41.600,55,Matt Bosher,5,2
39.700,55,Sam Martin,3,1
41.800,53,Jordan Berry,4,2
46.000,57,Ryan Allen,3,3
39.800,56,Drew Kaser,5,1
40.300,49,Tress Way,3,1
46.000,51,Chris Jones,3,1
46.300,61,Thomas Morstead,4,2
45.600,61,PO Donnell,5,2
42.000,55,Jon Ryan,5,1
51.000,63,Shane Lechler,5,2
41.200,53,Dustin Colquitt,5,2
40.500,48,Riley Dixon,4,1
38.000,56,Lac Edwards,5,2
44.200,53,Colton Schmidt,6,1
39.000,50,Chris Jones,5,4
42.000,54,Dustin Colquitt,5,1
40.000,54,Matt Haack,5,2
45.000,49,Marquette King,3,2
32.000,55,Donnie Jones,2,0
46.700,55,Riley Dixon,6,0
42.000,54,Bradley Pinion,8,3
43.300,58,Andy Lee,6,3
27.600,66,Brad Wing,4,0
37.500,38,Johnny Hekker,2,1
37.000,62,Brad Nortman,2,1
35.400,55,Kevin Huber,7,3
47.200,57,Michael Palardy,5,3
48.500,59,Matt Bosher,4,2
45.500,51,Thomas Morstead,2,1
34.900,48,Bryan Anger,6,3
39.300,59,Jon Ryan,6,1
34.400,53,Tress Way,8,1
43.300,59,Shane Lechler,8,5
40.800,50,Rigoberto Sanchez,6,1
46.800,56,Brett Kern,5,3
39.500,61,Sam Koch,4,2
39.700,48,Justin Vogel,3,1
38.400,59,Andy Lee,5,2
42.100,57,Jon Ryan,8,3
39.800,59,PO Donnell,5,1
38.000,53,Justin Vogel,4,1
42.200,58,Colton Schmidt,6,1
31.700,49,Riley Dixon,2,1
46.000,46,Ryan Allen,1,0
37.000,59,Bryan Anger,6,1
43.700,59,Lac Edwards,7,2
45.900,59,Rigoberto Sanchez,7,2
46.700,58,Jordan Berry,6,3
37.000,44,Matt Bosher,2,0
37.800,58,Chris Jones,4,2
45.000,45,Bradley Pinion,1,1
33.700,47,Brad Wing,3,0
42.300,61,Brad Nortman,9,3
41.500,61,Drew Kaser,10,2
36.300,48,Sam Martin,4,1
37.000,59,Britton Colquitt,5,1
42.000,55,Johnny Hekker,4,0
38.200,58,Shane Lechler,6,4
43.000,52,Tress Way,1,1
39.500,41,Ryan Quigley,2,0
42.200,74,Brett Kern,6,1
47.700,63,Kevin Huber,7,3
32.500,43,Michael Palardy,2,1
39.300,48,Matt Haack,4,3
47.300,59,Jordan Berry,3,1
39.700,54,Brett Kern,3,0
40.800,55,PO Donnell,4,1
40.000,53,Sam Martin,4,3
43.600,46,Riley Dixon,5,4
35.600,58,Kevin Huber,7,2
39.800,60,Britton Colquitt,8,2
36.100,54,Brad Nortman,9,2
35.000,46,Drew Kaser,2,2
39.300,46,Colton Schmidt,3,0
46.800,61,Chris Jones,5,3
42.500,61,Donnie Jones,6,1
49.500,64,Matt Haack,2,1
38.200,62,Bryan Anger,6,2
42.500,57,Brad Wing,6,2
41.400,58,Dustin Colquitt,5,4
34.800,47,Justin Vogel,5,1
37.300,53,Sam Koch,7,5
32.300,47,Marquette King,3,1
47.500,51,Ryan Allen,2,2
39.700,42,Thomas Morstead,3,3
38.000,60,Tress Way,5,1
42.300,55,Shane Lechler,6,0
45.000,60,Andy Lee,6,6
41.700,50,Ryan Quigley,3,1
40.800,56,Johnny Hekker,6,4
43.000,43,Jon Ryan,1,0
38.700,48,Matt Bosher,3,1
41.600,57,Chris Jones,5,4
41.500,49,Sam Martin,4,1
35.300,51,Ryan Quigley,4,2
40.000,55,Tress Way,7,4
39.000,50,Brad Wing,9,1
29.000,37,Kevin Huber,2,1
31.000,48,Britton Colquitt,2,0
16.000,16,Zane Gonzalez,1,0
40.000,55,Andy Lee,6,4
40.400,60,Brad Nortman,8,1
41.100,56,Dustin Colquitt,8,2
41.100,43,Colton Schmidt,7,4
45.600,54,Rigoberto Sanchez,5,1
46.300,58,Brett Kern,3,1
43.500,46,Donnie Jones,2,2
39.000,58,PO Donnell,6,1
32.000,55,Matt Bosher,2,0
44.700,59,Bryan Anger,3,0
37.200,49,Bradley Pinion,9,4
38.300,74,Jon Ryan,6,2
31.900,60,Lac Edwards,7,2
46.200,63,Michael Palardy,6,2
34.000,46,Ryan Allen,3,1
40.800,56,Matt Haack,5,2
42.200,56,Marquette King,6,4
41.800,58,Riley Dixon,8,0
46.000,50,Johnny Hekker,3,3
44.600,67,Thomas Morstead,7,2
32.300,36,Jordan Berry,3,3
46.400,53,Justin Vogel,5,0
47.800,62,Sam Koch,6,5
43.500,59,Shane Lechler,4,1
41.400,45,Chris Jones,5,1
25.000,55,Tress Way,5,3
35.600,49,PO Donnell,5,3
2.000,44,Bradley Pinion,2,0
41.000,56,Colton Schmidt,4,1
35.000,48,Ryan Allen,3,1
34.800,60,Andy Lee,5,1
48.800,70,Johnny Hekker,4,0
30.500,42,Drew Kaser,2,1
36.000,44,Britton Colquitt,3,1
41.000,56,Matt Haack,9,7
35.500,58,Riley Dixon,7,2
46.800,56,Matt Bosher,4,2
43.400,51,Ryan Quigley,5,1
38.000,40,Brad Nortman,2,2
41.800,56,Rigoberto Sanchez,4,0
24.500,40,Lac Edwards,2,1
49.000,50,Dustin Colquitt,2,0
42.300,57,Justin Vogel,4,0
34.800,52,Bryan Anger,5,2
42.500,62,Marquette King,4,2
45.100,69,Brad Wing,7,2
39.000,52,Sam Koch,5,2
41.200,54,Sam Martin,6,1
41.000,53,Thomas Morstead,4,1
42.000,51,Michael Palardy,5,2
39.800,45,Jon Ryan,5,2
40.300,43,Donnie Jones,3,3
42.500,59,Brett Kern,4,2
32.700,54,Shane Lechler,3,1
47.800,57,Kevin Huber,5,3
42.300,58,Jordan Berry,4,3
41.500,49,Matt Bosher,2,0
40.800,49,Thomas Morstead,5,2
48.800,57,Kevin Huber,5,2
43.300,50,PO Donnell,3,2
38.000,48,Colton Schmidt,6,2
35.600,47,Rigoberto Sanchez,7,2
41.600,60,Riley Dixon,5,2
37.900,56,Lac Edwards,8,0
36.500,56,Britton Colquitt,4,3
41.500,55,Justin Vogel,4,1
44.000,56,Bryan Anger,3,0
33.400,50,Sam Martin,5,1
42.700,56,Andy Lee,6,2
46.700,58,Brett Kern,6,2
46.200,63,Drew Kaser,5,2
37.300,56,Tress Way,8,3
34.300,55,Dustin Colquitt,3,2
35.600,53,Marquette King,7,1
33.900,55,Brad Wing,8,3
43.300,58,Chris Jones,4,1
37.800,44,Brad Nortman,5,1
27.300,60,Jon Ryan,4,2
34.300,56,Michael Palardy,6,2
41.300,48,Ryan Quigley,3,1
50.200,64,Johnny Hekker,5,3
36.300,62,Donnie Jones,3,1
47.000,48,Jordan Berry,3,0
42.300,49,Sam Koch,3,2
43.200,63,Shane Lechler,6,1
40.800,54,Bradley Pinion,5,2
39.700,56,Matt Haack,7,2
46.400,53,Ryan Allen,7,3
41.000,47,Rigoberto Sanchez,4,2
52.000,52,Riley Dixon,1,1
41.000,51,Dustin Colquitt,3,2
42.700,61,Drew Kaser,3,2
40.000,64,Sam Martin,4,2
35.800,51,PO Donnell,5,2
34.400,52,Colton Schmidt,5,3
41.300,58,Matt Haack,4,1
43.200,51,Britton Colquitt,5,0
40.800,58,Sam Koch,5,4
43.000,43,Bradley Pinion,1,0
49.500,59,Brett Kern,2,1
24.700,40,Brad Wing,2,0
40.000,49,Donnie Jones,4,1
44.500,65,Brad Nortman,6,3
41.900,58,Shane Lechler,11,3
39.800,55,Michael Palardy,4,2
38.500,50,Justin Vogel,2,2
41.800,57,Marquette King,4,1
43.000,43,Chris Jones,2,0
42.700,56,Tress Way,6,2
46.600,62,Andy Lee,5,2
46.800,53,Thomas Morstead,4,1
40.000,58,Lac Edwards,7,2
31.000,61,Jon Ryan,9,0
39.000,49,Johnny Hekker,5,2
40.000,60,Jordan Berry,4,1
47.000,54,Ryan Allen,2,1
41.000,53,Ryan Quigley,5,3
40.500,53,Kevin Huber,8,2
38.500,57,Bryan Anger,4,2
32.800,53,Matt Bosher,4,2
36.700,51,Justin Vogel,6,1
35.400,50,Ryan Quigley,7,2
21.000,43,Sam Koch,2,0
37.000,38,Rigoberto Sanchez,2,0
39.300,60,PO Donnell,8,1
41.000,58,Britton Colquitt,7,3
38.000,40,Kevin Huber,4,1
35.800,60,Sam Martin,5,2
41.400,61,Andy Lee,7,2
39.000,49,Brad Wing,6,2
49.000,49,Dustin Colquitt,1,0
29.000,34,Matt Haack,2,0
45.500,51,Chris Jones,2,1
41.600,54,Jon Ryan,7,1
43.700,45,Bradley Pinion,3,2
30.000,47,Brad Nortman,4,1
43.600,50,Lac Edwards,9,5
42.900,63,Drew Kaser,9,2
39.700,46,Michael Palardy,3,2
47.000,50,Bryan Anger,1,0
44.000,44,Ryan Allen,1,0
41.700,55,Colton Schmidt,3,1
45.800,64,Tress Way,5,1
43.600,53,Riley Dixon,5,2
26.000,26,Brandon McManus,1,1
39.800,59,Thomas Morstead,6,1
38.200,55,Matt Bosher,5,1
35.500,62,Brett Kern,4,2
42.000,57,Johnny Hekker,4,1
39.300,51,Donnie Jones,8,1
37.800,51,Marquette King,5,1
37.100,60,Shane Lechler,7,2
45.300,57,Jordan Berry,3,1
40.000,49,Riley Dixon,4,2
46.000,77,Dustin Colquitt,5,1
53.500,54,Bryan Anger,2,2
46.300,47,Thomas Morstead,4,3
31.500,33,Drew Kaser,2,2
45.300,50,Marquette King,3,1
47.600,50,Rigoberto Sanchez,5,3
37.000,58,Shane Lechler,4,2
43.000,55,Matt Haack,4,1
38.500,50,Colton Schmidt,4,1
41.000,55,Donnie Jones,7,3
38.100,55,Chris Jones,8,4
43.600,54,Matt Bosher,5,2
44.400,60,Michael Palardy,7,0
33.000,51,Brad Wing,9,1
43.900,54,Tress Way,9,4
33.300,55,Sam Martin,6,1
36.300,58,Justin Vogel,6,1
41.800,53,Ryan Allen,8,5
40.000,54,Lac Edwards,7,2
44.100,58,Johnny Hekker,7,2
40.500,51,Bradley Pinion,2,0
38.500,51,Sam Koch,8,3
37.500,55,Kevin Huber,8,0
39.000,60,Jon Ryan,8,2
40.000,63,Andy Lee,6,0
36.500,46,Jordan Berry,4,2
38.800,50,Britton Colquitt,5,1
41.100,70,Brett Kern,9,4
34.600,54,Brad Nortman,8,2
35.800,56,Ryan Quigley,8,5
44.600,57,PO Donnell,7,0
42.400,54,Dustin Colquitt,5,0
41.000,57,Brett Kern,3,2
42.800,66,Johnny Hekker,5,5
50.200,60,Matt Bosher,5,0
42.000,62,Brad Nortman,9,3
40.600,55,Colton Schmidt,8,5
43.000,57,Thomas Morstead,4,1
42.700,53,Michael Palardy,3,1
34.300,54,Donnie Jones,3,2
33.800,40,Matt Bosher,6,4
37.300,57,Ryan Allen,4,2
41.300,62,Brett Kern,7,2
26.500,44,Ryan Quigley,4,2
38.300,56,Thomas Morstead,4,1
29.500,40,Jordan Berry,2,0
32.800,46,Brad Nortman,4,3
41.700,53,Ryan Allen,6,3
38.300,51,Brad Nortman,6,4
43.300,45,Donnie Jones,3,3
38.300,53,Ryan Quigley,3,0
41.000,41,Donnie Jones,1,0
