longest reception, name, receiving touchdowns, receiving yards, receptions
1,M Iannuzzi,0,1,1
30,T Edwards,0,120,8
35,C Simpson,0,40,3
17,C Matthews,0,39,5
17,W Ford,0,38,3
20,K Poblah,0,30,2
15,C Denmark,1,28,2
11,C Watson,1,16,2
60,J Richardson,2,91,4
41,S Green,0,88,3
71,E DeSlauriers,0,71,1
28,B Whitaker,0,64,6
28,P Lavoie,0,28,1
19,B London,0,19,1
7,B Bratton,0,7,1
25,C Owens,0,73,7
22,A Durie,0,66,6
11,D Inman,0,33,4
9,C Boyd,0,25,6
10,C Williams,0,10,1
8,S Watt,0,8,1
50,E Jackson,0,87,4
24,A Bruce,0,39,3
12,S Gore,0,31,4
20,G Simon,0,26,2
9,A Foster,1,18,3
3,A Harris,0,4,2
25,A Fantuz,0,77,6
17,S Charbonneau Campeau,0,45,3
34,S Giguere,0,37,2
23,C Williams,0,37,2
21,C Walker,1,35,4
15,O Jones,0,20,2
11,D Stala,0,16,2
24,J Cornish,0,47,6
13,N Lewis,1,40,5
26,R Cote,0,30,2
16,C Bauman,0,24,2
32,F Stamps,0,82,7
49,N Coehoorn,0,66,3
21,G Carr,0,46,3
41,M Carter,0,41,1
30,C Koch,1,30,1
9,D Collins,0,14,2
3,H Charles,0,3,1
76,K Sheets,0,138,6
44,W Dressler,0,84,5
57,T Smith,0,82,4
22,T Jeffers Harris,0,38,2
13,C Getzlaf,0,23,2
9,J Sanders,0,19,3
11,J Sisco,0,17,2
40,C Matthews,1,118,8
29,C Watson,0,105,10
38,C Denmark,0,77,5
29,T Edwards,0,73,4
9,C Simpson,0,33,6
84,C Williams,2,160,5
41,O Jones,0,50,2
30,A Kelly,0,44,3
17,D Stala,0,44,3
33,D Brown,0,33,1
25,D Stephenson,0,25,1
7,C Walker,0,7,1
5,S Giguere,0,5,1
29,F Stamps,0,73,4
20,G Carr,1,61,5
9,N Coehoorn,0,32,4
10,C Koch,0,19,3
13,M Carter,0,13,1
10,S Chambers,0,13,2
7,C Boyd,0,7,1
62,S Green,1,136,10
37,B London,0,91,4
30,B Bratton,1,42,2
21,V Anderson,1,32,3
14,P Lavoie,1,26,3
17,M McDaniel,0,70,6
22,N Lewis,0,68,6
38,R Bryant,0,50,3
50,J Forzani,0,50,1
28,J Cornish,0,28,1
12,A Franklin,0,12,1
8,R Cote,0,8,1
8,C Bauman,1,8,1
2,L Taylor,0,2,1
51,C Owens,0,87,3
52,J Johnson,0,52,1
27,D Inman,0,45,5
20,J Barnes,0,44,4
12,C Kackert,0,41,5
26,A Durie,1,38,2
9,M Bradwell,0,9,1
55,A Bruce,1,93,3
14,G Simon,0,44,6
17,S Gore,0,33,3
11,E Jackson,0,31,4
12,A Harris,0,21,2
11,M Iannuzzi,0,11,1
9,R Lumbala,0,9,1
8,A Foster,0,8,1
7,T Brown,0,7,1
22,T Smith,0,58,5
15,C Getzlaf,0,51,4
16,K Sheets,0,49,5
11,W Dressler,0,26,4
9,J Sanders,0,22,4
10,J Sisco,0,10,1
8,E Hill,0,8,1
40,S Green,1,168,10
17,B Whitaker,0,56,6
25,B London,0,49,3
16,B Bratton,0,23,2
12,R Bomben,0,12,1
8,T Guy,0,8,1
7,B Bowling,0,7,1
6,P Lavoie,0,6,1
37,O Jones,0,77,4
27,C Williams,0,68,4
32,S Giguere,0,59,6
15,A Cobourne,1,44,5
21,A Fantuz,0,27,2
6,D Stala,0,6,1
29,C Matthews,0,101,6
25,K Poblah,0,54,4
29,T Edwards,0,53,3
13,C Watson,0,31,4
8,C Denmark,0,12,2
5,C Simpson,0,5,1
43,S Gore,0,70,4
24,G Simon,0,63,4
13,A Harris,1,31,3
11,M Iannuzzi,0,19,2
16,E Jackson,0,16,1
13,A Bruce,0,13,1
8,A Foster,0,8,1
30,C Getzlaf,0,86,6
21,E Hill,0,35,2
10,W Dressler,0,20,2
11,T Smith,0,20,3
5,K Sheets,0,11,3
7,S McHenry,0,7,1
34,J West,1,68,5
14,R Bryant,1,52,5
22,N Lewis,0,23,2
22,R Cote,0,22,1
6,L Taylor,0,6,1
0,J Cornish,0,0,1
42,D Inman,1,117,8
15,C Owens,0,36,4
12,A Durie,0,33,5
12,C Kackert,0,31,5
14,S Watt,0,20,2
8,J Barnes,0,14,2
44,F Stamps,0,77,4
19,C Koch,0,39,3
18,C Boyd,0,30,2
21,N Coehoorn,0,21,1
11,M Carter,0,18,2
12,G Carr,0,16,2
8,H Charles,0,15,2
2,C McCarty,0,2,1
42,B Bratton,0,91,5
50,S Green,0,87,4
39,E DeSlauriers,0,73,3
28,B Whitaker,2,64,6
6,P Lavoie,0,6,1
31,A Bruce,2,76,6
21,S Gore,0,57,5
36,A Harris,0,56,5
13,G Simon,0,31,3
13,A Foster,0,20,2
16,M Iannuzzi,0,16,1
14,P Jackson,0,14,1
5,E Jackson,0,5,1
43,T Jeffers Harris,1,54,2
25,W Dressler,2,52,4
13,C Getzlaf,0,48,5
25,B Foster,0,44,2
14,J Sanders,0,38,4
12,K Sheets,0,16,2
10,T Smith,0,14,2
16,T Edwards,0,37,3
12,K Poblah,0,21,2
10,C Simpson,0,10,4
7,C Matthews,0,8,2
7,C Denmark,0,7,1
7,W Ford,0,7,1
6,C Watson,0,6,1
32,D Stala,0,65,4
28,O Jones,1,63,4
52,C Williams,0,52,1
16,A Fantuz,0,22,2
10,B Rutley,1,10,1
6,A Kelly,0,6,1
39,C Owens,1,176,11
13,S Watt,0,61,6
26,C Kackert,0,46,3
17,M Bradwell,0,45,6
11,D Inman,0,21,3
12,K Rambo,0,16,2
10,A Durie,0,10,1
25,N Lewis,0,101,7
29,M McDaniel,0,78,5
36,J Forzani,0,47,2
12,R Bryant,0,26,3
11,J Cornish,1,23,4
7,L Taylor,1,7,1
5,R Cote,0,5,1
3,J West,0,3,1
73,H Charles,1,123,6
53,F Stamps,1,88,2
14,G Carr,0,35,3
24,M Carter,0,34,2
10,N Coehoorn,0,19,2
8,J Messam,0,12,2
31,M Henry,0,89,6
22,F Stamps,1,54,6
21,C Koch,0,54,4
25,S Chambers,0,44,4
35,C Sharun,1,35,1
16,N Coehoorn,0,21,3
7,H Charles,0,10,3
3,C Boyd,0,3,1
50,R Bryant,0,96,5
37,J Forzani,1,56,3
13,M McDaniel,0,46,4
20,J West,0,44,3
12,N Lewis,0,15,3
17,C Kackert,0,67,6
49,K Rambo,0,66,3
26,C Owens,0,60,6
25,M Mann,0,42,3
16,M Bradwell,0,35,3
20,D Inman,0,32,2
11,S Watt,0,29,3
30,C Williams,0,71,5
40,D Stala,0,52,2
35,S Giguere,1,50,2
30,O Jones,1,47,3
26,A Fantuz,1,30,2
13,B Grant,0,22,2
43,E Jackson,1,74,4
21,N Moore,1,64,6
22,A Bruce,0,60,4
16,S Gore,1,43,5
11,A Harris,0,15,2
10,A Foster,0,13,2
5,M Iannuzzi,1,7,2
38,S Green,0,47,2
19,J Richardson,1,36,4
11,P Lavoie,0,34,6
18,V Anderson,0,18,1
10,B Bratton,0,10,1
6,B Whitaker,0,7,2
44,T Edwards,0,62,4
42,C Denmark,0,51,2
38,C Matthews,0,45,3
13,C Simpson,0,29,4
18,K Poblah,0,29,3
11,C Watson,0,25,3
33,K Sheets,1,73,5
28,W Dressler,0,53,4
20,B Foster,0,32,2
10,T Smith,0,18,3
7,N Hughes,0,11,2
8,C Getzlaf,0,8,1
3,J Sanders,0,3,1
52,N Lewis,0,131,7
50,M McDaniel,0,70,2
17,M Price,0,42,4
35,J Forzani,1,40,2
26,R Cote,1,36,2
12,J West,0,32,3
26,C Denmark,0,31,2
9,C Matthews,0,20,3
9,T Edwards,0,18,3
16,I Anderson,0,16,1
2,C Simpson,0,2,1
2,C Watson,0,2,1
1,C Volny,0,1,1
36,C Williams,1,125,8
87,D Stala,1,98,2
26,B Grant,0,66,4
21,A Fantuz,1,60,3
16,S Giguere,0,23,2
12,A Cobourne,0,20,2
14,B Rutley,0,14,1
12,O Jones,0,12,1
59,F Stamps,0,78,2
22,N Coehoorn,0,76,6
20,C Koch,0,50,4
15,M Henry,0,43,4
11,S Chambers,0,40,5
18,J Messam,0,35,2
30,H Charles,0,30,1
5,M Carter,0,5,1
46,G Simon,0,117,6
48,S Gore,1,96,3
20,A Bruce,1,55,5
25,A Harris,0,54,3
15,E Jackson,0,28,2
26,M Iannuzzi,0,28,2
10,A Foster,0,10,1
5,S Foord,0,2,2
52,C Owens,1,114,8
47,S Watt,0,102,3
18,G Riggs Jr,0,43,4
23,D Inman,0,28,2
12,M Bradwell,0,12,1
12,K Rambo,0,12,1
39,B Whitaker,0,102,4
62,S Green,0,82,3
31,J Richardson,0,61,4
8,B Bratton,1,8,1
8,V Anderson,0,8,1
5,P Lavoie,0,5,1
21,W Dressler,0,78,6
26,C Getzlaf,0,63,5
33,K Sheets,1,37,3
9,J Sanders,0,32,5
8,T Smith,0,10,2
5,S McHenry,0,5,1
37,T Edwards,0,88,4
34,C Simpson,0,58,4
28,C Watson,0,55,3
13,C Denmark,0,45,6
24,R Kohlert,0,24,1
12,K Poblah,1,18,3
31,S Giguere,0,42,2
34,O Jones,0,34,1
15,A Cobourne,0,33,3
11,A Fantuz,0,27,3
12,B Grant,0,12,1
8,C Williams,0,8,1
47,C Koch,1,97,4
32,N Coehoorn,0,47,4
20,H Charles,0,29,2
15,M Henry,0,15,2
9,S Chambers,0,14,2
11,F Stamps,0,11,1
7,M Carter,0,9,2
15,A Harris,0,78,10
37,K Johnson,0,78,5
14,G Simon,1,51,5
18,A Bruce,0,31,2
14,S Gore,0,18,2
3,M Iannuzzi,0,3,1
1,R Lumbala,0,1,1
40,B London,0,118,5
35,J Richardson,0,79,4
47,S Green,0,58,2
40,V Anderson,1,51,3
9,T Guy,1,9,1
24,C Owens,0,87,6
38,D Inman,0,65,3
14,M Bradwell,0,31,3
16,J Johnson,0,20,2
7,K Rambo,0,12,2
10,S Watt,0,10,1
3,C Kackert,0,3,1
19,W Dressler,1,98,8
30,T Smith,1,55,3
12,C Getzlaf,0,47,5
16,J Sanders,0,31,2
11,S McHenry,0,16,2
9,G Carr,0,9,1
8,N Hughes,0,8,1
32,J Forzani,0,70,4
24,N Lewis,0,61,5
11,M McDaniel,2,45,5
19,J West,0,35,3
17,R Bryant,0,34,4
16,R Cote,0,20,2
5,L Coker,0,5,1
27,A Fantuz,2,98,7
24,B Grant,0,92,8
22,S Giguere,0,47,4
17,D Stala,2,40,4
17,C Williams,1,26,3
14,A Cobourne,0,23,2
21,J Richardson,1,69,5
34,S Green,1,53,2
20,P Lavoie,0,28,3
25,V Anderson,0,25,1
22,B London,0,22,1
50,J West,0,135,6
18,N Lewis,1,64,5
25,M McDaniel,0,55,4
44,J Forzani,1,51,2
17,R Bryant,0,22,2
9,J Cornish,0,12,3
11,J Armstead,0,11,1
22,F Stamps,1,61,3
34,M Carter,0,34,1
23,M Henry,0,33,2
9,D Collins,0,21,4
17,S Chambers,0,17,1
3,N Coehoorn,0,3,1
57,C Denmark,0,99,10
19,C Matthews,0,82,7
20,T Edwards,1,47,4
18,K Poblah,0,47,5
9,C Simpson,0,9,1
9,C Watson,0,9,1
21,D Inman,1,58,4
13,M Mann,0,47,6
14,A Durie,0,27,3
10,C Kackert,0,20,2
8,C Owens,0,3,2
53,W Dressler,2,160,9
24,J Sanders,0,65,7
46,G Carr,1,46,1
21,C Getzlaf,0,45,3
13,T Smith,0,31,3
18,K Sheets,0,15,2
9,S McHenry,0,9,1
44,K Johnson,0,75,3
23,M Iannuzzi,2,49,3
14,A Harris,0,41,4
19,P Jackson,0,26,2
12,G Simon,0,22,3
9,A Bruce,0,12,2
7,S Gore,0,7,2
48,F Stamps,1,204,9
29,M Carter,1,50,4
15,M Henry,1,45,5
30,H Charles,0,37,3
8,D Collins,0,14,2
9,S Chambers,0,9,1
32,C Williams,0,64,4
27,A Fantuz,1,63,4
11,A Cobourne,0,55,6
44,C Walker,0,44,1
14,B Grant,1,24,3
15,D Stala,0,15,1
9,S Giguere,0,9,1
28,N Moore,1,83,5
29,A Harris,0,52,4
15,K Johnson,0,37,3
18,C Taylor,0,29,2
8,S Gore,1,21,3
14,M Iannuzzi,0,21,3
11,T Brown,0,11,1
8,A Foster,0,8,1
6,R Lumbala,0,6,1
31,N Lewis,0,77,6
31,R Bryant,1,62,4
13,J Forzani,0,34,4
32,M McDaniel,0,32,1
34,J Cornish,0,32,2
5,M Price,0,5,1
45,B London,1,170,9
22,J Richardson,0,48,3
25,V Anderson,0,48,4
23,B Bowling,0,32,2
16,P Lavoie,0,24,2
14,R Bomben,0,14,1
42,C Matthews,1,143,6
50,T Edwards,1,69,2
31,R Kohlert,1,62,3
16,C Watson,0,29,3
15,I Anderson,0,24,2
8,M Pontbriand,0,8,1
22,A Durie,0,51,4
19,M Bradwell,0,33,3
21,M Mann,0,26,2
14,C Owens,0,26,4
17,J Johnson,0,17,1
5,G Riggs Jr,1,12,3
78,W Dressler,1,97,5
56,T Smith,0,79,4
28,N Hughes,0,28,1
14,B West,0,28,3
9,S McHenry,0,21,3
10,G Carr,0,15,2
5,C Getzlaf,0,5,1
3,K Sheets,0,3,2
26,A Fantuz,0,55,4
25,D Stala,0,53,3
17,S Giguere,0,47,5
15,C Williams,0,30,5
13,B Grant,1,30,3
6,A Cobourne,0,6,1
4,D Stephenson,0,4,1
21,C Taylor,1,93,6
16,S Gore,0,85,8
22,N Moore,0,75,5
26,A Harris,1,53,5
24,M Iannuzzi,0,30,2
18,A Foster,0,25,2
9,E Jackson,0,9,1
3,T Brown,0,3,1
50,T Edwards,0,143,9
31,C Matthews,1,116,7
14,C Denmark,0,53,5
12,K Adams,0,19,3
11,J Etienne,0,11,1
2,C Simpson,0,3,2
43,R Bryant,0,89,5
21,M McDaniel,1,73,6
28,N Lewis,1,71,4
20,M Price,0,34,2
9,J Cornish,0,9,1
4,R Cote,0,4,1
4,J Armstead,0,4,1
2,J Forzani,0,2,1
35,N Coehoorn,1,77,4
20,C Koch,1,69,6
19,S Chambers,0,46,3
27,M Henry,0,45,2
22,F Stamps,1,34,3
14,K Joseph,0,14,1
9,H Charles,0,9,1
35,T Smith,0,98,6
22,W Dressler,1,64,6
30,C Getzlaf,0,57,3
21,S McHenry,1,48,4
11,K Sheets,0,11,4
24,A Durie,1,81,6
32,G Riggs Jr,0,58,5
18,J Barnes,0,37,3
12,C Owens,0,23,2
12,M Bradwell,0,22,2
15,K Rambo,0,18,2
75,J Richardson,1,109,3
13,V Anderson,0,51,7
47,E DeSlauriers,0,47,1
17,B London,0,17,1
11,P Lavoie,0,11,1
8,B Bowling,0,8,1
8,R Bomben,0,8,1
4,C Jennings,0,4,1
37,A Durie,1,128,6
46,C Owens,0,108,5
35,J Barnes,3,71,4
37,M Mann,0,50,2
11,S Watt,0,26,3
28,I Anderson,0,82,6
55,W Ford,0,50,2
35,D Pierce,0,35,1
15,C Matthews,0,15,1
7,C Simpson,0,7,1
6,C Denmark,0,6,1
5,K Poblah,0,5,1
4,J Vega,1,4,1
47,A Foster,0,68,2
26,N Moore,1,67,5
23,S Gore,0,42,2
17,T Brown,0,34,2
11,C Taylor,1,22,3
16,A Harris,0,20,2
8,E Jackson,0,14,2
9,P Jackson,0,9,1
46,C Koch,1,72,3
39,F Stamps,0,67,2
23,S Chambers,0,61,4
18,J Messam,0,18,1
17,T Smith,0,52,4
22,C Getzlaf,0,49,4
14,S McHenry,0,42,4
10,G Carr,0,38,5
13,W Dressler,1,28,4
8,K Sheets,0,8,2
2,B West,0,2,1
1,G Bell,1,1,1
51,J Richardson,0,161,8
31,C Jennings,0,65,4
18,B Bowling,1,18,1
15,N Devine,0,15,1
9,E DeSlauriers,0,9,1
48,J Cornish,1,108,7
56,M Price,1,71,2
18,N Lewis,0,57,6
13,R Cote,0,24,3
13,J Arthur,0,18,2
6,A Franklin,0,5,2
39,C Williams,1,122,7
51,B Grant,1,87,3
20,D Stala,0,63,5
15,A Fantuz,0,41,4
12,S Giguere,0,21,2
14,A Cobourne,0,20,3
53,M Price,1,104,4
44,N Lewis,1,81,5
30,J Arthur,0,30,1
7,R Bryant,0,10,2
8,J Cornish,0,8,1
5,A Franklin,0,5,1
3,J Armstead,0,3,1
1,C Mace,1,1,1
56,C Taylor,0,99,3
14,G Simon,1,43,5
18,A Foster,1,38,3
35,E Jackson,0,36,3
18,S Gore,0,34,2
14,P Jackson,0,28,2
9,A Harris,0,10,3
8,T Brown,0,8,1
19,C Williams,1,44,4
13,A Cobourne,0,38,4
27,D Stala,0,27,1
16,A Fantuz,1,25,2
15,D Stephenson,0,15,1
12,B Grant,0,12,1
7,S Giguere,0,7,1
3,C Walker,0,3,1
41,T Edwards,1,60,4
18,I Anderson,0,45,4
15,C Matthews,0,32,3
11,K Poblah,0,19,3
11,C Denmark,0,17,2
9,C Volny,0,17,2
1,W Ford,0,1,1
26,T Smith,0,99,7
42,K Sheets,0,49,4
14,C Getzlaf,0,28,4
11,G Carr,0,27,3
11,S McHenry,0,23,3
10,W Dressler,1,17,2
9,N Hughes,0,9,1
60,C Owens,1,104,5
33,M Mann,1,101,7
14,J Barnes,0,42,4
15,A Durie,2,40,6
14,S Watt,0,14,1
4,C Kackert,0,4,1
31,N Devine,0,63,3
25,B Bowling,1,62,5
55,E DeSlauriers,0,62,2
30,J Richardson,0,44,3
29,C Jennings,0,34,3
20,B Bratton,0,31,2
9,P Lavoie,0,20,3
5,R Bomben,1,5,1
95,F Stamps,2,128,4
26,M Henry,0,82,5
25,C Koch,0,54,3
20,G MacKay,0,36,2
10,S Chambers,1,26,3
13,J Messam,0,13,1
7,N Coehoorn,0,7,1
46,D Inman,1,128,7
49,S Watt,0,49,1
14,C Owens,0,39,3
20,J Barnes,0,37,2
21,G Riggs Jr,0,35,2
13,S Tranks,1,27,3
4,D Desriveaux,0,4,1
25,A Fantuz,0,109,10
93,C Williams,2,104,4
30,A Cobourne,1,98,6
22,S Giguere,0,51,3
14,A Kelly,1,47,6
17,D Stala,0,42,4
21,O Jones,0,25,2
14,C Walker,0,14,1
7,S Charbonneau Campeau,0,7,1
45,F Stamps,1,152,6
48,C Koch,1,63,2
21,N Coehoorn,0,41,3
17,M Henry,0,30,2
29,M Carter,0,29,1
8,S Chambers,0,14,2
9,C McCarty,0,12,2
57,M Price,1,149,5
15,R Bryant,0,49,7
16,J West,1,36,3
15,J Arthur,0,30,2
10,M Walter,0,20,2
8,C Bauman,0,8,1
6,J Cornish,0,6,1
6,R Cote,0,6,1
17,C Matthews,0,55,6
17,K Poblah,0,41,4
10,W Miles,0,35,5
29,C Denmark,0,34,2
15,D Pierce,0,24,2
14,C Volny,0,14,1
20,C Jennings,0,60,5
20,S Green,0,47,3
19,B Bratton,0,31,2
16,N Devine,0,24,3
8,J Richardson,0,18,3
13,P Lavoie,0,13,1
19,S Gore,0,76,7
15,E Jackson,0,47,5
19,N Moore,0,42,5
21,R Lumbala,0,36,2
12,C Taylor,0,21,2
10,M Iannuzzi,0,10,1
6,A Foster,0,6,1
6,A Harris,0,6,1
3,S Foord,0,3,1
26,B West,0,73,7
21,G Carr,0,28,3
10,A Hargreaves,0,17,3
17,I Bamba,0,17,1
9,B Foster,0,15,2
0,K Sheets,0,0,1
20,M Mann,1,82,7
16,A Durie,0,54,5
28,C Kackert,1,51,4
15,J Barnes,0,28,3
8,C Owens,0,14,3
10,D Inman,0,10,1
46,F Stamps,0,51,3
38,N Coehoorn,1,49,2
16,C Koch,1,43,4
30,C Boyd,0,30,1
30,H Charles,0,30,1
14,M Henry,0,24,2
9,S Chambers,0,16,2
39,M Price,0,117,6
68,R Bryant,1,102,4
17,M McDaniel,0,63,5
38,J Arthur,1,48,2
12,N Lewis,0,28,4
5,L Taylor,0,5,1
58,W Dressler,0,153,6
40,T Smith,0,81,4
37,K Sheets,2,77,5
24,G Carr,2,70,4
22,S McHenry,0,35,3
12,C Getzlaf,0,19,2
41,C Jennings,0,89,8
45,J Richardson,0,78,3
49,S Green,0,56,2
17,P Lavoie,0,37,4
22,B Bratton,0,35,2
8,E DeSlauriers,0,8,1
70,C Owens,0,207,11
20,A Durie,0,66,6
35,D Inman,1,49,4
32,M Mann,0,32,1
24,J Barnes,0,30,2
11,C Kackert,0,15,4
17,N Moore,1,79,8
19,A Harris,0,75,10
26,G Simon,0,56,6
19,A Bruce,0,56,6
12,A Foster,0,19,2
