average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
30.000,,0,2,35,Ron Dixon
0.000,,0,1,0,Sean Bennett
14.000,,0,1,14,Jonathan Carter
18.000,,0,2,20,Jimmy Williams
28.000,,0,1,28,Paul Smith
19.000,,0,6,24,Charlie Rogers
18.000,,0,1,18,Shawn Bryson
46.000,,2,6,98,Chad Morton
12.000,,0,1,12,LaMont Jordan
13.000,,0,2,19,Javin Hunter
21.000,,0,3,30,Leon Johnson
23.000,,0,2,27,Rabih Abdullah
23.000,,0,3,27,Moe Williams
16.000,,0,1,16,Doug Chapman
28.000,,0,1,28,Nick Davis
19.000,,0,4,33,TJ Houshmandzadeh
22.000,,0,2,22,Ronney Jenkins
20.000,,0,4,24,Andre King
20.000,,0,2,26,Andre Davis
27.000,,0,7,46,Dante Hall
19.000,,0,5,30,Lamar Gordon
21.000,,0,3,26,Javon Walker
27.000,,0,1,27,Najeh Davenport
26.000,,0,6,43,Allen Rossum
14.000,,0,5,26,Elvis Joseph
18.000,,0,1,18,Troy Walters
25.000,,0,3,35,Albert Johnson
23.000,,0,3,25,Larry Foster
18.000,,0,3,20,Desmond Howard
16.000,,0,3,31,Terry Kirby
21.000,,0,1,21,Derek Combs
18.000,,0,3,25,Mack Strong
66.000,,0,1,66,Maurice Morris
29.000,,0,4,37,Aaron Stecker
25.000,,0,1,25,Dwight Smith
17.000,,0,3,24,Michael L Lewis
19.000,,0,3,20,John Simon
24.000,,0,4,29,Brian Mitchell
21.000,,0,4,31,Jermaine Lewis
15.000,,0,4,23,Ken Yon Rambo
5.000,,0,2,9,Rock Cartwright
25.000,,0,2,28,Kenny Watson
22.000,,0,1,22,Jacquez Green
18.000,,0,1,18,Derrius Thompson
21.000,,0,2,22,MarTay Jenkins
24.000,,0,2,29,Marcel Shipp
15.000,,0,1,15,Tom Burke
12.000,,0,1,12,Michael Young
25.000,,0,2,29,Deion Branch
21.000,,0,4,25,Lee Mays
22.000,,0,2,25,Hank Poteat
40.000,,0,3,67,Travis Jervey
18.000,,0,2,23,Leon Johnson
24.000,,0,1,24,Rabih Abdullah
19.000,,0,4,29,Robert Tate
15.000,,0,1,15,Javin Hunter
11.000,,0,1,11,Ron Johnson
22.000,,0,1,22,Aaron Stecker
23.000,,0,1,23,Karl Williams
22.000,,0,1,22,Steve Smith
15.000,,0,3,18,Desmond Howard
1.000,,0,1,1,Andre Davis
27.000,,0,1,27,Andre King
17.000,,0,2,22,Rudi Johnson
5.000,,0,2,8,Lorenzo Neal
21.000,,0,3,24,Ken Yon Rambo
21.000,,0,3,23,John Simon
16.000,,0,1,16,Detron Smith
34.000,,0,1,34,Troy Walters
21.000,,0,1,21,Ricky Williams
25.000,,0,2,25,Albert Johnson
0.000,,0,1,0,Jamar Fletcher
15.000,,0,2,17,Dante Hall
20.000,,0,2,26,Elvis Joseph
21.000,,0,1,21,Stacey Mack
17.000,,0,1,17,Bobby Shaw
20.000,,0,4,34,Doug Chapman
21.000,,0,4,22,Cedric James
27.000,,1,8,90,Charlie Rogers
11.000,,0,1,11,Phillip Crosby
22.000,,0,5,35,Michael L Lewis
19.000,,0,4,25,Javon Walker
20.000,,0,2,24,Najeh Davenport
24.000,,0,7,33,Chad Morton
0.000,,0,1,0,Kelvin Moses
17.000,,0,1,17,Deion Branch
14.000,,0,1,14,Patrick Pass
29.000,,0,3,35,Lee Mays
25.000,,0,3,31,Antwaan Randle El
12.000,,0,1,12,Rodney Bailey
59.000,,1,2,96,Terry Kirby
25.000,,0,1,25,Derek Combs
21.000,,0,2,28,Tamarick Vanover
15.000,,0,4,37,Jermaine Lewis
20.000,,0,5,29,Maurice Morris
40.000,,1,4,95,MarTay Jenkins
16.000,,0,4,24,Jimmy Williams
6.000,,0,1,6,Paul Smith
6.000,,0,1,6,KaRon Coleman
28.000,,0,6,33,Terrence Wilkins
22.000,,0,2,28,Dhani Jones
30.000,,0,1,30,Damon Washington
24.000,,0,3,27,Kenny Watson
18.000,,0,2,20,Derrius Thompson
22.000,,0,1,22,Dameane Douglas
23.000,,0,1,23,Brian Mitchell
20.000,,0,1,20,MarTay Jenkins
20.000,,0,2,24,Ronney Jenkins
27.000,,0,2,27,Tamarick Vanover
4.000,,0,1,4,TJ Duckett
21.000,,0,1,21,Travis Jervey
25.000,,0,5,39,Brandon Bennett
10.000,,0,3,18,Leon Johnson
20.000,,0,2,26,Rabih Abdullah
23.000,,0,6,29,Michael L Lewis
28.000,,0,3,41,Kevin Kasper
20.000,,0,4,25,Charlie Rogers
27.000,,0,1,27,Tony Driver
24.000,,0,6,31,Eddie Drummond
34.000,,0,2,50,Larry Foster
33.000,,0,3,55,Javon Walker
21.000,,0,1,21,Tony Fisher
26.000,,0,4,31,Chad Morton
33.000,,0,1,33,LaMont Jordan
18.000,,0,3,21,Nick Davis
15.000,,0,1,15,Doug Chapman
21.000,,0,3,24,Steve Smith
28.000,,0,7,52,Deion Branch
38.000,,0,3,57,Dante Hall
7.000,,0,1,7,Monty Beisel
10.000,,0,1,10,Rich Owens
14.000,,0,2,14,Dhani Jones
5.000,,0,1,5,Dan Campbell
25.000,,0,3,26,Maurice Morris
33.000,,0,3,47,Brian Mitchell
35.000,,1,6,100,Reggie Swinton
27.000,,0,1,27,Michael Wiley
17.000,,0,1,17,Jimmy Williams
18.000,,0,1,18,Cedrick Wilson
18.000,,0,2,19,Jacquez Green
27.000,,0,1,27,Ladell Betts
19.000,,0,2,23,Eddie Berlin
16.000,,0,1,16,John Simon
20.000,,0,4,24,Andre Davis
25.000,,0,4,49,Avion Black
10.000,,0,2,11,Jermaine Lewis
26.000,,0,2,27,Troy Walters
25.000,,0,2,26,Aaron Stecker
17.000,,0,4,24,Terrence Wilkins
9.000,,0,2,15,Brandon Manumaleuna
21.000,,0,2,22,MarTay Jenkins
24.000,,0,3,31,Dhani Jones
9.000,,0,1,9,Damon Washington
23.000,,0,6,39,Charlie Rogers
17.000,,0,4,19,Leon Johnson
23.000,,0,3,35,Rabih Abdullah
17.000,,0,6,25,Brandon Bennett
32.000,,0,1,32,Aaron Stecker
9.000,,0,1,9,Todd Yoder
25.000,,0,2,33,Larry Foster
42.000,,0,2,70,Desmond Howard
22.000,,0,7,29,Michael L Lewis
18.000,,0,2,19,Darrien Gordon
27.000,,0,1,27,Najeh Davenport
19.000,,0,2,23,Steve Smith
13.000,,0,1,13,Al Wallace
0.000,,0,1,0,Stacey Mack
25.000,,0,2,26,Chad Morton
20.000,,0,1,20,LaMont Jordan
11.000,,0,1,11,DO Sullivan
18.000,,0,5,22,Dante Hall
29.000,,0,7,49,Albert Johnson
21.000,,0,3,35,Brian Mitchell
12.000,,0,1,12,Jeff Thomason
24.000,,0,7,40,Avion Black
27.000,,0,3,33,Antwaan Randle El
24.000,,0,2,32,Lee Mays
14.000,,0,1,14,Mark Campbell
32.000,,0,1,32,Andre Davis
11.000,,0,1,11,Jamel White
16.000,,0,4,20,Terry Kirby
2.000,,0,1,2,Derek Combs
20.000,,0,1,20,Justin McCareins
16.000,,0,1,16,John Simon
25.000,,0,2,26,Ronney Jenkins
20.000,,0,1,20,Tamarick Vanover
26.000,,0,1,26,Deion Branch
15.000,,0,1,15,Marc Edwards
20.000,,0,1,20,Kevin Faulk
28.000,,0,1,28,Patrick Pass
13.000,,0,4,19,Maurice Morris
18.000,,0,4,29,Nick Davis
19.000,,0,4,27,Moe Williams
15.000,,0,1,15,D Wayne Bates
23.000,,0,3,29,Terrence Wilkins
24.000,,0,2,28,Reggie Swinton
28.000,,0,5,64,Robert Tate
26.000,,0,5,40,Scottie Montgomery
16.000,,0,1,16,Montae Reagor
27.000,,0,4,47,Allen Rossum
9.000,,0,1,9,Alge Crumpler
18.000,,0,3,19,Charlie Rogers
13.000,,0,4,20,Terry Kirby
11.000,,0,2,20,Derek Combs
20.000,,0,2,21,Steve Smith
15.000,,0,1,15,Dee Brown
3.000,,0,1,3,Keith Heinrich
23.000,,0,2,29,MarTay Jenkins
22.000,,0,4,28,Andre Davis
18.000,,0,1,18,Andre King
13.000,,0,2,15,Robert Tate
27.000,,0,3,37,Reggie Swinton
22.000,,0,3,30,Delvin Joyce
15.000,,0,1,15,DO Neal
23.000,,0,3,27,Ronney Jenkins
13.000,,0,1,13,Tamarick Vanover
22.000,,0,3,25,Troy Walters
18.000,,0,3,21,Brandon Bennett
17.000,,0,1,17,Nicolas Luchey
10.000,,0,1,10,Lorenzo Neal
23.000,,0,4,28,Brian Mitchell
19.000,,0,1,19,Dameane Douglas
0.000,,0,1,0,ND Kalu
24.000,,0,2,25,Travis Minor
23.000,,0,4,25,Kevin Faulk
22.000,,0,1,22,Deion Branch
10.000,,0,1,10,Jarvis Green
25.000,,0,4,33,Michael L Lewis
5.000,,0,1,5,Jay Bellamy
17.000,,0,4,20,Antwaan Randle El
19.000,,0,3,22,Lee Mays
18.000,,0,6,27,Chad Morton
9.000,,0,1,9,James Dearth
21.000,,0,4,29,Dante Hall
5.000,,0,1,5,Monty Beisel
19.000,,0,2,23,Terry Jackson
5.000,,0,1,5,Cedrick Wilson
28.000,,0,6,42,Terrence Wilkins
7.000,,0,1,7,Lamar Gordon
16.000,,0,3,25,John Simon
18.000,,0,1,18,Eddie Berlin
12.000,,0,1,12,Erron Kinney
12.000,,0,3,21,Derrius Thompson
0.000,,0,0,5,Ifeanyi Ohalete
30.000,,0,3,35,Leon Johnson
23.000,,0,2,27,Dez White
0.000,,0,1,0,Rabih Abdullah
17.000,,0,2,19,Najeh Davenport
21.000,,0,1,21,Tony Fisher
21.000,,0,6,23,Brandon Bennett
99.000,,1,1,99,Antwaan Randle El
17.000,,0,3,26,Reggie Swinton
22.000,,0,2,24,Steve Smith
32.000,,0,4,56,Kevin Kasper
30.000,,0,7,66,Travis Minor
19.000,,0,5,28,Troy Walters
16.000,,0,3,38,Lamont Brightful
25.000,,0,2,25,Robert Tate
63.000,,0,1,63,Javin Hunter
10.000,,0,1,10,Ron Johnson
26.000,,0,3,39,Nick Davis
29.000,,0,2,39,Doug Chapman
22.000,,0,6,40,Desmond Howard
23.000,,0,2,27,Kevin Faulk
20.000,,0,2,21,Patrick Pass
15.000,,0,2,19,Javon Walker
3.000,,0,1,3,Darrien Gordon
20.000,,0,2,20,Tim Carter
20.000,,0,2,21,Delvin Joyce
22.000,,0,2,25,Allen Rossum
10.000,,0,1,10,Artie Ulmer
28.000,,0,4,39,Tamarick Vanover
19.000,,0,3,24,Ronney Jenkins
25.000,,0,2,26,Dante Hall
13.000,,0,1,13,Jason Belser
23.000,,0,3,27,Terrence Wilkins
21.000,,0,1,21,Yo Murphy
21.000,,0,3,35,Terry Kirby
30.000,,0,2,31,Aaron Stecker
21.000,,0,3,24,Andre Davis
29.000,,0,2,32,Eddie Berlin
23.000,,0,1,23,John Simon
24.000,,0,2,25,Elvis Joseph
0.000,,0,1,0,Chris Luzar
0.000,,0,1,0,Stacey Mack
21.000,,0,5,30,Jermaine Lewis
23.000,,0,4,28,Charlie Rogers
22.000,,0,7,30,Ladell Betts
11.000,,0,1,11,Kenny Watson
40.000,,1,5,90,Michael L Lewis
20.000,,0,6,27,Maurice Morris
14.000,,0,2,15,Terry Jackson
20.000,,0,2,20,Cedrick Wilson
30.000,,0,2,37,MarTay Jenkins
23.000,,0,3,26,Reggie Swinton
16.000,,0,1,16,Allen Rossum
20.000,,0,4,27,Dee Brown
18.000,,0,2,19,Robert Tate
19.000,,0,3,20,Stacey Mack
11.000,,0,1,11,Patrick Washington
42.000,,1,4,95,Andre Davis
16.000,,0,6,33,Jermaine Lewis
1.000,,0,1,1,Moran Norris
18.000,,0,4,23,Larry Foster
23.000,,0,1,23,Desmond Howard
16.000,,0,3,18,Vinny Sutherland
63.000,,0,1,63,Ahmad Merritt
0.000,,0,1,0,Daimon Shelton
21.000,,0,2,25,Tony Carter
19.000,,0,2,26,Javon Walker
19.000,,0,4,35,Ladell Betts
17.000,,0,3,24,Kenny Watson
24.000,,0,5,46,Dante Hall
26.000,,0,1,26,Jason Belser
