average punt yards, longest punt, name, punts, punts inside the twenty
40.900,59,Britton Colquitt,7,5
39.300,61,Sam Koch,9,2
40.000,57,Shawn Powell,9,3
36.000,65,Ryan Allen,6,3
39.800,54,Adam Podlesh,5,3
48.000,53,Kevin Huber,4,0
43.600,52,Spencer Lanning,5,2
47.600,66,Brandon Fields,5,2
42.300,61,Thomas Morstead,3,2
42.300,56,Matt Bosher,6,2
37.700,84,Robert Malone,7,2
45.300,59,Michael Koenen,7,3
35.900,51,Zoltan Mesko,7,1
41.400,55,Brett Kern,5,4
36.500,55,Sam Martin,4,1
34.800,54,Jeff Locke,5,1
37.300,45,Pat McAfee,3,1
29.000,53,Marquette King,2,0
38.200,57,Brad Nortman,5,2
47.000,69,Jon Ryan,4,1
41.500,58,Bryan Anger,11,2
32.300,58,Dustin Colquitt,9,5
42.000,55,Johnny Hekker,3,1
41.500,59,Dave Zastudil,4,3
38.200,56,Andy Lee,5,1
44.800,51,Tim Masthay,6,1
42.500,56,Chris Jones,6,2
41.700,60,Steve Weatherford,3,1
42.000,47,Sav Rocca,3,1
36.700,61,Donnie Jones,6,4
44.300,61,Mike Scifres,6,0
43.300,58,Shane Lechler,3,3
42.500,60,Ryan Allen,11,4
36.600,57,Robert Malone,9,1
52.000,63,Matt Bosher,6,2
49.000,63,Johnny Hekker,6,0
38.000,55,Shawn Powell,3,1
43.600,62,Brad Nortman,5,3
37.000,48,Adam Podlesh,3,1
50.000,65,Jeff Locke,3,2
37.300,51,Tim Masthay,3,1
34.600,48,Sav Rocca,5,3
41.500,60,Pat McAfee,4,1
38.400,53,Brandon Fields,5,3
37.900,65,Dustin Colquitt,7,5
39.800,62,Chris Jones,4,1
45.300,56,Sam Koch,6,3
31.600,53,Spencer Lanning,8,1
42.900,61,Shane Lechler,7,5
46.600,54,Brett Kern,8,1
43.000,51,Donnie Jones,3,1
40.000,40,Mike Scifres,1,0
42.400,52,Dave Zastudil,5,4
50.200,58,Sam Martin,5,0
40.800,47,Michael Koenen,6,2
43.800,47,Thomas Morstead,4,4
41.800,58,Marquette King,4,1
39.500,57,Bryan Anger,8,3
22.000,50,Steve Weatherford,5,1
39.400,53,Britton Colquitt,5,2
34.000,58,Jon Ryan,4,2
36.300,60,Andy Lee,4,0
38.400,61,Kevin Huber,7,3
42.700,52,Zoltan Mesko,7,0
34.000,41,Donnie Jones,4,2
40.800,53,Dustin Colquitt,5,3
43.700,55,Kevin Huber,3,1
43.300,55,Tim Masthay,3,3
39.800,55,Chris Jones,4,2
44.400,57,Johnny Hekker,5,0
44.300,63,Brett Kern,3,2
41.200,60,Mike Scifres,5,3
43.600,57,Jeff Locke,7,1
46.400,56,Spencer Lanning,5,2
38.700,47,Ryan Allen,3,1
40.000,57,Michael Koenen,3,0
45.800,58,Thomas Morstead,4,0
31.600,60,Dave Zastudil,8,4
44.400,63,Sav Rocca,5,3
40.700,72,Sam Martin,6,0
38.500,49,Brad Nortman,2,0
38.800,56,Steve Weatherford,6,2
44.000,56,Sam Koch,4,0
31.800,59,Shane Lechler,5,3
51.700,56,Brandon Fields,3,1
33.000,36,Matt Bosher,2,0
41.400,44,Ryan Quigley,7,2
39.900,66,Shawn Powell,7,3
38.400,62,Andy Lee,7,2
44.500,52,Pat McAfee,4,3
35.800,54,Jon Ryan,4,1
38.000,48,Bryan Anger,7,2
29.500,38,Zoltan Mesko,2,0
46.300,59,Adam Podlesh,6,2
37.000,37,Britton Colquitt,1,1
43.500,66,Marquette King,6,0
42.700,60,Johnny Hekker,11,6
52.000,60,Andy Lee,7,2
36.900,59,Shawn Powell,8,3
42.400,53,Sam Koch,7,2
39.800,59,Spencer Lanning,5,3
37.000,43,Kevin Huber,4,3
37.700,57,Sam Martin,3,1
28.800,52,Adam Podlesh,5,1
37.600,56,Dustin Colquitt,5,2
30.800,59,Steve Weatherford,8,1
41.000,57,Jeff Locke,4,0
35.800,42,Zoltan Mesko,4,1
34.600,52,Michael Koenen,8,2
42.600,59,Dave Zastudil,7,3
45.200,61,Bryan Anger,6,1
36.000,60,Pat McAfee,3,0
33.900,61,Shane Lechler,7,2
42.800,60,Jon Ryan,6,4
40.900,54,Brett Kern,7,4
41.800,56,Ryan Quigley,5,1
35.500,60,Britton Colquitt,2,1
30.200,54,Donnie Jones,4,0
30.300,51,Mike Scifres,4,3
34.200,51,Chris Jones,5,0
40.400,48,Marquette King,7,3
32.000,51,Sav Rocca,7,2
45.700,60,Matt Bosher,3,2
42.000,56,Ryan Allen,2,0
45.700,49,Thomas Morstead,3,1
36.000,57,Brandon Fields,4,0
40.300,50,Spencer Lanning,6,3
