name, rushes, rushing touchdowns, rushing yards
N Gaither,3,0,5
A Moses,3,1,3
J Smith,12,0,-16
M Davidson,8,0,64
L McCammon III,18,1,48
D Leconte,4,0,27
J Charles,4,0,21
T Tisdale,2,0,2
J Agner,1,0,-5
C Robison,10,0,-20
G McCrae,14,1,93
B Thompson,7,1,91
O Anderson,6,1,75
A Killins Jr,9,1,37
D Gabriel,4,1,19
Q Jones,2,0,1
T Coles,1,0,-4
N Maxwell,8,1,48
A Jones,11,0,43
K Wiggins,15,0,25
D Price,5,0,21
M Alexander,3,0,11
J Morgan,4,0,3
G Walker,27,1,100
G LaFrance,1,0,2
T Storey,1,0,0
S Duncan,4,0,-2
L Perine,10,1,51
I Clement,1,0,41
F Franks,6,0,37
E Jones,4,1,31
D Pierce,5,0,25
M Davis,3,1,18
J Copeland,1,0,15
N Wright,7,0,13
K Toney,1,0,0
J Bachus III,9,0,48
J Bowe,7,0,13
J Johnson,3,0,7
P Logan,4,0,2
J Hudson,2,0,-4
J Moore,1,0,-5
C Akers,36,2,193
K Laborn,6,0,19
J Blackman,6,1,5
D Matthews,2,0,2
J Johnson,26,1,126
C Evans,10,2,32
A Vaughn,4,0,17
I Phillips,1,0,3
R Rivers,15,0,76
J Hokit,1,0,0
J Reyna,11,1,-19
M Ibrahim,17,1,88
R Smith,22,1,61
T Morgan,10,1,2
T Johnson,1,0,-1
S Green,1,0,-2
D Ellington,15,0,86
S Paige,13,0,64
T Barnett,9,1,52
D Gentry,1,0,3
D Wynn,13,1,83
D Grainger,9,1,53
C Watkins,7,0,41
W Anderson Jr,3,0,21
D Abrams,8,0,15
J McElveen,1,0,2
Z White,8,1,72
D Swift,6,2,67
K McIntosh,9,0,61
B Herrien,5,1,31
J Cook,3,0,30
S Clark,4,0,13
P Hudson,1,0,5
S Bennett,1,1,1
N Priestley,1,0,-1
J Fromm,1,0,-9
R Castille,5,0,8
J McCray,5,0,7
B Bognar,1,0,6
M Hiers,2,0,4
J Connor,2,0,2
S Turner,1,0,1
C Thomas,1,0,0
M Fuller,2,0,-1
P Rice,8,0,-4
M LaRoche,9,1,154
J Tomlin,11,1,132
L Wright,15,0,114
J King,13,0,41
K Hood,1,0,3
E Reed,14,0,53
J Fitzpatrick,2,0,3
D Young,1,0,0
C Ferguson,4,0,-4
J Mason,20,1,99
T Oliver,9,1,48
L Johnson,9,0,36
A Brown,1,0,2
J Graham,6,0,2
J Howard Jr,1,0,1
B Barnett,8,0,42
J Cronkrite,12,0,17
J Evans,3,0,15
J McCloud,4,0,12
J Ford,3,0,7
M Reed,11,0,42
C McDonald,12,0,19
D Furuta,2,0,6
J Jefferson,31,1,183
A Pierce,7,2,79
J Colletto,1,0,3
J Luton,2,0,2
T Lindsey,1,0,-2
K Porter,19,1,120
C Smith,10,0,90
K Walker,6,0,29
D King,6,2,-1
J Morton,3,0,23
D Tucker,10,0,17
T Starks,8,0,17
T Connley,6,0,10
K Mosley,4,0,7
C Broach,2,0,1
S Scott III,12,1,61
S James,12,1,22
R Walker Jr,3,0,12
M Penix Jr,2,0,12
J Tuttle,2,0,7
C Gest,1,1,3
A Lloyd,1,0,1
D Hale,1,0,-4
D McCullough,6,0,17
J Hayes Benefield,6,0,14
J Brantley,10,0,9
C Walker,5,0,8
R Columbus,3,0,7
C Rowell,1,0,-3
M Sargent,13,0,59
T Young,9,0,59
T Goodson,10,0,53
N Stanley,5,0,9
T Tracy Jr,1,0,9
O Martin,1,0,5
I Pacheco,10,0,42
R Blackshear,6,0,30
A Young,1,0,7
E Barnwell,2,0,6
J Langan,1,0,4
A Sitkowski,2,0,4
M Carter,1,0,-9
P Williams Jr,22,0,99
K Herbert,8,1,82
D Williams,2,0,4
A Parchment,1,0,0
C Stanley,4,0,-12
T Marable,24,1,148
J Hairston,11,0,34
R White,3,0,5
A Bedgood,1,0,4
B Carpenter,5,0,1
F Payton,4,0,-16
J Gilbert,8,2,103
J Brown,4,1,64
J Wright,14,0,59
J Ervin,8,1,28
S Thompson,3,0,26
J Holcombe II,8,0,23
H Trotter,9,1,22
M Knowles,1,0,12
T Burns,1,0,0
D Jones,8,0,47
N Sealey,4,0,10
B Denley,5,0,4
D Wade,3,0,0
K Smoke,11,1,92
A Rose,17,1,82
T Wilson,8,1,43
L Bowden Jr,2,0,17
S Smith,1,0,5
M Glass III,10,0,35
S Vann,8,0,9
B Turner,3,0,5
P Hutchinson,1,0,0
T Ragas,9,1,129
R Calais,8,0,111
E Mitchell,15,1,74
C Smith,5,0,50
L Lewis,6,1,25
T Wisham,3,0,18
F Hickson,18,1,133
J Mack,3,0,18
M Bollinger,3,0,18
S Calvert,3,0,-26
J Hawkins,11,0,123
M Cunningham,4,1,73
H Hall,15,1,58
J Pass,4,0,37
M Burkley,3,0,20
C Atwell,1,0,11
D McCleskey Jr,22,0,78
P McKinney,4,0,38
A Booth,8,0,33
E Cain,3,0,8
J Lewis,1,0,3
C Blount,5,0,-30
I Tucker,16,0,71
J Dancy,5,0,49
J Smith,8,0,25
J Henderson,6,1,23
S Harris,3,0,5
D Crumitie,16,0,68
G Hickbottom,13,0,58
J Nichols,13,1,48
K Elder,5,0,26
D Brutton,1,0,10
J Richard,3,0,6
J Leake,7,2,107
J Funk,5,1,94
A McFarland Jr,14,2,75
T Fleet Davis,11,1,67
T Pigrome,2,0,7
J Jackson,4,0,6
M Neal,12,0,47
A Adams,7,0,37
J Howard,3,0,5
T Devito,7,0,-19
B Ally,16,0,87
K Brown,10,1,37
C Roberson,12,0,25
A Brito,4,0,-4
B Dingle,2,0,-5
R West,3,1,-17
D Davis,21,0,85
J Williams Jr,6,2,68
R Elliott,7,0,57
J Burton,1,0,17
A Cox,2,0,7
S Labanowitz,4,0,5
T Lee,2,0,-1
S Bonansinga,1,0,-1
E Collins,17,0,192
A Williams Jr,6,0,35
C Heyward,3,0,13
L Jefferson,5,2,9
B Lewerke,1,0,1
A Thomas,2,1,1
L Bellamy,15,0,44
S Tyler,4,0,31
G Alstott,1,0,8
D Tucker,2,0,0
J Wassink,5,0,-16
K Gainwell,16,2,85
K Watkins,10,1,35
R Clark,5,1,25
T Taylor,5,0,18
T Samuel,2,0,7
M Weaver,2,0,6
B White,2,0,1
L Skelton,15,0,75
D Benn,4,0,36
J Washington,3,1,22
C Nelson,6,0,21
C Chaney,6,0,12
C Mackey,2,0,6
D Profit,1,0,2
G McDaniel,1,0,-5
T Shelton,11,0,65
Z Kahn,8,1,49
M Thomas,5,0,22
J Williamson,1,0,22
D Johnson,9,2,17
J Maye,1,0,8
M Burton,2,0,6
B Gabbert,2,2,4
A Mayer,1,0,-3
D Gist,7,0,34
D Worthy,2,0,16
J Jones,7,0,16
W Miller,9,0,14
A Goldsmith,6,0,3
B Fisher,4,0,-4
Q Cross,1,0,-5
Z Charbonnet,33,3,100
C Turner,3,0,20
B VanSumeren,1,0,6
S Patterson,8,0,-18
C Slomka,29,0,92
K Hopkins Jr,18,2,41
K Walker,5,0,39
S McCoy,6,1,15
A Hobbs IV,3,0,13
S Phillips,26,2,143
M Corral,10,0,46
S Connor,8,0,42
J Ealy,4,0,7
I Woullard,1,0,3
O Cooley,1,0,1
E Moore,1,0,-2
R Boyd,17,0,67
D Warren,1,0,12
D Whaley,2,0,2
B Hicks,4,0,-5
C Hayden,1,0,-6
N Starkel,1,0,-9
L Rountree III,18,1,99
T Badie,12,0,71
D Downing,10,0,57
K Bryant,10,0,5
A Sinkfield,9,0,27
T Bush,3,0,15
S James,1,0,8
K McKoy,7,0,1
M Pettaway,6,0,-6
A Kendall,6,0,-15
K Hill,14,1,123
L Witherspoon,7,1,40
N Gibson,5,1,31
G Shrader,9,0,16
T Stevens,6,0,0
K Perkins,5,0,51
D Harris,6,0,49
D Maberry,4,0,12
S Anderson,2,0,11
D Baker,1,0,2
J Adams,2,0,2
J Kempf,1,0,-5
J Abraham,6,0,-12
C Mobley,9,2,104
A OHara,11,0,103
B Anderson,7,0,29
Y Ali,1,0,1
T Roberson,20,1,98
S Rowland,11,0,96
M Hughes,3,0,5
D Corbin,3,1,4
C Rosendahl,1,0,3
S McColley,1,0,2
C Rowland,3,0,-1
J Williams,10,1,76
M Carter,11,0,30
A Williams,2,0,5
R Groves,1,0,-2
S Howell,11,0,-9
D Dallas,14,0,107
C Harris,10,1,60
J Thomas,1,0,5
K Osborn,1,0,5
J Williams,10,0,3
M Pope,1,0,-1
Z Knight,18,2,119
J Houston,8,1,73
R Person Jr,10,1,51
W Dabbs,9,0,43
K Lesane,1,0,22
T Hines,1,0,13
T Pennix,3,0,-1
B Hockman,2,0,-10
C Young,7,0,26
D Spencer,3,0,7
C Ferguson,2,0,3
D Atkins,2,0,3
B Williamson,1,0,-14
W Jones,4,0,-17
J Dobbins,17,2,141
M Teague III,11,0,60
J Fields,9,2,42
S Chambers,2,0,16
D McCall,5,0,11
M Crowley,1,0,2
T Thomas,11,0,58
B Bryant,3,0,25
M Warren II,10,0,15
R Montgomery,1,0,12
D Ridder,9,0,-3
R Stevenson,6,1,104
K Brooks,6,1,69
T Sermon,9,1,56
J Hurts,8,0,47
C Rambo,1,0,18
S Rattler,2,0,15
M Major,5,0,12
B Klett,8,0,29
A Simmons,7,0,28
C Brooks,5,0,16
K Henry,5,0,6
S Sanders,12,0,51
C Hubbard,8,1,44
J Jeter,11,0,34
D Brown,3,0,13
L Brown,4,0,10
D Glass,2,0,8
M Cooper,3,1,5
A Green,1,0,2
C Orgeron,16,0,89
J Pratt,11,0,30
D Hicks,7,0,19
J Skinner,6,0,12
E Mack,7,0,11
D Felix,8,1,80
C Verdell,11,1,60
C Habibi Likio,8,1,30
T Dye,6,0,28
S Dollars,4,0,12
T Shough,2,0,11
J Kincaide,13,0,52
K Moore,9,0,36
T Taua,6,0,13
R Neal,2,0,7
R Doubs,1,0,-1
C Strong,6,0,-4
H McClure,2,0,-9
A Davis,13,0,89
V Davis,12,1,50
V Carter,6,0,22
T Sibley Jr,3,0,3
K Pickett,2,0,-1
M Ffrench,1,0,-3
O Allison,14,0,47
D Tuggle,4,1,20
J Ross,2,0,11
N Rourke,9,0,-43
S Clifford,11,0,51
J Brown,6,0,28
R Slade,3,0,8
N Cain,1,1,2
D Ford,1,0,1
J Patterson,23,0,71
K Marks,17,0,64
D McDuffie,6,0,43
R Cook Jr,5,0,6
M Myers,7,0,0
A Horvath,8,0,15
E Sindelar,4,1,10
K Doerue,5,0,9
K Vaughn,17,1,56
K Lipscomb,1,0,16
K Brooks,3,0,7
D Wallace,1,0,1
R Neal,5,0,-9
T Minter,16,2,189
J Wilson,12,0,95
C Johnson,7,1,33
K Baker,1,0,26
T Brown,4,0,25
C Davis,7,0,22
J Miller,4,0,14
T Morton,3,1,14
T Avery,4,0,6
K Harper,10,0,75
T Alexander,4,1,44
J Johnson,9,0,39
Q Brown,3,0,5
D Ponder,3,0,0
K Harris,6,3,147
M Denson,9,1,118
R Dowdle,10,2,87
T Feaster,6,0,64
D Joyner,4,1,53
B Edwards,1,0,15
S Smith,1,0,5
R Hilinski,1,1,4
R Harris,8,0,53
J Earl,5,0,15
J Chambers,4,0,5
J Pohahau,1,0,1
R Malmgren,1,0,1
T Wilson,4,0,-1
D Packer,12,0,53
N Nash,8,1,48
T Nevens,7,0,20
K Robinson,1,0,1
J Love,3,0,-7
S Brooks,29,1,140
T Wilkerson,15,2,92
Z Smith,3,0,23
C Taylor II,3,0,6
K Stokes,1,0,1
X Jones,16,3,127
K Freeman,12,1,34
S Buechele,4,0,24
B Stephens,1,0,16
T Williams,3,0,7
C Sanders,1,0,3
U Bentley IV,2,0,0
T Siggers,18,1,164
L Easly,7,0,38
D Torrey,6,0,31
J Bean,1,0,7
E Johnson,1,0,6
N Smith,1,0,1
M Fine,8,0,-36
T Chandler,26,0,154
E Gray,17,0,77
J Jones,1,0,9
J Jennings,1,0,2
J Palmer,1,0,0
J Guarantano,3,0,0
T Williams,17,2,92
E Esukpa,3,0,17
A Hifo,1,0,13
L Katoa,2,0,2
Z Wilson,6,0,-6
S Ehlinger,19,1,60
R Johnson,7,0,32
K Ingram,10,0,29
D Duvernay,1,0,0
C Edwards Helaire,15,1,87
L Fournette,3,0,9
J Burrow,9,0,8
T Davis Prince,1,0,0
C Twyford,10,1,60
A Taylor,6,0,24
G Jensen,6,0,-34
T Smith,16,0,54
S Chambers,8,1,50
T Swen,12,0,45
X Valladay,10,0,31
A Conway,3,0,10
S Thompson,8,0,45
A Shyne,8,1,45
T Henry,7,1,28
D Rigdon,1,0,17
A Bowman,3,0,7
T Hughes,10,0,27
J Fields,14,0,27
K Locksley,9,0,21
T Wolf,1,0,2
R Flores,1,0,1
B Jones,3,0,-1
J Kelley,15,1,53
D Felton,10,0,28
D Thompson Robinson,7,0,-19
J Washington,20,0,41
R Agnew,8,0,19
J Byrd,10,0,19
C Jasmin,3,1,3
C Bell,3,0,1
C Williams,19,1,168
D Williams,5,0,17
A Rogers,17,0,4
T Collins,1,0,-1
R Graham,12,1,103
M Murray,10,0,59
I Azubuike,11,0,25
D Chatman,6,0,24
L Bonner,4,1,3
V Malepeai,12,2,42
M Stepp,3,0,33
S Carr,6,1,33
K Slovis,6,0,12
C Scarlett,17,1,82
C Wedington,1,0,17
D Maddox,5,0,8
A Jones,1,0,-2
D Mills,6,0,-7
Z Moss,18,2,80
T Huntley,3,1,38
J Wilmore,6,0,25
D Simpkins,2,1,19
D Vickers,1,0,12
B Covey,1,0,9
D Henry Cole,1,0,9
D Brumfield,3,0,2
S Enis,1,0,1
T Green,1,0,-2
J Nettles,10,0,37
T Harbison,6,0,32
M Childers,1,0,2
M Jones,1,0,1
R Bowers,7,1,-5
J Warren,9,2,105
A Peasley,3,1,83
G Bright,9,1,67
J Love,3,0,31
E Nawahine,8,0,24
R Burt,6,0,15
H Colombi,3,0,4
S Nekhet,14,0,46
I White,11,0,39
T Fields,3,0,18
J Cassidy,3,0,5
D McClease,20,0,64
R Willis,8,1,34
K King,6,1,23
H Hooker,3,0,7
T Robinson,1,0,3
T Matheny,1,0,0
L Davis,11,0,81
K Strong,8,0,51
S Smartt,16,2,48
M deWeaver,2,0,8
B Watson,1,0,7
I Spencer,1,0,6
C Cunningham,3,0,2
S Ahmed,21,1,119
R Newton,9,0,42
A Baccellia,1,0,11
J Eason,9,0,10
S McGrew,3,0,7
C McClatcher,2,0,3
J Sirmon,1,0,-6
C Brown Jr,16,0,80
M Dancy,7,2,72
C Garbers,13,0,42
D McIntosh,4,1,52
M Borghi,7,2,34
C Markoff,3,0,17
A Gordon,1,0,10
M Hall,31,1,113
J Ison,13,0,67
C Ingersoll,4,1,42
J Knipp,4,0,12
C Regan,2,0,-18
J Taylor,19,3,102
G Groshek,7,1,36
N Watson,8,1,29
J Chenal,3,0,11
C Wolf,1,0,9
D Davis III,1,0,8
M Stokke,1,0,4
J Coan,2,0,0
B Schipper,1,0,0
T Lazzaro,4,0,11
L Nichols,1,0,9
K Gwilly,6,0,8
K Lewis,3,0,7
R Ross,2,0,4
J Ward,1,0,3
K Pimpleton,1,0,0
D Moore,1,0,-3
Q Dormady,1,0,-7
A Dillon,27,1,151
D Bailey,7,0,25
A Brown,5,0,18
T Levy,5,0,16
B Glines,1,0,9
Z Flowers,2,0,9
K Herbert,11,1,187
P Williams Jr,22,1,121
C Stanley,5,0,23
H Hall,1,1,1
D Williams,6,0,-3
D King,17,2,94
P Carr,9,0,77
K Porter,9,0,53
M Stevenson,2,0,16
M Borghi,9,1,40
A Gordon,7,0,16
D McIntosh,1,0,2
K Walker III,13,0,94
J Newman,19,2,78
C Beal Smith,15,0,51
M Carter,13,0,96
J Williams,9,0,27
J Ruder,3,0,21
D Newsome,1,0,2
S Howell,11,0,-2
R Boyd,20,2,122
D Whaley,9,1,81
C Hayden,2,0,17
D Warren,1,0,2
N Starkel,1,0,-4
M Kinsey,20,1,180
M McElroy,6,0,48
D Wright,2,0,5
J Thomas,2,0,2
C Hill,2,1,-7
P OBrien,6,0,-8
K Tate,17,1,129
G Brightwell,21,2,85
B Smith,9,0,63
J Taylor,11,0,39
M Wiley,2,0,0
A Shyne,13,0,68
T Henry,4,0,21
S Thompson,7,1,20
M Richardson,1,0,-5
J Whitlow,17,2,135
S Shivers,12,0,102
J Gatewood,12,2,102
K Martin,7,1,71
B Nix,7,1,21
H Joiner,4,0,19
M Miller,2,0,13
C Sandberg,1,0,4
D Crum,11,0,30
W Barrett,4,0,27
J Bangda,4,0,14
J Shaw,6,0,9
C Elmore,1,0,5
X Williams,5,0,4
K Price,1,0,3
C Huntley,14,0,86
J Hall,2,0,38
D Plitt,9,0,36
W Fletcher,8,0,14
W Jones,1,0,4
M Dunner,1,0,-9
L McCammon III,25,1,99
J Charles,6,1,24
C Robison,9,0,14
K Dean Jr,2,0,3
W Wright,1,0,1
R Mahone,6,0,59
G Holani,6,0,54
C Cord,2,1,36
J Henderson,2,0,13
A Van Buren,3,0,12
K Shakir,1,0,4
D Smith,2,0,1
H Bachmeier,6,0,-13
B Kelly,1,0,52
D Alexander,12,0,21
C Martin,5,0,20
J Eason,4,0,8
E Holtz,5,0,6
E Daigbe,3,0,0
S Hoffman,4,0,-1
D Jones,13,0,48
D Wade,12,0,46
A Clair,11,0,11
B Denley,6,1,11
N Sealey,3,0,6
G Loy,1,0,0
J Wayne Prather,1,0,-3
J Henderson,9,0,95
J Dancy,8,2,31
D Marcus,4,0,14
A Allen,4,0,6
W Elliott,1,0,-7
J Smith,9,0,-8
T Williams,19,0,99
E Esukpa,6,0,14
Z Wilson,9,1,10
L Katoa,1,0,5
A Hifo,2,0,2
D Ghanwoloku,2,1,2
J Hall,1,0,-1
V Malepeai,23,1,96
M Stepp,9,0,53
S Carr,9,0,22
K Slovis,4,0,0
C Garbers,18,0,70
C Brown Jr,13,1,47
M Dancy,11,0,28
A Netherda,2,0,7
N Remigio,1,0,3
T Siggers,18,0,88
D Torrey,8,0,23
J Darden,1,0,8
M Fine,4,0,0
G McCrae,11,1,109
A Killins Jr,8,0,44
B Thompson,7,0,38
O Anderson,10,1,31
D Gabriel,3,0,9
B Wimbush,1,0,-2
Q Jones,1,0,-24
A Jones,7,1,65
C Scarlett,12,0,45
K Costello,2,0,16
D Maddox,1,0,3
B LeMay,16,0,113
A McAllister,7,1,94
I Finger,11,2,71
C Reynolds,3,0,34
E Shirreffs,1,0,26
B Kean,2,0,0
C Roberson,10,0,73
B Ally,14,0,59
G Torres,4,0,14
V Santiago,1,0,4
A Brito,7,0,-15
M Warren II,12,3,113
T Thomas,16,0,65
R Montgomery,5,0,35
T Tucker,2,0,12
D Ridder,13,0,9
T Shelton,11,1,39
D Johnson,11,0,32
M Thomas,5,0,17
B Gabbert,12,0,-23
K Lewis,27,3,146
L Nichols,7,0,43
K Nelson,16,0,33
B Lee,4,0,8
D Sands,3,0,6
M Mathison,1,0,5
D Burkhart,1,0,1
M Burton,2,0,-2
R Kelley,2,0,-4
J Mangham,10,0,56
A Fontenot,13,0,42
L Shenault Jr,3,1,25
D Smith,1,0,2
D Stanley,1,0,0
S Montez,2,0,-16
K Remsberg,23,1,146
T Birdow,12,0,67
T Jackson,6,0,27
D Hammond III,6,1,22
N Eriksen,3,0,18
B Waters,1,0,6
T Marable,19,1,101
F Payton,4,0,55
B Carpenter,9,0,54
J Hairston,10,1,46
K Class,5,0,43
A Bedgood,2,0,37
R White,4,2,24
A McAfee,1,0,17
G McCall,2,0,11
J Guest,1,0,7
J Williams,1,0,6
B Pinson,1,0,0
K Johnson,3,0,19
G Hulett,11,0,13
J Carter,7,0,10
K Wiggins,14,2,187
D Price,7,0,57
A Jones,17,0,52
N Maxwell,11,1,23
E Gray,5,0,71
C Washington Jr,12,0,40
D Laube,8,0,36
M Brosmer,3,0,-1
D Swift,9,0,76
K McIntosh,4,1,67
J Cook,3,1,51
B Herrien,4,1,25
Z White,6,1,18
S Bennett,1,0,14
T Simmons,1,0,7
J Fromm,2,0,6
S Clark,2,0,6
D Chatman,7,0,24
I Azubuike,6,0,15
R Graham,7,0,14
J Jones,3,0,8
L Hatcher,2,0,-1
L Bonner,3,0,-17
T Oliver,11,0,92
J Mason,11,2,78
J Howard Jr,2,0,12
L Johnson,7,0,5
D Smith,1,0,-2
C Harris,26,0,93
B Rainey,17,1,70
D Smith,6,1,43
N Njoku,3,0,39
R Bulmer,6,0,36
B Murdaugh,11,0,21
R Webb,1,0,16
K Sessions,1,0,2
R Corbin,18,1,144
D Brown,7,0,46
R Bonner,4,1,16
J Norwood,1,0,4
B Peters,9,0,-34
J Grissom,3,0,52
M Glass III,10,0,37
B Turner,10,0,26
W Parker,11,1,23
S Vann,3,0,18
E Daugherty IV,1,0,6
M Sexton,1,0,4
P Ramsey,14,0,14
S James,4,0,14
S Scott III,6,0,9
C Gest,2,0,6
W Philyor,2,0,4
R Walker Jr,1,0,0
J Tuttle,2,0,-5
J Dobbins,22,1,193
M Teague III,10,1,106
J Fields,4,1,11
M Crowley,2,0,6
D McCall,2,0,5
G Hoak,1,0,-7
K Nwangwu,6,0,54
B Purdy,9,0,34
J Lang,2,0,6
B Hall,1,0,0
D Jones,1,0,-3
M Sargent,13,0,58
I Kelly Martin,5,0,20
T Goodson,3,0,16
T Young,4,0,13
N Stanley,7,1,11
B Ross,1,0,2
I Smith Marsette,1,0,0
K Smoke,16,0,81
A Rose,14,0,46
S Smith,9,1,12
L Bowden Jr,2,0,1
J Hammond,1,1,76
L Perine,14,1,27
F Franks,8,0,23
D Pierce,2,0,8
K Trask,1,1,4
J Mack,9,0,59
F Hickson,12,1,25
P Pickett,2,0,13
S Calvert,2,0,-18
K Marks,18,0,108
J Patterson,17,0,69
M Myers,9,0,29
T Wisham,10,0,103
T Ragas,5,1,81
E Mitchell,7,2,73
A Johnson,6,1,68
C Smith,5,1,50
R Calais,5,2,44
M Orphey Jr,1,1,16
L Lewis,1,0,5
C Fields,1,0,4
J Magalei,1,0,-4
T Cook,6,0,31
D Franklin,9,0,26
J Howard,4,0,19
L Owens,2,0,6
D Williams,1,0,-1
D Johnson,5,0,-9
C Edwards Helaire,13,2,50
J Burrow,7,1,30
T Davis Prince,7,2,29
M Brennan,1,0,9
L Fournette,3,0,7
J Emery Jr,3,1,-2
S Anderson,9,0,30
J West,7,0,16
S Eppler,1,0,4
J Jackson,1,0,2
T Morgan,2,0,1
K Fletcher,2,0,-1
B Rivers,1,0,-6
E Collins,19,1,72
B Lewerke,10,0,25
A Williams Jr,2,0,9
C Heyward,3,0,6
L Jefferson,1,0,1
E Benjamin,11,1,38
J Daniels,12,0,37
A Carter,1,0,5
K Williams,1,0,-2
D Dallas,12,3,108
D Wiggins,1,0,33
R Burns,5,0,32
C Harris,10,1,30
M Pope,1,0,21
J Murphy,4,1,17
J Payton,1,0,7
J Thomas,1,0,6
T Martell,1,0,3
N Perry,1,0,0
A Thompson,5,0,29
I Washington,7,0,16
A Williams,6,0,10
J Robinson,1,0,7
T Gear,2,0,2
L Wilson,3,0,0
D Black,1,0,-3
R Smith,11,0,57
C Wiley,11,0,32
B Williams,14,1,23
S Green,4,1,-2
T Morgan,8,0,-17
J Tomlin,14,1,57
L Wright,6,1,35
J King,7,0,35
M LaRoche,5,0,3
S Phillips,26,1,103
J Ealy,9,1,95
S Connor,9,0,51
J Pellerin,0,0,-1
M Corral,6,0,-28
D Williams,13,1,50
M Cooper,5,1,27
C Kelley,2,0,6
J Conner,1,0,-2
C Virgil,3,0,-15
L Rountree III,18,2,142
T Badie,7,1,73
A Watkins,6,0,19
D Downing,5,0,17
K Bryant,2,0,6
S Bakare,1,0,1
C Bazelak,1,0,1
M Robinson,11,0,19
Z Custis,10,0,17
G Hess,6,0,17
J Pyle,1,0,-6
D Santacaterina,4,0,-7
B Knox,16,1,133
S Evans,17,0,77
X Gaines,3,1,52
I Green,6,0,50
W Johnson,1,0,-1
N Rourke,9,1,118
O Allison,12,0,60
D Tuggle,10,0,45
K Hill,24,0,111
G Shrader,10,1,82
T Stevens,7,1,5
L Witherspoon,3,0,4
D Jones,0,0,-1
J Gilbert,17,0,59
J Brown,5,1,41
H Trotter,5,0,25
M Knowles,2,0,12
S Thompson,4,1,8
W Gill,1,0,3
A OHara,18,0,67
T West,4,0,31
J McDonald,3,0,15
B Anderson,1,0,14
D England Chisolm,1,0,6
Z Dobson,1,0,5
C Mobley,4,0,0
Q Harris,11,0,107
D Jackson,22,1,71
M Durant,10,0,47
J Waters,1,0,7
J Coleman,1,0,-6
M Perry,24,4,156
N Smith,14,0,52
P Olsen,10,0,30
I Ruoss,3,0,24
T Brannan,1,0,20
T Maloy,2,0,15
M Cooper,1,0,11
C Williams,2,0,11
J Harris ll,2,0,5
M Fells,1,0,-1
T King El,1,0,-2
H Ahlers,9,1,36
H Howe,6,0,31
D Mauney,12,0,23
J Hatfield,2,0,-6
D Mills,11,1,116
M Washington,4,1,63
A Martinez,11,1,44
R Johnson,3,0,9
W Mazour,1,0,3
N Vedral,1,1,3
W Robinson,2,0,0
J Nettles,9,0,43
T Harbison,12,0,30
R Valentine,2,0,9
S Tears,1,0,6
M Childers,2,0,4
M Ference,2,0,-7
R Bowers,4,0,-11
T Taua,16,0,85
J Kincaide,11,1,75
K Moore,7,0,9
C Strong,7,0,-15
K Smith,13,0,26
J Davis,9,0,25
D Lloyd,1,0,17
K Jenks,3,0,7
D Anderson,26,1,141
J Brown,9,0,79
H Johnson,11,1,55
J Moten IV,2,0,3
C Williams,16,2,144
A Rogers,14,0,57
T Collins,5,0,10
D Williams,1,0,-1
I Book,9,1,46
K Williams,4,0,26
B Clark,4,0,24
P Jurkovec,3,0,17
T Jones Jr,6,0,17
B Lenzy,1,0,14
M Assaf,3,0,8
L Keys III,1,0,7
C Flemister,7,1,-2
B Carroll,6,1,69
B Cole,1,1,37
S Jones,8,0,23
A Davis,9,0,22
D Vigilant,3,0,19
K Moran,5,0,16
T Hall,2,0,15
J Jones,5,0,15
L Johnson,3,0,9
J Griffin IV,1,0,8
T Tuioti,1,0,5
T Dyer,1,0,2
T Dye,17,0,101
S Dollars,3,0,69
D Felix,8,0,40
J Herbert,2,0,18
C Verdell,5,0,13
C Habibi Likio,2,0,5
J Redd,1,0,1
M Knight,10,0,19
J Louie McGee,1,0,3
N Ostmo,2,0,2
D Sneed,7,0,-8
C Humphrey,1,0,-8
B Baylor,7,1,101
A Pierce,12,0,90
C Tyler Jr,9,0,59
T Gebbia,2,1,6
T Madison,2,0,4
D Tran Sampson,29,0,137
J Hamler,21,0,27
L Lataimua,4,0,14
X Moore,1,0,11
C Dunu,1,0,8
D Frampton,1,0,3
T Nahhas,1,0,3
J Brown,10,0,109
N Cain,6,1,40
D Ford,5,1,9
S Clifford,7,0,5
R Slade,4,0,4
S Jacques Louis,1,0,9
K Pickett,9,0,7
V Davis,4,1,6
A Davis,8,0,5
V Carter,2,0,-1
K Doerue,11,0,27
A Horvath,4,0,10
J Anthrop,1,0,2
R Moore,1,0,0
J Plummer,7,0,-4
D Anderson,16,2,179
S Olonilua,18,1,106
E Demercado,6,0,33
M Duggan,12,0,20
J Reagor,3,0,11
A Delton,3,0,-3
A Walter,16,0,69
C Booker,6,0,26
N Ellerbe,2,0,0
T Stewart,7,0,-8
K Ingram,13,2,74
R Johnson,11,0,59
S Ehlinger,5,0,27
D Young,4,0,16
C Thompson,3,0,-5
C Johnson,14,0,37
J Wilson,10,0,28
T Morton,4,0,17
T Minter,4,0,13
J Miller,3,0,10
C Davis,2,0,9
T Avery,1,0,-1
K Baker,1,0,-12
K Gainwell,16,1,145
K Watkins,11,0,113
T Samuel,3,0,26
R Clark,9,0,23
T Taylor,2,0,8
M Weaver,1,0,2
M Quinn,2,0,0
B White,1,0,-5
R Dowdle,12,0,102
T Feaster,10,0,33
P White,1,0,3
