defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,1,Troy Polamalu,0.000,0,0.000,6
,,0,0,,0,0,Keyaron Fox,0.000,0,5.000,5
,,0,0,,0,0,Brett Keisel,0.000,0,2.000,5
,,0,0,,0,0,Ryan Clark,0.000,0,1.000,4
,,1,0,,0,0,James Harrison,0.000,0,1.000,4
,,0,0,,0,0,James Farrior,1.000,0,3.000,3
,,0,0,,0,0,William Gay,0.000,0,1.000,3
,,0,0,,0,0,Casey Hampton,0.000,0,3.000,2
,,0,0,,0,0,Ryan Mundy,0.000,0,0.000,2
,,0,0,,0,0,Aaron Smith,0.000,0,1.000,2
,,0,0,,0,0,Chris Hoke,0.000,0,1.000,1
,,0,0,,0,0,Ike Taylor,0.000,0,0.000,1
,,0,0,,0,0,Deshea Townsend,0.000,0,0.000,1
,,0,0,,0,0,LaMarr Woodley,0.000,0,0.000,1
,,0,0,,0,0,Tyrone Carter,0.000,0,1.000,0
,,0,0,,0,1,Cortland Finnegan,0.000,0,1.000,9
,,0,0,,0,0,Stephen Tulloch,0.000,0,4.000,8
,,0,0,,0,0,Chris Hope,0.000,0,4.000,7
,,1,0,,0,0,Michael Griffin,0.000,0,2.000,4
,,0,0,,0,0,Nick Harper,0.000,0,5.000,4
,,0,0,,0,0,Keith Bulluck,0.000,0,2.000,3
,,0,0,,0,0,Jacob Ford,0.500,0,1.000,2
,,0,0,,0,1,Vincent Fuller,0.000,0,1.000,2
,,0,0,,0,0,Jovan Haye,0.000,0,2.000,2
,,0,0,,0,0,William Hayes,0.500,0,2.000,2
,,0,0,,0,0,Jason Jones,1.000,0,1.000,2
,,0,0,,0,0,David Thornton,0.000,0,1.000,2
,,0,0,,0,0,Tony Brown,1.000,0,1.000,1
,,0,0,,0,0,Jevon Kearse,1.000,0,1.000,1
,,0,0,,0,0,Kyle Vanden Bosch,0.000,0,1.000,1
,,0,0,,0,0,Kevin Vickerson,0.000,0,2.000,1
,,0,0,,0,0,Colin Allred,0.000,0,1.000,0
,,1,0,,0,0,Curtis Lofton,0.000,0,1.000,10
,,1,0,,0,1,Mike Peterson,0.000,0,0.000,7
,,0,0,,0,0,Stephen Nicholas,0.000,0,0.000,6
,,0,0,,0,0,John Abraham,2.000,0,0.000,3
,,1,0,,0,0,Kroy Biermann,2.000,0,0.000,3
,,0,0,,0,0,Brent Grimes,0.000,0,0.000,3
,,0,0,,0,0,Brian Williams,0.000,0,1.000,3
,,0,0,,0,0,Jonathan Babineaux,0.000,0,0.000,2
,,0,0,,0,0,Erik Coleman,0.000,0,0.000,2
,,0,0,,0,0,Thomas DeCoud,0.000,0,0.000,2
,,0,0,,0,0,Chris Houston,0.000,0,0.000,2
,,0,0,,0,0,Chauncey Davis,0.000,0,0.000,1
,,0,0,,0,0,Thomas Johnson,0.000,0,0.000,1
,,0,0,,0,0,Peria Jerry,0.000,0,1.000,0
,,0,0,,0,0,Jerious Norwood,0.000,0,2.000,0
,,0,0,,0,0,Yeremiah Bell,0.000,0,0.000,8
,,0,0,,0,0,Gibril Wilson,0.000,0,2.000,7
,,0,0,,0,0,Will Allen,0.000,0,1.000,5
,,0,0,,0,0,Phillip Merling,1.000,0,0.000,5
,,0,0,,0,0,Akin Ayodele,0.000,0,2.000,3
,,0,0,,0,0,Channing Crowder,0.000,0,1.000,3
,,0,0,,0,0,Joey Porter,0.000,0,0.000,3
,,0,0,,0,0,Sean Smith,0.000,0,0.000,2
,,0,0,,0,0,Randy Starks,0.000,0,0.000,2
,,0,0,,0,0,Jason Taylor,1.000,0,0.000,2
,,0,0,,0,0,Vontae Davis,0.000,0,0.000,1
,,0,0,,0,0,Jason Ferguson,0.000,0,0.000,1
,,0,0,,0,0,Nate Jones,0.000,0,0.000,1
,,0,0,,0,0,Tony McDaniel,0.000,0,0.000,1
,,0,0,,0,0,Kendall Langford,0.000,0,1.000,0
,,0,0,,0,0,Kelly Gregg,0.000,0,2.000,4
,,0,0,,0,0,Ray Lewis,0.000,0,2.000,4
,,0,0,,0,0,Ed Reed,0.000,0,1.000,4
,,0,0,,0,0,Brendon Ayanbadejo,0.000,0,0.000,3
,,0,0,,0,0,Chris Carr,0.000,0,1.000,3
,,0,0,,0,0,Domonique Foxworth,0.000,0,0.000,3
,,0,0,,0,0,Terrell Suggs,0.000,0,0.000,3
,,0,0,,0,0,Dwan Edwards,0.000,0,0.000,2
,,0,0,,0,0,Jarret Johnson,2.000,0,1.000,2
,,0,0,,0,0,Dawan Landry,0.000,0,1.000,2
