name, receiving touchdowns, receiving yards, receptions
J Johnson,0,72,4
B Burks,1,72,4
B Holmes,0,17,2
K Dent,0,9,1
K Edenfield,0,9,1
K Franklin,0,8,1
J Bentley,0,6,1
B Chitty,0,5,1
C Gilbert,1,84,3
M Green Avery,1,61,2
D Thompson,0,58,8
N Cheshier,0,24,3
J Epps,0,21,1
D Brown,0,20,1
C Stone,0,15,3
J Hudson,0,11,1
J Walker,0,10,1
J Parker,0,9,1
H Sims,0,-1,1
M Kennedy,0,88,7
S Noil,1,71,3
J Reynolds,2,68,2
R Seals Jones,1,42,5
E Pope,0,36,2
T Williams,0,4,2
M Hull,1,57,3
J Davis,0,41,4
Z Wright,0,32,3
C Hunt,0,29,2
D Parks,0,19,4
B Hamilton,0,18,1
D Dillard,0,14,2
T Alaka,0,12,2
J Mayden,0,11,2
D Pollard,0,8,1
B Miller,0,62,7
J Gaines,0,55,4
R Lowe,0,39,3
T Franks,1,26,2
B Smith,0,24,4
B Ijah,0,14,2
C Best,0,11,2
J Tillman,1,67,1
T Wilson,0,22,1
G Whiteside,0,19,1
B Dudeck,1,9,2
J Grant,1,85,6
R Davis,1,45,4
D Washington,0,36,4
B Marquez,0,34,4
D Lauderdale,0,16,2
J Stockton,0,11,2
Q White,0,8,1
D Polite Bray,1,7,2
J Davis,0,5,1
D Cantrell,0,5,1
K Hatcher,0,22,2
D Wilson,0,21,2
J Williams,0,10,1
D Morgan,0,8,1
G Everett,0,94,3
K Backman,0,80,5
J Nelson,0,32,2
J Magee,0,24,2
N Height,0,23,3
D Powell,0,14,2
C Lisa,0,9,1
M Humphrey,0,8,1
D Vinson,0,4,2
T Henderson,0,0,1
O Miles,1,77,2
M Smith,0,61,4
J Jackson,0,47,1
J Dorsey,0,31,2
D Johnson,0,27,1
L Jackson,0,9,1
T McKenzie,0,5,1
D Davis,2,150,6
M Mataele,0,60,4
K Keys,0,57,2
D Boyd,0,47,3
S Murray Lawrence,0,45,2
T Barnhill,0,15,2
K Whitely,0,15,2
A Williams,0,12,2
G Naufahu,0,-4,1
D Brown,1,138,6
C Beebe,0,55,3
J Brescacin,1,22,3
K Harris Jr,1,21,2
L Eakes,0,16,1
A Turner,0,13,1
E Saffold,0,12,1
A Daniels,0,8,1
I Hamilton,0,45,3
A Golden,0,35,4
J Shaw,0,23,3
N Jeffery,0,11,1
K Ford,0,10,1
D Laufasa,1,2,1
T Morgan,1,202,8
J Matthews,1,78,5
J Brown,0,21,2
G Hogan,0,18,4
A Shapiro,0,13,2
T Rogers,0,11,1
B Betancourt,0,-8,1
H Sharp,0,138,12
J Natson,1,78,6
R Butler,0,58,4
W Houston,1,32,4
H Weichers,0,9,1
D Patterson,0,9,2
J Court,1,7,2
R Hall,0,0,1
C Serigne,0,91,7
E Scott,1,62,5
M James,0,53,3
J Crump,0,48,4
I Robinson,1,3,1
C Duncan,0,72,4
L Rayford,0,20,2
S Scheu,1,19,3
T Wilkins,0,15,3
C Dorrell,0,10,1
R Webb,0,9,2
K Kentera,0,5,1
R Mills,2,76,3
T Sharpe,0,73,8
L Woodley,0,41,2
B Howard,0,22,1
M Michel,0,13,1
J Williams,0,12,1
J Wilson,0,11,1
J Sifrin,0,10,1
M Gooch,1,78,4
D Jennings,0,31,1
C Severin,0,19,4
D Dowling,0,16,2
T Mizzell,0,11,3
K Dockins,0,11,1
K Parks,0,5,1
K De La Cruz,0,41,3
G Christian,0,36,3
J Quick,1,34,5
K Towbridge,0,28,1
E Rogers,0,25,2
D Brown,0,17,2
M Harris,0,9,1
C Standberry,1,9,1
L Scott,0,4,2
C Phillips,1,89,7
I Ford,2,77,7
B Hodges,0,53,2
W Byrn,0,30,6
S Rogers,0,16,1
D Newsome,0,13,3
D Riley,0,9,1
R Malleck,0,6,1
J Stanford,0,5,1
M Williams,0,0,1
C Worthy,0,224,6
J Williams,0,77,4
J Hardy,0,47,4
T Brown,1,45,3
B Williams,1,26,2
I Jones,1,11,3
B Allen,0,-3,1
J Mickens,0,75,5
J Ross,1,74,2
D Daniels,0,34,2
D Campbell,0,25,1
D Cooper,0,7,2
L Washington,0,5,1
K Taylor,0,4,1
L Coleman,0,-5,2
G Allison,2,160,6
M Dudek,0,43,5
D Church,0,24,2
J Ferguson,0,18,3
M Barr,0,15,1
D Young,0,10,2
J Hardee,0,5,1
J Davis,0,-2,1
I Myers,3,227,11
D Williams,2,112,4
R Cracraft,1,88,7
J Morrow,0,73,4
R Galvin,0,41,4
V Mayle,1,35,5
R Lewis,0,26,4
C Green,0,24,3
G Wicks,0,4,1
A Toureen,1,100,7
K Closs,0,81,8
T Carter,0,30,5
R Tatum,0,18,2
C Sommer,0,16,2
D Adams,0,14,3
S Long,0,5,1
P Penn,0,3,2
N Tago,0,2,1
C Sexton,0,121,11
T Lockett,0,45,6
Z Trujillo,0,27,2
K Cook,0,20,1
C Jones,0,16,2
D Burton,0,16,2
D Williams,1,110,8
R Louis,1,55,3
C Artis Payne,0,31,2
S Coates,0,24,2
M Davis,0,7,1
Q Bray,0,4,1
R Adams,1,68,4
D Tice,0,16,2
M Mack,0,10,1
D Welch,0,7,1
K Swanson,0,6,1
M McFarland,0,6,1
G Davis,1,32,1
D Foxx,0,30,2
N Thomas,0,18,2
M DeLorenzo,0,8,1
Z DOrazio,0,69,5
I Davis,0,55,4
M Traylor Bennett,1,33,2
F Bickley,0,31,4
L Smith,0,23,4
A Pratt,0,18,3
H Lawrence,0,12,1
K Sconiers,0,7,1
T Williams,0,3,1
T Shuler,0,63,6
A Jean Louis,1,43,2
E Frohnapfel,0,32,3
D Allen,0,30,1
R Yurachek,0,30,3
J Hunt,0,20,2
D Johnson,0,10,1
H Foster,0,8,1
J Knight,0,6,1
D Griswold,0,68,4
J McKissic,0,43,6
D Paschal,1,36,2
T Trosin,0,19,2
B Cox,0,15,2
T Houston,0,7,2
J White,0,2,1
H Sharp,1,130,9
R Butler,1,80,5
D Robinson,0,18,2
J Natson,0,17,5
L Hunt,0,15,3
H Weichers,0,6,1
W Houston,0,3,1
K Williams,0,-1,1
A Cooper,3,201,10
K Drake,1,87,1
D White,0,48,6
T Yeldon,0,37,1
D Henry,0,29,1
O Howard,0,22,2
J Fowler,1,21,2
C Jones,0,4,1
C Burton,0,33,3
V Showers,1,28,1
Q Dunbar,0,17,1
D Robinson,0,14,2
M Brown,0,4,1
A Debose,0,-3,1
K Hatcher,1,107,6
C Hollister,0,34,3
H Henry,0,21,2
J Sprinkle,0,16,1
J Cornelius,1,15,2
K Edwards,0,14,1
A Derby,0,8,1
J Bouagnon,1,71,5
D Brown,0,29,5
A Turner,1,29,3
L Eakes,0,16,1
C Blake,0,14,2
J Brescacin,0,13,2
E Saffold,0,8,1
C Jones,3,186,13
A Hill,2,127,8
N Phillips,0,80,8
T Griffey,0,47,5
D Neal,0,41,5
D Richards,0,15,1
N Wilson,0,12,4
T Jones Grigsby,0,8,2
T Johnson,0,4,1
B Treggs,1,119,5
C Harper,1,71,2
R Hudson,0,57,2
S Anderson,1,43,2
D Powe,0,32,2
K Lawler,0,29,2
T Davis,0,20,2
K Muhammad,0,9,1
J Bordner,1,64,3
M Outlow,0,28,1
D Dudeck,0,16,3
T Rouse,0,10,2
S Phillips,0,7,1
N Dixon,0,6,1
B Wolford,0,5,1
J Salmon,0,67,1
M Wright,1,18,2
I Jones,0,16,2
V Grigorakos,0,7,1
J Dunn,0,7,2
D Aultman,0,5,1
J Osumah,0,3,1
M Miller,0,107,5
J Ajayi,0,37,5
S Williams Rhodes,0,32,5
J Roh,0,23,3
H Huff,0,16,1
C Anderson,0,12,3
D Burroughs,0,10,2
E McGuire,0,106,10
A Riles,0,29,3
T Pierce,0,15,3
E Tatford,0,14,1
A Harris,0,5,2
L Pettis,0,5,2
D Hughes,2,120,5
R Willoughby,2,64,4
M Schreck,0,27,1
J Martinez,0,26,2
M Weiser,0,12,1
A Taylor,0,9,1
Z Nicholas,0,4,1
I White,1,79,2
K Johnson,0,20,1
D Blackmon,0,55,2
M Juergens,1,53,2
J Leslie,1,41,4
M Mathews,0,26,3
T Houk,0,8,1
D Mahina,0,4,1
M Gooch,0,65,6
C Severin,0,58,4
A Levrone,0,46,3
D Dowling,0,36,4
D Jennings,0,35,3
K Parks,0,33,6
K Johnson,0,21,3
K Dockins,1,11,1
T Mizzell,0,10,2
R Burns,0,8,1
K Shepherd,0,4,2
B Perriman,1,98,3
J Worton,1,35,1
J Akins,0,30,2
T Oldham,0,14,1
W Stanback,0,5,1
A Jordan,0,29,1
D Washington,0,18,3
M Jones,0,17,2
J Henderson,0,15,2
J Wilson,0,14,1
J Gordon,0,10,1
S Washington,0,71,7
M Morrison,0,43,4
M McKay,2,40,3
J Holton,1,29,1
R Abernathy IV,0,22,2
T Green,0,17,2
C Moore,1,12,1
H Williams,0,12,1
R Moore,0,10,1
D Dowdy,0,8,1
A Chisum,0,4,1
N Cole,0,3,1
D Frazier,2,162,5
A Welch,0,32,3
S McInnis,0,25,2
J Murphy,0,22,2
D Scott,0,21,1
N Spruce,1,172,13
G Frazier,1,27,2
D Goodson,0,27,2
S Fields,0,26,6
B Bobo,0,17,3
K Slavin,0,13,1
T McCulloch,0,7,1
M Adkins II,0,-2,1
M Kemp,0,91,8
Q Pedroza,0,41,6
S Harding,0,16,1
A Barker,0,9,1
J Vele,0,-2,1
J Crowder,0,119,6
M McCaffrey,0,22,4
D Reeves,0,13,1
J Snead,0,13,1
I Blakeney,0,9,1
E Schneider,0,3,1
S Powell,0,2,1
L James,0,45,2
X Rush,0,41,3
J Shackleford,0,23,2
T Encalade,0,19,2
S Badie,0,12,2
D Butler,0,9,1
T Veal,0,7,1
L Thompson,0,4,1
T Brown,2,117,5
I Jones,1,116,8
J Hardy,0,92,6
J Williams,0,37,4
B Williams,0,34,2
B Allen,0,22,3
B Bishop,1,19,1
J Weymann,0,11,1
M Grayson,0,1,1
Q Johnson,0,-3,1
M Hollins,0,92,4
B Howard,0,53,5
T Thorpe,1,52,3
R Morris,0,29,2
E Albright,1,29,1
J Tabb,1,17,3
R Switzer,0,10,2
K Singleton,0,9,1
Q Davis,0,3,1
A Proehl,0,3,1
T Logan,0,-3,1
G Coleman,0,48,4
J Smith,0,27,4
A Gardner,0,15,1
Y Griner,0,15,2
D Turner,0,12,2
J Quick,2,174,7
E Rogers,0,61,5
G Christian,0,38,2
K Towbridge,0,32,3
D Brown,0,15,2
M Harris,0,4,1
R Greene,1,135,9
N OLeary,0,78,6
J Wilson,0,56,4
K Williams,0,27,1
C Green,0,9,1
M Williams,0,72,2
G Hopper,0,52,2
A Choice,0,46,4
A Scott,0,34,2
C Peake,0,28,3
A Humphries,0,20,2
S Seckinger,0,19,1
J Leggett,0,12,1
J McCullough,0,10,1
C Davidson,0,10,2
W Gallman,0,3,2
D Scott,1,102,2
J Harper,1,65,3
D Hardaway,1,49,3
L Williams,0,37,4
J Quezada,0,21,3
A Peck,0,18,1
J Johnson,0,5,1
C Olsen,1,4,1
T Thomas,0,2,1
M Waller,0,1,1
D Root,0,1,2
J Brown,0,98,3
C Morgan,1,77,1
M Brown,0,45,3
M Jessop,1,42,3
N Ursua,0,14,1
A Norris,0,13,1
E Pedersen,0,11,2
T Afatasi,0,8,2
M Sharp,0,6,1
B Measom,0,4,1
C Conley,0,58,2
S Williams,0,35,1
M Bennett,2,34,3
J Blazevich,0,26,2
B Tibbs,0,12,1
K Towns,1,9,1
S Michel,0,5,1
M Erdman,0,4,1
J Rome,0,2,1
K Marshall,0,-5,1
T Blevins,0,40,2
B Brooks,0,31,1
C Worthy,0,27,2
K Dent,0,19,1
B Burks,0,12,3
T Longmire,0,8,1
T Page,0,7,1
T Ruben,0,7,1
K Edenfield,0,4,2
B Holmes,0,4,1
J Johnson,0,4,1
J Bentley,0,3,1
E Thompson,0,3,1
G Ward Jr,0,39,4
R Jackson,1,26,1
D Spencer,1,23,4
M Ambles,0,21,1
D Greenberry,0,17,1
T McCloskey,0,9,1
K Keys,0,42,5
M Mataele,0,40,3
A Williams,0,26,2
A Price,0,14,1
D Boyd,0,10,2
G Naufahu,0,9,1
K Whitely,0,5,1
D Davis,0,0,1
M Dudek,1,90,7
J Hardee,0,49,5
J Ferguson,1,43,4
D Young,0,43,4
M Barr,0,36,3
M LaCosse,0,3,1
M Turner,0,2,1
B Ijah,2,65,5
R Carden,0,56,4
R Lowe,0,55,4
C Best,0,43,2
B Miller,0,43,4
B Smith,1,39,4
J Gaines,1,27,3
D Mercer,0,5,2
T Franks,0,3,1
J Mundine,0,67,6
J McCay,1,66,2
C Avery,1,34,2
N King,0,17,3
T Pierson,0,12,3
N Harwell,0,11,3
D Mann,0,10,2
B Johnson,0,9,2
M Cozart,0,5,1
C Willis,0,60,5
J Kroll,0,54,3
A Rice,0,27,2
D Butler,0,27,2
M Kinville,0,8,1
C Williams,0,5,1
J Bacci,0,5,1
A Garland,0,0,1
S Lavallii,0,-8,2
T Dural,0,124,6
M Dupre,2,120,4
D Williams,0,38,2
T Magee,0,29,4
T Quinn,0,24,2
T Dickson,0,5,1
L Fournette,0,1,1
J Lewis,1,116,5
D Wilson,1,91,4
G Myles,0,32,4
M Johnson,0,25,1
J Robinson,0,4,1
S Griffin,0,72,6
C Henderson,0,45,3
K Dixon,1,41,2
H Lee,0,40,4
T Taylor,0,37,2
P Turner,0,30,2
R Jones,0,15,1
E Eagan,0,70,6
T McClain,0,51,4
C Jones,0,41,3
Z White,0,29,3
B Mitchell,0,13,2
D Taylor,0,3,2
S Ryan,0,-2,1
T Lippett,2,45,3
A Troup,1,43,2
A Sims Jr,0,26,3
M Kings Jr,0,18,1
A Burbridge,0,14,1
K Mumphery,0,6,1
D Arnett,0,5,1
M Madaris,0,4,1
P Lang,0,-1,1
T Allen,1,53,2
T Russell,1,38,4
R Brumfield,0,19,3
B Hill,0,5,1
K Malone,0,76,6
A Cross,2,57,2
M Frazier,0,39,4
P Mayhue,0,25,3
J Craig,0,12,2
S Craft,0,8,1
R Proctor,0,5,1
T Jones,0,1,1
B Hayes,0,-4,1
D Frazier,0,96,7
S Tucker,0,42,3
M Henry,0,34,5
T Pettis,0,21,2
J Parker,0,12,2
C Collis,0,11,1
J Bryson,0,6,1
D Clarke,0,6,1
S Smith,0,6,1
E Batties,0,3,1
D Funchess,0,82,4
D Green,0,26,2
J Hayes,0,25,2
J Chesson,0,18,2
A Williams,0,12,2
D Norfleet,0,8,2
F Canteen,0,6,1
A Darboh,0,5,1
J Butt,0,4,1
K Hill,0,4,1
B Poole,0,75,3
D Anderson,1,57,6
T Patrick,0,30,2
K Scott,0,21,4
K Clay,0,13,1
D Booker,0,9,2
D Wolitarsky,0,7,1
T Winston,1,94,9
T Crawley,0,57,3
J Lawson,0,31,2
B Freeman,0,4,2
B Sasser,0,142,11
J Hunt,1,75,5
D White,0,51,5
S Culkin,1,45,4
M Murphy,0,20,2
R Hansbrough,0,-7,1
S Wynn,0,60,6
T Coleman,0,57,3
N Stoner,0,56,2
J Harris II,1,43,2
D Roberts,0,20,3
M Cooper,0,11,1
I Roundtree,0,5,1
J Tillman,0,99,5
B Dudeck,1,45,3
N Copeland,0,39,1
C Cass Jr,0,17,1
R Williams Jenkins,0,17,1
G Whiteside,0,14,1
L Carroo,0,56,5
A Turzilli,0,39,1
D Peoples,0,31,2
J Tsimis,0,19,2
P James,0,7,1
J Grant,0,-1,1
B Underwood,1,65,1
M Valdes Scantling,1,55,4
M Dayes,1,44,4
D Grinnage,0,13,2
B Cherry,0,12,2
S Louis,0,6,1
T Antigha,0,61,6
J Hallums,0,31,2
J McKie,0,17,4
B Roberts,0,11,1
K Hurley,0,7,1
K Bell,1,70,4
A Moore,0,26,3
J Westerkamp,0,14,1
A Abdullah,1,3,1
D Johnson,0,84,5
C Walford,1,80,7
P Dorsett,0,48,2
B Berrios,1,43,4
M Lewis,1,40,5
S Coley,0,22,3
J Yearby,0,22,1
S Dobard,0,20,1
T Morgan,0,122,9
J Matthews,1,79,8
A Shapiro,0,62,7
J Bowen,1,54,6
L Rose III,0,13,1
R Compton,0,3,1
J Magnant,1,42,4
T Gipson,0,14,2
M Bundy,0,6,1
R White,1,5,1
G Dickerson,0,21,1
C Dickerson,0,18,1
K Prater,0,15,1
D Vitale,0,15,2
J Jackson,0,12,2
T Green,0,10,2
A Carr,0,10,1
J Taylor,0,9,3
M Shuler,0,4,1
S Vault,0,3,1
L Lenoir Jr,0,115,11
Q Mireles,0,64,5
H Scott,0,47,6
J Borsellino,1,24,2
J Baker,0,20,3
J Williams,0,18,1
J Acklin,0,4,1
C Harris,1,69,5
M Smith,1,55,2
D Kidsy,0,25,1
J Chelf,0,21,1
W Ivery,1,14,1
T Smiley,0,13,2
D Terrell,0,5,1
D Bolt,0,38,4
K Canty,0,36,4
M Henry,0,29,1
N Scelfo,0,20,4
D Watson II,0,18,1
X Marcus,0,16,1
T Lucas Jr,0,7,1
T Lofton,0,2,1
C Cochran,0,83,2
S Smith,1,65,3
A Ouellette,0,38,2
J Reid,0,29,1
B Cope,0,18,2
T Mangen,0,4,1
A Bradley,0,-2,1
J McCain,2,149,5
J Podrabsky,0,74,8
D Watson,0,57,7
Jr,0,48,7
E Penny,0,12,1
D Ungerer,0,9,4
K Olugbode,0,4,1
H Jarmon,0,76,5
R Dockery,0,49,1
R Mullaney,0,46,3
T Ward,0,35,5
V Bolden,0,21,2
C Hamlett,0,20,2
R Ortiz,0,14,2
S Woods,0,8,2
T Anderson,0,4,1
C Smith,0,2,1
L Mills,0,35,3
J Hazely,0,28,1
E Judge,0,15,2
D Pumphrey,0,14,2
A Roberts,0,6,1
C Price,0,5,2
L Clark,0,4,1
D Gordon,0,-1,2
T Boyd,0,153,10
M Garner,0,38,3
K Weatherspoon,0,27,2
R Jones,0,19,2
J Conner,0,9,1
J Parrish,0,4,1
D Powell,0,62,1
M VandeBerg,0,44,1
T Smith,0,14,1
H Krieger Coble,1,13,1
K Martin Manley,0,11,2
J Duzey,0,11,2
R Hamilton,0,10,1
D Bullock,0,5,1
J Kenny,0,5,1
J Hillyer,0,3,1
G Lewis,0,82,5
D Hamilton,0,65,4
J James,0,26,2
S Blacknall,0,21,2
C Godwin,0,18,2
B Wilkerson,1,18,2
K Carter,0,6,1
M Michel,0,104,6
T Sharpe,1,99,4
J Williams,0,11,1
J Blyden,0,11,1
L Woodley,0,10,1
J Sifrin,0,9,1
R Mills,0,7,1
A Libby,0,7,1
J Broadnax,0,5,1
D Anthrop,1,106,5
A Hunt,0,39,3
D Yancey,1,30,4
C Posey,0,19,1
B Cottom,0,3,1
J Sinz,0,1,1
M Pruitt,0,136,10
M Agnew,0,31,5
C Iwema,0,18,1
T Willis,0,17,1
L McKinney,0,14,2
J Sullivan,0,12,1
J Jones,0,10,2
B Reed,0,6,1
C Walter,0,4,1
Z Wright,1,80,6
D Parks,0,63,6
T Alaka,0,31,1
M Hull,0,27,3
L Turner,1,20,2
J Davis,0,11,2
D Dillard,0,10,2
Z Pascal,1,111,6
D Washington,0,99,5
A Vaughan,2,76,5
N England,1,58,2
M Vaughn,1,45,3
G Johnson,0,29,4
V Lowe,0,12,2
S Smith,1,69,4
C Garrett,0,17,1
W Saxton,0,15,1
J Jones,0,14,2
J Jones,0,13,2
M Shinn,0,13,1
B Bowman,0,8,2
B Johnson,0,76,5
K Showers,0,9,1
M Thomas,0,71,4
J Cox,0,60,2
M Triplett,0,46,2
G Payne,1,31,1
C Martin,0,15,4
T Parks,0,13,2
M Ricard,0,11,2
K Foster,0,10,2
D Davis,0,8,1
D Thompson,0,3,2
S McElfresh,1,68,7
M Jones,1,61,7
M McGuire,0,42,2
B Beathard,0,20,2
T Sumler,0,18,2
H Nunn,0,17,1
T Upshaw,0,10,1
D Blackmon,0,10,1
B Burns,0,8,2
M Cox,0,7,2
I Lewis,0,3,1
D Thompson,0,72,3
C Sutton,0,27,2
S Nelson,0,19,4
N Halverson,0,13,3
S Walker,0,7,1
L Seeker,0,1,1
J Tabuyo,2,80,2
M Kennedy,0,76,6
B Niederhofer,0,73,6
J Reynolds,1,70,1
R Seals Jones,0,38,3
L Gonzalez,0,32,3
E Pope,0,13,2
B Williams,0,13,1
J West,0,74,3
B Estime,0,45,2
B Lewis,0,38,3
A Broyld,0,26,2
P Gulley,0,25,2
S Ishmael,0,7,1
J Custis,0,4,1
B Ross,1,97,2
M Leak,1,93,4
S Diggs,0,56,6
D Long,0,13,1
P Gallo,0,11,1
W Brown,0,7,1
A Isaacs,0,3,1
J Fitzpatrick,1,75,3
S Major,0,18,2
K Harper,1,17,2
K Herbin,0,15,2
Z Bambary,0,14,1
J Thomas,0,11,1
J Gilmore,0,10,2
N Hairston,0,7,1
H Dixon,0,7,1
C Boozer,0,5,1
M Williams,0,39,4
M Knight,0,21,7
N Jackson,0,7,1
J Olack,0,71,3
A Russell,1,30,3
D Macon,0,18,2
C Jones,0,17,4
M Remy,0,16,1
K Mabon,1,78,3
J Williams,1,58,7
C Shillings,0,40,5
S Scheu,0,83,3
K Kentera,1,46,2
D Dudchock,0,30,2
C Dorrell,0,24,2
L Rayford,0,16,3
T Wilkins,0,12,1
C Duncan,1,8,1
R Webb,0,4,1
P Cooper,0,114,10
S Roland,1,33,2
M Davis,0,30,4
D Byrd,1,29,1
N Jones,1,15,3
R Anderson,0,9,1
B Wilds,0,7,1
I Ford,0,114,8
C Phillips,0,79,6
W Byrn,0,56,7
S Rogers,0,17,2
D Knowles,0,17,2
J Caleb,0,7,1
B Hodges,0,4,1
K Cline,0,3,1
D Smelter,1,101,5
D Hill,0,19,1
Z Laskey,0,5,1
M James,0,64,7
E Scott,1,64,5
J Crump,0,57,4
C Serigne,1,48,6
O Reynolds,0,5,3
R Maples,0,9,1
X Moss,1,9,2
D Campbell,0,71,6
J Mickens,1,56,8
K Taylor,1,11,2
B Lenius,0,7,1
L Coleman,0,6,1
K Williams,1,3,1
D Harden,0,64,7
L Blair,0,42,4
R Davis,1,40,4
A Sweeting,0,40,4
G Smith,0,17,2
K Rucker,1,2,1
R Cracraft,1,107,8
J Morrow,0,79,6
V Mayle,0,75,7
D Williams,2,63,5
R Galvin,1,50,5
I Myers,0,28,6
G Wicks,0,16,2
R Lewis,0,13,2
C Green,0,5,2
D Allen,2,142,7
K Lowe,2,104,5
B Marshall,0,45,6
P Brown,1,38,3
S Arneson,1,63,3
T Fumagalli,0,22,1
A Erickson,0,10,2
A Ramesh,0,6,1
C Clement,0,6,1
M Gordon,0,5,1
R Lewis,0,68,5
R Burbrink,0,51,3
H Jackson,0,30,3
R Moore,0,15,1
J Klingerman,0,10,1
H Coby,0,5,1
T Greene,0,-1,1
C Davis,1,99,7
D Braverman,0,61,7
J Franklin,0,30,3
M Henry,0,18,1
K Roberts,0,12,1
D Phillips,0,8,1
J Harness,0,69,5
N Griffin,0,40,2
M Holliday,0,33,5
J Davis,0,27,2
M Stults,0,14,1
J Brown,0,13,1
J Blackburn,0,8,1
P Harris,0,8,1
N Taylor,0,2,1
K White,1,173,10
M Alford,1,101,7
W Smallwood,0,44,2
J Thompson,0,34,2
D Shorts,0,15,1
R Shell,0,10,2
E Wellman,0,-1,1
S Shepard,0,101,6
K Young,0,57,5
D Neal,0,28,2
A Ross,0,19,3
T Knight,1,4,1
D Rufran,0,110,4
T Gentry,0,29,2
J Krill,0,8,1
J Maulhardt,0,6,1
D May,0,4,1
J Claiborne,0,4,1
J Stoshak,0,29,4
L Whitehead,0,28,5
A Deleon,0,22,3
M Cunningham,0,15,1
W Dukes,0,14,1
G Hankerson,0,0,1
J Strong,0,146,12
C Smith,1,95,8
D Foster,0,68,5
E Jefferson,1,36,3
F Gammage,0,33,3
D Nelson,0,27,1
D Lewis,0,26,2
K Ballage,0,23,3
K Kohl,1,20,3
G Chambers,0,7,1
D Richard,0,7,1
J Payton,2,151,5
T Duarte,0,95,4
E Massington,1,80,1
D Fuller,0,26,4
N Iese,1,2,2
D Lucien,0,2,1
P Perkins,0,-1,1
B Johnson,1,42,4
Z Walker,0,37,3
D Keaton,0,9,1
S McElfresh,0,64,7
M Jones,0,59,4
M McGuire,0,49,4
T Sumler,0,25,3
M Cox,0,24,3
B Burns,0,19,1
B Beathard,0,16,1
M Ateman,0,130,6
J Washington,2,87,3
T Hill,1,50,3
B Jarwin,1,47,1
J Seaton,0,28,1
C Lacy,0,23,1
B Sheperd,0,8,1
D Roland,0,-3,1
B Marquez,1,106,8
J Grant,1,100,12
R Davis,2,73,6
D Cantrell,0,50,2
D Lauderdale,0,22,2
J Stockton,1,17,1
D Polite Bray,0,10,1
D Washington,0,7,2
Q White,0,5,1
C Batson,0,4,2
D Anaya,1,36,1
J Pressley,0,32,1
R White,0,24,1
J Magnant,0,5,1
J Harper,1,94,6
A Peck,0,83,6
D Scott,0,44,2
M Waller,0,25,2
G Watson,1,25,4
J Quezada,1,21,2
D Hardaway,0,15,3
L Williams,0,11,2
J Camilli,0,3,1
Z Pascal,0,110,8
A Vaughan,3,105,7
D Washington,0,94,3
G Johnson,0,27,6
R Lawry,0,13,2
N England,0,12,1
M Little,1,4,1
V Lowe,0,-3,1
M Henry,1,83,4
E Batties,0,48,7
T Pettis,0,36,2
S Tucker,1,27,1
D Clarke,0,19,4
S Smith,0,11,1
D Frazier,0,10,1
C Pennycuff,0,9,1
C Collis,0,9,2
J Parker,0,7,2
G Brown,1,28,3
J Robinette,0,11,1
G Griffin,0,9,1
T Sperbeck,0,79,6
J Roh,0,72,3
J Ajayi,0,58,5
C Anderson,0,50,2
M Miller,0,45,4
S Williams Rhodes,1,33,6
H Huff,0,16,1
D Burroughs,0,15,2
A Dhaenens,1,2,1
Q Bray,2,91,3
D Williams,1,33,2
R Louis,0,26,3
S Coates,0,19,2
C Uzomah,1,15,1
C Artis Payne,0,12,1
S Truitt,0,12,1
R Thomas,0,11,1
T Taylor,0,80,8
P Turner,0,41,2
J Gaston,0,36,1
H Lee,0,24,3
K Dixon,0,21,4
S Griffin,0,11,1
C Sokol,0,3,1
J Bordner,0,71,4
D Crimmins,0,39,4
M Outlow,0,31,1
D Dudeck,0,21,2
G McClary,0,7,1
R Higgins,1,98,9
S Walker,0,67,6
X Williams,0,36,4
T Jarrells,0,19,2
D Hart,0,18,3
E Masters Jr,0,15,2
C Lovett,1,12,1
J Oden,0,4,1
J Martinez,1,94,8
M Weiser,1,56,4
D Hughes,0,46,4
R Willoughby,0,36,4
M McGill,0,21,2
M Schreck,0,20,3
D Campbell,0,15,2
K Patterson,0,14,2
D Frazier,0,97,4
A Welch,1,59,2
J Murphy,2,39,3
S McInnis,0,18,1
R Williams,0,18,1
D Scott,0,7,1
S Anderson,1,136,7
D Lasco,1,92,1
K Lawler,2,59,3
C Harper,1,41,2
K Muhammad,0,39,2
T Davis,0,39,4
B Treggs,1,30,2
R Hudson,0,8,1
L Gingold,1,5,1
N Spruce,3,176,19
T McCulloch,0,69,6
D Goodson,1,39,6
B Bobo,1,36,2
S Irwin,1,32,2
M Adkins II,0,22,1
D Lee,0,18,3
C Powell,0,18,2
T Jones,0,13,1
K Slavin,0,12,1
S Fields,0,12,2
G Frazier,1,2,1
G Hopper,2,139,3
M Williams,2,122,6
A Scott,1,66,8
S Seckinger,0,27,1
D Kitt,0,27,1
A Humphries,0,26,4
C Davidson,0,12,2
D Howard,0,8,1
J Leggett,1,5,1
W Gallman,0,4,1
R Switzer,1,87,3
E Albright,0,67,1
B Howard,0,50,5
Q Davis,1,48,4
T Thorpe,1,41,1
M Hollins,1,35,3
J Tabb,0,31,3
A Proehl,0,20,1
K Singleton,0,11,1
K Francis,0,7,1
T Logan,0,1,2
R Morris,0,-1,4
E Hood,0,-3,1
G Davis,0,80,8
A Newsome,1,77,2
D Bradley,0,8,2
S McQuillan,0,5,1
