average punt yards, longest punt, name, punts, punts inside the twenty
42.700,54,Riley Dixon,3,0
46.500,76,Andy Lee,4,0
32.400,41,Drew Butler,5,2
40.500,45,Ryan Allen,2,0
33.800,50,Dustin Colquitt,5,1
28.600,48,Drew Kaser,5,0
44.000,52,Pat McAfee,4,1
55.500,63,Sam Martin,4,2
43.300,56,Chris Jones,3,1
36.200,60,Brad Wing,5,0
39.200,72,Donnie Jones,6,3
38.400,59,Britton Colquitt,5,0
38.600,49,Matt Bosher,5,4
45.000,57,Bryan Anger,5,2
62.500,67,Brad Nortman,2,2
42.500,56,Jacob Schum,4,0
44.300,54,Lac Edwards,3,1
44.300,58,Kevin Huber,3,1
35.700,46,Sam Koch,3,0
41.700,50,Colton Schmidt,7,3
39.500,51,Thomas Morstead,2,1
42.000,62,Marquette King,4,1
36.800,50,Jon Ryan,6,2
38.100,57,Matt Darr,7,3
40.600,60,Shane Lechler,5,1
38.100,47,PO Donnell,7,2
38.400,64,Brett Kern,5,1
33.000,51,Jeff Locke,3,1
40.100,52,Bradley Pinion,7,1
42.000,54,Johnny Hekker,10,4
27.000,27,Tress Way,1,1
45.000,61,Jordan Berry,2,0
39.300,45,Colton Schmidt,3,1
37.000,47,Lac Edwards,2,1
39.000,53,Riley Dixon,2,1
45.000,72,Pat McAfee,4,1
40.800,52,Britton Colquitt,5,2
42.700,60,Sam Koch,3,2
39.300,50,Drew Butler,6,3
42.500,59,Bryan Anger,6,3
41.000,56,Drew Kaser,4,2
39.500,56,Brad Nortman,4,2
44.500,63,Brad Wing,2,0
44.900,66,Thomas Morstead,7,3
41.600,51,Sam Martin,5,5
39.700,54,Brett Kern,3,1
41.000,49,Andy Lee,3,3
41.400,55,Bradley Pinion,7,4
32.000,37,Ryan Allen,4,2
41.500,56,Matt Darr,4,0
34.300,64,Marquette King,4,3
37.300,60,Matt Bosher,3,1
39.500,52,Johnny Hekker,6,6
39.100,51,Jon Ryan,7,2
34.000,43,Tress Way,2,1
37.300,56,Chris Jones,3,1
42.300,58,Jordan Berry,8,5
40.200,55,Kevin Huber,9,3
37.200,62,Shane Lechler,5,1
45.500,57,Dustin Colquitt,6,3
38.700,50,Jeff Locke,7,5
38.600,44,Jacob Schum,5,1
37.800,51,PO Donnell,4,1
30.600,55,Donnie Jones,5,1
47.600,57,Ryan Allen,7,6
40.200,57,Shane Lechler,6,4
40.000,53,Kevin Huber,5,3
41.400,53,Riley Dixon,5,0
