interception touchdowns, interception yards, interceptions, name
0,28,1,J Peterson
0,12,1,A Lopez
0,0,1,J Stewart
0,2,1,B Serpa
0,0,2,T Annese
0,0,1,K King
1,31,1,M Lane
0,17,1,A Johnson
0,22,1,C Prewitt
0,0,1,T Conner
0,0,1,S Golson
0,0,1,C Johnson
0,7,1,T Gray
0,0,1,J Ioane
0,0,1,D Thompson
0,10,1,A Smalls
0,10,1,C Corley
0,-4,1,C Fletcher
0,0,1,A Watts
0,4,1,C Wallace
0,0,1,D Nelson
0,22,1,T Nixon
0,0,1,P Nickerson
0,35,2,T Young
0,20,1,C Jefferson
0,9,1,T Pritchard
0,0,1,J Goodwin
0,14,1,W Parks
0,0,1,C Bills
0,36,1,M Sanchez
0,21,1,C Adams III
0,0,1,T Wade
0,0,1,B Okotcha
0,17,1,K Drummond
0,2,1,N Tompkins
0,0,1,D Hicks
0,40,1,Q Lee
0,0,1,R Hayes
0,4,1,D Worley
1,33,1,J Whitehead
0,0,1,A Bridgeforth
0,0,1,N Floyd
0,0,1,J Glenn
0,0,1,J Ozerities
0,0,1,M Jones
0,0,1,A Davis
0,60,1,T Starks
0,18,1,G Mabin
0,2,1,B Bower
0,28,1,C Dudzik
0,2,1,C Heagle
0,1,1,C Garrett
0,29,1,F Tiller
0,0,1,A Stamps
0,7,1,B Anderson
0,4,1,D Johnson
0,8,1,R Martin
0,0,1,J Mills
0,2,1,A Nixon
0,0,1,J Johnson
0,12,1,J Moreland
0,20,1,R Jette
0,20,1,J Simmons
0,29,1,B McCain
0,0,1,R Owens
0,22,1,A Leggett
0,0,1,D Blackmon
0,19,1,D Singleton
0,0,1,A Penton
0,14,1,P Smith
0,0,1,J Hughes
0,0,1,K Reed
0,0,1,C Weeks
0,0,1,K Byard
0,13,1,A Ansley
0,0,1,P Gaines
1,19,1,J Schoettmer
0,0,1,K Davis
0,4,1,A Jalloh
0,0,1,G Sampson
0,0,1,K Scott
0,28,1,C Williams
0,8,1,N Haikins
1,85,1,M Killebrew
0,19,1,A James
0,7,1,C Ellis
0,0,1,I Campbell
0,0,1,J Jefferson
0,0,1,G Piatt
0,6,1,M Farley
0,0,1,Z Sanchez
0,19,1,H Bates
0,14,1,S Jacobs
0,0,1,A Lampkin
1,9,1,N Andrews
0,0,1,F Misher
0,4,2,B Key
0,28,2,T Zimmerman
0,19,1,M Galambos
0,11,1,T Webb
0,0,1,T Thomas
0,56,1,F Williams
0,64,1,C Munson
0,1,1,E Horn
0,0,1,J Byrd
0,10,1,A Clark
0,0,1,N Davis
0,0,1,P Kalambayi
0,20,1,K Culberson
0,3,1,P Dawson
1,55,1,J Blount
1,28,1,D Cobbs
0,22,1,D Haines
0,18,1,J Hicks
0,0,1,A Colbert
0,0,1,D Johnson
0,38,1,A Williams
0,0,1,D Hadnot
0,28,1,M Kitchens
0,36,1,G Bowman
0,10,1,L Williams
0,8,1,A Sarao
0,6,1,M Hutchings
1,37,1,E Kendricks
1,20,1,I Adams
0,0,1,A Green
0,0,1,J Kose
0,0,1,X Howard
0,10,1,H Greenbauer
0,23,1,A Johnson
0,0,1,C Sutton
0,61,1,G Holliman
0,4,1,J Sample
0,0,1,J Tevis
0,23,1,S Daniels
0,13,1,R Vinopal
0,0,1,T Webb
0,45,1,K Johnson
0,1,1,D Workman
1,52,1,D Middleton
0,0,1,S Machanic
0,0,1,J Ross
0,8,1,I Scott
0,9,1,D Dean
0,47,1,J Williamson
0,28,1,C Carnegie
0,15,2,J Jenkins
0,19,1,J Whitehead
0,6,1,T Reed
0,3,1,J Ford
0,25,1,X Howard
0,0,1,J Ioane
0,0,1,D Thompson
0,0,1,T Matthews
0,19,1,R Ward
0,-10,1,J Fruehan
0,0,1,G Piatt
1,60,1,J Johnson
0,60,1,R Leonard
0,0,1,S Spence
1,36,1,D Dawson
0,0,1,B Williams
1,40,1,R Bulter
0,0,1,D Herrington
0,0,1,D Stanley
0,11,1,T Taimatuia
0,0,1,S Nelson
0,53,1,A McDonald
0,24,1,E Foster
0,5,1,W Jackson
1,77,1,T Barton
0,20,1,P Iworah
0,0,1,R Evans
0,72,2,D McDonald
0,0,1,M Boateng
0,0,1,M Garner
1,46,1,X Woods
0,4,1,H Kissinger
0,0,1,C Robinson
0,42,1,C Edwards
0,0,1,C Gaines
0,18,1,R Jefferson
0,0,1,D Thomas
0,29,1,R Jette
0,1,1,T Thompson
0,22,1,J Bryant
0,0,1,D Parker
0,0,1,Q Rollins
1,64,2,S Absanon
0,14,1,B Stanley
1,31,1,J Myrick
0,1,1,D Wilson
0,0,1,B Boddy Calhoun
0,0,1,K Byard
0,19,1,T Letman
1,21,1,P Smith
0,0,1,K Jackson
1,126,2,B Walker
0,0,1,T Scott
0,6,1,J Sanchez
0,21,1,R Noel
0,0,1,C Cooper
1,98,1,A Sam
0,0,1,P Logan
0,17,1,M Redfield
0,0,1,C Riggs
0,24,1,D Watson
0,0,1,L Lee
0,0,1,E Apple
0,0,1,V Bell
1,63,1,D Riley
0,35,2,K Jarrett
0,36,1,E Dargan
0,0,1,I Ekpre Olomu
0,51,1,B Ford
0,1,1,M Durant
0,44,1,J Bentley
1,57,1,B Greer
0,0,1,J Wilson
0,0,1,G Glashen
0,7,1,T Gurley
0,0,1,S Golightly
0,0,1,J Hawkins
0,0,1,J Ward
0,0,1,J Applewhite
0,0,1,K Reed
0,0,1,P Gaines
0,0,1,M Hunter
0,0,1,Q Diggs
0,30,1,M Alisa
0,0,1,P Nickerson
1,10,1,Q Nealy
0,0,1,D Smith
0,0,1,L Austin
1,38,1,G Grissom
0,10,1,C Gastelum
0,0,1,Z Sanchez
0,26,1,J Haden
0,0,1,C Dukes
0,38,1,A Penton
0,4,1,D Everett
0,9,1,S Ellis
1,17,1,F Etienne
0,21,1,M Horsey
0,15,1,C Hall
0,3,1,R Holland
0,0,1,R Gackle
0,0,1,K Griffin
1,65,2,J Davis
0,0,1,B Suite
0,21,1,M Jenkins
1,39,1,C Coleman
0,1,1,T Harris
0,0,1,D Romero
0,0,1,Q Blanding
0,0,1,A Ogunniyi
0,4,1,M Noel
0,4,1,A Higgins
0,0,1,K Dunbar
0,0,1,C Geter
0,27,1,M Caputo
0,0,1,D Nichols
0,0,1,J Mbu
0,0,1,T Stewart
0,0,1,S Wade
0,3,1,T Calloway
0,0,1,C Hawkins
0,0,1,N Mangieri
0,29,1,J Simone
0,0,1,C Sam
1,50,1,D Deayon
0,0,1,J Moxey
0,34,1,E Edwards
0,13,1,D Edwards
1,23,1,D Smith
0,3,1,T Coley
0,0,1,W Myrtil
0,30,1,B Poole
0,-5,2,K Neal
0,27,1,N Willis
0,6,1,J Pierce
0,57,0,C Stewart
0,0,1,R Zamort
0,8,1,T Mutcherson
0,0,1,M Lane
0,1,1,W Likely
0,0,1,D Worley
0,-1,1,R Kirby
0,6,1,Q Lee
0,0,1,J Lewis
0,0,1,Q Rollins
1,86,2,S Golson
0,0,1,M Hilton
0,28,1,S Thomas
0,32,1,B Webb
0,0,1,J Augusta
0,31,1,J Glenn
0,0,1,T Letman
0,0,1,N Carpenter
0,0,1,J Singletary
0,0,1,D Butler
0,0,1,J Schmidt
0,5,1,E Smith
0,0,1,J Perry
0,0,1,T Powell
0,0,1,M Dellinger
1,100,1,J Wilson
0,0,1,Z Sanchez
0,0,1,L McNeil
1,50,1,A Lampkin
0,0,1,K Johnson
0,35,2,E Dargan
0,26,1,L Waters
0,3,2,T Williams
0,0,1,A Amos
0,0,1,B Bell
0,0,1,R Keiser
0,45,1,T Cleveland
0,5,1,W Redmond
0,18,1,D Swann
1,46,1,L Robbins
0,0,1,J Jones
0,0,1,J Tocho
0,2,1,A Tarpley
0,35,1,D Kindred
0,12,1,C Hackett
0,0,1,S Carter
0,3,1,B Boddy Calhoun
0,3,1,N Marley
0,0,1,S Scofield
0,12,2,I Corbett
0,14,2,F Odaibo
0,0,1,M Hill
0,0,1,G Williams
0,17,1,J Britton
0,30,1,M Spaight
0,0,1,H Toliver
0,48,0,T Henderson
0,13,1,B Baker
0,0,1,C Jones
0,0,1,L Farmer
0,0,1,J Lucas
0,0,1,M Moore
0,28,1,D Payne
0,0,1,W Miller
0,0,1,L Hill
1,35,1,Z Vigil
0,24,1,F Sutera
1,70,1,J Banks
0,32,1,H Williams
0,2,1,T Dudley Giles
0,7,1,A Harris
0,0,1,M Canady
0,0,2,G Holliman
0,11,2,J Hawkins
1,36,1,S Thompson
0,0,1,C White
1,42,1,P Onwuasor
0,0,1,D Washington
0,1,1,D Johnson
0,0,1,J Jones
0,0,1,T Reed
1,70,1,B Jones
0,0,1,K Givens
0,7,1,T Lang
0,0,1,A Leggett
0,0,1,S Young
0,0,1,F Sutera
0,12,1,L Collins
0,0,1,J Washington
0,20,1,A Morrison
0,24,1,T Bondurant
0,7,1,G Piatt
0,0,1,A Sebastian
0,1,1,R Samuels
0,0,1,D Deayon
0,32,1,R Daniel
0,14,1,Z Edwards
0,8,2,Q Rollins
0,7,1,T Thompson
0,34,1,T Taimatuia
0,28,1,N Phillips
0,24,1,Z Carmichael
1,22,1,B Fields
0,15,1,J Cash
1,12,1,J Ajeigbe
0,18,1,S Scofield
1,46,1,Z Bigger
0,23,1,B Walker
1,32,2,G Holliman
0,24,1,J Johnson
0,4,1,J Kearse
1,23,1,K Wilson
0,-6,1,M Killebrew
0,0,1,T Terry
0,0,1,K Vagher
0,29,1,A McDonald
0,6,1,E Eiland
0,0,1,H Wilson
0,12,1,S Hodge
0,9,1,M Philippi
1,45,1,V Bentley
0,48,1,C Targun
0,0,1,J Shepherd
0,0,1,M Stanitzek
0,0,1,W Redmond
0,15,1,X Woods
0,0,1,K Brice
0,17,2,A Jones
0,0,1,R Albert
0,9,1,R Williamson
0,0,1,D Pace
0,0,1,T Jakes
0,35,1,X Walker
1,7,1,W Henry
0,59,1,T Carter
0,16,1,B Blechen
0,0,1,G Paul
0,9,1,D Travis
0,0,1,E Murray
0,10,1,F Hightower
0,3,1,M Murphy
0,5,1,J Kalu
0,4,1,J Turner
0,0,1,D Santos
0,0,1,T Howard
0,16,1,D Cox
0,5,1,S Edwards
0,0,1,N VanHoose
1,98,1,Z Whitfield
1,33,2,J Jones
0,72,3,Q Poling
0,3,1,M Doctor
0,0,1,S Nelson
0,0,1,M Smith
0,31,1,L Pitts
0,8,1,A Gair
0,23,1,L Feichter
0,5,1,M Harris
0,48,1,E Jackson
0,12,1,R Brice
0,8,1,P Nelson
0,0,1,J Applewhite
0,13,2,J Ross
0,0,1,S Randolph
1,88,1,W Likely
1,65,1,S Finch
0,0,1,N Smith
0,0,1,K Lucas
0,0,1,W Burton
0,0,1,R Robinson
0,6,1,D Cromartie
1,53,1,B Williams
1,41,1,P Davis
0,0,1,C Griffin
0,0,1,D White
0,10,1,J Timpf
1,35,1,J Timu
0,0,2,M Peters
0,43,1,L Figaro
0,22,1,N Johnson
1,71,1,T Malone
0,0,1,W Tonkery
0,0,1,Q Hayes
0,0,1,Z Sanchez
1,95,1,I Adams
0,0,1,A Jefferson
0,1,1,D Stanley
0,0,1,N Wright
0,0,1,D Middleton
0,5,1,K Peterson
0,2,1,S Jacobs
0,0,1,R Richards
0,0,1,J Johnson
0,0,1,J Gaines
0,3,1,C Jones
0,0,1,S Akins
0,0,1,K Byard
0,-2,1,T Barber
0,56,1,J Pierce
0,1,3,W Steelhammer
0,0,1,G McHenry
0,36,1,M Adams
0,2,1,D Williams
0,0,1,B Jones
0,7,1,B Blake
0,0,1,J Kearney
0,10,1,T Thompson
0,0,1,R Smith
0,7,1,S Smiley
1,93,1,T Young
0,30,1,N Smith
1,76,1,C LeBlanc
0,9,1,A Kirk
0,0,1,C Sutton
0,0,1,T Kelly
0,0,1,C Edwards
1,59,1,M Garner
0,19,1,M Reed
0,0,1,W Likely
0,3,1,T Mutcherson
0,0,1,O Stewart
0,24,2,D Thomas
0,1,1,J Hicks
0,0,1,Q Diggs
0,23,1,A Stamps
0,17,1,A Lowery
0,11,1,M McWilson
1,13,1,D Sims
0,0,1,F Odaibo
0,29,1,G Holliman
0,3,1,S Rankins
0,0,1,J Burgess
1,29,1,K Beckwith
0,0,1,T White
0,0,1,K Johnson
0,0,1,C Corley
0,31,1,J Porter
0,23,1,K Bailey Smith
0,0,1,R Jette
0,0,1,N Johnson
0,19,1,K Drummond
0,20,1,D Perryman
0,0,1,L Gunter
1,30,1,D Campbell
0,47,1,T Elston
0,17,2,B McCain
0,37,1,D Gonzales
1,43,1,W Terry
0,19,2,J Fernandez
0,54,1,N Gerry
0,17,2,D Davie
0,14,1,T Neal
0,7,1,B Dewberry
0,0,1,A Standifer
0,0,1,R Vinopal
0,8,1,D Scott
0,2,1,A Amos
1,49,1,A Walker
1,39,1,F Williams
0,31,2,J Lowdermilk
0,6,1,L Doss
0,26,1,C Munson
0,0,1,Jr
1,27,1,N Haikins
0,0,1,D Workman
0,45,1,P Nelson
0,25,1,G Fuhrman
0,6,1,R Pollard
0,-4,1,N Orr
1,29,1,D Eskridge
0,0,1,B Reddish
0,15,1,M Farley
0,0,1,C Mager
0,11,1,J Haden
0,0,1,B Greer
0,0,1,C Washington
1,71,2,R Leonard
1,31,1,D Perkins
0,0,1,W Myrtil
1,31,1,S Cravens
0,0,1,L McQuay III
1,11,1,E Rowe
0,7,1,G Paul
1,69,1,M Canady
0,10,1,B Phelps
0,0,1,D Nicholson
0,14,1,J Byrd
0,0,1,M Pannell
0,0,1,D Bonner
0,39,1,R Zamort
0,0,1,D Celiscar
0,0,1,M Peters
0,19,1,D Landisch
1,45,1,J Timpf
0,0,1,R Leonard
0,2,1,C Geathers
0,0,1,B Alexander
0,0,1,R Daniels
0,34,1,D Centers
0,21,1,F Sutera
0,0,1,T Green
0,5,1,J Ellis
0,0,1,D Lewis
0,0,1,J Whittaker
0,0,1,J Whigham
0,24,1,J Sample
0,0,1,G Holliman
0,0,1,C Spears
0,35,1,D Phillips
