average punt yards, longest punt, name, punts, punts inside the twenty
33.000,39,Jon Ryan,2,2
37.500,57,Tim Masthay,4,1
36.500,45,PO Donnell,4,1
43.200,54,Colton Schmidt,5,4
42.000,53,Britton Colquitt,5,1
43.800,59,Pat McAfee,4,0
36.800,56,Michael Koenen,5,2
37.700,54,Brad Nortman,6,2
43.000,52,Dustin Colquitt,5,2
42.800,63,Brett Kern,6,3
46.000,56,Chris Jones,2,0
45.800,54,Andy Lee,4,3
42.500,51,Brandon Fields,2,0
36.200,63,Ryan Allen,5,2
33.700,52,Donnie Jones,6,5
38.800,61,Bryan Anger,8,2
45.700,66,Matt Bosher,3,0
50.000,58,Thomas Morstead,2,2
38.800,56,Ryan Quigley,5,2
40.700,61,Marquette King,9,0
45.500,57,Johnny Hekker,6,2
42.600,52,Jeff Locke,5,1
31.000,52,Sam Koch,4,2
37.300,50,Kevin Huber,4,3
40.300,56,Brad Wing,6,2
35.400,57,Spencer Lanning,7,1
38.300,60,Shane Lechler,6,2
36.300,61,Tress Way,5,2
32.200,61,Drew Butler,4,0
36.000,52,Mike Scifres,6,2
39.500,57,Sam Martin,2,1
38.000,56,Steve Weatherford,5,1
48.500,56,Sam Koch,2,0
34.000,56,Brad Wing,4,1
41.000,49,Kevin Huber,4,2
36.700,57,Matt Bosher,6,2
31.800,41,Colton Schmidt,4,3
30.500,49,Brandon Fields,5,0
43.300,53,Britton Colquitt,3,1
40.000,40,Dustin Colquitt,2,2
42.000,48,Spencer Lanning,5,3
40.800,47,Thomas Morstead,5,2
27.500,54,Michael Koenen,1,0
49.000,53,Johnny Hekker,2,1
34.700,53,Mike Scifres,3,2
41.800,66,Jon Ryan,4,0
53.000,54,Andy Lee,1,0
32.300,52,PO Donnell,5,1
20.300,47,Steve Weatherford,4,1
41.000,51,Drew Butler,4,2
46.500,56,Tim Masthay,4,0
43.600,56,Ryan Quigley,5,1
36.200,57,Brad Nortman,6,1
41.000,64,Sam Martin,5,1
37.000,47,Marquette King,3,0
48.500,65,Shane Lechler,2,1
42.500,61,Tress Way,4,1
40.500,55,Bryan Anger,8,2
38.000,54,Brett Kern,5,1
45.000,62,Chris Jones,4,1
32.400,57,Jeff Locke,5,0
40.000,59,Ryan Allen,5,4
49.000,61,Pat McAfee,4,1
42.800,59,Donnie Jones,4,0
37.500,45,Matt Bosher,2,1
34.100,56,Michael Koenen,7,2
49.000,55,Kevin Huber,4,3
25.300,45,Brett Kern,4,0
44.000,52,Colton Schmidt,5,2
39.200,72,Mike Scifres,6,3
40.000,52,Spencer Lanning,4,1
44.000,58,Sam Koch,3,1
35.000,49,Drew Butler,1,0
41.500,56,Andy Lee,4,2
32.400,60,Brandon Fields,7,3
48.800,64,Dustin Colquitt,5,2
35.800,41,Donnie Jones,4,2
41.000,65,Tress Way,3,0
39.000,48,Steve Weatherford,4,4
34.600,64,Shane Lechler,4,1
42.400,61,Bryan Anger,5,1
53.500,56,Pat McAfee,2,2
40.500,55,Sam Martin,2,1
39.800,48,Tim Masthay,5,2
43.300,65,Brad Nortman,4,2
49.300,59,Brad Wing,3,1
40.800,58,Ryan Allen,5,2
41.800,52,Marquette King,5,3
24.000,24,Johnny Hekker,1,1
38.500,45,Chris Jones,2,0
44.000,54,Thomas Morstead,4,1
46.000,57,Jeff Locke,4,3
47.700,66,Jon Ryan,6,5
42.800,58,Britton Colquitt,8,3
38.000,54,Ryan Quigley,3,1
40.600,49,PO Donnell,5,0
55.500,77,Tress Way,4,1
45.000,52,Steve Weatherford,5,3
42.000,48,Mike Scifres,3,3
45.000,64,Bryan Anger,2,0
40.300,60,Pat McAfee,4,3
41.800,55,Brett Kern,6,2
37.800,53,Chris Jones,4,2
41.500,49,Thomas Morstead,2,1
21.500,51,Andy Lee,5,1
40.700,61,Donnie Jones,6,1
49.300,61,Ryan Quigley,6,1
44.800,55,Sam Martin,6,2
47.200,57,Marquette King,6,4
32.000,41,Brandon Fields,2,1
39.000,39,Sam Koch,1,1
39.000,58,Brad Nortman,4,0
29.800,46,Brad Wing,4,2
35.300,40,Michael Koenen,3,1
36.500,51,Shane Lechler,6,3
38.800,61,Colton Schmidt,9,0
35.000,62,Jeff Locke,2,0
42.200,59,Matt Bosher,5,2
42.500,54,Dustin Colquitt,4,4
45.000,59,Ryan Allen,6,2
45.800,58,Tim Masthay,6,5
40.900,56,Jeff Locke,7,1
48.000,60,Britton Colquitt,4,2
39.000,53,Dave Zastudil,11,1
35.800,60,Mike Scifres,5,2
49.600,64,Ryan Quigley,8,4
47.700,56,Pat McAfee,3,2
47.000,69,Sam Koch,5,3
38.800,50,Chris Jones,4,1
35.100,60,Shane Lechler,7,1
39.000,52,Donnie Jones,4,1
28.600,56,Johnny Hekker,4,2
34.500,56,Andy Lee,2,0
35.300,51,Dustin Colquitt,4,1
43.700,67,Steve Weatherford,3,0
32.600,43,Matt Bosher,5,3
41.000,47,Bryan Anger,5,1
38.600,53,Brad Wing,5,2
44.300,60,Sam Martin,7,4
37.100,61,Colton Schmidt,8,3
38.200,62,Brad Nortman,5,2
32.000,63,PO Donnell,4,2
