interception touchdowns, interception yards, interceptions, name
0,11,1,Aaron Tevis
0,64,1,Adrien Spencer
0,0,1,David Sims
0,0,1,Micheal Lemon
0,0,1,Justin Jones
0,23,1,James Brindley
0,32,1,John Destin
0,18,1,Mike Bryan
0,5,1,Wendel Davis
0,0,1,Tramain Thomas
0,0,1,Apaiata Tuihalamaka
0,0,1,Josh Gordy
0,0,1,Daren Bates
0,56,3,Mike Nixon
0,11,1,Brandon Magee
0,37,1,Chris Chancellor
0,2,1,Brandon Maye
0,0,1,DeAndre McDaniel
0,0,1,Marcus Udell
0,0,1,Nick Johnson
0,55,1,Donovan Travis
0,26,1,Joshua Jackson
0,0,1,Major Wright
0,94,1,Nico Herron
0,0,1,Morgan Burnett
0,16,1,Hardy Ricks
0,29,3,Brandon Banks
0,24,2,Tysyn Hartman
0,0,1,Maurice Rolle
0,0,1,Hall Davis
0,-6,1,Dwight Bentley
0,4,1,CJ Peake
0,3,1,Johnny Patrick
0,0,1,Terrence Simien
0,42,1,Calvin Harrison
0,25,1,Trevard Lindley
0,14,1,Boubacar Cissoko
0,0,1,Jonas Mouton
0,3,1,Deshon Lawrence
0,43,1,Corey Broomfield
0,17,1,Charles Mitchell
0,0,1,Carter Brown
0,-1,2,Deunta Williams
0,18,1,Matt OHanlon
0,0,1,Prince Amukamara
0,0,1,Tarvoris Hill
0,0,1,Justan Vaughn
0,0,1,Quentin Williams
0,23,1,Kyle McCarthy
0,0,1,Robert Blanton
0,0,1,Kurt Coleman
0,28,1,Emmet Merchant
0,36,1,Patrick Tafua
0,4,1,Melvin Payne
0,0,1,Gerald Moore
0,0,1,Robert Vaughn
0,22,1,Jaz Reynolds
0,-3,1,Keenan Clayton
0,4,1,Patrick Lavine
0,0,1,Dom DeCicco
0,0,1,Ricky Gary
0,12,1,Andrew Dailey
0,0,1,Mike Thomas
0,22,1,Joe Holland
0,0,1,Kawann Short
0,0,2,Douglas Westbrook
0,46,1,Eddie Hicks
0,9,1,Michael McGee
0,0,1,Michael Holmes
0,0,1,Nathan Triplett
0,7,1,Brent Vinson
0,3,1,Thomas Majors
0,0,1,Jamal Forrest
0,0,1,Nolan Brewster
0,8,1,Otis Stamps
0,29,3,Rahim Moore
0,27,1,Luke Laolagi
0,17,1,Vincent Camarda
0,0,1,Malo Taumua
0,19,1,Eric Samuels
0,0,1,Chris Cook
0,6,1,Antoine Hopkins
0,1,1,Mikail Baker
0,1,1,Philip Taylor
0,0,1,Joe Pawelek
0,29,1,Jacob Cutrera
0,4,2,Cory Hanson
0,0,1,Robert Sands
0,5,1,Weston Johnson
0,4,3,Shamiel Gary
0,2,1,Marcell Gipson
0,10,1,Jeff Smart
0,0,1,Ben Burney
0,11,1,Blu Smith
0,38,1,Fon Ingram
0,31,1,Markus White
0,0,1,Greg Reid
0,0,1,Randy Phillips
0,0,1,Alex Silvestro
0,21,1,Aaron Webster
0,0,1,JK Schaffer
0,-2,1,Chris Williams
0,2,1,Mario Butler
0,0,1,Cooper Taylor
0,20,2,DeAndre McDaniel
0,4,1,Barry Church
0,0,1,Lester Richmond
0,0,1,Douglas Westbrook
0,37,1,Manley Waller
0,32,1,Brian Wagner
0,17,1,Mark Barron
0,84,2,Leon Wright
0,3,2,Trevin Wade
0,20,1,Antonio Coleman
0,0,1,TSharvan Bell
0,0,1,Dominick LeGrande
0,0,1,Nick Clancy
0,0,1,Brian Lainhart
0,13,1,George Iloka
0,9,1,Tommy Smith
0,1,1,Aaron Tevis
0,0,1,Jeron Johnson
0,12,1,Brandon Stephens
0,30,1,Elijah Fields
0,0,1,Dominique Battle
0,0,1,Andre Revels
0,0,1,Aaron Webster
0,4,1,Robert McClain III
0,0,1,Twyon Martin
0,37,1,Charles Brown
0,22,1,Blu Smith
0,18,1,James Skelton
0,0,1,Janoris Jenkins
0,0,1,Brandon Boykin
0,35,1,Eric Norwood
0,78,1,Russell Ellington
0,41,1,Doug Pilcher
0,41,2,David Sims
0,53,3,Tyler Sash
0,17,2,Brett Greenwood
0,0,1,Brandon Taylor
0,0,1,Jeremy Ware
0,20,1,Kyle McCarthy
0,2,1,Kevin Brown
0,0,1,Jabaree Tuani
0,6,1,Koyal George
0,0,1,Alphonso Powell
0,0,1,John Destin
0,70,1,Johnson
0,0,1,Brian Peters
0,15,1,Ryan Downard
0,1,1,Royce Hill
0,69,1,Kenny Jackson
0,3,1,Adam Homan
0,51,1,Chris Galippo
0,26,1,Jamal Robinson
0,18,1,Walter Thurmond III
0,10,1,Casey Matthews
0,17,1,Nathan Stupar
0,0,1,Josh Hull
0,0,1,Kevyn Scott
0,4,1,Nick Sandford
0,0,1,Aaron Moore
0,0,1,Luke Laolagi
0,2,1,Mike Wright
0,26,1,Alterraun Verner
0,4,2,Rahim Moore
0,0,1,Marlon Williams
0,12,1,Brandon Carlisle
0,25,1,Rock Dennis
0,16,1,Chris Banjo
0,6,1,Derrius Bell
0,0,1,Taylor Reed
0,0,1,Lance Mitchell
0,16,1,Braxton Amy
0,4,1,Justin Thornton
0,19,1,Tejay Johnson
0,2,1,Kenny Okoro
0,56,1,Mason Foster
0,3,1,Spencer Smith
0,-1,2,Mana Silva
0,3,1,Niles Brinkley
0,0,1,Antonio Fenelus
0,16,1,Taurean Smith
0,0,1,Mistral Raymond
0,1,1,Keith Tandy
0,0,1,Van Eskridge
0,29,1,Winston Venable
0,5,1,Derrell Acrey
0,0,1,Wayne Cobham
0,77,2,Austin Thomas
0,30,1,Tyler Replogle
0,29,1,Andre LaGrone
0,0,1,Tramain Thomas
0,18,2,Donovan Travis
0,3,1,Andrew Rodriguez
0,0,1,Mario Hill
0,22,1,Neiko Thorpe
0,21,1,Jake Ricks
0,15,1,Craig Stevens
0,5,1,Josh Bynes
0,-4,1,Walter McFadden
0,13,1,Ovid Goulbourne
0,34,1,Travis Goethel
0,0,1,Omar Bolden
0,14,1,Jerome Junior
0,63,1,Greg Reid
0,21,1,AJ Alexander
0,13,1,Nigel Bradham
0,23,1,Derrick Hallman
0,17,1,Jonathan Meeks
0,5,1,DeAndre McDaniel
0,0,1,Rashard Hall
0,15,1,Wes Davis
0,3,1,Dominick LeGrande
0,21,1,Blu Smith
0,0,1,Klay Kubiak
0,0,1,Joe Haden
0,0,1,Ahmad Black
0,0,1,Eric Berry
0,74,1,Joseph Dickson
0,41,1,Tyler Sash
0,38,1,Trevin Wade
0,48,1,Maxwell Onyegbule
0,0,1,Brian Lainhart
0,0,1,James Smith
0,2,1,Sam Maxwell
0,0,1,Johnny Patrick
0,37,2,Deon Young
0,0,1,Antonio Baker
0,17,2,Cameron Chism
0,0,1,Derrick Crumpton
0,0,1,Craig Roh
0,23,2,Chris May
0,0,1,Josh Hill
0,0,2,Mike Mohamed
0,58,1,DT Shackelford
0,0,1,Cassius Vaughn
0,43,1,Jacquies Smith
0,0,1,Keith Morgan
0,31,1,Braxton Amy
0,4,1,Clarence Ward
0,41,2,Jon Davis
0,13,1,Wright Jr
0,20,1,Kyle McCarthy
0,0,1,Trenton Robinson
0,36,1,Gerald Moore
0,23,1,Errik Ejike
0,15,1,Quinton Carter
0,3,1,Brian Jackson
0,10,1,DeAundre Brown
0,0,1,Trent Wilkins
0,36,1,Andre Sexton
0,24,1,John Boyett
0,16,1,Eddie Pleasant
0,0,1,Robert Johnson
0,14,1,Keaton Kristick
0,10,1,JK Schaffer
0,0,1,Jordan Martin
0,1,1,Jason Werner
0,38,1,Ryan DImperio
0,32,1,Khaseem Greene
0,-1,1,Stephon Gilmore
0,36,1,Jerome Murphy
0,2,1,Martez Smith
0,2,1,Corey Mosley
0,23,1,Corey Gatewood
0,27,1,Peyton Thompson
0,22,1,Max Suter
0,23,1,Brad Phillips
0,0,1,Earl Thomas
0,7,1,DJ Johnson
0,3,1,LaRon Moore
0,7,1,Andreas Ashwood
0,-4,1,Mark Singer
0,0,1,Andrew Sweat
0,0,1,Barry Valcin
0,46,2,Alterraun Verner
0,0,1,Joshua Moore
0,0,1,Mike Grant
0,17,1,Richard Torres
0,0,1,Mana Silva
0,4,1,Damein Anderson
0,6,1,Rashad Carmichael
0,-3,1,Kam Chancellor
0,0,1,Donald Butler
0,67,1,Myron Beck
0,52,1,Alex Hoffman Ellis
0,0,1,Brandon Jones
0,0,1,Chima Nwachukwu
0,3,1,Chase Kennemer
0,0,1,Robert Mojica
0,0,1,Devin Smith
0,6,1,LJ Harbison
0,12,1,Jamail Berry
0,0,1,Brandon Stephens
0,47,1,Wright Jr
0,0,2,Reggie Rembert
0,0,1,Chris Thomas
0,24,1,Justin Woodall
0,21,1,Pinkston
0,66,1,Chance Casey
0,25,1,Jason Lamb
0,-3,1,Roderick Rollins
0,13,1,Michael Williams
0,14,1,Brandyn Thompson
0,5,1,Jeron Johnson
0,20,1,Brian Logan
0,0,1,Andrew Rich
0,0,1,Michael Kawulok
0,0,1,Nick Oppenneer
0,21,1,Craig Carey
0,1,1,Brian Wagner
0,13,2,Robert McClain III
0,4,1,Van Eskridge
0,3,1,Nick Johnson
0,0,1,Jay Ross
0,0,1,Travis Simmons
0,9,1,Lawrence Young
0,7,1,Anthony Gaitor
0,17,2,Ochucko Jenije
0,0,1,Bacarri Rambo
0,69,2,Jarrell Holman
0,40,2,Morgan Burnett
0,0,1,Will Ford
0,0,1,Leonard Johnson
0,0,1,Ryan Murphy
0,0,1,Eddie Hicks
0,0,1,Tysyn Hartman
0,6,1,Brian Lainhart
0,5,1,Dan Hartman
