deflections, interceptions, name, sacks, tackles
0,0,T Laurent,0.000,1
0,0,J Bennett,0.000,0
0,0,R Murray,0.000,1
0,0,J Howsare,0.000,1
0,0,L Hajrullahu,0.000,0
0,0,N Shortill,0.000,0
0,0,C Frey,0.000,0
0,0,L Mauldin,0.000,0
0,0,C McGough,0.000,0
0,0,M Tucker,0.000,0
0,0,J Tuggle,0.000,4
0,0,C Brooks,0.000,3
0,0,F Williams,0.000,3
0,1,M Daly,0.000,1
0,0,D Breaux,0.000,6
0,1,S Lawrence,1.000,6
0,0,D Wynn,1.000,5
0,0,R Leonard,0.000,4
0,0,J Davis,0.000,7
0,0,T Adeleke,0.000,6
0,0,D Radford,0.000,0
0,0,A Chevrier,0.000,0
0,0,O Idowu,0.000,1
0,0,J Hus,0.000,0
0,0,K Lafrance,0.000,0
0,0,A Gagne,0.000,0
0,0,Z Evans,0.000,1
0,0,D Davis,0.000,1
0,0,N Marshall,0.000,1
0,0,A Leonard,0.000,1
0,0,M Henry,0.000,2
0,0,L Edwards,0.000,2
0,0,S Means,0.000,1
0,0,W Powell,0.000,1
0,0,E Gainey,0.000,2
0,0,M Johnson,0.000,3
0,0,M Edem,0.000,2
0,0,C Hughes,0.000,2
0,0,C Judge,0.000,6
0,0,D Moncrief,1.000,7
0,0,T Glass,0.000,1
0,0,J Johnson,1.000,3
0,1,A Orange,0.000,2
0,0,D Unamba,0.000,3
0,0,V Diggs,0.000,4
0,0,L Dean,0.000,2
0,0,J Beaulieu,0.000,0
0,0,N Usher,0.000,2
0,0,J Tuck,0.000,0
0,0,A Sewell,0.000,5
0,0,G Onyeka,0.000,1
0,0,M Hunter,0.000,2
0,0,F Hightower,0.000,1
0,0,C Gable,0.000,1
0,0,K Boateng,1.000,1
0,0,T Green,0.000,0
0,0,G Reid,0.000,0
0,0,R Carter,0.000,2
0,0,M Cromartie,0.000,7
0,0,C Evans,0.000,6
0,0,T Cranston,0.000,1
0,0,P Kozachuk,0.000,0
0,0,H Muamba,0.000,3
0,0,J Poulin,0.000,2
0,0,B Banner,0.000,1
0,0,J Bowman,0.000,3
0,0,R Brown,0.000,2
0,0,T Campbell,0.000,5
0,0,A Simmons,0.000,1
0,0,D Posey,0.000,1
0,0,T Loffler,0.000,10
0,0,P Levels,0.000,8
0,0,S Moore,0.000,0
0,0,B Lokombo,0.000,1
0,0,C Geter,0.000,0
0,0,A Milanovic Litre,0.000,0
0,0,W Langlais,0.000,0
0,0,R Metchie,0.000,3
0,0,D Amos,0.000,2
0,3,T Roberson,0.000,4
0,0,C Law,0.000,4
0,0,M Rose,0.000,5
