average punt yards, longest punt, name, punts, punts inside the twenty
47.300,53,Rigoberto Sanchez,3,3
49.300,58,Brett Kern,6,3
31,35,Matt Bosher,2,2
44.300,49,Chris Jones,3,1
41.500,54,Riley Dixon,4,1
44,44,Bryan Anger,1,0
46.100,57,Logan Cooke,9,1
51,63,Jordan Berry,6,1
46.800,55,Sam Martin,6,3
44.400,52,Michael Palardy,5,1
39.300,43,Sam Koch,4,2
41.800,53,Kevin Huber,6,1
40.400,51,Tress Way,5,2
30,30,Trevor Daniel,1,0
49.500,50,Thomas Morstead,2,0
39.800,46,Cameron Johnston,4,2
55.500,68,Johnny Hekker,4,3
47.300,52,Dustin Colquitt,3,2
47.800,51,Chris Jones,6,2
45.600,54,Tress Way,5,4
45.400,59,Sam Martin,5,1
47,56,Pat O Donnell,5,3
48,56,Thomas Morstead,3,1
48,52,Matt Bosher,2,0
49.500,51,Kevin Huber,2,1
47,56,Britton Colquitt,4,1
44.900,55,Colton Schmidt,7,2
47.800,55,Logan Cooke,6,3
47,51,Colby Wadman,6,1
44.300,52,Jordan Berry,3,2
46,56,Bryan Anger,5,2
43.300,56,Bradley Pinion,6,3
52.500,53,Donnie Jones,2,1
49.200,60,Andy Lee,5,0
34.300,49,Rigoberto Sanchez,3,1
47.500,62,Matt Haack,6,3
50.300,59,Cameron Johnston,4,2
44.300,56,Riley Dixon,3,0
44.400,53,Lachlan Edwards,5,2
46,51,Ryan Allen,4,1
55,55,Michael Palardy,1,1
52.700,62,Michael Dickson,3,0
47,56,Sam Koch,2,1
44.700,52,Johnny Townsend,6,1
45.800,59,Matt Wile,4,1
46,56,JK Scott,6,3
44.800,55,Trevor Daniel,5,2
49.700,59,Brett Kern,6,2
51,52,Chris Jones,3,1
51.500,57,Thomas Morstead,4,1
43.300,69,Kevin Huber,7,1
43.300,58,Colby Wadman,6,4
44.500,55,Bryan Anger,6,2
56.500,59,Michael Palardy,2,0
45.700,56,Matt Haack,7,2
45.800,53,Matt Darr,4,2
50.400,55,Matt Bosher,5,3
47.300,65,Sam Koch,3,1
44.300,54,Riley Dixon,7,1
50.500,65,Pat O Donnell,6,1
47,56,Logan Cooke,7,2
49.700,57,Rigoberto Sanchez,6,3
47.700,58,Sam Martin,6,2
50.300,55,Johnny Hekker,3,1
48.400,57,JK Scott,7,2
44.800,64,Andy Lee,6,3
41.500,52,Ryan Allen,4,2
45.600,53,Matt Wile,5,2
30.500,39,Johnny Townsend,2,1
41,45,Dustin Colquitt,3,0
49.800,56,Michael Dickson,4,1
40.400,48,Bradley Pinion,5,2
51,63,Jordan Berry,4,2
36.300,52,Donnie Jones,4,1
38,52,Trevor Daniel,3,3
45.500,51,Britton Colquitt,2,0
44.300,53,Brett Kern,6,1
44.500,67,Lachlan Edwards,6,1
46.500,50,Cameron Johnston,2,1
48.300,59,Tress Way,6,2
59,62,Brett Kern,2,1
50,56,Logan Cooke,5,3
45.800,57,Pat O Donnell,5,4
48.700,62,Johnny Hekker,3,1
40,40,Matt Darr,1,1
40,56,Lachlan Edwards,3,1
47.700,49,Britton Colquitt,3,0
39.500,54,Michael Palardy,4,2
45,62,Bryan Anger,5,1
51.700,60,Thomas Morstead,3,1
49.800,57,Andy Lee,6,3
45.300,51,Sam Martin,7,4
43.300,56,Donnie Jones,4,0
44,50,Kevin Huber,3,3
37,50,Dustin Colquitt,3,2
52.700,54,Sam Koch,3,1
51,63,Chris Jones,2,1
46,53,Cameron Johnston,6,3
34,57,Matt Haack,5,0
47.300,49,Ryan Allen,3,1
42,47,Bradley Pinion,5,1
47.800,55,Colby Wadman,6,2
42.300,57,JK Scott,4,0
50,55,Matt Bosher,4,1
48.500,57,Johnny Townsend,4,1
38.700,45,Jordan Berry,3,2
51.100,63,Tress Way,8,3
43,50,Riley Dixon,6,1
45.300,53,Trevor Daniel,8,3
46.300,55,Rigoberto Sanchez,6,2
44,55,Michael Dickson,5,3
42.600,46,Matt Wile,5,1
50.800,61,Dustin Colquitt,4,1
41.500,44,Donnie Jones,2,0
41.300,46,Colby Wadman,3,0
48.500,56,Britton Colquitt,4,2
49.300,54,Lachlan Edwards,4,2
45.700,51,Trevor Daniel,3,0
44.300,51,Pat O Donnell,4,2
41.600,50,JK Scott,5,1
43.200,50,Kevin Huber,5,1
38.200,42,Johnny Townsend,6,1
40.800,52,Matt Darr,6,2
45.300,55,Sam Martin,7,3
52,52,Rigoberto Sanchez,1,1
40.500,41,Chris Jones,2,2
44.300,55,Matt Bosher,6,0
48,64,Andy Lee,7,2
48,55,Bradley Pinion,4,0
53.300,65,Michael Dickson,8,3
39.500,50,Riley Dixon,6,2
44,57,Brett Kern,5,5
52.400,72,Logan Cooke,5,3
46.500,58,Tress Way,6,3
56.300,65,Johnny Hekker,3,0
51.700,56,Cameron Johnston,3,2
42.300,50,Sam Koch,3,1
40.800,48,Bryan Anger,4,1
39,44,Jordan Berry,2,1
43.200,52,Ryan Allen,5,3
42.300,46,Matt Wile,3,0
50.100,63,Matt Haack,7,0
39.800,56,Michael Palardy,6,1
42,46,Thomas Morstead,4,3
42.300,50,Brett Kern,4,4
53.500,57,Tress Way,2,0
41.600,49,Donnie Jones,7,2
50,57,Sam Koch,3,1
44,47,Britton Colquitt,2,0
43.800,51,Kevin Huber,5,2
49.200,56,Andy Lee,5,4
51.500,59,Johnny Hekker,2,2
46.500,63,Rigoberto Sanchez,4,3
48.300,52,Riley Dixon,3,1
41.500,48,Chris Jones,4,1
51,57,Bryan Anger,2,0
46.300,54,Matt Haack,6,3
37.600,45,Logan Cooke,5,4
48,48,Cameron Johnston,2,0
40.300,51,Trevor Daniel,4,2
45.300,49,Bradley Pinion,4,1
39.700,49,Pat O Donnell,3,1
44,52,Lachlan Edwards,4,2
37.700,41,JK Scott,3,0
41.500,52,Sam Martin,6,4
48,58,Matt Wile,6,1
42.700,56,Michael Palardy,3,1
47,54,Matt Bosher,5,2
43.200,55,Ryan Allen,6,3
38.300,55,Matt Darr,6,0
47,56,Thomas Morstead,3,1
49,57,Jordan Berry,2,0
34.700,46,Michael Dickson,3,1
48,57,Dustin Colquitt,3,1
45,64,Johnny Townsend,5,3
51,65,Colby Wadman,6,1
37,44,Matt Darr,3,0
35,54,Matt Haack,5,1
42,55,Colby Wadman,6,3
46.800,56,Donnie Jones,5,1
50.500,59,Bryan Anger,4,1
49,57,Matt Bosher,5,2
28,28,Dustin Colquitt,1,1
45.500,56,Johnny Townsend,4,2
47,49,Riley Dixon,2,0
38.700,45,Chris Jones,3,2
45.300,55,JK Scott,7,1
40.300,53,Sam Martin,4,2
39.800,44,Ryan Allen,4,2
47.400,51,Lachlan Edwards,5,1
43.300,48,Johnny Hekker,3,2
49.500,55,Bradley Pinion,2,1
49,56,Sam Koch,4,1
45,48,Britton Colquitt,4,0
44.800,56,Tress Way,5,2
41,45,Cameron Johnston,3,1
42,54,Thomas Morstead,5,1
54.700,57,Michael Palardy,3,0
47.100,65,Michael Dickson,7,1
49.400,62,Andy Lee,5,3
37.800,48,Jordan Berry,5,4
46.300,52,Kevin Huber,6,1
42.100,60,Trevor Daniel,7,4
49.900,57,Logan Cooke,9,1
45.300,58,Brett Kern,6,6
47.800,57,Rigoberto Sanchez,4,2
51.400,65,Matt Wile,5,2
43.800,47,Pat O Donnell,4,2
46.800,60,Trevor Daniel,5,2
37,44,Rigoberto Sanchez,4,2
45,50,Chris Jones,5,1
51.400,60,Michael Dickson,7,1
44.700,59,Sam Koch,6,1
35.400,45,Donnie Jones,5,0
40.500,49,Pat O Donnell,6,4
45.200,53,Cameron Johnston,5,1
36.700,50,Dustin Colquitt,3,2
48.300,57,Rigoberto Sanchez,7,2
29,29,Johnny Hekker,1,0
41.300,46,Chris Jones,4,0
43.300,48,Ryan Allen,4,1
39.500,43,Donnie Jones,6,1
44.700,50,Thomas Morstead,3,0
48.200,54,Cameron Johnston,5,3
42.800,48,Thomas Morstead,4,2
45.800,50,Johnny Hekker,4,1
43.400,59,Dustin Colquitt,5,1
37.500,43,Ryan Allen,2,2
46.300,65,Johnny Hekker,9,5
43,53,Ryan Allen,5,3
